ID;GeslachtWerknemer;Dienstverband;KenmerkenBaan;BedrijfstakkenBranchesSBI93;Perioden;Banen_1;Arbeidsvolume_2;Uurloon_3;MaandloonInclusiefOverwerk_4;MaandloonExclusiefOverwerk_5;JaarloonInclusiefBijzondereBeloning_6;JaarloonExclusiefBijzondereBeloning_7;BijzondereBeloning_8;BijtellingAutoVanDeZaak_9;PerBaanPerWeekInclusiefOverwerk_10;PerBaanPerWeekExclusiefOverwerk_11;PerBaanPerJaar_12;PerArbeidsjaar_13
11;Totaal;Totaal;Totaal;C Winning van delfstoffen;2009;8.0;8.0;33.42;4868.0;4807.0;73300.0;58410.0;14890.0;840.0;38.3;37.7;1726.0;1822.0
12;Totaal;Totaal;Totaal;D Industrie;2006;846.0;761.0;18.24;2481.0;2421.0;34560.0;29780.0;4780.0;430.0;35.3;34.7;1593.0;1773.0
13;Totaal;Totaal;Totaal;D Industrie;2007;849.0;764.0;18.78;2539.0;2474.0;35600.0;30470.0;5130.0;440.0;35.4;34.7;1582.0;1757.0
14;Totaal;Totaal;Totaal;D Industrie;2008;860.0;773.0;19.57;2632.0;2569.0;36720.0;31590.0;5130.0;510.0;35.3;34.6;1576.0;1754.0
15;Totaal;Totaal;Totaal;D Industrie;2009;830.0;744.0;19.94;2689.0;2636.0;37280.0;32260.0;5010.0;530.0;35.2;34.7;1587.0;1770.0
16;Totaal;Totaal;Totaal;E Productie en distributie van en ..;2006;24.0;23.0;25.12;3448.0;3396.0;47440.0;41380.0;6060.0;560.0;36.5;36.1;1622.0;1725.0
17;Totaal;Totaal;Totaal;E Productie en distributie van en ..;2007;25.0;24.0;25.27;3472.0;3421.0;48560.0;41670.0;6890.0;640.0;36.8;36.4;1625.0;1716.0
18;Totaal;Totaal;Totaal;E Productie en distributie van en ..;2008;25.0;23.0;26.11;3590.0;3539.0;50930.0;43080.0;7840.0;820.0;36.9;36.5;1626.0;1723.0
19;Totaal;Totaal;Totaal;E Productie en distributie van en ..;2009;27.0;25.0;26.82;3711.0;3663.0;53100.0;44530.0;8570.0;890.0;36.8;36.4;1639.0;1739.0
20;Totaal;Totaal;Totaal;F Bouwnijverheid;2006;378.0;346.0;18.96;2664.0;2608.0;34420.0;31960.0;2460.0;880.0;36.6;36.1;1650.0;1804.0
21;Totaal;Totaal;Totaal;F Bouwnijverheid;2007;383.0;351.0;19.45;2721.0;2657.0;35140.0;32650.0;2490.0;930.0;36.8;36.1;1639.0;1790.0
22;Totaal;Totaal;Totaal;F Bouwnijverheid;2008;386.0;352.0;20.28;2835.0;2773.0;36790.0;34020.0;2780.0;1120.0;36.7;36.1;1641.0;1802.0
23;Totaal;Totaal;Totaal;F Bouwnijverheid;2009;379.0;345.0;20.86;2946.0;2891.0;38410.0;35350.0;3060.0;1190.0;37.0;36.4;1663.0;1827.0
24;Totaal;Totaal;Totaal;G Reparatie van consumentenartikelen ..;2006;1226.0;869.0;15.44;1653.0;1623.0;22670.0;19840.0;2830.0;620.0;27.8;27.4;1261.0;1779.0
25;Totaal;Totaal;Totaal;G Reparatie van consumentenartikelen ..;2007;1264.0;897.0;15.87;1685.0;1653.0;23210.0;20220.0;2990.0;630.0;27.9;27.4;1249.0;1761.0
26;Totaal;Totaal;Totaal;G Reparatie van consumentenartikelen ..;2008;1293.0;915.0;16.46;1737.0;1706.0;23890.0;20840.0;3050.0;700.0;27.7;27.2;1243.0;1757.0
27;Totaal;Totaal;Totaal;G Reparatie van consumentenartikelen ..;2009;1284.0;896.0;16.98;1783.0;1755.0;24390.0;21390.0;3000.0;700.0;27.5;27.0;1241.0;1778.0
28;Totaal;Totaal;Totaal;H Horeca;2006;302.0;157.0;11.69;891.0;884.0;11610.0;10690.0;920.0;100.0;19.9;19.8;908.0;1741.0
29;Totaal;Totaal;Totaal;H Horeca;2007;316.0;165.0;11.95;899.0;892.0;11740.0;10790.0;950.0;100.0;19.9;19.7;896.0;1711.0
30;Totaal;Totaal;Totaal;H Horeca;2008;322.0;168.0;12.17;919.0;912.0;11970.0;11020.0;940.0;110.0;19.9;19.8;899.0;1719.0
31;Totaal;Totaal;Totaal;H Horeca;2009;318.0;163.0;12.46;937.0;930.0;12240.0;11240.0;1000.0;120.0;19.7;19.6;896.0;1750.0
32;Totaal;Totaal;Totaal;I Vervoer, opslag en communicatie;2006;444.0;363.0;17.74;2328.0;2167.0;31710.0;27930.0;3780.0;310.0;34.0;32.0;1466.0;1793.0
33;Totaal;Totaal;Totaal;I Vervoer, opslag en communicatie;2007;451.0;368.0;18.29;2375.0;2211.0;32520.0;28500.0;4020.0;330.0;34.0;32.0;1451.0;1779.0
34;Totaal;Totaal;Totaal;I Vervoer, opslag en communicatie;2008;447.0;365.0;18.56;2407.0;2246.0;32940.0;28880.0;4060.0;390.0;34.0;31.9;1452.0;1779.0
35;Totaal;Totaal;Totaal;I Vervoer, opslag en communicatie;2009;439.0;354.0;19.03;2453.0;2307.0;33620.0;29440.0;4180.0;390.0;33.7;31.8;1455.0;1803.0
36;Totaal;Totaal;Totaal;J Financiële instellingen;2006;282.0;246.0;25.24;3180.0;3166.0;48690.0;38160.0;10530.0;960.0;33.0;32.9;1505.0;1726.0
37;Totaal;Totaal;Totaal;J Financiële instellingen;2007;282.0;246.0;26.42;3314.0;3300.0;51260.0;39770.0;11490.0;1000.0;33.1;33.0;1499.0;1715.0
38;Totaal;Totaal;Totaal;J Financiële instellingen;2008;273.0;239.0;26.77;3364.0;3349.0;52030.0;40370.0;11650.0;1140.0;33.2;33.1;1501.0;1713.0
39;Totaal;Totaal;Totaal;J Financiële instellingen;2009;270.0;237.0;27.48;3482.0;3468.0;52380.0;41780.0;10590.0;1170.0;33.3;33.1;1514.0;1723.0
40;Totaal;Totaal;Totaal;K VH en handel in onroerend goed, ..;2006;1467.0;1060.0;18.72;2051.0;2027.0;28150.0;24610.0;3540.0;760.0;28.5;28.3;1299.0;1798.0
41;Totaal;Totaal;Totaal;K VH en handel in onroerend goed, ..;2007;1567.0;1147.0;19.07;2090.0;2065.0;28770.0;25080.0;3690.0;770.0;28.8;28.5;1299.0;1775.0
42;Totaal;Totaal;Totaal;K VH en handel in onroerend goed, ..;2008;1616.0;1196.0;19.81;2192.0;2168.0;30100.0;26310.0;3800.0;910.0;29.1;28.8;1313.0;1774.0
43;Totaal;Totaal;Totaal;K VH en handel in onroerend goed, ..;2009;1544.0;1136.0;20.51;2270.0;2248.0;31020.0;27240.0;3780.0;940.0;29.0;28.7;1316.0;1789.0
44;Totaal;Totaal;Totaal;L Openbaar bestuur, overheidsdiensten ..;2006;497.0;447.0;21.07;2698.0;2676.0;37260.0;32380.0;4880.0;20.0;33.1;32.9;1524.0;1694.0
45;Totaal;Totaal;Totaal;L Openbaar bestuur, overheidsdiensten ..;2007;501.0;452.0;21.97;2802.0;2777.0;38670.0;33620.0;5040.0;40.0;33.3;33.0;1517.0;1682.0
46;Totaal;Totaal;Totaal;L Openbaar bestuur, overheidsdiensten ..;2008;498.0;451.0;22.6;2887.0;2864.0;40580.0;34650.0;5930.0;40.0;33.3;33.1;1520.0;1681.0
47;Totaal;Totaal;Totaal;L Openbaar bestuur, overheidsdiensten ..;2009;515.0;465.0;22.95;2947.0;2923.0;41400.0;35360.0;6040.0;30.0;33.4;33.1;1529.0;1691.0
48;Totaal;Totaal;Totaal;M Onderwijs;2006;471.0;358.0;21.61;2272.0;2269.0;30850.0;27270.0;3590.0;40.0;28.2;28.2;1260.0;1655.0
49;Totaal;Totaal;Totaal;M Onderwijs;2007;484.0;368.0;22.27;2312.0;2308.0;31790.0;27750.0;4040.0;40.0;28.1;28.1;1244.0;1636.0
50;Totaal;Totaal;Totaal;M Onderwijs;2008;501.0;381.0;22.58;2358.0;2354.0;32740.0;28290.0;4450.0;50.0;27.9;27.9;1251.0;1642.0
51;Totaal;Totaal;Totaal;M Onderwijs;2009;509.0;385.0;23.44;2438.0;2435.0;34280.0;29260.0;5020.0;50.0;27.8;27.8;1247.0;1648.0
52;Totaal;Totaal;Totaal;N Gezondheids- en welzijnszorg;2006;1153.0;781.0;18.26;1680.0;1673.0;22640.0;20170.0;2480.0;40.0;24.1;24.0;1099.0;1624.0
53;Totaal;Totaal;Totaal;N Gezondheids- en welzijnszorg;2007;1186.0;811.0;18.72;1722.0;1714.0;23190.0;20670.0;2520.0;40.0;24.3;24.2;1098.0;1606.0
54;Totaal;Totaal;Totaal;N Gezondheids- en welzijnszorg;2008;1207.0;833.0;19.31;1782.0;1773.0;24160.0;21390.0;2770.0;50.0;24.4;24.3;1102.0;1597.0
55;Totaal;Totaal;Totaal;N Gezondheids- en welzijnszorg;2009;1243.0;853.0;19.56;1821.0;1813.0;24820.0;21850.0;2970.0;50.0;24.5;24.4;1112.0;1620.0
56;Totaal;Totaal;Totaal;O Milieudienstverlening, cultuur, ..;2006;309.0;213.0;17.56;1759.0;1735.0;23690.0;21100.0;2580.0;230.0;26.1;25.8;1186.0;1721.0
57;Totaal;Totaal;Totaal;O Milieudienstverlening, cultuur, ..;2007;316.0;218.0;18.02;1786.0;1762.0;24090.0;21430.0;2660.0;240.0;26.1;25.9;1173.0;1701.0
58;Totaal;Totaal;Totaal;O Milieudienstverlening, cultuur, ..;2008;322.0;222.0;18.61;1836.0;1813.0;24800.0;22030.0;2770.0;280.0;26.0;25.7;1169.0;1697.0
59;Totaal;Totaal;Totaal;O Milieudienstverlening, cultuur, ..;2009;331.0;227.0;19.11;1889.0;1866.0;25520.0;22660.0;2860.0;270.0;25.9;25.6;1172.0;1713.0
60;Totaal;Totaal;601;A-O Alle economische activiteiten ..;2006;382.0;214.0;11.38;980.0;952.0;12890.0;11760.0;1130.0;10.0;22.2;21.8;1003.0;1787.0
61;Totaal;Totaal;601;A-O Alle economische activiteiten ..;2007;417.0;243.0;11.68;1023.0;992.0;13480.0;12280.0;1210.0;10.0;22.8;22.4;1018.0;1749.0
62;Totaal;Totaal;601;A-O Alle economische activiteiten ..;2008;438.0;260.0;12.14;1082.0;1052.0;14220.0;12980.0;1240.0;40.0;23.3;22.8;1039.0;1749.0
63;Totaal;Totaal;601;A-O Alle economische activiteiten ..;2009;392.0;223.0;12.27;1052.0;1025.0;13910.0;12630.0;1280.0;40.0;22.3;21.9;1002.0;1761.0
64;Totaal;Totaal;601;A+B Landbouw, bosbouw, visserij;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
65;Totaal;Totaal;601;A+B Landbouw, bosbouw, visserij;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;Totaal;Totaal;601;A+B Landbouw, bosbouw, visserij;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;Totaal;Totaal;601;A+B Landbouw, bosbouw, visserij;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
68;Totaal;Totaal;601;C Winning van delfstoffen;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
69;Totaal;Totaal;601;C Winning van delfstoffen;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;Totaal;Totaal;601;C Winning van delfstoffen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
71;Totaal;Totaal;601;C Winning van delfstoffen;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72;Totaal;Totaal;601;D Industrie;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;Totaal;Totaal;601;D Industrie;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
74;Totaal;Totaal;601;D Industrie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;Totaal;Totaal;601;D Industrie;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
76;Totaal;Totaal;601;E Productie en distributie van en ..;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
77;Totaal;Totaal;601;E Productie en distributie van en ..;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78;Totaal;Totaal;601;E Productie en distributie van en ..;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
79;Totaal;Totaal;601;E Productie en distributie van en ..;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
80;Totaal;Totaal;601;F Bouwnijverheid;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
81;Totaal;Totaal;601;F Bouwnijverheid;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
82;Totaal;Totaal;601;F Bouwnijverheid;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
83;Totaal;Totaal;601;F Bouwnijverheid;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;Totaal;Totaal;601;G Reparatie van consumentenartikelen ..;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85;Totaal;Totaal;601;G Reparatie van consumentenartikelen ..;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
86;Totaal;Totaal;601;G Reparatie van consumentenartikelen ..;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
87;Totaal;Totaal;601;G Reparatie van consumentenartikelen ..;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88;Totaal;Totaal;601;H Horeca;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
89;Totaal;Totaal;601;H Horeca;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
90;Totaal;Totaal;601;H Horeca;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
91;Totaal;Totaal;601;H Horeca;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
92;Totaal;Totaal;601;I Vervoer, opslag en communicatie;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Totaal;Totaal;601;I Vervoer, opslag en communicatie;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
94;Totaal;Totaal;601;I Vervoer, opslag en communicatie;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
95;Totaal;Totaal;601;I Vervoer, opslag en communicatie;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
96;Totaal;Totaal;601;J Financiële instellingen;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
97;Totaal;Totaal;601;J Financiële instellingen;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
98;Totaal;Totaal;601;J Financiële instellingen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
99;Totaal;Totaal;601;J Financiële instellingen;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100;Totaal;Totaal;601;K VH en handel in onroerend goed, ..;2006;382.0;214.0;11.38;980.0;952.0;12890.0;11760.0;1130.0;10.0;22.2;21.8;1003.0;1787.0
101;Totaal;Totaal;601;K VH en handel in onroerend goed, ..;2007;417.0;243.0;11.68;1023.0;992.0;13480.0;12280.0;1210.0;10.0;22.8;22.4;1018.0;1749.0
102;Totaal;Totaal;601;K VH en handel in onroerend goed, ..;2008;438.0;260.0;12.14;1082.0;1052.0;14220.0;12980.0;1240.0;40.0;23.3;22.8;1039.0;1749.0
103;Totaal;Totaal;601;K VH en handel in onroerend goed, ..;2009;392.0;223.0;12.27;1052.0;1025.0;13910.0;12630.0;1280.0;40.0;22.3;21.9;1002.0;1761.0
104;Totaal;Totaal;601;L Openbaar bestuur, overheidsdiensten ..;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
105;Totaal;Totaal;601;L Openbaar bestuur, overheidsdiensten ..;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
106;Totaal;Totaal;601;L Openbaar bestuur, overheidsdiensten ..;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
107;Totaal;Totaal;601;L Openbaar bestuur, overheidsdiensten ..;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
108;Totaal;Totaal;601;M Onderwijs;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
109;Totaal;Totaal;601;M Onderwijs;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
110;Totaal;Totaal;601;M Onderwijs;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
111;Totaal;Totaal;601;M Onderwijs;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
112;Totaal;Totaal;601;N Gezondheids- en welzijnszorg;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
113;Totaal;Totaal;601;N Gezondheids- en welzijnszorg;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
114;Totaal;Totaal;601;N Gezondheids- en welzijnszorg;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
115;Totaal;Totaal;601;N Gezondheids- en welzijnszorg;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
116;Totaal;Totaal;601;O Milieudienstverlening, cultuur, ..;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
117;Totaal;Totaal;601;O Milieudienstverlening, cultuur, ..;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
118;Totaal;Totaal;601;O Milieudienstverlening, cultuur, ..;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
119;Totaal;Totaal;601;O Milieudienstverlening, cultuur, ..;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
120;Totaal;Totaal;602;A-O Alle economische activiteiten ..;2006;348.0;125.0;10.79;576.0;563.0;7610.0;6910.0;700.0;10.0;13.9;13.7;626.0;1740.0
121;Totaal;Totaal;602;A-O Alle economische activiteiten ..;2007;376.0;137.0;10.89;581.0;566.0;7710.0;6970.0;740.0;10.0;14.0;13.7;623.0;1712.0
122;Totaal;Totaal;602;A-O Alle economische activiteiten ..;2008;394.0;143.0;11.28;595.0;585.0;7890.0;7140.0;750.0;10.0;13.9;13.7;623.0;1715.0
123;Totaal;Totaal;602;A-O Alle economische activiteiten ..;2009;408.0;143.0;11.88;615.0;608.0;8160.0;7380.0;790.0;20.0;13.5;13.4;614.0;1755.0
124;Totaal;Totaal;602;A+B Landbouw, bosbouw, visserij;2006;15.0;5.0;7.66;396.0;392.0;4890.0;4750.0;140.0;0.0;13.6;13.6;614.0;1734.0
125;Totaal;Totaal;602;A+B Landbouw, bosbouw, visserij;2007;15.0;6.0;8.31;439.0;435.0;5460.0;5270.0;190.0;0.0;14.1;14.0;628.0;1698.0
126;Totaal;Totaal;602;A+B Landbouw, bosbouw, visserij;2008;14.0;6.0;8.61;480.0;476.0;6010.0;5760.0;250.0;0.0;14.6;14.6;663.0;1719.0
127;Totaal;Totaal;602;A+B Landbouw, bosbouw, visserij;2009;14.0;5.0;8.82;514.0;508.0;6490.0;6170.0;320.0;0.0;15.2;15.1;691.0;1804.0
128;Totaal;Totaal;602;C Winning van delfstoffen;2006;;;;;;;;;;;;;
129;Totaal;Totaal;602;C Winning van delfstoffen;2007;;;;;;;;;;;;;
130;Totaal;Totaal;602;C Winning van delfstoffen;2008;;;;;;;;;;;;;
131;Totaal;Totaal;602;C Winning van delfstoffen;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
132;Totaal;Totaal;602;D Industrie;2006;10.0;4.0;10.39;567.0;553.0;7300.0;6800.0;500.0;10.0;14.2;14.0;638.0;1755.0
133;Totaal;Totaal;602;D Industrie;2007;10.0;4.0;11.02;619.0;598.0;7980.0;7420.0;560.0;10.0;14.7;14.4;652.0;1725.0
134;Totaal;Totaal;602;D Industrie;2008;12.0;5.0;11.36;651.0;633.0;8390.0;7820.0;580.0;10.0;15.0;14.7;669.0;1720.0
135;Totaal;Totaal;602;D Industrie;2009;12.0;4.0;11.76;667.0;653.0;8570.0;8000.0;570.0;20.0;14.8;14.6;666.0;1777.0
136;Totaal;Totaal;602;E Productie en distributie van en ..;2006;;;;;;;;;;;;;
137;Totaal;Totaal;602;E Productie en distributie van en ..;2007;;;;;;;;;;;;;
138;Totaal;Totaal;602;E Productie en distributie van en ..;2008;;;;;;;;;;;;;
139;Totaal;Totaal;602;E Productie en distributie van en ..;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
140;Totaal;Totaal;602;F Bouwnijverheid;2006;4.0;2.0;13.37;1094.0;1062.0;14230.0;13130.0;1110.0;50.0;21.4;20.9;953.0;1770.0
141;Totaal;Totaal;602;F Bouwnijverheid;2007;4.0;2.0;13.51;1043.0;1013.0;13500.0;12510.0;990.0;50.0;20.4;20.0;900.0;1749.0
142;Totaal;Totaal;602;F Bouwnijverheid;2008;5.0;3.0;14.3;1103.0;1073.0;14200.0;13240.0;960.0;100.0;20.4;19.9;900.0;1767.0
143;Totaal;Totaal;602;F Bouwnijverheid;2009;6.0;3.0;14.88;1198.0;1173.0;15400.0;14370.0;1020.0;110.0;21.1;20.7;946.0;1822.0
144;Totaal;Totaal;602;G Reparatie van consumentenartikelen ..;2006;119.0;47.0;10.0;617.0;593.0;8430.0;7400.0;1030.0;20.0;15.9;15.5;712.0;1794.0
145;Totaal;Totaal;602;G Reparatie van consumentenartikelen ..;2007;130.0;51.0;9.86;596.0;571.0;8210.0;7160.0;1050.0;20.0;15.8;15.3;695.0;1770.0
146;Totaal;Totaal;602;G Reparatie van consumentenartikelen ..;2008;138.0;53.0;10.3;600.0;588.0;8300.0;7200.0;1100.0;20.0;15.3;15.0;685.0;1768.0
147;Totaal;Totaal;602;G Reparatie van consumentenartikelen ..;2009;145.0;53.0;11.24;623.0;618.0;8610.0;7480.0;1130.0;20.0;14.5;14.4;660.0;1816.0
148;Totaal;Totaal;602;H Horeca;2006;54.0;16.0;8.54;355.0;354.0;4500.0;4260.0;240.0;0.0;10.9;10.9;497.0;1699.0
149;Totaal;Totaal;602;H Horeca;2007;60.0;18.0;8.7;366.0;366.0;4630.0;4400.0;230.0;0.0;11.2;11.2;504.0;1668.0
150;Totaal;Totaal;602;H Horeca;2008;62.0;19.0;8.94;382.0;381.0;4840.0;4590.0;250.0;0.0;11.3;11.3;512.0;1683.0
151;Totaal;Totaal;602;H Horeca;2009;62.0;18.0;9.08;385.0;384.0;4880.0;4620.0;260.0;0.0;11.1;11.1;508.0;1718.0
152;Totaal;Totaal;602;I Vervoer, opslag en communicatie;2006;16.0;6.0;10.84;691.0;648.0;8790.0;8290.0;500.0;0.0;16.2;15.6;717.0;1813.0
153;Totaal;Totaal;602;I Vervoer, opslag en communicatie;2007;16.0;7.0;11.55;749.0;706.0;9560.0;8990.0;570.0;0.0;16.8;16.1;733.0;1771.0
154;Totaal;Totaal;602;I Vervoer, opslag en communicatie;2008;16.0;6.0;12.16;768.0;722.0;9790.0;9210.0;580.0;0.0;16.3;15.6;712.0;1780.0
155;Totaal;Totaal;602;I Vervoer, opslag en communicatie;2009;16.0;6.0;12.56;801.0;752.0;10250.0;9610.0;630.0;10.0;16.4;15.7;719.0;1823.0
