ID;Werkloosheidsduur;Persoonskenmerken;Perioden;Werkloosheidsduur_1
198;3;2;2007;34
199;3;2;2008;26
200;3;4;2001;8
201;3;4;2002;11
202;3;4;2003;18
203;3;4;2004;24
204;3;4;2005;23
205;3;4;2006;16
206;3;4;2007;16
207;3;4;2008;9
208;3;5;2001;23
209;3;5;2002;25
210;3;5;2003;43
211;3;5;2004;49
212;3;5;2005;49
213;3;5;2006;33
214;3;5;2007;25
215;3;5;2008;21
216;3;6;2001;10
217;3;6;2002;15
218;3;6;2003;19
219;3;6;2004;28
220;3;6;2005;26
221;3;6;2006;18
222;3;6;2007;15
223;3;6;2008;16
224;3;7;2001;28
225;3;7;2002;37
226;3;7;2003;50
227;3;7;2004;68
228;3;7;2005;64
229;3;7;2006;41
230;3;7;2007;37
231;3;7;2008;29
232;3;8;2001;13
233;3;8;2002;14
234;3;8;2003;30
235;3;8;2004;32
236;3;8;2005;34
237;3;8;2006;26
238;3;8;2007;20
239;3;8;2008;16
240;3;9;2001;18
241;3;9;2002;22
242;3;9;2003;34
243;3;9;2004;36
244;3;9;2005;36
245;3;9;2006;22
246;3;9;2007;23
247;3;9;2008;16
248;3;Onderwijsniveau: middelbaar;2001;15
249;3;Onderwijsniveau: middelbaar;2002;17
250;3;Onderwijsniveau: middelbaar;2003;27
251;3;Onderwijsniveau: middelbaar;2004;40
252;3;Onderwijsniveau: middelbaar;2005;42
253;3;Onderwijsniveau: middelbaar;2006;32
254;3;Onderwijsniveau: middelbaar;2007;24
255;3;Onderwijsniveau: middelbaar;2008;18
256;3;Onderwijsniveau: hoog;2001;8
257;3;Onderwijsniveau: hoog;2002;12
258;3;Onderwijsniveau: hoog;2003;18
259;3;Onderwijsniveau: hoog;2004;22
260;3;Onderwijsniveau: hoog;2005;19
261;3;Onderwijsniveau: hoog;2006;12
262;3;Onderwijsniveau: hoog;2007;9
263;3;Onderwijsniveau: hoog;2008;11
264;4;3;2001;36
265;4;3;2002;37
266;4;3;2003;62
267;4;3;2004;99
268;4;3;2005;93
269;4;3;2006;77
270;4;3;2007;58
271;4;3;2008;40
272;4;1;2001;14
273;4;1;2002;13
274;4;1;2003;29
275;4;1;2004;54
276;4;1;2005;50
277;4;1;2006;37
278;4;1;2007;24
279;4;1;2008;19
280;4;2;2001;22
281;4;2;2002;24
282;4;2;2003;32
283;4;2;2004;45
284;4;2;2005;44
285;4;2;2006;40
286;4;2;2007;33
287;4;2;2008;21
288;4;4;2001;7
289;4;4;2002;5
290;4;4;2003;10
291;4;4;2004;16
292;4;4;2005;13
293;4;4;2006;10
294;4;4;2007;7
295;4;4;2008;7
296;4;5;2001;18
297;4;5;2002;19
298;4;5;2003;31
299;4;5;2004;53
300;4;5;2005;49
301;4;5;2006;36
302;4;5;2007;23
303;4;5;2008;16
304;4;6;2001;12
305;4;6;2002;12
306;4;6;2003;20
307;4;6;2004;30
308;4;6;2005;31
309;4;6;2006;30
310;4;6;2007;28
311;4;6;2008;17
312;4;7;2001;24
313;4;7;2002;21
314;4;7;2003;39
315;4;7;2004;59
316;4;7;2005;57
317;4;7;2006;45
318;4;7;2007;39
319;4;7;2008;23
320;4;8;2001;11
321;4;8;2002;16
322;4;8;2003;23
323;4;8;2004;40
324;4;8;2005;36
325;4;8;2006;32
326;4;8;2007;19
327;4;8;2008;17
328;4;9;2001;16
329;4;9;2002;14
330;4;9;2003;23
331;4;9;2004;35
332;4;9;2005;35
333;4;9;2006;31
334;4;9;2007;20
335;4;9;2008;19
336;4;Onderwijsniveau: middelbaar;2001;13
337;4;Onderwijsniveau: middelbaar;2002;15
338;4;Onderwijsniveau: middelbaar;2003;26
339;4;Onderwijsniveau: middelbaar;2004;40
340;4;Onderwijsniveau: middelbaar;2005;40
341;4;Onderwijsniveau: middelbaar;2006;31
342;4;Onderwijsniveau: middelbaar;2007;25
343;4;Onderwijsniveau: middelbaar;2008;14
344;4;Onderwijsniveau: hoog;2001;7
345;4;Onderwijsniveau: hoog;2002;7
346;4;Onderwijsniveau: hoog;2003;13
347;4;Onderwijsniveau: hoog;2004;22
348;4;Onderwijsniveau: hoog;2005;18
349;4;Onderwijsniveau: hoog;2006;13
350;4;Onderwijsniveau: hoog;2007;12
351;4;Onderwijsniveau: hoog;2008;7
352;5;3;2001;54
353;5;3;2002;52
354;5;3;2003;68
355;5;3;2004;83
356;5;3;2005;110
357;5;3;2006;112
358;5;3;2007;89
359;5;3;2008;79
360;5;1;2001;25
361;5;1;2002;24
362;5;1;2003;33
363;5;1;2004;43
364;5;1;2005;58
365;5;1;2006;56
366;5;1;2007;44
367;5;1;2008;40
368;5;2;2001;29
369;5;2;2002;28
370;5;2;2003;35
371;5;2;2004;39
372;5;2;2005;52
373;5;2;2006;56
374;5;2;2007;45
375;5;2;2008;40
376;5;4;2001;4
377;5;4;2002;3
378;5;4;2003;5
379;5;4;2004;7
380;5;4;2005;7
381;5;4;2006;8
382;5;4;2007;4
383;5;4;2008;5
384;5;5;2001;28
385;5;5;2002;24
386;5;5;2003;32
387;5;5;2004;40
388;5;5;2005;52
389;5;5;2006;44
390;5;5;2007;31
391;5;5;2008;27
392;5;6;2001;22
393;5;6;2002;25
394;5;6;2003;30
395;5;6;2004;36
396;5;6;2005;51
397;5;6;2006;60
398;5;6;2007;54
399;5;6;2008;47
400;5;7;2001;35
401;5;7;2002;34
402;5;7;2003;43
403;5;7;2004;53
404;5;7;2005;66
405;5;7;2006;70
406;5;7;2007;58
407;5;7;2008;50
408;5;8;2001;19
409;5;8;2002;18
410;5;8;2003;25
411;5;8;2004;30
412;5;8;2005;44
413;5;8;2006;42
414;5;8;2007;31
415;5;8;2008;29
416;5;9;2001;33
417;5;9;2002;26
418;5;9;2003;34
419;5;9;2004;36
420;5;9;2005;41
421;5;9;2006;44
422;5;9;2007;34
423;5;9;2008;31
424;5;Onderwijsniveau: middelbaar;2001;14
425;5;Onderwijsniveau: middelbaar;2002;15
426;5;Onderwijsniveau: middelbaar;2003;24
427;5;Onderwijsniveau: middelbaar;2004;29
428;5;Onderwijsniveau: middelbaar;2005;46
429;5;Onderwijsniveau: middelbaar;2006;48
430;5;Onderwijsniveau: middelbaar;2007;39
431;5;Onderwijsniveau: middelbaar;2008;30
432;5;Onderwijsniveau: hoog;2001;8
433;5;Onderwijsniveau: hoog;2002;11
434;5;Onderwijsniveau: hoog;2003;9
435;5;Onderwijsniveau: hoog;2004;16
436;5;Onderwijsniveau: hoog;2005;22
437;5;Onderwijsniveau: hoog;2006;19
438;5;Onderwijsniveau: hoog;2007;16
439;5;Onderwijsniveau: hoog;2008;18
