ID;Geslacht;PrognoseInterval;Perioden;TotaalPersonenInHuishoudens_1;TotaalPersonenInParticuliereHuish_2;ThuiswonendKind_3;Alleenstaand_4;Samenwonend_5;OuderInEenouderhuishouden_6;OverigLidHuishouden_7;PersonenInInstitutioneleHuishoudens_8;TotaalParticuliereHuishoudens_9;GemiddeldeHuishoudensgrootte_10
20;Totaal mannen en vrouwen;Prognose;2036;18035074;17760484;4695923;3505178;8690659;591544;277181;275198;8486065.0;2.09
21;Totaal mannen en vrouwen;Prognose;2037;18058174;17780090;4706436;3523085;8679317;592763;278489;278723;8499486.0;2.09
22;Totaal mannen en vrouwen;Prognose;2038;18078024;17796544;4716003;3539975;8666755;594018;279792;282152;8511371.0;2.09
23;Totaal mannen en vrouwen;Prognose;2039;18094624;17809908;4724372;3555517;8653405;595584;281030;285417;8521801.0;2.09
24;Totaal mannen en vrouwen;Prognose;2040;18108168;17820372;4731157;3569824;8639769;597400;282222;288526;8531150.0;2.09
25;Totaal mannen en vrouwen;Prognose;2041;18118920;17828216;4736071;3583210;8626303;599215;283418;291468;8539654.0;2.09
26;Totaal mannen en vrouwen;Prognose;2042;18127056;17833602;4738917;3595563;8613375;601175;284572;294254;8547566.0;2.09
27;Totaal mannen en vrouwen;Prognose;2043;18132904;17836860;4739622;3607470;8601281;602713;285774;296873;8555052.0;2.08
28;Totaal mannen en vrouwen;Prognose;2044;18136768;17838284;4738278;3618831;8590110;604117;286948;299365;8562354.0;2.08
29;Totaal mannen en vrouwen;Prognose;2045;18139076;17838240;4735124;3629595;8580118;605299;288105;301745;8569453.0;2.08
30;Totaal mannen en vrouwen;Prognose;2046;18140152;17837082;4730500;3639752;8571340;606236;289254;304014;8576300.0;2.08
31;Totaal mannen en vrouwen;Prognose;2047;18140512;17835258;4724794;3649431;8563748;606901;290384;306227;8583006.0;2.08
32;Totaal mannen en vrouwen;Prognose;2048;18140472;17833082;4718395;3658506;8557381;607291;291509;308396;8589477.0;2.08
33;Totaal mannen en vrouwen;Prognose;2049;18140348;17830890;4711710;3666653;8552268;607675;292584;310494;8595615.0;2.07
34;Totaal mannen en vrouwen;Prognose;2050;18140344;17828932;4705116;3674160;8548402;607545;293709;312488;8601211.0;2.07
35;Totaal mannen en vrouwen;Prognose;2051;18140590;17827378;4698902;3680658;8545862;607146;294810;314324;8606209.0;2.07
36;Totaal mannen en vrouwen;Prognose;2052;18141232;17826404;4693339;3686061;8544585;606550;295868;315974;8610560.0;2.07
37;Totaal mannen en vrouwen;Prognose;2053;18142380;17826156;4688632;3690271;8544590;605797;296867;317400;8614164.0;2.07
38;Totaal mannen en vrouwen;Prognose;2054;18144180;17826808;4684957;3693247;8545884;604923;297797;318580;8617041.0;2.07
39;Totaal mannen en vrouwen;Prognose;2055;18146752;17828504;4682408;3694963;8548533;603957;298643;319492;8619209.0;2.07
40;Totaal mannen en vrouwen;Prognose;2056;18150234;17831412;4681075;3695484;8552520;602933;299400;320097;8620794.0;2.07
41;Totaal mannen en vrouwen;Prognose;2057;18154728;17835652;4680996;3694884;8557835;601863;300075;320382;8621866.0;2.07
42;Totaal mannen en vrouwen;Prognose;2058;18160340;17841344;4682168;3693274;8564442;600789;300670;320339;8622529.0;2.07
43;Totaal mannen en vrouwen;Prognose;2059;18167212;17848612;4684570;3690815;8572310;599733;301184;319974;8622981.0;2.07
44;Totaal mannen en vrouwen;Prognose;2060;18175442;17857530;4688144;3687670;8581363;598718;301635;319320;8623341.0;2.07
45;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2016;16929630;16684016;4475084;2685917;8157527;508562;239750;217845;7586841.0;2.12
46;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2017;16995238;16745829;4447057;2643596;8060956;496678;236511;210146;7592643.0;2.09
47;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2018;17047158;16795448;4428200;2611616;8000304;488492;234036;202813;7598693.0;2.07
48;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2019;17061498;16817852;4399207;2575285;7940718;481735;230271;192183;7603870.0;2.06
49;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2020;17067438;16823230;4382269;2544555;7882441;474957;227077;182957;7607349.0;2.04
50;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2021;17070998;16829298;4358889;2519337;7826086;468902;224536;176905;7608896.0;2.03
51;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2022;17076344;16841452;4334410;2500785;7778564;463804;222442;171633;7612992.0;2.02
52;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2023;17083684;16836082;4312849;2483676;7736658;458298;221178;166821;7614476.0;2.0
53;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2024;17064790;16830822;4282384;2468045;7690964;451359;220613;162953;7633185.0;1.99
54;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2025;17070864;16829122;4262132;2447681;7650509;444391;220024;162042;7623837.0;1.98
55;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2026;17068828;16826760;4239103;2438787;7614562;437423;219712;157183;7628203.0;1.97
56;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2027;17057800;16814180;4210798;2436949;7563660;430589;219200;154591;7619318.0;1.96
57;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2028;17040268;16796140;4185525;2426556;7518182;424710;218677;152355;7612486.0;1.95
58;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2029;17019350;16796002;4158995;2419372;7462779;419039;218015;150039;7609132.0;1.94
59;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2030;17033082;16780758;4128183;2402861;7413738;414328;217166;147671;7616301.0;1.93
60;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2031;17019448;16768799;4113464;2389932;7364930;408114;216834;145660;7596220.0;1.93
61;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2032;17012000;16748184;4100131;2372176;7318353;402460;216861;144145;7576202.0;1.92
62;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2033;17001750;16744269;4086509;2356092;7270147;397642;217224;143012;7542217.0;1.91
63;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2034;16994534;16720654;4077642;2340804;7227553;393448;216532;142220;7528892.0;1.9
64;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2035;16964176;16698472;4057150;2330774;7173777;389488;216188;140503;7536813.0;1.89
65;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2036;16957808;16670382;4044017;2319210;7115638;386009;215653;138873;7528342.0;1.89
66;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2037;16931024;16652772;4037456;2301947;7072002;383323;215289;137705;7513692.0;1.88
67;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2038;16942218;16655267;4019981;2286395;7023577;380862;215128;136433;7505212.0;1.88
68;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2039;16912512;16636918;4003156;2267137;6995537;377576;214717;134383;7489849.0;1.87
69;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2040;16840198;16617511;3971869;2241018;6955092;373236;213386;131839;7470154.0;1.87
70;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2041;16799076;16584912;3963807;2226314;6909110;369313;212511;129240;7469565.0;1.86
71;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2042;16789408;16536779;3937840;2210066;6858757;366070;211173;126780;7457256.0;1.85
72;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2043;16731214;16504885;3929524;2196795;6801852;362756;210041;124170;7442575.0;1.85
73;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2044;16705350;16460330;3882603;2183332;6758849;359673;208971;121665;7416851.0;1.84
74;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2045;16653369;16423205;3859547;2164546;6709156;356790;208056;119203;7403751.0;1.84
75;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2046;16577404;16382021;3837962;2149661;6684654;353673;207532;116622;7380501.0;1.83
76;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2047;16568132;16339823;3818128;2131745;6674015;349990;206989;113320;7353577.0;1.83
77;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2048;16537082;16282360;3790960;2098781;6636564;345922;206254;110325;7344034.0;1.83
78;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2049;16471220;16223770;3757045;2073152;6597138;341114;205737;107197;7338486.0;1.82
79;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2050;16414478;16166748;3726726;2054007;6570044;336351;204992;104570;7319715.0;1.81
80;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2051;16342655;16101237;3705313;2035826;6535111;332397;204086;101384;7299153.0;1.81
81;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2052;16334360;16059023;3690519;2014090;6505501;328327;203316;98101;7298699.0;1.81
82;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2053;16305998;16021671;3635821;1998244;6472708;323995;202274;94057;7300965.0;1.81
83;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2054;16210795;15985254;3604592;1980081;6450055;319372;201148;90447;7285246.0;1.8
84;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2055;16117811;15892206;3570734;1964792;6409126;313725;200975;87266;7279052.0;1.8
85;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2056;16048170;15838202;3549203;1942742;6364109;310042;200615;84196;7240199.0;1.79
86;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2057;16051418;15823029;3525672;1923590;6334113;307814;200208;79875;7242217.0;1.79
87;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2058;16038896;15750246;3515356;1903075;6299692;304920;200010;74546;7208172.0;1.79
88;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2059;16023422;15715902;3489729;1888657;6299765;301500;199591;70354;7187428.0;1.79
89;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2060;15994946;15721958;3450610;1874484;6296173;297973;199306;66668;7162687.0;1.78
90;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2016;17025952;16787534;4662973;3158553;8702997;602087;269439;266385;7906255.0;2.21
91;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2017;17192124;16945404;4715936;3311257;8848664;630117;278577;280638;8064718.0;2.22
92;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2018;17357008;17113314;4768963;3445116;8982113;652657;285555;289995;8201292.0;2.23
93;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2019;17511164;17261844;4817827;3558295;9087767;672497;291147;293870;8304069.0;2.24
94;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2020;17634108;17389336;4861674;3657021;9190326;689502;294547;298517;8404869.0;2.25
95;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2021;17775058;17532932;4902372;3743355;9284879;703809;297990;302773;8488325.0;2.25
96;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2022;17902788;17656032;4927882;3826641;9371594;715287;302497;308233;8575780.0;2.26
97;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2023;18022470;17780162;4958244;3908586;9459840;726051;306635;314625;8648753.0;2.26
98;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2024;18153228;17903094;4985458;3986046;9546895;734962;312575;322895;8730576.0;2.27
99;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2025;18278704;18036038;5022253;4063891;9625064;742962;317824;333122;8807125.0;2.27
100;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2026;18416208;18172256;5058147;4129291;9705116;751569;322373;338704;8880657.0;2.27
101;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2027;18513898;18266906;5094354;4208542;9780171;756700;327588;347164;8953052.0;2.28
102;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2028;18622990;18360742;5123726;4284128;9837306;762183;332767;355279;9005965.0;2.28
103;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2029;18726458;18456842;5163414;4354885;9883199;767697;337668;363230;9063358.0;2.29
104;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2030;18847746;18566762;5185565;4422810;9944960;772863;342131;372767;9125180.0;2.3
105;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2031;18935166;18669896;5217073;4488960;10002769;778990;346671;381075;9187308.0;2.3
106;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2032;19024270;18768422;5269055;4543246;10054000;785011;351671;390159;9235901.0;2.31
107;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2033;19129870;18845158;5304286;4593124;10128366;789715;355550;400916;9296497.0;2.31
108;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2034;19226280;18955068;5341796;4655383;10167215;796119;360489;411983;9361638.0;2.32
109;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2035;19306248;19015310;5396860;4717959;10216051;802823;365734;422933;9411298.0;2.33
110;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2036;19374870;19097602;5448314;4768159;10248432;810466;371634;433896;9455899.0;2.34
111;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2037;19433926;19149738;5482535;4802965;10323428;816396;376803;444669;9492579.0;2.35
112;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2038;19496544;19188888;5540806;4859921;10397914;823730;380507;454886;9545566.0;2.35
113;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2039;19521250;19231004;5603523;4921712;10421611;830097;383520;463997;9598346.0;2.36
114;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2040;19586866;19278080;5640637;4970742;10457382;837952;388280;472640;9642133.0;2.36
115;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2041;19648182;19314352;5691944;5035292;10502762;846531;394674;482371;9681499.0;2.37
116;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2042;19692646;19370880;5723081;5089462;10504816;852724;400098;492558;9708183.0;2.37
117;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2043;19735592;19433402;5761224;5152912;10520407;858244;405531;503620;9769619.0;2.38
118;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2044;19776448;19459864;5783613;5194487;10538900;865795;409445;513407;9789454.0;2.39
119;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2045;19799522;19505836;5809530;5245559;10579060;870879;414410;524123;9821782.0;2.39
120;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2046;19849718;19558190;5842833;5298448;10610299;879729;419559;533207;9869362.0;2.4
121;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2047;19879542;19610126;5860854;5340743;10648693;883363;424614;544658;9916906.0;2.41
122;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2048;19940226;19665538;5870528;5369347;10679846;888099;428166;556783;9949574.0;2.41
123;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2049;19990246;19719106;5900850;5399386;10718634;890140;431077;563371;9968226.0;2.41
124;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2050;20072576;19727180;5909674;5466140;10743286;893223;435319;576049;9976778.0;2.42
125;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2051;20141906;19781078;5918866;5493574;10786733;897926;439045;582176;9987174.0;2.42
126;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2052;20174728;19832958;5924967;5529008;10827509;902818;441287;590450;10006879.0;2.42
127;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2053;20233458;19845730;5946948;5552346;10870611;906079;444935;598602;10020655.0;2.42
128;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2054;20239228;19913894;5964547;5573263;10898908;910644;448481;607504;10037950.0;2.42
129;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2055;20379606;19989844;5990490;5583133;10929873;915400;450868;617367;10068171.0;2.43
130;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2056;20513524;20091014;5988211;5586173;10959138;919026;453479;624520;10096442.0;2.44
131;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2057;20620956;20159580;6033898;5606253;10981558;923776;456884;630481;10151154.0;2.44
132;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2058;20715760;20257746;6086821;5640443;11021796;930086;459985;636505;10195494.0;2.45
133;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2059;20749450;20405258;6129351;5688912;11061556;932731;463575;638017;10227321.0;2.45
134;Totaal mannen en vrouwen;Bovengrens 95%-prognose-interval;2060;20812700;20438174;6159118;5726232;11070825;935567;466572;638311;10268292.0;2.46
135;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2016;16950820;16707704;4522363;2802159;8307246;530567;246370;228708;7657731.0;2.14
136;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2017;17036164;16792582;4513313;2803461;8283460;528592;245548;226468;7696687.0;2.12
137;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2018;17114764;16871432;4509476;2811381;8268485;528106;245384;222850;7738034.0;2.11
138;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2019;17160400;16921398;4502937;2809685;8256795;527818;243948;215914;7765971.0;2.1
139;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2020;17199940;16960384;4495256;2802923;8249066;527192;241899;209549;7785254.0;2.09
140;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2021;17224976;16991948;4482042;2798164;8244872;525419;240733;205504;7810131.0;2.09
141;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2022;17256630;17026026;4474084;2799078;8231475;522984;240267;202612;7836134.0;2.08
142;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2023;17284544;17051900;4458267;2802457;8224083;520708;240085;200585;7859297.0;2.07
143;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2024;17312270;17063606;4446474;2809186;8208862;518272;240230;198870;7886039.0;2.06
144;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2025;17329384;17082232;4429925;2817346;8198546;515259;240343;199838;7908067.0;2.05
145;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2026;17349670;17103094;4419688;2823243;8184479;512341;240640;197140;7926373.0;2.05
146;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2027;17367764;17132376;4404671;2828470;8167462;508889;241169;196668;7943789.0;2.04
147;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2028;17391264;17145914;4398454;2837227;8146683;505277;241528;196726;7948723.0;2.03
148;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2029;17406704;17158008;4389127;2844989;8122721;501611;242207;196796;7963077.0;2.02
149;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2030;17411936;17173928;4384060;2849760;8098021;497998;242784;196716;7975709.0;2.02
150;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2031;17440284;17182660;4386568;2854660;8070809;494735;243559;196922;7998195.0;2.01
151;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2032;17458224;17203012;4379270;2855112;8045376;492145;244352;197880;8002274.0;2.01
152;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2033;17469676;17211450;4375326;2851987;8019814;489119;244657;198094;8020378.0;2.01
153;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2034;17490436;17214840;4366068;2852716;7995413;486507;245456;199108;8022596.0;2.0
154;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2035;17491730;17220534;4369856;2848279;7966095;484598;245940;200182;8016646.0;2.0
155;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2036;17495570;17205796;4363150;2855930;7934940;482553;246164;201188;8014588.0;1.99
156;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2037;17498636;17201636;4358160;2852372;7909453;481375;246465;202125;8009077.0;1.99
157;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2038;17511230;17210510;4351562;2845913;7876620;480178;246437;202818;8004756.0;1.99
158;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2039;17489460;17201072;4346250;2847872;7840978;478568;247075;202997;7994961.0;1.98
159;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2040;17465296;17174538;4338594;2846146;7807539;478512;246984;203059;7992042.0;1.98
160;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2041;17451450;17166756;4325697;2846370;7773422;477715;247390;202777;7993124.0;1.98
161;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2042;17430440;17140416;4321349;2844780;7745913;477360;247519;202545;7985681.0;1.97
162;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2043;17404040;17121004;4302555;2842551;7715314;476032;247479;201517;7979585.0;1.97
163;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2044;17384964;17105424;4289191;2842437;7684802;475732;247631;200499;7980997.0;1.97
164;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2045;17374950;17072528;4272614;2839945;7660752;475126;247959;199917;7980633.0;1.96
165;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2046;17353644;17046598;4258516;2841701;7634329;473789;248549;200563;7970967.0;1.96
166;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2047;17328650;17021370;4239932;2839434;7607742;472385;248698;200640;7968664.0;1.95
167;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2048;17313656;17005830;4219099;2838166;7586853;470958;248651;200938;7956911.0;1.95
168;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2049;17272170;16989958;4197676;2833055;7552107;468720;248585;199940;7946566.0;1.95
169;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2050;17247056;16962840;4179667;2833278;7542420;466221;248687;198061;7940267.0;1.94
170;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2051;17233356;16930628;4166526;2829755;7529116;463454;248836;197669;7934631.0;1.94
171;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2052;17201460;16907050;4156105;2820633;7505884;460405;248976;195251;7937136.0;1.94
172;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2053;17180430;16870558;4151117;2808976;7491228;457148;249081;195504;7926032.0;1.94
173;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2054;17158780;16858046;4140887;2795257;7497351;455066;249237;194182;7909841.0;1.93
174;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2055;17143744;16842412;4123871;2774785;7481202;452143;249383;192868;7895824.0;1.93
175;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2056;17139836;16825168;4106087;2756970;7474486;449766;249176;191200;7895316.0;1.93
176;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2057;17119660;16810324;4083464;2740128;7454440;447340;249672;189958;7875954.0;1.93
177;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2058;17081040;16793248;4067242;2722943;7442287;444662;249422;187617;7859759.0;1.93
178;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2059;17064110;16781958;4046114;2703078;7437169;441422;249019;185495;7846828.0;1.93
179;Totaal mannen en vrouwen;Ondergrens 67%-prognose-interval;2060;17043656;16758646;4034271;2683881;7436581;438558;248947;183432;7833471.0;1.93
180;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2016;16997636;16759499;4617332;3030831;8580088;576272;261276;252433;7819521.0;2.18
181;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2017;17135360;16894460;4653280;3132401;8675748;593718;266699;260670;7931825.0;2.19
182;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2018;17274796;17032124;4687732;3216754;8756088;608375;271203;265588;8034028.0;2.19
183;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2019;17386460;17145750;4712903;3284723;8825712;620641;273615;265892;8108596.0;2.19
184;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2020;17482544;17243908;4741474;3342380;8894183;631271;274648;265848;8179073.0;2.19
185;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2021;17579100;17340480;4761385;3399255;8953416;639430;276406;267864;8245721.0;2.19
186;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2022;17672084;17434788;4778798;3460138;9006627;646721;278511;270716;8312181.0;2.2
187;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2023;17759424;17514116;4795180;3512222;9059383;652532;281178;274634;8379249.0;2.2
188;Totaal mannen en vrouwen;Bovengrens 67%-prognose-interval;2024;17840300;17602176;4809746;3568094;9106383;657216;283507;278508;8439270.0;2.2
