ID;Projectgrootte;RegioS;Perioden;GereedgemeldeWoningenTotaal_1;Tot7Maanden_2;k_7Tot10Maanden_3;k_10Tot13Maanden_4;k_13Tot16Maanden_5;k_16Tot19Maanden_6;k_19Tot22Maanden_7;k_22Tot25Maanden_8;k_25Tot37Maanden_9;k_37MaandenOfMeer_10;NietTeBepalen_11;GemiddeldeDoorlooptijd_12
15;Totaal;Oost-Nederland (LD);2015;11215.0;230.0;838.0;2203.0;2159.0;1797.0;948.0;742.0;1152.0;1145.0;1.0;22.0
16;Totaal;Oost-Nederland (LD);2016;12867.0;350.0;647.0;2390.0;3315.0;2304.0;1026.0;557.0;1413.0;865.0;0.0;19.0
17;Totaal;Oost-Nederland (LD);2017;14249.0;115.0;700.0;1835.0;3411.0;2592.0;1985.0;1109.0;1023.0;1478.0;1.0;21.0
18;Totaal;West-Nederland (LD);2012;24947.0;1195.0;1031.0;2160.0;3497.0;3503.0;5525.0;1957.0;4117.0;1962.0;0.0;23.0
19;Totaal;West-Nederland (LD);2013;23746.0;655.0;551.0;1233.0;1741.0;3839.0;3564.0;4074.0;6719.0;1370.0;0.0;23.0
20;Totaal;West-Nederland (LD);2014;20080.0;351.0;730.0;1013.0;1928.0;2803.0;2320.0;1689.0;7397.0;1849.0;0.0;26.0
21;Totaal;West-Nederland (LD);2015;24834.0;498.0;805.0;2879.0;3501.0;3075.0;4892.0;3632.0;3620.0;1930.0;2.0;21.0
22;Totaal;West-Nederland (LD);2016;28322.0;166.0;455.0;2280.0;3287.0;4580.0;6934.0;4789.0;4012.0;1819.0;0.0;22.0
23;Totaal;West-Nederland (LD);2017;30017.0;288.0;894.0;1695.0;5470.0;4255.0;4190.0;6010.0;5542.0;1673.0;0.0;22.0
24;Totaal;Zuid-Nederland (LD);2012;10831.0;448.0;351.0;933.0;1718.0;1673.0;1669.0;600.0;2652.0;776.0;11.0;28.0
25;Totaal;Zuid-Nederland (LD);2013;11147.0;201.0;214.0;1835.0;924.0;958.0;1239.0;2039.0;3041.0;695.0;1.0;25.0
26;Totaal;Zuid-Nederland (LD);2014;9379.0;275.0;545.0;845.0;738.0;1371.0;866.0;1635.0;2215.0;887.0;2.0;25.0
27;Totaal;Zuid-Nederland (LD);2015;8034.0;235.0;596.0;1097.0;946.0;1576.0;1044.0;454.0;1395.0;690.0;1.0;21.0
28;Totaal;Zuid-Nederland (LD);2016;8880.0;456.0;407.0;930.0;1473.0;2338.0;1168.0;725.0;793.0;589.0;1.0;20.0
29;Totaal;Zuid-Nederland (LD);2017;12552.0;385.0;460.0;1021.0;1833.0;2501.0;1281.0;2017.0;1947.0;1105.0;2.0;22.0
30;Totaal;Groningen (PV);2012;1379.0;117.0;53.0;29.0;215.0;169.0;199.0;474.0;114.0;9.0;0.0;19.0
31;Totaal;Groningen (PV);2013;1594.0;53.0;81.0;112.0;147.0;80.0;613.0;375.0;121.0;12.0;0.0;20.0
32;Totaal;Groningen (PV);2014;1008.0;106.0;147.0;89.0;149.0;39.0;42.0;32.0;347.0;57.0;0.0;19.0
33;Totaal;Groningen (PV);2015;1459.0;156.0;148.0;175.0;69.0;39.0;103.0;260.0;500.0;9.0;0.0;20.0
34;Totaal;Groningen (PV);2016;1707.0;29.0;67.0;152.0;228.0;316.0;297.0;134.0;457.0;27.0;0.0;20.0
35;Totaal;Groningen (PV);2017;1638.0;99.0;67.0;232.0;69.0;507.0;180.0;7.0;386.0;91.0;0.0;20.0
36;Totaal;Friesland (PV);2012;1485.0;31.0;236.0;201.0;324.0;51.0;18.0;315.0;176.0;132.0;1.0;20.0
37;Totaal;Friesland (PV);2013;1250.0;66.0;77.0;201.0;206.0;304.0;51.0;259.0;76.0;9.0;1.0;17.0
38;Totaal;Friesland (PV);2014;1394.0;160.0;125.0;148.0;141.0;146.0;159.0;14.0;433.0;68.0;0.0;19.0
39;Totaal;Friesland (PV);2015;1326.0;142.0;122.0;442.0;182.0;117.0;39.0;179.0;76.0;27.0;0.0;15.0
40;Totaal;Friesland (PV);2016;1395.0;54.0;165.0;296.0;231.0;372.0;114.0;32.0;26.0;105.0;0.0;18.0
41;Totaal;Friesland (PV);2017;1626.0;64.0;250.0;472.0;416.0;67.0;43.0;45.0;131.0;138.0;0.0;18.0
42;Totaal;Drenthe (PV);2012;991.0;78.0;42.0;39.0;75.0;61.0;197.0;255.0;121.0;123.0;0.0;26.0
43;Totaal;Drenthe (PV);2013;1389.0;105.0;93.0;128.0;124.0;119.0;346.0;31.0;242.0;201.0;0.0;24.0
44;Totaal;Drenthe (PV);2014;642.0;24.0;120.0;38.0;110.0;54.0;140.0;15.0;53.0;87.0;1.0;21.0
45;Totaal;Drenthe (PV);2015;728.0;47.0;206.0;143.0;215.0;39.0;10.0;15.0;37.0;15.0;1.0;14.0
46;Totaal;Drenthe (PV);2016;1006.0;78.0;48.0;199.0;276.0;84.0;178.0;8.0;94.0;37.0;4.0;17.0
47;Totaal;Drenthe (PV);2017;1407.0;23.0;113.0;265.0;131.0;167.0;205.0;174.0;178.0;151.0;0.0;21.0
48;Totaal;Overijssel (PV);2012;2926.0;55.0;96.0;662.0;832.0;451.0;209.0;425.0;76.0;109.0;11.0;18.0
49;Totaal;Overijssel (PV);2013;2838.0;81.0;179.0;306.0;787.0;212.0;205.0;529.0;439.0;100.0;0.0;19.0
50;Totaal;Overijssel (PV);2014;3037.0;96.0;334.0;906.0;273.0;328.0;325.0;333.0;341.0;100.0;1.0;18.0
51;Totaal;Overijssel (PV);2015;3455.0;73.0;199.0;623.0;864.0;518.0;236.0;357.0;450.0;135.0;0.0;19.0
52;Totaal;Overijssel (PV);2016;3583.0;21.0;150.0;1085.0;672.0;467.0;314.0;288.0;367.0;219.0;0.0;19.0
53;Totaal;Overijssel (PV);2017;3762.0;10.0;240.0;732.0;1343.0;642.0;228.0;126.0;336.0;104.0;1.0;18.0
54;Totaal;Flevoland (PV);2012;1217.0;5.0;39.0;174.0;446.0;79.0;81.0;282.0;110.0;1.0;0.0;18.0
55;Totaal;Flevoland (PV);2013;1151.0;11.0;32.0;175.0;13.0;204.0;62.0;415.0;225.0;14.0;0.0;21.0
56;Totaal;Flevoland (PV);2014;975.0;54.0;15.0;42.0;53.0;215.0;427.0;30.0;98.0;41.0;0.0;20.0
57;Totaal;Flevoland (PV);2015;1099.0;15.0;82.0;267.0;78.0;272.0;330.0;0.0;26.0;29.0;0.0;17.0
58;Totaal;Flevoland (PV);2016;1334.0;9.0;78.0;56.0;409.0;418.0;4.0;145.0;207.0;8.0;0.0;18.0
59;Totaal;Flevoland (PV);2017;2252.0;23.0;12.0;110.0;291.0;142.0;951.0;650.0;53.0;20.0;0.0;20.0
60;Totaal;Gelderland (PV);2012;7673.0;254.0;245.0;716.0;1681.0;1360.0;502.0;1080.0;1168.0;657.0;10.0;21.0
61;Totaal;Gelderland (PV);2013;6411.0;59.0;338.0;554.0;845.0;1069.0;1150.0;518.0;895.0;983.0;0.0;23.0
62;Totaal;Gelderland (PV);2014;6665.0;101.0;486.0;617.0;1152.0;912.0;1020.0;456.0;1439.0;482.0;0.0;21.0
63;Totaal;Gelderland (PV);2015;6661.0;142.0;557.0;1313.0;1217.0;1007.0;382.0;385.0;676.0;981.0;1.0;25.0
64;Totaal;Gelderland (PV);2016;7950.0;320.0;419.0;1249.0;2234.0;1419.0;708.0;124.0;839.0;638.0;0.0;19.0
65;Totaal;Gelderland (PV);2017;8235.0;82.0;448.0;993.0;1777.0;1808.0;806.0;333.0;634.0;1354.0;0.0;23.0
66;Totaal;Utrecht (PV);2012;5965.0;99.0;102.0;457.0;1130.0;753.0;1313.0;561.0;913.0;637.0;0.0;32.0
67;Totaal;Utrecht (PV);2013;3579.0;19.0;76.0;151.0;388.0;630.0;1034.0;454.0;648.0;179.0;0.0;22.0
68;Totaal;Utrecht (PV);2014;3416.0;105.0;102.0;150.0;351.0;680.0;471.0;267.0;998.0;292.0;0.0;23.0
69;Totaal;Utrecht (PV);2015;3929.0;36.0;218.0;389.0;744.0;905.0;384.0;90.0;1066.0;95.0;2.0;20.0
70;Totaal;Utrecht (PV);2016;5495.0;6.0;34.0;348.0;542.0;635.0;1508.0;1012.0;1119.0;291.0;0.0;23.0
71;Totaal;Utrecht (PV);2017;5765.0;9.0;286.0;268.0;1327.0;1500.0;554.0;628.0;979.0;214.0;0.0;20.0
72;Totaal;Noord-Holland (PV);2012;6472.0;695.0;347.0;974.0;404.0;987.0;859.0;750.0;888.0;568.0;0.0;20.0
73;Totaal;Noord-Holland (PV);2013;8006.0;100.0;165.0;277.0;417.0;1411.0;886.0;724.0;3688.0;338.0;0.0;23.0
74;Totaal;Noord-Holland (PV);2014;7455.0;46.0;178.0;166.0;547.0;833.0;811.0;445.0;3654.0;775.0;0.0;30.0
75;Totaal;Noord-Holland (PV);2015;10028.0;88.0;141.0;795.0;807.0;460.0;3275.0;2790.0;1036.0;636.0;0.0;22.0
76;Totaal;Noord-Holland (PV);2016;10817.0;13.0;125.0;471.0;1042.0;1186.0;3287.0;3123.0;789.0;781.0;0.0;23.0
77;Totaal;Noord-Holland (PV);2017;10902.0;37.0;128.0;395.0;935.0;788.0;1468.0;4531.0;2090.0;530.0;0.0;24.0
78;Totaal;Zuid-Holland (PV);2012;11392.0;361.0;509.0;672.0;1703.0;1584.0;3204.0;490.0;2258.0;611.0;0.0;21.0
79;Totaal;Zuid-Holland (PV);2013;11298.0;529.0;195.0;617.0;764.0;1680.0;1580.0;2866.0;2321.0;746.0;0.0;22.0
80;Totaal;Zuid-Holland (PV);2014;8309.0;95.0;408.0;650.0;972.0;1165.0;852.0;829.0;2641.0;697.0;0.0;23.0
81;Totaal;Zuid-Holland (PV);2015;9895.0;333.0;354.0;1447.0;1805.0;1486.0;1196.0;721.0;1452.0;1101.0;0.0;21.0
82;Totaal;Zuid-Holland (PV);2016;10943.0;104.0;244.0;1283.0;1596.0;2514.0;2051.0;609.0;1863.0;679.0;0.0;21.0
83;Totaal;Zuid-Holland (PV);2017;12195.0;130.0;340.0;853.0;2974.0;1885.0;2034.0;680.0;2428.0;871.0;0.0;22.0
84;Totaal;Zeeland (PV);2012;1118.0;40.0;73.0;57.0;260.0;179.0;149.0;156.0;58.0;146.0;0.0;22.0
85;Totaal;Zeeland (PV);2013;863.0;7.0;115.0;188.0;172.0;118.0;64.0;30.0;62.0;107.0;0.0;20.0
86;Totaal;Zeeland (PV);2014;900.0;105.0;42.0;47.0;58.0;125.0;186.0;148.0;104.0;85.0;0.0;20.0
87;Totaal;Zeeland (PV);2015;982.0;41.0;92.0;248.0;145.0;224.0;37.0;31.0;66.0;98.0;0.0;18.0
88;Totaal;Zeeland (PV);2016;1067.0;43.0;52.0;178.0;107.0;245.0;88.0;45.0;241.0;68.0;0.0;21.0
89;Totaal;Zeeland (PV);2017;1155.0;112.0;140.0;179.0;234.0;82.0;134.0;171.0;45.0;58.0;0.0;18.0
90;Totaal;Noord-Brabant (PV);2012;8743.0;271.0;271.0;724.0;1389.0;1304.0;1435.0;452.0;2400.0;486.0;11.0;30.0
91;Totaal;Noord-Brabant (PV);2013;9238.0;93.0;148.0;1634.0;803.0;553.0;849.0;1866.0;2745.0;546.0;1.0;24.0
92;Totaal;Noord-Brabant (PV);2014;7304.0;142.0;295.0;753.0;522.0;1114.0;641.0;1352.0;1813.0;670.0;2.0;26.0
93;Totaal;Noord-Brabant (PV);2015;6774.0;152.0;392.0;872.0;857.0;1380.0;964.0;332.0;1269.0;556.0;0.0;21.0
94;Totaal;Noord-Brabant (PV);2016;7102.0;63.0;217.0;642.0;1220.0;2185.0;948.0;652.0;672.0;502.0;1.0;21.0
95;Totaal;Noord-Brabant (PV);2017;10356.0;235.0;315.0;735.0;1658.0;2331.0;1027.0;1822.0;1717.0;516.0;0.0;21.0
96;Totaal;Limburg (PV);2012;2088.0;177.0;80.0;209.0;329.0;369.0;234.0;148.0;252.0;290.0;0.0;22.0
97;Totaal;Limburg (PV);2013;1909.0;108.0;66.0;201.0;121.0;405.0;390.0;173.0;296.0;149.0;0.0;29.0
98;Totaal;Limburg (PV);2014;2075.0;133.0;250.0;92.0;216.0;257.0;225.0;283.0;402.0;217.0;0.0;24.0
99;Totaal;Limburg (PV);2015;1260.0;83.0;204.0;225.0;89.0;196.0;80.0;122.0;126.0;134.0;1.0;20.0
100;Totaal;Limburg (PV);2016;1778.0;393.0;190.0;288.0;253.0;153.0;220.0;73.0;121.0;87.0;0.0;16.0
101;Totaal;Limburg (PV);2017;2196.0;150.0;145.0;286.0;175.0;170.0;254.0;195.0;230.0;589.0;2.0;25.0
102;Totaal;Niet in te delen (PV);2012;;;;;;;;;;;;
103;Totaal;Niet in te delen (PV);2013;;;;;;;;;;;;
104;Totaal;Niet in te delen (PV);2014;;;;;;;;;;;;
105;Totaal;Niet in te delen (PV);2015;;;;;;;;;;;;
106;Totaal;Niet in te delen (PV);2016;;;;;;;;;;;;
107;Totaal;Niet in te delen (PV);2017;;;;;;;;;;;;
108;Totaal;Oost-Groningen (CR);2012;263.0;6.0;3.0;3.0;43.0;91.0;18.0;51.0;40.0;8.0;0.0;22.0
109;Totaal;Oost-Groningen (CR);2013;211.0;10.0;30.0;6.0;43.0;30.0;27.0;37.0;26.0;2.0;0.0;18.0
110;Totaal;Oost-Groningen (CR);2014;96.0;31.0;9.0;17.0;4.0;4.0;6.0;1.0;2.0;22.0;0.0;16.0
111;Totaal;Oost-Groningen (CR);2015;193.0;97.0;73.0;11.0;4.0;4.0;1.0;0.0;1.0;2.0;0.0;8.0
112;Totaal;Oost-Groningen (CR);2016;275.0;3.0;5.0;4.0;17.0;11.0;228.0;5.0;1.0;1.0;0.0;19.0
113;Totaal;Oost-Groningen (CR);2017;102.0;1.0;6.0;32.0;13.0;5.0;10.0;5.0;21.0;9.0;0.0;24.0
114;Totaal;Delfzijl en omgeving (CR);2012;128.0;82.0;16.0;9.0;0.0;11.0;3.0;0.0;7.0;0.0;0.0;6.0
115;Totaal;Delfzijl en omgeving (CR);2013;80.0;0.0;15.0;2.0;8.0;0.0;4.0;36.0;6.0;9.0;0.0;27.0
116;Totaal;Delfzijl en omgeving (CR);2014;52.0;0.0;0.0;2.0;1.0;0.0;15.0;27.0;6.0;1.0;0.0;23.0
117;Totaal;Delfzijl en omgeving (CR);2015;64.0;2.0;11.0;2.0;0.0;18.0;0.0;0.0;31.0;0.0;0.0;24.0
118;Totaal;Delfzijl en omgeving (CR);2016;47.0;15.0;19.0;2.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0
119;Totaal;Delfzijl en omgeving (CR);2017;121.0;94.0;14.0;4.0;1.0;0.0;6.0;0.0;2.0;0.0;0.0;6.0
120;Totaal;Overig Groningen (CR);2012;988.0;29.0;34.0;17.0;172.0;67.0;178.0;423.0;67.0;1.0;0.0;20.0
121;Totaal;Overig Groningen (CR);2013;1303.0;43.0;36.0;104.0;96.0;50.0;582.0;302.0;89.0;1.0;0.0;20.0
122;Totaal;Overig Groningen (CR);2014;860.0;75.0;138.0;70.0;144.0;35.0;21.0;4.0;339.0;34.0;0.0;19.0
123;Totaal;Overig Groningen (CR);2015;1202.0;57.0;64.0;162.0;65.0;17.0;102.0;260.0;468.0;7.0;0.0;22.0
124;Totaal;Overig Groningen (CR);2016;1385.0;11.0;43.0;146.0;210.0;295.0;69.0;129.0;456.0;26.0;0.0;21.0
125;Totaal;Overig Groningen (CR);2017;1415.0;4.0;47.0;196.0;55.0;502.0;164.0;2.0;363.0;82.0;0.0;21.0
126;Totaal;Noord-Friesland (CR);2012;902.0;13.0;69.0;149.0;136.0;37.0;9.0;312.0;57.0;120.0;0.0;22.0
127;Totaal;Noord-Friesland (CR);2013;574.0;61.0;48.0;33.0;59.0;103.0;30.0;185.0;50.0;4.0;1.0;18.0
128;Totaal;Noord-Friesland (CR);2014;887.0;103.0;21.0;105.0;106.0;36.0;30.0;14.0;405.0;67.0;0.0;21.0
129;Totaal;Noord-Friesland (CR);2015;498.0;91.0;71.0;56.0;111.0;7.0;1.0;127.0;16.0;18.0;0.0;16.0
130;Totaal;Noord-Friesland (CR);2016;825.0;29.0;47.0;206.0;204.0;228.0;63.0;11.0;16.0;21.0;0.0;16.0
131;Totaal;Noord-Friesland (CR);2017;825.0;19.0;118.0;235.0;160.0;40.0;36.0;40.0;70.0;107.0;0.0;21.0
132;Totaal;Zuidwest-Friesland (CR);2012;337.0;8.0;103.0;18.0;88.0;7.0;1.0;0.0;112.0;0.0;0.0;18.0
133;Totaal;Zuidwest-Friesland (CR);2013;157.0;2.0;18.0;47.0;41.0;23.0;0.0;17.0;5.0;4.0;0.0;15.0
134;Totaal;Zuidwest-Friesland (CR);2014;194.0;3.0;59.0;6.0;29.0;95.0;0.0;0.0;2.0;0.0;0.0;14.0
135;Totaal;Zuidwest-Friesland (CR);2015;235.0;28.0;21.0;14.0;63.0;64.0;1.0;0.0;40.0;4.0;0.0;16.0
136;Totaal;Zuidwest-Friesland (CR);2016;208.0;1.0;95.0;21.0;10.0;0.0;7.0;19.0;4.0;51.0;0.0;27.0
137;Totaal;Zuidwest-Friesland (CR);2017;342.0;6.0;43.0;78.0;149.0;22.0;2.0;1.0;39.0;2.0;0.0;15.0
138;Totaal;Zuidoost-Friesland (CR);2012;246.0;10.0;64.0;34.0;100.0;7.0;8.0;3.0;7.0;12.0;1.0;14.0
139;Totaal;Zuidoost-Friesland (CR);2013;519.0;3.0;11.0;121.0;106.0;178.0;21.0;57.0;21.0;1.0;0.0;16.0
140;Totaal;Zuidoost-Friesland (CR);2014;313.0;54.0;45.0;37.0;6.0;15.0;129.0;0.0;26.0;1.0;0.0;16.0
141;Totaal;Zuidoost-Friesland (CR);2015;593.0;23.0;30.0;372.0;8.0;46.0;37.0;52.0;20.0;5.0;0.0;14.0
142;Totaal;Zuidoost-Friesland (CR);2016;362.0;24.0;23.0;69.0;17.0;144.0;44.0;2.0;6.0;33.0;0.0;18.0
143;Totaal;Zuidoost-Friesland (CR);2017;459.0;39.0;89.0;159.0;107.0;5.0;5.0;4.0;22.0;29.0;0.0;16.0
144;Totaal;Noord-Drenthe (CR);2012;700.0;20.0;27.0;4.0;12.0;24.0;188.0;253.0;51.0;121.0;0.0;30.0
145;Totaal;Noord-Drenthe (CR);2013;667.0;4.0;7.0;95.0;47.0;62.0;324.0;19.0;81.0;28.0;0.0;21.0
146;Totaal;Noord-Drenthe (CR);2014;237.0;6.0;23.0;5.0;104.0;21.0;11.0;3.0;30.0;34.0;0.0;21.0
147;Totaal;Noord-Drenthe (CR);2015;235.0;4.0;10.0;92.0;72.0;24.0;5.0;1.0;14.0;13.0;0.0;17.0
148;Totaal;Noord-Drenthe (CR);2016;447.0;71.0;13.0;116.0;134.0;36.0;27.0;6.0;11.0;33.0;0.0;15.0
149;Totaal;Noord-Drenthe (CR);2017;618.0;10.0;42.0;25.0;54.0;66.0;178.0;82.0;45.0;116.0;0.0;24.0
150;Totaal;Zuidoost-Drenthe (CR);2012;172.0;52.0;9.0;15.0;63.0;24.0;0.0;2.0;5.0;2.0;0.0;12.0
151;Totaal;Zuidoost-Drenthe (CR);2013;369.0;29.0;76.0;23.0;73.0;3.0;16.0;9.0;135.0;5.0;0.0;19.0
152;Totaal;Zuidoost-Drenthe (CR);2014;114.0;13.0;34.0;5.0;0.0;0.0;0.0;1.0;18.0;42.0;1.0;26.0
153;Totaal;Zuidoost-Drenthe (CR);2015;171.0;33.0;79.0;30.0;9.0;14.0;1.0;3.0;1.0;0.0;1.0;10.0
154;Totaal;Zuidoost-Drenthe (CR);2016;136.0;2.0;19.0;9.0;15.0;17.0;49.0;2.0;19.0;0.0;4.0;17.0
155;Totaal;Zuidoost-Drenthe (CR);2017;286.0;7.0;44.0;42.0;0.0;28.0;10.0;3.0;127.0;25.0;0.0;23.0
156;Totaal;Zuidwest-Drenthe (CR);2012;119.0;6.0;6.0;20.0;0.0;13.0;9.0;0.0;65.0;0.0;0.0;20.0
157;Totaal;Zuidwest-Drenthe (CR);2013;353.0;72.0;10.0;10.0;4.0;54.0;6.0;3.0;26.0;168.0;0.0;35.0
158;Totaal;Zuidwest-Drenthe (CR);2014;291.0;5.0;63.0;28.0;6.0;33.0;129.0;11.0;5.0;11.0;0.0;19.0
159;Totaal;Zuidwest-Drenthe (CR);2015;322.0;10.0;117.0;21.0;134.0;1.0;4.0;11.0;22.0;2.0;0.0;14.0
160;Totaal;Zuidwest-Drenthe (CR);2016;423.0;5.0;16.0;74.0;127.0;31.0;102.0;0.0;64.0;4.0;0.0;18.0
161;Totaal;Zuidwest-Drenthe (CR);2017;503.0;6.0;27.0;198.0;77.0;73.0;17.0;89.0;6.0;10.0;0.0;16.0
162;Totaal;Noord-Overijssel (CR);2012;1116.0;2.0;38.0;326.0;528.0;68.0;33.0;83.0;26.0;12.0;0.0;15.0
163;Totaal;Noord-Overijssel (CR);2013;1137.0;2.0;92.0;162.0;569.0;24.0;88.0;66.0;65.0;69.0;0.0;17.0
164;Totaal;Noord-Overijssel (CR);2014;1318.0;25.0;121.0;641.0;81.0;141.0;126.0;42.0;101.0;40.0;0.0;16.0
165;Totaal;Noord-Overijssel (CR);2015;1397.0;41.0;51.0;193.0;700.0;174.0;89.0;72.0;49.0;28.0;0.0;16.0
166;Totaal;Noord-Overijssel (CR);2016;1413.0;2.0;53.0;616.0;267.0;30.0;38.0;83.0;168.0;156.0;0.0;21.0
167;Totaal;Noord-Overijssel (CR);2017;1455.0;5.0;72.0;312.0;539.0;235.0;77.0;14.0;159.0;42.0;0.0;18.0
168;Totaal;Zuidwest-Overijssel (CR);2012;229.0;1.0;5.0;56.0;45.0;11.0;101.0;4.0;6.0;0.0;0.0;16.0
169;Totaal;Zuidwest-Overijssel (CR);2013;177.0;19.0;25.0;50.0;65.0;4.0;6.0;5.0;3.0;0.0;0.0;12.0
170;Totaal;Zuidwest-Overijssel (CR);2014;396.0;1.0;28.0;106.0;55.0;9.0;7.0;183.0;7.0;0.0;0.0;18.0
171;Totaal;Zuidwest-Overijssel (CR);2015;767.0;2.0;8.0;25.0;23.0;189.0;14.0;142.0;296.0;68.0;0.0;28.0
172;Totaal;Zuidwest-Overijssel (CR);2016;534.0;7.0;30.0;175.0;54.0;39.0;46.0;156.0;14.0;13.0;0.0;17.0
173;Totaal;Zuidwest-Overijssel (CR);2017;356.0;4.0;36.0;83.0;128.0;35.0;16.0;40.0;12.0;2.0;0.0;15.0
174;Totaal;Twente (CR);2012;1581.0;52.0;53.0;280.0;259.0;372.0;75.0;338.0;44.0;97.0;11.0;21.0
175;Totaal;Twente (CR);2013;1524.0;60.0;62.0;94.0;153.0;184.0;111.0;458.0;371.0;31.0;0.0;21.0
176;Totaal;Twente (CR);2014;1323.0;70.0;185.0;159.0;137.0;178.0;192.0;108.0;233.0;60.0;1.0;21.0
177;Totaal;Twente (CR);2015;1291.0;30.0;140.0;405.0;141.0;155.0;133.0;143.0;105.0;39.0;0.0;17.0
178;Totaal;Twente (CR);2016;1636.0;12.0;67.0;294.0;351.0;398.0;230.0;49.0;185.0;50.0;0.0;19.0
179;Totaal;Twente (CR);2017;1951.0;1.0;132.0;337.0;676.0;372.0;135.0;72.0;165.0;60.0;1.0;18.0
180;Totaal;Veluwe (CR);2012;2414.0;25.0;50.0;302.0;1049.0;423.0;127.0;162.0;254.0;22.0;0.0;17.0
181;Totaal;Veluwe (CR);2013;2460.0;10.0;153.0;195.0;282.0;258.0;709.0;166.0;314.0;373.0;0.0;24.0
182;Totaal;Veluwe (CR);2014;2479.0;37.0;134.0;350.0;729.0;457.0;244.0;150.0;288.0;90.0;0.0;18.0
183;Totaal;Veluwe (CR);2015;2512.0;8.0;119.0;339.0;759.0;418.0;275.0;55.0;226.0;312.0;1.0;21.0
184;Totaal;Veluwe (CR);2016;2914.0;144.0;201.0;465.0;1012.0;370.0;300.0;52.0;270.0;100.0;0.0;17.0
185;Totaal;Veluwe (CR);2017;2962.0;12.0;122.0;307.0;537.0;685.0;431.0;142.0;350.0;376.0;0.0;22.0
186;Totaal;Achterhoek (CR);2012;1360.0;206.0;35.0;263.0;250.0;105.0;68.0;74.0;252.0;97.0;10.0;18.0
187;Totaal;Achterhoek (CR);2013;854.0;9.0;47.0;159.0;104.0;96.0;101.0;121.0;126.0;91.0;0.0;23.0
188;Totaal;Achterhoek (CR);2014;966.0;10.0;93.0;35.0;111.0;93.0;251.0;134.0;139.0;100.0;0.0;23.0
189;Totaal;Achterhoek (CR);2015;905.0;3.0;170.0;116.0;73.0;208.0;67.0;88.0;76.0;104.0;0.0;20.0
190;Totaal;Achterhoek (CR);2016;933.0;54.0;50.0;195.0;124.0;176.0;53.0;27.0;131.0;123.0;0.0;21.0
191;Totaal;Achterhoek (CR);2017;961.0;5.0;103.0;103.0;170.0;115.0;142.0;26.0;127.0;170.0;0.0;25.0
192;Totaal;Arnhem/Nijmegen (CR);2012;3093.0;13.0;81.0;135.0;182.0;687.0;108.0;784.0;566.0;537.0;0.0;28.0
193;Totaal;Arnhem/Nijmegen (CR);2013;2284.0;20.0;78.0;135.0;323.0;416.0;241.0;193.0;372.0;506.0;0.0;25.0
