ID;Leeftijd;Regiokenmerken;Inwoners_1;Bijstandontvangers_2;Bijstandsdichtheid_3;Instroom_4;Instroom_5;Uitstroom_6;Uitstroom_7;UitstroomNaarWerk_8;UitstroomNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkNaReIntegratie_11;WerkNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
492;15 jaar tot AOW-leeftijd;Oost-Nederland (LD);2353010;88060;37.5;28040;25.0;22200;20.0;11680.0;10.5;34950.0;9490.0;17.0;26540.0;30.0;76.0;20780.0;9.0
493;15 jaar tot AOW-leeftijd;West-Nederland (LD);5399990;237230;44.0;68000;23.0;56640;19.0;29190.0;10.0;84020.0;22770.0;16.0;61730.0;26.0;73.5;29240.0;5.5
494;15 jaar tot AOW-leeftijd;Zuid-Nederland (LD);2375910;83650;35.0;25730;24.0;21530;20.0;11180.0;10.5;28690.0;8390.0;17.5;21280.0;25.5;74.0;27370.0;11.5
495;15 jaar tot AOW-leeftijd;Groningen (PV);393030;22440;57.0;7210;25.0;5890;20.5;3140.0;11.0;10030.0;2460.0;16.5;8160.0;36.5;81.5;5570.0;14.0
496;15 jaar tot AOW-leeftijd;Friesland (PV);412230;20340;49.5;6510;25.0;5230;20.0;2780.0;10.5;7260.0;2030.0;18.5;5680.0;28.0;78.5;4220.0;10.5
497;15 jaar tot AOW-leeftijd;Drenthe (PV);308800;12490;40.5;4530;27.0;3580;21.5;2010.0;12.0;7050.0;2030.0;18.0;5530.0;44.5;78.5;4070.0;13.0
498;15 jaar tot AOW-leeftijd;Overijssel (PV);743170;29450;39.5;9080;24.0;7550;20.0;4000.0;10.5;12390.0;3300.0;18.0;9660.0;33.0;78.0;7500.0;10.0
499;15 jaar tot AOW-leeftijd;Flevoland (PV);278230;11130;40.0;3840;26.5;3090;21.0;1640.0;11.0;4800.0;1410.0;18.5;3640.0;32.5;76.0;1240.0;4.5
500;15 jaar tot AOW-leeftijd;Gelderland (PV);1331610;47480;35.5;15120;25.5;11560;19.5;6040.0;10.0;17760.0;4780.0;16.5;13240.0;28.0;74.5;12030.0;9.0
501;15 jaar tot AOW-leeftijd;Utrecht (PV);855570;27400;32.0;8420;24.5;6870;20.0;3510.0;10.0;8820.0;2620.0;17.5;6630.0;24.0;75.0;3930.0;4.5
502;15 jaar tot AOW-leeftijd;Noord-Holland (PV);1885480;79220;42.0;22020;22.0;18170;18.5;9570.0;9.5;32970.0;7970.0;15.5;22560.0;28.5;68.5;9430.0;5.0
503;15 jaar tot AOW-leeftijd;Zuid-Holland (PV);2420580;122460;50.5;34820;22.5;29440;19.0;14960.0;9.5;39030.0;11270.0;16.5;30120.0;24.5;77.0;13570.0;5.5
504;15 jaar tot AOW-leeftijd;Zeeland (PV);238360;8150;34.0;2740;26.0;2160;20.5;1150.0;11.0;3210.0;910.0;20.0;2440.0;30.0;76.0;2310.0;9.5
505;15 jaar tot AOW-leeftijd;Noord-Brabant (PV);1648720;53320;32.5;16740;24.5;13690;20.0;7200.0;10.5;16720.0;5450.0;18.0;12230.0;23.0;73.0;17280.0;10.5
506;15 jaar tot AOW-leeftijd;Limburg (PV);727180;30330;41.5;8990;23.0;7840;20.0;3980.0;10.0;11970.0;2940.0;17.0;9050.0;30.0;75.5;10080.0;14.0
507;15 jaar tot AOW-leeftijd;Oost-Groningen (CR);92720;5250;56.5;1910;27.5;1420;20.5;710.0;10.0;3630.0;810.0;15.5;3030.0;57.5;83.5;2650.0;28.5
508;15 jaar tot AOW-leeftijd;Delfzijl en omgeving (CR);29280;1800;61.5;650;26.5;520;21.5;270.0;11.0;460.0;130.0;14.5;400.0;22.5;86.5;450.0;15.5
509;15 jaar tot AOW-leeftijd;Overig Groningen (CR);271030;15390;57.0;4650;23.5;3950;20.0;2160.0;11.0;5930.0;1510.0;17.0;4730.0;30.5;80.0;2470.0;9.0
510;15 jaar tot AOW-leeftijd;Noord-Friesland (CR);209610;11300;54.0;3530;25.0;2740;19.0;1400.0;10.0;3600.0;900.0;16.0;2840.0;25.0;79.0;2150.0;10.5
511;15 jaar tot AOW-leeftijd;Zuidwest-Friesland (CR);84600;3550;42.0;1080;23.5;930;20.5;520.0;11.5;1530.0;370.0;16.5;1190.0;33.5;78.0;700.0;8.5
512;15 jaar tot AOW-leeftijd;Zuidoost-Friesland (CR);118020;5490;46.5;1900;26.5;1560;22.0;860.0;12.0;2130.0;760.0;24.0;1640.0;30.0;77.0;1380.0;11.5
513;15 jaar tot AOW-leeftijd;Noord-Drenthe (CR);119810;4300;36.0;1860;31.5;1320;22.0;760.0;13.0;1730.0;520.0;17.5;1170.0;27.5;68.0;1250.0;10.5
514;15 jaar tot AOW-leeftijd;Zuidoost-Drenthe (CR);106770;5500;51.5;1610;22.5;1420;20.0;790.0;11.0;2640.0;890.0;20.0;2170.0;39.5;82.0;1600.0;15.0
515;15 jaar tot AOW-leeftijd;Zuidwest-Drenthe (CR);82220;2690;32.5;1070;28.5;840;22.5;460.0;12.5;2690.0;630.0;16.5;2190.0;81.5;81.5;1220.0;15.0
516;15 jaar tot AOW-leeftijd;Noord-Overijssel (CR);237480;7460;31.5;2370;25.0;2010;21.0;1140.0;12.0;2920.0;1200.0;27.0;2190.0;29.5;75.0;2070.0;8.5
517;15 jaar tot AOW-leeftijd;Zuidwest-Overijssel (CR);100740;3910;39.0;1230;25.0;950;19.0;480.0;9.5;2040.0;380.0;10.0;1600.0;41.0;78.0;1140.0;11.5
518;15 jaar tot AOW-leeftijd;Twente (CR);404950;18080;44.5;5480;24.0;4590;20.0;2370.0;10.5;7430.0;1720.0;17.0;5880.0;32.5;79.0;4300.0;10.5
519;15 jaar tot AOW-leeftijd;Veluwe (CR);434670;11600;26.5;4210;28.0;3260;22.0;1630.0;11.0;6940.0;1940.0;15.5;5370.0;46.5;77.5;3170.0;7.5
520;15 jaar tot AOW-leeftijd;Achterhoek (CR);252210;7600;30.0;2490;25.5;1970;20.0;1020.0;10.5;4620.0;1210.0;17.5;3470.0;45.5;75.0;3020.0;12.0
521;15 jaar tot AOW-leeftijd;Arnhem/Nijmegen (CR);488410;24160;49.5;7160;24.0;5310;18.0;2810.0;9.5;4800.0;1370.0;17.0;3330.0;14.0;69.5;4640.0;9.5
522;15 jaar tot AOW-leeftijd;Zuidwest-Gelderland (CR);156320;4130;26.5;1260;24.0;1030;19.5;580.0;11.0;1400.0;260.0;13.5;1080.0;26.0;77.0;1210.0;7.5
523;15 jaar tot AOW-leeftijd;Utrecht (CR);855570;27400;32.0;8420;24.5;6870;20.0;3510.0;10.0;8820.0;2620.0;17.5;6630.0;24.0;75.0;3930.0;4.5
524;15 jaar tot AOW-leeftijd;Kop van Noord-Holland (CR);239670;6850;28.5;2160;24.5;1700;19.5;980.0;11.0;2690.0;860.0;22.5;2080.0;30.5;77.5;1450.0;6.0
525;15 jaar tot AOW-leeftijd;Alkmaar en omgeving (CR);155950;4500;29.0;1510;26.5;1120;19.5;620.0;11.0;1570.0;700.0;24.5;1160.0;25.5;73.5;890.0;5.5
526;15 jaar tot AOW-leeftijd;IJmond (CR);127030;4010;31.5;1220;24.0;1070;21.0;530.0;10.5;1790.0;430.0;15.0;1470.0;36.5;82.0;710.0;5.5
527;15 jaar tot AOW-leeftijd;Agglomeratie Haarlem (CR);148660;4820;32.5;1300;22.0;1000;17.0;500.0;8.5;630.0;150.0;9.0;480.0;10.0;76.5;830.0;5.5
528;15 jaar tot AOW-leeftijd;Zaanstreek (CR);111410;4670;42.0;1310;22.0;1170;20.0;590.0;10.0;1280.0;520.0;23.5;930.0;20.0;72.5;480.0;4.5
529;15 jaar tot AOW-leeftijd;Groot-Amsterdam (CR);946450;49470;52.5;13150;21.5;11020;18.0;5780.0;9.5;22900.0;4760.0;13.5;14750.0;30.0;64.5;4440.0;4.5
530;15 jaar tot AOW-leeftijd;Het Gooi en Vechtstreek (CR);156310;4900;31.5;1380;23.0;1100;18.0;580.0;9.5;2100.0;560.0;18.0;1690.0;34.5;80.5;630.0;4.0
531;15 jaar tot AOW-leeftijd;Agglomeratie Leiden en Bollenstreek (CR);279820;7550;27.0;2430;25.5;1890;19.5;950.0;10.0;2410.0;940.0;22.5;1800.0;24.0;74.5;1810.0;6.5
532;15 jaar tot AOW-leeftijd;Agglomeratie 's-Gravenhage (CR);571900;35690;62.5;10000;22.5;8450;19.0;4350.0;9.5;15160.0;3600.0;13.5;11750.0;33.0;77.5;2660.0;4.5
533;15 jaar tot AOW-leeftijd;Delft en Westland (CR);154880;4890;31.5;1490;24.0;1330;21.5;670.0;11.0;1680.0;610.0;18.5;1330.0;27.5;79.5;890.0;5.5
534;15 jaar tot AOW-leeftijd;Oost-Zuid-Holland (CR);209420;5610;27.0;1970;28.0;1490;21.0;810.0;11.5;1730.0;590.0;20.0;1210.0;21.5;70.0;1440.0;7.0
535;15 jaar tot AOW-leeftijd;Groot-Rijnmond (CR);946430;59210;62.5;15780;21.5;13780;18.5;6900.0;9.5;15290.0;4810.0;17.0;12080.0;20.5;79.0;4940.0;5.0
536;15 jaar tot AOW-leeftijd;Zuidoost-Zuid-Holland (CR);258130;9520;37.0;3160;26.0;2500;20.5;1290.0;10.5;2770.0;720.0;17.5;1950.0;20.5;70.5;1820.0;7.0
537;15 jaar tot AOW-leeftijd;Zeeuwsch-Vlaanderen (CR);65620;1890;29.0;700;27.5;560;22.5;290.0;11.5;1310.0;360.0;21.5;980.0;51.5;75.0;740.0;11.0
538;15 jaar tot AOW-leeftijd;Overig Zeeland (CR);172740;6250;36.0;2040;25.5;1600;20.0;860.0;11.0;1910.0;550.0;19.5;1460.0;23.5;76.5;1570.0;9.0
539;15 jaar tot AOW-leeftijd;West-Noord-Brabant (CR);409880;14030;34.0;4200;24.0;3280;18.5;1650.0;9.5;4690.0;1410.0;16.5;3630.0;26.0;77.5;4120.0;10.0
540;15 jaar tot AOW-leeftijd;Midden-Noord-Brabant (CR);312020;11360;36.5;3600;24.0;3370;22.5;1740.0;11.5;3530.0;1190.0;23.5;2480.0;22.0;70.0;2720.0;8.5
541;15 jaar tot AOW-leeftijd;Noordoost-Noord-Brabant (CR);425360;11280;26.5;3980;27.0;3160;21.5;1740.0;12.0;4990.0;1380.0;17.0;3610.0;32.0;72.5;5490.0;13.0
542;15 jaar tot AOW-leeftijd;Zuidoost-Noord-Brabant (CR);501480;16660;33.0;4960;24.0;3880;18.5;2060.0;10.0;3510.0;1470.0;17.0;2520.0;15.0;72.0;4960.0;10.0
543;15 jaar tot AOW-leeftijd;Noord-Limburg (CR);182910;6130;33.5;2030;26.0;1650;21.0;930.0;12.0;1200.0;380.0;20.0;750.0;12.5;62.5;2190.0;12.0
544;15 jaar tot AOW-leeftijd;Midden-Limburg (CR);152370;4980;32.5;1750;26.5;1350;20.5;690.0;10.5;3470.0;860.0;18.5;2790.0;56.0;80.5;1820.0;12.0
545;15 jaar tot AOW-leeftijd;Zuid-Limburg (CR);391900;19220;49.0;5210;21.5;4850;20.0;2360.0;9.5;7300.0;1690.0;16.0;5500.0;28.5;75.5;6080.0;15.5
546;15 jaar tot AOW-leeftijd;Flevoland (CR);278230;11130;40.0;3840;26.5;3090;21.0;1640.0;11.0;4800.0;1410.0;18.5;3640.0;32.5;76.0;1240.0;4.5
547;15 jaar tot AOW-leeftijd;Aa en Hunze;15630;390;25.0;170;32.5;150;27.5;90.0;16.5;160.0;30.0;12.5;90.0;22.5;56.5;130.0;8.5
548;15 jaar tot AOW-leeftijd;Aalburg;8440;130;15.5;70;41.5;40;20.0;20.0;11.5;10.0;10.0;38.5;10.0;4.5;60.0;40.0;5.0
549;15 jaar tot AOW-leeftijd;Aalsmeer;19960;270;13.5;90;26.0;80;24.0;30.0;9.5;180.0;50.0;18.5;140.0;53.0;79.5;40.0;2.0
550;15 jaar tot AOW-leeftijd;Aalten;17030;350;20.5;130;27.5;90;18.0;40.0;8.5;220.0;50.0;13.5;170.0;47.5;75.5;300.0;17.5
551;15 jaar tot AOW-leeftijd;Achtkarspelen;17750;750;42.0;190;20.0;180;18.5;90.0;9.5;390.0;90.0;16.5;310.0;41.5;78.5;220.0;12.5
552;15 jaar tot AOW-leeftijd;Alblasserdam;12300;370;30.0;110;25.5;90;19.0;50.0;12.0;80.0;30.0;24.5;40.0;11.5;53.0;60.0;5.0
553;15 jaar tot AOW-leeftijd;Albrandswaard;16440;300;18.0;110;29.5;70;19.0;30.0;9.0;210.0;30.0;13.5;160.0;52.0;75.5;40.0;2.5
554;15 jaar tot AOW-leeftijd;Alkmaar;72000;2690;37.5;880;25.5;680;19.5;360.0;10.5;830.0;430.0;26.5;630.0;23.5;75.5;510.0;7.0
555;15 jaar tot AOW-leeftijd;Almelo;47030;3210;68.5;880;22.0;730;18.0;380.0;9.5;1120.0;160.0;10.5;950.0;29.5;85.0;580.0;12.0
556;15 jaar tot AOW-leeftijd;Almere;142190;6320;44.5;2110;25.5;1820;22.0;1000.0;12.0;2350.0;800.0;19.0;1810.0;28.5;77.0;530.0;4.0
557;15 jaar tot AOW-leeftijd;Alphen aan den Rijn;71260;1890;26.5;740;30.5;530;22.0;300.0;12.5;540.0;230.0;23.5;400.0;21.5;75.0;530.0;7.5
558;15 jaar tot AOW-leeftijd;Alphen-Chaam;6420;100;16.0;40;32.0;20;16.0;10.0;7.0;20.0;10.0;21.5;10.0;10.0;52.5;40.0;6.0
559;15 jaar tot AOW-leeftijd;Ameland;2230;10;3.5;0;;0;;0.0;;0.0;0.0;;0.0;;;20.0;7.0
560;15 jaar tot AOW-leeftijd;Amersfoort;103700;3600;34.5;1090;24.0;890;19.5;470.0;10.0;1400.0;540.0;21.5;1070.0;29.5;76.5;870.0;8.5
561;15 jaar tot AOW-leeftijd;Amstelveen;57230;1140;20.0;380;26.5;320;22.0;170.0;12.0;700.0;200.0;20.5;530.0;46.5;76.0;120.0;2.0
562;15 jaar tot AOW-leeftijd;Amsterdam;619660;42220;68.0;10670;20.5;9110;17.5;4710.0;9.0;19390.0;3780.0;12.5;12230.0;29.0;63.0;3340.0;5.5
563;15 jaar tot AOW-leeftijd;Apeldoorn;102920;3900;38.0;1400;27.5;1230;24.0;510.0;10.0;2520.0;750.0;13.0;1990.0;51.0;79.0;1000.0;9.5
564;15 jaar tot AOW-leeftijd;Appingedam;7390;500;67.0;160;24.5;150;24.0;80.0;12.0;130.0;40.0;14.0;120.0;23.5;89.0;190.0;25.5
565;15 jaar tot AOW-leeftijd;Arnhem;108300;8460;78.0;2310;22.5;1710;16.5;880.0;8.5;770.0;270.0;16.5;430.0;5.0;56.5;1340.0;12.5
566;15 jaar tot AOW-leeftijd;Assen;43630;2270;52.0;800;26.5;690;23.0;380.0;12.5;760.0;220.0;17.0;500.0;22.0;65.5;670.0;15.5
567;15 jaar tot AOW-leeftijd;Asten;10750;230;21.0;70;23.5;50;17.5;30.0;10.5;30.0;20.0;15.0;20.0;9.0;74.0;90.0;8.5
568;15 jaar tot AOW-leeftijd;Baarle-Nassau;4030;80;19.5;30;33.5;20;18.5;10.0;7.0;20.0;0.0;;10.0;12.5;41.5;30.0;6.0
569;15 jaar tot AOW-leeftijd;Baarn;15150;380;25.0;110;24.0;100;20.5;60.0;12.5;410.0;70.0;12.0;310.0;81.5;74.0;60.0;3.5
570;15 jaar tot AOW-leeftijd;Barendrecht;31430;550;17.5;180;26.0;160;22.5;70.0;10.0;310.0;60.0;13.0;250.0;46.0;81.5;80.0;2.5
571;15 jaar tot AOW-leeftijd;Barneveld;35510;650;18.0;230;27.5;170;21.0;110.0;13.0;490.0;130.0;19.5;390.0;60.0;79.5;120.0;3.5
572;15 jaar tot AOW-leeftijd;Bedum;6670;180;27.5;80;30.5;70;28.0;30.0;13.0;170.0;40.0;18.0;130.0;70.5;77.0;70.0;10.5
573;15 jaar tot AOW-leeftijd;Beek (L.);10210;320;31.5;80;20.0;70;17.5;40.0;9.0;80.0;20.0;19.0;60.0;17.0;72.5;80.0;8.0
574;15 jaar tot AOW-leeftijd;Beemster;5890;80;13.5;20;17.5;10;13.5;10.0;10.0;40.0;10.0;18.5;20.0;27.0;63.0;10.0;2.5
575;15 jaar tot AOW-leeftijd;Beesel;8590;240;28.0;100;28.5;100;28.0;50.0;15.5;80.0;30.0;32.5;60.0;23.0;68.0;90.0;10.0
576;15 jaar tot AOW-leeftijd;Bellingwedde;5450;240;44.5;140;36.5;70;18.0;30.0;9.0;160.0;20.0;6.0;130.0;55.5;84.0;110.0;20.5
577;15 jaar tot AOW-leeftijd;Berg en Dal;22050;860;39.0;300;28.0;210;19.0;120.0;11.0;100.0;40.0;16.5;60.0;6.5;56.0;220.0;10.0
578;15 jaar tot AOW-leeftijd;Bergeijk;11750;170;14.5;60;25.5;60;25.5;20.0;11.0;130.0;20.0;15.0;110.0;62.0;84.0;130.0;11.5
579;15 jaar tot AOW-leeftijd;Bergen (L.);8460;190;22.5;70;29.0;50;20.5;40.0;14.5;110.0;40.0;21.5;80.0;41.0;74.0;130.0;16.0
580;15 jaar tot AOW-leeftijd;Bergen (NH.);17110;320;18.5;100;25.5;50;14.0;30.0;6.5;130.0;10.0;9.5;90.0;29.0;72.5;70.0;4.0
581;15 jaar tot AOW-leeftijd;Bergen op Zoom;43010;1890;44.0;560;23.0;480;19.5;230.0;9.5;600.0;150.0;16.5;430.0;22.5;71.5;500.0;11.5
582;15 jaar tot AOW-leeftijd;Berkelland;27420;670;24.5;250;30.5;170;21.0;100.0;11.5;740.0;150.0;16.5;560.0;85.0;76.5;320.0;11.5
583;15 jaar tot AOW-leeftijd;Bernheze;19430;320;16.5;90;23.5;50;14.5;40.0;10.0;170.0;30.0;13.0;130.0;41.0;79.5;230.0;12.0
584;15 jaar tot AOW-leeftijd;Best;19260;470;24.0;140;23.5;130;20.5;60.0;10.5;250.0;60.0;17.0;160.0;35.0;64.0;150.0;8.0
585;15 jaar tot AOW-leeftijd;Beuningen;17080;430;25.5;140;26.0;100;19.0;50.0;9.0;30.0;20.0;13.0;20.0;4.5;63.5;140.0;8.5
586;15 jaar tot AOW-leeftijd;Beverwijk;27010;1070;39.5;350;24.5;320;23.0;170.0;12.0;300.0;100.0;19.5;230.0;21.0;74.5;200.0;7.5
587;15 jaar tot AOW-leeftijd;het Bildt;6630;290;44.0;110;28.5;60;15.0;30.0;8.0;160.0;40.0;15.0;130.0;45.0;84.5;50.0;8.0
588;15 jaar tot AOW-leeftijd;De Bilt;25720;690;27.0;190;22.5;170;19.5;80.0;10.0;230.0;70.0;21.0;170.0;24.5;73.5;70.0;3.0
589;15 jaar tot AOW-leeftijd;Binnenmaas;18110;280;15.0;130;35.5;60;15.5;30.0;9.5;210.0;40.0;16.5;180.0;64.5;84.0;50.0;2.5
590;15 jaar tot AOW-leeftijd;Bladel;12880;170;13.0;70;30.5;60;24.0;30.0;13.5;130.0;40.0;26.0;90.0;55.0;73.0;270.0;20.5
591;15 jaar tot AOW-leeftijd;Blaricum;5900;120;20.5;40;28.5;40;23.5;20.0;14.0;90.0;20.0;17.0;70.0;54.0;75.0;10.0;1.5
592;15 jaar tot AOW-leeftijd;Bloemendaal;12960;190;15.0;50;22.5;40;17.5;20.0;9.5;210.0;40.0;13.5;170.0;87.0;80.0;30.0;2.5
593;15 jaar tot AOW-leeftijd;Bodegraven-Reeuwijk;21260;330;15.5;130;33.5;80;20.5;50.0;12.0;150.0;30.0;15.0;130.0;38.5;81.5;100.0;4.5
594;15 jaar tot AOW-leeftijd;Boekel;6830;90;13.5;40;35.0;20;19.5;10.0;9.0;40.0;10.0;17.5;30.0;32.5;68.0;70.0;10.0
595;15 jaar tot AOW-leeftijd;Ten Boer;4590;110;23.5;30;19.0;20;14.5;10.0;9.0;40.0;10.0;22.0;30.0;31.0;76.5;30.0;6.0
596;15 jaar tot AOW-leeftijd;Borger-Odoorn;15970;550;34.5;190;27.0;130;19.0;70.0;9.5;320.0;110.0;25.0;250.0;46.0;80.0;220.0;14.0
597;15 jaar tot AOW-leeftijd;Borne;14220;360;25.5;200;37.5;100;18.5;60.0;10.5;60.0;20.0;22.0;40.0;11.0;66.5;130.0;9.5
598;15 jaar tot AOW-leeftijd;Borsele;14470;240;16.5;80;27.0;70;21.5;30.0;9.5;160.0;40.0;15.0;130.0;53.0;79.5;80.0;5.0
599;15 jaar tot AOW-leeftijd;Boxmeer;18580;370;20.0;200;36.0;130;22.5;70.0;12.0;170.0;50.0;26.5;110.0;29.5;66.0;250.0;13.5
600;15 jaar tot AOW-leeftijd;Boxtel;19510;440;22.5;160;26.5;160;26.5;110.0;17.0;180.0;60.0;19.5;110.0;25.5;61.5;410.0;21.0
601;15 jaar tot AOW-leeftijd;Breda;122090;5180;42.5;1450;22.5;1080;17.0;550.0;8.5;2250.0;620.0;17.0;1920.0;37.0;85.0;1140.0;9.5
602;15 jaar tot AOW-leeftijd;Brielle;10910;250;22.5;70;22.0;60;19.5;40.0;11.0;100.0;20.0;21.5;70.0;29.5;76.0;20.0;2.0
603;15 jaar tot AOW-leeftijd;Bronckhorst;22530;380;17.0;170;32.0;110;21.0;50.0;9.0;210.0;50.0;17.5;130.0;35.5;64.0;190.0;8.5
604;15 jaar tot AOW-leeftijd;Brummen;13000;340;26.5;120;26.0;100;21.5;50.0;11.0;210.0;60.0;12.0;170.0;50.5;81.0;90.0;7.0
605;15 jaar tot AOW-leeftijd;Brunssum;18230;1000;54.5;240;18.5;250;19.5;130.0;10.5;250.0;120.0;24.5;200.0;20.0;80.0;470.0;26.0
606;15 jaar tot AOW-leeftijd;Bunnik;9230;150;16.5;50;30.0;40;20.5;20.0;12.0;60.0;20.0;29.0;40.0;28.0;71.0;20.0;2.5
607;15 jaar tot AOW-leeftijd;Bunschoten;13690;200;14.5;60;25.5;50;22.0;40.0;14.5;190.0;40.0;16.0;170.0;86.0;88.5;50.0;3.5
608;15 jaar tot AOW-leeftijd;Buren;17240;260;15.0;120;34.5;80;24.5;40.0;11.5;110.0;20.0;13.5;70.0;27.5;66.5;100.0;6.0
609;15 jaar tot AOW-leeftijd;Capelle aan den IJssel;43310;2410;55.5;740;24.0;700;22.5;370.0;11.5;1460.0;380.0;16.5;1200.0;49.5;82.0;310.0;7.0
610;15 jaar tot AOW-leeftijd;Castricum;21750;350;16.0;120;27.5;90;21.0;50.0;11.0;200.0;50.0;16.0;170.0;47.5;81.5;50.0;2.5
611;15 jaar tot AOW-leeftijd;Coevorden;22030;970;44.0;300;23.5;270;21.5;150.0;12.0;530.0;230.0;20.5;450.0;47.0;85.0;200.0;9.0
612;15 jaar tot AOW-leeftijd;Cranendonck;13130;300;23.0;150;35.0;60;15.5;30.0;7.5;70.0;50.0;44.5;50.0;18.0;79.5;100.0;8.0
613;15 jaar tot AOW-leeftijd;Cromstrijen;8090;110;13.5;30;27.0;20;13.5;10.0;9.5;70.0;20.0;22.5;60.0;53.0;82.5;30.0;3.5
614;15 jaar tot AOW-leeftijd;Cuijk;15980;470;29.5;170;28.0;140;24.0;80.0;12.5;80.0;80.0;35.0;50.0;11.0;68.0;270.0;17.0
615;15 jaar tot AOW-leeftijd;Culemborg;18370;670;36.5;170;20.5;150;17.5;90.0;10.5;250.0;40.0;12.5;220.0;32.0;87.0;160.0;9.0
616;15 jaar tot AOW-leeftijd;Dalfsen;17650;270;15.5;110;31.5;90;24.5;50.0;15.0;80.0;30.0;31.0;50.0;18.5;68.0;140.0;8.0
617;15 jaar tot AOW-leeftijd;Dantumadiel;11910;530;44.5;140;21.5;120;18.0;70.0;11.0;100.0;30.0;17.5;70.0;13.0;71.0;210.0;17.0
618;15 jaar tot AOW-leeftijd;Delft;73530;3330;45.5;1030;24.5;950;22.5;470.0;11.0;1100.0;420.0;16.5;890.0;26.5;81.0;520.0;7.0
619;15 jaar tot AOW-leeftijd;Delfzijl;15560;1060;68.0;400;28.0;270;19.0;150.0;10.5;270.0;80.0;14.5;230.0;21.5;86.5;210.0;13.5
620;15 jaar tot AOW-leeftijd;Deurne;20790;470;23.0;150;25.5;100;17.0;50.0;9.5;60.0;40.0;22.5;40.0;9.0;75.0;200.0;9.5
621;15 jaar tot AOW-leeftijd;Deventer;65680;3250;49.5;1010;24.5;790;19.0;400.0;9.5;1640.0;280.0;9.0;1270.0;39.0;77.5;830.0;12.5
622;15 jaar tot AOW-leeftijd;Diemen;18990;510;27.0;150;22.0;160;23.5;90.0;13.5;290.0;90.0;21.5;160.0;31.5;56.0;90.0;5.0
623;15 jaar tot AOW-leeftijd;Dinkelland;16730;220;13.0;120;35.5;50;14.5;20.0;6.5;90.0;10.0;9.0;70.0;29.5;74.5;120.0;7.5
624;15 jaar tot AOW-leeftijd;Doesburg;7250;350;48.5;110;24.0;120;24.5;70.0;14.0;270.0;90.0;23.0;230.0;64.5;83.0;100.0;13.0
625;15 jaar tot AOW-leeftijd;Doetinchem;36840;1350;36.5;430;25.0;310;18.0;150.0;9.0;420.0;150.0;21.5;250.0;18.5;60.5;410.0;11.0
626;15 jaar tot AOW-leeftijd;Dongen;16540;310;18.5;130;30.0;110;26.5;60.0;13.5;270.0;50.0;13.5;160.0;52.0;59.0;90.0;5.5
627;15 jaar tot AOW-leeftijd;Dongeradeel;14890;680;45.5;160;19.5;150;18.5;70.0;9.0;150.0;40.0;17.5;110.0;16.0;71.5;300.0;20.0
628;15 jaar tot AOW-leeftijd;Dordrecht;78490;4420;56.5;1500;26.0;1230;21.0;610.0;10.5;930.0;270.0;17.0;550.0;12.5;59.5;780.0;10.0
629;15 jaar tot AOW-leeftijd;Drechterland;12400;180;14.5;70;30.0;40;19.5;20.0;10.0;100.0;30.0;20.5;90.0;50.5;89.0;60.0;4.5
630;15 jaar tot AOW-leeftijd;Drimmelen;17440;200;11.5;100;35.5;80;27.0;40.0;15.5;140.0;40.0;19.5;90.0;46.0;68.0;90.0;5.5
631;15 jaar tot AOW-leeftijd;Dronten;27010;750;27.5;290;28.0;200;19.5;100.0;9.0;400.0;90.0;15.5;330.0;44.5;82.0;80.0;3.0
632;15 jaar tot AOW-leeftijd;Druten;12310;310;25.5;110;26.0;90;22.0;50.0;11.5;60.0;20.0;18.0;50.0;14.5;74.0;120.0;9.5
633;15 jaar tot AOW-leeftijd;Duiven;17170;490;28.5;160;26.0;140;22.0;80.0;12.5;160.0;50.0;21.5;120.0;24.0;72.5;100.0;5.5
634;15 jaar tot AOW-leeftijd;Echt-Susteren;20470;530;26.0;200;28.0;140;19.0;70.0;10.0;240.0;40.0;14.0;150.0;29.0;63.0;230.0;11.0
635;15 jaar tot AOW-leeftijd;Edam-Volendam;22980;370;16.0;120;26.5;90;19.5;40.0;9.5;180.0;60.0;21.5;140.0;38.5;80.0;90.0;4.0
636;15 jaar tot AOW-leeftijd;Ede;73370;2070;28.0;700;27.0;500;19.0;280.0;11.0;1230.0;290.0;16.5;980.0;47.5;80.0;440.0;6.0
637;15 jaar tot AOW-leeftijd;Eemnes;5770;100;16.5;30;27.5;20;15.0;10.0;8.0;50.0;10.0;15.0;40.0;45.5;82.5;20.0;3.0
638;15 jaar tot AOW-leeftijd;Eemsmond;9840;490;50.0;180;28.0;130;20.0;60.0;9.0;490.0;90.0;13.0;400.0;82.5;82.5;220.0;23.0
639;15 jaar tot AOW-leeftijd;Eersel;11920;170;14.5;60;30.0;40;19.5;20.0;11.5;130.0;30.0;22.5;110.0;63.0;82.5;160.0;13.5
640;15 jaar tot AOW-leeftijd;Eijsden-Margraten;16100;250;15.0;60;20.5;50;16.5;30.0;11.5;130.0;20.0;14.0;100.0;39.0;75.0;80.0;5.0
