ID;SelectieEersteJaar;SelectieTweedeJaar;Perioden;Koopkrachtverandering_1;k_10ePercentiel_2;k_25ePercentiel_3;k_50ePercentiel_4;k_75ePercentiel_5;k_90ePercentiel_6;PercentageVanDeBevolking_7;PercentageVanCategorieInEersteJaar_8;PercentageAchteruit_9
32;310;301;1985-1986;1.3;-19.0;-2.8;1.3;6.0;18.0;14;14.0;41.0
33;310;301;1985-1987;0.6;-18.0;-4.7;0.6;5.3;12.0;15;15.0;42.0
34;310;301;1986-1987;0.9;-28.0;-5.8;0.9;6.7;20.0;15;15.0;43.0
35;310;301;1987-1988;-0.1;-26.0;-5.6;-0.1;5.9;21.0;15;15.0;51.0
36;310;301;1987-1989;0.4;-18.0;-4.5;0.4;5.0;14.0;16;16.0;44.0
37;310;301;1988-1989;0.9;-25.0;-3.5;0.9;7.1;23.0;15;15.0;36.0
38;310;301;1989-1990;1.1;-29.0;-6.5;1.1;7.5;23.0;16;16.0;41.0
39;310;301;1989-1991;0.2;-19.0;-4.5;0.2;4.6;14.0;17;17.0;48.0
40;310;301;1990-1991;-0.8;-25.0;-4.8;-0.8;4.8;20.0;17;17.0;59.0
41;310;301;1991-1992;0.0;-21.0;-4.5;0.0;4.0;19.0;17;17.0;49.0
42;310;301;1991-1993;0.0;-18.0;-5.1;0.0;2.9;12.0;18;18.0;50.0
43;310;301;1992-1993;0.0;-26.0;-5.8;0.0;3.8;16.0;18;18.0;50.0
44;310;301;1993-1994;-1.5;-25.0;-6.4;-1.5;3.7;17.0;18;18.0;63.0
45;310;301;1993-1995;-0.8;-18.0;-5.4;-0.8;2.7;12.0;18;18.0;63.0
46;310;301;1994-1995;0.0;-24.0;-5.4;0.0;4.7;19.0;18;18.0;50.0
47;310;301;1995-1996;0.3;-23.0;-4.6;0.3;5.0;19.0;18;18.0;46.0
48;310;301;1995-1997;0.6;-17.0;-4.2;0.6;4.0;13.0;19;19.0;44.0
49;310;301;1996-1997;0.9;-22.0;-4.6;0.9;6.3;22.0;19;19.0;42.0
50;310;301;1997-1998;2.4;-21.0;-3.5;2.4;6.8;23.0;19;19.0;35.0
51;310;301;1997-1999;1.4;-17.0;-3.6;1.4;4.8;15.0;19;19.0;38.0
52;310;301;1998-1999;0.6;-23.0;-4.5;0.6;6.3;23.0;19;19.0;40.0
53;310;301;1999-2000;0.7;-22.0;-3.5;0.7;8.3;26.0;19;19.0;39.0
54;310;302;1977-1979;2.4;-11.0;-2.1;2.4;9.1;20.0;90;90.0;34.0
55;310;302;1979-1981;-2.0;-17.0;-7.1;-2.0;3.2;12.0;89;89.0;62.0
56;310;302;1981-1983;-2.2;-16.0;-7.3;-2.2;3.1;13.0;89;89.0;62.0
57;310;302;1983-1985;-0.2;-13.0;-4.8;-0.2;5.2;15.0;87;87.0;52.0
58;310;302;1984-1985;2.1;-17.0;-4.6;2.1;10.5;25.0;85;85.0;40.0
59;310;302;1985-1986;4.9;-15.0;-2.1;4.9;13.1;29.0;86;86.0;31.0
60;310;302;1985-1987;4.8;-8.0;-0.1;4.8;10.9;20.0;85;85.0;25.0
61;310;302;1986-1987;4.4;-15.0;-2.3;4.4;14.0;30.0;85;85.0;31.0
62;310;302;1987-1988;1.9;-17.0;-4.2;1.9;10.1;24.0;85;85.0;40.0
63;310;302;1987-1989;2.6;-9.0;-1.7;2.6;8.6;17.0;84;84.0;33.0
64;310;302;1988-1989;3.1;-14.0;-2.7;3.1;11.3;26.0;85;85.0;33.0
65;310;302;1989-1990;4.3;-14.0;-2.6;4.3;12.8;27.0;84;84.0;32.0
66;310;302;1989-1991;2.9;-10.0;-1.8;2.9;9.1;18.0;83;83.0;33.0
67;310;302;1990-1991;1.2;-17.0;-4.7;1.2;9.0;24.0;83;83.0;44.0
68;310;302;1991-1992;0.9;-16.0;-4.7;0.9;8.2;21.0;83;83.0;44.0
69;310;302;1991-1993;1.2;-12.0;-3.3;1.2;6.5;15.0;82;82.0;40.0
70;310;302;1992-1993;1.4;-17.0;-4.6;1.4;8.2;20.0;82;82.0;40.0
71;310;302;1993-1994;0.6;-17.0;-5.5;0.6;8.0;22.0;82;82.0;47.0
72;310;302;1993-1995;0.9;-11.0;-3.5;0.9;6.4;15.0;82;82.0;43.0
73;310;302;1994-1995;1.5;-16.0;-4.4;1.5;9.3;24.0;82;82.0;41.0
74;310;302;1995-1996;1.6;-16.0;-4.4;1.6;9.0;23.0;82;82.0;40.0
75;310;302;1995-1997;1.7;-11.0;-2.9;1.7;7.3;16.0;81;81.0;38.0
76;310;302;1996-1997;1.8;-15.0;-4.5;1.8;10.1;24.0;81;81.0;40.0
77;310;302;1997-1998;2.9;-15.0;-3.4;2.9;10.7;25.0;81;81.0;35.0
78;310;302;1997-1999;2.1;-10.0;-2.5;2.1;8.1;17.0;81;81.0;35.0
79;310;302;1998-1999;1.6;-16.0;-4.6;1.6;10.2;25.0;81;81.0;40.0
80;310;302;1999-2000;2.6;-15.0;-3.6;2.6;11.8;27.0;81;81.0;37.0
81;310;303;1977-1979;3.0;-10.0;-1.7;3.0;9.6;20.0;48;48.0;33.0
82;310;303;1979-1981;-2.2;-17.0;-7.7;-2.2;3.3;11.0;44;44.0;62.0
83;310;303;1981-1983;-1.3;-15.0;-6.9;-1.3;3.9;12.0;45;45.0;57.0
84;310;303;1983-1985;0.5;-12.0;-4.1;0.5;5.5;13.0;41;41.0;47.0
85;310;303;1984-1985;2.7;-16.0;-4.5;2.7;11.3;25.0;41;41.0;39.0
86;310;303;1985-1986;5.5;-15.0;-1.9;5.5;13.7;27.0;41;41.0;30.0
87;310;303;1985-1987;5.5;-9.0;0.0;5.5;11.2;20.0;39;39.0;25.0
88;310;303;1986-1987;5.5;-13.0;-2.1;5.5;15.2;30.0;40;40.0;30.0
89;310;303;1987-1988;2.8;-18.0;-4.8;2.8;10.6;24.0;38;38.0;39.0
90;310;303;1987-1989;3.1;-10.0;-2.1;3.1;8.4;16.0;35;35.0;33.0
91;310;303;1988-1989;3.6;-15.0;-3.2;3.6;11.2;25.0;37;37.0;34.0
92;310;303;1989-1990;4.3;-15.0;-3.3;4.3;12.6;25.0;36;36.0;34.0
93;310;303;1989-1991;2.8;-11.0;-2.4;2.8;8.4;17.0;34;34.0;34.0
94;310;303;1990-1991;1.5;-19.0;-5.8;1.5;8.9;21.0;35;35.0;43.0
95;310;303;1991-1992;1.1;-18.0;-6.0;1.1;8.2;20.0;34;34.0;45.0
96;310;303;1991-1993;1.4;-13.0;-4.1;1.4;6.2;13.0;33;33.0;42.0
97;310;303;1992-1993;1.8;-18.0;-5.6;1.8;8.4;19.0;34;34.0;41.0
98;310;303;1993-1994;0.9;-19.0;-6.3;0.9;8.2;20.0;34;34.0;46.0
99;310;303;1993-1995;1.2;-12.0;-4.1;1.2;6.2;14.0;33;33.0;43.0
100;310;303;1994-1995;1.7;-17.0;-5.6;1.7;9.5;23.0;34;34.0;43.0
101;310;303;1995-1996;1.7;-18.0;-5.8;1.7;9.2;22.0;34;34.0;42.0
102;310;303;1995-1997;1.7;-12.0;-3.8;1.7;7.1;15.0;33;33.0;41.0
103;310;303;1996-1997;2.1;-17.0;-5.6;2.1;10.4;23.0;34;34.0;42.0
104;310;303;1997-1998;3.0;-17.0;-4.9;3.0;11.4;25.0;34;34.0;39.0
105;310;303;1997-1999;2.2;-12.0;-3.5;2.2;8.1;16.0;32;32.0;38.0
106;310;303;1998-1999;2.3;-18.0;-6.1;2.3;11.1;24.0;33;33.0;42.0
107;310;303;1999-2000;3.6;-17.0;-4.7;3.6;13.0;27.0;33;33.0;38.0
108;310;304;1977-1979;1.9;-26.0;-2.4;1.9;8.7;22.0;1;1.0;39.0
109;310;304;1979-1981;-3.3;-20.0;-10.1;-3.3;1.4;9.0;1;1.0;68.0
110;310;304;1981-1983;-0.8;-30.0;-12.5;-0.8;5.8;12.0;1;1.0;53.0
111;310;304;1983-1985;0.0;-19.0;-7.8;0.0;4.9;13.0;1;1.0;50.0
112;310;304;1984-1985;-1.2;-19.0;-6.2;-1.2;10.6;20.0;1;1.0;56.0
113;310;304;1985-1986;2.1;-17.0;-2.9;2.1;14.6;32.0;1;1.0;38.0
114;310;304;1985-1987;-0.3;-12.0;-7.7;-0.3;7.1;20.0;1;1.0;52.0
115;310;304;1986-1987;-0.7;-23.0;-8.5;-0.7;12.6;27.0;2;2.0;52.0
116;310;304;1987-1988;-1.1;-34.0;-11.5;-1.1;6.7;24.0;1;1.0;55.0
117;310;304;1987-1989;0.3;-18.0;-5.5;0.3;5.1;11.0;1;1.0;47.0
118;310;304;1988-1989;2.2;-21.0;-5.5;2.2;9.2;28.0;1;1.0;39.0
119;310;304;1989-1990;-1.5;-32.0;-10.1;-1.5;8.6;26.0;2;2.0;56.0
120;310;304;1989-1991;1.0;-21.0;-8.8;1.0;6.2;14.0;2;2.0;43.0
121;310;304;1990-1991;0.0;-32.0;-10.8;0.0;6.6;22.0;2;2.0;50.0
122;310;304;1991-1992;1.3;-27.0;-6.7;1.3;7.6;24.0;2;2.0;41.0
123;310;304;1991-1993;1.0;-22.0;-7.1;1.0;5.6;15.0;2;2.0;45.0
124;310;304;1992-1993;0.8;-35.0;-8.9;0.8;7.3;20.0;2;2.0;43.0
125;310;304;1993-1994;-1.2;-35.0;-9.3;-1.2;6.2;21.0;2;2.0;57.0
126;310;304;1993-1995;-0.4;-25.0;-9.5;-0.4;4.0;13.0;2;2.0;54.0
127;310;304;1994-1995;1.4;-35.0;-8.8;1.4;8.7;25.0;2;2.0;42.0
128;310;304;1995-1996;1.3;-32.0;-6.8;1.3;9.6;28.0;2;2.0;40.0
129;310;304;1995-1997;1.3;-22.0;-8.1;1.3;7.3;15.0;2;2.0;43.0
130;310;304;1996-1997;2.3;-31.0;-7.7;2.3;11.7;29.0;2;2.0;40.0
131;310;304;1997-1998;3.9;-26.0;-4.3;3.9;14.1;31.0;2;2.0;34.0
132;310;304;1997-1999;2.4;-20.0;-6.2;2.4;9.0;19.0;2;2.0;38.0
133;310;304;1998-1999;2.1;-29.0;-7.3;2.1;12.2;27.0;2;2.0;41.0
134;310;304;1999-2000;3.8;-32.0;-6.4;3.8;14.1;31.0;3;3.0;36.0
135;310;305;1977-1979;1.9;-12.0;-2.4;1.9;6.4;14.0;31;31.0;36.0
136;310;305;1979-1981;-2.6;-17.0;-7.6;-2.6;2.0;9.0;29;29.0;67.0
137;310;305;1981-1983;-2.0;-16.0;-7.1;-2.0;2.5;10.0;30;30.0;62.0
138;310;305;1983-1985;-0.2;-12.0;-4.2;-0.2;4.2;10.0;28;28.0;52.0
139;310;305;1984-1985;2.2;-16.0;-4.9;2.2;9.6;22.0;27;27.0;40.0
140;310;305;1985-1986;5.2;-15.0;-2.3;5.2;12.0;25.0;26;26.0;31.0
141;310;305;1985-1987;4.7;-9.0;-0.6;4.7;9.9;18.0;25;25.0;27.0
142;310;305;1986-1987;4.7;-15.0;-2.5;4.7;13.9;28.0;26;26.0;32.0
143;310;305;1987-1988;2.1;-19.0;-5.3;2.1;8.7;21.0;25;25.0;41.0
144;310;305;1987-1989;2.6;-11.0;-2.8;2.6;7.1;14.0;24;24.0;35.0
145;310;305;1988-1989;3.2;-15.0;-3.4;3.2;9.5;21.0;25;25.0;35.0
146;310;305;1989-1990;3.7;-14.0;-3.4;3.7;10.7;23.0;24;24.0;35.0
147;310;305;1989-1991;2.3;-12.0;-2.9;2.3;7.2;14.0;23;23.0;36.0
148;310;305;1990-1991;1.1;-19.0;-6.2;1.1;7.7;19.0;24;24.0;45.0
149;310;305;1991-1992;0.3;-19.0;-6.9;0.3;6.3;17.0;23;23.0;48.0
150;310;305;1991-1993;0.8;-14.0;-4.8;0.8;5.0;11.0;23;23.0;45.0
151;310;305;1992-1993;1.4;-19.0;-6.0;1.4;7.0;17.0;23;23.0;43.0
152;310;305;1993-1994;0.4;-19.0;-6.8;0.4;6.8;17.0;24;24.0;48.0
153;310;305;1993-1995;0.6;-13.0;-4.8;0.6;5.0;12.0;23;23.0;46.0
154;310;305;1994-1995;0.9;-17.0;-6.3;0.9;7.7;19.0;24;24.0;46.0
155;310;305;1995-1996;1.1;-18.0;-6.4;1.1;7.7;18.0;23;23.0;45.0
156;310;305;1995-1997;1.0;-13.0;-4.7;1.0;5.8;13.0;23;23.0;44.0
157;310;305;1996-1997;1.1;-18.0;-6.5;1.1;8.5;20.0;23;23.0;45.0
158;310;305;1997-1998;1.9;-18.0;-6.1;1.9;9.0;20.0;23;23.0;43.0
159;310;305;1997-1999;1.2;-13.0;-4.5;1.2;6.3;13.0;23;23.0;43.0
160;310;305;1998-1999;1.2;-18.0;-6.9;1.2;9.3;21.0;23;23.0;45.0
161;310;305;1999-2000;2.5;-18.0;-5.8;2.5;10.9;24.0;23;23.0;41.0
162;310;306;1977-1979;6.6;-7.0;-0.5;6.6;15.6;27.0;17;17.0;26.0
163;310;306;1979-1981;-0.3;-17.0;-7.7;-0.3;6.8;16.0;14;14.0;52.0
164;310;306;1981-1983;0.6;-14.0;-6.3;0.6;7.2;16.0;14;14.0;46.0
165;310;306;1983-1985;2.2;-12.0;-2.8;2.2;9.7;21.0;12;12.0;36.0
166;310;306;1984-1985;5.4;-17.0;-3.1;5.4;16.1;33.0;13;13.0;35.0
167;310;306;1985-1986;7.3;-15.0;-1.2;7.3;17.4;30.0;13;13.0;29.0
168;310;306;1985-1987;8.0;-4.0;2.1;8.0;13.8;24.0;12;12.0;18.0
169;310;306;1986-1987;7.9;-10.0;0.0;7.9;17.3;37.0;13;13.0;25.0
170;310;306;1987-1988;5.1;-14.0;-3.4;5.1;14.6;29.0;11;11.0;34.0
171;310;306;1987-1989;5.2;-8.0;-0.1;5.2;12.4;21.0;10;10.0;25.0
172;310;306;1988-1989;5.6;-13.0;-2.0;5.6;15.8;31.0;11;11.0;31.0
173;310;306;1989-1990;7.5;-14.0;-1.5;7.5;17.5;31.0;10;10.0;29.0
174;310;306;1989-1991;5.1;-7.0;-0.4;5.1;12.1;21.0;9;9.0;27.0
175;310;306;1990-1991;3.3;-15.0;-4.2;3.3;13.0;27.0;9;9.0;39.0
176;310;306;1991-1992;3.8;-14.0;-3.7;3.8;12.9;26.0;9;9.0;36.0
177;310;306;1991-1993;3.5;-9.0;-2.0;3.5;9.6;17.0;8;8.0;33.0
178;310;306;1992-1993;4.0;-16.0;-4.2;4.0;12.7;26.0;9;9.0;36.0
179;310;306;1993-1994;3.9;-14.0;-4.2;3.9;13.2;28.0;8;8.0;37.0
180;310;306;1993-1995;4.0;-7.0;-1.2;4.0;10.4;19.0;8;8.0;30.0
181;310;306;1994-1995;5.3;-12.0;-2.9;5.3;15.3;31.0;8;8.0;33.0
182;310;306;1995-1996;4.5;-14.0;-3.8;4.5;13.8;27.0;8;8.0;35.0
183;310;306;1995-1997;4.7;-7.0;-0.8;4.7;11.0;19.0;8;8.0;28.0
184;310;306;1996-1997;5.8;-12.0;-2.6;5.8;15.9;30.0;8;8.0;32.0
185;310;306;1997-1998;7.4;-11.0;-1.3;7.4;17.8;33.0;8;8.0;28.0
186;310;306;1997-1999;6.2;-6.0;0.2;6.2;12.7;21.0;7;7.0;24.0
187;310;306;1998-1999;6.0;-13.0;-2.8;6.0;16.1;29.0;8;8.0;32.0
188;310;306;1999-2000;7.8;-11.0;-1.0;7.8;18.1;34.0;8;8.0;28.0
189;310;307;1977-1979;2.1;-12.0;-2.6;2.1;8.5;20.0;42;42.0;35.0
190;310;307;1979-1981;-1.9;-17.0;-6.5;-1.9;3.2;13.0;45;45.0;62.0
191;310;307;1981-1983;-2.6;-17.0;-7.6;-2.6;1.9;15.0;45;45.0;67.0
192;310;307;1983-1985;-0.8;-14.0;-5.6;-0.8;4.9;18.0;46;46.0;56.0
193;310;307;1984-1985;1.5;-18.0;-4.7;1.5;9.4;26.0;44;44.0;42.0
194;310;307;1985-1986;4.4;-16.0;-2.2;4.4;12.5;32.0;45;45.0;31.0
195;310;307;1985-1987;4.3;-8.0;-0.2;4.3;10.7;21.0;46;46.0;26.0
196;310;307;1986-1987;3.6;-15.0;-2.5;3.6;12.7;30.0;45;45.0;31.0
197;310;307;1987-1988;1.4;-16.0;-3.8;1.4;9.6;23.0;47;47.0;41.0
198;310;307;1987-1989;2.3;-9.0;-1.5;2.3;8.7;18.0;49;49.0;33.0
199;310;307;1988-1989;2.6;-14.0;-2.3;2.6;11.4;27.0;48;48.0;33.0
200;310;307;1989-1990;4.3;-13.0;-2.0;4.3;13.0;28.0;48;48.0;30.0
201;310;307;1989-1991;2.9;-9.0;-1.5;2.9;9.6;20.0;49;49.0;32.0
202;310;307;1990-1991;1.1;-16.0;-3.9;1.1;9.1;25.0;48;48.0;44.0
203;310;307;1991-1992;0.8;-14.0;-3.9;0.8;8.2;22.0;48;48.0;43.0
204;310;307;1991-1993;1.1;-11.0;-2.8;1.1;6.8;15.0;49;49.0;40.0
205;310;307;1992-1993;1.2;-16.0;-4.0;1.2;8.1;21.0;48;48.0;39.0
206;310;307;1993-1994;0.3;-17.0;-4.9;0.3;7.9;23.0;48;48.0;48.0
207;310;307;1993-1995;0.8;-10.0;-3.1;0.8;6.6;16.0;49;49.0;43.0
208;310;307;1994-1995;1.3;-14.0;-3.6;1.3;9.0;25.0;48;48.0;40.0
209;310;307;1995-1996;1.6;-14.0;-3.4;1.6;8.9;24.0;48;48.0;38.0
210;310;307;1995-1997;1.7;-10.0;-2.3;1.7;7.5;17.0;49;49.0;36.0
211;310;307;1996-1997;1.6;-14.0;-3.7;1.6;9.8;24.0;48;48.0;39.0
212;310;307;1997-1998;2.9;-13.0;-2.4;2.9;10.1;25.0;47;47.0;33.0
213;310;307;1997-1999;2.1;-9.0;-1.9;2.1;8.1;18.0;48;48.0;33.0
214;310;307;1998-1999;1.3;-15.0;-3.7;1.3;9.5;25.0;48;48.0;39.0
215;310;307;1999-2000;2.0;-14.0;-2.9;2.0;10.8;26.0;47;47.0;37.0
216;310;308;1977-1979;1.6;-13.0;-3.3;1.6;5.8;17.0;26;26.0;38.0
217;310;308;1979-1981;-2.1;-17.0;-6.1;-2.1;1.6;12.0;29;29.0;67.0
218;310;308;1981-1983;-2.8;-18.0;-7.5;-2.8;0.6;12.0;27;27.0;72.0
219;310;308;1983-1985;-0.7;-15.0;-5.4;-0.7;4.8;19.0;28;28.0;55.0
220;310;308;1984-1985;1.0;-19.0;-5.0;1.0;7.7;24.0;27;27.0;45.0
221;310;308;1985-1986;3.9;-15.0;-1.2;3.9;10.8;28.0;28;28.0;29.0
222;310;308;1985-1987;3.5;-9.0;-0.9;3.5;8.9;21.0;29;29.0;28.0
223;310;308;1986-1987;2.8;-17.0;-2.7;2.8;10.0;27.0;28;28.0;31.0
224;310;308;1987-1988;0.6;-16.0;-3.9;0.6;7.0;21.0;29;29.0;44.0
225;310;308;1987-1989;1.1;-9.0;-2.2;1.1;6.3;16.0;30;30.0;36.0
226;310;308;1988-1989;1.6;-14.0;-2.2;1.6;8.5;24.0;29;29.0;34.0
227;310;308;1989-1990;2.9;-14.0;-2.3;2.9;10.4;26.0;30;30.0;32.0
228;310;308;1989-1991;1.8;-10.0;-2.2;1.8;7.5;18.0;32;32.0;36.0
229;310;308;1990-1991;0.3;-16.0;-3.9;0.3;7.0;24.0;31;31.0;48.0
230;310;308;1991-1992;0.2;-15.0;-4.3;0.2;5.7;19.0;32;32.0;47.0
231;310;308;1991-1993;0.5;-11.0;-3.4;0.5;4.7;14.0;33;33.0;44.0
232;310;308;1992-1993;0.8;-16.0;-4.1;0.8;6.0;19.0;32;32.0;41.0
233;310;308;1993-1994;-0.5;-17.0;-5.2;-0.5;6.0;20.0;32;32.0;53.0
234;310;308;1993-1995;0.2;-11.0;-3.6;0.2;4.8;15.0;34;34.0;48.0
235;310;308;1994-1995;0.8;-15.0;-3.7;0.8;6.7;22.0;33;33.0;42.0
236;310;308;1995-1996;1.1;-15.0;-3.5;1.1;6.9;21.0;34;34.0;39.0
237;310;308;1995-1997;1.0;-10.0;-2.9;1.0;5.6;15.0;35;35.0;39.0
238;310;308;1996-1997;0.9;-14.0;-4.2;0.9;7.4;21.0;34;34.0;42.0
239;310;308;1997-1998;2.4;-13.0;-2.6;2.4;7.9;22.0;35;35.0;34.0
240;310;308;1997-1999;1.5;-10.0;-2.4;1.5;6.0;16.0;35;35.0;36.0
241;310;308;1998-1999;0.7;-15.0;-4.0;0.7;7.2;23.0;35;35.0;41.0
242;310;308;1999-2000;1.1;-14.0;-3.3;1.1;8.6;24.0;35;35.0;39.0
243;310;309;1977-1979;3.8;-11.0;-1.9;3.8;12.4;23.0;16;16.0;31.0
244;310;309;1979-1981;-1.0;-17.0;-7.2;-1.0;5.0;15.0;16;16.0;55.0
245;310;309;1981-1983;-2.1;-17.0;-7.8;-2.1;4.4;18.0;18;18.0;59.0
246;310;309;1983-1985;-1.0;-14.0;-5.8;-1.0;5.0;16.0;18;18.0;57.0
247;310;309;1984-1985;2.8;-18.0;-4.3;2.8;12.1;28.0;17;17.0;38.0
248;310;309;1985-1986;5.2;-16.0;-3.6;5.2;16.2;38.0;17;17.0;34.0
249;310;309;1985-1987;6.1;-7.0;0.9;6.1;12.5;22.0;18;18.0;22.0
250;310;309;1986-1987;6.2;-13.0;-2.1;6.2;15.5;34.0;17;17.0;31.0
251;310;309;1987-1988;3.8;-15.0;-3.7;3.8;13.1;26.0;18;18.0;36.0
252;310;309;1987-1989;4.8;-7.0;-0.5;4.8;11.2;20.0;19;19.0;26.0
253;310;309;1988-1989;5.1;-13.0;-2.5;5.1;15.0;31.0;19;19.0;31.0
254;310;309;1989-1990;6.9;-13.0;-1.4;6.9;16.4;31.0;19;19.0;28.0
255;310;309;1989-1991;5.7;-7.0;0.0;5.7;12.5;21.0;17;17.0;25.0
256;310;309;1990-1991;3.3;-15.0;-4.0;3.3;12.7;27.0;17;17.0;38.0
257;310;309;1991-1992;3.6;-13.0;-2.9;3.6;12.4;25.0;17;17.0;35.0
258;310;309;1991-1993;3.8;-9.0;-1.6;3.8;9.8;17.0;16;16.0;32.0
259;310;309;1992-1993;3.4;-16.0;-3.7;3.4;11.7;24.0;16;16.0;36.0
260;310;309;1993-1994;3.0;-16.0;-4.3;3.0;11.7;26.0;15;15.0;39.0
261;310;309;1993-1995;3.4;-9.0;-1.9;3.4;9.7;19.0;15;15.0;33.0
262;310;309;1994-1995;4.0;-14.0;-3.2;4.0;13.9;29.0;15;15.0;35.0
263;310;309;1995-1996;4.0;-14.0;-3.2;4.0;13.3;27.0;14;14.0;35.0
264;310;309;1995-1997;4.8;-7.0;-0.6;4.8;11.2;20.0;14;14.0;27.0
265;310;309;1996-1997;5.3;-12.0;-2.1;5.3;14.7;28.0;13;13.0;31.0
266;310;309;1997-1998;5.7;-12.0;-1.6;5.7;15.5;29.0;13;13.0;29.0
267;310;309;1997-1999;5.5;-7.0;-0.2;5.5;12.2;21.0;13;13.0;26.0
268;310;309;1998-1999;4.9;-13.0;-2.6;4.9;14.8;30.0;13;13.0;32.0
269;310;309;1999-2000;6.0;-13.0;-1.7;6.0;15.8;32.0;13;13.0;30.0
270;301;310;1977-1979;1.7;-7.0;-0.5;1.7;5.4;19.0;9;;27.0
271;301;310;1979-1981;-1.7;-10.0;-4.1;-1.7;1.6;14.0;9;;67.0
272;301;310;1981-1983;-2.5;-11.0;-4.9;-2.5;0.4;7.0;9;100.0;73.0
273;301;310;1983-1985;-1.4;-9.0;-3.6;-1.4;3.8;17.0;11;100.0;59.0
274;301;310;1984-1985;0.1;-13.0;-3.7;0.1;7.8;31.0;14;;49.0
275;301;310;1985-1986;2.2;-10.0;-1.2;2.2;9.2;33.0;14;;34.0
276;301;310;1985-1987;2.2;-7.0;-0.9;2.2;8.4;24.0;14;;31.0
277;301;310;1986-1987;1.8;-9.0;-2.0;1.8;10.1;34.0;13;;34.0
278;301;310;1987-1988;0.6;-11.0;-2.0;0.6;9.1;33.0;13;100.0;44.0
279;301;310;1987-1989;1.7;-5.0;-0.6;1.7;8.2;25.0;13;100.0;32.0
280;301;310;1988-1989;1.8;-8.0;-0.2;1.8;11.1;38.0;13;100.0;26.0
281;301;310;1989-1990;1.9;-10.0;-1.3;1.9;11.2;37.0;14;100.0;31.0
282;301;310;1989-1991;1.3;-6.0;-1.0;1.3;9.0;26.0;15;100.0;36.0
283;301;310;1990-1991;-0.1;-11.0;-2.3;-0.1;10.9;44.0;17;100.0;51.0
