ID;Bedrijfsgroep;Geslacht;Dienstvorm;Personen_1
238;413;Totaal mannen en vrouwen;Waterschap;1
239;413;Totaal mannen en vrouwen;Particulier;2438
240;413;Mannen;Totaal van alle dienstvormen;2425
241;413;Mannen;Staat;2
242;413;Mannen;Provincie;0
243;413;Mannen;Gemeente;21
244;413;Mannen;Waterschap;1
245;413;Mannen;Particulier;2401
246;413;Vrouwen;Totaal van alle dienstvormen;37
247;413;Vrouwen;Staat;0
248;413;Vrouwen;Provincie;0
249;413;Vrouwen;Gemeente;0
250;413;Vrouwen;Waterschap;0
251;413;Vrouwen;Particulier;37
252;416;Totaal mannen en vrouwen;Totaal van alle dienstvormen;10308
253;416;Totaal mannen en vrouwen;Staat;1
254;416;Totaal mannen en vrouwen;Provincie;0
255;416;Totaal mannen en vrouwen;Gemeente;37
256;416;Totaal mannen en vrouwen;Waterschap;0
257;416;Totaal mannen en vrouwen;Particulier;10270
258;416;Mannen;Totaal van alle dienstvormen;9710
259;416;Mannen;Staat;1
260;416;Mannen;Provincie;0
261;416;Mannen;Gemeente;34
262;416;Mannen;Waterschap;0
263;416;Mannen;Particulier;9675
264;416;Vrouwen;Totaal van alle dienstvormen;598
265;416;Vrouwen;Staat;0
266;416;Vrouwen;Provincie;0
267;416;Vrouwen;Gemeente;3
268;416;Vrouwen;Waterschap;0
269;416;Vrouwen;Particulier;595
270;417;Totaal mannen en vrouwen;Totaal van alle dienstvormen;3232
271;417;Totaal mannen en vrouwen;Staat;0
272;417;Totaal mannen en vrouwen;Provincie;0
273;417;Totaal mannen en vrouwen;Gemeente;748
274;417;Totaal mannen en vrouwen;Waterschap;0
275;417;Totaal mannen en vrouwen;Particulier;2484
276;417;Mannen;Totaal van alle dienstvormen;1882
277;417;Mannen;Staat;0
278;417;Mannen;Provincie;0
279;417;Mannen;Gemeente;91
280;417;Mannen;Waterschap;0
281;417;Mannen;Particulier;1791
282;417;Vrouwen;Totaal van alle dienstvormen;1350
283;417;Vrouwen;Staat;0
284;417;Vrouwen;Provincie;0
285;417;Vrouwen;Gemeente;657
286;417;Vrouwen;Waterschap;0
287;417;Vrouwen;Particulier;693
288;419;Totaal mannen en vrouwen;Totaal van alle dienstvormen;64
289;419;Totaal mannen en vrouwen;Staat;0
290;419;Totaal mannen en vrouwen;Provincie;0
291;419;Totaal mannen en vrouwen;Gemeente;3
292;419;Totaal mannen en vrouwen;Waterschap;0
293;419;Totaal mannen en vrouwen;Particulier;61
294;419;Mannen;Totaal van alle dienstvormen;63
295;419;Mannen;Staat;0
296;419;Mannen;Provincie;0
297;419;Mannen;Gemeente;3
298;419;Mannen;Waterschap;0
299;419;Mannen;Particulier;60
300;419;Vrouwen;Totaal van alle dienstvormen;1
301;419;Vrouwen;Staat;0
302;419;Vrouwen;Provincie;0
303;419;Vrouwen;Gemeente;0
304;419;Vrouwen;Waterschap;0
305;419;Vrouwen;Particulier;1
306;420;Totaal mannen en vrouwen;Totaal van alle dienstvormen;7292
307;420;Totaal mannen en vrouwen;Staat;13
308;420;Totaal mannen en vrouwen;Provincie;0
309;420;Totaal mannen en vrouwen;Gemeente;7003
310;420;Totaal mannen en vrouwen;Waterschap;1
311;420;Totaal mannen en vrouwen;Particulier;275
312;420;Mannen;Totaal van alle dienstvormen;7190
313;420;Mannen;Staat;12
314;420;Mannen;Provincie;0
315;420;Mannen;Gemeente;6910
316;420;Mannen;Waterschap;1
317;420;Mannen;Particulier;267
318;420;Vrouwen;Totaal van alle dienstvormen;102
319;420;Vrouwen;Staat;1
320;420;Vrouwen;Provincie;0
321;420;Vrouwen;Gemeente;93
322;420;Vrouwen;Waterschap;0
323;420;Vrouwen;Particulier;8
324;517;Totaal mannen en vrouwen;Totaal van alle dienstvormen;280
325;517;Totaal mannen en vrouwen;Staat;48
326;517;Totaal mannen en vrouwen;Provincie;0
327;517;Totaal mannen en vrouwen;Gemeente;0
328;517;Totaal mannen en vrouwen;Waterschap;0
329;517;Totaal mannen en vrouwen;Particulier;232
330;517;Mannen;Totaal van alle dienstvormen;270
331;517;Mannen;Staat;48
332;517;Mannen;Provincie;0
333;517;Mannen;Gemeente;0
334;517;Mannen;Waterschap;0
335;517;Mannen;Particulier;222
336;517;Vrouwen;Totaal van alle dienstvormen;10
337;517;Vrouwen;Staat;0
338;517;Vrouwen;Provincie;0
339;517;Vrouwen;Gemeente;0
340;517;Vrouwen;Waterschap;0
341;517;Vrouwen;Particulier;10
342;524;Totaal mannen en vrouwen;Totaal van alle dienstvormen;1774
343;524;Totaal mannen en vrouwen;Staat;4
344;524;Totaal mannen en vrouwen;Provincie;0
345;524;Totaal mannen en vrouwen;Gemeente;0
346;524;Totaal mannen en vrouwen;Waterschap;0
347;524;Totaal mannen en vrouwen;Particulier;1770
348;524;Mannen;Totaal van alle dienstvormen;1243
349;524;Mannen;Staat;4
350;524;Mannen;Provincie;0
351;524;Mannen;Gemeente;0
352;524;Mannen;Waterschap;0
353;524;Mannen;Particulier;1239
354;524;Vrouwen;Totaal van alle dienstvormen;531
355;524;Vrouwen;Staat;0
356;524;Vrouwen;Provincie;0
357;524;Vrouwen;Gemeente;0
358;524;Vrouwen;Waterschap;0
359;524;Vrouwen;Particulier;531
360;529;Totaal mannen en vrouwen;Totaal van alle dienstvormen;4301
361;529;Totaal mannen en vrouwen;Staat;1
362;529;Totaal mannen en vrouwen;Provincie;0
363;529;Totaal mannen en vrouwen;Gemeente;53
364;529;Totaal mannen en vrouwen;Waterschap;0
365;529;Totaal mannen en vrouwen;Particulier;4247
366;529;Mannen;Totaal van alle dienstvormen;1819
367;529;Mannen;Staat;1
368;529;Mannen;Provincie;0
369;529;Mannen;Gemeente;35
370;529;Mannen;Waterschap;0
371;529;Mannen;Particulier;1783
372;529;Vrouwen;Totaal van alle dienstvormen;2482
373;529;Vrouwen;Staat;0
374;529;Vrouwen;Provincie;0
375;529;Vrouwen;Gemeente;18
376;529;Vrouwen;Waterschap;0
377;529;Vrouwen;Particulier;2464
378;603;Totaal mannen en vrouwen;Totaal van alle dienstvormen;5285
379;603;Totaal mannen en vrouwen;Staat;0
380;603;Totaal mannen en vrouwen;Provincie;0
381;603;Totaal mannen en vrouwen;Gemeente;9
382;603;Totaal mannen en vrouwen;Waterschap;0
383;603;Totaal mannen en vrouwen;Particulier;5276
384;603;Mannen;Totaal van alle dienstvormen;5266
385;603;Mannen;Staat;0
386;603;Mannen;Provincie;0
387;603;Mannen;Gemeente;9
388;603;Mannen;Waterschap;0
389;603;Mannen;Particulier;5257
390;603;Vrouwen;Totaal van alle dienstvormen;19
391;603;Vrouwen;Staat;0
392;603;Vrouwen;Provincie;0
393;603;Vrouwen;Gemeente;0
394;603;Vrouwen;Waterschap;0
395;603;Vrouwen;Particulier;19
396;611;Totaal mannen en vrouwen;Totaal van alle dienstvormen;18429
397;611;Totaal mannen en vrouwen;Staat;0
398;611;Totaal mannen en vrouwen;Provincie;0
399;611;Totaal mannen en vrouwen;Gemeente;10
400;611;Totaal mannen en vrouwen;Waterschap;0
401;611;Totaal mannen en vrouwen;Particulier;18419
402;611;Mannen;Totaal van alle dienstvormen;18130
403;611;Mannen;Staat;0
404;611;Mannen;Provincie;0
405;611;Mannen;Gemeente;10
406;611;Mannen;Waterschap;0
407;611;Mannen;Particulier;18120
408;611;Vrouwen;Totaal van alle dienstvormen;299
409;611;Vrouwen;Staat;0
410;611;Vrouwen;Provincie;0
411;611;Vrouwen;Gemeente;0
412;611;Vrouwen;Waterschap;0
413;611;Vrouwen;Particulier;299
414;614;Totaal mannen en vrouwen;Totaal van alle dienstvormen;543
415;614;Totaal mannen en vrouwen;Staat;0
416;614;Totaal mannen en vrouwen;Provincie;0
417;614;Totaal mannen en vrouwen;Gemeente;1
418;614;Totaal mannen en vrouwen;Waterschap;0
419;614;Totaal mannen en vrouwen;Particulier;542
420;614;Mannen;Totaal van alle dienstvormen;505
421;614;Mannen;Staat;0
422;614;Mannen;Provincie;0
423;614;Mannen;Gemeente;1
424;614;Mannen;Waterschap;0
425;614;Mannen;Particulier;504
426;614;Vrouwen;Totaal van alle dienstvormen;38
427;614;Vrouwen;Staat;0
428;614;Vrouwen;Provincie;0
429;614;Vrouwen;Gemeente;0
430;614;Vrouwen;Waterschap;0
431;614;Vrouwen;Particulier;38
432;616;Totaal mannen en vrouwen;Totaal van alle dienstvormen;3583
433;616;Totaal mannen en vrouwen;Staat;0
434;616;Totaal mannen en vrouwen;Provincie;0
435;616;Totaal mannen en vrouwen;Gemeente;20
436;616;Totaal mannen en vrouwen;Waterschap;0
437;616;Totaal mannen en vrouwen;Particulier;3563
438;616;Mannen;Totaal van alle dienstvormen;3559
439;616;Mannen;Staat;0
440;616;Mannen;Provincie;0
441;616;Mannen;Gemeente;20
442;616;Mannen;Waterschap;0
443;616;Mannen;Particulier;3539
444;616;Vrouwen;Totaal van alle dienstvormen;24
445;616;Vrouwen;Staat;0
446;616;Vrouwen;Provincie;0
447;616;Vrouwen;Gemeente;0
448;616;Vrouwen;Waterschap;0
449;616;Vrouwen;Particulier;24
450;617;Totaal mannen en vrouwen;Totaal van alle dienstvormen;853
451;617;Totaal mannen en vrouwen;Staat;1
452;617;Totaal mannen en vrouwen;Provincie;0
453;617;Totaal mannen en vrouwen;Gemeente;8
454;617;Totaal mannen en vrouwen;Waterschap;0
455;617;Totaal mannen en vrouwen;Particulier;844
456;617;Mannen;Totaal van alle dienstvormen;841
457;617;Mannen;Staat;1
458;617;Mannen;Provincie;0
459;617;Mannen;Gemeente;7
460;617;Mannen;Waterschap;0
461;617;Mannen;Particulier;833
462;617;Vrouwen;Totaal van alle dienstvormen;12
463;617;Vrouwen;Staat;0
464;617;Vrouwen;Provincie;0
465;617;Vrouwen;Gemeente;1
466;617;Vrouwen;Waterschap;0
467;617;Vrouwen;Particulier;11
468;618;Totaal mannen en vrouwen;Totaal van alle dienstvormen;1049
469;618;Totaal mannen en vrouwen;Staat;0
470;618;Totaal mannen en vrouwen;Provincie;0
471;618;Totaal mannen en vrouwen;Gemeente;33
472;618;Totaal mannen en vrouwen;Waterschap;0
473;618;Totaal mannen en vrouwen;Particulier;1016
474;618;Mannen;Totaal van alle dienstvormen;1025
475;618;Mannen;Staat;0
476;618;Mannen;Provincie;0
477;618;Mannen;Gemeente;33
478;618;Mannen;Waterschap;0
479;618;Mannen;Particulier;992
480;618;Vrouwen;Totaal van alle dienstvormen;24
481;618;Vrouwen;Staat;0
482;618;Vrouwen;Provincie;0
483;618;Vrouwen;Gemeente;0
484;618;Vrouwen;Waterschap;0
485;618;Vrouwen;Particulier;24
486;620;Totaal mannen en vrouwen;Totaal van alle dienstvormen;2028
487;620;Totaal mannen en vrouwen;Staat;0
488;620;Totaal mannen en vrouwen;Provincie;0
489;620;Totaal mannen en vrouwen;Gemeente;24
490;620;Totaal mannen en vrouwen;Waterschap;0
491;620;Totaal mannen en vrouwen;Particulier;2004
492;620;Mannen;Totaal van alle dienstvormen;1813
493;620;Mannen;Staat;0
494;620;Mannen;Provincie;0
495;620;Mannen;Gemeente;24
496;620;Mannen;Waterschap;0
497;620;Mannen;Particulier;1789
498;620;Vrouwen;Totaal van alle dienstvormen;215
499;620;Vrouwen;Staat;0
500;620;Vrouwen;Provincie;0
501;620;Vrouwen;Gemeente;0
502;620;Vrouwen;Waterschap;0
503;620;Vrouwen;Particulier;215
504;701;Totaal mannen en vrouwen;Totaal van alle dienstvormen;71044
505;701;Totaal mannen en vrouwen;Staat;194
506;701;Totaal mannen en vrouwen;Provincie;0
507;701;Totaal mannen en vrouwen;Gemeente;34
508;701;Totaal mannen en vrouwen;Waterschap;0
509;701;Totaal mannen en vrouwen;Particulier;70816
510;701;Mannen;Totaal van alle dienstvormen;27661
511;701;Mannen;Staat;135
512;701;Mannen;Provincie;0
513;701;Mannen;Gemeente;31
514;701;Mannen;Waterschap;0
515;701;Mannen;Particulier;27495
516;701;Vrouwen;Totaal van alle dienstvormen;43383
517;701;Vrouwen;Staat;59
518;701;Vrouwen;Provincie;0
519;701;Vrouwen;Gemeente;3
520;701;Vrouwen;Waterschap;0
521;701;Vrouwen;Particulier;43321
522;716;Totaal mannen en vrouwen;Totaal van alle dienstvormen;19436
523;716;Totaal mannen en vrouwen;Staat;37
524;716;Totaal mannen en vrouwen;Provincie;0
525;716;Totaal mannen en vrouwen;Gemeente;176
526;716;Totaal mannen en vrouwen;Waterschap;1
527;716;Totaal mannen en vrouwen;Particulier;19222
528;716;Mannen;Totaal van alle dienstvormen;6162
529;716;Mannen;Staat;27
530;716;Mannen;Provincie;0
531;716;Mannen;Gemeente;41
532;716;Mannen;Waterschap;1
533;716;Mannen;Particulier;6093
534;716;Vrouwen;Totaal van alle dienstvormen;13274
535;716;Vrouwen;Staat;10
536;716;Vrouwen;Provincie;0
537;716;Vrouwen;Gemeente;135
538;716;Vrouwen;Waterschap;0
539;716;Vrouwen;Particulier;13129
540;718;Totaal mannen en vrouwen;Totaal van alle dienstvormen;880
541;718;Totaal mannen en vrouwen;Staat;0
542;718;Totaal mannen en vrouwen;Provincie;0
543;718;Totaal mannen en vrouwen;Gemeente;359
544;718;Totaal mannen en vrouwen;Waterschap;0
545;718;Totaal mannen en vrouwen;Particulier;521
546;718;Mannen;Totaal van alle dienstvormen;558
547;718;Mannen;Staat;0
548;718;Mannen;Provincie;0
549;718;Mannen;Gemeente;209
550;718;Mannen;Waterschap;0
551;718;Mannen;Particulier;349
552;718;Vrouwen;Totaal van alle dienstvormen;322
553;718;Vrouwen;Staat;0
554;718;Vrouwen;Provincie;0
555;718;Vrouwen;Gemeente;150
556;718;Vrouwen;Waterschap;0
557;718;Vrouwen;Particulier;172
558;904;Totaal mannen en vrouwen;Totaal van alle dienstvormen;31773
559;904;Totaal mannen en vrouwen;Staat;9
560;904;Totaal mannen en vrouwen;Provincie;0
561;904;Totaal mannen en vrouwen;Gemeente;2
562;904;Totaal mannen en vrouwen;Waterschap;0
563;904;Totaal mannen en vrouwen;Particulier;31762
564;904;Mannen;Totaal van alle dienstvormen;28797
565;904;Mannen;Staat;9
566;904;Mannen;Provincie;0
567;904;Mannen;Gemeente;2
568;904;Mannen;Waterschap;0
569;904;Mannen;Particulier;28786
570;904;Vrouwen;Totaal van alle dienstvormen;2976
571;904;Vrouwen;Staat;0
572;904;Vrouwen;Provincie;0
573;904;Vrouwen;Gemeente;0
574;904;Vrouwen;Waterschap;0
575;904;Vrouwen;Particulier;2976
576;905;Totaal mannen en vrouwen;Totaal van alle dienstvormen;2577
577;905;Totaal mannen en vrouwen;Staat;12
578;905;Totaal mannen en vrouwen;Provincie;0
579;905;Totaal mannen en vrouwen;Gemeente;1
580;905;Totaal mannen en vrouwen;Waterschap;0
581;905;Totaal mannen en vrouwen;Particulier;2564
582;905;Mannen;Totaal van alle dienstvormen;2265
583;905;Mannen;Staat;12
584;905;Mannen;Provincie;0
585;905;Mannen;Gemeente;1
586;905;Mannen;Waterschap;0
587;905;Mannen;Particulier;2252
588;905;Vrouwen;Totaal van alle dienstvormen;312
589;905;Vrouwen;Staat;0
590;905;Vrouwen;Provincie;0
591;905;Vrouwen;Gemeente;0
592;905;Vrouwen;Waterschap;0
593;905;Vrouwen;Particulier;312
594;X, 6. Veenderijen;Totaal mannen en vrouwen;Totaal van alle dienstvormen;10571
595;X, 6. Veenderijen;Totaal mannen en vrouwen;Staat;0
596;X, 6. Veenderijen;Totaal mannen en vrouwen;Provincie;0
597;X, 6. Veenderijen;Totaal mannen en vrouwen;Gemeente;112
598;X, 6. Veenderijen;Totaal mannen en vrouwen;Waterschap;11
599;X, 6. Veenderijen;Totaal mannen en vrouwen;Particulier;10448
600;X, 6. Veenderijen;Mannen;Totaal van alle dienstvormen;8767
601;X, 6. Veenderijen;Mannen;Staat;0
602;X, 6. Veenderijen;Mannen;Provincie;0
603;X, 6. Veenderijen;Mannen;Gemeente;111
604;X, 6. Veenderijen;Mannen;Waterschap;11
605;X, 6. Veenderijen;Mannen;Particulier;8645
606;X, 6. Veenderijen;Vrouwen;Totaal van alle dienstvormen;1804
607;X, 6. Veenderijen;Vrouwen;Staat;0
608;X, 6. Veenderijen;Vrouwen;Provincie;0
609;X, 6. Veenderijen;Vrouwen;Gemeente;1
610;X, 6. Veenderijen;Vrouwen;Waterschap;0
611;X, 6. Veenderijen;Vrouwen;Particulier;1803
612;X, 7. Turfstrooiselfabrieken;Totaal mannen en vrouwen;Totaal van alle dienstvormen;275
613;X, 7. Turfstrooiselfabrieken;Totaal mannen en vrouwen;Staat;0
614;X, 7. Turfstrooiselfabrieken;Totaal mannen en vrouwen;Provincie;0
615;X, 7. Turfstrooiselfabrieken;Totaal mannen en vrouwen;Gemeente;11
616;X, 7. Turfstrooiselfabrieken;Totaal mannen en vrouwen;Waterschap;0
617;X, 7. Turfstrooiselfabrieken;Totaal mannen en vrouwen;Particulier;264
618;X, 7. Turfstrooiselfabrieken;Mannen;Totaal van alle dienstvormen;262
619;X, 7. Turfstrooiselfabrieken;Mannen;Staat;0
620;X, 7. Turfstrooiselfabrieken;Mannen;Provincie;0
621;X, 7. Turfstrooiselfabrieken;Mannen;Gemeente;11
622;X, 7. Turfstrooiselfabrieken;Mannen;Waterschap;0
623;X, 7. Turfstrooiselfabrieken;Mannen;Particulier;251
624;X, 7. Turfstrooiselfabrieken;Vrouwen;Totaal van alle dienstvormen;13
