ID;NederlandseZeehavens;Vervoerstroom;SoortLading;Perioden;BrutoplusgewichtOvergeslagenGoederen_1
788;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2019 1e kwartaal;21671
789;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2019 2e kwartaal;19691
790;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2019 3e kwartaal;19606
791;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2019 4e kwartaal;19468
792;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2019;80436
793;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2020 1e kwartaal;18981
794;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2020 2e kwartaal;18625
795;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2020 3e kwartaal;16668
796;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2020 4e kwartaal;20079
797;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2020;74353
798;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2021 1e kwartaal;20006
799;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2021 2e kwartaal;17841
800;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2021 3e kwartaal;19398
801;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2021 4e kwartaal;18224
802;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2021;75468
803;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2022 1e kwartaal;16524
804;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2022 2e kwartaal;20437
805;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2022 3e kwartaal;18802
806;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2022 4e kwartaal;18173
807;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2022;73936
808;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2023 1e kwartaal;18953
809;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2023 2e kwartaal;16583
810;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2023 3e kwartaal;17381
811;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2023 4e kwartaal;16995
812;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2023;69912
813;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2024 1e kwartaal;18058
814;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2024 2e kwartaal;15752
815;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Natte bulk lading;2024 3e kwartaal;16679
816;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2015 1e kwartaal;15658
817;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2015 2e kwartaal;16367
818;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2015 3e kwartaal;15270
819;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2015 4e kwartaal;15242
820;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2015;62537
821;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2016 1e kwartaal;14883
822;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2016 2e kwartaal;15831
823;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2016 3e kwartaal;15743
824;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2016 4e kwartaal;16188
825;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2016;62645
826;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2017 1e kwartaal;16779
827;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2017 2e kwartaal;17367
828;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2017 3e kwartaal;18135
829;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2017 4e kwartaal;18325
830;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2017;70606
831;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2018 1e kwartaal;17325
832;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2018 2e kwartaal;18197
833;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2018 3e kwartaal;18350
834;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2018 4e kwartaal;19009
835;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2018;72882
836;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2019 1e kwartaal;18571
837;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2019 2e kwartaal;19173
838;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2019 3e kwartaal;18477
839;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2019 4e kwartaal;19246
840;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2019;75467
841;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2020 1e kwartaal;18680
842;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2020 2e kwartaal;17795
843;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2020 3e kwartaal;19156
844;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2020 4e kwartaal;19974
845;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2020;75606
846;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2021 1e kwartaal;18525
847;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2021 2e kwartaal;19627
848;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2021 3e kwartaal;19013
849;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2021 4e kwartaal;18436
850;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2021;75600
851;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2022 1e kwartaal;16747
852;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2022 2e kwartaal;16098
853;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2022 3e kwartaal;16678
854;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2022 4e kwartaal;16113
855;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2022;65636
856;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2023 1e kwartaal;14633
857;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2023 2e kwartaal;14794
858;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2023 3e kwartaal;15387
859;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2023 4e kwartaal;15177
860;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2023;59991
861;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2024 1e kwartaal;15130
862;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2024 2e kwartaal;15459
863;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Containers;2024 3e kwartaal;15351
864;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2015 1e kwartaal;5521
865;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2015 2e kwartaal;5693
866;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2015 3e kwartaal;6154
867;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2015 4e kwartaal;5835
868;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2015;23203
869;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2016 1e kwartaal;5776
870;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2016 2e kwartaal;6177
871;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2016 3e kwartaal;6160
872;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2016 4e kwartaal;5994
873;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2016;24107
874;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2017 1e kwartaal;5917
875;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2017 2e kwartaal;6182
876;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2017 3e kwartaal;6254
877;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2017 4e kwartaal;6265
878;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2017;24617
879;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2018 1e kwartaal;5964
880;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2018 2e kwartaal;5807
881;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2018 3e kwartaal;6454
882;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2018 4e kwartaal;5703
883;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2018;23928
884;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2019 1e kwartaal;6717
885;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2019 2e kwartaal;5895
886;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2019 3e kwartaal;6277
887;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2019 4e kwartaal;6414
888;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2019;25303
889;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2020 1e kwartaal;6165
890;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2020 2e kwartaal;5060
891;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2020 3e kwartaal;6469
892;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2020 4e kwartaal;6852
893;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2020;24546
894;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2021 1e kwartaal;6034
895;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2021 2e kwartaal;6751
896;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2021 3e kwartaal;6749
897;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2021 4e kwartaal;6518
898;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2021;26051
899;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2022 1e kwartaal;6293
900;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2022 2e kwartaal;6718
901;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2022 3e kwartaal;6534
902;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2022 4e kwartaal;6127
903;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2022;25672
904;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2023 1e kwartaal;6015
905;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2023 2e kwartaal;6266
906;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2023 3e kwartaal;6185
907;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2023 4e kwartaal;5649
908;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2023;24114
909;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2024 1e kwartaal;5935
910;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2024 2e kwartaal;6133
911;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Roro-eenheden;2024 3e kwartaal;6176
912;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2015 1e kwartaal;1379
913;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2015 2e kwartaal;1418
914;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2015 3e kwartaal;1467
915;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2015 4e kwartaal;1394
916;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2015;5659
917;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2016 1e kwartaal;1249
918;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2016 2e kwartaal;1377
919;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2016 3e kwartaal;1313
920;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2016 4e kwartaal;1438
921;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2016;5377
922;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2017 1e kwartaal;1500
923;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2017 2e kwartaal;1446
924;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2017 3e kwartaal;1637
925;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2017 4e kwartaal;1408
926;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2017;5990
927;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2018 1e kwartaal;1421
928;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2018 2e kwartaal;1609
929;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2018 3e kwartaal;1734
930;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2018 4e kwartaal;1424
931;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2018;6189
932;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2019 1e kwartaal;1401
933;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2019 2e kwartaal;1355
934;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2019 3e kwartaal;1415
935;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2019 4e kwartaal;1559
936;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2019;5730
937;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2020 1e kwartaal;1505
938;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2020 2e kwartaal;1351
939;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2020 3e kwartaal;1328
940;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2020 4e kwartaal;1562
941;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2020;5747
942;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2021 1e kwartaal;1480
943;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2021 2e kwartaal;1409
944;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2021 3e kwartaal;1290
945;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2021 4e kwartaal;1408
946;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2021;5587
947;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2022 1e kwartaal;1477
948;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2022 2e kwartaal;1480
949;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2022 3e kwartaal;1284
950;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2022 4e kwartaal;1331
951;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2022;5571
952;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2023 1e kwartaal;1438
953;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2023 2e kwartaal;3214
954;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2023 3e kwartaal;1363
955;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2023 4e kwartaal;1275
956;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2023;7289
957;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2024 1e kwartaal;1493
958;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2024 2e kwartaal;1935
959;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Stukgoederen/Overig;2024 3e kwartaal;1705
960;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2015 1e kwartaal;189
961;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2015 2e kwartaal;238
962;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2015 3e kwartaal;272
963;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2015 4e kwartaal;191
964;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2015;891
965;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2016 1e kwartaal;161
966;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2016 2e kwartaal;214
967;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2016 3e kwartaal;187
968;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2016 4e kwartaal;217
969;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2016;779
970;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2017 1e kwartaal;186
971;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2017 2e kwartaal;210
972;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2017 3e kwartaal;153
973;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2017 4e kwartaal;171
974;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2017;720
975;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2018 1e kwartaal;167
976;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2018 2e kwartaal;219
977;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2018 3e kwartaal;139
978;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2018 4e kwartaal;123
979;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2018;649
980;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2019 1e kwartaal;156
981;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2019 2e kwartaal;153
982;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2019 3e kwartaal;213
983;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2019 4e kwartaal;130
984;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2019;652
985;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2020 1e kwartaal;197
986;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2020 2e kwartaal;151
987;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2020 3e kwartaal;145
988;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2020 4e kwartaal;147
989;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2020;641
990;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2021 1e kwartaal;195
991;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2021 2e kwartaal;205
992;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2021 3e kwartaal;237
993;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2021 4e kwartaal;203
994;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2021;840
995;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2022 1e kwartaal;126
996;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2022 2e kwartaal;216
997;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2022 3e kwartaal;260
998;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2022 4e kwartaal;224
999;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2022;826
1000;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2023 1e kwartaal;192
1001;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2023 2e kwartaal;170
1002;Totaal Nederlandse zeehavens;Afvoer naar buitenland;Onbekende verschijningsvorm;2023 3e kwartaal;186
