ID;Grootteklasse;RegioS;Rechtsvorm;Perioden;Bedrijven_1;TotaalAantalWerknemers_2;AantalVasteWerknemers_3;AantalLosseWerknemers_4;TotaalArbeid_5;ArbeidOndernemers_6;ArbeidHuwelijksPartners_7;ArbeidOverigeGezinsleden_8;NettoOmzet_9;TotaalBedrijfslasten_10;InkoopwaardeOmzet_11;Personeelslasten_12;OverigeBedrijfslasten_13;TotaalOverigeOpbrengstenEnLasten_14;SaldoInterest_15;SaldoBuitengewoneBatenEnLasten_16;ResultaatVoorBelastingen_17;TotaalInvesteringen_18;GrondEnTerreinen_19;Bedrijfsgebouwen_20;MachinesEnInstallaties_21;VrachtAutoSEnAanhangwagens_22;TotaalNettoOmzet_23;AanlegEnOnderhoudTuinenTerreinen_24;OnderhoudBermenEnWegen_25;BestratingsEnRioleringswerkzaamheden_26;OmzetTuincentrum_27;OverigeOmzet_28;TotaalInkoopwaardeOmzet_29;TotaalInkopenGrondEnHulpstoffen_30;Beplanting_31;DoodMateriaal_32;OverigeGrondEnHulpstoffen_33;KunstmestEnBestrijdingsmiddelen_34;WerkDoorDerden_35;TotaalPersoneelslasten_36;BrutoLonen_37;SocialeLasten_38;OverigePersoneelslasten_39;TotaalOverigeBedrijfslasten_40;BrandstoffenTrekkracht_41;TotaalAlgemeneKosten_42;Huisvestingskosten_43;HuurGebouwenEnTerreinen_44;HuurMachinesEnTransportmiddelen_45;Autokosten_46;KostenVanVerzekeringen_47;Reclamekosten_48;OverigeAlgemeneKosten_49;OverigeBetaaldArbeid_50;Afschrijvingen_51
80;Totaal grootteklassen;Zuid-Nederland;Totaal rechtsvormen;1990;512;2.0;0.7;1.2;455.0;398.0;53.0;3.0;105.0;98.0;31.0;45.0;22.0;-1.0;-1.0;0.0;-2.0;10.0;1.0;2.0;4.0;3.0;105.0;80.0;7.0;9.0;6.0;4.0;31.0;24.0;11.0;9.0;2.0;2.0;6.0;45.0;34.0;10.0;2.0;22.0;1.0;14.0;1.0;1.0;0.0;4.0;1.0;1.0;6.0;1.0;6.0
81;Totaal grootteklassen;Zuid-Nederland;Totaal rechtsvormen;1993;593;1.5;0.6;0.9;464.0;413.0;48.0;1.0;90.0;79.0;26.0;33.0;19.0;-2.0;-2.0;-1.0;9.0;8.0;1.0;1.0;4.0;2.0;90.0;76.0;5.0;3.0;3.0;3.0;26.0;21.0;9.0;8.0;4.0;1.0;4.0;33.0;25.0;7.0;1.0;19.0;1.0;13.0;1.0;1.0;1.0;4.0;1.0;1.0;5.0;1.0;5.0
82;Totaal grootteklassen;Zuid-Nederland;Totaal rechtsvormen;1996;703;1.8;1.1;0.7;728.0;660.0;63.0;4.0;128.0;110.0;40.0;42.0;28.0;-1.0;-1.0;1.0;18.0;14.0;1.0;3.0;5.0;5.0;128.0;109.0;7.0;3.0;5.0;4.0;40.0;33.0;13.0;16.0;3.0;1.0;7.0;42.0;31.0;8.0;2.0;28.0;2.0;17.0;2.0;1.0;1.0;5.0;1.0;1.0;7.0;3.0;7.0
83;Totaal grootteklassen;Zuid-Nederland;Totaal rechtsvormen;2000;912;2.4;2.0;0.4;892.0;839.0;51.0;4.0;210.0;179.0;62.0;67.0;50.0;-2.0;-1.0;-1.0;28.0;19.0;2.0;3.0;8.0;5.0;210.0;148.0;12.0;5.0;4.0;41.0;62.0;46.0;17.0;22.0;5.0;2.0;16.0;67.0;47.0;16.0;4.0;50.0;3.0;29.0;2.0;2.0;2.0;6.0;1.0;2.0;13.0;8.0;11.0
84;Totaal grootteklassen;Zuid-Nederland;Coöperatieve vereniging;1990;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85;Totaal grootteklassen;Zuid-Nederland;Coöperatieve vereniging;1993;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
86;Totaal grootteklassen;Zuid-Nederland;Coöperatieve vereniging;1996;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;Totaal grootteklassen;Zuid-Nederland;Coöperatieve vereniging;2000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;Totaal grootteklassen;Zuid-Nederland;Gezinsbedrijf;1990;432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;Totaal grootteklassen;Zuid-Nederland;Gezinsbedrijf;1993;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;Totaal grootteklassen;Zuid-Nederland;Gezinsbedrijf;1996;601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;Totaal grootteklassen;Zuid-Nederland;Gezinsbedrijf;2000;801;1.0;0.8;0.2;879.0;826.0;51.0;4.0;103.0;79.0;34.0;23.0;21.0;-2.0;-1.0;-1.0;22.0;13.0;2.0;3.0;4.0;4.0;103.0;90.0;2.0;2.0;4.0;5.0;34.0;29.0;11.0;15.0;3.0;1.0;5.0;23.0;17.0;5.0;1.0;21.0;1.0;13.0;1.0;0.0;1.0;4.0;1.0;1.0;5.0;2.0;5.0
92;Totaal grootteklassen;Zuid-Nederland;NV of BV;1990;73;1.3;0.5;0.8;0.0;0.0;0.0;0.0;59.0;56.0;16.0;28.0;12.0;-1.0;-1.0;0.0;1.0;5.0;0.0;0.0;3.0;1.0;59.0;42.0;6.0;6.0;2.0;2.0;16.0;11.0;5.0;4.0;1.0;1.0;5.0;28.0;21.0;6.0;1.0;12.0;1.0;7.0;0.0;1.0;0.0;2.0;0.0;1.0;3.0;1.0;3.0
93;Totaal grootteklassen;Zuid-Nederland;NV of BV;1993;89;0.9;0.4;0.5;0.0;0.0;0.0;0.0;48.0;46.0;12.0;23.0;11.0;-1.0;-1.0;-1.0;0.0;4.0;0.0;0.0;2.0;1.0;48.0;38.0;5.0;2.0;1.0;2.0;12.0;9.0;3.0;3.0;3.0;0.0;3.0;23.0;17.0;5.0;1.0;11.0;0.0;7.0;0.0;0.0;0.0;2.0;0.0;0.0;3.0;1.0;3.0
94;Totaal grootteklassen;Zuid-Nederland;NV of BV;1996;94;1.0;0.6;0.4;24.0;20.0;2.0;2.0;66.0;61.0;19.0;28.0;14.0;-1.0;0.0;0.0;4.0;5.0;0.0;1.0;2.0;1.0;66.0;53.0;7.0;1.0;3.0;2.0;19.0;14.0;5.0;7.0;1.0;0.0;5.0;28.0;21.0;5.0;1.0;14.0;1.0;9.0;1.0;0.0;1.0;2.0;0.0;0.0;4.0;2.0;3.0
95;Totaal grootteklassen;Zuid-Nederland;NV of BV;2000;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;Totaal grootteklassen;Zuid-Nederland;Andere rechtsvormen;1990;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;Totaal grootteklassen;Zuid-Nederland;Andere rechtsvormen;1993;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;Totaal grootteklassen;Zuid-Nederland;Andere rechtsvormen;1996;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;Totaal grootteklassen;Zuid-Nederland;Andere rechtsvormen;2000;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;Totaal grootteklassen;Groningen;Totaal rechtsvormen;1990;42;0.2;0.1;0.1;48.0;42.0;5.0;0.0;9.0;8.0;3.0;4.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;7.0;1.0;0.0;1.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;1.0;4.0;3.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
101;Totaal grootteklassen;Groningen;Totaal rechtsvormen;1993;51;0.1;0.1;0.1;44.0;39.0;4.0;0.0;8.0;7.0;2.0;3.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;8.0;7.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
102;Totaal grootteklassen;Groningen;Totaal rechtsvormen;1996;83;0.2;0.1;0.1;87.0;81.0;5.0;0.0;11.0;9.0;3.0;3.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;11.0;9.0;1.0;0.0;0.0;0.0;3.0;3.0;1.0;1.0;0.0;0.0;1.0;3.0;2.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
103;Totaal grootteklassen;Groningen;Totaal rechtsvormen;2000;109;0.2;0.2;0.0;106.0;99.0;6.0;1.0;22.0;23.0;7.0;7.0;8.0;0.0;0.0;0.0;-1.0;1.0;0.0;0.0;1.0;0.0;22.0;21.0;0.0;1.0;0.0;1.0;7.0;5.0;2.0;2.0;1.0;0.0;2.0;7.0;5.0;2.0;0.0;8.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;1.0
104;Totaal grootteklassen;Groningen;Coöperatieve vereniging;1990;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
105;Totaal grootteklassen;Groningen;Coöperatieve vereniging;1993;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
106;Totaal grootteklassen;Groningen;Coöperatieve vereniging;1996;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
107;Totaal grootteklassen;Groningen;Coöperatieve vereniging;2000;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
108;Totaal grootteklassen;Groningen;Gezinsbedrijf;1990;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;Totaal grootteklassen;Groningen;Gezinsbedrijf;1993;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;Totaal grootteklassen;Groningen;Gezinsbedrijf;1996;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;Totaal grootteklassen;Groningen;Gezinsbedrijf;2000;102;0.1;0.1;0.0;105.0;98.0;6.0;1.0;11.0;8.0;4.0;3.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;11.0;10.0;0.0;0.0;0.0;0.0;4.0;3.0;1.0;2.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
112;Totaal grootteklassen;Groningen;NV of BV;1990;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;Totaal grootteklassen;Groningen;NV of BV;1993;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;Totaal grootteklassen;Groningen;NV of BV;1996;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;Totaal grootteklassen;Groningen;NV of BV;2000;7;0.1;0.1;0.0;1.0;1.0;0.0;0.0;11.0;14.0;4.0;5.0;6.0;0.0;0.0;0.0;-3.0;0.0;0.0;0.0;0.0;0.0;11.0;11.0;0.0;0.0;0.0;0.0;4.0;2.0;1.0;0.0;0.0;0.0;2.0;5.0;4.0;1.0;0.0;6.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;0.0
116;Totaal grootteklassen;Groningen;Andere rechtsvormen;1990;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;Totaal grootteklassen;Groningen;Andere rechtsvormen;1993;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;Totaal grootteklassen;Groningen;Andere rechtsvormen;1996;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;Totaal grootteklassen;Groningen;Andere rechtsvormen;2000;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
120;Totaal grootteklassen;Friesland;Totaal rechtsvormen;1990;74;0.3;0.1;0.2;78.0;69.0;9.0;0.0;13.0;11.0;4.0;5.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;13.0;11.0;0.0;1.0;1.0;1.0;4.0;3.0;1.0;1.0;0.0;0.0;1.0;5.0;3.0;1.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
121;Totaal grootteklassen;Friesland;Totaal rechtsvormen;1993;93;0.1;0.0;0.1;76.0;66.0;9.0;0.0;7.0;6.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;7.0;6.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
122;Totaal grootteklassen;Friesland;Totaal rechtsvormen;1996;110;0.2;0.1;0.1;136.0;126.0;10.0;0.0;12.0;10.0;4.0;3.0;3.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;12.0;11.0;0.0;0.0;1.0;0.0;4.0;4.0;2.0;2.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
123;Totaal grootteklassen;Friesland;Totaal rechtsvormen;2000;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;Totaal grootteklassen;Friesland;Coöperatieve vereniging;1990;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
125;Totaal grootteklassen;Friesland;Coöperatieve vereniging;1993;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
126;Totaal grootteklassen;Friesland;Coöperatieve vereniging;1996;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
127;Totaal grootteklassen;Friesland;Coöperatieve vereniging;2000;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
128;Totaal grootteklassen;Friesland;Gezinsbedrijf;1990;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;Totaal grootteklassen;Friesland;Gezinsbedrijf;1993;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;Totaal grootteklassen;Friesland;Gezinsbedrijf;1996;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;Totaal grootteklassen;Friesland;Gezinsbedrijf;2000;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;Totaal grootteklassen;Friesland;NV of BV;1990;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;Totaal grootteklassen;Friesland;NV of BV;1993;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;Totaal grootteklassen;Friesland;NV of BV;1996;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;Totaal grootteklassen;Friesland;NV of BV;2000;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;Totaal grootteklassen;Friesland;Andere rechtsvormen;1990;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;Totaal grootteklassen;Friesland;Andere rechtsvormen;1993;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;Totaal grootteklassen;Friesland;Andere rechtsvormen;1996;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
139;Totaal grootteklassen;Friesland;Andere rechtsvormen;2000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;Totaal grootteklassen;Drenthe;Totaal rechtsvormen;1990;54;0.2;0.1;0.1;56.0;49.0;7.0;0.0;10.0;9.0;3.0;4.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;10.0;7.0;0.0;1.0;1.0;0.0;3.0;3.0;1.0;1.0;0.0;0.0;0.0;4.0;3.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
141;Totaal grootteklassen;Drenthe;Totaal rechtsvormen;1993;65;0.2;0.1;0.1;56.0;49.0;7.0;0.0;9.0;8.0;3.0;3.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;9.0;8.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;3.0;2.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
142;Totaal grootteklassen;Drenthe;Totaal rechtsvormen;1996;84;0.3;0.2;0.1;93.0;82.0;10.0;0.0;18.0;16.0;6.0;6.0;4.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;18.0;14.0;3.0;0.0;1.0;0.0;6.0;5.0;2.0;2.0;0.0;0.0;1.0;6.0;5.0;1.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
143;Totaal grootteklassen;Drenthe;Totaal rechtsvormen;2000;124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;Totaal grootteklassen;Drenthe;Coöperatieve vereniging;1990;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
145;Totaal grootteklassen;Drenthe;Coöperatieve vereniging;1993;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
146;Totaal grootteklassen;Drenthe;Coöperatieve vereniging;1996;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
147;Totaal grootteklassen;Drenthe;Coöperatieve vereniging;2000;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
148;Totaal grootteklassen;Drenthe;Gezinsbedrijf;1990;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;Totaal grootteklassen;Drenthe;Gezinsbedrijf;1993;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;Totaal grootteklassen;Drenthe;Gezinsbedrijf;1996;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;Totaal grootteklassen;Drenthe;Gezinsbedrijf;2000;110;0.1;0.1;0.0;119.0;113.0;5.0;1.0;17.0;10.0;5.0;3.0;2.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;1.0;0.0;17.0;16.0;0.0;0.0;0.0;1.0;5.0;4.0;1.0;2.0;0.0;0.0;1.0;3.0;2.0;1.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0
152;Totaal grootteklassen;Drenthe;NV of BV;1990;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;Totaal grootteklassen;Drenthe;NV of BV;1993;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;Totaal grootteklassen;Drenthe;NV of BV;1996;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;Totaal grootteklassen;Drenthe;NV of BV;2000;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Totaal grootteklassen;Drenthe;Andere rechtsvormen;1990;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;Totaal grootteklassen;Drenthe;Andere rechtsvormen;1993;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
158;Totaal grootteklassen;Drenthe;Andere rechtsvormen;1996;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;Totaal grootteklassen;Drenthe;Andere rechtsvormen;2000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;Totaal grootteklassen;Overijssel;Totaal rechtsvormen;1990;124;0.4;0.2;0.2;123.0;107.0;16.0;1.0;21.0;19.0;7.0;8.0;4.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;1.0;1.0;21.0;17.0;1.0;1.0;2.0;0.0;7.0;6.0;3.0;2.0;0.0;0.0;1.0;8.0;6.0;2.0;0.0;4.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
161;Totaal grootteklassen;Overijssel;Totaal rechtsvormen;1993;148;0.3;0.1;0.2;134.0;119.0;14.0;0.0;18.0;15.0;5.0;6.0;4.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;18.0;16.0;1.0;0.0;1.0;0.0;5.0;5.0;2.0;2.0;0.0;0.0;1.0;6.0;4.0;1.0;0.0;4.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
