ID;Geslacht;Onderwijssoort;Populatie;Herkomstgroepering;RegioS;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
9533;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Woonregio;Herkomst onbekend;Zuidoost-Brabant (RP);2004/'05;;;
9534;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Woonregio;Herkomst onbekend;Noord-Limburg (RP);2003/'04;;;
9535;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Woonregio;Herkomst onbekend;Noord-Limburg (RP);2004/'05;;;
9536;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Woonregio;Herkomst onbekend;Weert (RP);2003/'04;;;
9537;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Woonregio;Herkomst onbekend;Weert (RP);2004/'05;;;
9538;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Woonregio;Herkomst onbekend;Roermond (RP);2003/'04;;;
9539;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Woonregio;Herkomst onbekend;Roermond (RP);2004/'05;;;
9540;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Woonregio;Herkomst onbekend;Westelijke Mijnstreek (RP);2003/'04;;;
9541;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Woonregio;Herkomst onbekend;Westelijke Mijnstreek (RP);2004/'05;;;
9542;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Woonregio;Herkomst onbekend;Parkstad Limburg (RP);2003/'04;;;
9543;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Woonregio;Herkomst onbekend;Parkstad Limburg (RP);2004/'05;;;
9544;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Woonregio;Herkomst onbekend;Maastricht Mergelland (RP);2003/'04;;;
9545;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Woonregio;Herkomst onbekend;Maastricht Mergelland (RP);2004/'05;;;
9546;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Woonregio;Herkomst onbekend;Niet in te delen (RP);2003/'04;;;
9547;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Woonregio;Herkomst onbekend;Niet in te delen (RP);2004/'05;;;
9548;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Nederland;2003/'04;;86330.0;95.0
9549;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Nederland;2004/'05;;81410.0;95.0
9550;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noord-Nederland (LD);2003/'04;;;96.0
9551;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noord-Nederland (LD);2004/'05;;;96.0
9552;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Oost-Nederland (LD);2003/'04;;;96.0
9553;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Oost-Nederland (LD);2004/'05;;;96.0
9554;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;West-Nederland (LD);2003/'04;;;94.0
9555;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;West-Nederland (LD);2004/'05;;;94.0
9556;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Zuid-Nederland (LD);2003/'04;;;96.0
9557;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Zuid-Nederland (LD);2004/'05;;;96.0
9558;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Niet in te delen (LD);2003/'04;;;
9559;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Niet in te delen (LD);2004/'05;;;
9560;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Groningen (PV);2003/'04;;;
9561;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Groningen (PV);2004/'05;;;
9562;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Friesland (PV);2003/'04;;;
9563;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Friesland (PV);2004/'05;;;
9564;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Drenthe (PV);2003/'04;;;
9565;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Drenthe (PV);2004/'05;;;
9566;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Overijssel (PV);2003/'04;;;
9567;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Overijssel (PV);2004/'05;;;
9568;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Flevoland (PV);2003/'04;;;
9569;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Flevoland (PV);2004/'05;;;
9570;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Gelderland (PV);2003/'04;;;
9571;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Gelderland (PV);2004/'05;;;
9572;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Utrecht (PV);2003/'04;;;
9573;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Utrecht (PV);2004/'05;;;
9574;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noord-Holland (PV);2003/'04;;;
9575;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noord-Holland (PV);2004/'05;;;
9576;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Zuid-Holland (PV);2003/'04;;;
9577;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Zuid-Holland (PV);2004/'05;;;
9578;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Zeeland (PV);2003/'04;;;
9579;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Zeeland (PV);2004/'05;;;
9580;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noord-Brabant (PV);2003/'04;;;
9581;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noord-Brabant (PV);2004/'05;;;
9582;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Limburg (PV);2003/'04;;;
9583;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Limburg (PV);2004/'05;;;
9584;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Niet in te delen (PV);2003/'04;;;
9585;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Niet in te delen (PV);2004/'05;;;
9586;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Amsterdam;2003/'04;;;92.0
9587;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Amsterdam;2004/'05;;;92.0
9588;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;'s-Gravenhage (gemeente);2003/'04;;;90.0
9589;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;'s-Gravenhage (gemeente);2004/'05;;;90.0
9590;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Rotterdam;2003/'04;;;90.0
9591;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Rotterdam;2004/'05;;;90.0
9592;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Utrecht (gemeente);2003/'04;;;90.0
9593;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Utrecht (gemeente);2004/'05;;;89.0
9594;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2003/'04;;;91.0
9595;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Vier grootste gemeenten (G4);2004/'05;;;90.0
9596;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Gemeenten >= 100 000 inwoners (excl.G4) ;2003/'04;;;95.0
9597;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Gemeenten >= 100 000 inwoners (excl.G4) ;2004/'05;;;94.0
9598;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Gemeenten < 100 000 inwoners;2003/'04;;;96.0
9599;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Gemeenten < 100 000 inwoners;2004/'05;;;96.0
9600;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Niet in te delen (GM);2003/'04;;;
9601;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Niet in te delen (GM);2004/'05;;;
9602;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noord-Groningen (RP);2003/'04;;;
9603;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noord-Groningen (RP);2004/'05;;;
9604;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Oost-Groningen (RP);2003/'04;;;
9605;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Oost-Groningen (RP);2004/'05;;;
9606;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Centraal-Groningen (RP);2003/'04;;;
9607;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Centraal-Groningen (RP);2004/'05;;;
9608;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Fryslân (RP);2003/'04;;;
9609;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Fryslân (RP);2004/'05;;;
9610;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2003/'04;;;
9611;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2004/'05;;;
9612;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;IJssel en Vecht (RP);2003/'04;;;
9613;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;IJssel en Vecht (RP);2004/'05;;;
9614;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Twente (RP);2003/'04;;;
9615;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Twente (RP);2004/'05;;;
9616;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noordwest-Veluwe (RP);2003/'04;;;
9617;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noordwest-Veluwe (RP);2004/'05;;;
9618;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Stedendriehoek (RP);2003/'04;;;
9619;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Stedendriehoek (RP);2004/'05;;;
9620;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;De Vallei (RP);2003/'04;;;
9621;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;De Vallei (RP);2004/'05;;;
9622;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;IJssel en Rijn (RP);2003/'04;;;
9623;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;IJssel en Rijn (RP);2004/'05;;;
9624;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Achterhoek (RP);2003/'04;;;
9625;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Achterhoek (RP);2004/'05;;;
9626;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Nijmegen (RP);2003/'04;;;
9627;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Nijmegen (RP);2004/'05;;;
9628;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Rivierenland (RP);2003/'04;;;
9629;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Rivierenland (RP);2004/'05;;;
9630;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Flevoland (RP);2003/'04;;;
9631;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Flevoland (RP);2004/'05;;;
9632;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Gooi en Vechtstreek (RP);2003/'04;;;
9633;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Gooi en Vechtstreek (RP);2004/'05;;;
9634;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Eemland (RP);2003/'04;;;
9635;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Eemland (RP);2004/'05;;;
9636;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Utrecht-Midden (RP);2003/'04;;;
9637;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Utrecht-Midden (RP);2004/'05;;;
9638;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noord-Holland-Noord (RP);2003/'04;;;
9639;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noord-Holland-Noord (RP);2004/'05;;;
9640;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Zuidelijk Noord-Holland (RP);2003/'04;;;
9641;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Zuidelijk Noord-Holland (RP);2004/'05;;;
9642;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Rijn-Gouwe (RP);2003/'04;;;
9643;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Rijn-Gouwe (RP);2004/'05;;;
9644;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Haaglanden (RP);2003/'04;;;
9645;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Haaglanden (RP);2004/'05;;;
9646;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Rijnmond (RP);2003/'04;;;
9647;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Rijnmond (RP);2004/'05;;;
9648;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Zeeland (RP);2003/'04;;;
9649;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Zeeland (RP);2004/'05;;;
9650;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;West-Brabant (RP);2003/'04;;;
9651;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;West-Brabant (RP);2004/'05;;;
9652;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Midden-Brabant (RP);2003/'04;;;
9653;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Midden-Brabant (RP);2004/'05;;;
9654;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noordoost-Brabant (RP);2003/'04;;;
9655;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noordoost-Brabant (RP);2004/'05;;;
9656;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Zuidoost-Brabant (RP);2003/'04;;;
9657;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Zuidoost-Brabant (RP);2004/'05;;;
9658;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noord-Limburg (RP);2003/'04;;;
9659;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Noord-Limburg (RP);2004/'05;;;
9660;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Weert (RP);2003/'04;;;
9661;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Weert (RP);2004/'05;;;
9662;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Roermond (RP);2003/'04;;;
9663;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Roermond (RP);2004/'05;;;
9664;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Westelijke Mijnstreek (RP);2003/'04;;;
9665;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Westelijke Mijnstreek (RP);2004/'05;;;
9666;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Parkstad Limburg (RP);2003/'04;;;
9667;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Parkstad Limburg (RP);2004/'05;;;
9668;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Maastricht Mergelland (RP);2003/'04;;;
9669;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Maastricht Mergelland (RP);2004/'05;;;
9670;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Niet in te delen (RP);2003/'04;;;
9671;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Totaal herkomstgroepering;Niet in te delen (RP);2004/'05;;;
9672;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Nederland;2003/'04;;;96.0
9673;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Nederland;2004/'05;;;96.0
9674;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noord-Nederland (LD);2003/'04;;;97.0
9675;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noord-Nederland (LD);2004/'05;;;96.0
9676;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Oost-Nederland (LD);2003/'04;;;97.0
9677;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Oost-Nederland (LD);2004/'05;;;97.0
9678;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;West-Nederland (LD);2003/'04;;;96.0
9679;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;West-Nederland (LD);2004/'05;;;96.0
9680;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Zuid-Nederland (LD);2003/'04;;;96.0
9681;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Zuid-Nederland (LD);2004/'05;;;97.0
9682;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Niet in te delen (LD);2003/'04;;;
9683;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Niet in te delen (LD);2004/'05;;;
9684;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Groningen (PV);2003/'04;;;
9685;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Groningen (PV);2004/'05;;;
9686;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Friesland (PV);2003/'04;;;
9687;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Friesland (PV);2004/'05;;;
9688;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Drenthe (PV);2003/'04;;;
9689;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Drenthe (PV);2004/'05;;;
9690;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Overijssel (PV);2003/'04;;;
9691;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Overijssel (PV);2004/'05;;;
9692;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Flevoland (PV);2003/'04;;;
9693;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Flevoland (PV);2004/'05;;;
9694;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Gelderland (PV);2003/'04;;;
9695;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Gelderland (PV);2004/'05;;;
9696;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Utrecht (PV);2003/'04;;;
9697;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Utrecht (PV);2004/'05;;;
9698;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noord-Holland (PV);2003/'04;;;
9699;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noord-Holland (PV);2004/'05;;;
9700;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Zuid-Holland (PV);2003/'04;;;
9701;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Zuid-Holland (PV);2004/'05;;;
9702;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Zeeland (PV);2003/'04;;;
9703;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Zeeland (PV);2004/'05;;;
9704;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noord-Brabant (PV);2003/'04;;;
9705;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noord-Brabant (PV);2004/'05;;;
9706;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Limburg (PV);2003/'04;;;
9707;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Limburg (PV);2004/'05;;;
9708;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Niet in te delen (PV);2003/'04;;;
9709;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Niet in te delen (PV);2004/'05;;;
9710;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Amsterdam;2003/'04;;;95.0
9711;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Amsterdam;2004/'05;;;96.0
9712;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;'s-Gravenhage (gemeente);2003/'04;;;94.0
9713;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;'s-Gravenhage (gemeente);2004/'05;;;92.0
9714;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Rotterdam;2003/'04;;;96.0
9715;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Rotterdam;2004/'05;;;96.0
9716;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Utrecht (gemeente);2003/'04;;;95.0
9717;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Utrecht (gemeente);2004/'05;;;94.0
9718;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Vier grootste gemeenten (G4);2003/'04;;;95.0
9719;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Vier grootste gemeenten (G4);2004/'05;;;95.0
9720;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2003/'04;;;96.0
9721;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Gemeenten >= 100 000 inwoners (excl.G4) ;2004/'05;;;95.0
9722;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Gemeenten < 100 000 inwoners;2003/'04;;;97.0
9723;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Gemeenten < 100 000 inwoners;2004/'05;;;97.0
9724;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Niet in te delen (GM);2003/'04;;;
9725;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Niet in te delen (GM);2004/'05;;;
9726;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noord-Groningen (RP);2003/'04;;;
9727;Totaal mannen en vrouwen;Vmbo (exclusief lwoo);Schoolregio;Autochtoon;Noord-Groningen (RP);2004/'05;;;
