ID;SBI93;RegioS;Perioden;AantalBanenVanWerknemersNiveau_1;AantalBanenVanWerknemersMutatie_2
40;4;Oost-Nederland (Landsdeel);1995 31 december;1067.1;
41;4;Oost-Nederland (Landsdeel);1996 31 december;1106.1;36.9
42;4;Oost-Nederland (Landsdeel);1997 31 december;1156.5;38.0
43;4;Oost-Nederland (Landsdeel);1998 31 december;1198.3;40.5
44;4;Oost-Nederland (Landsdeel);1999 31 december voorlopig;1241.4;43.2
45;4;Oost-Nederland (Landsdeel);1999 31 december nader voorlopig;1286.0;
46;4;Oost-Nederland (Landsdeel);2000 31 december voorlopig;1327.4;41.4
47;4;Oost-Nederland (Landsdeel);2000 31 december nader voorlopig;1323.2;
48;4;Oost-Nederland (Landsdeel);2001 31 december voorlopig;1352.2;29.3
49;4;Oost-Nederland (Landsdeel);2001 31 december nader voorlopig;1349.9;
50;4;Oost-Nederland (Landsdeel);2002 31 december voorlopig;1366.7;16.8
51;4;Oost-Nederland (Landsdeel);2002 31 december nader voorlopig;1372.2;
52;4;Oost-Nederland (Landsdeel);2003 31 december voorlopig;1365.6;-6.7
53;4;Oost-Nederland (Landsdeel);2003 31 december nader voorlopig;1356.3;
54;4;Oost-Nederland (Landsdeel);2004 31 december voorlopig;1345.2;-11.1
55;4;Oost-Nederland (Landsdeel);2004 31 december nader voorlopig;1348.9;
56;4;Oost-Nederland (Landsdeel);2005 31 december voorlopig;1362.7;13.8
57;4;West-Nederland (Landsdeel);1993 30 september;2774.2;
58;4;West-Nederland (Landsdeel);1994 30 september;2790.6;
59;4;West-Nederland (Landsdeel);1995 31 december;2822.9;
60;4;West-Nederland (Landsdeel);1996 31 december;2917.4;96.9
61;4;West-Nederland (Landsdeel);1997 31 december;3041.5;96.1
62;4;West-Nederland (Landsdeel);1998 31 december;3143.3;103.4
63;4;West-Nederland (Landsdeel);1999 31 december voorlopig;3242.5;98.9
64;4;West-Nederland (Landsdeel);1999 31 december nader voorlopig;3360.2;
65;4;West-Nederland (Landsdeel);2000 31 december voorlopig;3453.3;93.1
66;4;West-Nederland (Landsdeel);2000 31 december nader voorlopig;3443.7;
67;4;West-Nederland (Landsdeel);2001 31 december voorlopig;3513.6;69.6
68;4;West-Nederland (Landsdeel);2001 31 december nader voorlopig;3505.7;
69;4;West-Nederland (Landsdeel);2002 31 december voorlopig;3530.4;24.7
70;4;West-Nederland (Landsdeel);2002 31 december nader voorlopig;3524.8;
71;4;West-Nederland (Landsdeel);2003 31 december voorlopig;3474.5;-50.3
72;4;West-Nederland (Landsdeel);2003 31 december nader voorlopig;3460.7;
73;4;West-Nederland (Landsdeel);2004 31 december voorlopig;3426.2;-34.8
74;4;West-Nederland (Landsdeel);2004 31 december nader voorlopig;3434.9;
75;4;West-Nederland (Landsdeel);2005 31 december voorlopig;3444.2;9.3
76;4;Zuid-Nederland (Landsdeel);1993 30 september;1195.1;
77;4;Zuid-Nederland (Landsdeel);1994 30 september;1197.9;
78;4;Zuid-Nederland (Landsdeel);1995 31 december;1212.8;
79;4;Zuid-Nederland (Landsdeel);1996 31 december;1256.3;42.7
80;4;Zuid-Nederland (Landsdeel);1997 31 december;1317.0;47.9
81;4;Zuid-Nederland (Landsdeel);1998 31 december;1355.4;38.4
82;4;Zuid-Nederland (Landsdeel);1999 31 december voorlopig;1399.2;43.8
83;4;Zuid-Nederland (Landsdeel);1999 31 december nader voorlopig;1448.1;
84;4;Zuid-Nederland (Landsdeel);2000 31 december voorlopig;1491.3;43.2
85;4;Zuid-Nederland (Landsdeel);2000 31 december nader voorlopig;1485.4;
86;4;Zuid-Nederland (Landsdeel);2001 31 december voorlopig;1515.4;30.0
87;4;Zuid-Nederland (Landsdeel);2001 31 december nader voorlopig;1513.6;
88;4;Zuid-Nederland (Landsdeel);2002 31 december voorlopig;1522.2;8.6
89;4;Zuid-Nederland (Landsdeel);2002 31 december nader voorlopig;1520.5;
90;4;Zuid-Nederland (Landsdeel);2003 31 december voorlopig;1506.0;-14.5
91;4;Zuid-Nederland (Landsdeel);2003 31 december nader voorlopig;1495.9;
92;4;Zuid-Nederland (Landsdeel);2004 31 december voorlopig;1483.2;-12.4
93;4;Zuid-Nederland (Landsdeel);2004 31 december nader voorlopig;1485.5;
94;4;Zuid-Nederland (Landsdeel);2005 31 december voorlopig;1487.9;2.4
95;4;Landsdeel onbekend;1993 30 september;0.0;0.0
96;4;Landsdeel onbekend;1994 30 september;0.0;0.0
97;4;Landsdeel onbekend;1995 31 december;0.0;0.0
98;4;Landsdeel onbekend;1996 31 december;0.0;0.0
99;4;Landsdeel onbekend;1997 31 december;0.0;0.0
100;4;Landsdeel onbekend;1998 31 december;0.0;0.0
101;4;Landsdeel onbekend;1999 31 december voorlopig;0.0;0.0
102;4;Landsdeel onbekend;1999 31 december nader voorlopig;0.0;0.0
103;4;Landsdeel onbekend;2000 31 december voorlopig;0.0;0.0
104;4;Landsdeel onbekend;2000 31 december nader voorlopig;0.0;0.0
105;4;Landsdeel onbekend;2001 31 december voorlopig;0.0;0.0
106;4;Landsdeel onbekend;2001 31 december nader voorlopig;0.0;0.0
107;4;Landsdeel onbekend;2002 31 december voorlopig;0.0;0.0
108;4;Landsdeel onbekend;2002 31 december nader voorlopig;0.0;0.0
109;4;Landsdeel onbekend;2003 31 december voorlopig;0.0;0.0
110;4;Landsdeel onbekend;2003 31 december nader voorlopig;51.5;
111;4;Landsdeel onbekend;2004 31 december voorlopig;49.7;-1.8
112;4;Landsdeel onbekend;2004 31 december nader voorlopig;49.7;
113;4;Landsdeel onbekend;2005 31 december voorlopig;50.3;0.6
114;4;Groningen (Provincie);1993 30 september;188.0;
115;4;Groningen (Provincie);1994 30 september;192.0;
116;4;Groningen (Provincie);1995 31 december;193.2;
117;4;Groningen (Provincie);1996 31 december;196.5;3.5
118;4;Groningen (Provincie);1997 31 december;200.9;5.3
119;4;Groningen (Provincie);1998 31 december;204.6;4.0
120;4;Groningen (Provincie);1999 31 december voorlopig;209.8;5.2
121;4;Groningen (Provincie);1999 31 december nader voorlopig;216.0;
122;4;Groningen (Provincie);2000 31 december voorlopig;221.6;5.6
123;4;Groningen (Provincie);2000 31 december nader voorlopig;222.0;
124;4;Groningen (Provincie);2001 31 december voorlopig;225.9;3.9
125;4;Groningen (Provincie);2001 31 december nader voorlopig;226.5;
126;4;Groningen (Provincie);2002 31 december voorlopig;229.2;2.7
127;4;Groningen (Provincie);2002 31 december nader voorlopig;228.5;
128;4;Groningen (Provincie);2003 31 december voorlopig;227.7;-0.8
129;4;Groningen (Provincie);2003 31 december nader voorlopig;227.3;
130;4;Groningen (Provincie);2004 31 december voorlopig;224.5;-2.9
131;4;Groningen (Provincie);2004 31 december nader voorlopig;225.3;
132;4;Groningen (Provincie);2005 31 december voorlopig;225.8;0.5
133;4;Friesland (Provincie);1993 30 september;180.9;
134;4;Friesland (Provincie);1994 30 september;183.5;
135;4;Friesland (Provincie);1995 31 december;185.6;
136;4;Friesland (Provincie);1996 31 december;190.9;5.6
137;4;Friesland (Provincie);1997 31 december;198.6;5.6
138;4;Friesland (Provincie);1998 31 december;204.0;4.9
139;4;Friesland (Provincie);1999 31 december voorlopig;212.7;8.7
140;4;Friesland (Provincie);1999 31 december nader voorlopig;218.1;
141;4;Friesland (Provincie);2000 31 december voorlopig;225.0;6.9
142;4;Friesland (Provincie);2000 31 december nader voorlopig;225.9;
143;4;Friesland (Provincie);2001 31 december voorlopig;230.8;4.9
144;4;Friesland (Provincie);2001 31 december nader voorlopig;231.0;
145;4;Friesland (Provincie);2002 31 december voorlopig;235.8;4.8
146;4;Friesland (Provincie);2002 31 december nader voorlopig;233.9;
147;4;Friesland (Provincie);2003 31 december voorlopig;232.4;-1.5
148;4;Friesland (Provincie);2003 31 december nader voorlopig;231.6;
149;4;Friesland (Provincie);2004 31 december voorlopig;230.8;-0.8
150;4;Friesland (Provincie);2004 31 december nader voorlopig;231.8;
151;4;Friesland (Provincie);2005 31 december voorlopig;233.0;1.3
152;4;Drenthe (Provincie);1993 30 september;134.2;
153;4;Drenthe (Provincie);1994 30 september;139.9;
154;4;Drenthe (Provincie);1995 31 december;141.5;
155;4;Drenthe (Provincie);1996 31 december;146.2;4.7
156;4;Drenthe (Provincie);1997 31 december;152.8;6.1
157;4;Drenthe (Provincie);1998 31 december;156.1;3.4
158;4;Drenthe (Provincie);1999 31 december voorlopig;160.3;4.3
159;4;Drenthe (Provincie);1999 31 december nader voorlopig;165.8;
160;4;Drenthe (Provincie);2000 31 december voorlopig;170.5;4.8
161;4;Drenthe (Provincie);2000 31 december nader voorlopig;170.6;
162;4;Drenthe (Provincie);2001 31 december voorlopig;174.0;3.5
163;4;Drenthe (Provincie);2001 31 december nader voorlopig;171.9;
164;4;Drenthe (Provincie);2002 31 december voorlopig;174.2;2.3
165;4;Drenthe (Provincie);2002 31 december nader voorlopig;175.7;
166;4;Drenthe (Provincie);2003 31 december voorlopig;173.3;-2.4
167;4;Drenthe (Provincie);2003 31 december nader voorlopig;171.3;
168;4;Drenthe (Provincie);2004 31 december voorlopig;169.9;-1.4
169;4;Drenthe (Provincie);2004 31 december nader voorlopig;171.3;
170;4;Drenthe (Provincie);2005 31 december voorlopig;171.5;0.2
171;4;Overijssel (Provincie);1993 30 september;354.2;
172;4;Overijssel (Provincie);1994 30 september;358.3;
173;4;Overijssel (Provincie);1995 31 december;362.8;
174;4;Overijssel (Provincie);1996 31 december;374.0;10.1
175;4;Overijssel (Provincie);1997 31 december;384.2;10.3
176;4;Overijssel (Provincie);1998 31 december;398.6;14.8
177;4;Overijssel (Provincie);1999 31 december voorlopig;413.5;15.0
178;4;Overijssel (Provincie);1999 31 december nader voorlopig;426.9;
179;4;Overijssel (Provincie);2000 31 december voorlopig;440.6;13.7
180;4;Overijssel (Provincie);2000 31 december nader voorlopig;440.5;
181;4;Overijssel (Provincie);2001 31 december voorlopig;450.8;10.3
182;4;Overijssel (Provincie);2001 31 december nader voorlopig;449.8;
183;4;Overijssel (Provincie);2002 31 december voorlopig;455.1;5.3
184;4;Overijssel (Provincie);2002 31 december nader voorlopig;461.9;
185;4;Overijssel (Provincie);2003 31 december voorlopig;458.7;-3.3
186;4;Overijssel (Provincie);2003 31 december nader voorlopig;457.2;
187;4;Overijssel (Provincie);2004 31 december voorlopig;453.7;-3.5
188;4;Overijssel (Provincie);2004 31 december nader voorlopig;453.9;
189;4;Overijssel (Provincie);2005 31 december voorlopig;457.2;3.4
190;4;Flevoland (Provincie);1993 30 september;61.5;
191;4;Flevoland (Provincie);1994 30 september;66.4;
192;4;Flevoland (Provincie);1995 31 december;70.1;
193;4;Flevoland (Provincie);1996 31 december;74.3;4.2
194;4;Flevoland (Provincie);1997 31 december;79.2;5.0
195;4;Flevoland (Provincie);1998 31 december;84.3;4.8
196;4;Flevoland (Provincie);1999 31 december voorlopig;91.3;7.0
197;4;Flevoland (Provincie);1999 31 december nader voorlopig;95.4;
198;4;Flevoland (Provincie);2000 31 december voorlopig;101.4;6.0
199;4;Flevoland (Provincie);2000 31 december nader voorlopig;102.1;
200;4;Flevoland (Provincie);2001 31 december voorlopig;107.2;5.1
201;4;Flevoland (Provincie);2001 31 december nader voorlopig;107.5;
202;4;Flevoland (Provincie);2002 31 december voorlopig;111.5;4.0
203;4;Flevoland (Provincie);2002 31 december nader voorlopig;111.0;
204;4;Flevoland (Provincie);2003 31 december voorlopig;112.1;1.1
205;4;Flevoland (Provincie);2003 31 december nader voorlopig;112.0;
206;4;Flevoland (Provincie);2004 31 december voorlopig;113.0;1.0
207;4;Flevoland (Provincie);2004 31 december nader voorlopig;114.2;
208;4;Flevoland (Provincie);2005 31 december voorlopig;116.1;1.8
209;4;Gelderland (Provincie);1993 30 september;620.5;
210;4;Gelderland (Provincie);1994 30 september;628.6;
211;4;Gelderland (Provincie);1995 31 december;634.1;
212;4;Gelderland (Provincie);1996 31 december;657.7;22.6
213;4;Gelderland (Provincie);1997 31 december;693.0;22.6
214;4;Gelderland (Provincie);1998 31 december;715.4;20.9
215;4;Gelderland (Provincie);1999 31 december voorlopig;736.6;21.2
216;4;Gelderland (Provincie);1999 31 december nader voorlopig;763.8;
217;4;Gelderland (Provincie);2000 31 december voorlopig;785.4;21.7
218;4;Gelderland (Provincie);2000 31 december nader voorlopig;780.5;
219;4;Gelderland (Provincie);2001 31 december voorlopig;794.2;13.9
220;4;Gelderland (Provincie);2001 31 december nader voorlopig;792.5;
221;4;Gelderland (Provincie);2002 31 december voorlopig;800.1;7.6
222;4;Gelderland (Provincie);2002 31 december nader voorlopig;799.3;
223;4;Gelderland (Provincie);2003 31 december voorlopig;794.8;-4.5
224;4;Gelderland (Provincie);2003 31 december nader voorlopig;787.2;
225;4;Gelderland (Provincie);2004 31 december voorlopig;778.5;-8.7
226;4;Gelderland (Provincie);2004 31 december nader voorlopig;780.8;
227;4;Gelderland (Provincie);2005 31 december voorlopig;789.4;8.6
228;4;Utrecht (Provincie);1993 30 september;442.5;
229;4;Utrecht (Provincie);1994 30 september;449.7;
230;4;Utrecht (Provincie);1995 31 december;459.3;
231;4;Utrecht (Provincie);1996 31 december;478.5;22.0
232;4;Utrecht (Provincie);1997 31 december;506.5;16.7
233;4;Utrecht (Provincie);1998 31 december;529.1;22.5
234;4;Utrecht (Provincie);1999 31 december voorlopig;550.5;21.2
235;4;Utrecht (Provincie);1999 31 december nader voorlopig;570.4;
236;4;Utrecht (Provincie);2000 31 december voorlopig;583.7;13.3
237;4;Utrecht (Provincie);2000 31 december nader voorlopig;578.8;
238;4;Utrecht (Provincie);2001 31 december voorlopig;592.0;12.9
239;4;Utrecht (Provincie);2001 31 december nader voorlopig;590.5;
240;4;Utrecht (Provincie);2002 31 december voorlopig;602.3;3.9
241;4;Utrecht (Provincie);2002 31 december nader voorlopig;601.1;
242;4;Utrecht (Provincie);2003 31 december voorlopig;588.1;-12.9
243;4;Utrecht (Provincie);2003 31 december nader voorlopig;581.3;
244;4;Utrecht (Provincie);2004 31 december voorlopig;573.8;-7.5
245;4;Utrecht (Provincie);2004 31 december nader voorlopig;576.1;
246;4;Utrecht (Provincie);2005 31 december voorlopig;581.5;5.4
247;4;Noord-Holland (Provincie);1993 30 september;979.5;
248;4;Noord-Holland (Provincie);1994 30 september;988.8;
249;4;Noord-Holland (Provincie);1995 31 december;1004.2;
250;4;Noord-Holland (Provincie);1996 31 december;1040.0;35.0
251;4;Noord-Holland (Provincie);1997 31 december;1090.3;38.7
252;4;Noord-Holland (Provincie);1998 31 december;1129.3;36.5
253;4;Noord-Holland (Provincie);1999 31 december voorlopig;1165.6;36.3
254;4;Noord-Holland (Provincie);1999 31 december nader voorlopig;1207.9;
255;4;Noord-Holland (Provincie);2000 31 december voorlopig;1244.7;36.8
256;4;Noord-Holland (Provincie);2000 31 december nader voorlopig;1244.5;
257;4;Noord-Holland (Provincie);2001 31 december voorlopig;1263.2;18.7
258;4;Noord-Holland (Provincie);2001 31 december nader voorlopig;1260.6;
259;4;Noord-Holland (Provincie);2002 31 december voorlopig;1266.3;2.8
260;4;Noord-Holland (Provincie);2002 31 december nader voorlopig;1262.8;
261;4;Noord-Holland (Provincie);2003 31 december voorlopig;1243.7;-19.2
262;4;Noord-Holland (Provincie);2003 31 december nader voorlopig;1237.0;
263;4;Noord-Holland (Provincie);2004 31 december voorlopig;1229.3;-7.7
264;4;Noord-Holland (Provincie);2004 31 december nader voorlopig;1232.0;
265;4;Noord-Holland (Provincie);2005 31 december voorlopig;1237.6;5.6
266;4;Zuid-Holland (Provincie);1993 30 september;1233.4;
267;4;Zuid-Holland (Provincie);1994 30 september;1233.8;
268;4;Zuid-Holland (Provincie);1995 31 december;1243.7;
269;4;Zuid-Holland (Provincie);1996 31 december;1278.8;35.6
270;4;Zuid-Holland (Provincie);1997 31 december;1322.7;38.7
271;4;Zuid-Holland (Provincie);1998 31 december;1361.6;43.2
272;4;Zuid-Holland (Provincie);1999 31 december voorlopig;1399.8;38.2
273;4;Zuid-Holland (Provincie);1999 31 december nader voorlopig;1451.5;
274;4;Zuid-Holland (Provincie);2000 31 december voorlopig;1490.8;39.3
275;4;Zuid-Holland (Provincie);2000 31 december nader voorlopig;1487.3;
276;4;Zuid-Holland (Provincie);2001 31 december voorlopig;1521.9;34.6
277;4;Zuid-Holland (Provincie);2001 31 december nader voorlopig;1517.2;
278;4;Zuid-Holland (Provincie);2002 31 december voorlopig;1522.5;16.2
279;4;Zuid-Holland (Provincie);2002 31 december nader voorlopig;1521.3;
280;4;Zuid-Holland (Provincie);2003 31 december voorlopig;1503.6;-17.8
281;4;Zuid-Holland (Provincie);2003 31 december nader voorlopig;1503.7;
282;4;Zuid-Holland (Provincie);2004 31 december voorlopig;1484.7;-19.3
283;4;Zuid-Holland (Provincie);2004 31 december nader voorlopig;1488.1;
284;4;Zuid-Holland (Provincie);2005 31 december voorlopig;1486.8;-1.3
285;4;Zeeland (Provincie);1993 30 september;118.8;
286;4;Zeeland (Provincie);1994 30 september;118.4;
287;4;Zeeland (Provincie);1995 31 december;115.8;
288;4;Zeeland (Provincie);1996 31 december;120.1;4.3
289;4;Zeeland (Provincie);1997 31 december;122.0;1.9
290;4;Zeeland (Provincie);1998 31 december;123.4;1.2
291;4;Zeeland (Provincie);1999 31 december voorlopig;126.6;3.2
292;4;Zeeland (Provincie);1999 31 december nader voorlopig;130.3;
293;4;Zeeland (Provincie);2000 31 december voorlopig;134.0;3.7
294;4;Zeeland (Provincie);2000 31 december nader voorlopig;133.1;
295;4;Zeeland (Provincie);2001 31 december voorlopig;136.5;3.4
296;4;Zeeland (Provincie);2001 31 december nader voorlopig;137.4;
297;4;Zeeland (Provincie);2002 31 december voorlopig;139.3;1.8
298;4;Zeeland (Provincie);2002 31 december nader voorlopig;139.6;
299;4;Zeeland (Provincie);2003 31 december voorlopig;139.1;-0.5
300;4;Zeeland (Provincie);2003 31 december nader voorlopig;138.7;
301;4;Zeeland (Provincie);2004 31 december voorlopig;138.4;-0.3
302;4;Zeeland (Provincie);2004 31 december nader voorlopig;138.7;
303;4;Zeeland (Provincie);2005 31 december voorlopig;138.4;-0.3
304;4;Noord-Brabant (Provincie);1993 30 september;808.1;
305;4;Noord-Brabant (Provincie);1994 30 september;810.9;
306;4;Noord-Brabant (Provincie);1995 31 december;828.4;
307;4;Noord-Brabant (Provincie);1996 31 december;860.1;31.7
308;4;Noord-Brabant (Provincie);1997 31 december;906.7;34.9
309;4;Noord-Brabant (Provincie);1998 31 december;936.9;29.4
310;4;Noord-Brabant (Provincie);1999 31 december voorlopig;965.8;28.9
311;4;Noord-Brabant (Provincie);1999 31 december nader voorlopig;1001.3;
312;4;Noord-Brabant (Provincie);2000 31 december voorlopig;1036.2;35.0
313;4;Noord-Brabant (Provincie);2000 31 december nader voorlopig;1030.4;
314;4;Noord-Brabant (Provincie);2001 31 december voorlopig;1053.4;23.0
315;4;Noord-Brabant (Provincie);2001 31 december nader voorlopig;1050.4;
316;4;Noord-Brabant (Provincie);2002 31 december voorlopig;1058.3;7.9
317;4;Noord-Brabant (Provincie);2002 31 december nader voorlopig;1057.3;
318;4;Noord-Brabant (Provincie);2003 31 december voorlopig;1049.2;-8.1
319;4;Noord-Brabant (Provincie);2003 31 december nader voorlopig;1042.5;
320;4;Noord-Brabant (Provincie);2004 31 december voorlopig;1034.6;-7.6
321;4;Noord-Brabant (Provincie);2004 31 december nader voorlopig;1036.0;
322;4;Noord-Brabant (Provincie);2005 31 december voorlopig;1042.6;6.6
323;4;Limburg (Provincie);1993 30 september;387.1;
324;4;Limburg (Provincie);1994 30 september;387.0;
325;4;Limburg (Provincie);1995 31 december;384.3;
326;4;Limburg (Provincie);1996 31 december;396.2;11.0
327;4;Limburg (Provincie);1997 31 december;410.3;13.0
328;4;Limburg (Provincie);1998 31 december;418.5;8.9
329;4;Limburg (Provincie);1999 31 december voorlopig;433.3;14.8
330;4;Limburg (Provincie);1999 31 december nader voorlopig;446.8;
331;4;Limburg (Provincie);2000 31 december voorlopig;455.1;8.2
332;4;Limburg (Provincie);2000 31 december nader voorlopig;455.0;
333;4;Limburg (Provincie);2001 31 december voorlopig;461.9;6.9
334;4;Limburg (Provincie);2001 31 december nader voorlopig;463.3;
335;4;Limburg (Provincie);2002 31 december voorlopig;464.0;0.7
336;4;Limburg (Provincie);2002 31 december nader voorlopig;463.1;
337;4;Limburg (Provincie);2003 31 december voorlopig;456.7;-6.4
338;4;Limburg (Provincie);2003 31 december nader voorlopig;453.4;
339;4;Limburg (Provincie);2004 31 december voorlopig;448.6;-4.8
340;4;Limburg (Provincie);2004 31 december nader voorlopig;449.5;
341;4;Limburg (Provincie);2005 31 december voorlopig;445.3;-4.2
342;4;Provincie onbekend;1993 30 september;0.0;0.0
343;4;Provincie onbekend;1994 30 september;0.0;0.0
344;4;Provincie onbekend;1995 31 december;0.0;0.0
345;4;Provincie onbekend;1996 31 december;0.0;0.0
346;4;Provincie onbekend;1997 31 december;0.0;0.0
347;4;Provincie onbekend;1998 31 december;0.0;0.0
348;4;Provincie onbekend;1999 31 december voorlopig;0.0;0.0
349;4;Provincie onbekend;1999 31 december nader voorlopig;0.0;0.0
350;4;Provincie onbekend;2000 31 december voorlopig;0.0;0.0
351;4;Provincie onbekend;2000 31 december nader voorlopig;0.0;0.0
352;4;Provincie onbekend;2001 31 december voorlopig;0.0;0.0
353;4;Provincie onbekend;2001 31 december nader voorlopig;0.0;0.0
354;4;Provincie onbekend;2002 31 december voorlopig;0.0;0.0
355;4;Provincie onbekend;2002 31 december nader voorlopig;0.0;0.0
356;4;Provincie onbekend;2003 31 december voorlopig;0.0;0.0
357;4;Provincie onbekend;2003 31 december nader voorlopig;51.5;
358;4;Provincie onbekend;2004 31 december voorlopig;49.7;-1.8
359;4;Provincie onbekend;2004 31 december nader voorlopig;49.7;
360;4;Provincie onbekend;2005 31 december voorlopig;50.3;0.6
361;4;Groningen (Grootstedelijke aggl.);1993 30 september;97.8;
362;4;Groningen (Grootstedelijke aggl.);1994 30 september;98.6;
363;4;Groningen (Grootstedelijke aggl.);1995 31 december;99.2;
364;4;Groningen (Grootstedelijke aggl.);1996 31 december;101.3;2.5
365;4;Groningen (Grootstedelijke aggl.);1997 31 december;103.8;3.0
366;4;Groningen (Grootstedelijke aggl.);1998 31 december;106.9;2.9
367;4;Groningen (Grootstedelijke aggl.);1999 31 december voorlopig;110.7;3.8
368;4;Groningen (Grootstedelijke aggl.);1999 31 december nader voorlopig;112.9;
369;4;Groningen (Grootstedelijke aggl.);2000 31 december voorlopig;115.4;2.6
370;4;Groningen (Grootstedelijke aggl.);2000 31 december nader voorlopig;116.0;
371;4;Groningen (Grootstedelijke aggl.);2001 31 december voorlopig;119.0;3.0
372;4;Groningen (Grootstedelijke aggl.);2001 31 december nader voorlopig;119.5;
373;4;Groningen (Grootstedelijke aggl.);2002 31 december voorlopig;120.4;0.9
374;4;Groningen (Grootstedelijke aggl.);2002 31 december nader voorlopig;120.8;
375;4;Groningen (Grootstedelijke aggl.);2003 31 december voorlopig;120.5;-0.3
376;4;Groningen (Grootstedelijke aggl.);2003 31 december nader voorlopig;120.1;
377;4;Groningen (Grootstedelijke aggl.);2004 31 december voorlopig;119.2;-0.8
378;4;Groningen (Grootstedelijke aggl.);2004 31 december nader voorlopig;120.2;
379;4;Groningen (Grootstedelijke aggl.);2005 31 december voorlopig;120.8;0.6
380;4;Leeuwarden (Grootstedelijke aggl.);1993 30 september;54.3;
381;4;Leeuwarden (Grootstedelijke aggl.);1994 30 september;53.6;
382;4;Leeuwarden (Grootstedelijke aggl.);1995 31 december;54.1;
383;4;Leeuwarden (Grootstedelijke aggl.);1996 31 december;54.8;0.8
384;4;Leeuwarden (Grootstedelijke aggl.);1997 31 december;59.0;1.7
385;4;Leeuwarden (Grootstedelijke aggl.);1998 31 december;61.1;1.6
386;4;Leeuwarden (Grootstedelijke aggl.);1999 31 december voorlopig;62.9;1.9
387;4;Leeuwarden (Grootstedelijke aggl.);1999 31 december nader voorlopig;62.9;
388;4;Leeuwarden (Grootstedelijke aggl.);2000 31 december voorlopig;64.0;1.1
389;4;Leeuwarden (Grootstedelijke aggl.);2000 31 december nader voorlopig;65.2;
390;4;Leeuwarden (Grootstedelijke aggl.);2001 31 december voorlopig;66.0;0.8
391;4;Leeuwarden (Grootstedelijke aggl.);2001 31 december nader voorlopig;65.8;
392;4;Leeuwarden (Grootstedelijke aggl.);2002 31 december voorlopig;65.6;-0.2
393;4;Leeuwarden (Grootstedelijke aggl.);2002 31 december nader voorlopig;64.7;
394;4;Leeuwarden (Grootstedelijke aggl.);2003 31 december voorlopig;64.8;0.0
395;4;Leeuwarden (Grootstedelijke aggl.);2003 31 december nader voorlopig;64.0;
396;4;Leeuwarden (Grootstedelijke aggl.);2004 31 december voorlopig;64.6;0.6
397;4;Leeuwarden (Grootstedelijke aggl.);2004 31 december nader voorlopig;65.0;
