ID;Nomenclature;CountriesGroups;Periods;Imports_1;Exports_2;BalanceOfTrade_3
7350;Total goods;Bulgaria;2000 June;;;
7351;Total goods;Bulgaria;2000 July;;;
7352;Total goods;Bulgaria;2000 August;;;
7353;Total goods;Bulgaria;2000 September;;;
7354;Total goods;Bulgaria;2000 October;;;
7355;Total goods;Bulgaria;2000 November;;;
7356;Total goods;Bulgaria;2000 December;;;
7357;Total goods;Bulgaria;2000;;;
7358;Total goods;Bulgaria;2001 January;;;
7359;Total goods;Bulgaria;2001 February;;;
7360;Total goods;Bulgaria;2001 March;;;
7361;Total goods;Bulgaria;2001 April;;;
7362;Total goods;Bulgaria;2001 May;;;
7363;Total goods;Bulgaria;2001 June;;;
7364;Total goods;Bulgaria;2001 July;;;
7365;Total goods;Bulgaria;2001 August;;;
7366;Total goods;Bulgaria;2001 September;;;
7367;Total goods;Bulgaria;2001 October;;;
7368;Total goods;Bulgaria;2001 November;;;
7369;Total goods;Bulgaria;2001 December;;;
7370;Total goods;Bulgaria;2001;;;
7371;Total goods;Bulgaria;2002 January;;;
7372;Total goods;Bulgaria;2002 February;;;
7373;Total goods;Bulgaria;2002 March;;;
7374;Total goods;Bulgaria;2002 April;;;
7375;Total goods;Bulgaria;2002 May;;;
7376;Total goods;Bulgaria;2002 June;;;
7377;Total goods;Bulgaria;2002 July;;;
7378;Total goods;Bulgaria;2002 August;;;
7379;Total goods;Bulgaria;2002 September;;;
7380;Total goods;Bulgaria;2002 October;;;
7381;Total goods;Bulgaria;2002 November;;;
7382;Total goods;Bulgaria;2002 December;;;
7383;Total goods;Bulgaria;2002;;;
7384;Total goods;Bulgaria;2003 January;;;
7385;Total goods;Bulgaria;2003 February;;;
7386;Total goods;Bulgaria;2003 March;;;
7387;Total goods;Bulgaria;2003 April;;;
7388;Total goods;Bulgaria;2003 May;;;
7389;Total goods;Bulgaria;2003 June;;;
7390;Total goods;Bulgaria;2003 July;;;
7391;Total goods;Bulgaria;2003 August;;;
7392;Total goods;Bulgaria;2003 September;;;
7393;Total goods;Bulgaria;2003 October;;;
7394;Total goods;Bulgaria;2003 November;;;
7395;Total goods;Bulgaria;2003 December;;;
7396;Total goods;Bulgaria;2003;;;
7397;Total goods;Bulgaria;2004 January;;;
7398;Total goods;Bulgaria;2004 February;;;
7399;Total goods;Bulgaria;2004 March;;;
7400;Total goods;Bulgaria;2004 April;;;
7401;Total goods;Bulgaria;2004 May;;;
7402;Total goods;Bulgaria;2004 June;;;
7403;Total goods;Bulgaria;2004 July;;;
7404;Total goods;Bulgaria;2004 August;;;
7405;Total goods;Bulgaria;2004 September;;;
7406;Total goods;Bulgaria;2004 October;;;
7407;Total goods;Bulgaria;2004 November;;;
7408;Total goods;Bulgaria;2004 December;;;
7409;Total goods;Bulgaria;2004;;;
7410;Total goods;Bulgaria;2005 January;;;
7411;Total goods;Bulgaria;2005 February;;;
7412;Total goods;Bulgaria;2005 March;;;
7413;Total goods;Bulgaria;2005 April;;;
7414;Total goods;Bulgaria;2005 May;;;
7415;Total goods;Bulgaria;2005 June;;;
7416;Total goods;Bulgaria;2005 July;;;
7417;Total goods;Bulgaria;2005 August;;;
7418;Total goods;Bulgaria;2005 September;;;
7419;Total goods;Bulgaria;2005 October;;;
7420;Total goods;Bulgaria;2005 November;;;
7421;Total goods;Bulgaria;2005 December;;;
7422;Total goods;Bulgaria;2005;;;
7423;Total goods;Bulgaria;2006 January;;;
7424;Total goods;Bulgaria;2006 February;;;
7425;Total goods;Bulgaria;2006 March;;;
7426;Total goods;Bulgaria;2006 April;;;
7427;Total goods;Bulgaria;2006 May;;;
7428;Total goods;Bulgaria;2006 June;;;
7429;Total goods;Bulgaria;2006 July;;;
7430;Total goods;Bulgaria;2006 August;;;
7431;Total goods;Bulgaria;2006 September;;;
7432;Total goods;Bulgaria;2006 October;;;
7433;Total goods;Bulgaria;2006 November;;;
7434;Total goods;Bulgaria;2006 December;;;
7435;Total goods;Bulgaria;2006;;;
7436;Total goods;Bulgaria;2007 January;15340.0;36463.0;21123.0
7437;Total goods;Bulgaria;2007 February;10176.0;34014.0;23838.0
7438;Total goods;Bulgaria;2007 March;10577.0;38402.0;27825.0
7439;Total goods;Bulgaria;2007 April;9083.0;33005.0;23922.0
7440;Total goods;Bulgaria;2007 May;9019.0;32370.0;23351.0
7441;Total goods;Bulgaria;2007 June;14099.0;43941.0;29842.0
7442;Total goods;Bulgaria;2007 July;9729.0;37535.0;27806.0
7443;Total goods;Bulgaria;2007 August;18407.0;41456.0;23049.0
7444;Total goods;Bulgaria;2007 September;16055.0;46461.0;30406.0
7445;Total goods;Bulgaria;2007 October;13821.0;47615.0;33794.0
7446;Total goods;Bulgaria;2007 November;9596.0;48863.0;39267.0
7447;Total goods;Bulgaria;2007 December;12073.0;48134.0;36061.0
7448;Total goods;Bulgaria;2007;147975.0;488259.0;340284.0
7449;Total goods;Bulgaria;2008 January;16858.0;45869.0;29011.0
7450;Total goods;Bulgaria;2008 February;17866.0;43044.0;25178.0
7451;Total goods;Bulgaria;2008 March;15181.0;43884.0;28703.0
7452;Total goods;Bulgaria;2008 April;14671.0;44269.0;29598.0
7453;Total goods;Bulgaria;2008 May;14362.0;43251.0;28889.0
7454;Total goods;Bulgaria;2008 June;12110.0;44762.0;32652.0
7455;Total goods;Bulgaria;2008 July;20130.0;46528.0;26398.0
7456;Total goods;Bulgaria;2008 August;18102.0;44243.0;26141.0
7457;Total goods;Bulgaria;2008 September;19996.0;51151.0;31155.0
7458;Total goods;Bulgaria;2008 October;23732.0;58552.0;34820.0
7459;Total goods;Bulgaria;2008 November;21695.0;50910.0;29215.0
7460;Total goods;Bulgaria;2008 December;24291.0;37584.0;13293.0
7461;Total goods;Bulgaria;2008;218994.0;554047.0;335053.0
7462;Total goods;Bulgaria;2009 January;13292.0;33321.0;20029.0
7463;Total goods;Bulgaria;2009 February;16058.0;33181.0;17123.0
7464;Total goods;Bulgaria;2009 March;11897.0;34183.0;22286.0
7465;Total goods;Bulgaria;2009 April;9794.0;36294.0;26500.0
7466;Total goods;Bulgaria;2009 May;14948.0;35958.0;21010.0
7467;Total goods;Bulgaria;2009 June;21158.0;33782.0;12624.0
7468;Total goods;Bulgaria;2009 July;11012.0;32125.0;21113.0
7469;Total goods;Bulgaria;2009 August;18992.0;31185.0;12193.0
7470;Total goods;Bulgaria;2009 September;19118.0;32675.0;13557.0
7471;Total goods;Bulgaria;2009 October;11242.0;39814.0;28572.0
7472;Total goods;Bulgaria;2009 November;17947.0;33176.0;15229.0
7473;Total goods;Bulgaria;2009 December;21797.0;37674.0;15877.0
7474;Total goods;Bulgaria;2009;187255.0;413368.0;226113.0
7475;Total goods;Bulgaria;2010 January;12493.0;38583.0;26090.0
7476;Total goods;Bulgaria;2010 February;18873.0;32806.0;13933.0
7477;Total goods;Bulgaria;2010 March;14513.0;38100.0;23587.0
7478;Total goods;Bulgaria;2010 April;11067.0;41694.0;30627.0
7479;Total goods;Bulgaria;2010 May;12618.0;33753.0;21135.0
7480;Total goods;Bulgaria;2010 June;13270.0;44056.0;30786.0
7481;Total goods;Bulgaria;2010 July;15584.0;46544.0;30960.0
7482;Total goods;Bulgaria;2010 August;13070.0;34273.0;21203.0
7483;Total goods;Bulgaria;2010 September;19753.0;42248.0;22495.0
7484;Total goods;Bulgaria;2010 October;22368.0;44655.0;22287.0
7485;Total goods;Bulgaria;2010 November;24639.0;44084.0;19445.0
7486;Total goods;Bulgaria;2010 December;16906.0;40407.0;23501.0
7487;Total goods;Bulgaria;2010;195154.0;481203.0;286049.0
7488;Total goods;Bulgaria;2011 January;37284.0;38620.0;1336.0
7489;Total goods;Bulgaria;2011 February;29938.0;41875.0;11937.0
7490;Total goods;Bulgaria;2011 March;18036.0;47714.0;29678.0
7491;Total goods;Bulgaria;2011 April;23345.0;43069.0;19724.0
7492;Total goods;Bulgaria;2011 May;21622.0;45736.0;24114.0
7493;Total goods;Bulgaria;2011 June;22442.0;40315.0;17873.0
7494;Total goods;Bulgaria;2011 July;18605.0;42620.0;24015.0
7495;Total goods;Bulgaria;2011 August;42351.0;36995.0;-5356.0
7496;Total goods;Bulgaria;2011 September;19845.0;46628.0;26783.0
7497;Total goods;Bulgaria;2011 October;34539.0;50861.0;16322.0
7498;Total goods;Bulgaria;2011 November;38242.0;41546.0;3304.0
7499;Total goods;Bulgaria;2011 December;37826.0;50066.0;12240.0
7500;Total goods;Bulgaria;2011;344075.0;526045.0;181970.0
7501;Total goods;Bulgaria;2012 January;23176.0;42263.0;19087.0
7502;Total goods;Bulgaria;2012 February;20770.0;44401.0;23631.0
7503;Total goods;Bulgaria;2012 March;18467.0;55269.0;36802.0
7504;Total goods;Bulgaria;2012 April;14109.0;43957.0;29848.0
7505;Total goods;Bulgaria;2012 May;27161.0;52742.0;25581.0
7506;Total goods;Bulgaria;2012 June;22037.0;58462.0;36425.0
7507;Total goods;Bulgaria;2012 July;29754.0;66267.0;36513.0
7508;Total goods;Bulgaria;2012 August;15248.0;56903.0;41655.0
7509;Total goods;Bulgaria;2012 September;32648.0;49722.0;17074.0
7510;Total goods;Bulgaria;2012 October;31801.0;62794.0;30993.0
7511;Total goods;Bulgaria;2012 November;41102.0;53322.0;12220.0
7512;Total goods;Bulgaria;2012 December;23922.0;48942.0;25020.0
7513;Total goods;Bulgaria;2012;300195.0;635044.0;334849.0
7514;Total goods;Russia;1996 January;91319.0;112533.0;21214.0
7515;Total goods;Russia;1996 February;100658.0;129863.0;29206.0
7516;Total goods;Russia;1996 March;81509.0;124619.0;43110.0
7517;Total goods;Russia;1996 April;110570.0;114813.0;4243.0
7518;Total goods;Russia;1996 May;79598.0;99113.0;19515.0
7519;Total goods;Russia;1996 June;102983.0;118858.0;15875.0
7520;Total goods;Russia;1996 July;120519.0;109180.0;-11339.0
7521;Total goods;Russia;1996 August;125304.0;88852.0;-36453.0
7522;Total goods;Russia;1996 September;118244.0;123310.0;5066.0
7523;Total goods;Russia;1996 October;138923.0;120496.0;-18427.0
7524;Total goods;Russia;1996 November;136494.0;112409.0;-24085.0
7525;Total goods;Russia;1996 December;87021.0;133989.0;46967.0
7526;Total goods;Russia;1996;1293143.0;1388035.0;94891.0
7527;Total goods;Russia;1997 January;201089.0;119737.0;-81352.0
7528;Total goods;Russia;1997 February;118286.0;156308.0;38022.0
7529;Total goods;Russia;1997 March;126577.0;150409.0;23832.0
7530;Total goods;Russia;1997 April;102736.0;154987.0;52251.0
7531;Total goods;Russia;1997 May;114313.0;132061.0;17749.0
7532;Total goods;Russia;1997 June;119747.0;147518.0;27771.0
7533;Total goods;Russia;1997 July;225898.0;145418.0;-80479.0
7534;Total goods;Russia;1997 August;170386.0;128156.0;-42230.0
7535;Total goods;Russia;1997 September;116642.0;148284.0;31642.0
7536;Total goods;Russia;1997 October;120758.0;167949.0;47191.0
7537;Total goods;Russia;1997 November;123666.0;181733.0;58066.0
7538;Total goods;Russia;1997 December;129104.0;163301.0;34196.0
7539;Total goods;Russia;1997;1669201.0;1795861.0;126659.0
7540;Total goods;Russia;1998 January;120389.0;159641.0;39252.0
7541;Total goods;Russia;1998 February;101776.0;187405.0;85630.0
7542;Total goods;Russia;1998 March;114137.0;181867.0;67730.0
7543;Total goods;Russia;1998 April;113504.0;151465.0;37962.0
7544;Total goods;Russia;1998 May;128565.0;145799.0;17233.0
7545;Total goods;Russia;1998 June;128815.0;145310.0;16495.0
7546;Total goods;Russia;1998 July;120577.0;153396.0;32819.0
7547;Total goods;Russia;1998 August;109292.0;113873.0;4582.0
7548;Total goods;Russia;1998 September;135893.0;41548.0;-94345.0
7549;Total goods;Russia;1998 October;111395.0;64783.0;-46611.0
7550;Total goods;Russia;1998 November;98403.0;69216.0;-29186.0
7551;Total goods;Russia;1998 December;92358.0;79838.0;-12520.0
7552;Total goods;Russia;1998;1375103.0;1494143.0;119040.0
7553;Total goods;Russia;1999 January;84117.0;66256.0;-17861.0
7554;Total goods;Russia;1999 February;95083.0;72968.0;-22115.0
7555;Total goods;Russia;1999 March;98691.0;88130.0;-10561.0
7556;Total goods;Russia;1999 April;128930.0;87974.0;-40956.0
7557;Total goods;Russia;1999 May;139543.0;85770.0;-53773.0
7558;Total goods;Russia;1999 June;142642.0;101492.0;-41149.0
7559;Total goods;Russia;1999 July;147522.0;116142.0;-31380.0
7560;Total goods;Russia;1999 August;122241.0;111787.0;-10454.0
7561;Total goods;Russia;1999 September;127111.0;123268.0;-3843.0
7562;Total goods;Russia;1999 October;162617.0;114123.0;-48494.0
7563;Total goods;Russia;1999 November;138030.0;125139.0;-12891.0
7564;Total goods;Russia;1999 December;123743.0;121826.0;-1917.0
7565;Total goods;Russia;1999;1510270.0;1214876.0;-295393.0
7566;Total goods;Russia;2000 January;136263.0;93738.0;-42525.0
7567;Total goods;Russia;2000 February;191488.0;122507.0;-68982.0
7568;Total goods;Russia;2000 March;246546.0;130499.0;-116047.0
7569;Total goods;Russia;2000 April;190356.0;104846.0;-85510.0
7570;Total goods;Russia;2000 May;248103.0;142387.0;-105716.0
7571;Total goods;Russia;2000 June;282312.0;127846.0;-154465.0
7572;Total goods;Russia;2000 July;288470.0;130959.0;-157511.0
7573;Total goods;Russia;2000 August;352522.0;140951.0;-211571.0
7574;Total goods;Russia;2000 September;257607.0;165493.0;-92114.0
7575;Total goods;Russia;2000 October;252728.0;187391.0;-65338.0
7576;Total goods;Russia;2000 November;252005.0;198182.0;-53824.0
7577;Total goods;Russia;2000 December;191379.0;180096.0;-11283.0
7578;Total goods;Russia;2000;2889781.0;1724895.0;-1164886.0
7579;Total goods;Russia;2001 January;292294.0;154946.0;-137348.0
7580;Total goods;Russia;2001 February;205188.0;172316.0;-32872.0
7581;Total goods;Russia;2001 March;312227.0;194460.0;-117767.0
7582;Total goods;Russia;2001 April;292440.0;160615.0;-131825.0
7583;Total goods;Russia;2001 May;335575.0;161098.0;-174477.0
7584;Total goods;Russia;2001 June;371788.0;175268.0;-196520.0
7585;Total goods;Russia;2001 July;355747.0;188508.0;-167239.0
7586;Total goods;Russia;2001 August;359413.0;166213.0;-193200.0
7587;Total goods;Russia;2001 September;255561.0;162792.0;-92769.0
7588;Total goods;Russia;2001 October;206773.0;203628.0;-3145.0
7589;Total goods;Russia;2001 November;254734.0;218232.0;-36502.0
7590;Total goods;Russia;2001 December;221745.0;172569.0;-49176.0
7591;Total goods;Russia;2001;3463485.0;2130645.0;-1332840.0
7592;Total goods;Russia;2002 January;238739.0;165421.0;-73318.0
7593;Total goods;Russia;2002 February;242407.0;196923.0;-45484.0
7594;Total goods;Russia;2002 March;311796.0;207110.0;-104686.0
7595;Total goods;Russia;2002 April;328480.0;191902.0;-136578.0
7596;Total goods;Russia;2002 May;341036.0;197909.0;-143127.0
7597;Total goods;Russia;2002 June;369366.0;183839.0;-185527.0
7598;Total goods;Russia;2002 July;393897.0;213932.0;-179965.0
7599;Total goods;Russia;2002 August;312685.0;198831.0;-113854.0
7600;Total goods;Russia;2002 September;342447.0;210648.0;-131799.0
7601;Total goods;Russia;2002 October;376302.0;259348.0;-116954.0
7602;Total goods;Russia;2002 November;291522.0;242032.0;-49490.0
7603;Total goods;Russia;2002 December;235702.0;198709.0;-36993.0
7604;Total goods;Russia;2002;3784379.0;2466604.0;-1317775.0
7605;Total goods;Russia;2003 January;349999.0;219213.0;-130786.0
7606;Total goods;Russia;2003 February;302173.0;222501.0;-79672.0
7607;Total goods;Russia;2003 March;255804.0;225135.0;-30669.0
7608;Total goods;Russia;2003 April;392099.0;216613.0;-175486.0
7609;Total goods;Russia;2003 May;376185.0;225430.0;-150755.0
7610;Total goods;Russia;2003 June;475598.0;217348.0;-258250.0
7611;Total goods;Russia;2003 July;473632.0;235211.0;-238421.0
7612;Total goods;Russia;2003 August;387775.0;203886.0;-183889.0
7613;Total goods;Russia;2003 September;509129.0;248280.0;-260849.0
7614;Total goods;Russia;2003 October;359217.0;285513.0;-73704.0
7615;Total goods;Russia;2003 November;333518.0;245857.0;-87661.0
7616;Total goods;Russia;2003 December;403162.0;244467.0;-158695.0
7617;Total goods;Russia;2003;4618291.0;2789454.0;-1828837.0
7618;Total goods;Russia;2004 January;410468.0;206109.0;-204359.0
7619;Total goods;Russia;2004 February;432225.0;243468.0;-188757.0
7620;Total goods;Russia;2004 March;559880.0;291135.0;-268745.0
7621;Total goods;Russia;2004 April;406057.0;274668.0;-131389.0
7622;Total goods;Russia;2004 May;513498.0;222754.0;-290744.0
7623;Total goods;Russia;2004 June;507583.0;261171.0;-246412.0
7624;Total goods;Russia;2004 July;612169.0;232832.0;-379337.0
7625;Total goods;Russia;2004 August;583326.0;252834.0;-330492.0
7626;Total goods;Russia;2004 September;540783.0;282762.0;-258021.0
7627;Total goods;Russia;2004 October;603470.0;299586.0;-303884.0
7628;Total goods;Russia;2004 November;497939.0;344541.0;-153398.0
7629;Total goods;Russia;2004 December;449534.0;307472.0;-142062.0
7630;Total goods;Russia;2004;6116932.0;3219332.0;-2897600.0
7631;Total goods;Russia;2005 January;507220.0;241975.0;-265245.0
7632;Total goods;Russia;2005 February;562653.0;324217.0;-238436.0
7633;Total goods;Russia;2005 March;629435.0;335605.0;-293830.0
7634;Total goods;Russia;2005 April;754870.0;341782.0;-413088.0
7635;Total goods;Russia;2005 May;792093.0;331558.0;-460535.0
7636;Total goods;Russia;2005 June;733215.0;349218.0;-383997.0
7637;Total goods;Russia;2005 July;666324.0;328151.0;-338173.0
7638;Total goods;Russia;2005 August;691049.0;380225.0;-310824.0
7639;Total goods;Russia;2005 September;806457.0;432374.0;-374083.0
7640;Total goods;Russia;2005 October;654031.0;390117.0;-263914.0
7641;Total goods;Russia;2005 November;731569.0;454411.0;-277158.0
7642;Total goods;Russia;2005 December;812731.0;365928.0;-446803.0
7643;Total goods;Russia;2005;8341647.0;4275561.0;-4066086.0
7644;Total goods;Russia;2006 January;639288.0;316662.0;-322626.0
7645;Total goods;Russia;2006 February;672951.0;406631.0;-266320.0
7646;Total goods;Russia;2006 March;978170.0;455984.0;-522186.0
7647;Total goods;Russia;2006 April;919418.0;385553.0;-533865.0
7648;Total goods;Russia;2006 May;1074173.0;408549.0;-665624.0
7649;Total goods;Russia;2006 June;1218319.0;456717.0;-761602.0
7650;Total goods;Russia;2006 July;825165.0;382677.0;-442488.0
7651;Total goods;Russia;2006 August;1154585.0;457575.0;-697010.0
7652;Total goods;Russia;2006 September;1038642.0;514608.0;-524034.0
7653;Total goods;Russia;2006 October;870911.0;505098.0;-365813.0
7654;Total goods;Russia;2006 November;838576.0;572088.0;-266488.0
7655;Total goods;Russia;2006 December;738986.0;432056.0;-306930.0
7656;Total goods;Russia;2006;10969184.0;5294198.0;-5674986.0
7657;Total goods;Russia;2007 January;863711.0;422303.0;-441408.0
7658;Total goods;Russia;2007 February;844584.0;501077.0;-343507.0
7659;Total goods;Russia;2007 March;718692.0;545754.0;-172938.0
7660;Total goods;Russia;2007 April;836843.0;447949.0;-388894.0
7661;Total goods;Russia;2007 May;1129847.0;509945.0;-619902.0
7662;Total goods;Russia;2007 June;934441.0;524777.0;-409664.0
7663;Total goods;Russia;2007 July;798035.0;518372.0;-279663.0
7664;Total goods;Russia;2007 August;931164.0;591206.0;-339958.0
7665;Total goods;Russia;2007 September;805986.0;573877.0;-232109.0
7666;Total goods;Russia;2007 October;915480.0;679843.0;-235637.0
7667;Total goods;Russia;2007 November;1126281.0;727115.0;-399166.0
7668;Total goods;Russia;2007 December;776788.0;509837.0;-266951.0
7669;Total goods;Russia;2007;10681852.0;6552055.0;-4129797.0
7670;Total goods;Russia;2008 January;1102447.0;513583.0;-588864.0
7671;Total goods;Russia;2008 February;1023431.0;584947.0;-438484.0
7672;Total goods;Russia;2008 March;1156535.0;533304.0;-623231.0
7673;Total goods;Russia;2008 April;1189489.0;561810.0;-627679.0
7674;Total goods;Russia;2008 May;1110530.0;539312.0;-571218.0
7675;Total goods;Russia;2008 June;1302454.0;551059.0;-751395.0
7676;Total goods;Russia;2008 July;1488019.0;570068.0;-917951.0
7677;Total goods;Russia;2008 August;1376361.0;505740.0;-870621.0
7678;Total goods;Russia;2008 September;1059690.0;685861.0;-373829.0
7679;Total goods;Russia;2008 October;1028000.0;645679.0;-382321.0
7680;Total goods;Russia;2008 November;690827.0;505473.0;-185354.0
7681;Total goods;Russia;2008 December;508399.0;362085.0;-146314.0
7682;Total goods;Russia;2008;13036182.0;6558921.0;-6477261.0
7683;Total goods;Russia;2009 January;592318.0;288250.0;-304068.0
7684;Total goods;Russia;2009 February;575715.0;344892.0;-230823.0
7685;Total goods;Russia;2009 March;674269.0;337739.0;-336530.0
7686;Total goods;Russia;2009 April;775493.0;361206.0;-414287.0
7687;Total goods;Russia;2009 May;684271.0;296560.0;-387711.0
7688;Total goods;Russia;2009 June;837455.0;339709.0;-497746.0
7689;Total goods;Russia;2009 July;752878.0;429971.0;-322907.0
7690;Total goods;Russia;2009 August;827087.0;344635.0;-482452.0
7691;Total goods;Russia;2009 September;901117.0;383158.0;-517959.0
7692;Total goods;Russia;2009 October;935997.0;416056.0;-519941.0
7693;Total goods;Russia;2009 November;1033976.0;426923.0;-607053.0
7694;Total goods;Russia;2009 December;1037365.0;449543.0;-587822.0
7695;Total goods;Russia;2009;9627941.0;4418642.0;-5209299.0
7696;Total goods;Russia;2010 January;1231849.0;295590.0;-936259.0
7697;Total goods;Russia;2010 February;875581.0;410682.0;-464899.0
7698;Total goods;Russia;2010 March;1024242.0;434028.0;-590214.0
7699;Total goods;Russia;2010 April;1394849.0;452527.0;-942322.0
7700;Total goods;Russia;2010 May;1274394.0;415263.0;-859131.0
7701;Total goods;Russia;2010 June;953949.0;474635.0;-479314.0
7702;Total goods;Russia;2010 July;1153857.0;475828.0;-678029.0
7703;Total goods;Russia;2010 August;1340392.0;493507.0;-846885.0
7704;Total goods;Russia;2010 September;1131866.0;526377.0;-605489.0
7705;Total goods;Russia;2010 October;1306865.0;519650.0;-787215.0
7706;Total goods;Russia;2010 November;1080960.0;613331.0;-467629.0
7707;Total goods;Russia;2010 December;1253995.0;529020.0;-724975.0
7708;Total goods;Russia;2010;14022799.0;5640438.0;-8382361.0
7709;Total goods;Russia;2011 January;1309133.0;441816.0;-867317.0
7710;Total goods;Russia;2011 February;1129112.0;550559.0;-578553.0
7711;Total goods;Russia;2011 March;2141629.0;559625.0;-1582004.0
7712;Total goods;Russia;2011 April;1525303.0;493543.0;-1031760.0
7713;Total goods;Russia;2011 May;1592565.0;475013.0;-1117552.0
7714;Total goods;Russia;2011 June;1294310.0;481032.0;-813278.0
7715;Total goods;Russia;2011 July;1441089.0;517779.0;-923310.0
7716;Total goods;Russia;2011 August;1054215.0;542022.0;-512193.0
7717;Total goods;Russia;2011 September;1230961.0;607345.0;-623616.0
7718;Total goods;Russia;2011 October;1597335.0;540662.0;-1056673.0
7719;Total goods;Russia;2011 November;1392389.0;668348.0;-724041.0
7720;Total goods;Russia;2011 December;1251079.0;526720.0;-724359.0
7721;Total goods;Russia;2011;16959120.0;6404464.0;-10554656.0
7722;Total goods;Russia;2012 January;1586629.0;453134.0;-1133495.0
7723;Total goods;Russia;2012 February;2092186.0;557685.0;-1534501.0
7724;Total goods;Russia;2012 March;1850548.0;561058.0;-1289490.0
7725;Total goods;Russia;2012 April;2133164.0;527702.0;-1605462.0
7726;Total goods;Russia;2012 May;1926854.0;556454.0;-1370400.0
7727;Total goods;Russia;2012 June;1326924.0;645750.0;-681174.0
7728;Total goods;Russia;2012 July;1349878.0;643918.0;-705960.0
7729;Total goods;Russia;2012 August;1566229.0;669109.0;-897120.0
7730;Total goods;Russia;2012 September;1387230.0;612598.0;-774632.0
7731;Total goods;Russia;2012 October;1864124.0;679986.0;-1184138.0
7732;Total goods;Russia;2012 November;1714642.0;735344.0;-979298.0
7733;Total goods;Russia;2012 December;1520582.0;462334.0;-1058248.0
7734;Total goods;Russia;2012;20318990.0;7105072.0;-13213918.0
7735;Total goods;Other Eastern Europe;1996 January;79021.0;81457.0;2436.0
7736;Total goods;Other Eastern Europe;1996 February;58772.0;84877.0;26105.0
7737;Total goods;Other Eastern Europe;1996 March;88612.0;95141.0;6529.0
7738;Total goods;Other Eastern Europe;1996 April;73023.0;74297.0;1273.0
7739;Total goods;Other Eastern Europe;1996 May;70913.0;94869.0;23956.0
7740;Total goods;Other Eastern Europe;1996 June;73117.0;90684.0;17567.0
7741;Total goods;Other Eastern Europe;1996 July;104195.0;91607.0;-12588.0
7742;Total goods;Other Eastern Europe;1996 August;122186.0;81939.0;-40247.0
7743;Total goods;Other Eastern Europe;1996 September;92632.0;89762.0;-2870.0
7744;Total goods;Other Eastern Europe;1996 October;115683.0;99317.0;-16366.0
7745;Total goods;Other Eastern Europe;1996 November;100600.0;96098.0;-4502.0
7746;Total goods;Other Eastern Europe;1996 December;110003.0;90390.0;-19613.0
7747;Total goods;Other Eastern Europe;1996;1088759.0;1070438.0;-18320.0
7748;Total goods;Other Eastern Europe;1997 January;99558.0;87401.0;-12156.0
7749;Total goods;Other Eastern Europe;1997 February;150415.0;91536.0;-58880.0
7750;Total goods;Other Eastern Europe;1997 March;114269.0;93802.0;-20467.0
7751;Total goods;Other Eastern Europe;1997 April;90921.0;103675.0;12754.0
7752;Total goods;Other Eastern Europe;1997 May;79668.0;117406.0;37738.0
7753;Total goods;Other Eastern Europe;1997 June;116857.0;122266.0;5410.0
7754;Total goods;Other Eastern Europe;1997 July;97261.0;115097.0;17836.0
7755;Total goods;Other Eastern Europe;1997 August;102136.0;108371.0;6235.0
7756;Total goods;Other Eastern Europe;1997 September;96442.0;113516.0;17074.0
7757;Total goods;Other Eastern Europe;1997 October;82853.0;135569.0;52716.0
7758;Total goods;Other Eastern Europe;1997 November;106157.0;132909.0;26752.0
7759;Total goods;Other Eastern Europe;1997 December;79201.0;126263.0;47062.0
7760;Total goods;Other Eastern Europe;1997;1215737.0;1347811.0;132074.0
7761;Total goods;Other Eastern Europe;1998 January;106778.0;118960.0;12183.0
7762;Total goods;Other Eastern Europe;1998 February;112972.0;129454.0;16483.0
7763;Total goods;Other Eastern Europe;1998 March;125841.0;147900.0;22059.0
7764;Total goods;Other Eastern Europe;1998 April;98754.0;141586.0;42832.0
7765;Total goods;Other Eastern Europe;1998 May;87697.0;138055.0;50358.0
7766;Total goods;Other Eastern Europe;1998 June;98077.0;143490.0;45413.0
7767;Total goods;Other Eastern Europe;1998 July;119462.0;139973.0;20511.0
7768;Total goods;Other Eastern Europe;1998 August;99460.0;121115.0;21654.0
7769;Total goods;Other Eastern Europe;1998 September;104754.0;116474.0;11720.0
7770;Total goods;Other Eastern Europe;1998 October;113318.0;117955.0;4637.0
7771;Total goods;Other Eastern Europe;1998 November;103166.0;121484.0;18318.0
7772;Total goods;Other Eastern Europe;1998 December;85620.0;117127.0;31507.0
7773;Total goods;Other Eastern Europe;1998;1255899.0;1553573.0;297674.0
7774;Total goods;Other Eastern Europe;1999 January;95231.0;86404.0;-8826.0
7775;Total goods;Other Eastern Europe;1999 February;81945.0;95253.0;13308.0
7776;Total goods;Other Eastern Europe;1999 March;104155.0;124782.0;20627.0
7777;Total goods;Other Eastern Europe;1999 April;104795.0;114984.0;10189.0
7778;Total goods;Other Eastern Europe;1999 May;91037.0;110564.0;19527.0
7779;Total goods;Other Eastern Europe;1999 June;100641.0;115309.0;14668.0
7780;Total goods;Other Eastern Europe;1999 July;106532.0;109700.0;3168.0
7781;Total goods;Other Eastern Europe;1999 August;104963.0;98933.0;-6031.0
7782;Total goods;Other Eastern Europe;1999 September;106645.0;110351.0;3706.0
7783;Total goods;Other Eastern Europe;1999 October;89651.0;121484.0;31833.0
7784;Total goods;Other Eastern Europe;1999 November;99386.0;134024.0;34637.0
