ID;Lozingsbron;RegioS;Perioden;TotaleLozing_1;TotaleLozingBijWaterbeheerders_2;ViaRioolNaarRioolwaterzuivering_3;ViaRioolOpZoetRijkswater_4;ViaRioolOpZoutRijkswater_5;RegionaalOppervlaktewater_6;Bodem_7;TotaleLozingBijRijkswaterstaat_8;ZoetRijkswater_9;ZoutRijkswater_10;TotaleBelastingOppervlaktewater_11;RegionaalOppervlaktewater_12;ZoetRijkswater_13;ZoutRijkswater_14
84;Totaal alle bronnen;Overijssel (PV);1999;1543.5;1539.1;1498.2;0.0;0.0;40.9;0.0;4.4;4.4;0.0;241.5;201.2;40.3;0.0
85;Totaal alle bronnen;Overijssel (PV);2000;1546.7;1543.0;1502.1;0.0;0.0;40.9;0.0;3.8;3.8;0.0;237.6;198.0;39.6;0.0
86;Totaal alle bronnen;Overijssel (PV);2002;1539.6;1535.9;1490.4;0.0;0.0;38.9;6.6;3.7;3.7;0.0;199.3;156.1;43.3;0.0
87;Totaal alle bronnen;Overijssel (PV);2004;1557.7;1553.9;1503.5;0.0;0.0;43.5;6.9;3.8;3.8;0.0;196.5;157.8;38.7;0.0
88;Totaal alle bronnen;Overijssel (PV);2006;1519.8;1515.3;1465.3;0.0;0.0;43.0;6.9;4.5;4.5;0.0;189.9;153.7;36.2;0.0
89;Totaal alle bronnen;Overijssel (PV);2008;1552.7;1548.1;1500.7;0.0;0.0;46.5;0.8;4.6;4.6;0.0;200.5;158.6;41.9;0.0
90;Totaal alle bronnen;Flevoland (PV);1995;387.4;387.2;377.1;0.0;0.0;10.1;;0.2;0.2;0.0;50.9;50.7;0.2;0.0
91;Totaal alle bronnen;Flevoland (PV);1996;387.8;387.6;377.5;0.0;0.0;10.1;;0.2;0.2;0.0;49.8;49.7;0.2;0.0
92;Totaal alle bronnen;Flevoland (PV);1997;406.2;406.0;396.1;0.0;0.0;9.9;;0.2;0.2;0.0;47.7;47.5;0.2;0.0
93;Totaal alle bronnen;Flevoland (PV);1998;420.2;420.1;409.9;0.0;0.0;10.2;;0.1;0.1;0.0;43.5;43.5;0.1;0.0
94;Totaal alle bronnen;Flevoland (PV);1999;427.3;427.1;417.4;0.0;0.0;9.7;0.0;0.1;0.1;0.0;49.4;49.3;0.1;0.0
95;Totaal alle bronnen;Flevoland (PV);2000;435.9;435.8;425.9;0.0;0.0;9.8;0.0;0.2;0.2;0.0;53.0;52.9;0.2;0.0
96;Totaal alle bronnen;Flevoland (PV);2002;435.8;435.7;426.1;0.0;0.0;9.6;0.0;0.1;0.1;0.0;49.3;49.2;0.1;0.0
97;Totaal alle bronnen;Flevoland (PV);2004;485.5;485.4;474.5;0.0;0.0;10.9;0.0;0.1;0.1;0.0;41.5;41.4;0.1;0.0
98;Totaal alle bronnen;Flevoland (PV);2006;509.0;508.9;497.4;0.0;0.0;11.5;0.0;0.1;0.1;0.0;43.2;43.1;0.1;0.0
99;Totaal alle bronnen;Flevoland (PV);2008;509.2;508.8;498.7;0.0;0.0;5.1;5.1;0.3;0.3;0.0;33.4;33.0;0.3;0.0
100;Totaal alle bronnen;Gelderland (PV);1995;2837.2;2791.0;2674.6;65.7;0.0;50.7;;46.3;46.3;0.0;465.4;145.5;319.9;0.0
101;Totaal alle bronnen;Gelderland (PV);1996;2842.4;2770.9;2652.9;66.5;0.0;51.4;;71.5;71.5;0.0;526.8;155.2;371.5;0.0
102;Totaal alle bronnen;Gelderland (PV);1997;2853.8;2828.3;2738.3;43.6;0.0;46.5;;25.5;25.5;0.0;424.1;142.3;281.7;0.0
103;Totaal alle bronnen;Gelderland (PV);1998;2892.5;2860.0;2796.7;21.3;0.0;42.0;;32.5;32.5;0.0;442.4;139.8;302.6;0.0
104;Totaal alle bronnen;Gelderland (PV);1999;2853.6;2826.3;2767.4;0.0;0.0;49.0;10.0;27.3;27.3;0.0;381.2;142.2;238.9;0.0
105;Totaal alle bronnen;Gelderland (PV);2000;2870.9;2845.1;2785.9;0.0;0.0;49.1;10.0;25.8;25.8;0.0;386.3;152.8;233.5;0.0
106;Totaal alle bronnen;Gelderland (PV);2002;2974.0;2941.8;2912.2;0.0;0.0;24.6;5.0;32.2;32.2;0.0;374.6;130.0;244.6;0.0
107;Totaal alle bronnen;Gelderland (PV);2004;2942.5;2921.7;2888.9;0.0;0.0;27.5;5.2;20.8;20.8;0.0;327.4;119.9;207.5;0.0
108;Totaal alle bronnen;Gelderland (PV);2006;2877.8;2859.7;2816.8;0.0;0.0;29.1;13.7;18.2;18.2;0.0;306.2;104.5;201.8;0.0
109;Totaal alle bronnen;Gelderland (PV);2008;2861.7;2836.2;2809.9;0.0;0.0;13.1;13.1;25.5;25.5;0.0;311.9;106.7;205.2;0.0
110;Totaal alle bronnen;Utrecht (PV);1995;1452.7;1451.8;1414.1;0.0;0.0;37.8;;0.8;0.8;0.0;256.5;219.4;37.0;0.0
111;Totaal alle bronnen;Utrecht (PV);1996;1464.2;1463.4;1425.3;0.0;0.0;38.1;;0.8;0.8;0.0;239.2;201.1;38.0;0.0
112;Totaal alle bronnen;Utrecht (PV);1997;1489.5;1488.7;1456.0;0.0;0.0;32.7;;0.8;0.8;0.0;206.1;174.3;31.8;0.0
113;Totaal alle bronnen;Utrecht (PV);1998;1482.1;1480.7;1449.2;0.0;0.0;31.4;;1.4;1.4;0.0;212.3;174.3;38.0;0.0
114;Totaal alle bronnen;Utrecht (PV);1999;1560.9;1559.4;1526.8;0.0;0.0;32.5;0.0;1.5;1.5;0.0;239.4;190.5;49.0;0.0
115;Totaal alle bronnen;Utrecht (PV);2000;1553.9;1552.8;1520.4;0.0;0.0;32.4;0.0;1.1;1.1;0.0;206.2;156.2;50.0;0.0
116;Totaal alle bronnen;Utrecht (PV);2002;1576.6;1575.3;1542.7;0.0;0.0;32.6;0.0;1.4;1.4;0.0;193.4;153.6;39.8;0.0
117;Totaal alle bronnen;Utrecht (PV);2004;1569.2;1567.3;1524.8;0.0;0.0;42.5;0.0;1.8;1.8;0.0;180.7;148.1;32.6;0.0
118;Totaal alle bronnen;Utrecht (PV);2006;1590.2;1587.4;1553.9;0.0;0.0;33.6;0.0;2.8;2.8;0.0;169.0;126.7;42.3;0.0
119;Totaal alle bronnen;Utrecht (PV);2008;1593.2;1590.4;1562.7;0.0;0.0;27.6;0.0;2.8;2.8;0.0;176.9;138.6;38.3;0.0
120;Totaal alle bronnen;Noord-Holland (PV);1995;3479.7;3353.3;3281.9;2.1;0.0;69.3;;126.4;53.8;72.6;605.5;326.1;205.7;73.7
121;Totaal alle bronnen;Noord-Holland (PV);1996;3478.3;3351.3;3273.7;2.1;0.0;75.6;;127.0;46.9;80.1;570.7;308.0;181.2;81.4
122;Totaal alle bronnen;Noord-Holland (PV);1997;3561.5;3437.4;3349.5;0.0;0.0;87.9;;124.1;43.7;80.4;544.5;301.2;161.7;81.5
123;Totaal alle bronnen;Noord-Holland (PV);1998;3563.2;3441.1;3354.1;0.0;0.0;87.0;;122.0;40.9;81.2;622.1;331.9;207.5;82.7
124;Totaal alle bronnen;Noord-Holland (PV);1999;3574.7;3460.1;3372.0;0.0;0.0;88.1;0.0;114.6;40.1;74.5;608.1;326.5;206.1;75.6
125;Totaal alle bronnen;Noord-Holland (PV);2000;3550.4;3456.0;3369.9;0.0;0.0;86.1;0.0;94.4;32.1;62.3;543.2;273.7;205.9;63.5
126;Totaal alle bronnen;Noord-Holland (PV);2002;3578.1;3491.5;3416.1;0.0;0.0;75.3;0.0;86.7;32.2;54.5;510.6;272.5;182.4;55.8
127;Totaal alle bronnen;Noord-Holland (PV);2004;3550.7;3486.4;3425.3;0.0;0.0;61.1;0.0;64.3;28.6;35.6;463.3;254.1;172.3;36.9
128;Totaal alle bronnen;Noord-Holland (PV);2006;3573.0;3497.2;3440.8;0.0;0.0;56.4;0.0;75.8;28.3;47.5;450.6;227.6;174.5;48.5
129;Totaal alle bronnen;Noord-Holland (PV);2008;3652.5;3581.5;3533.5;23.8;0.0;24.2;0.0;71.0;34.0;37.0;436.8;208.1;190.8;37.9
130;Totaal alle bronnen;Zuid-Holland (PV);1995;4547.3;4275.1;4174.4;42.4;13.8;44.4;;272.3;272.1;0.2;1249.1;183.4;623.0;442.8
131;Totaal alle bronnen;Zuid-Holland (PV);1996;4633.1;4323.5;4221.5;43.7;13.9;44.3;;309.6;309.4;0.2;1328.1;163.9;676.4;487.8
132;Totaal alle bronnen;Zuid-Holland (PV);1997;4728.6;4500.1;4378.4;34.9;14.0;72.7;;228.5;228.4;0.2;1298.2;184.0;577.9;536.2
133;Totaal alle bronnen;Zuid-Holland (PV);1998;4743.0;4512.2;4395.0;30.9;13.6;72.7;;230.8;230.7;0.2;1300.2;182.1;623.4;494.7
134;Totaal alle bronnen;Zuid-Holland (PV);1999;4692.7;4470.0;4364.0;19.1;12.5;74.4;0.0;222.7;222.5;0.2;1262.0;177.6;571.1;513.3
135;Totaal alle bronnen;Zuid-Holland (PV);2000;4656.7;4470.9;4365.3;17.9;11.8;75.8;0.0;185.8;185.7;0.1;1137.8;174.3;491.8;471.6
136;Totaal alle bronnen;Zuid-Holland (PV);2002;4605.3;4428.8;4344.2;11.2;10.9;62.5;0.0;176.5;176.2;0.3;1198.4;173.8;485.3;539.3
137;Totaal alle bronnen;Zuid-Holland (PV);2004;4564.5;4422.4;4341.2;13.0;12.7;55.4;0.0;142.1;142.0;0.2;1011.6;143.4;407.2;461.0
138;Totaal alle bronnen;Zuid-Holland (PV);2006;4682.7;4556.5;4479.5;13.5;13.0;46.8;3.6;126.1;126.0;0.2;906.5;128.7;368.5;409.3
139;Totaal alle bronnen;Zuid-Holland (PV);2008;5023.9;4858.2;4717.3;84.6;18.4;35.0;2.9;165.8;137.1;28.6;734.7;115.4;460.6;158.7
140;Totaal alle bronnen;Zeeland (PV);1995;551.5;511.9;491.9;0.0;0.0;20.0;;39.6;1.8;37.7;166.6;109.1;3.2;54.4
141;Totaal alle bronnen;Zeeland (PV);1996;571.7;526.2;505.6;0.0;0.0;20.5;;45.5;2.2;43.3;161.3;101.4;3.2;56.7
142;Totaal alle bronnen;Zeeland (PV);1997;559.5;524.6;507.7;0.0;0.0;16.8;;34.9;1.7;33.2;156.1;103.0;3.0;50.2
143;Totaal alle bronnen;Zeeland (PV);1998;578.8;534.9;518.0;0.0;0.0;16.9;;43.9;1.9;42.0;170.8;109.1;3.3;58.4
144;Totaal alle bronnen;Zeeland (PV);1999;575.8;536.7;514.4;0.0;3.4;13.3;5.5;39.1;1.7;37.4;173.9;111.5;2.8;59.6
145;Totaal alle bronnen;Zeeland (PV);2000;564.0;533.5;512.5;0.0;2.5;13.0;5.6;30.4;1.7;28.7;149.0;93.9;2.8;52.2
146;Totaal alle bronnen;Zeeland (PV);2002;575.0;541.4;521.0;0.0;1.8;13.2;5.5;33.5;2.1;31.4;170.5;114.1;3.2;53.2
147;Totaal alle bronnen;Zeeland (PV);2004;579.3;550.0;534.2;0.0;3.1;12.3;0.4;29.3;3.2;26.1;146.5;92.8;4.8;48.9
148;Totaal alle bronnen;Zeeland (PV);2006;570.8;542.0;520.1;0.0;4.6;16.6;0.7;28.9;3.2;25.7;130.5;73.3;4.5;52.6
149;Totaal alle bronnen;Zeeland (PV);2008;583.5;550.3;531.0;0.0;4.8;14.0;0.4;33.2;2.5;30.7;116.9;60.9;4.0;52.0
150;Totaal alle bronnen;Noord-Brabant (PV);1995;3796.3;3792.4;3753.2;0.0;0.0;39.2;;4.0;4.0;0.0;631.2;519.5;53.6;58.1
151;Totaal alle bronnen;Noord-Brabant (PV);1996;3767.2;3763.7;3718.1;0.0;0.0;45.6;;3.5;3.5;0.0;604.9;511.0;41.2;52.7
152;Totaal alle bronnen;Noord-Brabant (PV);1997;3717.1;3713.5;3663.8;0.0;0.0;49.8;;3.6;3.6;0.0;532.3;435.3;46.6;50.4
153;Totaal alle bronnen;Noord-Brabant (PV);1998;3733.5;3728.4;3686.3;0.0;0.0;42.0;;5.2;5.2;0.0;622.4;498.5;57.9;66.0
154;Totaal alle bronnen;Noord-Brabant (PV);1999;3813.5;3807.7;3758.8;0.0;0.0;35.6;13.3;5.8;5.8;0.0;622.6;509.9;53.1;59.5
155;Totaal alle bronnen;Noord-Brabant (PV);2000;3845.7;3827.6;3778.5;0.0;0.0;35.6;13.5;18.1;18.1;0.0;588.9;463.9;68.5;56.4
156;Totaal alle bronnen;Noord-Brabant (PV);2002;3805.3;3798.1;3745.7;0.0;0.0;34.1;18.3;7.2;7.2;0.0;535.7;410.3;55.4;70.0
157;Totaal alle bronnen;Noord-Brabant (PV);2004;3771.5;3764.8;3729.3;0.0;0.0;25.5;9.9;6.7;6.7;0.0;493.8;385.5;52.1;56.2
158;Totaal alle bronnen;Noord-Brabant (PV);2006;3751.1;3745.4;3701.7;0.0;0.0;33.3;10.3;5.8;5.8;0.0;418.6;317.0;48.9;52.7
159;Totaal alle bronnen;Noord-Brabant (PV);2008;3689.7;3684.8;3625.4;0.0;0.0;44.7;14.7;4.9;4.9;0.0;411.2;311.5;46.6;53.1
160;Totaal alle bronnen;Limburg (PV);1995;1794.6;1764.3;1729.0;10.5;0.0;24.8;;30.3;30.3;0.0;300.7;194.2;106.5;0.0
161;Totaal alle bronnen;Limburg (PV);1996;1808.6;1769.5;1734.1;10.5;0.0;24.9;;39.1;39.1;0.0;327.1;209.2;117.9;0.0
162;Totaal alle bronnen;Limburg (PV);1997;1791.2;1747.0;1733.2;0.9;0.0;12.9;;44.3;44.3;0.0;266.6;169.6;97.0;0.0
