ID;Regions;Periods;PriceIndex_1;ChangesOnePeriodPrevious_2;ChangesOneYearPrevious_3;Number_4;ChangesOnePeriodPrevious_5;ChangesOneYearPrevious_6;AveragePurchasePrice_7;TotalValuePurchasePrices_8
6399;Agglomeratie Haarlem (CR);2011 2nd quarter;110.9;-1.0;-1.6;472.0;-2.3;-8.5;330961.0;156.0
6400;Agglomeratie Haarlem (CR);2011 July;;;;;;;;
6401;Agglomeratie Haarlem (CR);2011 August;;;;;;;;
6402;Agglomeratie Haarlem (CR);2011 September;;;;;;;;
6403;Agglomeratie Haarlem (CR);2011 3rd quarter;110.4;-0.5;-1.9;560.0;18.6;1.6;342511.0;192.0
6404;Agglomeratie Haarlem (CR);2011 October;;;;;;;;
6405;Agglomeratie Haarlem (CR);2011 November;;;;;;;;
6406;Agglomeratie Haarlem (CR);2011 December;;;;;;;;
6407;Agglomeratie Haarlem (CR);2011 4th quarter;108.2;-2.0;-3.5;494.0;-11.8;-7.3;317867.0;157.0
6408;Agglomeratie Haarlem (CR);2011;109.7;-1.9;-1.9;2009.0;-1.2;-1.2;328086.0;659.0
6409;Agglomeratie Haarlem (CR);2012 January;;;;;;;;
6410;Agglomeratie Haarlem (CR);2012 February;;;;;;;;
6411;Agglomeratie Haarlem (CR);2012 March;;;;;;;;
6412;Agglomeratie Haarlem (CR);2012 1st quarter;109.8;1.5;-2.0;399.0;-19.2;-17.4;311019.0;124.0
6413;Agglomeratie Haarlem (CR);2012 April;;;;;;;;
6414;Agglomeratie Haarlem (CR);2012 May;;;;;;;;
6415;Agglomeratie Haarlem (CR);2012 June;;;;;;;;
6416;Agglomeratie Haarlem (CR);2012 2nd quarter;107.0;-2.5;-3.5;542.0;35.8;14.8;316993.0;172.0
6417;Agglomeratie Haarlem (CR);2012 July;;;;;;;;
6418;Agglomeratie Haarlem (CR);2012 August;;;;;;;;
6419;Agglomeratie Haarlem (CR);2012 September;;;;;;;;
6420;Agglomeratie Haarlem (CR);2012 3rd quarter;101.8;-4.9;-7.8;409.0;-24.5;-27.0;277827.0;114.0
6421;Agglomeratie Haarlem (CR);2012 October;;;;;;;;
6422;Agglomeratie Haarlem (CR);2012 November;;;;;;;;
6423;Agglomeratie Haarlem (CR);2012 December;;;;;;;;
6424;Agglomeratie Haarlem (CR);2012 4th quarter;101.8;0.0;-5.9;533.0;30.3;7.9;280640.0;150.0
6425;Agglomeratie Haarlem (CR);2012;107.8;-1.7;-1.7;1883.0;-6.3;-6.3;296930.0;559.0
6426;Zaanstreek (CR);1995 January;;;;;;;;
6427;Zaanstreek (CR);1995 February;;;;;;;;
6428;Zaanstreek (CR);1995 March ;;;;;;;;
6429;Zaanstreek (CR);1995 1st quarter;40.1;;;322.0;;;75743.0;24.0
6430;Zaanstreek (CR);1995 April;;;;;;;;
6431;Zaanstreek (CR);1995 May;;;;;;;;
6432;Zaanstreek (CR);1995 June;;;;;;;;
6433;Zaanstreek (CR);1995 2nd quarter;40.2;0.3;;342.0;6.2;;77416.0;26.0
6434;Zaanstreek (CR);1995 July;;;;;;;;
6435;Zaanstreek (CR);1995 August;;;;;;;;
6436;Zaanstreek (CR);1995 September;;;;;;;;
6437;Zaanstreek (CR);1995 3rd quarter;41.4;2.9;;331.0;-3.2;;80534.0;27.0
6438;Zaanstreek (CR);1995 October;;;;;;;;
6439;Zaanstreek (CR);1995 November;;;;;;;;
6440;Zaanstreek (CR);1995 December;;;;;;;;
6441;Zaanstreek (CR);1995 4th quarter;42.1;1.6;;403.0;21.8;;77610.0;31.0
6442;Zaanstreek (CR);1995;41.8;;;1398.0;;;77825.0;109.0
6443;Zaanstreek (CR);1996 January;;;;;;;;
6444;Zaanstreek (CR);1996 February;;;;;;;;
6445;Zaanstreek (CR);1996 March ;;;;;;;;
6446;Zaanstreek (CR);1996 1st quarter;43.3;3.0;8.1;296.0;-26.6;-8.1;75296.0;22.0
6447;Zaanstreek (CR);1996 April;;;;;;;;
6448;Zaanstreek (CR);1996 May;;;;;;;;
6449;Zaanstreek (CR);1996 June;;;;;;;;
6450;Zaanstreek (CR);1996 2nd quarter;45.9;5.8;14.1;457.0;54.4;33.6;76648.0;35.0
6451;Zaanstreek (CR);1996 July;;;;;;;;
6452;Zaanstreek (CR);1996 August;;;;;;;;
6453;Zaanstreek (CR);1996 September;;;;;;;;
6454;Zaanstreek (CR);1996 3rd quarter;46.3;0.9;11.8;427.0;-6.6;29.0;81182.0;35.0
6455;Zaanstreek (CR);1996 October;;;;;;;;
6456;Zaanstreek (CR);1996 November;;;;;;;;
6457;Zaanstreek (CR);1996 December;;;;;;;;
6458;Zaanstreek (CR);1996 4th quarter;48.4;4.6;15.1;515.0;20.6;27.8;87638.0;45.0
6459;Zaanstreek (CR);1996;47.0;12.4;12.4;1695.0;21.2;21.2;80893.0;137.0
6460;Zaanstreek (CR);1997 January;;;;;;;;
6461;Zaanstreek (CR);1997 February;;;;;;;;
6462;Zaanstreek (CR);1997 March ;;;;;;;;
6463;Zaanstreek (CR);1997 1st quarter;49.8;2.9;15.0;298.0;-42.1;0.7;88669.0;26.0
6464;Zaanstreek (CR);1997 April;;;;;;;;
6465;Zaanstreek (CR);1997 May;;;;;;;;
6466;Zaanstreek (CR);1997 June;;;;;;;;
6467;Zaanstreek (CR);1997 2nd quarter;51.1;2.5;11.4;384.0;28.9;-16.0;95171.0;37.0
6468;Zaanstreek (CR);1997 July;;;;;;;;
6469;Zaanstreek (CR);1997 August;;;;;;;;
6470;Zaanstreek (CR);1997 September;;;;;;;;
6471;Zaanstreek (CR);1997 3rd quarter;52.8;3.4;14.1;354.0;-7.8;-17.1;99006.0;35.0
6472;Zaanstreek (CR);1997 October;;;;;;;;
6473;Zaanstreek (CR);1997 November;;;;;;;;
6474;Zaanstreek (CR);1997 December;;;;;;;;
6475;Zaanstreek (CR);1997 4th quarter;53.3;1.0;10.2;468.0;32.2;-9.1;102365.0;48.0
6476;Zaanstreek (CR);1997;52.8;12.4;12.4;1504.0;-11.3;-11.3;97024.0;146.0
6477;Zaanstreek (CR);1998 January;;;;;;;;
6478;Zaanstreek (CR);1998 February;;;;;;;;
6479;Zaanstreek (CR);1998 March ;;;;;;;;
6480;Zaanstreek (CR);1998 1st quarter;54.3;1.9;9.1;342.0;-26.9;14.8;106074.0;36.0
6481;Zaanstreek (CR);1998 April;;;;;;;;
6482;Zaanstreek (CR);1998 May;;;;;;;;
6483;Zaanstreek (CR);1998 June;;;;;;;;
6484;Zaanstreek (CR);1998 2nd quarter;56.6;4.2;10.9;397.0;16.1;3.4;107437.0;43.0
6485;Zaanstreek (CR);1998 July;;;;;;;;
6486;Zaanstreek (CR);1998 August;;;;;;;;
6487;Zaanstreek (CR);1998 September;;;;;;;;
6488;Zaanstreek (CR);1998 3rd quarter;59.2;4.6;12.2;373.0;-6.0;5.4;110650.0;41.0
6489;Zaanstreek (CR);1998 October;;;;;;;;
6490;Zaanstreek (CR);1998 November;;;;;;;;
6491;Zaanstreek (CR);1998 December;;;;;;;;
6492;Zaanstreek (CR);1998 4th quarter;58.6;-1.1;9.8;479.0;28.4;2.4;115820.0;55.0
6493;Zaanstreek (CR);1998;58.6;11.0;11.0;1591.0;5.8;5.8;110421.0;176.0
6494;Zaanstreek (CR);1999 January;;;;;;;;
6495;Zaanstreek (CR);1999 February;;;;;;;;
6496;Zaanstreek (CR);1999 March ;;;;;;;;
6497;Zaanstreek (CR);1999 1st quarter;60.8;3.8;11.9;385.0;-19.6;12.6;118638.0;46.0
6498;Zaanstreek (CR);1999 April;;;;;;;;
6499;Zaanstreek (CR);1999 May;;;;;;;;
6500;Zaanstreek (CR);1999 June;;;;;;;;
6501;Zaanstreek (CR);1999 2nd quarter;63.4;4.2;11.9;452.0;17.4;13.9;123083.0;56.0
6502;Zaanstreek (CR);1999 July;;;;;;;;
6503;Zaanstreek (CR);1999 August;;;;;;;;
6504;Zaanstreek (CR);1999 September;;;;;;;;
6505;Zaanstreek (CR);1999 3rd quarter;66.7;5.3;12.7;510.0;12.8;36.7;129873.0;66.0
6506;Zaanstreek (CR);1999 October;;;;;;;;
6507;Zaanstreek (CR);1999 November;;;;;;;;
6508;Zaanstreek (CR);1999 December;;;;;;;;
6509;Zaanstreek (CR);1999 4th quarter;70.5;5.7;20.5;443.0;-13.1;-7.5;131720.0;58.0
6510;Zaanstreek (CR);1999;67.5;15.1;15.1;1790.0;12.5;12.5;126199.0;226.0
6511;Zaanstreek (CR);2000 January;;;;;;;;
6512;Zaanstreek (CR);2000 February;;;;;;;;
6513;Zaanstreek (CR);2000 March;;;;;;;;
6514;Zaanstreek (CR);2000 1st quarter;72.8;3.2;19.7;309.0;-30.2;-19.7;140594.0;43.0
6515;Zaanstreek (CR);2000 April;;;;;;;;
6516;Zaanstreek (CR);2000 May;;;;;;;;
6517;Zaanstreek (CR);2000 June;;;;;;;;
6518;Zaanstreek (CR);2000 2nd quarter;75.7;4.1;19.5;381.0;23.3;-15.7;142431.0;54.0
6519;Zaanstreek (CR);2000 July;;;;;;;;
6520;Zaanstreek (CR);2000 August;;;;;;;;
6521;Zaanstreek (CR);2000 September;;;;;;;;
6522;Zaanstreek (CR);2000 3rd quarter;78.0;3.0;16.9;445.0;16.8;-12.7;153377.0;68.0
6523;Zaanstreek (CR);2000 October;;;;;;;;
6524;Zaanstreek (CR);2000 November;;;;;;;;
6525;Zaanstreek (CR);2000 December;;;;;;;;
6526;Zaanstreek (CR);2000 4th quarter;78.8;1.1;11.8;467.0;4.9;5.4;152914.0;71.0
6527;Zaanstreek (CR);2000;78.8;16.8;16.8;1602.0;-10.5;-10.5;148173.0;237.0
6528;Zaanstreek (CR);2001 January;;;;;;;;
6529;Zaanstreek (CR);2001 February;;;;;;;;
6530;Zaanstreek (CR);2001 March;;;;;;;;
6531;Zaanstreek (CR);2001 1st quarter;82.7;4.9;13.6;360.0;-22.9;16.5;148373.0;53.0
6532;Zaanstreek (CR);2001 April;;;;;;;;
6533;Zaanstreek (CR);2001 May;;;;;;;;
6534;Zaanstreek (CR);2001 June;;;;;;;;
6535;Zaanstreek (CR);2001 2nd quarter;82.9;0.3;9.4;424.0;17.8;11.3;157711.0;67.0
6536;Zaanstreek (CR);2001 July;;;;;;;;
6537;Zaanstreek (CR);2001 August;;;;;;;;
6538;Zaanstreek (CR);2001 September;;;;;;;;
6539;Zaanstreek (CR);2001 3rd quarter;82.9;0.1;6.4;457.0;7.8;2.7;159697.0;73.0
6540;Zaanstreek (CR);2001 October;;;;;;;;
6541;Zaanstreek (CR);2001 November;;;;;;;;
6542;Zaanstreek (CR);2001 December;;;;;;;;
6543;Zaanstreek (CR);2001 4th quarter;85.7;3.3;8.7;505.0;10.5;8.1;173501.0;88.0
6544;Zaanstreek (CR);2001;86.3;9.5;9.5;1746.0;9.0;9.0;160873.0;281.0
6545;Zaanstreek (CR);2002 January;;;;;;;;
6546;Zaanstreek (CR);2002 February;;;;;;;;
6547;Zaanstreek (CR);2002 March;;;;;;;;
6548;Zaanstreek (CR);2002 1st quarter;87.4;1.9;5.7;473.0;-6.3;31.4;168390.0;80.0
6549;Zaanstreek (CR);2002 April;;;;;;;;
6550;Zaanstreek (CR);2002 May;;;;;;;;
6551;Zaanstreek (CR);2002 June;;;;;;;;
6552;Zaanstreek (CR);2002 2nd quarter;88.0;0.8;6.2;566.0;19.7;33.5;167001.0;95.0
6553;Zaanstreek (CR);2002 July;;;;;;;;
6554;Zaanstreek (CR);2002 August;;;;;;;;
6555;Zaanstreek (CR);2002 September;;;;;;;;
6556;Zaanstreek (CR);2002 3rd quarter;89.1;1.2;7.4;526.0;-7.1;15.1;178364.0;94.0
6557;Zaanstreek (CR);2002 October;;;;;;;;
6558;Zaanstreek (CR);2002 November;;;;;;;;
6559;Zaanstreek (CR);2002 December;;;;;;;;
6560;Zaanstreek (CR);2002 4th quarter;88.9;-0.1;3.8;539.0;2.5;6.7;173182.0;93.0
6561;Zaanstreek (CR);2002;91.2;5.7;5.7;2104.0;20.5;20.5;171737.0;361.0
6562;Zaanstreek (CR);2003 January;;;;;;;;
6563;Zaanstreek (CR);2003 February;;;;;;;;
6564;Zaanstreek (CR);2003 March;;;;;;;;
6565;Zaanstreek (CR);2003 1st quarter;93.4;5.0;6.9;347.0;-35.6;-26.6;184887.0;64.0
6566;Zaanstreek (CR);2003 April;;;;;;;;
6567;Zaanstreek (CR);2003 May;;;;;;;;
6568;Zaanstreek (CR);2003 June;;;;;;;;
6569;Zaanstreek (CR);2003 2nd quarter;94.5;1.2;7.3;431.0;24.2;-23.9;191182.0;82.0
6570;Zaanstreek (CR);2003 July;;;;;;;;
6571;Zaanstreek (CR);2003 August;;;;;;;;
6572;Zaanstreek (CR);2003 September;;;;;;;;
6573;Zaanstreek (CR);2003 3rd quarter;96.0;1.6;7.8;386.0;-10.4;-26.6;194372.0;75.0
6574;Zaanstreek (CR);2003 October;;;;;;;;
6575;Zaanstreek (CR);2003 November;;;;;;;;
6576;Zaanstreek (CR);2003 December;;;;;;;;
6577;Zaanstreek (CR);2003 4th quarter;97.5;1.5;9.6;459.0;18.9;-14.8;200387.0;92.0
6578;Zaanstreek (CR);2003;96.2;5.4;5.4;1623.0;-22.9;-22.9;193198.0;314.0
6579;Zaanstreek (CR);2004 January;;;;;;;;
6580;Zaanstreek (CR);2004 February;;;;;;;;
6581;Zaanstreek (CR);2004 March;;;;;;;;
6582;Zaanstreek (CR);2004 1st quarter;98.4;0.9;5.4;331.0;-27.9;-4.6;192729.0;64.0
6583;Zaanstreek (CR);2004 April;;;;;;;;
6584;Zaanstreek (CR);2004 May;;;;;;;;
6585;Zaanstreek (CR);2004 June;;;;;;;;
6586;Zaanstreek (CR);2004 2nd quarter;100.3;2.0;6.2;379.0;14.5;-12.1;195449.0;74.0
6587;Zaanstreek (CR);2004 July;;;;;;;;
6588;Zaanstreek (CR);2004 August;;;;;;;;
6589;Zaanstreek (CR);2004 September;;;;;;;;
6590;Zaanstreek (CR);2004 3rd quarter;99.7;-0.6;3.9;378.0;-0.3;-2.1;197041.0;74.0
6591;Zaanstreek (CR);2004 October;;;;;;;;
6592;Zaanstreek (CR);2004 November;;;;;;;;
6593;Zaanstreek (CR);2004 December;;;;;;;;
6594;Zaanstreek (CR);2004 4th quarter;100.3;0.6;2.9;396.0;4.8;-13.7;194834.0;77.0
6595;Zaanstreek (CR);2004;100.7;4.7;4.7;1484.0;-8.6;-8.6;195084.0;290.0
6596;Zaanstreek (CR);2005 January;;;;;;;;
6597;Zaanstreek (CR);2005 February;;;;;;;;
6598;Zaanstreek (CR);2005 March;;;;;;;;
6599;Zaanstreek (CR);2005 1st quarter;99.5;-0.9;1.1;355.0;-10.4;7.3;199774.0;71.0
6600;Zaanstreek (CR);2005 April;;;;;;;;
6601;Zaanstreek (CR);2005 May;;;;;;;;
6602;Zaanstreek (CR);2005 June;;;;;;;;
6603;Zaanstreek (CR);2005 2nd quarter;99.0;-0.5;-1.3;369.0;3.9;-2.6;213181.0;79.0
6604;Zaanstreek (CR);2005 July;;;;;;;;
6605;Zaanstreek (CR);2005 August;;;;;;;;
6606;Zaanstreek (CR);2005 September;;;;;;;;
6607;Zaanstreek (CR);2005 3rd quarter;101.1;2.1;1.4;487.0;32.0;28.8;208855.0;102.0
6608;Zaanstreek (CR);2005 October;;;;;;;;
6609;Zaanstreek (CR);2005 November;;;;;;;;
6610;Zaanstreek (CR);2005 December;;;;;;;;
6611;Zaanstreek (CR);2005 4th quarter;100.5;-0.6;0.2;567.0;16.4;43.2;196461.0;111.0
6612;Zaanstreek (CR);2005;100.0;-0.6;-0.6;1778.0;19.8;19.8;203987.0;363.0
6613;Zaanstreek (CR);2006 January;;;;;;;;
6614;Zaanstreek (CR);2006 February;;;;;;;;
6615;Zaanstreek (CR);2006 March;;;;;;;;
6616;Zaanstreek (CR);2006 1st quarter;100.6;0.1;1.1;438.0;-22.8;23.4;202440.0;89.0
6617;Zaanstreek (CR);2006 April;;;;;;;;
6618;Zaanstreek (CR);2006 May;;;;;;;;
6619;Zaanstreek (CR);2006 June;;;;;;;;
6620;Zaanstreek (CR);2006 2nd quarter;102.4;1.8;3.5;513.0;17.1;39.0;216222.0;111.0
6621;Zaanstreek (CR);2006 July;;;;;;;;
6622;Zaanstreek (CR);2006 August;;;;;;;;
6623;Zaanstreek (CR);2006 September;;;;;;;;
6624;Zaanstreek (CR);2006 3rd quarter;104.3;1.8;3.2;469.0;-8.6;-3.7;219292.0;103.0
6625;Zaanstreek (CR);2006 October;;;;;;;;
6626;Zaanstreek (CR);2006 November;;;;;;;;
6627;Zaanstreek (CR);2006 December;;;;;;;;
6628;Zaanstreek (CR);2006 4th quarter;103.7;-0.6;3.2;455.0;-3.0;-19.8;216426.0;98.0
6629;Zaanstreek (CR);2006;102.9;2.9;2.9;1875.0;5.5;5.5;213820.0;401.0
6630;Zaanstreek (CR);2007 January;;;;;;;;
6631;Zaanstreek (CR);2007 February;;;;;;;;
6632;Zaanstreek (CR);2007 March;;;;;;;;
6633;Zaanstreek (CR);2007 1st quarter;105.2;1.5;4.6;350.0;-23.1;-20.1;215100.0;75.0
6634;Zaanstreek (CR);2007 April;;;;;;;;
6635;Zaanstreek (CR);2007 May;;;;;;;;
6636;Zaanstreek (CR);2007 June;;;;;;;;
6637;Zaanstreek (CR);2007 2nd quarter;104.6;-0.6;2.1;391.0;11.7;-23.8;210330.0;82.0
6638;Zaanstreek (CR);2007 July;;;;;;;;
6639;Zaanstreek (CR);2007 August;;;;;;;;
6640;Zaanstreek (CR);2007 September;;;;;;;;
6641;Zaanstreek (CR);2007 3rd quarter;106.7;2.0;2.3;407.0;4.1;-13.2;215824.0;88.0
6642;Zaanstreek (CR);2007 October;;;;;;;;
6643;Zaanstreek (CR);2007 November;;;;;;;;
6644;Zaanstreek (CR);2007 December;;;;;;;;
6645;Zaanstreek (CR);2007 4th quarter;106.7;0.0;2.9;464.0;14.0;2.0;217654.0;101.0
6646;Zaanstreek (CR);2007;105.9;2.9;2.9;1612.0;-14.0;-14.0;214861.0;346.0
6647;Zaanstreek (CR);2008 January;;;;;;;;
6648;Zaanstreek (CR);2008 February;;;;;;;;
6649;Zaanstreek (CR);2008 March;;;;;;;;
6650;Zaanstreek (CR);2008 1st quarter;108.3;1.4;2.9;339.0;-26.9;-3.1;228583.0;77.0
6651;Zaanstreek (CR);2008 April;;;;;;;;
6652;Zaanstreek (CR);2008 May;;;;;;;;
6653;Zaanstreek (CR);2008 June;;;;;;;;
6654;Zaanstreek (CR);2008 2nd quarter;107.1;-1.1;2.4;373.0;10.0;-4.6;232777.0;87.0
6655;Zaanstreek (CR);2008 July;;;;;;;;
6656;Zaanstreek (CR);2008 August;;;;;;;;
6657;Zaanstreek (CR);2008 September;;;;;;;;
6658;Zaanstreek (CR);2008 3rd quarter;109.0;1.8;2.1;389.0;4.3;-4.4;221494.0;86.0
6659;Zaanstreek (CR);2008 October;;;;;;;;
6660;Zaanstreek (CR);2008 November;;;;;;;;
6661;Zaanstreek (CR);2008 December;;;;;;;;
6662;Zaanstreek (CR);2008 4th quarter;108.5;-0.5;1.6;395.0;1.5;-14.9;214560.0;85.0
6663;Zaanstreek (CR);2008;108.2;2.2;2.2;1496.0;-7.2;-7.2;224083.0;335.0
6664;Zaanstreek (CR);2009 January;;;;;;;;
6665;Zaanstreek (CR);2009 February;;;;;;;;
6666;Zaanstreek (CR);2009 March;;;;;;;;
6667;Zaanstreek (CR);2009 1st quarter;105.6;-2.7;-2.5;218.0;-44.8;-35.7;204582.0;45.0
6668;Zaanstreek (CR);2009 April;;;;;;;;
6669;Zaanstreek (CR);2009 May;;;;;;;;
6670;Zaanstreek (CR);2009 June;;;;;;;;
6671;Zaanstreek (CR);2009 2nd quarter;104.5;-1.0;-2.4;260.0;19.3;-30.3;204180.0;53.0
6672;Zaanstreek (CR);2009 July;;;;;;;;
6673;Zaanstreek (CR);2009 August;;;;;;;;
6674;Zaanstreek (CR);2009 September;;;;;;;;
6675;Zaanstreek (CR);2009 3rd quarter;105.7;1.2;-3.0;280.0;7.7;-28.0;215187.0;60.0
6676;Zaanstreek (CR);2009 October;;;;;;;;
6677;Zaanstreek (CR);2009 November;;;;;;;;
6678;Zaanstreek (CR);2009 December;;;;;;;;
6679;Zaanstreek (CR);2009 4th quarter;105.0;-0.7;-3.2;340.0;21.4;-13.9;213815.0;73.0
6680;Zaanstreek (CR);2009;105.1;-2.9;-2.9;1098.0;-26.6;-26.6;210050.0;231.0
6681;Zaanstreek (CR);2010 January;;;;;;;;
6682;Zaanstreek (CR);2010 February;;;;;;;;
6683;Zaanstreek (CR);2010 March;;;;;;;;
6684;Zaanstreek (CR);2010 1st quarter;103.6;-1.3;-1.9;257.0;-24.4;17.9;216080.0;56.0
6685;Zaanstreek (CR);2010 April;;;;;;;;
6686;Zaanstreek (CR);2010 May;;;;;;;;
6687;Zaanstreek (CR);2010 June;;;;;;;;
6688;Zaanstreek (CR);2010 2nd quarter;102.4;-1.2;-2.0;265.0;3.1;1.9;213594.0;57.0
6689;Zaanstreek (CR);2010 July;;;;;;;;
6690;Zaanstreek (CR);2010 August;;;;;;;;
6691;Zaanstreek (CR);2010 September;;;;;;;;
6692;Zaanstreek (CR);2010 3rd quarter;101.9;-0.5;-3.6;243.0;-8.3;-13.2;213758.0;52.0
6693;Zaanstreek (CR);2010 October;;;;;;;;
6694;Zaanstreek (CR);2010 November;;;;;;;;
6695;Zaanstreek (CR);2010 December;;;;;;;;
6696;Zaanstreek (CR);2010 4th quarter;102.4;0.5;-2.5;293.0;20.6;-13.8;209211.0;61.0
6697;Zaanstreek (CR);2010;102.6;-2.3;-2.3;1058.0;-3.6;-3.6;213022.0;225.0
6698;Zaanstreek (CR);2011 January;;;;;;;;
6699;Zaanstreek (CR);2011 February;;;;;;;;
6700;Zaanstreek (CR);2011 March;;;;;;;;
6701;Zaanstreek (CR);2011 1st quarter;100.4;-1.9;-3.1;248.0;-15.4;-3.5;211645.0;52.0
6702;Zaanstreek (CR);2011 April;;;;;;;;
6703;Zaanstreek (CR);2011 May;;;;;;;;
6704;Zaanstreek (CR);2011 June;;;;;;;;
6705;Zaanstreek (CR);2011 2nd quarter;101.7;1.3;-0.6;304.0;22.6;14.7;217528.0;66.0
6706;Zaanstreek (CR);2011 July;;;;;;;;
6707;Zaanstreek (CR);2011 August;;;;;;;;
6708;Zaanstreek (CR);2011 September;;;;;;;;
6709;Zaanstreek (CR);2011 3rd quarter;99.8;-1.9;-2.1;251.0;-17.4;3.3;209474.0;53.0
6710;Zaanstreek (CR);2011 October;;;;;;;;
6711;Zaanstreek (CR);2011 November;;;;;;;;
6712;Zaanstreek (CR);2011 December;;;;;;;;
6713;Zaanstreek (CR);2011 4th quarter;97.7;-2.1;-4.6;255.0;1.6;-13.0;201880.0;51.0
6714;Zaanstreek (CR);2011;100.8;-1.8;-1.8;1058.0;0.0;0.0;210467.0;223.0
6715;Zaanstreek (CR);2012 January;;;;;;;;
6716;Zaanstreek (CR);2012 February;;;;;;;;
6717;Zaanstreek (CR);2012 March;;;;;;;;
6718;Zaanstreek (CR);2012 1st quarter;94.4;-3.4;-5.9;214.0;-16.1;-13.7;205658.0;44.0
6719;Zaanstreek (CR);2012 April;;;;;;;;
6720;Zaanstreek (CR);2012 May;;;;;;;;
6721;Zaanstreek (CR);2012 June;;;;;;;;
6722;Zaanstreek (CR);2012 2nd quarter;94.4;0.0;-7.2;355.0;65.9;16.8;197105.0;70.0
6723;Zaanstreek (CR);2012 July;;;;;;;;
6724;Zaanstreek (CR);2012 August;;;;;;;;
6725;Zaanstreek (CR);2012 September;;;;;;;;
6726;Zaanstreek (CR);2012 3rd quarter;91.2;-3.4;-8.6;211.0;-40.6;-15.9;192546.0;41.0
6727;Zaanstreek (CR);2012 October;;;;;;;;
6728;Zaanstreek (CR);2012 November;;;;;;;;
6729;Zaanstreek (CR);2012 December;;;;;;;;
6730;Zaanstreek (CR);2012 4th quarter;90.8;-0.4;-7.1;361.0;71.1;41.6;194815.0;70.0
6731;Zaanstreek (CR);2012;93.8;-7.0;-7.0;1141.0;7.8;7.8;197141.0;225.0
6732;Groot-Amsterdam (CR);1995 January;;;;;;;;
6733;Groot-Amsterdam (CR);1995 February;;;;;;;;
6734;Groot-Amsterdam (CR);1995 March ;;;;;;;;
6735;Groot-Amsterdam (CR);1995 1st quarter;40.3;;;1442.0;;;99977.0;144.0
6736;Groot-Amsterdam (CR);1995 April;;;;;;;;
6737;Groot-Amsterdam (CR);1995 May;;;;;;;;
6738;Groot-Amsterdam (CR);1995 June;;;;;;;;
6739;Groot-Amsterdam (CR);1995 2nd quarter;40.7;0.8;;1664.0;15.4;;101713.0;169.0
6740;Groot-Amsterdam (CR);1995 July;;;;;;;;
6741;Groot-Amsterdam (CR);1995 August;;;;;;;;
6742;Groot-Amsterdam (CR);1995 September;;;;;;;;
6743;Groot-Amsterdam (CR);1995 3rd quarter;41.5;2.1;;1870.0;12.4;;102601.0;192.0
6744;Groot-Amsterdam (CR);1995 October;;;;;;;;
6745;Groot-Amsterdam (CR);1995 November;;;;;;;;
6746;Groot-Amsterdam (CR);1995 December;;;;;;;;
6747;Groot-Amsterdam (CR);1995 4th quarter;42.1;1.6;;2218.0;18.6;;106314.0;236.0
6748;Groot-Amsterdam (CR);1995;39.9;;;7194.0;;;103014.0;741.0
6749;Groot-Amsterdam (CR);1996 January;;;;;;;;
6750;Groot-Amsterdam (CR);1996 February;;;;;;;;
6751;Groot-Amsterdam (CR);1996 March ;;;;;;;;
6752;Groot-Amsterdam (CR);1996 1st quarter;42.8;1.5;6.0;1804.0;-18.7;25.1;110899.0;200.0
6753;Groot-Amsterdam (CR);1996 April;;;;;;;;
6754;Groot-Amsterdam (CR);1996 May;;;;;;;;
6755;Groot-Amsterdam (CR);1996 June;;;;;;;;
6756;Groot-Amsterdam (CR);1996 2nd quarter;43.9;2.6;8.0;2059.0;14.1;23.7;109370.0;225.0
6757;Groot-Amsterdam (CR);1996 July;;;;;;;;
6758;Groot-Amsterdam (CR);1996 August;;;;;;;;
6759;Groot-Amsterdam (CR);1996 September;;;;;;;;
6760;Groot-Amsterdam (CR);1996 3rd quarter;45.2;3.0;9.0;2015.0;-2.1;7.8;111978.0;226.0
6761;Groot-Amsterdam (CR);1996 October;;;;;;;;
6762;Groot-Amsterdam (CR);1996 November;;;;;;;;
6763;Groot-Amsterdam (CR);1996 December;;;;;;;;
6764;Groot-Amsterdam (CR);1996 4th quarter;46.3;2.4;9.8;2107.0;4.6;-5.0;118823.0;250.0
6765;Groot-Amsterdam (CR);1996;43.2;8.3;8.3;7985.0;11.0;11.0;112868.0;901.0
6766;Groot-Amsterdam (CR);1997 January;;;;;;;;
6767;Groot-Amsterdam (CR);1997 February;;;;;;;;
6768;Groot-Amsterdam (CR);1997 March ;;;;;;;;
6769;Groot-Amsterdam (CR);1997 1st quarter;48.4;4.7;13.3;1782.0;-15.4;-1.2;119054.0;212.0
6770;Groot-Amsterdam (CR);1997 April;;;;;;;;
6771;Groot-Amsterdam (CR);1997 May;;;;;;;;
6772;Groot-Amsterdam (CR);1997 June;;;;;;;;
6773;Groot-Amsterdam (CR);1997 2nd quarter;50.1;3.4;14.1;2337.0;31.1;13.5;124243.0;290.0
6774;Groot-Amsterdam (CR);1997 July;;;;;;;;
6775;Groot-Amsterdam (CR);1997 August;;;;;;;;
6776;Groot-Amsterdam (CR);1997 September;;;;;;;;
6777;Groot-Amsterdam (CR);1997 3rd quarter;51.9;3.6;14.8;2352.0;0.6;16.7;129146.0;304.0
6778;Groot-Amsterdam (CR);1997 October;;;;;;;;
6779;Groot-Amsterdam (CR);1997 November;;;;;;;;
6780;Groot-Amsterdam (CR);1997 December;;;;;;;;
