ID;Aardoliegrondstoffen;Bestemming;Perioden;TotaalAanbod_1;Winning_2;ProductieUitAardolie_3;ProductieUitAndereBronnen_4;Invoer_5;Uitvoer_6;Voorraadmutatie_7;TotaalVerbruik_8;Verwerking_9;FinaalVerbruik_10;Beginvoorraad_11;Eindvoorraad_12;Voorraadmutatie_13
34;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1978;;1520.0;;;99124.0;43382.0;;57457.0;57457.0;;;;
35;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1979;;1581.0;;;114091.0;55053.0;;60447.0;60447.0;;;;
36;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1980;50531.0;1568.0;;;100635.0;50334.0;-1338.0;50531.0;50531.0;;7353.0;8691.0;-1338.0
37;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1981;40752.0;1606.0;;;81738.0;44037.0;1444.0;40752.0;40752.0;;7984.0;6540.0;1444.0
38;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1982;39578.0;1894.0;;;76770.0;40114.0;1027.0;39578.0;39578.0;;6539.0;5511.0;1027.0
39;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1983;43668.0;2900.0;;;71164.0;31590.0;1194.0;43668.0;43668.0;;5511.0;4317.0;1194.0
40;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1984;47815.0;3432.0;;;76133.0;31324.0;-427.0;47815.0;47815.0;;4317.0;4744.0;-427.0
41;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1985;42635.0;4069.0;;;68659.0;28666.0;-1427.0;42635.0;42635.0;;4744.0;6171.0;-1427.0
42;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1986;50160.0;4995.0;;;75348.0;29912.0;-271.0;50160.0;50160.0;;6171.0;6442.0;-271.0
43;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1987;51773.0;4663.0;;;75398.0;27559.0;-730.0;51773.0;51773.0;;6442.0;7172.0;-730.0
44;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1988;54320.0;4271.0;;;82601.0;33350.0;797.0;54320.0;54320.0;;7098.0;6301.0;797.0
45;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1989;54241.0;3814.0;;;86158.0;35123.0;-608.0;54241.0;54241.0;;6301.0;6910.0;-608.0
46;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1990;51755.0;3976.0;;;85933.0;38239.0;86.0;51755.0;51755.0;;6910.0;6824.0;86.0
47;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1991;55698.0;3719.0;;;94379.0;43225.0;824.0;55698.0;55698.0;;6824.0;6000.0;824.0
48;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1992;57335.0;3324.0;;;99855.0;44412.0;-1433.0;57335.0;57335.0;;6000.0;7433.0;-1433.0
49;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1993;58557.0;3284.0;;;97736.0;43339.0;876.0;58557.0;58557.0;;7433.0;6557.0;876.0
50;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1994;58843.0;4352.0;;;97933.0;43189.0;-253.0;58843.0;58843.0;;6557.0;6810.0;-253.0
51;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1995;62523.0;3523.0;;;98104.0;39342.0;237.0;62523.0;62523.0;;6810.0;6573.0;237.0
52;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1996;63577.0;3188.0;;;104593.0;44444.0;240.0;63577.0;63577.0;;6573.0;6333.0;240.0
53;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1997;63488.0;3026.0;;;104739.0;44104.0;-172.0;63488.0;63488.0;;6333.0;6505.0;-172.0
54;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1998;64801.0;2736.0;;;107376.0;44515.0;-796.0;64801.0;64801.0;;6505.0;7301.0;-796.0
55;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;1999;61337.0;2580.0;;;101222.0;43729.0;1263.0;61337.0;61337.0;;7301.0;6038.0;1263.0
56;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 januari;5251.0;238.0;;;8619.0;3788.0;182.0;5251.0;5251.0;;6038.0;5856.0;182.0
57;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 februari;4982.0;209.0;;;8585.0;3321.0;-490.0;4982.0;4982.0;;5856.0;6346.0;-490.0
58;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 maart;5008.0;221.0;;;8477.0;3632.0;-58.0;5008.0;5008.0;;6346.0;6404.0;-58.0
59;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 1e kwartaal;15241.0;667.0;;;25682.0;10741.0;-366.0;15241.0;15241.0;;6038.0;6404.0;-366.0
60;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 april;4950.0;191.0;;;7945.0;3515.0;329.0;4950.0;4950.0;;6404.0;6076.0;329.0
61;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 mei;4497.0;201.0;;;8075.0;2709.0;-1070.0;4497.0;4497.0;;6076.0;7145.0;-1070.0
62;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 juni;4755.0;174.0;;;7371.0;2591.0;-199.0;4755.0;4755.0;;7145.0;7344.0;-199.0
63;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 2e kwartaal;14202.0;566.0;;;23392.0;8816.0;-940.0;14202.0;14202.0;;6404.0;7344.0;-940.0
64;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 juli;5496.0;185.0;;;8808.0;3679.0;183.0;5496.0;5496.0;;7344.0;7161.0;183.0
65;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 augustus;5464.0;168.0;;;8337.0;4011.0;970.0;5464.0;5464.0;;7161.0;6192.0;970.0
66;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 september;4705.0;159.0;;;9168.0;3657.0;-965.0;4705.0;4705.0;;6192.0;7156.0;-965.0
67;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 3e kwartaal;15665.0;511.0;;;26314.0;11347.0;188.0;15665.0;15665.0;;7344.0;7156.0;188.0
68;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 oktober;5808.0;184.0;;;9040.0;3910.0;494.0;5808.0;5808.0;;7156.0;6662.0;494.0
69;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 november;5329.0;208.0;;;9696.0;4371.0;-203.0;5329.0;5329.0;;6662.0;6865.0;-203.0
70;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 december;5542.0;214.0;;;9186.0;3889.0;31.0;5542.0;5542.0;;6865.0;6834.0;31.0
71;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000 4e kwartaal;16680.0;606.0;;;27922.0;12170.0;322.0;16680.0;16680.0;;7156.0;6834.0;322.0
72;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2000;61788.0;2351.0;;;103308.0;43075.0;-796.0;61788.0;61788.0;;6038.0;6834.0;-796.0
73;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 januari;5613.0;221.0;;;9687.0;4141.0;-154.0;5613.0;5613.0;;6834.0;6988.0;-154.0
74;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 februari;4925.0;190.0;;;7396.0;3269.0;608.0;4925.0;4925.0;;6988.0;6380.0;608.0
75;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 maart;5286.0;200.0;;;9831.0;3171.0;-1574.0;5286.0;5286.0;;6380.0;7954.0;-1574.0
76;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 1e kwartaal;15824.0;610.0;;;26915.0;10581.0;-1120.0;15824.0;15824.0;;6834.0;7954.0;-1120.0
77;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 april;5418.0;183.0;;;8292.0;3019.0;-38.0;5418.0;5418.0;;7954.0;7992.0;-38.0
78;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 mei;5383.0;144.0;;;8615.0;3815.0;438.0;5383.0;5383.0;;7992.0;7554.0;438.0
79;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 juni;4742.0;157.0;;;7343.0;3271.0;513.0;4742.0;4742.0;;7554.0;7041.0;513.0
80;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 2e kwartaal;15543.0;485.0;;;24250.0;10105.0;913.0;15543.0;15543.0;;7954.0;7041.0;913.0
81;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 juli;4971.0;160.0;;;9133.0;3844.0;-478.0;4971.0;4971.0;;7041.0;7519.0;-478.0
82;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 augustus;5507.0;148.0;;;9107.0;3757.0;10.0;5507.0;5507.0;;7519.0;7509.0;10.0
83;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 september;4860.0;139.0;;;9017.0;3462.0;-834.0;4860.0;4860.0;;7509.0;8343.0;-834.0
84;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 3e kwartaal;15338.0;447.0;;;27257.0;11063.0;-1302.0;15338.0;15338.0;;7041.0;8343.0;-1302.0
85;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 oktober;5160.0;128.0;;;7459.0;3287.0;859.0;5160.0;5160.0;;8343.0;7484.0;859.0
86;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 november;5250.0;140.0;;;7532.0;2986.0;564.0;5250.0;5250.0;;7484.0;6920.0;564.0
87;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 december;5020.0;453.0;;;8968.0;3742.0;-659.0;5020.0;5020.0;;6920.0;7579.0;-659.0
88;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001 4e kwartaal;15430.0;721.0;;;23959.0;10015.0;764.0;15430.0;15430.0;;8343.0;7579.0;764.0
89;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2001;62135.0;2264.0;;;102381.0;41764.0;-745.0;62135.0;62135.0;;6834.0;7579.0;-745.0
90;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 januari;5090.0;275.0;;;8665.0;3945.0;95.0;5090.0;5090.0;;7579.0;7484.0;95.0
91;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 februari;5013.0;256.0;;;8331.0;3651.0;77.0;5013.0;5013.0;;7484.0;7407.0;77.0
92;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 maart;5441.0;279.0;;;8952.0;3478.0;-311.0;5441.0;5441.0;;7407.0;7718.0;-311.0
93;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 1e kwartaal;15544.0;810.0;;;25947.0;11074.0;-139.0;15544.0;15544.0;;7579.0;7718.0;-139.0
94;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 april;4232.0;269.0;;;7473.0;3836.0;326.0;4232.0;4232.0;;7718.0;7393.0;326.0
95;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 mei;4650.0;273.0;;;8274.0;3976.0;79.0;4650.0;4650.0;;7393.0;7314.0;79.0
96;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 juni;4564.0;237.0;;;8770.0;3801.0;-642.0;4564.0;4564.0;;7314.0;7956.0;-642.0
97;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 2e kwartaal;13445.0;779.0;;;24517.0;11613.0;-237.0;13445.0;13445.0;;7718.0;7956.0;-237.0
98;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 juli;4564.0;203.0;;;7697.0;3878.0;541.0;4564.0;4564.0;;7956.0;7415.0;541.0
99;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 augustus;4759.0;232.0;;;9187.0;4068.0;-592.0;4759.0;4759.0;;7415.0;8006.0;-592.0
100;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 september;4749.0;269.0;;;7351.0;3744.0;873.0;4749.0;4749.0;;8006.0;7134.0;873.0
101;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 3e kwartaal;14071.0;704.0;;;24235.0;11690.0;822.0;14071.0;14071.0;;7956.0;7134.0;822.0
102;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 oktober;4663.0;273.0;;;8900.0;3987.0;-523.0;4663.0;4663.0;;7134.0;7657.0;-523.0
103;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 november;4746.0;266.0;;;7535.0;3702.0;648.0;4746.0;4746.0;;7657.0;7010.0;648.0
104;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 december;5046.0;242.0;;;8608.0;3873.0;68.0;5046.0;5046.0;;7010.0;6941.0;68.0
105;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002 4e kwartaal;14454.0;781.0;;;25043.0;11562.0;193.0;14454.0;14454.0;;7134.0;6941.0;193.0
106;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2002;57514.0;3074.0;;;99742.0;45939.0;638.0;57514.0;57514.0;;7579.0;6941.0;638.0
107;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 januari;4949.0;297.0;;;8322.0;4206.0;536.0;4949.0;4949.0;;6941.0;6405.0;536.0
108;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 februari;4671.0;252.0;;;7715.0;3633.0;336.0;4671.0;4671.0;;6405.0;6069.0;336.0
109;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 maart;4656.0;278.0;;;9090.0;4246.0;-465.0;4656.0;4656.0;;6069.0;6535.0;-465.0
110;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 1e kwartaal;14275.0;828.0;;;25127.0;12086.0;407.0;14275.0;14275.0;;6941.0;6535.0;407.0
111;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 april;4822.0;273.0;;;9174.0;4078.0;-548.0;4822.0;4822.0;;6535.0;7083.0;-548.0
112;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 mei;5303.0;240.0;;;8542.0;4099.0;621.0;5303.0;5303.0;;7083.0;6462.0;621.0
113;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 juni;4987.0;217.0;;;8814.0;3846.0;-198.0;4987.0;4987.0;;6462.0;6661.0;-198.0
114;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 2e kwartaal;15112.0;731.0;;;26530.0;12023.0;-126.0;15112.0;15112.0;;6535.0;6661.0;-126.0
115;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 juli;5367.0;237.0;;;8784.0;3996.0;342.0;5367.0;5367.0;;6661.0;6318.0;342.0
116;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 augustus;5284.0;243.0;;;9405.0;3741.0;-623.0;5284.0;5284.0;;6318.0;6941.0;-623.0
117;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 september;5162.0;191.0;;;8324.0;3959.0;606.0;5162.0;5162.0;;6941.0;6335.0;606.0
118;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 3e kwartaal;15813.0;671.0;;;26513.0;11696.0;326.0;15813.0;15813.0;;6661.0;6335.0;326.0
119;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 oktober;4805.0;260.0;;;9125.0;3858.0;-722.0;4805.0;4805.0;;6335.0;7057.0;-722.0
120;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 november;4590.0;280.0;;;7935.0;3849.0;223.0;4590.0;4590.0;;7057.0;6834.0;223.0
121;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 december;5350.0;307.0;;;8269.0;4102.0;875.0;5350.0;5350.0;;6834.0;5958.0;875.0
122;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003 4e kwartaal;14745.0;847.0;;;25329.0;11808.0;376.0;14745.0;14745.0;;6335.0;5958.0;376.0
123;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2003;59945.0;3076.0;;;103499.0;47613.0;983.0;59945.0;59945.0;;6941.0;5958.0;983.0
124;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 januari;5665.0;291.0;;;9798.0;3820.0;-604.0;5665.0;5665.0;;5958.0;6562.0;-604.0
125;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 februari;5306.0;275.0;;;8931.0;3828.0;-73.0;5306.0;5306.0;;6562.0;6635.0;-73.0
126;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 maart;5410.0;291.0;;;9585.0;3884.0;-582.0;5410.0;5410.0;;6635.0;7217.0;-582.0
127;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 1e kwartaal;16381.0;857.0;;;28314.0;11532.0;-1258.0;16381.0;16381.0;;5958.0;7217.0;-1258.0
128;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 april;5259.0;240.0;;;8421.0;3707.0;305.0;5259.0;5259.0;;7217.0;6911.0;305.0
129;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 mei;5598.0;221.0;;;9413.0;3722.0;-314.0;5598.0;5598.0;;6911.0;7225.0;-314.0
130;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 juni;5368.0;268.0;;;8864.0;4524.0;760.0;5368.0;5368.0;;7225.0;6465.0;760.0
131;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 2e kwartaal;16226.0;729.0;;;26698.0;11953.0;751.0;16226.0;16226.0;;7217.0;6465.0;751.0
132;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 juli;5547.0;243.0;;;9151.0;4312.0;464.0;5547.0;5547.0;;6465.0;6001.0;464.0
133;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 augustus;5422.0;237.0;;;9883.0;3962.0;-735.0;5422.0;5422.0;;6001.0;6736.0;-735.0
134;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 september;4580.0;236.0;;;8036.0;3666.0;-26.0;4580.0;4580.0;;6736.0;6762.0;-26.0
135;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 3e kwartaal;15549.0;716.0;;;27070.0;11940.0;-297.0;15549.0;15549.0;;6465.0;6762.0;-297.0
136;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 oktober;4177.0;238.0;;;8058.0;3723.0;-396.0;4177.0;4177.0;;6762.0;7159.0;-396.0
137;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 november;4372.0;169.0;;;8895.0;4075.0;-617.0;4372.0;4372.0;;7159.0;7776.0;-617.0
138;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 december;5357.0;182.0;;;7712.0;4081.0;1545.0;5357.0;5357.0;;7776.0;6231.0;1545.0
139;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004 4e kwartaal;13906.0;589.0;;;24665.0;11879.0;531.0;13906.0;13906.0;;6762.0;6231.0;531.0
140;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2004;62062.0;2891.0;;;106748.0;47304.0;-273.0;62062.0;62062.0;;5958.0;6231.0;-273.0
141;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 januari;5448.0;263.0;;;9285.0;3971.0;-130.0;5448.0;5448.0;;6231.0;6361.0;-130.0
142;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 februari;4806.0;214.0;;;8719.0;3923.0;-204.0;4806.0;4806.0;;6361.0;6565.0;-204.0
143;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 maart;4911.0;243.0;;;9110.0;3990.0;-452.0;4911.0;4911.0;;6565.0;7018.0;-452.0
144;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 1e kwartaal;15165.0;720.0;;;27114.0;11883.0;-786.0;15165.0;15165.0;;6231.0;7018.0;-786.0
145;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 april;5364.0;200.0;;;8412.0;3938.0;690.0;5364.0;5364.0;;7018.0;6328.0;690.0
146;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 mei;5698.0;229.0;;;9974.0;3583.0;-922.0;5698.0;5698.0;;6328.0;7249.0;-922.0
147;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 juni;5199.0;196.0;;;8333.0;3151.0;-179.0;5199.0;5199.0;;7249.0;7428.0;-179.0
148;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 2e kwartaal;16261.0;624.0;;;26720.0;10672.0;-410.0;16261.0;16261.0;;7018.0;7428.0;-410.0
149;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 juli;4792.0;227.0;;;8433.0;3556.0;-311.0;4792.0;4792.0;;7428.0;7739.0;-311.0
150;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 augustus;5011.0;183.0;;;8895.0;3943.0;-124.0;5011.0;5011.0;;7739.0;7864.0;-124.0
151;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 september;5106.0;161.0;;;8392.0;3905.0;458.0;5106.0;5106.0;;7864.0;7406.0;458.0
152;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 3e kwartaal;14910.0;572.0;;;25720.0;11405.0;23.0;14910.0;14910.0;;7428.0;7406.0;23.0
153;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 oktober;5306.0;143.0;;;8890.0;3892.0;165.0;5306.0;5306.0;;7406.0;7240.0;165.0
154;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 november;5451.0;124.0;;;8405.0;3726.0;648.0;5451.0;5451.0;;7240.0;6592.0;648.0
155;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 december;5529.0;86.0;;;9631.0;4042.0;-146.0;5529.0;5529.0;;6592.0;6738.0;-146.0
156;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005 4e kwartaal;16286.0;353.0;;;26926.0;11660.0;667.0;16286.0;16286.0;;7406.0;6738.0;667.0
157;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2005;62621.0;2269.0;;;106480.0;45621.0;-507.0;62621.0;62621.0;;6231.0;6738.0;-507.0
158;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2006 januari;4889.0;228.0;;;10242.0;4025.0;-1556.0;4889.0;4889.0;;6738.0;8294.0;-1556.0
159;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2006 februari;4976.0;190.0;;;7525.0;3602.0;863.0;4976.0;4976.0;;8294.0;7431.0;863.0
160;Totaal aardoliegrondstoffen;Totaal voor verwerking en doorvoer;2006 maart;5407.0;190.0;;;9798.0;3866.0;-715.0;5407.0;5407.0;;7431.0;8147.0;-715.0
