ID;CPA2008;Periods;PriceIndex_1;QuarterlyChanges_2;YearlyChanges_3
136;H Transportation and storage services;2008 3rd quarter;98.9;1.9;4.3
137;H Transportation and storage services;2008 4th quarter;98.7;-0.2;3.7
138;H Transportation and storage services;2008;97.9;;3.6
139;H Transportation and storage services;2009 1st quarter;95.2;-3.6;-1.7
140;H Transportation and storage services;2009 2nd quarter;92.4;-2.9;-4.9
141;H Transportation and storage services;2009 3rd quarter;92.3;-0.1;-6.7
142;H Transportation and storage services;2009 4th quarter;93.8;1.7;-4.9
143;H Transportation and storage services;2009;93.4;;-4.6
144;H Transportation and storage services;2010 1st quarter;93.7;-0.2;-1.5
145;H Transportation and storage services;2010 2nd quarter;95.6;2.1;3.5
146;H Transportation and storage services;2010 3rd quarter;95.8;0.1;3.8
147;H Transportation and storage services;2010 4th quarter;94.9;-0.9;1.2
148;H Transportation and storage services;2010;95.0;;1.7
149;H Transportation and storage services;2011 1st quarter;96.2;1.4;2.7
150;H Transportation and storage services;2011 2nd quarter;97.0;0.8;1.4
151;H Transportation and storage services;2011 3rd quarter;97.2;0.3;1.5
152;H Transportation and storage services;2011 4th quarter;96.7;-0.6;1.9
153;H Transportation and storage services;2011;96.8;;1.9
154;H Transportation and storage services;2012 1st quarter;97.2;0.6;1.1
155;H Transportation and storage services;2012 2nd quarter;99.1;1.9;2.2
156;H Transportation and storage services;2012 3rd quarter;99.4;0.4;2.3
157;H Transportation and storage services;2012 4th quarter;98.8;-0.7;2.2
158;H Transportation and storage services;2012;98.6;;1.9
159;H Transportation and storage services;2013 1st quarter;99.2;0.4;2.0
160;H Transportation and storage services;2013 2nd quarter;99.0;-0.2;-0.1
161;H Transportation and storage services;2013 3rd quarter;99.5;0.5;0.0
162;H Transportation and storage services;2013 4th quarter;99.6;0.1;0.8
163;H Transportation and storage services;2013;99.3;;0.7
164;H Transportation and storage services;2014 1st quarter;99.1;-0.5;-0.1
165;H Transportation and storage services;2014 2nd quarter;99.4;0.3;0.4
166;H Transportation and storage services;2014 3rd quarter;99.4;0.0;-0.1
167;H Transportation and storage services;2014 4th quarter;99.1;-0.3;-0.5
168;H Transportation and storage services;2014;99.2;;-0.1
169;H Transportation and storage services;2015 1st quarter;99.3;0.2;0.2
170;H Transportation and storage services;2015 2nd quarter;100.1;0.8;0.7
171;H Transportation and storage services;2015 3rd quarter;100.5;0.4;1.1
172;H Transportation and storage services;2015 4th quarter;100.2;-0.4;1.1
173;H Transportation and storage services;2015;100.0;;0.8
174;H Transportation and storage services;2016 1st quarter;98.5;-1.7;-0.8
175;H Transportation and storage services;2016 2nd quarter;98.6;0.2;-1.4
176;H Transportation and storage services;2016 3rd quarter;98.9;0.2;-1.7
177;H Transportation and storage services;2016 4th quarter;98.4;-0.5;-1.8
178;H Transportation and storage services;2016;98.6;;-1.4
179;H Transportation and storage services;2017 1st quarter;98.9;0.5;0.4
180;H Transportation and storage services;2017 2nd quarter;99.8;1.0;1.2
181;H Transportation and storage services;2017 3rd quarter;99.9;0.1;1.1
182;H Transportation and storage services;2017 4th quarter;99.7;-0.3;1.3
183;H Transportation and storage services;2017;99.6;;1.0
184;H Transportation and storage services;2018 1st quarter;99.9;0.2;1.0
185;H Transportation and storage services;2018 2nd quarter;100.8;1.0;1.0
186;H Transportation and storage services;2018 3rd quarter;102.5;1.7;2.6
187;H Transportation and storage services;2018 4th quarter;103.2;0.7;3.5
188;H Transportation and storage services;2018;101.6;;2.0
189;H Transportation and storage services;2019 1st quarter;102.9;-0.3;3.0
190;H Transportation and storage services;2019 2nd quarter;104.3;1.4;3.5
191;H Transportation and storage services;2019 3rd quarter;104.8;0.4;2.2
192;H Transportation and storage services;2019 4th quarter;104.0;-0.7;0.8
193;H Transportation and storage services;2019;104.0;;2.4
194;H Transportation and storage services;2020 1st quarter;104.3;0.3;1.4
195;H Transportation and storage services;2020 2nd quarter;106.9;2.5;2.5
196;H Transportation and storage services;2020 3rd quarter;105.8;-1.1;0.9
197;H Transportation and storage services;2020 4th quarter;105.2;-0.5;1.1
198;H Transportation and storage services;2020;105.6;;1.5
199;H Transportation and storage services;2021 1st quarter;105.8;0.5;1.4
200;H Transportation and storage services;2021 2nd quarter;108.7;2.8;1.7
201;H Transportation and storage services;2021 3rd quarter;110.7;1.8;4.6
202;H Transportation and storage services;2021 4th quarter;113.8;2.8;8.2
203;H Transportation and storage services;2021;109.8;;4.0
204;H Transportation and storage services;2022 1st quarter;117.8;3.5;11.3
205;H Transportation and storage services;2022 2nd quarter;125.4;6.5;15.3
206;H Transportation and storage services;2022 3rd quarter;130.0;3.7;17.5
207;H Transportation and storage services;2022 4th quarter;129.3;-0.5;13.6
208;H Transportation and storage services;2022;125.6;;14.5
209;H Transportation and storage services;2023 1st quarter;130.3;0.7;10.6
210;H Transportation and storage services;2023 2nd quarter;130.6;0.2;4.1
211;H Transportation and storage services;2023 3rd quarter;130.0;-0.4;0.0
212;H Transportation and storage services;2023 4th quarter;129.8;-0.2;0.3
213;H Transportation and storage services;2023;130.1;;3.6
214;49 Transport via land and pipelines;2002 4th quarter;;;
215;49 Transport via land and pipelines;2002;;;
216;49 Transport via land and pipelines;2003 1st quarter;83.2;;
217;49 Transport via land and pipelines;2003 2nd quarter;83.7;0.6;
218;49 Transport via land and pipelines;2003 3rd quarter;83.7;0.1;
219;49 Transport via land and pipelines;2003 4th quarter;83.7;0.0;
220;49 Transport via land and pipelines;2003;83.6;;
221;49 Transport via land and pipelines;2004 1st quarter;84.1;0.5;1.2
222;49 Transport via land and pipelines;2004 2nd quarter;84.4;0.4;0.9
223;49 Transport via land and pipelines;2004 3rd quarter;84.6;0.2;1.1
224;49 Transport via land and pipelines;2004 4th quarter;85.4;0.9;2.0
225;49 Transport via land and pipelines;2004;84.6;;1.3
226;49 Transport via land and pipelines;2005 1st quarter;86.9;1.7;3.3
227;49 Transport via land and pipelines;2005 2nd quarter;87.2;0.4;3.3
228;49 Transport via land and pipelines;2005 3rd quarter;87.5;0.3;3.4
229;49 Transport via land and pipelines;2005 4th quarter;87.8;0.3;2.8
230;49 Transport via land and pipelines;2005;87.4;;3.2
231;49 Transport via land and pipelines;2006 1st quarter;89.1;1.5;2.5
232;49 Transport via land and pipelines;2006 2nd quarter;89.2;0.2;2.3
233;49 Transport via land and pipelines;2006 3rd quarter;89.6;0.4;2.3
234;49 Transport via land and pipelines;2006 4th quarter;89.4;-0.1;1.9
235;49 Transport via land and pipelines;2006;89.3;;2.3
236;49 Transport via land and pipelines;2007 1st quarter;90.7;1.4;1.8
237;49 Transport via land and pipelines;2007 2nd quarter;91.4;0.7;2.4
238;49 Transport via land and pipelines;2007 3rd quarter;91.5;0.2;2.2
239;49 Transport via land and pipelines;2007 4th quarter;92.0;0.5;2.9
240;49 Transport via land and pipelines;2007;91.4;;2.3
241;49 Transport via land and pipelines;2008 1st quarter;94.4;2.5;4.0
242;49 Transport via land and pipelines;2008 2nd quarter;95.2;0.9;4.2
243;49 Transport via land and pipelines;2008 3rd quarter;96.5;1.4;5.4
244;49 Transport via land and pipelines;2008 4th quarter;95.7;-0.9;4.0
245;49 Transport via land and pipelines;2008;95.4;;4.4
246;49 Transport via land and pipelines;2009 1st quarter;95.0;-0.7;0.7
247;49 Transport via land and pipelines;2009 2nd quarter;94.4;-0.7;-0.8
248;49 Transport via land and pipelines;2009 3rd quarter;93.8;-0.6;-2.8
249;49 Transport via land and pipelines;2009 4th quarter;94.0;0.2;-1.7
250;49 Transport via land and pipelines;2009;94.3;;-1.2
251;49 Transport via land and pipelines;2010 1st quarter;94.2;0.2;-0.9
252;49 Transport via land and pipelines;2010 2nd quarter;94.3;0.1;-0.1
253;49 Transport via land and pipelines;2010 3rd quarter;94.2;-0.1;0.4
254;49 Transport via land and pipelines;2010 4th quarter;94.4;0.2;0.5
255;49 Transport via land and pipelines;2010;94.3;;0.0
256;49 Transport via land and pipelines;2011 1st quarter;96.5;2.1;2.4
257;49 Transport via land and pipelines;2011 2nd quarter;98.0;1.6;3.9
258;49 Transport via land and pipelines;2011 3rd quarter;97.9;-0.1;3.9
259;49 Transport via land and pipelines;2011 4th quarter;98.1;0.2;3.9
260;49 Transport via land and pipelines;2011;97.6;;3.5
261;49 Transport via land and pipelines;2012 1st quarter;99.0;0.9;2.6
262;49 Transport via land and pipelines;2012 2nd quarter;99.5;0.5;1.5
263;49 Transport via land and pipelines;2012 3rd quarter;99.5;0.0;1.7
264;49 Transport via land and pipelines;2012 4th quarter;99.9;0.4;1.8
265;49 Transport via land and pipelines;2012;99.5;;1.9
266;49 Transport via land and pipelines;2013 1st quarter;100.5;0.6;1.5
267;49 Transport via land and pipelines;2013 2nd quarter;100.2;-0.3;0.7
268;49 Transport via land and pipelines;2013 3rd quarter;100.0;-0.2;0.5
269;49 Transport via land and pipelines;2013 4th quarter;100.0;0.0;0.2
270;49 Transport via land and pipelines;2013;100.2;;0.7
271;49 Transport via land and pipelines;2014 1st quarter;100.4;0.4;-0.1
272;49 Transport via land and pipelines;2014 2nd quarter;100.4;0.0;0.2
273;49 Transport via land and pipelines;2014 3rd quarter;100.5;0.1;0.5
274;49 Transport via land and pipelines;2014 4th quarter;100.4;-0.2;0.3
275;49 Transport via land and pipelines;2014;100.4;;0.2
276;49 Transport via land and pipelines;2015 1st quarter;100.0;-0.4;-0.4
277;49 Transport via land and pipelines;2015 2nd quarter;100.2;0.2;-0.2
278;49 Transport via land and pipelines;2015 3rd quarter;100.1;-0.1;-0.4
279;49 Transport via land and pipelines;2015 4th quarter;99.8;-0.3;-0.6
280;49 Transport via land and pipelines;2015;100.0;;-0.4
281;49 Transport via land and pipelines;2016 1st quarter;99.7;-0.1;-0.3
282;49 Transport via land and pipelines;2016 2nd quarter;100.1;0.4;-0.1
283;49 Transport via land and pipelines;2016 3rd quarter;100.2;0.1;0.2
284;49 Transport via land and pipelines;2016 4th quarter;100.5;0.3;0.7
285;49 Transport via land and pipelines;2016;100.1;;0.1
286;49 Transport via land and pipelines;2017 1st quarter;101.3;0.8;1.6
287;49 Transport via land and pipelines;2017 2nd quarter;101.5;0.3;1.4
288;49 Transport via land and pipelines;2017 3rd quarter;101.5;0.0;1.3
289;49 Transport via land and pipelines;2017 4th quarter;101.9;0.3;1.4
290;49 Transport via land and pipelines;2017;101.6;;1.4
291;49 Transport via land and pipelines;2018 1st quarter;103.7;1.8;2.4
292;49 Transport via land and pipelines;2018 2nd quarter;104.2;0.5;2.6
293;49 Transport via land and pipelines;2018 3rd quarter;104.8;0.6;3.2
294;49 Transport via land and pipelines;2018 4th quarter;105.4;0.5;3.5
295;49 Transport via land and pipelines;2018;104.5;;2.9
296;49 Transport via land and pipelines;2019 1st quarter;108.1;2.6;4.3
297;49 Transport via land and pipelines;2019 2nd quarter;108.7;0.6;4.3
298;49 Transport via land and pipelines;2019 3rd quarter;109.0;0.3;4.0
299;49 Transport via land and pipelines;2019 4th quarter;109.3;0.2;3.6
300;49 Transport via land and pipelines;2019;108.8;;4.1
301;49 Transport via land and pipelines;2020 1st quarter;110.1;0.8;1.8
302;49 Transport via land and pipelines;2020 2nd quarter;109.3;-0.7;0.5
303;49 Transport via land and pipelines;2020 3rd quarter;108.9;-0.3;-0.1
304;49 Transport via land and pipelines;2020 4th quarter;108.9;0.0;-0.3
305;49 Transport via land and pipelines;2020;109.3;;0.5
306;49 Transport via land and pipelines;2021 1st quarter;109.5;0.5;-0.6
307;49 Transport via land and pipelines;2021 2nd quarter;110.9;1.3;1.5
308;49 Transport via land and pipelines;2021 3rd quarter;112.1;1.1;2.9
309;49 Transport via land and pipelines;2021 4th quarter;113.9;1.6;4.6
310;49 Transport via land and pipelines;2021;111.6;;2.1
311;49 Transport via land and pipelines;2022 1st quarter;119.8;5.2;9.4
312;49 Transport via land and pipelines;2022 2nd quarter;125.1;4.4;12.8
313;49 Transport via land and pipelines;2022 3rd quarter;126.6;1.2;12.9
314;49 Transport via land and pipelines;2022 4th quarter;127.7;0.9;12.1
315;49 Transport via land and pipelines;2022;124.8;;11.8
316;49 Transport via land and pipelines;2023 1st quarter;132.5;3.8;10.6
317;49 Transport via land and pipelines;2023 2nd quarter;131.7;-0.6;5.3
318;49 Transport via land and pipelines;2023 3rd quarter;132.5;0.6;4.7
319;49 Transport via land and pipelines;2023 4th quarter;133.5;0.7;4.6
320;49 Transport via land and pipelines;2023;132.6;;6.2
321;494 Freight transport services by road;2002 4th quarter;;;
322;494 Freight transport services by road;2002;;;
323;494 Freight transport services by road;2003 1st quarter;83.2;;
324;494 Freight transport services by road;2003 2nd quarter;83.7;0.6;
325;494 Freight transport services by road;2003 3rd quarter;83.7;0.1;
326;494 Freight transport services by road;2003 4th quarter;83.7;0.0;
327;494 Freight transport services by road;2003;83.6;;
328;494 Freight transport services by road;2004 1st quarter;84.1;0.5;1.2
329;494 Freight transport services by road;2004 2nd quarter;84.4;0.4;0.9
330;494 Freight transport services by road;2004 3rd quarter;84.6;0.2;1.1
331;494 Freight transport services by road;2004 4th quarter;85.4;0.9;2.0
332;494 Freight transport services by road;2004;84.6;;1.3
333;494 Freight transport services by road;2005 1st quarter;86.9;1.7;3.3
334;494 Freight transport services by road;2005 2nd quarter;87.2;0.4;3.3
335;494 Freight transport services by road;2005 3rd quarter;87.5;0.3;3.4
336;494 Freight transport services by road;2005 4th quarter;87.8;0.3;2.8
337;494 Freight transport services by road;2005;87.4;;3.2
338;494 Freight transport services by road;2006 1st quarter;89.1;1.5;2.5
339;494 Freight transport services by road;2006 2nd quarter;89.2;0.2;2.3
340;494 Freight transport services by road;2006 3rd quarter;89.6;0.4;2.3
341;494 Freight transport services by road;2006 4th quarter;89.4;-0.1;1.9
342;494 Freight transport services by road;2006;89.3;;2.3
343;494 Freight transport services by road;2007 1st quarter;90.7;1.4;1.8
344;494 Freight transport services by road;2007 2nd quarter;91.4;0.7;2.4
345;494 Freight transport services by road;2007 3rd quarter;91.5;0.2;2.2
346;494 Freight transport services by road;2007 4th quarter;92.0;0.5;2.9
347;494 Freight transport services by road;2007;91.4;;2.3
348;494 Freight transport services by road;2008 1st quarter;94.4;2.5;4.0
349;494 Freight transport services by road;2008 2nd quarter;95.2;0.9;4.2
350;494 Freight transport services by road;2008 3rd quarter;96.5;1.4;5.4
351;494 Freight transport services by road;2008 4th quarter;95.7;-0.9;4.0
352;494 Freight transport services by road;2008;95.4;;4.4
353;494 Freight transport services by road;2009 1st quarter;95.0;-0.7;0.7
354;494 Freight transport services by road;2009 2nd quarter;94.4;-0.7;-0.8
355;494 Freight transport services by road;2009 3rd quarter;93.8;-0.6;-2.8
356;494 Freight transport services by road;2009 4th quarter;94.0;0.2;-1.7
357;494 Freight transport services by road;2009;94.3;;-1.2
358;494 Freight transport services by road;2010 1st quarter;94.2;0.2;-0.9
359;494 Freight transport services by road;2010 2nd quarter;94.3;0.1;-0.1
360;494 Freight transport services by road;2010 3rd quarter;94.2;-0.1;0.4
361;494 Freight transport services by road;2010 4th quarter;94.4;0.2;0.5
362;494 Freight transport services by road;2010;94.3;;0.0
363;494 Freight transport services by road;2011 1st quarter;96.5;2.1;2.4
364;494 Freight transport services by road;2011 2nd quarter;98.0;1.6;3.9
365;494 Freight transport services by road;2011 3rd quarter;97.9;-0.1;3.9
366;494 Freight transport services by road;2011 4th quarter;98.1;0.2;3.9
367;494 Freight transport services by road;2011;97.6;;3.5
368;494 Freight transport services by road;2012 1st quarter;99.0;0.9;2.6
369;494 Freight transport services by road;2012 2nd quarter;99.5;0.5;1.5
370;494 Freight transport services by road;2012 3rd quarter;99.5;0.0;1.7
371;494 Freight transport services by road;2012 4th quarter;99.9;0.4;1.8
372;494 Freight transport services by road;2012;99.5;;1.9
373;494 Freight transport services by road;2013 1st quarter;100.5;0.6;1.5
374;494 Freight transport services by road;2013 2nd quarter;100.2;-0.3;0.7
375;494 Freight transport services by road;2013 3rd quarter;100.0;-0.2;0.5
376;494 Freight transport services by road;2013 4th quarter;100.0;0.0;0.2
377;494 Freight transport services by road;2013;100.2;;0.7
378;494 Freight transport services by road;2014 1st quarter;100.4;0.4;-0.1
379;494 Freight transport services by road;2014 2nd quarter;100.4;0.0;0.2
380;494 Freight transport services by road;2014 3rd quarter;100.5;0.1;0.5
381;494 Freight transport services by road;2014 4th quarter;100.4;-0.2;0.3
382;494 Freight transport services by road;2014;100.4;;0.2
383;494 Freight transport services by road;2015 1st quarter;100.0;-0.4;-0.4
384;494 Freight transport services by road;2015 2nd quarter;100.2;0.2;-0.2
385;494 Freight transport services by road;2015 3rd quarter;100.1;-0.1;-0.4
386;494 Freight transport services by road;2015 4th quarter;99.8;-0.3;-0.6
387;494 Freight transport services by road;2015;100.0;;-0.4
388;494 Freight transport services by road;2016 1st quarter;99.7;-0.1;-0.3
389;494 Freight transport services by road;2016 2nd quarter;100.1;0.4;-0.1
390;494 Freight transport services by road;2016 3rd quarter;100.2;0.1;0.2
391;494 Freight transport services by road;2016 4th quarter;100.5;0.3;0.7
392;494 Freight transport services by road;2016;100.1;;0.1
393;494 Freight transport services by road;2017 1st quarter;101.3;0.8;1.6
394;494 Freight transport services by road;2017 2nd quarter;101.5;0.3;1.4
395;494 Freight transport services by road;2017 3rd quarter;101.5;0.0;1.3
396;494 Freight transport services by road;2017 4th quarter;101.9;0.3;1.4
397;494 Freight transport services by road;2017;101.6;;1.4
398;494 Freight transport services by road;2018 1st quarter;103.7;1.8;2.4
399;494 Freight transport services by road;2018 2nd quarter;104.2;0.5;2.6
400;494 Freight transport services by road;2018 3rd quarter;104.8;0.6;3.2
401;494 Freight transport services by road;2018 4th quarter;105.4;0.5;3.5
402;494 Freight transport services by road;2018;104.5;;2.9
403;494 Freight transport services by road;2019 1st quarter;108.1;2.6;4.3
404;494 Freight transport services by road;2019 2nd quarter;108.7;0.6;4.3
405;494 Freight transport services by road;2019 3rd quarter;109.0;0.3;4.0
406;494 Freight transport services by road;2019 4th quarter;109.3;0.2;3.6
407;494 Freight transport services by road;2019;108.8;;4.1
408;494 Freight transport services by road;2020 1st quarter;110.1;0.8;1.8
409;494 Freight transport services by road;2020 2nd quarter;109.3;-0.7;0.5
410;494 Freight transport services by road;2020 3rd quarter;108.9;-0.3;-0.1
411;494 Freight transport services by road;2020 4th quarter;108.9;0.0;-0.3
412;494 Freight transport services by road;2020;109.3;;0.5
413;494 Freight transport services by road;2021 1st quarter;109.5;0.5;-0.6
414;494 Freight transport services by road;2021 2nd quarter;110.9;1.3;1.5
415;494 Freight transport services by road;2021 3rd quarter;112.1;1.1;2.9
416;494 Freight transport services by road;2021 4th quarter;113.9;1.6;4.6
417;494 Freight transport services by road;2021;111.6;;2.1
418;494 Freight transport services by road;2022 1st quarter;119.8;5.2;9.4
419;494 Freight transport services by road;2022 2nd quarter;125.1;4.4;12.8
420;494 Freight transport services by road;2022 3rd quarter;126.6;1.2;12.9
421;494 Freight transport services by road;2022 4th quarter;127.7;0.9;12.1
422;494 Freight transport services by road;2022;124.8;;11.8
423;494 Freight transport services by road;2023 1st quarter;132.5;3.8;10.6
424;494 Freight transport services by road;2023 2nd quarter;131.7;-0.6;5.3
425;494 Freight transport services by road;2023 3rd quarter;132.5;0.6;4.7
426;494 Freight transport services by road;2023 4th quarter;133.5;0.7;4.6
427;494 Freight transport services by road;2023;132.6;;6.2
428;4941 Freight transport services by..;2002 4th quarter;;;
429;4941 Freight transport services by..;2002;;;
430;4941 Freight transport services by..;2003 1st quarter;82.9;;
431;4941 Freight transport services by..;2003 2nd quarter;83.3;0.6;
432;4941 Freight transport services by..;2003 3rd quarter;83.4;0.1;
433;4941 Freight transport services by..;2003 4th quarter;83.4;0.1;
434;4941 Freight transport services by..;2003;83.2;;
435;4941 Freight transport services by..;2004 1st quarter;83.8;0.4;1.1
436;4941 Freight transport services by..;2004 2nd quarter;84.1;0.4;0.9
437;4941 Freight transport services by..;2004 3rd quarter;84.3;0.2;1.1
438;4941 Freight transport services by..;2004 4th quarter;85.1;0.9;2.0
439;4941 Freight transport services by..;2004;84.3;;1.3
440;4941 Freight transport services by..;2005 1st quarter;86.6;1.8;3.4
441;4941 Freight transport services by..;2005 2nd quarter;87.0;0.4;3.4
442;4941 Freight transport services by..;2005 3rd quarter;87.2;0.3;3.5
443;4941 Freight transport services by..;2005 4th quarter;87.5;0.3;2.8
444;4941 Freight transport services by..;2005;87.1;;3.3
