ID;Persoonskenmerken;Cijfersoort;Perioden;SlachtofferschapTotaal_1;GeweldsdelictenTotaal_2;SeksueleDelicten_3;Mishandeling_4;Bedreiging_5;VermogensdelictenTotaal_6;TotaalInbrakenEnPogingTotInbraak_7;Inbraak_8;PogingTotInbraak_9;Fietsdiefstallen_10;DiefstalVanEnUitDeAuto18_11;TotaalZakkenrollerij_12;ZakkenrollerijZonderGeweld_13;ZakkenrollerijMetGeweld_14;OverigeDiefstal_15;VandalismedelictenTotaal_16;OverigeVernieling_17;OverigeDelicten_18;TotaalInbrakenEnPogingTotInbraak_19;Inbraak_20;PogingTotInbraak_21;Fietsdiefstal_22
11;20930;Betrouwbaarheidsmarge;2009;1.6;1.2;0.7;0.7;1.0;1.4;0.7;0.5;0.6;1.2;0.4;0.6;0.6;0.1;0.7;1.3;1.1;0.3;1.1;0.9;0.8;1.2
12;20940;Waarde;2008;34.4;7.3;2.4;1.1;4.8;16.8;3.4;1.7;2.2;7.3;3.1;1.8;1.7;0.1;3.5;19.4;8.3;1.6;3.5;1.8;2.2;7.7
13;20940;Waarde;2009;33.9;7.3;2.1;1.4;4.8;15.5;3.0;1.3;1.9;6.3;3.1;1.6;1.5;0.2;3.9;19.3;8.2;1.1;2.9;1.2;1.8;6.6
14;20940;Betrouwbaarheidsmarge;2008;2.2;1.2;0.7;0.3;1.0;1.8;0.9;0.8;0.8;1.4;0.7;0.5;0.5;0.1;0.8;1.8;1.4;0.7;1.0;0.9;0.7;1.5
15;20940;Betrouwbaarheidsmarge;2009;1.2;0.7;0.3;0.3;0.6;0.9;0.4;0.3;0.3;0.6;0.5;0.3;0.3;0.1;0.5;1.0;0.8;0.3;0.4;0.3;0.3;0.6
16;20950;Waarde;2008;28.5;5.4;1.4;1.0;4.0;12.7;2.4;1.2;1.5;4.5;2.3;1.8;1.7;0.2;3.6;16.6;6.3;1.0;2.5;1.2;1.6;4.6
17;20950;Waarde;2009;29.3;5.8;1.3;0.9;4.3;13.2;2.8;1.2;1.8;4.5;2.6;1.3;1.2;0.2;3.9;17.1;7.4;1.1;2.8;1.2;1.8;4.7
18;20950;Betrouwbaarheidsmarge;2008;1.5;0.7;0.3;0.4;0.7;1.1;0.5;0.4;0.4;0.6;0.5;0.5;0.5;0.2;0.6;1.2;0.8;0.3;0.6;0.4;0.4;0.6
19;20950;Betrouwbaarheidsmarge;2009;1.0;0.5;0.3;0.2;0.4;0.7;0.3;0.2;0.3;0.4;0.3;0.2;0.2;0.1;0.4;0.8;0.6;0.2;0.3;0.2;0.3;0.4
20;20960;Waarde;2008;26.5;4.4;0.9;0.8;3.4;13.4;2.7;1.3;1.6;5.4;2.1;1.2;1.2;0.1;4.0;14.0;6.3;0.8;2.7;1.2;1.6;5.6
21;20960;Waarde;2009;27.7;4.5;0.9;0.7;3.4;13.4;2.8;1.4;1.7;5.6;1.9;1.5;1.3;0.3;3.8;15.7;6.8;1.0;2.7;1.3;1.6;5.8
22;20960;Betrouwbaarheidsmarge;2008;1.6;0.8;0.3;0.3;0.8;1.2;0.6;0.3;0.5;0.8;0.4;0.3;0.3;0.1;0.7;1.1;0.9;0.3;0.6;0.4;0.5;0.9
23;20960;Betrouwbaarheidsmarge;2009;1.0;0.5;0.2;0.2;0.4;0.7;0.3;0.2;0.2;0.5;0.3;0.2;0.2;0.1;0.4;0.8;0.5;0.2;0.3;0.2;0.3;0.5
24;20970;Waarde;2008;20.5;2.4;0.5;0.4;1.8;9.4;1.9;0.7;1.3;2.7;1.4;1.3;1.2;0.1;3.0;12.4;5.0;0.4;1.9;0.8;1.3;2.8
25;20970;Waarde;2009;20.6;2.8;0.5;0.5;2.2;9.4;2.3;1.0;1.6;2.9;1.3;1.4;1.3;0.1;2.7;12.0;5.0;0.7;2.4;1.1;1.7;3.0
26;20970;Betrouwbaarheidsmarge;2008;1.3;0.5;0.2;0.2;0.5;1.0;0.4;0.2;0.4;0.6;0.3;0.3;0.3;0.1;0.6;1.1;0.7;0.2;0.5;0.2;0.4;0.6
27;20970;Betrouwbaarheidsmarge;2009;0.9;0.3;0.1;0.2;0.3;0.6;0.3;0.2;0.3;0.4;0.2;0.2;0.2;0.1;0.3;0.7;0.5;0.2;0.4;0.3;0.3;0.4
28;20980;Waarde;2008;15.3;1.3;0.1;0.2;1.0;7.5;1.9;0.8;1.3;1.7;0.8;1.6;1.6;0.1;2.4;8.1;3.4;0.4;1.6;0.7;1.0;1.8
29;20980;Waarde;2009;16.1;1.6;0.3;0.2;1.2;7.5;2.1;1.0;1.2;1.7;1.0;1.3;1.2;0.2;2.5;9.0;3.6;0.6;2.1;1.0;1.3;1.8
30;20980;Betrouwbaarheidsmarge;2008;1.6;0.4;0.1;0.1;0.3;1.4;1.0;0.3;1.0;0.5;0.4;0.5;0.5;0.1;0.6;1.0;0.7;0.2;0.6;0.3;0.6;0.6
31;20980;Betrouwbaarheidsmarge;2009;1.0;0.3;0.2;0.1;0.3;0.7;0.4;0.3;0.3;0.4;0.3;0.3;0.3;0.1;0.4;0.8;0.5;0.3;0.5;0.3;0.4;0.4
32;20990;Waarde;2008;9.7;0.6;;;0.4;5.3;1.3;0.7;0.7;0.4;0.5;1.9;1.7;;1.6;4.8;1.8;0.5;1.4;0.8;0.7;0.5
33;20990;Waarde;2009;9.5;0.8;0.2;0.2;0.5;4.7;1.2;0.6;0.6;0.8;0.6;1.4;1.4;0.2;1.4;5.0;2.2;0.4;1.1;0.6;0.6;1.0
34;20990;Betrouwbaarheidsmarge;2008;1.5;0.3;;;0.3;1.1;0.5;0.4;0.4;0.3;0.3;0.7;0.7;;0.6;1.0;0.6;0.4;0.6;0.5;0.3;0.4
35;20990;Betrouwbaarheidsmarge;2009;1.0;0.3;0.2;0.1;0.2;0.6;0.3;0.2;0.2;0.3;0.2;0.4;0.4;0.1;0.3;0.8;0.6;0.2;0.3;0.2;0.2;0.3
36;3000;Waarde;2008;26.5;5.7;0.5;1.7;4.7;12.8;2.6;1.1;1.7;5.4;2.2;1.6;1.5;0.2;3.3;13.9;6.0;1.0;2.7;1.2;1.7;5.6
37;3000;Waarde;2009;27.9;6.4;0.5;1.6;5.1;13.2;2.9;1.4;1.8;5.3;2.2;1.5;1.3;0.2;3.5;15.0;6.9;1.0;2.9;1.4;1.8;5.6
38;3000;Betrouwbaarheidsmarge;2008;1.0;0.5;0.1;0.3;0.5;0.7;0.4;0.2;0.3;0.5;0.3;0.3;0.3;0.1;0.4;0.7;0.5;0.2;0.5;0.3;0.4;0.5
39;3000;Betrouwbaarheidsmarge;2009;0.6;0.4;0.1;0.2;0.3;0.4;0.2;0.2;0.2;0.3;0.2;0.2;0.1;0.1;0.2;0.5;0.4;0.1;0.2;0.2;0.2;0.3
40;4000;Waarde;2008;25.7;5.1;2.4;0.7;2.8;13.5;2.4;1.1;1.5;5.5;1.5;2.2;2.1;0.1;3.7;13.3;6.6;1.0;2.3;1.1;1.5;5.8
41;4000;Waarde;2009;25.9;5.0;2.4;0.7;2.7;13.3;2.7;1.2;1.7;5.5;1.6;2.1;2.0;0.2;3.6;13.5;6.5;0.9;2.6;1.1;1.7;5.8
42;4000;Betrouwbaarheidsmarge;2008;0.9;0.5;0.3;0.2;0.4;0.8;0.3;0.2;0.3;0.5;0.2;0.3;0.3;0.1;0.4;0.7;0.5;0.2;0.3;0.2;0.3;0.6
43;4000;Betrouwbaarheidsmarge;2009;0.6;0.3;0.2;0.1;0.2;0.4;0.2;0.1;0.2;0.3;0.2;0.2;0.2;0.1;0.2;0.4;0.3;0.1;0.2;0.1;0.2;0.3
44;1020;Waarde;2008;20.5;2.8;0.6;0.4;2.1;9.8;1.9;0.8;1.2;3.0;1.4;1.3;1.3;0.1;3.1;11.4;4.4;0.6;2.0;0.9;1.3;3.1
45;1020;Waarde;2009;23.4;3.5;0.7;0.6;2.6;10.7;2.3;1.1;1.5;3.8;1.8;1.3;1.2;0.2;3.1;13.6;5.6;0.8;2.3;1.1;1.4;3.9
46;1020;Betrouwbaarheidsmarge;2008;1.1;0.5;0.2;0.2;0.5;0.9;0.4;0.3;0.4;0.5;0.3;0.3;0.3;0.0;0.5;0.8;0.5;0.2;0.5;0.3;0.4;0.5
47;1020;Betrouwbaarheidsmarge;2009;0.5;0.2;0.1;0.1;0.2;0.4;0.2;0.1;0.1;0.2;0.2;0.1;0.1;0.0;0.2;0.4;0.3;0.1;0.2;0.1;0.1;0.3
48;1080;Waarde;2008;25.4;4.2;1.1;;2.9;11.2;2.1;1.1;1.2;5.7;1.0;1.4;1.3;;2.5;13.9;5.8;0.6;1.5;0.9;0.7;6.1
49;1080;Waarde;2009;27.7;6.0;1.9;1.1;4.0;12.8;3.0;1.6;1.8;4.2;2.1;1.9;1.6;0.4;3.7;15.2;6.7;1.3;2.8;1.4;1.7;4.5
50;1080;Betrouwbaarheidsmarge;2008;3.2;1.2;0.6;;1.0;2.2;1.3;0.6;1.1;1.6;0.6;0.8;0.8;;1.0;2.6;1.9;0.6;0.7;0.5;0.6;1.7
51;1080;Betrouwbaarheidsmarge;2009;1.6;0.9;0.5;0.4;0.7;1.2;0.6;0.4;0.4;0.6;0.4;0.4;0.4;0.3;0.8;1.3;0.9;0.4;0.6;0.4;0.4;0.7
52;1050;Waarde;2008;9.7;1.1;;;0.7;4.9;0.9;0.6;0.4;0.7;;1.4;1.4;;1.6;4.5;2.2;;0.7;;;0.8
53;1050;Waarde;2009;11.5;1.2;0.4;0.2;0.7;5.5;1.8;0.7;1.3;1.2;0.5;1.3;1.2;0.2;1.5;6.1;3.1;0.3;1.8;0.6;1.3;1.4
54;1050;Betrouwbaarheidsmarge;2008;2.2;0.8;;;0.6;1.7;0.7;0.6;0.4;0.6;;0.9;0.9;;1.0;1.5;1.0;;0.6;;;0.7
55;1050;Betrouwbaarheidsmarge;2009;1.2;0.4;0.3;0.1;0.3;0.8;0.5;0.2;0.4;0.3;0.2;0.4;0.3;0.1;0.4;1.0;0.8;0.1;0.5;0.2;0.5;0.4
56;1010;Waarde;2008;32.4;9.4;2.7;2.6;6.5;16.6;2.7;1.2;1.8;8.6;2.0;2.3;2.2;0.2;4.3;15.4;8.5;1.6;3.0;1.3;1.9;8.9
57;1010;Waarde;2009;33.9;9.3;2.7;2.1;6.0;18.1;3.6;1.6;2.3;8.6;2.3;2.6;2.4;0.3;4.4;16.2;8.8;1.2;3.5;1.5;2.2;9.0
58;1010;Betrouwbaarheidsmarge;2008;1.7;1.1;0.6;0.6;1.0;1.4;0.6;0.5;0.6;1.1;0.5;0.5;0.5;0.2;0.7;1.4;1.0;0.5;0.8;0.6;0.7;1.1
59;1010;Betrouwbaarheidsmarge;2009;0.8;0.5;0.3;0.2;0.4;0.6;0.3;0.2;0.2;0.5;0.3;0.3;0.3;0.1;0.3;0.6;0.5;0.2;0.3;0.2;0.3;0.5
60;18710;Waarde;2008;24.2;4.8;1.5;1.7;3.2;15.4;2.2;1.1;1.5;7.9;1.2;2.5;2.4;0.2;3.1;9.6;5.4;1.1;2.7;1.4;1.9;8.6
61;18710;Waarde;2009;22.0;5.4;1.5;1.4;3.6;12.7;2.7;1.5;1.4;5.5;1.2;2.6;2.3;0.5;2.9;9.1;5.6;0.5;2.3;1.3;1.2;6.1
62;18710;Betrouwbaarheidsmarge;2008;3.4;1.2;0.7;0.8;1.0;3.3;0.7;0.5;0.6;3.2;0.7;0.8;0.8;0.2;1.0;2.6;1.3;1.1;1.1;0.8;1.1;3.5
63;18710;Betrouwbaarheidsmarge;2009;1.3;0.7;0.4;0.3;0.6;1.0;0.5;0.4;0.3;0.7;0.3;0.4;0.4;0.2;0.5;0.9;0.7;0.2;0.5;0.4;0.3;0.8
64;18718;Waarde;2008;21.7;4.5;1.1;1.1;3.4;10.6;2.1;0.8;1.5;4.0;1.2;1.6;1.5;0.2;3.1;11.4;5.1;1.2;2.0;0.8;1.3;4.2
65;18718;Waarde;2009;22.3;4.6;1.1;1.0;3.2;10.9;2.4;1.2;1.5;4.1;1.5;1.5;1.4;0.2;3.2;11.4;5.3;0.7;2.3;1.1;1.4;4.3
66;18718;Betrouwbaarheidsmarge;2008;1.3;0.8;0.3;0.4;0.7;0.9;0.4;0.2;0.4;0.7;0.3;0.3;0.3;0.2;0.5;0.9;0.7;0.5;0.4;0.3;0.3;0.7
67;18718;Betrouwbaarheidsmarge;2009;0.7;0.4;0.2;0.2;0.3;0.5;0.3;0.2;0.2;0.4;0.2;0.2;0.2;0.1;0.3;0.5;0.4;0.2;0.3;0.2;0.2;0.4
68;18750;Waarde;2008;28.1;6.7;1.7;1.6;4.5;14.1;2.7;1.3;1.7;5.9;2.3;2.0;1.9;0.1;3.8;14.5;6.7;0.9;3.0;1.4;1.8;6.1
69;18750;Waarde;2009;29.4;6.8;1.7;1.4;4.7;14.4;2.8;1.2;1.9;6.1;2.0;1.8;1.6;0.2;3.8;15.7;7.2;1.1;2.8;1.2;1.8;6.4
70;18750;Betrouwbaarheidsmarge;2008;1.2;0.7;0.4;0.4;0.6;1.0;0.5;0.4;0.4;0.7;0.4;0.4;0.4;0.0;0.6;0.9;0.7;0.2;0.7;0.5;0.5;0.7
71;18750;Betrouwbaarheidsmarge;2009;0.8;0.5;0.2;0.2;0.4;0.6;0.3;0.2;0.2;0.4;0.3;0.2;0.2;0.1;0.3;0.6;0.5;0.2;0.3;0.2;0.2;0.5
72;18800;Waarde;2008;28.8;5.2;1.7;0.9;3.6;13.5;2.8;1.5;1.6;5.6;2.0;1.7;1.6;0.2;3.4;16.3;7.5;1.0;2.5;1.3;1.5;5.8
73;18800;Waarde;2009;30.0;5.9;1.6;0.9;4.1;14.2;3.0;1.3;2.0;5.4;2.5;1.9;1.8;0.1;3.9;17.0;7.4;1.1;3.0;1.3;2.0;5.7
74;18800;Betrouwbaarheidsmarge;2008;1.5;0.8;0.5;0.3;0.6;1.1;0.6;0.5;0.5;0.7;0.4;0.4;0.4;0.1;0.5;1.2;1.0;0.4;0.6;0.5;0.5;0.7
75;18800;Betrouwbaarheidsmarge;2009;0.9;0.5;0.3;0.2;0.4;0.7;0.3;0.2;0.3;0.4;0.3;0.3;0.3;0.1;0.4;0.8;0.5;0.2;0.4;0.2;0.3;0.5
76;18810;Waarde;2008;33.2;5.5;1.7;0.8;3.6;16.7;3.4;1.7;2.0;7.1;2.6;2.2;2.0;0.2;4.6;19.0;8.3;1.1;3.5;1.7;2.1;7.4
77;18810;Waarde;2009;33.4;5.2;1.6;0.7;3.5;17.0;3.2;1.5;1.9;7.5;2.2;2.6;2.4;0.4;4.4;18.8;9.3;1.4;3.1;1.4;1.9;7.7
78;18810;Betrouwbaarheidsmarge;2008;2.3;1.1;0.6;0.3;0.9;1.6;0.7;0.5;0.6;1.1;0.6;0.5;0.5;0.2;0.9;1.9;1.1;0.5;0.9;0.5;0.8;1.1
79;18810;Betrouwbaarheidsmarge;2009;1.4;0.7;0.4;0.2;0.6;1.1;0.5;0.3;0.4;0.8;0.3;0.5;0.5;0.2;0.6;1.2;0.9;0.4;0.5;0.3;0.4;0.8
80;12600;Waarde;2008;25.4;5.1;1.4;1.1;3.6;12.1;2.3;1.0;1.4;4.8;1.7;1.6;1.6;0.1;3.4;13.7;6.3;0.8;2.3;1.0;1.4;5.0
81;12600;Waarde;2009;26.5;5.6;1.4;1.1;3.8;12.8;2.6;1.2;1.6;5.1;1.8;1.7;1.6;0.2;3.7;14.2;6.7;0.9;2.5;1.1;1.6;5.3
82;12600;Betrouwbaarheidsmarge;2008;0.7;0.3;0.2;0.2;0.3;0.5;0.2;0.1;0.2;0.3;0.2;0.2;0.2;0.0;0.3;0.5;0.4;0.1;0.2;0.2;0.2;0.3
83;12600;Betrouwbaarheidsmarge;2009;0.4;0.2;0.1;0.1;0.2;0.3;0.2;0.1;0.1;0.2;0.1;0.1;0.1;0.0;0.2;0.3;0.3;0.1;0.2;0.1;0.1;0.2
84;12650;Waarde;2008;27.1;5.8;2.3;1.2;3.1;15.0;3.0;1.2;2.1;6.8;2.5;2.3;2.2;0.3;3.4;13.0;6.2;1.4;3.0;1.5;1.8;7.6
85;12650;Waarde;2009;26.4;5.3;1.3;0.7;4.2;13.5;3.1;1.5;1.8;6.1;1.4;1.7;1.6;0.2;3.2;14.5;7.6;0.7;3.0;1.6;1.5;6.4
86;12650;Betrouwbaarheidsmarge;2008;2.4;1.4;1.0;0.6;1.0;2.0;1.0;0.6;0.8;1.5;0.7;0.7;0.7;0.1;1.1;1.7;1.5;0.7;1.3;1.1;0.7;1.7
87;12650;Betrouwbaarheidsmarge;2009;2.3;1.2;0.6;0.4;1.1;1.9;0.8;0.6;0.5;1.5;0.5;0.5;0.5;0.2;0.8;1.9;1.5;0.3;0.9;0.8;0.5;1.6
88;13000;Waarde;2008;28.8;6.5;1.1;1.6;4.9;17.2;3.2;1.5;2.2;7.8;2.2;3.0;2.9;0.4;3.9;13.2;6.2;1.5;3.4;1.7;2.3;8.4
89;13000;Waarde;2009;30.5;6.4;2.0;1.6;4.0;17.4;4.3;2.1;2.9;8.2;3.0;2.8;2.5;0.6;2.7;14.7;6.7;1.3;4.4;2.2;3.0;9.2
90;13000;Betrouwbaarheidsmarge;2008;2.9;1.7;0.5;0.9;1.6;2.4;1.2;0.8;1.1;1.7;0.7;1.0;1.0;0.3;1.1;2.0;1.4;0.9;1.3;0.9;1.2;1.9
91;13000;Betrouwbaarheidsmarge;2009;1.5;0.8;0.4;0.4;0.7;1.2;0.6;0.4;0.5;0.9;0.5;0.5;0.5;0.2;0.4;1.2;0.8;0.4;0.7;0.5;0.6;1.0
92;21140;Waarde;2008;25.8;5.2;1.4;1.1;3.6;13.0;2.5;1.1;1.6;5.3;1.8;1.9;1.8;0.2;3.5;13.5;6.2;0.9;2.5;1.1;1.6;5.5
93;21140;Waarde;2009;26.5;5.4;1.5;1.0;3.7;13.1;2.8;1.3;1.7;5.3;1.9;1.8;1.7;0.2;3.5;14.1;6.6;0.9;2.7;1.2;1.7;5.6
94;21140;Betrouwbaarheidsmarge;2008;0.7;0.4;0.2;0.2;0.3;0.5;0.3;0.2;0.2;0.4;0.2;0.2;0.2;0.1;0.3;0.5;0.4;0.2;0.3;0.2;0.2;0.4
95;21140;Betrouwbaarheidsmarge;2009;0.4;0.2;0.1;0.1;0.2;0.3;0.1;0.1;0.1;0.2;0.1;0.1;0.1;0.0;0.2;0.3;0.2;0.1;0.2;0.1;0.1;0.2
96;21100;Waarde;2008;34.8;11.7;1.7;4.1;9.2;19.2;3.6;1.7;2.1;9.9;3.6;3.5;3.2;0.3;4.3;16.0;7.0;2.6;4.0;2.1;2.1;10.7
97;21100;Waarde;2009;41.3;14.1;1.8;5.0;9.3;20.9;4.6;2.1;3.0;10.6;3.9;3.0;2.6;0.7;4.4;20.0;8.8;1.5;4.8;2.5;2.8;11.4
98;21100;Betrouwbaarheidsmarge;2008;4.3;2.8;1.0;1.5;2.6;3.3;1.4;1.0;1.1;2.6;1.5;1.5;1.5;0.2;1.6;3.1;2.3;1.2;1.8;1.4;1.2;2.8
99;21100;Betrouwbaarheidsmarge;2009;3.2;2.3;0.7;1.5;1.9;2.7;1.2;0.7;1.0;2.2;1.3;1.0;0.9;0.4;1.2;2.7;2.0;0.8;1.5;1.1;1.1;2.3
100;21110;Waarde;2008;37.0;11.7;1.6;4.9;9.1;19.5;3.0;1.7;1.4;10.6;4.8;3.1;2.8;0.4;3.0;15.8;6.3;2.0;2.9;1.9;1.1;11.8
101;21110;Waarde;2009;47.0;14.5;0.9;5.1;10.3;23.6;5.2;2.5;3.6;12.9;3.5;3.9;3.3;1.0;4.6;23.1;10.7;1.4;5.0;3.1;2.7;13.7
102;21110;Betrouwbaarheidsmarge;2008;9.1;5.6;1.4;2.9;5.2;6.9;2.2;1.7;1.3;5.7;3.5;1.9;1.9;0.4;1.9;5.4;3.0;1.7;1.9;1.8;0.8;6.3
103;21110;Betrouwbaarheidsmarge;2009;6.2;4.1;0.9;2.3;3.6;5.3;2.4;1.3;2.2;4.5;1.8;2.2;2.1;0.7;2.1;5.5;4.5;1.1;2.2;1.8;1.4;4.8
104;21130;Waarde;2008;35.4;11.6;3.7;3.6;6.7;22.8;6.2;;3.7;12.9;3.2;3.2;3.2;;4.1;14.0;7.2;4.9;8.0;;;13.7
105;21130;Waarde;2009;37.1;13.3;2.8;2.9;9.8;20.0;4.7;2.1;3.0;10.0;2.5;3.1;2.2;;4.3;15.5;9.4;1.0;5.8;2.4;3.8;10.8
106;21130;Betrouwbaarheidsmarge;2008;9.6;5.2;2.9;2.6;3.9;7.8;4.2;;3.3;6.4;2.5;2.0;2.0;;3.4;6.4;5.6;3.3;6.0;;;6.8
107;21130;Betrouwbaarheidsmarge;2009;6.6;4.2;2.0;1.8;3.7;5.0;2.5;1.6;2.0;3.8;1.3;1.8;1.4;;2.1;5.3;5.1;0.8;4.0;1.7;3.7;4.1
108;21120;Waarde;2008;28.8;5.9;;1.5;4.5;14.4;2.3;1.4;1.1;5.9;3.0;3.0;2.5;;3.2;16.1;4.6;2.3;2.1;;0.9;6.4
109;21120;Waarde;2009;37.1;11.3;1.6;3.3;7.2;15.3;4.3;2.1;2.6;5.7;4.0;1.9;1.8;0.3;2.6;20.4;6.5;;4.1;2.6;2.1;6.4
110;21120;Betrouwbaarheidsmarge;2008;6.1;2.6;;1.2;2.4;4.2;1.4;1.2;0.6;2.6;2.2;2.1;2.1;;2.1;4.9;2.3;2.0;1.6;;0.5;2.9
111;21120;Betrouwbaarheidsmarge;2009;5.6;4.2;1.3;2.6;3.3;3.6;2.1;1.5;1.5;2.1;2.1;1.2;1.1;0.2;1.0;4.5;2.3;;2.7;2.5;1.2;2.4
112;21150;Waarde;2008;35.0;15.8;0.3;6.1;14.4;19.4;2.0;0.4;;12.0;4.7;5.0;4.7;;;14.7;7.6;1.5;;0.3;;12.9
113;21150;Waarde;2009;44.5;15.9;1.0;6.7;10.1;26.8;7.2;2.2;5.5;14.6;5.4;4.0;3.4;0.8;5.6;21.3;10.5;1.2;8.5;3.0;6.1;15.6
114;21150;Betrouwbaarheidsmarge;2008;9.7;7.6;0.3;3.6;7.5;7.2;1.9;0.3;;5.8;4.1;4.5;4.5;;;6.0;4.9;1.5;;0.2;;6.3
115;21150;Betrouwbaarheidsmarge;2009;6.7;4.8;0.7;3.4;3.8;6.6;3.6;1.3;3.4;5.9;4.1;2.3;2.2;0.6;3.6;5.9;4.6;0.9;5.2;2.3;4.8;6.2
