ID;LeeftijdReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;TotaalMeerpersoonshuishoudens_3;k_2Personen_4;k_3Personen_5;k_4Personen_6;k_5OfMeerPersonen_7
949;9;2060;674637;229215;445422;213066;133517;75318;23521
950;10;2011;672547;205067;467480;377276;64801;19321;6082
951;10;2012;652593;202228;450365;360397;64447;19459;6062
952;10;2013;641778;201646;440132;348098;65818;20053;6163
953;10;2014;637468;203584;433884;339587;67418;20615;6264
954;10;2015;639246;207158;432088;335140;69335;21212;6401
955;10;2016;644175;211576;432599;333049;71196;21810;6544
956;10;2017;653380;217672;435708;333093;73375;22527;6713
957;10;2018;660675;223385;437290;332108;75201;23125;6856
958;10;2019;671326;230045;441281;333359;77144;23776;7002
959;10;2020;683635;237203;446432;334884;79683;24617;7248
960;10;2021;696330;244247;452083;337038;82183;25402;7460
961;10;2022;709202;251384;457818;339197;84749;26193;7679
962;10;2023;721562;258048;463514;341466;87301;26882;7865
963;10;2024;734121;264893;469228;343812;89825;27561;8030
964;10;2025;745183;271042;474141;345701;92070;28157;8213
965;10;2026;752449;276209;476240;345667;93631;28582;8360
966;10;2027;753399;279195;474204;342379;94520;28853;8452
967;10;2028;752156;281604;470552;337838;95102;29066;8546
968;10;2029;748994;283350;465644;331998;95669;29341;8636
969;10;2030;750712;287194;463518;328122;96749;29835;8812
970;10;2031;751195;291115;460080;323848;97116;30162;8954
971;10;2032;748435;293923;454512;318699;96620;30191;9002
972;10;2033;739427;294368;445059;311087;94985;29989;8998
973;10;2034;719692;290256;429436;298926;92166;29460;8884
974;10;2035;689059;280755;408304;281973;88844;28777;8710
975;10;2036;657294;270025;387269;264939;85694;28115;8521
976;10;2037;631052;260996;370056;250708;83328;27624;8396
977;10;2038;610437;253527;356910;239625;81726;27272;8287
978;10;2039;601231;250677;350554;234057;80994;27222;8281
979;10;2040;595976;249258;346718;230577;80619;27238;8284
980;10;2041;599071;251143;347928;231354;80830;27413;8331
981;10;2042;600883;252380;348503;231667;80962;27508;8366
982;10;2043;601554;252901;348653;231612;81059;27588;8394
983;10;2044;600173;252209;347964;230669;81237;27649;8409
984;10;2045;602010;252678;349332;231301;81768;27817;8446
985;10;2046;602187;252244;349943;231129;82385;27959;8470
986;10;2047;607053;253764;353289;233381;83231;28154;8523
987;10;2048;615941;257150;358791;237647;84169;28384;8591
988;10;2049;624891;260800;364091;241871;84979;28585;8656
989;10;2050;632144;263812;368332;245216;85657;28750;8709
990;10;2051;642118;267783;374335;250197;86419;28949;8770
991;10;2052;648983;270384;378599;253818;86922;29059;8800
992;10;2053;653243;272096;381147;256084;87161;29093;8809
993;10;2054;657189;273796;383393;258185;87298;29096;8814
994;10;2055;660418;275140;385278;259966;87388;29107;8817
995;10;2056;656617;273384;383233;258199;87214;29030;8790
996;10;2057;652927;271423;381504;256619;87155;28963;8767
997;10;2058;650893;270412;380481;255560;87228;28936;8757
998;10;2059;653107;271090;382017;256682;87542;29011;8782
999;10;2060;655857;272038;383819;258095;87864;29061;8799
1000;11;2011;496862;166577;330285;295951;26818;5513;2003
1001;11;2012;547392;183475;363917;326182;29450;6100;2185
1002;11;2013;588728;198541;390187;349569;31615;6651;2352
1003;11;2014;615666;209445;406221;363879;32914;6988;2440
1004;11;2015;633424;218331;415093;371554;33839;7211;2489
1005;11;2016;653822;229118;424704;379989;34701;7467;2547
1006;11;2017;634798;225557;409241;364609;34604;7500;2528
1007;11;2018;624490;224737;399753;354608;35004;7608;2533
1008;11;2019;620574;226636;393938;348029;35593;7754;2562
1009;11;2020;622520;230353;392167;344900;36661;7983;2623
1010;11;2021;627605;235152;392453;343802;37739;8224;2688
1011;11;2022;636713;241706;395007;345037;38795;8439;2736
1012;11;2023;644002;247792;396210;345007;39788;8628;2787
1013;11;2024;654489;254926;399563;347013;40851;8852;2847
1014;11;2025;666612;262813;403799;349823;41963;9078;2935
1015;11;2026;678925;270460;408465;353113;43023;9303;3026
1016;11;2027;691585;278436;413149;356397;44123;9529;3100
1017;11;2028;703650;286010;417640;359552;45174;9738;3176
1018;11;2029;715945;293846;422099;362688;46201;9965;3245
1019;11;2030;726777;301050;425727;365083;47136;10188;3320
1020;11;2031;734013;307129;426884;365291;47821;10373;3399
1021;11;2032;735052;310883;424169;362248;48067;10426;3428
1022;11;2033;734079;314041;420038;357882;48217;10472;3467
1023;11;2034;731298;316551;414747;352367;48334;10540;3506
1024;11;2035;733406;321459;411947;348982;48683;10706;3576
1025;11;2036;734355;326159;408196;344769;48892;10888;3647
1026;11;2037;732071;329553;402518;339450;48498;10902;3668
1027;11;2038;723652;330164;393488;331247;47725;10861;3655
1028;11;2039;704656;325476;379180;318437;46443;10692;3608
1029;11;2040;675027;314845;360182;301162;45009;10472;3539
1030;11;2041;644230;302886;341344;283996;43639;10246;3463
1031;11;2042;618853;292883;325970;269846;42630;10077;3417
1032;11;2043;598910;284649;314261;259014;41915;9952;3380
1033;11;2044;590190;281603;308587;253689;41604;9924;3370
1034;11;2045;585303;280110;305193;250492;41429;9910;3362
1035;11;2046;588590;282289;306301;251453;41531;9950;3367
1036;11;2047;590619;283754;306865;251918;41603;9971;3373
1037;11;2048;591443;284357;307086;252074;41656;9978;3378
1038;11;2049;590232;283678;306554;251483;41721;9973;3377
1039;11;2050;592211;284370;307841;252511;41949;10000;3381
1040;11;2051;592602;284210;308392;252770;42209;10027;3386
1041;11;2052;597611;286248;311363;255287;42587;10085;3404
1042;11;2053;606571;290230;316341;259727;43022;10160;3432
1043;11;2054;615579;294403;321176;264093;43407;10221;3455
1044;11;2055;622917;297849;325068;267614;43712;10269;3473
1045;11;2056;632906;302344;330562;272662;44070;10335;3495
1046;11;2057;639815;305304;334511;276311;44315;10375;3510
1047;11;2058;644154;307220;336934;278588;44442;10389;3515
1048;11;2059;648162;309075;339087;280645;44530;10397;3515
1049;11;2060;651443;310509;340934;282380;44625;10413;3516
1050;12;2011;419832;168184;251648;233465;15015;2272;896
1051;12;2012;427289;170447;256842;238475;15169;2289;909
1052;12;2013;438678;174123;264555;245457;15760;2398;940
1053;12;2014;452057;178334;273723;254044;16235;2484;960
1054;12;2015;468617;183807;284810;264521;16730;2581;978
1055;12;2016;477027;186497;290530;269847;17087;2617;979
1056;12;2017;526111;204995;321116;298882;18378;2823;1033
1057;12;2018;566311;221411;344900;321548;19277;2988;1087
1058;12;2019;592606;233006;359600;335483;19881;3107;1129
1059;12;2020;610128;242189;367939;343104;20467;3211;1157
1060;12;2021;630001;253274;376727;351189;20984;3349;1205
1061;12;2022;612139;248543;363596;338049;20988;3358;1201
1062;12;2023;602596;246881;355715;329911;21206;3392;1206
1063;12;2024;599172;248197;350975;324788;21531;3447;1209
1064;12;2025;601270;251617;349653;322984;21928;3507;1234
1065;12;2026;606409;256373;350036;322842;22355;3575;1264
1066;12;2027;615328;262813;352515;324703;22862;3658;1292
1067;12;2028;622493;268721;353772;325379;23337;3727;1329
1068;12;2029;632700;275827;356873;327861;23829;3808;1375
1069;12;2030;644551;283807;360744;331086;24347;3902;1409
1070;12;2031;656377;291452;364925;334642;24837;3992;1454
1071;12;2032;668731;299654;369077;338314;25221;4046;1496
1072;12;2033;680425;307432;372993;341797;25584;4091;1521
1073;12;2034;692357;315470;376887;345267;25937;4135;1548
1074;12;2035;702870;322865;380005;348019;26215;4199;1572
1075;12;2036;710000;328993;381007;348611;26496;4293;1607
1076;12;2037;711115;332555;378560;346059;26551;4323;1627
1077;12;2038;710377;335512;374865;342310;26549;4366;1640
1078;12;2039;707986;337850;370136;337567;26534;4386;1649
1079;12;2040;710387;342758;367629;334953;26576;4428;1672
1080;12;2041;711642;347521;364121;331503;26480;4450;1688
1081;12;2042;709695;350638;359057;326697;26234;4439;1687
1082;12;2043;701736;350801;350935;319047;25803;4408;1677
1083;12;2044;683454;345272;338182;307024;25163;4349;1646
1084;12;2045;654919;333633;321286;290972;24450;4256;1608
1085;12;2046;625283;320704;304579;275058;23782;4170;1569
1086;12;2047;600916;309953;290963;262038;23274;4108;1543
1087;12;2048;581802;301145;280657;252159;22925;4054;1519
1088;12;2049;573578;297848;275730;247419;22766;4032;1513
1089;12;2050;569085;296217;272868;244654;22699;4014;1501
1090;12;2051;572514;298476;274038;245767;22754;4016;1501
1091;12;2052;574766;300057;274709;246391;22796;4022;1500
1092;12;2053;575756;300695;275061;246696;22835;4027;1503
1093;12;2054;574769;300036;274733;246316;22893;4024;1500
1094;12;2055;576878;300837;276041;247482;23025;4031;1503
1095;12;2056;577498;300811;276687;247970;23171;4041;1505
1096;12;2057;582627;303099;279528;250577;23372;4065;1514
1097;12;2058;591597;307379;284218;254986;23606;4097;1529
1098;12;2059;600565;311810;288755;259265;23826;4125;1539
1099;12;2060;607949;315492;292457;262744;24013;4152;1548
1100;13;2011;351094;174730;176364;166297;8705;1023;339
1101;13;2012;354993;174681;180312;170098;8841;1023;350
1102;13;2013;357642;174205;183437;173130;8940;1019;348
1103;13;2014;366630;176856;189774;179095;9278;1044;357
1104;13;2015;375915;179948;195967;185006;9530;1069;362
1105;13;2016;387470;183993;203477;192091;9938;1081;367
1106;13;2017;395246;186587;208659;196998;10198;1099;364
1107;13;2018;406493;190735;215758;203668;10566;1143;381
1108;13;2019;419931;195617;224314;211810;10922;1184;398
1109;13;2020;436333;201888;234445;221456;11332;1239;418
1110;13;2021;445087;205136;239951;226572;11678;1269;432
1111;13;2022;492277;225664;266613;252363;12425;1355;470
1112;13;2023;530835;243614;287221;272304;12992;1427;498
1113;13;2024;555954;256011;299943;284551;13390;1490;512
1114;13;2025;572505;265406;307099;291353;13689;1531;526
1115;13;2026;590640;276480;314160;298070;13951;1593;546
1116;13;2027;574332;270433;303899;287775;13977;1602;545
1117;13;2028;565845;267807;298038;281763;14101;1618;556
1118;13;2029;563040;268396;294644;278151;14278;1642;573
1119;13;2030;565333;271332;294001;277227;14517;1674;583
1120;13;2031;570477;275790;294687;277602;14781;1706;598
1121;13;2032;579010;281929;297081;279695;15033;1735;618
1122;13;2033;585976;287458;298518;280856;15280;1755;627
1123;13;2034;595725;294272;301453;283508;15529;1778;638
1124;13;2035;607096;302025;305071;286839;15776;1809;647
1125;13;2036;618199;309320;308879;290337;16033;1849;660
1126;13;2037;630057;317263;312794;293990;16257;1874;673
1127;13;2038;641157;324711;316446;297410;16456;1899;681
1128;13;2039;652490;332360;320130;300881;16646;1916;687
1129;13;2040;662471;339327;323144;303724;16784;1938;698
1130;13;2041;669264;344995;324269;304739;16861;1960;709
1131;13;2042;670313;347837;322476;302936;16864;1966;710
1132;13;2043;669715;350076;319639;300123;16826;1976;714
1133;13;2044;667718;351741;315977;296520;16768;1978;711
1134;13;2045;670390;356043;314347;294913;16735;1985;714
1135;13;2046;671884;360153;311731;292400;16631;1987;713
1136;13;2047;670154;362486;307668;288534;16443;1980;711
1137;13;2048;662633;361811;300822;281991;16164;1964;703
1138;13;2049;645236;355273;289963;271559;15773;1937;694
1139;13;2050;618459;342727;275732;257805;15356;1896;675
1140;13;2051;590716;329030;261686;244206;14967;1855;658
1141;13;2052;568047;317694;250353;233212;14668;1828;645
1142;13;2053;550321;308465;241856;224954;14463;1803;636
1143;13;2054;542877;304927;237950;221154;14374;1792;630
1144;13;2055;538946;303139;235807;219061;14339;1781;626
1145;13;2056;542498;305359;237139;220355;14377;1780;627
1146;13;2057;544978;306985;237993;221169;14413;1783;628
1147;13;2058;546088;307592;238496;221629;14451;1786;630
1148;13;2059;545333;306918;238415;221503;14499;1784;629
1149;13;2060;547533;307741;239792;222783;14590;1788;631
1150;14;2011;264276;161358;102918;97607;4623;529;159
1151;14;2012;268753;162356;106397;100975;4723;535;164
1152;14;2013;275062;164591;110471;104872;4885;546;168
1153;14;2014;278405;164971;113434;107724;4988;551;171
1154;14;2015;282746;165936;116810;110941;5134;560;175
1155;14;2016;286012;166382;119630;113669;5222;561;178
1156;14;2017;290990;167753;123237;117124;5360;571;182
1157;14;2018;294983;168667;126316;120092;5460;577;187
1158;14;2019;304130;172458;131672;125195;5685;595;197
1159;14;2020;313417;176534;136883;130175;5885;616;207
1160;14;2021;324507;181515;142992;135983;6170;624;215
1161;14;2022;332018;184723;147295;140060;6371;640;224
1162;14;2023;342272;189378;152894;145355;6646;659;234
1163;14;2024;354799;195052;159747;151907;6910;687;243
1164;14;2025;369811;202123;167688;159530;7180;722;256
1165;14;2026;377983;205956;172027;163608;7419;738;262
1166;14;2027;420135;227674;192461;183517;7876;787;281
1167;14;2028;454030;246167;207863;198499;8229;836;299
1168;14;2029;475596;258458;217138;207469;8485;871;313
1169;14;2030;489288;267183;222105;212207;8672;905;321
1170;14;2031;503336;276843;226493;216381;8851;931;330
1171;14;2032;490235;270447;219788;209652;8871;937;328
1172;14;2033;484048;267660;216388;206167;8948;945;328
1173;14;2034;482485;267872;214613;204280;9044;959;330
1174;14;2035;485120;270376;214744;204261;9177;973;333
1175;14;2036;490154;274419;215735;205080;9329;990;336
1176;14;2037;497936;279941;217995;207158;9491;1005;341
1177;14;2038;504569;284890;219679;208671;9643;1020;345
1178;14;2039;513461;291045;222416;211231;9805;1031;349
1179;14;2040;523864;298164;225700;214339;9958;1049;354
1180;14;2041;533713;304680;229033;217517;10093;1063;360
1181;14;2042;544485;311913;232572;220905;10226;1077;364
1182;14;2043;554428;318604;235824;224031;10338;1086;369
1183;14;2044;564576;325432;239144;227242;10439;1092;371
1184;14;2045;573612;331644;241968;229982;10513;1099;374
1185;14;2046;579678;336435;243243;231215;10545;1106;377
1186;14;2047;580772;338463;242309;230299;10527;1106;377
1187;14;2048;580523;339937;240586;228615;10487;1107;377
1188;14;2049;579337;340994;238343;226432;10432;1103;376
1189;14;2050;582598;344752;237846;225972;10394;1103;377
1190;14;2051;584546;348147;236399;224608;10315;1100;376
1191;14;2052;583196;349585;233611;221956;10187;1094;374
1192;14;2053;576578;348044;228534;217068;10010;1085;371
1193;14;2054;561113;340787;220326;209120;9773;1069;364
1194;14;2055;538092;328249;209843;198925;9520;1044;354
1195;14;2056;514418;314845;199573;188923;9289;1017;344
1196;14;2057;495359;303884;191475;181029;9113;997;336
1197;14;2058;480616;295085;185531;175228;8992;981;330
1198;14;2059;474750;291709;183041;172797;8945;972;327
1199;14;2060;471899;290037;181862;171639;8933;964;326
1200;15;2011;150712;109483;41229;39277;1734;173;45
1201;15;2012;153055;110172;42883;40848;1808;180;47
1202;15;2013;155253;110715;44538;42419;1884;186;49
1203;15;2014;158400;111919;46481;44282;1958;191;50
1204;15;2015;162116;113554;48562;46274;2039;197;52
1205;15;2016;167723;116549;51174;48763;2149;207;55
1206;15;2017;172583;119074;53509;51019;2220;213;57
1207;15;2018;178409;122275;56134;53541;2312;221;60
1208;15;2019;182103;123969;58134;55468;2377;227;62
1209;15;2020;186464;126087;60377;57608;2469;235;65
1210;15;2021;190110;127736;62374;59526;2541;240;67
1211;15;2022;194750;130012;64738;61792;2628;248;70
1212;15;2023;198668;131852;66816;63785;2709;251;71
1213;15;2024;205926;135816;70110;66942;2834;260;74
1214;15;2025;213160;139892;73268;69973;2947;271;77
1215;15;2026;221521;144629;76892;73446;3094;275;77
1216;15;2027;227054;147646;79408;75832;3214;282;80
1217;15;2028;234490;151834;82656;78921;3355;297;83
1218;15;2029;244181;157321;86860;82952;3510;311;87
1219;15;2030;255675;164036;91639;87562;3660;327;90
1220;15;2031;261970;167752;94218;89993;3791;341;93
1221;15;2032;293797;187203;106594;102093;4043;362;96
1222;15;2033;318508;202999;115509;110794;4237;379;99
1223;15;2034;333594;212960;120634;115766;4373;393;102
1224;15;2035;342553;219406;123147;118167;4475;402;103
1225;15;2036;350727;225731;124996;119916;4564;411;105
1226;15;2037;342815;220806;122009;116905;4586;413;105
1227;15;2038;340100;219093;121007;115848;4636;417;106
1228;15;2039;340280;219526;120754;115519;4706;422;107
1229;15;2040;343208;221731;121477;116156;4785;428;108
1230;15;2041;347724;225119;122605;117192;4870;434;109
1231;15;2042;354095;229605;124490;118974;4964;441;111
1232;15;2043;359844;233732;126112;120498;5055;447;112
1233;15;2044;367093;238778;128315;122602;5146;453;114
1234;15;2045;375514;244659;130855;125045;5235;460;115
1235;15;2046;383248;249916;133332;127436;5314;466;116
1236;15;2047;391940;255921;136019;130039;5392;471;117
1237;15;2048;399883;261408;138475;132423;5458;476;118
1238;15;2049;407979;266981;140998;134884;5517;478;119
1239;15;2050;415387;272144;143243;137078;5566;480;119
1240;15;2051;420318;275882;144436;138242;5592;482;120
1241;15;2052;421659;277387;144272;138080;5591;481;120
1242;15;2053;422077;278412;143665;137484;5578;483;120
1243;15;2054;422136;279280;142856;136700;5553;483;120
1244;15;2055;425954;282608;143346;137201;5542;483;120
1245;15;2056;428355;285308;143047;136936;5511;480;120
1246;15;2057;427714;286025;141689;135643;5452;475;119
1247;15;2058;422893;284121;138772;132819;5369;467;117
1248;15;2059;411248;277380;133868;128041;5256;456;115
1249;15;2060;394846;266951;127895;122209;5131;443;112
1250;16;2011;47448;38507;8941;8448;438;35;20
1251;16;2012;51345;41526;9819;9284;476;38;21
1252;16;2013;54670;44093;10577;10004;510;41;22
1253;16;2014;58421;47039;11382;10765;551;43;23
1254;16;2015;61323;49362;11961;11334;560;44;23
1255;16;2016;63115;50616;12499;11864;568;44;23
1256;16;2017;65154;51962;13192;12522;599;47;24
1257;16;2018;67063;53200;13863;13162;627;49;25
1258;16;2019;69554;54896;14658;13930;650;51;27
1259;16;2020;72145;56666;15479;14711;686;54;28
1260;16;2021;75579;59079;16500;15686;726;58;30
1261;16;2022;78478;61085;17393;16546;756;60;31
1262;16;2023;81653;63289;18364;17475;793;63;33
1263;16;2024;83639;64561;19078;18162;818;65;33
1264;16;2025;85927;66048;19879;18928;850;67;34
1265;16;2026;87929;67307;20622;19639;879;69;35
1266;16;2027;90405;68912;21493;20474;912;71;36
1267;16;2028;92564;70300;22264;21212;941;74;37
1268;16;2029;96388;72897;23491;22390;986;77;38
1269;16;2030;100194;75542;24652;23506;1027;80;39
1270;16;2031;104516;78540;25976;24775;1076;84;41
1271;16;2032;107218;80368;26850;25604;1118;87;41
1272;16;2033;110950;82922;28028;26726;1170;90;42
1273;16;2034;116247;86573;29674;28307;1228;95;44
1274;16;2035;122475;90949;31526;30094;1287;99;46
1275;16;2036;125724;93266;32458;30975;1333;103;47
1276;16;2037;143101;105697;37404;35809;1433;111;51
1277;16;2038;155700;115019;40681;38998;1512;118;53
1278;16;2039;162699;120330;42369;40625;1567;122;55
1279;16;2040;166323;123269;43054;41270;1603;125;56
1280;16;2041;169040;125612;43428;41608;1635;128;57
1281;16;2042;166180;123401;42779;40946;1647;129;57
1282;16;2043;166141;123238;42903;41041;1674;131;57
1283;16;2044;167184;123999;43185;41290;1704;133;58
1284;16;2045;169428;125655;43773;41841;1739;135;58
1285;16;2046;172377;127918;44459;42488;1774;138;59
1286;16;2047;176201;130757;45444;43428;1815;141;60
1287;16;2048;179893;133526;46367;44310;1853;143;61
1288;16;2049;184249;136756;47493;45390;1895;146;62
1289;16;2050;189275;140519;48756;46608;1936;149;63
1290;16;2051;193745;143805;49940;47754;1970;152;64
1291;16;2052;198911;147643;51268;49040;2009;154;65
1292;16;2053;203575;151113;52462;50198;2041;157;66
1293;16;2054;208334;154629;53705;51409;2070;159;67
1294;16;2055;212824;157972;54852;52524;2100;161;67
1295;16;2056;215683;160188;55495;53149;2116;162;68
1296;16;2057;216712;161103;55609;53254;2124;163;68
1297;16;2058;217328;161749;55579;53223;2126;163;67
1298;16;2059;218094;162524;55570;53216;2124;163;67
1299;16;2060;221367;165130;56237;53878;2129;163;67
1300;17;2011;9163;7978;1185;1091;85;6;3
1301;17;2012;9700;8452;1248;1151;89;5;3
1302;17;2013;10332;9017;1315;1216;91;5;3
1303;17;2014;10845;9472;1373;1268;96;6;3
1304;17;2015;11605;10128;1477;1366;102;6;3
1305;17;2016;13101;11425;1676;1553;113;6;4
1306;17;2017;14421;12573;1848;1716;121;7;4
1307;17;2018;15583;13588;1995;1855;129;7;4
1308;17;2019;16834;14680;2154;2005;137;8;4
1309;17;2020;17877;15609;2268;2114;142;8;4
1310;17;2021;18798;16396;2402;2242;148;8;4
1311;17;2022;19705;17152;2553;2383;156;9;5
1312;17;2023;20504;17815;2689;2514;161;9;5
1313;17;2024;21494;18642;2852;2669;169;9;5
1314;17;2025;22404;19400;3004;2813;176;10;5
1315;17;2026;23527;20331;3196;2996;185;10;5
1316;17;2027;24438;21066;3372;3160;195;11;6
1317;17;2028;25392;21845;3547;3326;204;11;6
1318;17;2029;26025;22356;3669;3444;208;11;6
1319;17;2030;26773;22955;3818;3587;214;11;6
1320;17;2031;27512;23548;3964;3721;225;12;6
1321;17;2032;28363;24224;4139;3890;231;12;6
1322;17;2033;29130;24843;4287;4033;236;12;6
1323;17;2034;30345;25816;4529;4263;247;12;7
1324;17;2035;31553;26804;4749;4472;257;13;7
1325;17;2036;32908;27901;5007;4719;268;13;7
1326;17;2037;33721;28554;5167;4871;276;13;7
1327;17;2038;34887;29484;5403;5095;286;14;8
1328;17;2039;36722;30968;5754;5432;300;14;8
1329;17;2040;38823;32685;6138;5800;315;15;8
1330;17;2041;39900;33580;6320;5970;326;15;9
1331;17;2042;45568;38198;7370;6990;355;16;9
1332;17;2043;49355;41355;8000;7594;379;17;10
1333;17;2044;51353;43043;8310;7888;394;17;11
1334;17;2045;52355;43924;8431;8000;402;18;11
1335;17;2046;52899;44405;8494;8056;409;18;11
1336;17;2047;53350;44789;8561;8118;414;18;11
1337;17;2048;54334;45606;8728;8276;423;18;11
1338;17;2049;55184;46307;8877;8411;435;19;12
1339;17;2050;56172;47120;9052;8574;447;19;12
1340;17;2051;57291;48058;9233;8746;456;19;12
1341;17;2052;58647;49160;9487;8991;465;19;12
1342;17;2053;60137;50360;9777;9265;479;20;13
1343;17;2054;61720;51662;10058;9538;487;20;13
1344;17;2055;63549;53166;10383;9851;499;20;13
1345;17;2056;65173;54491;10682;10136;513;20;13
1346;17;2057;67105;56079;11026;10470;522;20;14
1347;17;2058;68852;57513;11339;10770;534;21;14
1348;17;2059;70647;58981;11666;11086;545;21;14
1349;17;2060;72438;60464;11974;11385;553;21;15
