ID;LeeftijdReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;TotaalMeerpersoonshuishoudens_3;k_2Personen_4;k_3Personen_5;k_4Personen_6;k_5OfMeerPersonen_7
36;Totaal leeftijden (15 jaar of ouder);2047;8485948;3700170;4785778;2500815;924496;973649;386818
37;Totaal leeftijden (15 jaar of ouder);2048;8484723;3706859;4777864;2493507;925549;972546;386262
38;Totaal leeftijden (15 jaar of ouder);2049;8482932;3712401;4770531;2486772;926519;971497;385743
39;Totaal leeftijden (15 jaar of ouder);2050;8480510;3716754;4763756;2480517;927425;970554;385260
40;Totaal leeftijden (15 jaar of ouder);2051;8477458;3719894;4757564;2474860;928259;969661;384784
41;Totaal leeftijden (15 jaar of ouder);2052;8473832;3721801;4752031;2469770;928944;968909;384408
42;Totaal leeftijden (15 jaar of ouder);2053;8469701;3722478;4747223;2465239;929298;968445;384241
43;Totaal leeftijden (15 jaar of ouder);2054;8465110;3722001;4743109;2461353;929459;968108;384189
44;Totaal leeftijden (15 jaar of ouder);2055;8460240;3720460;4739780;2458089;929415;967984;384292
45;Totaal leeftijden (15 jaar of ouder);2056;8455226;3718047;4737179;2455510;929170;968007;384492
46;Totaal leeftijden (15 jaar of ouder);2057;8450289;3714885;4735404;2453587;928706;968285;384826
47;Totaal leeftijden (15 jaar of ouder);2058;8445549;3711131;4734418;2452247;927931;968882;385358
48;Totaal leeftijden (15 jaar of ouder);2059;8441155;3706994;4734161;2451539;927088;969598;385936
49;Totaal leeftijden (15 jaar of ouder);2060;8437337;3702679;4734658;2451456;926183;970465;386554
50;100;2011;414067;310605;103462;77915;18630;4827;2090
51;100;2012;416571;311354;105217;79123;18976;4975;2143
52;100;2013;418785;312202;106583;79917;19333;5139;2194
53;100;2014;420719;312647;108072;80887;19646;5295;2244
54;100;2015;421539;312400;109139;81661;19800;5402;2276
55;100;2016;418807;310180;108627;81083;19791;5458;2295
56;100;2017;416507;308574;107933;80380;19727;5509;2317
57;100;2018;415637;308210;107427;79831;19690;5561;2345
58;100;2019;416258;309017;107241;79526;19711;5628;2376
59;100;2020;416970;310046;106924;79088;19742;5689;2405
60;100;2021;420133;312495;107638;79545;19879;5773;2441
61;100;2022;423460;314897;108563;80175;20031;5871;2486
62;100;2023;425977;316301;109676;81039;20144;5961;2532
63;100;2024;424897;315184;109713;81008;20129;6016;2560
64;100;2025;422000;312752;109248;80581;20029;6054;2584
65;100;2026;415909;308198;107711;79271;19793;6053;2594
66;100;2027;410237;304041;106196;77986;19556;6050;2604
67;100;2028;404571;300107;104464;76507;19300;6041;2616
68;100;2029;398560;296154;102406;74740;19028;6019;2619
69;100;2030;394747;293657;101090;73596;18849;6016;2629
70;100;2031;392927;292450;100477;73028;18759;6039;2651
71;100;2032;391786;291665;100121;72666;18705;6073;2677
72;100;2033;392181;291739;100442;72895;18710;6125;2712
73;100;2034;391180;291018;100162;72603;18660;6159;2740
74;100;2035;390092;290273;99819;72254;18609;6189;2767
75;100;2036;390045;290280;99765;72144;18601;6226;2794
76;100;2037;390865;290875;99990;72256;18632;6275;2827
77;100;2038;392353;291929;100424;72544;18693;6327;2860
78;100;2039;394217;293234;100983;72931;18776;6382;2894
79;100;2040;396352;294714;101638;73398;18872;6440;2928
80;100;2041;398647;296289;102358;73922;18978;6497;2961
81;100;2042;401001;297886;103115;74479;19087;6555;2994
82;100;2043;403254;299404;103850;75022;19192;6610;3026
83;100;2044;405303;300759;104544;75534;19293;6662;3055
84;100;2045;407097;301934;105163;75989;19380;6711;3083
85;100;2046;408606;302906;105700;76381;19456;6755;3108
86;100;2047;409901;303721;106180;76730;19522;6796;3132
87;100;2048;410888;304318;106570;77012;19573;6832;3153
88;100;2049;411635;304738;106897;77245;19615;6864;3173
89;100;2050;412129;304986;107143;77421;19644;6889;3189
90;100;2051;412380;305057;107323;77545;19662;6912;3204
91;100;2052;412400;304960;107440;77626;19669;6930;3215
92;100;2053;412138;304658;107480;77654;19664;6940;3222
93;100;2054;411579;304145;107434;77621;19641;6944;3228
94;100;2055;410734;303424;107310;77518;19611;6948;3233
95;100;2056;409595;302513;107082;77345;19562;6942;3233
96;100;2057;408243;301462;106781;77112;19505;6933;3231
97;100;2058;406737;300319;106418;76835;19438;6918;3227
98;100;2059;405184;299162;106022;76529;19368;6902;3223
99;100;2060;403659;298047;105612;76214;19298;6883;3217
100;101;2011;1086709;474854;611855;316066;151583;108749;35457
101;101;2012;1099119;481452;617667;319881;152578;109576;35632
102;101;2013;1112779;487784;624995;324423;153849;110818;35905
103;101;2014;1123772;492170;631602;328069;155293;112101;36139
104;101;2015;1134906;496207;638699;331408;157065;113801;36425
105;101;2016;1145191;500296;644895;333907;158670;115638;36680
106;101;2017;1156886;504515;652371;336942;160470;117879;37080
107;101;2018;1169913;508869;661044;340805;162239;120433;37567
108;101;2019;1182631;512909;669722;344848;163806;122974;38094
109;101;2020;1192640;516208;676432;347725;164911;125248;38548
110;101;2021;1198675;517438;681237;349480;165644;127185;38928
111;101;2022;1201596;517559;684037;350031;165964;128767;39275
112;101;2023;1203437;517829;685608;349929;166079;130041;39559
113;101;2024;1208524;520085;688439;351215;166255;131153;39816
114;101;2025;1213456;522649;690807;352374;166480;131981;39972
115;101;2026;1215894;525107;690787;351589;166609;132539;40050
116;101;2027;1217363;526845;690518;350557;166680;133110;40171
117;101;2028;1219330;528550;690780;349845;166830;133764;40341
118;101;2029;1221732;530165;691567;349552;166968;134471;40576
119;101;2030;1220665;529754;690911;348139;166796;135134;40842
120;101;2031;1219430;528522;690908;347526;166491;135764;41127
121;101;2032;1216728;526588;690140;346737;165902;136128;41373
122;101;2033;1211716;523503;688213;345622;164994;136085;41512
123;101;2034;1204297;520086;684211;343365;163772;135554;41520
124;101;2035;1196032;516635;679397;340840;162473;134671;41413
125;101;2036;1184647;511951;672696;336993;160959;133522;41222
126;101;2037;1174263;507611;666652;333632;159625;132379;41016
127;101;2038;1164479;503533;660946;330354;158516;131280;40796
128;101;2039;1155326;499760;655566;327063;157574;130323;40606
129;101;2040;1150102;497404;652698;325497;157027;129679;40495
130;101;2041;1148203;496321;651882;325323;156806;129299;40454
131;101;2042;1147792;495856;651936;325657;156764;129066;40449
132;101;2043;1150043;496373;653670;327223;156993;128979;40475
133;101;2044;1150983;496597;654386;327772;157239;128884;40491
134;101;2045;1152497;497071;655426;328420;157553;128903;40550
135;101;2046;1155732;498237;657495;329703;158032;129098;40662
136;101;2047;1160230;499847;660383;331473;158639;129448;40823
137;101;2048;1165587;501769;663818;333553;159350;129904;41011
138;101;2049;1171288;503799;667489;335742;160100;130428;41219
139;101;2050;1177087;505830;671257;337956;160844;131008;41449
140;101;2051;1182774;507796;674978;340131;161551;131608;41688
141;101;2052;1188148;509614;678534;342204;162206;132199;41925
142;101;2053;1193010;511232;681778;344095;162786;132754;42143
143;101;2054;1197217;512606;684611;345727;163277;133258;42349
144;101;2055;1200765;513734;687031;347109;163679;133705;42538
145;101;2056;1203566;514597;688969;348206;163976;134081;42706
146;101;2057;1205717;515220;690497;349078;164183;134388;42848
147;101;2058;1207058;515535;691523;349657;164289;134616;42961
148;101;2059;1207608;515543;692065;349950;164298;134766;43051
149;101;2060;1207403;515251;692152;349985;164221;134836;43110
150;102;2011;1395118;350794;1044324;227607;228869;402694;185154
151;102;2012;1365289;348498;1016791;220474;223036;392230;181051
152;102;2013;1335566;345894;989672;213186;217249;382073;177164
153;102;2014;1306013;343239;962774;206469;211275;372110;172920
154;102;2015;1268874;337882;930992;198371;204527;360507;167587
155;102;2016;1239175;333830;905345;192469;198869;350999;163008
156;102;2017;1213917;330094;883823;186626;194076;343938;159183
157;102;2018;1193670;326468;867202;180733;190382;339532;156555
158;102;2019;1183073;324569;858504;176383;188413;338475;155233
159;102;2020;1179729;323942;855787;174317;187757;339260;154453
160;102;2021;1182886;324666;858220;173758;187965;341975;154522
161;102;2022;1189497;326126;863371;174318;188476;345604;154973
162;102;2023;1198903;328121;870782;175902;189218;349932;155730
163;102;2024;1206341;329254;877087;176384;189944;354252;156507
164;102;2025;1215151;330761;884390;177285;190832;358850;157423
165;102;2026;1225050;332710;892340;179155;191638;363209;158338
166;102;2027;1236509;335174;901335;181735;192630;367636;159334
167;102;2028;1249318;338140;911178;185049;193870;371897;160362
168;102;2029;1261803;341211;920592;188403;195131;375851;161207
169;102;2030;1271865;343834;928031;190930;196248;379063;161790
170;102;2031;1277606;345114;932492;191584;196941;381710;162257
171;102;2032;1280560;345603;934957;191181;197292;383903;162581
172;102;2033;1282475;346080;936395;190221;197580;385770;162824
173;102;2034;1288548;348020;940528;191665;197981;387685;163197
174;102;2035;1294499;350006;944493;193449;198122;389319;163603
175;102;2036;1298122;351448;946674;194492;197986;390321;163875
176;102;2037;1300254;352297;947957;195330;197690;390870;164067
177;102;2038;1302719;353207;949512;196814;197486;391049;164163
178;102;2039;1305447;354177;951270;199023;197262;390816;164169
179;102;2040;1304064;353810;950254;199577;196768;389945;163964
180;102;2041;1302347;353265;949082;200380;196238;388805;163659
181;102;2042;1299453;352409;947044;200900;195643;387333;163168
182;102;2043;1294133;350773;943360;200489;194873;385509;162489
183;102;2044;1287222;348717;938505;199643;193932;383312;161618
184;102;2045;1279423;346402;933021;198337;192931;381053;160700
185;102;2046;1268356;342964;925392;195358;191729;378617;159688
186;102;2047;1258100;339688;918412;192430;190674;376500;158808
187;102;2048;1248373;336501;911872;189304;189771;374730;158067
188;102;2049;1239273;333448;905825;186017;189022;373304;157482
189;102;2050;1234064;331521;902543;184151;188635;372557;157200
190;102;2051;1232154;330593;901561;183413;188595;372393;157160
191;102;2052;1231772;330120;901652;183047;188734;372598;157273
192;102;2053;1234045;330406;903639;183716;189068;373272;157583
193;102;2054;1235080;330325;904755;183505;189358;373977;157915
194;102;2055;1236703;330384;906319;183417;189702;374867;158333
195;102;2056;1240053;330982;909071;183976;190194;376024;158877
196;102;2057;1244602;331952;912650;184995;190788;377366;159501
197;102;2058;1249984;333193;916791;186368;191424;378819;160180
198;102;2059;1255659;334552;921107;187887;192066;380286;160868
199;102;2060;1261407;335965;925442;189497;192714;381705;161526
200;103;2011;1485388;354189;1131199;327216;276265;363044;164674
201;103;2012;1500112;360473;1139639;330429;279232;365306;164672
202;103;2013;1511741;365753;1145988;333187;281736;366713;164352
203;103;2014;1521321;370487;1150834;334491;283837;368132;164374
204;103;2015;1533874;375640;1158234;336069;286392;370679;165094
205;103;2016;1540649;379718;1160931;335998;287661;371839;165433
206;103;2017;1537660;381491;1156169;333609;287205;370469;164886
207;103;2018;1525742;381454;1144288;329182;284880;366835;163391
208;103;2019;1500796;378303;1122493;321157;280434;360172;160730
209;103;2020;1469531;373849;1095682;311035;275423;351922;157302
210;103;2021;1435958;369008;1066950;300374;269756;343222;153598
211;103;2022;1404855;364916;1039939;290636;263799;335333;150171
212;103;2023;1373365;360371;1012994;280690;257016;328205;147083
213;103;2024;1342599;355799;986800;270840;249328;322068;144564
214;103;2025;1304790;348351;956439;258369;240818;315503;141749
215;103;2026;1274478;342195;932283;248218;233474;310928;139663
216;103;2027;1248697;336716;911981;238824;227389;307702;138066
217;103;2028;1227732;331770;895962;230321;223091;305729;136821
218;103;2029;1216385;329125;887260;224675;220657;305564;136364
219;103;2030;1212309;328048;884261;221662;219548;306615;136436
220;103;2031;1214957;328667;886290;220901;219667;308765;136957
221;103;2032;1221103;330005;891098;221507;220407;311488;137696
222;103;2033;1230220;332025;898195;223356;221657;314565;138617
223;103;2034;1237437;333224;904213;224166;222945;317603;139499
224;103;2035;1246168;334817;911351;225547;224579;320750;140475
225;103;2036;1256071;336575;919496;227722;226486;323854;141434
226;103;2037;1267616;338862;928754;230825;228817;326839;142273
227;103;2038;1280613;341891;938722;234880;231318;329539;142985
228;103;2039;1293392;345127;948265;239074;233622;331941;143628
229;103;2040;1303751;347791;955960;242413;235454;333887;144206
230;103;2041;1309767;349206;960561;244061;236702;335233;144565
231;103;2042;1312924;349715;963209;244682;237589;336168;144770
232;103;2043;1315014;350136;964878;244779;238288;336868;144943
233;103;2044;1321186;351936;969250;247036;239102;337834;145278
234;103;2045;1327195;353763;973432;249483;239664;338685;145600
235;103;2046;1330827;354852;975975;250982;239995;339209;145789
236;103;2047;1332955;355483;977472;252138;240274;339295;145765
237;103;2048;1335424;356349;979075;253769;240540;339117;145649
238;103;2049;1338134;357345;980789;255953;240771;338667;145398
239;103;2050;1336784;357149;979635;256485;240698;337580;144872
240;103;2051;1335069;356956;978113;257276;240499;336159;144179
241;103;2052;1332198;356496;975702;257681;239963;334586;143472
242;103;2053;1326874;355224;971650;257081;238921;332872;142776
243;103;2054;1319948;353292;966656;255819;237545;331162;142130
244;103;2055;1312154;351039;961115;253997;235888;329623;141607
245;103;2056;1301083;347528;953555;250468;234016;328013;141058
246;103;2057;1290850;344215;946635;247038;232289;326685;140623
247;103;2058;1281159;340979;940180;243422;230670;325718;140370
248;103;2059;1272101;337820;934281;239730;229369;324990;140192
249;103;2060;1266899;335839;931060;237581;228595;324718;140166
250;104;2011;1326671;388215;938456;652902;181281;79108;25165
251;104;2012;1316224;390329;925895;633950;184740;81523;25682
252;104;2013;1313094;394385;918709;619173;189376;83947;26213
253;104;2014;1319813;401864;917949;610820;194159;86247;26723
254;104;2015;1334131;411448;922683;607550;199170;88618;27345
255;104;2016;1352153;421977;930176;607314;203928;90973;27961
256;104;2017;1374317;434022;940295;609158;208988;93509;28640
257;104;2018;1394150;445160;948990;609930;213874;95909;29277
258;104;2019;1417518;457255;960263;612683;219150;98506;29924
259;104;2020;1441132;468702;972430;615143;225261;101304;30722
260;104;2021;1461145;479098;982047;616756;230507;103450;31334
261;104;2022;1474929;487680;987249;615911;234725;104861;31752
262;104;2023;1485809;495317;990492;614523;238316;105682;31971
263;104;2024;1494920;502565;992355;612145;241625;106403;32182
264;104;2025;1507351;510899;996452;610778;245378;107637;32659
265;104;2026;1514685;518560;996125;607526;247209;108368;33022
266;104;2027;1512445;523301;989144;600432;247041;108507;33164
267;104;2028;1501653;525652;976001;590274;244608;107999;33120
268;104;2029;1478100;523784;954316;574756;240120;106650;32790
269;104;2030;1448400;519544;928856;556530;235029;104943;32354
270;104;2031;1416358;514381;901977;537524;229539;103069;31845
271;104;2032;1386702;509586;877116;519868;224488;101365;31395
272;104;2033;1356559;503726;852833;502220;219720;99905;30988
273;104;2034;1327229;497212;830017;485010;215241;98988;30778
274;104;2035;1291030;486485;804545;464856;210923;98193;30573
275;104;2036;1262146;477299;784847;448539;207803;97986;30519
276;104;2037;1237538;469218;768320;434437;205495;97877;30511
277;104;2038;1217450;462144;755306;423042;203943;97836;30485
278;104;2039;1206745;458599;748146;416052;203432;98107;30555
279;104;2040;1203217;457390;745827;412565;203823;98719;30720
280;104;2041;1206355;458606;747749;412416;205019;99426;30888
281;104;2042;1212909;460748;752161;414198;206662;100202;31099
282;104;2043;1222391;463823;758568;417647;208518;101065;31338
283;104;2044;1229916;465974;763942;420303;210272;101818;31549
284;104;2045;1238950;468804;770146;423744;212141;102523;31738
285;104;2046;1249093;471638;777455;428135;214133;103250;31937
286;104;2047;1260810;475308;785502;433670;215919;103815;32098
287;104;2048;1273940;480132;793808;440021;217349;104223;32215
288;104;2049;1286807;485234;801573;446237;218472;104546;32318
289;104;2050;1297259;489419;807840;451302;219257;104859;32422
290;104;2051;1303349;491884;811465;454402;219689;104938;32436
291;104;2052;1306477;492837;813640;456255;220069;104913;32403
292;104;2053;1308619;493639;814980;457301;220431;104872;32376
293;104;2054;1314758;495909;818849;460351;221081;104999;32418
294;104;2055;1320724;498059;822665;463390;221798;105052;32425
295;104;2056;1324398;499081;825317;465384;222375;105112;32446
296;104;2057;1326567;499557;827010;466911;222630;105035;32434
297;104;2058;1329083;500446;828637;468722;222590;104907;32418
298;104;2059;1331804;501520;830284;470890;222262;104736;32396
299;104;2060;1330494;501253;829241;471161;221381;104379;32320
300;105;2011;916694;334761;581933;529416;41833;7785;2899
301;105;2012;974681;353922;620759;564657;44619;8389;3094
302;105;2013;1027406;372664;654742;595026;47375;9049;3292
303;105;2014;1067723;387779;679944;617923;49149;9472;3400
304;105;2015;1102041;402138;699903;636075;50569;9792;3467
305;105;2016;1130849;415615;715234;649836;51788;10084;3526
306;105;2017;1160909;430552;730357;663491;52982;10323;3561
307;105;2018;1190801;446148;744653;676156;54281;10596;3620
308;105;2019;1213180;459642;753538;683512;55474;10861;3691
309;105;2020;1232648;472542;760106;688004;57128;11194;3780
310;105;2021;1257606;488426;769180;694991;58723;11573;3893
311;105;2022;1248852;490249;758603;683086;59783;11797;3937
312;105;2023;1246598;494673;751925;674918;60994;12020;3993
313;105;2024;1253661;503123;750538;671801;62382;12299;4056
314;105;2025;1267882;514430;753452;672807;63891;12585;4169
315;105;2026;1285334;526833;758501;675955;65378;12878;4290
316;105;2027;1306913;541249;765664;681100;66985;13187;4392
317;105;2028;1326143;554731;771412;684931;68511;13465;4505
318;105;2029;1348645;569673;778972;690549;70030;13773;4620
319;105;2030;1371328;584857;786471;696169;71483;14090;4729
320;105;2031;1390390;598581;791809;699933;72658;14365;4853
321;105;2032;1403783;610537;793246;700562;73288;14472;4924
322;105;2033;1414504;621473;793031;699679;73801;14563;4988
323;105;2034;1423655;632021;791634;697634;74271;14675;5054
324;105;2035;1436276;644324;791952;697001;74898;14905;5148
325;105;2036;1444355;655152;789203;693380;75388;15181;5254
326;105;2037;1443186;662108;781078;685509;75049;15225;5295
327;105;2038;1434029;665676;768353;673557;74274;15227;5295
328;105;2039;1412642;663326;749316;656004;72977;15078;5257
329;105;2040;1385414;657603;727811;636115;71585;14900;5211
330;105;2041;1355872;650407;705465;615499;70119;14696;5151
331;105;2042;1328548;643521;685027;596543;68864;14516;5104
332;105;2043;1300646;635450;665196;578061;67718;14360;5057
333;105;2044;1273644;626875;646769;560713;66767;14273;5016
334;105;2045;1240222;613743;626479;541464;65879;14166;4970
335;105;2046;1213873;602993;610880;526511;65313;14120;4936
336;105;2047;1191535;593707;597828;513956;64877;14079;4916
337;105;2048;1173245;585502;587743;504233;64581;14032;4897
338;105;2049;1163810;581526;582284;498902;64487;14005;4890
339;105;2050;1161296;580587;580709;497165;64648;14014;4882
340;105;2051;1165116;582686;582430;498537;64963;14043;4887
341;105;2052;1172377;586305;586072;501678;65383;14107;4904
342;105;2053;1182327;590925;591402;506423;65857;14187;4935
343;105;2054;1190348;594439;595909;510409;66300;14245;4955
344;105;2055;1199795;598686;601109;515096;66737;14300;4976
345;105;2056;1210404;603155;607249;520632;67241;14376;5000
346;105;2057;1222442;608403;614039;526888;67687;14440;5024
347;105;2058;1235751;614599;621152;533574;68048;14486;5044
348;105;2059;1248727;620885;627842;539910;68356;14522;5054
349;105;2060;1259392;626001;633391;545124;68638;14565;5064
350;106;2011;615370;336088;279282;263904;13328;1552;498
351;106;2012;623746;337037;286709;271073;13564;1558;514
352;106;2013;632704;338796;293908;278002;13825;1565;516
353;106;2014;645035;341827;303208;286819;14266;1595;528
354;106;2015;658661;345884;312777;295947;14664;1629;537
355;106;2016;673482;350375;323107;305760;15160;1642;545
356;106;2017;686236;354340;331896;314122;15558;1670;546
357;106;2018;701476;359402;342074;323760;16026;1720;568
358;106;2019;724061;368075;355986;337005;16607;1779;595
359;106;2020;749750;378422;371328;351631;17217;1855;625
360;106;2021;769594;386651;382943;362555;17848;1893;647
361;106;2022;824295;410387;413908;392423;18796;1995;694
362;106;2023;873107;432992;440115;417659;19638;2086;732
363;106;2024;910753;451063;459690;436458;20300;2177;755
364;106;2025;942316;467529;474787;450883;20869;2253;782
365;106;2026;968623;482436;486187;461678;21370;2331;808
366;106;2027;994467;498107;496360;471292;21853;2389;826
367;106;2028;1019875;513974;505901;480262;22330;2454;855
368;106;2029;1038636;526854;511782;485620;22763;2513;886
369;106;2030;1054621;538515;516106;489434;23189;2579;904
370;106;2031;1073813;552633;521180;493983;23632;2637;928
371;106;2032;1069245;552376;516869;489347;23904;2672;946
372;106;2033;1070024;555118;514906;487023;24228;2700;955
373;106;2034;1078210;562144;516066;487788;24573;2737;968
374;106;2035;1092216;572401;519815;491100;24953;2782;980
375;106;2036;1108353;583739;524614;495417;25362;2839;996
376;106;2037;1127993;597204;530789;501148;25748;2879;1014
377;106;2038;1145726;609601;536125;506081;26099;2919;1026
378;106;2039;1165951;623405;542546;512112;26451;2947;1036
379;106;2040;1186335;637491;548844;518063;26742;2987;1052
380;106;2041;1202977;649675;553302;522256;26954;3023;1069
381;106;2042;1214798;659750;555048;523841;27090;3043;1074
382;106;2043;1224143;668680;555463;524154;27164;3062;1083
383;106;2044;1232294;677173;555121;523762;27207;3070;1082
384;106;2045;1244002;687687;556315;524895;27248;3084;1088
385;106;2046;1251562;696588;554974;523615;27176;3093;1090
386;106;2047;1250926;700949;549977;518833;26970;3086;1088
387;106;2048;1243156;701748;541408;510606;26651;3071;1080
388;106;2049;1224573;696267;528306;497991;26205;3040;1070
389;106;2050;1201057;687479;513578;483777;25750;2999;1052
390;106;2051;1175262;677177;498085;468814;25282;2955;1034
391;106;2052;1151243;667279;483964;455168;24855;2922;1019
392;106;2053;1126899;656509;470390;442022;24473;2888;1007
393;106;2054;1103990;645714;458276;430274;24147;2861;994
394;106;2055;1077038;631388;445650;417986;23859;2825;980
395;106;2056;1056916;620204;436712;409278;23666;2797;971
396;106;2057;1040337;610869;429468;402198;23526;2780;964
397;106;2058;1026704;602677;424027;396857;23443;2767;960
398;106;2059;1020083;598627;421456;394300;23444;2756;956
399;106;2060;1019432;597778;421654;394422;23523;2752;957
400;107;2011;198160;147990;50170;47725;2172;208;65
401;107;2012;204400;151698;52702;50132;2284;218;68
402;107;2013;209923;154808;55115;52423;2394;227;71
403;107;2014;216821;158958;57863;55047;2509;234;73
404;107;2015;223439;162916;60523;57608;2599;241;75
405;107;2016;230838;167165;63673;60627;2717;251;78
406;107;2017;237737;171036;66701;63541;2819;260;81
407;107;2018;245472;175475;69997;66703;2939;270;85
408;107;2019;251657;178865;72792;69398;3027;278;89
409;107;2020;258609;182753;75856;72319;3155;289;93
410;107;2021;265689;186815;78874;75212;3267;298;97
411;107;2022;273228;191097;82131;78338;3384;308;101
412;107;2023;280321;195141;85180;81260;3502;314;104
413;107;2024;289565;200377;89188;85104;3652;325;107
414;107;2025;299087;205940;93147;88901;3797;338;111
415;107;2026;309450;211936;97514;93085;3973;344;112
416;107;2027;317459;216558;100901;96306;4126;353;116
417;107;2028;327054;222134;104920;100133;4296;371;120
418;107;2029;340569;230218;110351;105342;4496;388;125
419;107;2030;355869;239578;116291;111068;4687;407;129
420;107;2031;366486;246292;120194;114768;4867;425;134
421;107;2032;401015;267571;133444;127697;5161;449;137
422;107;2033;429458;285921;143537;137520;5407;469;141
423;107;2034;449841;299533;150308;144073;5601;488;146
424;107;2035;465028;310355;154673;148261;5762;501;149
425;107;2036;476451;318997;157454;150891;5897;514;152
426;107;2037;485916;326503;159413;152714;6019;524;156
427;107;2038;495800;334112;161688;154846;6148;535;159
428;107;2039;502979;339856;163123;156144;6273;544;162
429;107;2040;509531;345000;164531;157426;6388;553;164
430;107;2041;516764;350731;166033;158800;6505;562;166
431;107;2042;520275;353006;167269;159920;6611;570;168
432;107;2043;525985;356970;169015;161539;6729;578;169
433;107;2044;534277;362777;171500;163892;6850;586;172
434;107;2045;544942;370314;174628;166886;6974;595;173
435;107;2046;555625;377834;177791;169924;7088;604;175
436;107;2047;568141;386678;181463;173467;7207;612;177
437;107;2048;579776;394934;184842;176733;7311;619;179
438;107;2049;592228;403737;188491;180274;7412;624;181
439;107;2050;604662;412663;191999;183686;7502;629;182
440;107;2051;614063;419687;194376;185996;7562;634;184
441;107;2052;620570;425030;195540;187120;7600;635;185
442;107;2053;625652;429525;196127;187682;7619;640;186
443;107;2054;630470;433909;196561;188109;7623;642;187
444;107;2055;638778;440580;198198;189725;7642;644;187
445;107;2056;644038;445496;198542;190085;7627;642;188
