ID;SBI93;Voorzieningsgebied;DrinkwaterVanWaterleidingbedrijf_1;AnderWaterVanWaterleidingbedrijf_2;ZelfgewonnenZoetGrondwater_3;ZelfgewonnenZoutBrakGrondwater_4;ZelfgewonnenZoetOppervlaktewater_5;ZelfgewonnenZoutBrakOppervlaktewater_6;DrinkwaterVanWaterleidingbedrijf_7;AnderWaterVanWaterleidingbedrijf_8;ZelfgewonnenZoetGrondwater_9;ZelfgewonnenZoutBrakGrondwater_10;ZelfgewonnenZoetOppervlaktewater_11;ZelfgewonnenZoutBrakOppervlaktewater_12;DrinkwaterVanWaterleidingbedrijf_13;AnderWaterVanWaterleidingbedrijf_14;ZelfgewonnenZoetGrondwater_15;ZelfgewonnenZoutBrakGrondwater_16;ZelfgewonnenZoetOppervlaktewater_17;ZelfgewonnenZoutBrakOppervlaktewater_18
23;15+16 Voedings- en genotmiddelenind.;1;;;;;;;;;;;;;;;;;;
24;15+16 Voedings- en genotmiddelenind.;2;3.46;0.2;5.49;0.83;6.69;0.0;0.11;0.0;0.09;0.0;0.06;0.0;3.35;0.2;5.41;0.82;6.63;0.0
25;15+16 Voedings- en genotmiddelenind.;3;0.33;0.09;3.48;0.0;2.67;0.0;0.06;0.0;3.13;0.0;2.42;0.0;0.27;0.09;0.35;0.0;0.25;0.0
26;15+16 Voedings- en genotmiddelenind.;4;3.88;0.13;5.52;0.0;3.48;0.0;0.23;0.03;0.9;0.0;0.08;0.0;3.65;0.1;4.63;0.0;3.4;0.0
27;15+16 Voedings- en genotmiddelenind.;5;;;;;;;;;;;;;;;;;;
28;15+16 Voedings- en genotmiddelenind.;6;2.37;0.03;9.16;0.0;0.95;0.0;0.27;0.0;4.94;0.0;0.18;0.0;2.1;0.03;4.22;0.0;0.76;0.0
29;15+16 Voedings- en genotmiddelenind.;7;1.57;0.0;1.53;0.0;0.23;0.0;0.08;0.0;0.59;0.0;0.08;0.0;1.49;0.0;0.95;0.0;0.15;0.0
30;15+16 Voedings- en genotmiddelenind.;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;15+16 Voedings- en genotmiddelenind.;9;1.52;0.0;2.29;0.0;0.0;0.0;0.17;0.0;0.58;0.0;0.0;0.0;1.35;0.0;1.71;0.0;0.0;0.0
32;15+16 Voedings- en genotmiddelenind.;Nutsbedrijf Amstelland;0.05;0.0;0.0;0.0;0.06;0.0;;;;;;;;;;;;
33;15+16 Voedings- en genotmiddelenind.;Gemeentewaterleidingen Amsterdam;1.79;0.15;0.84;0.09;1.2;0.0;0.07;0.01;0.0;0.01;0.01;0.0;1.72;0.14;0.84;0.08;1.2;0.0
34;15+16 Voedings- en genotmiddelenind.;PWN Waterleidingbedrijf Noord-Holland;6.12;0.3;2.14;0.22;30.7;0.1;0.15;0.01;0.03;0.01;0.04;0.0;5.98;0.29;2.11;0.21;30.66;0.1
35;15+16 Voedings- en genotmiddelenind.;Waterbedrijf Europoort;6.27;0.18;7.47;0.2;10.59;0.25;0.09;0.01;0.0;0.01;0.01;0.0;6.18;0.17;7.47;0.19;10.58;0.25
36;15+16 Voedings- en genotmiddelenind.;Duinwaterbedrijf Zuid-Holland;1.72;0.2;0.84;0.12;1.79;0.0;0.11;0.01;0.01;0.01;0.01;0.0;1.62;0.19;0.83;0.11;1.78;0.0
37;15+16 Voedings- en genotmiddelenind.;Waterleidingmij Zuid-Holland Oost;5.99;0.04;2.03;0.02;11.02;0.0;0.12;0.0;0.2;0.0;0.08;0.0;5.87;0.04;1.84;0.02;10.94;0.0
38;15+16 Voedings- en genotmiddelenind.;Delta Nutsbedrijven;4.73;1.64;0.12;1.01;0.19;2.64;0.03;0.02;0.0;0.2;0.0;0.0;4.7;1.62;0.12;0.81;0.19;2.64
39;15+16 Voedings- en genotmiddelenind.;Waterleiding Maatsch Noord-West-Brabant;3.12;0.04;6.88;0.0;2.62;0.0;0.19;0.0;3.35;0.0;0.13;0.0;2.93;0.04;3.52;0.0;2.5;0.0
40;15+16 Voedings- en genotmiddelenind.;Waterleidingmaatschappij Oost-Brabant;2.99;0.0;11.46;0.0;24.97;0.0;0.32;0.0;8.14;0.0;0.08;0.0;2.67;0.0;3.33;0.0;24.89;0.0
41;15+16 Voedings- en genotmiddelenind.;Tilburgse Waterleidingmaatschappij;0.77;0.01;0.78;0.0;0.22;0.0;0.04;0.0;0.05;0.0;0.02;0.0;0.73;0.01;0.73;0.0;0.2;0.0
42;15+16 Voedings- en genotmiddelenind.;Waterleidingmaatschappij Limburg;1.16;0.0;5.41;0.0;0.26;0.0;0.21;0.0;4.13;0.0;0.22;0.0;0.95;0.0;1.28;0.0;0.04;0.0
43;15+16 Voedings- en genotmiddelenind.;Nutsbedrijven Maastricht;;;;;;;;;;;;;;;;;;
44;21+22 Papier- en grafische industrie;Totaal Nederland;3.41;3.57;15.85;1.4;40.35;15.0;1.26;0.07;7.16;0.0;3.08;0.0;2.16;3.5;8.69;1.4;37.27;15.0
45;21+22 Papier- en grafische industrie;1;0.48;0.0;1.03;1.4;1.77;0.0;0.04;0.0;0.01;0.0;0.03;0.0;0.44;0.0;1.02;1.4;1.74;0.0
46;21+22 Papier- en grafische industrie;2;0.15;0.01;0.24;0.0;0.66;0.0;0.03;0.0;0.01;0.0;0.02;0.0;0.12;0.0;0.23;0.0;0.64;0.0
47;21+22 Papier- en grafische industrie;3;;;;;;;;;;;;;;;;;;
48;21+22 Papier- en grafische industrie;4;0.2;0.01;0.02;0.0;0.09;0.0;0.12;0.0;0.02;0.0;0.02;0.0;0.08;0.01;0.01;0.0;0.07;0.0
49;21+22 Papier- en grafische industrie;5;0.02;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50;21+22 Papier- en grafische industrie;6;0.35;0.0;8.46;0.0;0.15;0.0;;;;;;;;;;;;
51;21+22 Papier- en grafische industrie;7;;;;;;;;;;;;;;;;;;
52;21+22 Papier- en grafische industrie;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53;21+22 Papier- en grafische industrie;9;0.24;0.0;0.04;0.0;0.02;0.0;0.1;0.0;0.02;0.0;0.0;0.0;0.14;0.0;0.02;0.0;0.01;0.0
54;21+22 Papier- en grafische industrie;Nutsbedrijf Amstelland;;;;;;;;;;;;;;;;;;
55;21+22 Papier- en grafische industrie;Gemeentewaterleidingen Amsterdam;0.18;0.02;0.04;0.0;0.09;0.0;;;;;;;;;;;;
56;21+22 Papier- en grafische industrie;PWN Waterleidingbedrijf Noord-Holland;;;;;;;;;;;;;;;;;;
57;21+22 Papier- en grafische industrie;Waterbedrijf Europoort;0.14;0.01;0.03;0.0;0.09;0.0;0.07;0.01;0.02;0.0;0.06;0.0;0.06;0.0;0.01;0.0;0.03;0.0
58;21+22 Papier- en grafische industrie;Duinwaterbedrijf Zuid-Holland;0.14;0.02;0.02;0.0;0.07;0.0;0.06;0.01;0.02;0.0;0.07;0.0;0.08;0.01;0.0;0.0;0.0;0.0
59;21+22 Papier- en grafische industrie;Waterleidingmij Zuid-Holland Oost;0.06;0.0;0.01;0.0;0.0;0.0;0.06;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
60;21+22 Papier- en grafische industrie;Delta Nutsbedrijven;0.03;0.0;0.0;0.0;0.01;0.0;0.03;0.0;0.0;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61;21+22 Papier- en grafische industrie;Waterleiding Maatsch Noord-West-Brabant;;;;;;;;;;;;;;;;;;
62;21+22 Papier- en grafische industrie;Waterleidingmaatschappij Oost-Brabant;;;;;;;;;;;;;;;;;;
63;21+22 Papier- en grafische industrie;Tilburgse Waterleidingmaatschappij;;;;;;;;;;;;;;;;;;
64;21+22 Papier- en grafische industrie;Waterleidingmaatschappij Limburg;0.29;0.0;0.35;0.0;5.78;0.0;;;;;;;;;;;;
65;21+22 Papier- en grafische industrie;Nutsbedrijven Maastricht;;;;;;;;;;;;;;;;;;
66;23 Raffinaderijen;Totaal Nederland;12.36;15.1;0.04;0.12;720.73;317.5;0.04;0.07;0.04;0.12;0.0;0.11;12.32;15.03;0.0;0.0;720.73;317.39
67;23 Raffinaderijen;1;;;;;;;;;;;;;;;;;;
68;23 Raffinaderijen;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
69;23 Raffinaderijen;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;23 Raffinaderijen;4;;;;;;;;;;;;;;;;;;
71;23 Raffinaderijen;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72;23 Raffinaderijen;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;23 Raffinaderijen;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
74;23 Raffinaderijen;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;23 Raffinaderijen;9;;;;;;;;;;;;;;;;;;
76;23 Raffinaderijen;Nutsbedrijf Amstelland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
77;23 Raffinaderijen;Gemeentewaterleidingen Amsterdam;;;;;;;;;;;;;;;;;;
78;23 Raffinaderijen;PWN Waterleidingbedrijf Noord-Holland;0.04;0.02;0.04;0.12;0.0;0.52;;;;;;;;;;;;
79;23 Raffinaderijen;Waterbedrijf Europoort;12.11;12.16;0.0;0.0;720.73;314.57;;;;;;;;;;;;
80;23 Raffinaderijen;Duinwaterbedrijf Zuid-Holland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
81;23 Raffinaderijen;Waterleidingmij Zuid-Holland Oost;;;;;;;;;;;;;;;;;;
82;23 Raffinaderijen;Delta Nutsbedrijven;;;;;;;;;;;;;;;;;;
83;23 Raffinaderijen;Waterleiding Maatsch Noord-West-Brabant;;;;;;;;;;;;;;;;;;
84;23 Raffinaderijen;Waterleidingmaatschappij Oost-Brabant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85;23 Raffinaderijen;Tilburgse Waterleidingmaatschappij;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
86;23 Raffinaderijen;Waterleidingmaatschappij Limburg;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
87;23 Raffinaderijen;Nutsbedrijven Maastricht;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88;24 Chemische industrie;Totaal Nederland;24.41;46.58;26.23;0.83;288.13;1055.7;;;;;;;;;;;;
89;24 Chemische industrie;1;1.96;2.24;0.11;0.0;48.87;1.94;0.03;0.84;0.02;0.0;44.22;0.0;1.93;1.4;0.09;0.0;4.65;1.94
90;24 Chemische industrie;2;0.16;0.01;0.08;0.0;0.0;0.0;;;;;;;;;;;;
91;24 Chemische industrie;3;0.22;1.09;0.78;0.0;0.08;0.0;0.0;1.07;0.0;0.0;0.0;0.0;0.21;0.02;0.78;0.0;0.08;0.0
92;24 Chemische industrie;4;0.59;0.08;1.1;0.0;32.36;0.0;0.05;0.0;0.01;0.0;0.0;0.0;0.55;0.08;1.09;0.0;32.36;0.0
93;24 Chemische industrie;5;0.08;0.03;0.04;0.0;0.0;0.0;;;;;;;;;;;;
94;24 Chemische industrie;6;0.49;0.03;3.32;0.0;0.1;0.0;;;;;;;;;;;;
95;24 Chemische industrie;7;;;;;;;;;;;;;;;;;;
96;24 Chemische industrie;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
97;24 Chemische industrie;9;0.95;0.39;1.41;0.0;3.61;0.0;0.09;0.02;0.06;0.0;0.39;0.0;0.87;0.37;1.35;0.0;3.22;0.0
98;24 Chemische industrie;Nutsbedrijf Amstelland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
99;24 Chemische industrie;Gemeentewaterleidingen Amsterdam;;;;;;;;;;;;;;;;;;
100;24 Chemische industrie;PWN Waterleidingbedrijf Noord-Holland;;;;;;;;;;;;;;;;;;
101;24 Chemische industrie;Waterbedrijf Europoort;8.89;12.63;6.28;0.17;98.06;438.28;;;;;;;;;;;;
102;24 Chemische industrie;Duinwaterbedrijf Zuid-Holland;;;;;;;;;;;;;;;;;;
103;24 Chemische industrie;Waterleidingmij Zuid-Holland Oost;0.84;0.01;1.2;0.0;36.98;0.0;0.03;0.01;0.01;0.0;0.0;0.0;0.82;0.0;1.19;0.0;36.98;0.0
104;24 Chemische industrie;Delta Nutsbedrijven;0.42;12.02;0.0;0.52;2.98;569.63;0.03;1.13;0.0;0.5;0.0;28.78;0.4;10.89;0.0;0.02;2.98;540.85
105;24 Chemische industrie;Waterleiding Maatsch Noord-West-Brabant;1.38;3.78;0.49;0.0;0.66;0.0;;;;;;;;;;;;
106;24 Chemische industrie;Waterleidingmaatschappij Oost-Brabant;2.39;0.0;0.82;0.0;0.01;0.0;0.09;0.0;0.02;0.0;0.0;0.0;2.3;0.0;0.81;0.0;0.01;0.0
107;24 Chemische industrie;Tilburgse Waterleidingmaatschappij;;;;;;;;;;;;;;;;;;
108;24 Chemische industrie;Waterleidingmaatschappij Limburg;1.0;12.27;2.45;0.0;18.04;0.0;0.06;8.03;0.11;0.0;9.57;0.0;0.95;4.25;2.34;0.0;8.46;0.0
109;24 Chemische industrie;Nutsbedrijven Maastricht;0.07;0.0;0.53;0.0;1.63;0.0;;;;;;;;;;;;
110;27-33 Metaal(prod-),machine-,apparaatind;Totaal Nederland;;;;;;;;;;;;;;;;;;
111;27-33 Metaal(prod-),machine-,apparaatind;1;0.78;0.01;0.28;0.0;0.2;0.0;0.12;0.01;0.03;0.0;0.2;0.0;0.67;0.0;0.25;0.0;0.0;0.0
112;27-33 Metaal(prod-),machine-,apparaatind;2;0.3;0.01;0.06;0.0;0.07;0.0;;;;;;;;;;;;
113;27-33 Metaal(prod-),machine-,apparaatind;3;0.3;0.0;0.04;0.0;0.37;0.0;0.12;0.0;0.04;0.0;0.04;0.0;0.18;0.0;0.01;0.0;0.32;0.0
114;27-33 Metaal(prod-),machine-,apparaatind;4;1.19;0.05;0.66;0.0;0.43;0.0;0.36;0.04;0.58;0.0;0.03;0.0;0.82;0.01;0.08;0.0;0.4;0.0
115;27-33 Metaal(prod-),machine-,apparaatind;5;0.03;0.0;0.0;0.0;0.0;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
116;27-33 Metaal(prod-),machine-,apparaatind;6;0.72;0.2;1.55;0.0;1.2;0.0;0.37;0.0;0.42;0.0;0.2;0.0;0.35;0.19;1.13;0.0;1.0;0.0
117;27-33 Metaal(prod-),machine-,apparaatind;7;0.77;0.0;0.99;0.0;0.14;0.0;0.14;0.0;0.4;0.0;0.14;0.0;0.63;0.0;0.58;0.0;0.0;0.0
118;27-33 Metaal(prod-),machine-,apparaatind;8;;;;;;;;;;;;;;;;;;
119;27-33 Metaal(prod-),machine-,apparaatind;9;0.38;0.0;0.4;0.0;0.06;0.0;0.23;0.0;0.11;0.0;0.06;0.0;0.15;0.0;0.3;0.0;0.0;0.0
120;27-33 Metaal(prod-),machine-,apparaatind;Nutsbedrijf Amstelland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
121;27-33 Metaal(prod-),machine-,apparaatind;Gemeentewaterleidingen Amsterdam;0.08;0.02;0.15;0.0;0.03;0.0;0.08;0.02;0.15;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0
122;27-33 Metaal(prod-),machine-,apparaatind;PWN Waterleidingbedrijf Noord-Holland;;;;;;;;;;;;;;;;;;
123;27-33 Metaal(prod-),machine-,apparaatind;Waterbedrijf Europoort;0.41;0.04;0.09;0.0;1.47;0.0;0.29;0.04;0.09;0.0;0.13;0.0;0.13;0.0;0.0;0.0;1.33;0.0
124;27-33 Metaal(prod-),machine-,apparaatind;Duinwaterbedrijf Zuid-Holland;0.06;0.01;0.02;0.0;0.03;0.0;0.06;0.01;0.02;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0
125;27-33 Metaal(prod-),machine-,apparaatind;Waterleidingmij Zuid-Holland Oost;;;;;;;;;;;;;;;;;;
126;27-33 Metaal(prod-),machine-,apparaatind;Delta Nutsbedrijven;;;;;;;;;;;;;;;;;;
127;27-33 Metaal(prod-),machine-,apparaatind;Waterleiding Maatsch Noord-West-Brabant;0.59;0.0;0.81;0.0;1.71;0.0;0.24;0.0;0.6;0.0;0.06;0.0;0.36;0.0;0.21;0.0;1.65;0.0
128;27-33 Metaal(prod-),machine-,apparaatind;Waterleidingmaatschappij Oost-Brabant;2.07;0.54;3.03;0.0;0.93;0.0;0.5;0.11;0.34;0.0;0.39;0.0;1.57;0.43;2.69;0.0;0.54;0.0
129;27-33 Metaal(prod-),machine-,apparaatind;Tilburgse Waterleidingmaatschappij;0.13;0.0;0.03;0.0;0.01;0.0;0.05;0.0;0.02;0.0;0.01;0.0;0.08;0.0;0.01;0.0;0.0;0.0
130;27-33 Metaal(prod-),machine-,apparaatind;Waterleidingmaatschappij Limburg;1.51;0.03;0.91;0.0;0.62;0.0;0.41;0.02;0.24;0.0;0.52;0.0;1.1;0.01;0.67;0.0;0.1;0.0
131;27-33 Metaal(prod-),machine-,apparaatind;Nutsbedrijven Maastricht;0.05;0.0;0.04;0.0;0.45;0.0;0.05;0.0;0.04;0.0;0.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0
132;Overige industrie, niet gespecificeerd;Totaal Nederland;;;;;;;;;;;;;;;;;;
133;Overige industrie, niet gespecificeerd;1;0.36;0.01;0.82;0.0;0.64;0.0;0.11;0.01;0.82;0.0;0.61;0.0;0.25;0.0;0.0;0.0;0.04;0.0
134;Overige industrie, niet gespecificeerd;2;0.47;0.14;0.63;0.01;0.49;0.0;0.14;0.02;0.09;0.0;0.29;0.0;0.33;0.11;0.54;0.01;0.2;0.0
135;Overige industrie, niet gespecificeerd;3;;;;;;;;;;;;;;;;;;
136;Overige industrie, niet gespecificeerd;4;;;;;;;;;;;;;;;;;;
137;Overige industrie, niet gespecificeerd;5;;;;;;;;;;;;;;;;;;
138;Overige industrie, niet gespecificeerd;6;0.73;0.13;2.93;0.0;1.28;0.0;0.46;0.12;2.29;0.0;1.28;0.0;0.26;0.02;0.63;0.0;0.0;0.0
139;Overige industrie, niet gespecificeerd;7;0.27;0.01;0.83;0.0;0.03;0.0;0.09;0.01;0.56;0.0;0.03;0.0;0.17;0.0;0.27;0.0;0.0;0.0
140;Overige industrie, niet gespecificeerd;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
141;Overige industrie, niet gespecificeerd;9;;;;;;;;;;;;;;;;;;
142;Overige industrie, niet gespecificeerd;Nutsbedrijf Amstelland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
143;Overige industrie, niet gespecificeerd;Gemeentewaterleidingen Amsterdam;0.07;0.06;0.03;0.01;0.21;0.0;;;;;;;;;;;;
144;Overige industrie, niet gespecificeerd;PWN Waterleidingbedrijf Noord-Holland;0.53;0.56;0.26;0.26;3.17;0.0;0.18;0.5;0.2;0.2;0.06;0.0;0.35;0.06;0.06;0.06;3.11;0.0
145;Overige industrie, niet gespecificeerd;Waterbedrijf Europoort;0.61;0.04;0.07;0.4;0.06;0.0;0.15;0.04;0.06;0.0;0.05;0.0;0.47;0.0;0.01;0.4;0.01;0.0
146;Overige industrie, niet gespecificeerd;Duinwaterbedrijf Zuid-Holland;;;;;;;;;;;;;;;;;;
147;Overige industrie, niet gespecificeerd;Waterleidingmij Zuid-Holland Oost;0.58;0.17;0.25;0.01;0.18;0.0;0.21;0.03;0.24;0.0;0.04;0.0;0.37;0.14;0.01;0.01;0.14;0.0
148;Overige industrie, niet gespecificeerd;Delta Nutsbedrijven;0.26;0.06;0.04;0.0;0.01;0.0;0.07;0.06;0.02;0.0;0.01;0.0;0.19;0.0;0.02;0.0;0.0;0.0
149;Overige industrie, niet gespecificeerd;Waterleiding Maatsch Noord-West-Brabant;0.64;0.08;1.04;0.0;0.17;0.0;0.3;0.08;0.83;0.0;0.17;0.0;0.34;0.0;0.21;0.0;0.0;0.0
150;Overige industrie, niet gespecificeerd;Waterleidingmaatschappij Oost-Brabant;;;;;;;;;;;;;;;;;;
151;Overige industrie, niet gespecificeerd;Tilburgse Waterleidingmaatschappij;0.38;0.28;0.63;0.0;0.03;0.0;0.12;0.04;0.5;0.0;0.03;0.0;0.26;0.24;0.12;0.0;0.0;0.0
152;Overige industrie, niet gespecificeerd;Waterleidingmaatschappij Limburg;1.27;0.01;1.51;0.0;0.1;0.0;;;;;;;;;;;;
153;Overige industrie, niet gespecificeerd;Nutsbedrijven Maastricht;0.09;0.0;2.39;0.0;1.03;0.0;;;;;;;;;;;;
154;15-37 Industrie;Totaal Nederland;111.84;103.54;141.89;21.91;1209.95;1586.39;11.34;12.75;57.1;1.07;76.96;29.19;100.51;90.78;84.79;20.83;1132.98;1557.2
155;15-37 Industrie;1;5.52;2.29;7.35;1.44;71.1;2.02;0.35;0.86;1.78;0.0;45.07;0.0;5.17;1.43;5.57;1.44;26.03;2.02
156;15-37 Industrie;2;4.54;0.37;6.51;0.84;7.91;0.0;0.43;0.05;0.3;0.0;0.44;0.0;4.11;0.31;6.21;0.84;7.47;0.0
157;15-37 Industrie;3;1.15;1.19;5.02;0.0;3.26;0.0;0.28;1.08;3.38;0.0;2.48;0.0;0.87;0.11;1.64;0.0;0.78;0.0
158;15-37 Industrie;4;7.3;0.36;13.23;0.0;39.37;0.0;1.2;0.15;5.35;0.0;0.3;0.0;6.1;0.21;7.88;0.0;39.07;0.0
159;15-37 Industrie;5;1.32;0.03;0.18;0.0;0.0;0.0;0.12;0.0;0.01;0.0;0.0;0.0;1.21;0.03;0.16;0.0;0.0;0.0
