ID;Bedrijfstakken;Bedrijfskenmerken;Perioden;Bedrijven_1
327;0113 Fruitteelt;5 tot 10 werkzame personen;2009, 1 januari;90
328;0113 Fruitteelt;10 tot 20 werkzame personen;2006, 1 januari;5
329;0113 Fruitteelt;10 tot 20 werkzame personen;2007, 1 januari;10
330;0113 Fruitteelt;10 tot 20 werkzame personen;2008, 1 januari;20
331;0113 Fruitteelt;10 tot 20 werkzame personen;2009, 1 januari;25
332;0113 Fruitteelt;20 tot 50 werkzame personen;2006, 1 januari;0
333;0113 Fruitteelt;20 tot 50 werkzame personen;2007, 1 januari;0
334;0113 Fruitteelt;20 tot 50 werkzame personen;2008, 1 januari;5
335;0113 Fruitteelt;20 tot 50 werkzame personen;2009, 1 januari;5
336;0113 Fruitteelt;50 tot 100 werkzame personen;2006, 1 januari;0
337;0113 Fruitteelt;50 tot 100 werkzame personen;2007, 1 januari;0
338;0113 Fruitteelt;50 tot 100 werkzame personen;2008, 1 januari;0
339;0113 Fruitteelt;50 tot 100 werkzame personen;2009, 1 januari;0
340;0113 Fruitteelt;100 werkzame personen of meer;2006, 1 januari;0
341;0113 Fruitteelt;100 werkzame personen of meer;2007, 1 januari;0
342;0113 Fruitteelt;100 werkzame personen of meer;2008, 1 januari;0
343;0113 Fruitteelt;100 werkzame personen of meer;2009, 1 januari;0
344;0113 Fruitteelt;Natuurlijke personen;2006, 1 januari;1750
345;0113 Fruitteelt;Natuurlijke personen;2007, 1 januari;1705
346;0113 Fruitteelt;Natuurlijke personen;2008, 1 januari;1735
347;0113 Fruitteelt;Natuurlijke personen;2009, 1 januari;1690
348;0113 Fruitteelt;Rechtspersonen;2006, 1 januari;60
349;0113 Fruitteelt;Rechtspersonen;2007, 1 januari;55
350;0113 Fruitteelt;Rechtspersonen;2008, 1 januari;55
351;0113 Fruitteelt;Rechtspersonen;2009, 1 januari;55
352;012 Fokken en houden van dieren;Totaal aantal bedrijven;2006, 1 januari;49200
353;012 Fokken en houden van dieren;Totaal aantal bedrijven;2007, 1 januari;47705
354;012 Fokken en houden van dieren;Totaal aantal bedrijven;2008, 1 januari;46710
355;012 Fokken en houden van dieren;Totaal aantal bedrijven;2009, 1 januari;46075
356;012 Fokken en houden van dieren;1 werkzame persoon;2006, 1 januari;31955
357;012 Fokken en houden van dieren;1 werkzame persoon;2007, 1 januari;26190
358;012 Fokken en houden van dieren;1 werkzame persoon;2008, 1 januari;24695
359;012 Fokken en houden van dieren;1 werkzame persoon;2009, 1 januari;24150
360;012 Fokken en houden van dieren;2 werkzame personen;2006, 1 januari;13230
361;012 Fokken en houden van dieren;2 werkzame personen;2007, 1 januari;16445
362;012 Fokken en houden van dieren;2 werkzame personen;2008, 1 januari;16595
363;012 Fokken en houden van dieren;2 werkzame personen;2009, 1 januari;16305
364;012 Fokken en houden van dieren;3 tot 5 werkzame personen;2006, 1 januari;3730
365;012 Fokken en houden van dieren;3 tot 5 werkzame personen;2007, 1 januari;4610
366;012 Fokken en houden van dieren;3 tot 5 werkzame personen;2008, 1 januari;4820
367;012 Fokken en houden van dieren;3 tot 5 werkzame personen;2009, 1 januari;4980
368;012 Fokken en houden van dieren;5 tot 10 werkzame personen;2006, 1 januari;240
369;012 Fokken en houden van dieren;5 tot 10 werkzame personen;2007, 1 januari;375
370;012 Fokken en houden van dieren;5 tot 10 werkzame personen;2008, 1 januari;515
371;012 Fokken en houden van dieren;5 tot 10 werkzame personen;2009, 1 januari;550
372;012 Fokken en houden van dieren;10 tot 20 werkzame personen;2006, 1 januari;35
373;012 Fokken en houden van dieren;10 tot 20 werkzame personen;2007, 1 januari;70
374;012 Fokken en houden van dieren;10 tot 20 werkzame personen;2008, 1 januari;65
375;012 Fokken en houden van dieren;10 tot 20 werkzame personen;2009, 1 januari;80
376;012 Fokken en houden van dieren;20 tot 50 werkzame personen;2006, 1 januari;10
377;012 Fokken en houden van dieren;20 tot 50 werkzame personen;2007, 1 januari;15
378;012 Fokken en houden van dieren;20 tot 50 werkzame personen;2008, 1 januari;20
379;012 Fokken en houden van dieren;20 tot 50 werkzame personen;2009, 1 januari;20
380;012 Fokken en houden van dieren;50 tot 100 werkzame personen;2006, 1 januari;0
381;012 Fokken en houden van dieren;50 tot 100 werkzame personen;2007, 1 januari;0
382;012 Fokken en houden van dieren;50 tot 100 werkzame personen;2008, 1 januari;0
383;012 Fokken en houden van dieren;50 tot 100 werkzame personen;2009, 1 januari;0
384;012 Fokken en houden van dieren;100 werkzame personen of meer;2006, 1 januari;0
385;012 Fokken en houden van dieren;100 werkzame personen of meer;2007, 1 januari;0
386;012 Fokken en houden van dieren;100 werkzame personen of meer;2008, 1 januari;0
387;012 Fokken en houden van dieren;100 werkzame personen of meer;2009, 1 januari;0
388;012 Fokken en houden van dieren;Natuurlijke personen;2006, 1 januari;47865
389;012 Fokken en houden van dieren;Natuurlijke personen;2007, 1 januari;46450
390;012 Fokken en houden van dieren;Natuurlijke personen;2008, 1 januari;45385
391;012 Fokken en houden van dieren;Natuurlijke personen;2009, 1 januari;44675
392;012 Fokken en houden van dieren;Rechtspersonen;2006, 1 januari;1330
393;012 Fokken en houden van dieren;Rechtspersonen;2007, 1 januari;1260
394;012 Fokken en houden van dieren;Rechtspersonen;2008, 1 januari;1325
395;012 Fokken en houden van dieren;Rechtspersonen;2009, 1 januari;1405
396;0121 Fokken en houden van rundvee;Totaal aantal bedrijven;2006, 1 januari;25550
397;0121 Fokken en houden van rundvee;Totaal aantal bedrijven;2007, 1 januari;24295
398;0121 Fokken en houden van rundvee;Totaal aantal bedrijven;2008, 1 januari;23280
399;0121 Fokken en houden van rundvee;Totaal aantal bedrijven;2009, 1 januari;22775
400;0121 Fokken en houden van rundvee;1 werkzame persoon;2006, 1 januari;13465
401;0121 Fokken en houden van rundvee;1 werkzame persoon;2007, 1 januari;9210
402;0121 Fokken en houden van rundvee;1 werkzame persoon;2008, 1 januari;8195
403;0121 Fokken en houden van rundvee;1 werkzame persoon;2009, 1 januari;7760
404;0121 Fokken en houden van rundvee;2 werkzame personen;2006, 1 januari;9360
405;0121 Fokken en houden van rundvee;2 werkzame personen;2007, 1 januari;11620
406;0121 Fokken en houden van rundvee;2 werkzame personen;2008, 1 januari;11480
407;0121 Fokken en houden van rundvee;2 werkzame personen;2009, 1 januari;11285
408;0121 Fokken en houden van rundvee;3 tot 5 werkzame personen;2006, 1 januari;2635
409;0121 Fokken en houden van rundvee;3 tot 5 werkzame personen;2007, 1 januari;3285
410;0121 Fokken en houden van rundvee;3 tot 5 werkzame personen;2008, 1 januari;3385
411;0121 Fokken en houden van rundvee;3 tot 5 werkzame personen;2009, 1 januari;3510
412;0121 Fokken en houden van rundvee;5 tot 10 werkzame personen;2006, 1 januari;85
413;0121 Fokken en houden van rundvee;5 tot 10 werkzame personen;2007, 1 januari;155
414;0121 Fokken en houden van rundvee;5 tot 10 werkzame personen;2008, 1 januari;200
415;0121 Fokken en houden van rundvee;5 tot 10 werkzame personen;2009, 1 januari;205
416;0121 Fokken en houden van rundvee;10 tot 20 werkzame personen;2006, 1 januari;5
417;0121 Fokken en houden van rundvee;10 tot 20 werkzame personen;2007, 1 januari;20
418;0121 Fokken en houden van rundvee;10 tot 20 werkzame personen;2008, 1 januari;15
419;0121 Fokken en houden van rundvee;10 tot 20 werkzame personen;2009, 1 januari;20
420;0121 Fokken en houden van rundvee;20 tot 50 werkzame personen;2006, 1 januari;0
421;0121 Fokken en houden van rundvee;20 tot 50 werkzame personen;2007, 1 januari;5
422;0121 Fokken en houden van rundvee;20 tot 50 werkzame personen;2008, 1 januari;5
423;0121 Fokken en houden van rundvee;20 tot 50 werkzame personen;2009, 1 januari;5
424;0121 Fokken en houden van rundvee;50 tot 100 werkzame personen;2006, 1 januari;0
425;0121 Fokken en houden van rundvee;50 tot 100 werkzame personen;2007, 1 januari;0
426;0121 Fokken en houden van rundvee;50 tot 100 werkzame personen;2008, 1 januari;0
427;0121 Fokken en houden van rundvee;50 tot 100 werkzame personen;2009, 1 januari;0
428;0121 Fokken en houden van rundvee;100 werkzame personen of meer;2006, 1 januari;0
429;0121 Fokken en houden van rundvee;100 werkzame personen of meer;2007, 1 januari;0
430;0121 Fokken en houden van rundvee;100 werkzame personen of meer;2008, 1 januari;0
431;0121 Fokken en houden van rundvee;100 werkzame personen of meer;2009, 1 januari;0
432;0121 Fokken en houden van rundvee;Natuurlijke personen;2006, 1 januari;25325
433;0121 Fokken en houden van rundvee;Natuurlijke personen;2007, 1 januari;24090
434;0121 Fokken en houden van rundvee;Natuurlijke personen;2008, 1 januari;23045
435;0121 Fokken en houden van rundvee;Natuurlijke personen;2009, 1 januari;22515
436;0121 Fokken en houden van rundvee;Rechtspersonen;2006, 1 januari;220
437;0121 Fokken en houden van rundvee;Rechtspersonen;2007, 1 januari;205
438;0121 Fokken en houden van rundvee;Rechtspersonen;2008, 1 januari;235
439;0121 Fokken en houden van rundvee;Rechtspersonen;2009, 1 januari;260
440;0122 Fokken en houden van overige ..;Totaal aantal bedrijven;2006, 1 januari;17565
441;0122 Fokken en houden van overige ..;Totaal aantal bedrijven;2007, 1 januari;17480
442;0122 Fokken en houden van overige ..;Totaal aantal bedrijven;2008, 1 januari;17660
443;0122 Fokken en houden van overige ..;Totaal aantal bedrijven;2009, 1 januari;17755
444;0122 Fokken en houden van overige ..;1 werkzame persoon;2006, 1 januari;15350
445;0122 Fokken en houden van overige ..;1 werkzame persoon;2007, 1 januari;14390
446;0122 Fokken en houden van overige ..;1 werkzame persoon;2008, 1 januari;14090
447;0122 Fokken en houden van overige ..;1 werkzame persoon;2009, 1 januari;14100
448;0122 Fokken en houden van overige ..;2 werkzame personen;2006, 1 januari;1720
449;0122 Fokken en houden van overige ..;2 werkzame personen;2007, 1 januari;2400
450;0122 Fokken en houden van overige ..;2 werkzame personen;2008, 1 januari;2690
451;0122 Fokken en houden van overige ..;2 werkzame personen;2009, 1 januari;2685
452;0122 Fokken en houden van overige ..;3 tot 5 werkzame personen;2006, 1 januari;405
453;0122 Fokken en houden van overige ..;3 tot 5 werkzame personen;2007, 1 januari;550
454;0122 Fokken en houden van overige ..;3 tot 5 werkzame personen;2008, 1 januari;665
455;0122 Fokken en houden van overige ..;3 tot 5 werkzame personen;2009, 1 januari;715
456;0122 Fokken en houden van overige ..;5 tot 10 werkzame personen;2006, 1 januari;75
457;0122 Fokken en houden van overige ..;5 tot 10 werkzame personen;2007, 1 januari;105
458;0122 Fokken en houden van overige ..;5 tot 10 werkzame personen;2008, 1 januari;175
459;0122 Fokken en houden van overige ..;5 tot 10 werkzame personen;2009, 1 januari;215
460;0122 Fokken en houden van overige ..;10 tot 20 werkzame personen;2006, 1 januari;15
461;0122 Fokken en houden van overige ..;10 tot 20 werkzame personen;2007, 1 januari;30
462;0122 Fokken en houden van overige ..;10 tot 20 werkzame personen;2008, 1 januari;25
463;0122 Fokken en houden van overige ..;10 tot 20 werkzame personen;2009, 1 januari;35
464;0122 Fokken en houden van overige ..;20 tot 50 werkzame personen;2006, 1 januari;5
465;0122 Fokken en houden van overige ..;20 tot 50 werkzame personen;2007, 1 januari;5
466;0122 Fokken en houden van overige ..;20 tot 50 werkzame personen;2008, 1 januari;5
467;0122 Fokken en houden van overige ..;20 tot 50 werkzame personen;2009, 1 januari;5
468;0122 Fokken en houden van overige ..;50 tot 100 werkzame personen;2006, 1 januari;0
469;0122 Fokken en houden van overige ..;50 tot 100 werkzame personen;2007, 1 januari;0
470;0122 Fokken en houden van overige ..;50 tot 100 werkzame personen;2008, 1 januari;0
471;0122 Fokken en houden van overige ..;50 tot 100 werkzame personen;2009, 1 januari;0
472;0122 Fokken en houden van overige ..;100 werkzame personen of meer;2006, 1 januari;0
473;0122 Fokken en houden van overige ..;100 werkzame personen of meer;2007, 1 januari;0
474;0122 Fokken en houden van overige ..;100 werkzame personen of meer;2008, 1 januari;0
475;0122 Fokken en houden van overige ..;100 werkzame personen of meer;2009, 1 januari;0
476;0122 Fokken en houden van overige ..;Natuurlijke personen;2006, 1 januari;17100
477;0122 Fokken en houden van overige ..;Natuurlijke personen;2007, 1 januari;17025
478;0122 Fokken en houden van overige ..;Natuurlijke personen;2008, 1 januari;17100
479;0122 Fokken en houden van overige ..;Natuurlijke personen;2009, 1 januari;17170
480;0122 Fokken en houden van overige ..;Rechtspersonen;2006, 1 januari;470
481;0122 Fokken en houden van overige ..;Rechtspersonen;2007, 1 januari;455
482;0122 Fokken en houden van overige ..;Rechtspersonen;2008, 1 januari;560
483;0122 Fokken en houden van overige ..;Rechtspersonen;2009, 1 januari;585
484;0123 Fokken en houden van varkens;Totaal aantal bedrijven;2006, 1 januari;4365
485;0123 Fokken en houden van varkens;Totaal aantal bedrijven;2007, 1 januari;4225
486;0123 Fokken en houden van varkens;Totaal aantal bedrijven;2008, 1 januari;4260
487;0123 Fokken en houden van varkens;Totaal aantal bedrijven;2009, 1 januari;4130
488;0123 Fokken en houden van varkens;1 werkzame persoon;2006, 1 januari;2335
489;0123 Fokken en houden van varkens;1 werkzame persoon;2007, 1 januari;1960
490;0123 Fokken en houden van varkens;1 werkzame persoon;2008, 1 januari;1875
491;0123 Fokken en houden van varkens;1 werkzame persoon;2009, 1 januari;1800
492;0123 Fokken en houden van varkens;2 werkzame personen;2006, 1 januari;1475
493;0123 Fokken en houden van varkens;2 werkzame personen;2007, 1 januari;1625
494;0123 Fokken en houden van varkens;2 werkzame personen;2008, 1 januari;1675
495;0123 Fokken en houden van varkens;2 werkzame personen;2009, 1 januari;1645
496;0123 Fokken en houden van varkens;3 tot 5 werkzame personen;2006, 1 januari;485
497;0123 Fokken en houden van varkens;3 tot 5 werkzame personen;2007, 1 januari;535
498;0123 Fokken en houden van varkens;3 tot 5 werkzame personen;2008, 1 januari;575
499;0123 Fokken en houden van varkens;3 tot 5 werkzame personen;2009, 1 januari;555
500;0123 Fokken en houden van varkens;5 tot 10 werkzame personen;2006, 1 januari;60
501;0123 Fokken en houden van varkens;5 tot 10 werkzame personen;2007, 1 januari;85
502;0123 Fokken en houden van varkens;5 tot 10 werkzame personen;2008, 1 januari;115
503;0123 Fokken en houden van varkens;5 tot 10 werkzame personen;2009, 1 januari;105
504;0123 Fokken en houden van varkens;10 tot 20 werkzame personen;2006, 1 januari;10
505;0123 Fokken en houden van varkens;10 tot 20 werkzame personen;2007, 1 januari;15
506;0123 Fokken en houden van varkens;10 tot 20 werkzame personen;2008, 1 januari;15
507;0123 Fokken en houden van varkens;10 tot 20 werkzame personen;2009, 1 januari;15
508;0123 Fokken en houden van varkens;20 tot 50 werkzame personen;2006, 1 januari;0
509;0123 Fokken en houden van varkens;20 tot 50 werkzame personen;2007, 1 januari;5
510;0123 Fokken en houden van varkens;20 tot 50 werkzame personen;2008, 1 januari;5
511;0123 Fokken en houden van varkens;20 tot 50 werkzame personen;2009, 1 januari;5
512;0123 Fokken en houden van varkens;50 tot 100 werkzame personen;2006, 1 januari;0
513;0123 Fokken en houden van varkens;50 tot 100 werkzame personen;2007, 1 januari;0
514;0123 Fokken en houden van varkens;50 tot 100 werkzame personen;2008, 1 januari;0
515;0123 Fokken en houden van varkens;50 tot 100 werkzame personen;2009, 1 januari;0
516;0123 Fokken en houden van varkens;100 werkzame personen of meer;2006, 1 januari;0
517;0123 Fokken en houden van varkens;100 werkzame personen of meer;2007, 1 januari;0
518;0123 Fokken en houden van varkens;100 werkzame personen of meer;2008, 1 januari;0
519;0123 Fokken en houden van varkens;100 werkzame personen of meer;2009, 1 januari;0
520;0123 Fokken en houden van varkens;Natuurlijke personen;2006, 1 januari;3915
521;0123 Fokken en houden van varkens;Natuurlijke personen;2007, 1 januari;3815
522;0123 Fokken en houden van varkens;Natuurlijke personen;2008, 1 januari;3860
523;0123 Fokken en houden van varkens;Natuurlijke personen;2009, 1 januari;3715
524;0123 Fokken en houden van varkens;Rechtspersonen;2006, 1 januari;450
525;0123 Fokken en houden van varkens;Rechtspersonen;2007, 1 januari;410
526;0123 Fokken en houden van varkens;Rechtspersonen;2008, 1 januari;400
527;0123 Fokken en houden van varkens;Rechtspersonen;2009, 1 januari;415
528;0124 Fokken en houden van pluimvee;Totaal aantal bedrijven;2006, 1 januari;1410
529;0124 Fokken en houden van pluimvee;Totaal aantal bedrijven;2007, 1 januari;1420
530;0124 Fokken en houden van pluimvee;Totaal aantal bedrijven;2008, 1 januari;1440
531;0124 Fokken en houden van pluimvee;Totaal aantal bedrijven;2009, 1 januari;1350
532;0124 Fokken en houden van pluimvee;1 werkzame persoon;2006, 1 januari;670
533;0124 Fokken en houden van pluimvee;1 werkzame persoon;2007, 1 januari;540
534;0124 Fokken en houden van pluimvee;1 werkzame persoon;2008, 1 januari;510
535;0124 Fokken en houden van pluimvee;1 werkzame persoon;2009, 1 januari;470
536;0124 Fokken en houden van pluimvee;2 werkzame personen;2006, 1 januari;565
537;0124 Fokken en houden van pluimvee;2 werkzame personen;2007, 1 januari;670
538;0124 Fokken en houden van pluimvee;2 werkzame personen;2008, 1 januari;715
539;0124 Fokken en houden van pluimvee;2 werkzame personen;2009, 1 januari;650
540;0124 Fokken en houden van pluimvee;3 tot 5 werkzame personen;2006, 1 januari;155
541;0124 Fokken en houden van pluimvee;3 tot 5 werkzame personen;2007, 1 januari;180
542;0124 Fokken en houden van pluimvee;3 tot 5 werkzame personen;2008, 1 januari;185
543;0124 Fokken en houden van pluimvee;3 tot 5 werkzame personen;2009, 1 januari;195
544;0124 Fokken en houden van pluimvee;5 tot 10 werkzame personen;2006, 1 januari;15
545;0124 Fokken en houden van pluimvee;5 tot 10 werkzame personen;2007, 1 januari;25
546;0124 Fokken en houden van pluimvee;5 tot 10 werkzame personen;2008, 1 januari;25
547;0124 Fokken en houden van pluimvee;5 tot 10 werkzame personen;2009, 1 januari;20
548;0124 Fokken en houden van pluimvee;10 tot 20 werkzame personen;2006, 1 januari;5
549;0124 Fokken en houden van pluimvee;10 tot 20 werkzame personen;2007, 1 januari;5
550;0124 Fokken en houden van pluimvee;10 tot 20 werkzame personen;2008, 1 januari;5
551;0124 Fokken en houden van pluimvee;10 tot 20 werkzame personen;2009, 1 januari;10
552;0124 Fokken en houden van pluimvee;20 tot 50 werkzame personen;2006, 1 januari;5
553;0124 Fokken en houden van pluimvee;20 tot 50 werkzame personen;2007, 1 januari;5
554;0124 Fokken en houden van pluimvee;20 tot 50 werkzame personen;2008, 1 januari;5
555;0124 Fokken en houden van pluimvee;20 tot 50 werkzame personen;2009, 1 januari;5
556;0124 Fokken en houden van pluimvee;50 tot 100 werkzame personen;2006, 1 januari;0
557;0124 Fokken en houden van pluimvee;50 tot 100 werkzame personen;2007, 1 januari;0
558;0124 Fokken en houden van pluimvee;50 tot 100 werkzame personen;2008, 1 januari;0
559;0124 Fokken en houden van pluimvee;50 tot 100 werkzame personen;2009, 1 januari;0
560;0124 Fokken en houden van pluimvee;100 werkzame personen of meer;2006, 1 januari;0
561;0124 Fokken en houden van pluimvee;100 werkzame personen of meer;2007, 1 januari;0
562;0124 Fokken en houden van pluimvee;100 werkzame personen of meer;2008, 1 januari;0
