ID;Geslacht;Herkomstgroepering;Onderwijssoort;Leeftijd;InkomstenniveauHuishouden;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
30;Totaal mannen en vrouwen;0;0;0;2 tot 4 keer minimumloon;2004/'05;571520.0;29780.0;541730.0;5.2
31;Totaal mannen en vrouwen;0;0;0;2 tot 4 keer minimumloon;2005/'06;596700.0;27980.0;568720.0;4.7
32;Totaal mannen en vrouwen;0;0;0;2 tot 4 keer minimumloon;2006/'07;564590.0;26120.0;538480.0;4.6
33;Totaal mannen en vrouwen;0;0;0;2 tot 4 keer minimumloon;2007/'08;543750.0;25510.0;518240.0;4.7
34;Totaal mannen en vrouwen;0;0;0;2 tot 4 keer minimumloon;2008/'09;539330.0;22730.0;516600.0;4.2
35;Totaal mannen en vrouwen;0;0;0;>= 4 keer minimumloon;2004/'05;403620.0;16360.0;387260.0;4.1
36;Totaal mannen en vrouwen;0;0;0;>= 4 keer minimumloon;2005/'06;446300.0;15610.0;430690.0;3.5
37;Totaal mannen en vrouwen;0;0;0;>= 4 keer minimumloon;2006/'07;502540.0;16310.0;486230.0;3.2
38;Totaal mannen en vrouwen;0;0;0;>= 4 keer minimumloon;2007/'08;575810.0;18920.0;556900.0;3.3
39;Totaal mannen en vrouwen;0;0;0;>= 4 keer minimumloon;2008/'09;566510.0;16390.0;550120.0;2.9
40;Totaal mannen en vrouwen;0;0;0;Inkomstenniveau onbekend;2004/'05;9320.0;1670.0;7650.0;17.9
41;Totaal mannen en vrouwen;0;0;0;Inkomstenniveau onbekend;2005/'06;10990.0;1900.0;9090.0;17.3
42;Totaal mannen en vrouwen;0;0;0;Inkomstenniveau onbekend;2006/'07;19880.0;2500.0;17380.0;12.6
43;Totaal mannen en vrouwen;0;0;0;Inkomstenniveau onbekend;2007/'08;8970.0;1400.0;7570.0;15.6
44;Totaal mannen en vrouwen;0;0;0;Inkomstenniveau onbekend;2008/'09;5240.0;1170.0;4070.0;22.4
45;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal inkomstenniveau huishouden;2004/'05;1211960.0;55060.0;1156900.0;4.5
46;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal inkomstenniveau huishouden;2005/'06;1299580.0;53590.0;1245980.0;4.1
47;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal inkomstenniveau huishouden;2006/'07;1313120.0;51980.0;1261140.0;4.0
48;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal inkomstenniveau huishouden;2007/'08;1315100.0;48450.0;1266650.0;3.7
49;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Totaal inkomstenniveau huishouden;2008/'09;1310060.0;43340.0;1266720.0;3.3
50;Totaal mannen en vrouwen;0;0;22 jaar of jonger;< 2 keer minimumloon;2004/'05;286020.0;20230.0;265790.0;7.1
51;Totaal mannen en vrouwen;0;0;22 jaar of jonger;< 2 keer minimumloon;2005/'06;310680.0;20770.0;289910.0;6.7
52;Totaal mannen en vrouwen;0;0;22 jaar of jonger;< 2 keer minimumloon;2006/'07;295190.0;19440.0;275750.0;6.6
53;Totaal mannen en vrouwen;0;0;22 jaar of jonger;< 2 keer minimumloon;2007/'08;267270.0;17220.0;250050.0;6.4
54;Totaal mannen en vrouwen;0;0;22 jaar of jonger;< 2 keer minimumloon;2008/'09;281750.0;15790.0;265950.0;5.6
55;Totaal mannen en vrouwen;0;0;22 jaar of jonger;< 0,9 keer minimumloon;2004/'05;79260.0;7260.0;72010.0;9.2
56;Totaal mannen en vrouwen;0;0;22 jaar of jonger;< 0,9 keer minimumloon;2005/'06;89510.0;7600.0;81910.0;8.5
57;Totaal mannen en vrouwen;0;0;22 jaar of jonger;< 0,9 keer minimumloon;2006/'07;87130.0;7310.0;79820.0;8.4
58;Totaal mannen en vrouwen;0;0;22 jaar of jonger;< 0,9 keer minimumloon;2007/'08;73860.0;6220.0;67650.0;8.4
59;Totaal mannen en vrouwen;0;0;22 jaar of jonger;< 0,9 keer minimumloon;2008/'09;83230.0;5760.0;77470.0;6.9
60;Totaal mannen en vrouwen;0;0;22 jaar of jonger;0,9 tot 1,1 keer minimumloon;2004/'05;44130.0;3140.0;41000.0;7.1
61;Totaal mannen en vrouwen;0;0;22 jaar of jonger;0,9 tot 1,1 keer minimumloon;2005/'06;46840.0;3150.0;43690.0;6.7
62;Totaal mannen en vrouwen;0;0;22 jaar of jonger;0,9 tot 1,1 keer minimumloon;2006/'07;45020.0;3000.0;42020.0;6.7
63;Totaal mannen en vrouwen;0;0;22 jaar of jonger;0,9 tot 1,1 keer minimumloon;2007/'08;42250.0;2570.0;39680.0;6.1
64;Totaal mannen en vrouwen;0;0;22 jaar of jonger;0,9 tot 1,1 keer minimumloon;2008/'09;40670.0;2390.0;38280.0;5.9
65;Totaal mannen en vrouwen;0;0;22 jaar of jonger;1,1 tot 1,5 keer minimumloon;2004/'05;76150.0;5000.0;71150.0;6.6
66;Totaal mannen en vrouwen;0;0;22 jaar of jonger;1,1 tot 1,5 keer minimumloon;2005/'06;83070.0;5160.0;77910.0;6.2
67;Totaal mannen en vrouwen;0;0;22 jaar of jonger;1,1 tot 1,5 keer minimumloon;2006/'07;75810.0;4550.0;71260.0;6.0
68;Totaal mannen en vrouwen;0;0;22 jaar of jonger;1,1 tot 1,5 keer minimumloon;2007/'08;70430.0;4190.0;66240.0;6.0
69;Totaal mannen en vrouwen;0;0;22 jaar of jonger;1,1 tot 1,5 keer minimumloon;2008/'09;76640.0;3890.0;72760.0;5.1
70;Totaal mannen en vrouwen;0;0;22 jaar of jonger;1,5 tot 2 keer minimumloon;2004/'05;86470.0;4840.0;81630.0;5.6
71;Totaal mannen en vrouwen;0;0;22 jaar of jonger;1,5 tot 2 keer minimumloon;2005/'06;91260.0;4860.0;86400.0;5.3
72;Totaal mannen en vrouwen;0;0;22 jaar of jonger;1,5 tot 2 keer minimumloon;2006/'07;87220.0;4580.0;82640.0;5.3
73;Totaal mannen en vrouwen;0;0;22 jaar of jonger;1,5 tot 2 keer minimumloon;2007/'08;80730.0;4240.0;76490.0;5.3
74;Totaal mannen en vrouwen;0;0;22 jaar of jonger;1,5 tot 2 keer minimumloon;2008/'09;81210.0;3760.0;77450.0;4.6
75;Totaal mannen en vrouwen;0;0;22 jaar of jonger;2 tot 4 keer minimumloon;2004/'05;531520.0;20660.0;510850.0;3.9
76;Totaal mannen en vrouwen;0;0;22 jaar of jonger;2 tot 4 keer minimumloon;2005/'06;552460.0;19150.0;533320.0;3.5
77;Totaal mannen en vrouwen;0;0;22 jaar of jonger;2 tot 4 keer minimumloon;2006/'07;519750.0;17710.0;502040.0;3.4
78;Totaal mannen en vrouwen;0;0;22 jaar of jonger;2 tot 4 keer minimumloon;2007/'08;493230.0;15990.0;477250.0;3.2
79;Totaal mannen en vrouwen;0;0;22 jaar of jonger;2 tot 4 keer minimumloon;2008/'09;487860.0;14310.0;473550.0;2.9
80;Totaal mannen en vrouwen;0;0;22 jaar of jonger;>= 4 keer minimumloon;2004/'05;386040.0;12830.0;373210.0;3.3
81;Totaal mannen en vrouwen;0;0;22 jaar of jonger;>= 4 keer minimumloon;2005/'06;426600.0;12200.0;414410.0;2.9
82;Totaal mannen en vrouwen;0;0;22 jaar of jonger;>= 4 keer minimumloon;2006/'07;480420.0;12820.0;467600.0;2.7
83;Totaal mannen en vrouwen;0;0;22 jaar of jonger;>= 4 keer minimumloon;2007/'08;546410.0;14130.0;532270.0;2.6
84;Totaal mannen en vrouwen;0;0;22 jaar of jonger;>= 4 keer minimumloon;2008/'09;535990.0;12380.0;523610.0;2.3
85;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Inkomstenniveau onbekend;2004/'05;8390.0;1330.0;7060.0;15.9
86;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Inkomstenniveau onbekend;2005/'06;9830.0;1480.0;8350.0;15.1
87;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Inkomstenniveau onbekend;2006/'07;17770.0;2010.0;15760.0;11.3
88;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Inkomstenniveau onbekend;2007/'08;8190.0;1110.0;7080.0;13.5
89;Totaal mannen en vrouwen;0;0;22 jaar of jonger;Inkomstenniveau onbekend;2008/'09;4470.0;860.0;3610.0;19.2
90;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal inkomstenniveau huishouden;2004/'05;852410.0;19490.0;832920.0;2.3
91;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal inkomstenniveau huishouden;2005/'06;895660.0;18780.0;876880.0;2.1
92;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal inkomstenniveau huishouden;2006/'07;899580.0;17150.0;882430.0;1.9
93;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal inkomstenniveau huishouden;2007/'08;892610.0;13310.0;879300.0;1.5
94;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal inkomstenniveau huishouden;2008/'09;883120.0;11010.0;872110.0;1.2
95;Totaal mannen en vrouwen;0;0;17 jaar of jonger;< 2 keer minimumloon;2004/'05;197170.0;7480.0;189690.0;3.8
96;Totaal mannen en vrouwen;0;0;17 jaar of jonger;< 2 keer minimumloon;2005/'06;206600.0;7270.0;199330.0;3.5
97;Totaal mannen en vrouwen;0;0;17 jaar of jonger;< 2 keer minimumloon;2006/'07;193590.0;6260.0;187320.0;3.2
98;Totaal mannen en vrouwen;0;0;17 jaar of jonger;< 2 keer minimumloon;2007/'08;173260.0;4600.0;168670.0;2.7
99;Totaal mannen en vrouwen;0;0;17 jaar of jonger;< 2 keer minimumloon;2008/'09;177010.0;3880.0;173140.0;2.2
100;Totaal mannen en vrouwen;0;0;17 jaar of jonger;< 0,9 keer minimumloon;2004/'05;44440.0;1830.0;42610.0;4.1
101;Totaal mannen en vrouwen;0;0;17 jaar of jonger;< 0,9 keer minimumloon;2005/'06;47810.0;1860.0;45950.0;3.9
102;Totaal mannen en vrouwen;0;0;17 jaar of jonger;< 0,9 keer minimumloon;2006/'07;46070.0;1680.0;44390.0;3.6
103;Totaal mannen en vrouwen;0;0;17 jaar of jonger;< 0,9 keer minimumloon;2007/'08;38320.0;1150.0;37160.0;3.0
104;Totaal mannen en vrouwen;0;0;17 jaar of jonger;< 0,9 keer minimumloon;2008/'09;41720.0;1050.0;40660.0;2.5
105;Totaal mannen en vrouwen;0;0;17 jaar of jonger;0,9 tot 1,1 keer minimumloon;2004/'05;35270.0;1680.0;33590.0;4.8
106;Totaal mannen en vrouwen;0;0;17 jaar of jonger;0,9 tot 1,1 keer minimumloon;2005/'06;36590.0;1680.0;34910.0;4.6
107;Totaal mannen en vrouwen;0;0;17 jaar of jonger;0,9 tot 1,1 keer minimumloon;2006/'07;34570.0;1430.0;33140.0;4.1
108;Totaal mannen en vrouwen;0;0;17 jaar of jonger;0,9 tot 1,1 keer minimumloon;2007/'08;31850.0;1050.0;30800.0;3.3
109;Totaal mannen en vrouwen;0;0;17 jaar of jonger;0,9 tot 1,1 keer minimumloon;2008/'09;30000.0;840.0;29170.0;2.8
110;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1,1 tot 1,5 keer minimumloon;2004/'05;55460.0;2170.0;53290.0;3.9
111;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1,1 tot 1,5 keer minimumloon;2005/'06;58580.0;2000.0;56580.0;3.4
112;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1,1 tot 1,5 keer minimumloon;2006/'07;53070.0;1620.0;51450.0;3.1
113;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1,1 tot 1,5 keer minimumloon;2007/'08;48850.0;1250.0;47590.0;2.6
114;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1,1 tot 1,5 keer minimumloon;2008/'09;51850.0;1070.0;50790.0;2.1
115;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1,5 tot 2 keer minimumloon;2004/'05;62010.0;1800.0;60210.0;2.9
116;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1,5 tot 2 keer minimumloon;2005/'06;63620.0;1740.0;61880.0;2.7
117;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1,5 tot 2 keer minimumloon;2006/'07;59880.0;1540.0;58340.0;2.6
118;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1,5 tot 2 keer minimumloon;2007/'08;54250.0;1140.0;53110.0;2.1
119;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1,5 tot 2 keer minimumloon;2008/'09;53440.0;920.0;52520.0;1.7
120;Totaal mannen en vrouwen;0;0;17 jaar of jonger;2 tot 4 keer minimumloon;2004/'05;387590.0;7510.0;380090.0;1.9
121;Totaal mannen en vrouwen;0;0;17 jaar of jonger;2 tot 4 keer minimumloon;2005/'06;395700.0;6800.0;388900.0;1.7
122;Totaal mannen en vrouwen;0;0;17 jaar of jonger;2 tot 4 keer minimumloon;2006/'07;370550.0;5820.0;364730.0;1.6
123;Totaal mannen en vrouwen;0;0;17 jaar of jonger;2 tot 4 keer minimumloon;2007/'08;348690.0;4290.0;344400.0;1.2
124;Totaal mannen en vrouwen;0;0;17 jaar of jonger;2 tot 4 keer minimumloon;2008/'09;341850.0;3630.0;338220.0;1.1
125;Totaal mannen en vrouwen;0;0;17 jaar of jonger;>= 4 keer minimumloon;2004/'05;262590.0;3980.0;258610.0;1.5
126;Totaal mannen en vrouwen;0;0;17 jaar of jonger;>= 4 keer minimumloon;2005/'06;287790.0;4130.0;283670.0;1.4
127;Totaal mannen en vrouwen;0;0;17 jaar of jonger;>= 4 keer minimumloon;2006/'07;325560.0;4380.0;321190.0;1.3
128;Totaal mannen en vrouwen;0;0;17 jaar of jonger;>= 4 keer minimumloon;2007/'08;365180.0;4010.0;361170.0;1.1
129;Totaal mannen en vrouwen;0;0;17 jaar of jonger;>= 4 keer minimumloon;2008/'09;362080.0;3270.0;358810.0;0.9
130;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Inkomstenniveau onbekend;2004/'05;5060.0;530.0;4540.0;10.4
131;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Inkomstenniveau onbekend;2005/'06;5570.0;580.0;4990.0;10.5
132;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Inkomstenniveau onbekend;2006/'07;9880.0;690.0;9200.0;6.9
133;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Inkomstenniveau onbekend;2007/'08;5480.0;410.0;5070.0;7.5
134;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Inkomstenniveau onbekend;2008/'09;2180.0;240.0;1940.0;11.1
135;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal inkomstenniveau huishouden;2004/'05;359550.0;35570.0;323980.0;9.9
136;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal inkomstenniveau huishouden;2005/'06;403920.0;34810.0;369110.0;8.6
137;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal inkomstenniveau huishouden;2006/'07;413540.0;34830.0;378710.0;8.4
138;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal inkomstenniveau huishouden;2007/'08;422490.0;35140.0;387350.0;8.3
139;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal inkomstenniveau huishouden;2008/'09;426940.0;32330.0;394620.0;7.6
140;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;< 2 keer minimumloon;2004/'05;88850.0;12750.0;76100.0;14.3
141;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;< 2 keer minimumloon;2005/'06;104080.0;13500.0;90580.0;13.0
142;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;< 2 keer minimumloon;2006/'07;101600.0;13180.0;88430.0;13.0
143;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;< 2 keer minimumloon;2007/'08;94010.0;12630.0;81390.0;13.4
144;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;< 2 keer minimumloon;2008/'09;104740.0;11920.0;92820.0;11.4
145;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;< 0,9 keer minimumloon;2004/'05;34820.0;5420.0;29400.0;15.6
146;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;< 0,9 keer minimumloon;2005/'06;41710.0;5740.0;35960.0;13.8
147;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;< 0,9 keer minimumloon;2006/'07;41070.0;5640.0;35430.0;13.7
148;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;< 0,9 keer minimumloon;2007/'08;35550.0;5070.0;30480.0;14.2
149;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;< 0,9 keer minimumloon;2008/'09;41520.0;4710.0;36810.0;11.3
150;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;0,9 tot 1,1 keer minimumloon;2004/'05;8870.0;1460.0;7410.0;16.5
151;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;0,9 tot 1,1 keer minimumloon;2005/'06;10250.0;1470.0;8780.0;14.3
152;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;0,9 tot 1,1 keer minimumloon;2006/'07;10450.0;1570.0;8880.0;15.0
153;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;0,9 tot 1,1 keer minimumloon;2007/'08;10400.0;1520.0;8870.0;14.6
154;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;0,9 tot 1,1 keer minimumloon;2008/'09;10670.0;1550.0;9110.0;14.6
155;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;1,1 tot 1,5 keer minimumloon;2004/'05;20690.0;2830.0;17860.0;13.7
156;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;1,1 tot 1,5 keer minimumloon;2005/'06;24490.0;3160.0;21330.0;12.9
157;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;1,1 tot 1,5 keer minimumloon;2006/'07;22740.0;2930.0;19810.0;12.9
158;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;1,1 tot 1,5 keer minimumloon;2007/'08;21590.0;2940.0;18650.0;13.6
159;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;1,1 tot 1,5 keer minimumloon;2008/'09;24790.0;2820.0;21970.0;11.4
160;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;1,5 tot 2 keer minimumloon;2004/'05;24470.0;3040.0;21430.0;12.4
161;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;1,5 tot 2 keer minimumloon;2005/'06;27640.0;3120.0;24510.0;11.3
162;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;1,5 tot 2 keer minimumloon;2006/'07;27340.0;3040.0;24300.0;11.1
163;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;1,5 tot 2 keer minimumloon;2007/'08;26480.0;3100.0;23380.0;11.7
164;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;1,5 tot 2 keer minimumloon;2008/'09;27760.0;2830.0;24930.0;10.2
165;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;2 tot 4 keer minimumloon;2004/'05;143920.0;13160.0;130770.0;9.1
166;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;2 tot 4 keer minimumloon;2005/'06;156760.0;12350.0;144420.0;7.9
167;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;2 tot 4 keer minimumloon;2006/'07;149200.0;11890.0;137310.0;8.0
168;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;2 tot 4 keer minimumloon;2007/'08;144540.0;11690.0;132850.0;8.1
169;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;2 tot 4 keer minimumloon;2008/'09;146010.0;10680.0;135330.0;7.3
170;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;>= 4 keer minimumloon;2004/'05;123450.0;8850.0;114600.0;7.2
171;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;>= 4 keer minimumloon;2005/'06;138810.0;8070.0;130740.0;5.8
172;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;>= 4 keer minimumloon;2006/'07;154860.0;8450.0;146410.0;5.5
173;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;>= 4 keer minimumloon;2007/'08;181230.0;10130.0;171100.0;5.6
174;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;>= 4 keer minimumloon;2008/'09;173910.0;9110.0;164800.0;5.2
175;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Inkomstenniveau onbekend;2004/'05;3330.0;810.0;2520.0;24.3
176;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Inkomstenniveau onbekend;2005/'06;4270.0;900.0;3360.0;21.1
177;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Inkomstenniveau onbekend;2006/'07;7890.0;1320.0;6560.0;16.8
178;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Inkomstenniveau onbekend;2007/'08;2700.0;700.0;2010.0;25.7
179;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Inkomstenniveau onbekend;2008/'09;2290.0;620.0;1670.0;26.9
180;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal inkomstenniveau huishouden;2004/'05;88140.0;21090.0;67050.0;23.9
181;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal inkomstenniveau huishouden;2005/'06;100130.0;20920.0;79210.0;20.9
182;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal inkomstenniveau huishouden;2006/'07;106380.0;20630.0;85760.0;19.4
183;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal inkomstenniveau huishouden;2007/'08;119610.0;23030.0;96580.0;19.3
184;Totaal mannen en vrouwen;0;0;23 jaar of ouder;Totaal inkomstenniveau huishouden;2008/'09;125070.0;20930.0;104140.0;16.7
185;Totaal mannen en vrouwen;0;0;23 jaar of ouder;< 2 keer minimumloon;2004/'05;29630.0;8110.0;21530.0;27.4
186;Totaal mannen en vrouwen;0;0;23 jaar of ouder;< 2 keer minimumloon;2005/'06;35050.0;8260.0;26790.0;23.6
187;Totaal mannen en vrouwen;0;0;23 jaar of ouder;< 2 keer minimumloon;2006/'07;37310.0;8250.0;29060.0;22.1
188;Totaal mannen en vrouwen;0;0;23 jaar of ouder;< 2 keer minimumloon;2007/'08;38910.0;8430.0;30480.0;21.7
189;Totaal mannen en vrouwen;0;0;23 jaar of ouder;< 2 keer minimumloon;2008/'09;42300.0;8180.0;34120.0;19.3
190;Totaal mannen en vrouwen;0;0;23 jaar of ouder;< 0,9 keer minimumloon;2004/'05;7590.0;2150.0;5440.0;28.3
191;Totaal mannen en vrouwen;0;0;23 jaar of ouder;< 0,9 keer minimumloon;2005/'06;10170.0;2510.0;7660.0;24.7
192;Totaal mannen en vrouwen;0;0;23 jaar of ouder;< 0,9 keer minimumloon;2006/'07;10800.0;2400.0;8400.0;22.2
193;Totaal mannen en vrouwen;0;0;23 jaar of ouder;< 0,9 keer minimumloon;2007/'08;10490.0;2240.0;8250.0;21.4
194;Totaal mannen en vrouwen;0;0;23 jaar of ouder;< 0,9 keer minimumloon;2008/'09;14240.0;2420.0;11820.0;17.0
195;Totaal mannen en vrouwen;0;0;23 jaar of ouder;0,9 tot 1,1 keer minimumloon;2004/'05;4170.0;1230.0;2940.0;29.5
196;Totaal mannen en vrouwen;0;0;23 jaar of ouder;0,9 tot 1,1 keer minimumloon;2005/'06;4790.0;1180.0;3610.0;24.7
197;Totaal mannen en vrouwen;0;0;23 jaar of ouder;0,9 tot 1,1 keer minimumloon;2006/'07;5310.0;1280.0;4030.0;24.2
