ID;Geslacht;Herkomstgroepering;Onderwijssoort;Leeftijd;InkomstenniveauHuishouden;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
3335;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;< 2 keer minimumloon;2004/'05;;;;
3336;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;< 2 keer minimumloon;2005/'06;290.0;90.0;200.0;32.1
3337;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;< 2 keer minimumloon;2006/'07;310.0;100.0;210.0;31.5
3338;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;< 2 keer minimumloon;2007/'08;320.0;90.0;230.0;29.1
3339;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;< 2 keer minimumloon;2008/'09;360.0;80.0;280.0;23.2
3340;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;< 0,9 keer minimumloon;2004/'05;;;;
3341;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;< 0,9 keer minimumloon;2005/'06;120.0;30.0;80.0;29.3
3342;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;< 0,9 keer minimumloon;2006/'07;110.0;40.0;70.0;33.3
3343;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;< 0,9 keer minimumloon;2007/'08;120.0;40.0;90.0;28.5
3344;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;< 0,9 keer minimumloon;2008/'09;170.0;40.0;140.0;21.4
3345;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;0,9 tot 1,1 keer minimumloon;2004/'05;;;;
3346;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;0,9 tot 1,1 keer minimumloon;2005/'06;30.0;;20.0;
3347;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;0,9 tot 1,1 keer minimumloon;2006/'07;40.0;20.0;30.0;36.6
3348;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;0,9 tot 1,1 keer minimumloon;2007/'08;40.0;10.0;30.0;35.0
3349;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;0,9 tot 1,1 keer minimumloon;2008/'09;40.0;10.0;30.0;30.8
3350;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;1,1 tot 1,5 keer minimumloon;2004/'05;;;;
3351;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;1,1 tot 1,5 keer minimumloon;2005/'06;60.0;20.0;40.0;35.5
3352;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;1,1 tot 1,5 keer minimumloon;2006/'07;90.0;30.0;60.0;30.6
3353;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;1,1 tot 1,5 keer minimumloon;2007/'08;80.0;20.0;60.0;23.4
3354;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;1,1 tot 1,5 keer minimumloon;2008/'09;60.0;20.0;40.0;27.6
3355;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;1,5 tot 2 keer minimumloon;2004/'05;;;;
3356;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;1,5 tot 2 keer minimumloon;2005/'06;80.0;30.0;50.0;35.9
3357;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;1,5 tot 2 keer minimumloon;2006/'07;70.0;20.0;50.0;27.0
3358;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;1,5 tot 2 keer minimumloon;2007/'08;80.0;30.0;50.0;32.5
3359;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;1,5 tot 2 keer minimumloon;2008/'09;90.0;20.0;70.0;20.5
3360;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;2 tot 4 keer minimumloon;2004/'05;;;;
3361;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;2 tot 4 keer minimumloon;2005/'06;190.0;80.0;110.0;43.1
3362;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;2 tot 4 keer minimumloon;2006/'07;220.0;80.0;140.0;37.0
3363;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;2 tot 4 keer minimumloon;2007/'08;220.0;70.0;150.0;31.0
3364;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;2 tot 4 keer minimumloon;2008/'09;220.0;70.0;150.0;32.4
3365;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;>= 4 keer minimumloon;2004/'05;;;;
3366;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;>= 4 keer minimumloon;2005/'06;90.0;40.0;50.0;42.4
3367;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;>= 4 keer minimumloon;2006/'07;100.0;40.0;70.0;35.9
3368;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;>= 4 keer minimumloon;2007/'08;160.0;50.0;110.0;32.5
3369;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;>= 4 keer minimumloon;2008/'09;150.0;40.0;110.0;28.7
3370;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;Inkomstenniveau onbekend;2004/'05;;;;
3371;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;Inkomstenniveau onbekend;2005/'06;10.0;;;
3372;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;Inkomstenniveau onbekend;2006/'07;20.0;;10.0;
3373;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;Inkomstenniveau onbekend;2007/'08;;;;
3374;Totaal mannen en vrouwen;Allochtonen;100;23 jaar of ouder;Inkomstenniveau onbekend;2008/'09;;;;
3375;Totaal mannen en vrouwen;3;0;0;Totaal inkomstenniveau huishouden;2004/'05;84110.0;6350.0;77760.0;7.5
3376;Totaal mannen en vrouwen;3;0;0;Totaal inkomstenniveau huishouden;2005/'06;89760.0;6340.0;83420.0;7.1
3377;Totaal mannen en vrouwen;3;0;0;Totaal inkomstenniveau huishouden;2006/'07;90040.0;5920.0;84130.0;6.6
3378;Totaal mannen en vrouwen;3;0;0;Totaal inkomstenniveau huishouden;2007/'08;90690.0;5930.0;84760.0;6.5
3379;Totaal mannen en vrouwen;3;0;0;Totaal inkomstenniveau huishouden;2008/'09;90660.0;5290.0;85370.0;5.8
3380;Totaal mannen en vrouwen;3;0;0;< 2 keer minimumloon;2004/'05;25660.0;2680.0;22970.0;10.5
3381;Totaal mannen en vrouwen;3;0;0;< 2 keer minimumloon;2005/'06;28060.0;2740.0;25320.0;9.8
3382;Totaal mannen en vrouwen;3;0;0;< 2 keer minimumloon;2006/'07;26600.0;2400.0;24200.0;9.0
3383;Totaal mannen en vrouwen;3;0;0;< 2 keer minimumloon;2007/'08;25280.0;2260.0;23020.0;8.9
3384;Totaal mannen en vrouwen;3;0;0;< 2 keer minimumloon;2008/'09;26830.0;2150.0;24690.0;8.0
3385;Totaal mannen en vrouwen;3;0;0;< 0,9 keer minimumloon;2004/'05;7760.0;950.0;6810.0;12.3
3386;Totaal mannen en vrouwen;3;0;0;< 0,9 keer minimumloon;2005/'06;8700.0;1000.0;7710.0;11.4
3387;Totaal mannen en vrouwen;3;0;0;< 0,9 keer minimumloon;2006/'07;8130.0;860.0;7270.0;10.6
3388;Totaal mannen en vrouwen;3;0;0;< 0,9 keer minimumloon;2007/'08;7700.0;760.0;6940.0;9.9
3389;Totaal mannen en vrouwen;3;0;0;< 0,9 keer minimumloon;2008/'09;8070.0;710.0;7360.0;8.8
3390;Totaal mannen en vrouwen;3;0;0;0,9 tot 1,1 keer minimumloon;2004/'05;3950.0;420.0;3540.0;10.5
3391;Totaal mannen en vrouwen;3;0;0;0,9 tot 1,1 keer minimumloon;2005/'06;4240.0;400.0;3830.0;9.5
3392;Totaal mannen en vrouwen;3;0;0;0,9 tot 1,1 keer minimumloon;2006/'07;4040.0;350.0;3700.0;8.5
3393;Totaal mannen en vrouwen;3;0;0;0,9 tot 1,1 keer minimumloon;2007/'08;3910.0;340.0;3570.0;8.7
3394;Totaal mannen en vrouwen;3;0;0;0,9 tot 1,1 keer minimumloon;2008/'09;3990.0;350.0;3640.0;8.7
3395;Totaal mannen en vrouwen;3;0;0;1,1 tot 1,5 keer minimumloon;2004/'05;6800.0;650.0;6150.0;9.5
3396;Totaal mannen en vrouwen;3;0;0;1,1 tot 1,5 keer minimumloon;2005/'06;7490.0;670.0;6820.0;9.0
3397;Totaal mannen en vrouwen;3;0;0;1,1 tot 1,5 keer minimumloon;2006/'07;6850.0;580.0;6270.0;8.4
3398;Totaal mannen en vrouwen;3;0;0;1,1 tot 1,5 keer minimumloon;2007/'08;6370.0;560.0;5810.0;8.8
3399;Totaal mannen en vrouwen;3;0;0;1,1 tot 1,5 keer minimumloon;2008/'09;7370.0;580.0;6800.0;7.8
3400;Totaal mannen en vrouwen;3;0;0;1,5 tot 2 keer minimumloon;2004/'05;7150.0;670.0;6480.0;9.3
3401;Totaal mannen en vrouwen;3;0;0;1,5 tot 2 keer minimumloon;2005/'06;7630.0;660.0;6970.0;8.7
3402;Totaal mannen en vrouwen;3;0;0;1,5 tot 2 keer minimumloon;2006/'07;7580.0;620.0;6960.0;8.1
3403;Totaal mannen en vrouwen;3;0;0;1,5 tot 2 keer minimumloon;2007/'08;7300.0;600.0;6710.0;8.2
3404;Totaal mannen en vrouwen;3;0;0;1,5 tot 2 keer minimumloon;2008/'09;7400.0;510.0;6890.0;6.9
3405;Totaal mannen en vrouwen;3;0;0;2 tot 4 keer minimumloon;2004/'05;34260.0;2360.0;31890.0;6.9
3406;Totaal mannen en vrouwen;3;0;0;2 tot 4 keer minimumloon;2005/'06;35390.0;2270.0;33120.0;6.4
3407;Totaal mannen en vrouwen;3;0;0;2 tot 4 keer minimumloon;2006/'07;33500.0;2130.0;31370.0;6.4
3408;Totaal mannen en vrouwen;3;0;0;2 tot 4 keer minimumloon;2007/'08;32760.0;2130.0;30640.0;6.5
3409;Totaal mannen en vrouwen;3;0;0;2 tot 4 keer minimumloon;2008/'09;32330.0;1840.0;30490.0;5.7
3410;Totaal mannen en vrouwen;3;0;0;>= 4 keer minimumloon;2004/'05;23350.0;1160.0;22190.0;5.0
3411;Totaal mannen en vrouwen;3;0;0;>= 4 keer minimumloon;2005/'06;25310.0;1160.0;24150.0;4.6
3412;Totaal mannen en vrouwen;3;0;0;>= 4 keer minimumloon;2006/'07;27870.0;1150.0;26720.0;4.1
3413;Totaal mannen en vrouwen;3;0;0;>= 4 keer minimumloon;2007/'08;31630.0;1410.0;30220.0;4.5
3414;Totaal mannen en vrouwen;3;0;0;>= 4 keer minimumloon;2008/'09;31030.0;1200.0;29830.0;3.9
3415;Totaal mannen en vrouwen;3;0;0;Inkomstenniveau onbekend;2004/'05;850.0;150.0;700.0;17.3
3416;Totaal mannen en vrouwen;3;0;0;Inkomstenniveau onbekend;2005/'06;1010.0;180.0;830.0;17.5
3417;Totaal mannen en vrouwen;3;0;0;Inkomstenniveau onbekend;2006/'07;2080.0;250.0;1840.0;11.9
3418;Totaal mannen en vrouwen;3;0;0;Inkomstenniveau onbekend;2007/'08;1020.0;140.0;870.0;14.1
3419;Totaal mannen en vrouwen;3;0;0;Inkomstenniveau onbekend;2008/'09;470.0;110.0;350.0;24.0
3420;Totaal mannen en vrouwen;3;0;22 jaar of jonger;Totaal inkomstenniveau huishouden;2004/'05;76660.0;4460.0;72200.0;5.8
3421;Totaal mannen en vrouwen;3;0;22 jaar of jonger;Totaal inkomstenniveau huishouden;2005/'06;80960.0;4330.0;76640.0;5.3
3422;Totaal mannen en vrouwen;3;0;22 jaar of jonger;Totaal inkomstenniveau huishouden;2006/'07;80980.0;4020.0;76960.0;5.0
3423;Totaal mannen en vrouwen;3;0;22 jaar of jonger;Totaal inkomstenniveau huishouden;2007/'08;80770.0;3830.0;76940.0;4.7
3424;Totaal mannen en vrouwen;3;0;22 jaar of jonger;Totaal inkomstenniveau huishouden;2008/'09;80170.0;3300.0;76880.0;4.1
3425;Totaal mannen en vrouwen;3;0;22 jaar of jonger;< 2 keer minimumloon;2004/'05;22880.0;1890.0;20990.0;8.3
3426;Totaal mannen en vrouwen;3;0;22 jaar of jonger;< 2 keer minimumloon;2005/'06;24700.0;1890.0;22810.0;7.6
3427;Totaal mannen en vrouwen;3;0;22 jaar of jonger;< 2 keer minimumloon;2006/'07;23240.0;1590.0;21650.0;6.8
3428;Totaal mannen en vrouwen;3;0;22 jaar of jonger;< 2 keer minimumloon;2007/'08;21820.0;1480.0;20340.0;6.8
3429;Totaal mannen en vrouwen;3;0;22 jaar of jonger;< 2 keer minimumloon;2008/'09;23010.0;1350.0;21660.0;5.9
3430;Totaal mannen en vrouwen;3;0;22 jaar of jonger;< 0,9 keer minimumloon;2004/'05;6990.0;730.0;6270.0;10.4
3431;Totaal mannen en vrouwen;3;0;22 jaar of jonger;< 0,9 keer minimumloon;2005/'06;7690.0;710.0;6980.0;9.2
3432;Totaal mannen en vrouwen;3;0;22 jaar of jonger;< 0,9 keer minimumloon;2006/'07;7180.0;630.0;6540.0;8.8
3433;Totaal mannen en vrouwen;3;0;22 jaar of jonger;< 0,9 keer minimumloon;2007/'08;6830.0;580.0;6250.0;8.5
3434;Totaal mannen en vrouwen;3;0;22 jaar of jonger;< 0,9 keer minimumloon;2008/'09;6890.0;500.0;6390.0;7.3
3435;Totaal mannen en vrouwen;3;0;22 jaar of jonger;0,9 tot 1,1 keer minimumloon;2004/'05;3550.0;300.0;3260.0;8.4
3436;Totaal mannen en vrouwen;3;0;22 jaar of jonger;0,9 tot 1,1 keer minimumloon;2005/'06;3770.0;300.0;3470.0;7.9
3437;Totaal mannen en vrouwen;3;0;22 jaar of jonger;0,9 tot 1,1 keer minimumloon;2006/'07;3580.0;240.0;3340.0;6.6
3438;Totaal mannen en vrouwen;3;0;22 jaar of jonger;0,9 tot 1,1 keer minimumloon;2007/'08;3350.0;190.0;3170.0;5.6
3439;Totaal mannen en vrouwen;3;0;22 jaar of jonger;0,9 tot 1,1 keer minimumloon;2008/'09;3460.0;190.0;3270.0;5.5
3440;Totaal mannen en vrouwen;3;0;22 jaar of jonger;1,1 tot 1,5 keer minimumloon;2004/'05;6050.0;440.0;5610.0;7.3
3441;Totaal mannen en vrouwen;3;0;22 jaar of jonger;1,1 tot 1,5 keer minimumloon;2005/'06;6530.0;460.0;6070.0;7.0
3442;Totaal mannen en vrouwen;3;0;22 jaar of jonger;1,1 tot 1,5 keer minimumloon;2006/'07;5910.0;330.0;5570.0;5.6
3443;Totaal mannen en vrouwen;3;0;22 jaar of jonger;1,1 tot 1,5 keer minimumloon;2007/'08;5380.0;340.0;5040.0;6.3
3444;Totaal mannen en vrouwen;3;0;22 jaar of jonger;1,1 tot 1,5 keer minimumloon;2008/'09;6330.0;340.0;5990.0;5.4
3445;Totaal mannen en vrouwen;3;0;22 jaar of jonger;1,5 tot 2 keer minimumloon;2004/'05;6290.0;430.0;5870.0;6.8
3446;Totaal mannen en vrouwen;3;0;22 jaar of jonger;1,5 tot 2 keer minimumloon;2005/'06;6710.0;430.0;6280.0;6.4
3447;Totaal mannen en vrouwen;3;0;22 jaar of jonger;1,5 tot 2 keer minimumloon;2006/'07;6580.0;390.0;6200.0;5.9
3448;Totaal mannen en vrouwen;3;0;22 jaar of jonger;1,5 tot 2 keer minimumloon;2007/'08;6260.0;370.0;5890.0;5.9
3449;Totaal mannen en vrouwen;3;0;22 jaar of jonger;1,5 tot 2 keer minimumloon;2008/'09;6330.0;320.0;6010.0;5.0
3450;Totaal mannen en vrouwen;3;0;22 jaar of jonger;2 tot 4 keer minimumloon;2004/'05;30970.0;1570.0;29390.0;5.1
3451;Totaal mannen en vrouwen;3;0;22 jaar of jonger;2 tot 4 keer minimumloon;2005/'06;31550.0;1440.0;30110.0;4.6
3452;Totaal mannen en vrouwen;3;0;22 jaar of jonger;2 tot 4 keer minimumloon;2006/'07;29670.0;1370.0;28300.0;4.6
3453;Totaal mannen en vrouwen;3;0;22 jaar of jonger;2 tot 4 keer minimumloon;2007/'08;28590.0;1230.0;27360.0;4.3
3454;Totaal mannen en vrouwen;3;0;22 jaar of jonger;2 tot 4 keer minimumloon;2008/'09;28060.0;1030.0;27020.0;3.7
3455;Totaal mannen en vrouwen;3;0;22 jaar of jonger;>= 4 keer minimumloon;2004/'05;22080.0;890.0;21200.0;4.0
3456;Totaal mannen en vrouwen;3;0;22 jaar of jonger;>= 4 keer minimumloon;2005/'06;23820.0;860.0;22960.0;3.6
3457;Totaal mannen en vrouwen;3;0;22 jaar of jonger;>= 4 keer minimumloon;2006/'07;26220.0;870.0;25350.0;3.3
3458;Totaal mannen en vrouwen;3;0;22 jaar of jonger;>= 4 keer minimumloon;2007/'08;29450.0;1000.0;28450.0;3.4
3459;Totaal mannen en vrouwen;3;0;22 jaar of jonger;>= 4 keer minimumloon;2008/'09;28750.0;840.0;27910.0;2.9
3460;Totaal mannen en vrouwen;3;0;22 jaar of jonger;Inkomstenniveau onbekend;2004/'05;730.0;110.0;620.0;15.1
3461;Totaal mannen en vrouwen;3;0;22 jaar of jonger;Inkomstenniveau onbekend;2005/'06;890.0;140.0;760.0;15.3
3462;Totaal mannen en vrouwen;3;0;22 jaar of jonger;Inkomstenniveau onbekend;2006/'07;1840.0;190.0;1650.0;10.5
3463;Totaal mannen en vrouwen;3;0;22 jaar of jonger;Inkomstenniveau onbekend;2007/'08;910.0;120.0;790.0;13.1
3464;Totaal mannen en vrouwen;3;0;22 jaar of jonger;Inkomstenniveau onbekend;2008/'09;350.0;70.0;280.0;20.7
3465;Totaal mannen en vrouwen;3;0;17 jaar of jonger;Totaal inkomstenniveau huishouden;2004/'05;53770.0;1740.0;52040.0;3.2
3466;Totaal mannen en vrouwen;3;0;17 jaar of jonger;Totaal inkomstenniveau huishouden;2005/'06;55090.0;1540.0;53550.0;2.8
3467;Totaal mannen en vrouwen;3;0;17 jaar of jonger;Totaal inkomstenniveau huishouden;2006/'07;54620.0;1380.0;53240.0;2.5
3468;Totaal mannen en vrouwen;3;0;17 jaar of jonger;Totaal inkomstenniveau huishouden;2007/'08;54280.0;1140.0;53130.0;2.1
3469;Totaal mannen en vrouwen;3;0;17 jaar of jonger;Totaal inkomstenniveau huishouden;2008/'09;53640.0;870.0;52780.0;1.6
3470;Totaal mannen en vrouwen;3;0;17 jaar of jonger;< 2 keer minimumloon;2004/'05;15780.0;790.0;14990.0;5.0
3471;Totaal mannen en vrouwen;3;0;17 jaar of jonger;< 2 keer minimumloon;2005/'06;16340.0;680.0;15650.0;4.2
3472;Totaal mannen en vrouwen;3;0;17 jaar of jonger;< 2 keer minimumloon;2006/'07;15220.0;520.0;14700.0;3.4
3473;Totaal mannen en vrouwen;3;0;17 jaar of jonger;< 2 keer minimumloon;2007/'08;14160.0;440.0;13720.0;3.1
3474;Totaal mannen en vrouwen;3;0;17 jaar of jonger;< 2 keer minimumloon;2008/'09;14640.0;350.0;14290.0;2.4
3475;Totaal mannen en vrouwen;3;0;17 jaar of jonger;< 0,9 keer minimumloon;2004/'05;4400.0;260.0;4140.0;5.9
3476;Totaal mannen en vrouwen;3;0;17 jaar of jonger;< 0,9 keer minimumloon;2005/'06;4430.0;210.0;4220.0;4.7
3477;Totaal mannen en vrouwen;3;0;17 jaar of jonger;< 0,9 keer minimumloon;2006/'07;4120.0;180.0;3940.0;4.3
3478;Totaal mannen en vrouwen;3;0;17 jaar of jonger;< 0,9 keer minimumloon;2007/'08;3890.0;160.0;3730.0;4.0
3479;Totaal mannen en vrouwen;3;0;17 jaar of jonger;< 0,9 keer minimumloon;2008/'09;3780.0;130.0;3650.0;3.3
3480;Totaal mannen en vrouwen;3;0;17 jaar of jonger;0,9 tot 1,1 keer minimumloon;2004/'05;2810.0;170.0;2640.0;6.0
3481;Totaal mannen en vrouwen;3;0;17 jaar of jonger;0,9 tot 1,1 keer minimumloon;2005/'06;2900.0;150.0;2750.0;5.1
3482;Totaal mannen en vrouwen;3;0;17 jaar of jonger;0,9 tot 1,1 keer minimumloon;2006/'07;2710.0;100.0;2600.0;3.8
3483;Totaal mannen en vrouwen;3;0;17 jaar of jonger;0,9 tot 1,1 keer minimumloon;2007/'08;2490.0;80.0;2420.0;3.1
3484;Totaal mannen en vrouwen;3;0;17 jaar of jonger;0,9 tot 1,1 keer minimumloon;2008/'09;2550.0;60.0;2480.0;2.5
3485;Totaal mannen en vrouwen;3;0;17 jaar of jonger;1,1 tot 1,5 keer minimumloon;2004/'05;4260.0;200.0;4060.0;4.6
3486;Totaal mannen en vrouwen;3;0;17 jaar of jonger;1,1 tot 1,5 keer minimumloon;2005/'06;4480.0;170.0;4310.0;3.7
3487;Totaal mannen en vrouwen;3;0;17 jaar of jonger;1,1 tot 1,5 keer minimumloon;2006/'07;4050.0;110.0;3950.0;2.6
3488;Totaal mannen en vrouwen;3;0;17 jaar of jonger;1,1 tot 1,5 keer minimumloon;2007/'08;3660.0;100.0;3560.0;2.7
3489;Totaal mannen en vrouwen;3;0;17 jaar of jonger;1,1 tot 1,5 keer minimumloon;2008/'09;4190.0;90.0;4110.0;2.0
3490;Totaal mannen en vrouwen;3;0;17 jaar of jonger;1,5 tot 2 keer minimumloon;2004/'05;4320.0;160.0;4150.0;3.8
3491;Totaal mannen en vrouwen;3;0;17 jaar of jonger;1,5 tot 2 keer minimumloon;2005/'06;4540.0;160.0;4380.0;3.5
3492;Totaal mannen en vrouwen;3;0;17 jaar of jonger;1,5 tot 2 keer minimumloon;2006/'07;4340.0;130.0;4210.0;3.0
3493;Totaal mannen en vrouwen;3;0;17 jaar of jonger;1,5 tot 2 keer minimumloon;2007/'08;4110.0;110.0;4010.0;2.6
3494;Totaal mannen en vrouwen;3;0;17 jaar of jonger;1,5 tot 2 keer minimumloon;2008/'09;4130.0;80.0;4050.0;1.9
3495;Totaal mannen en vrouwen;3;0;17 jaar of jonger;2 tot 4 keer minimumloon;2004/'05;22120.0;590.0;21530.0;2.7
3496;Totaal mannen en vrouwen;3;0;17 jaar of jonger;2 tot 4 keer minimumloon;2005/'06;21880.0;490.0;21380.0;2.3
3497;Totaal mannen en vrouwen;3;0;17 jaar of jonger;2 tot 4 keer minimumloon;2006/'07;20390.0;470.0;19930.0;2.3
3498;Totaal mannen en vrouwen;3;0;17 jaar of jonger;2 tot 4 keer minimumloon;2007/'08;19440.0;320.0;19130.0;1.6
3499;Totaal mannen en vrouwen;3;0;17 jaar of jonger;2 tot 4 keer minimumloon;2008/'09;19080.0;260.0;18820.0;1.3
3500;Totaal mannen en vrouwen;3;0;17 jaar of jonger;>= 4 keer minimumloon;2004/'05;15380.0;310.0;15070.0;2.0
3501;Totaal mannen en vrouwen;3;0;17 jaar of jonger;>= 4 keer minimumloon;2005/'06;16320.0;310.0;16010.0;1.9
3502;Totaal mannen en vrouwen;3;0;17 jaar of jonger;>= 4 keer minimumloon;2006/'07;17870.0;310.0;17560.0;1.8
3503;Totaal mannen en vrouwen;3;0;17 jaar of jonger;>= 4 keer minimumloon;2007/'08;20010.0;330.0;19680.0;1.6
3504;Totaal mannen en vrouwen;3;0;17 jaar of jonger;>= 4 keer minimumloon;2008/'09;19750.0;230.0;19510.0;1.2
3505;Totaal mannen en vrouwen;3;0;17 jaar of jonger;Inkomstenniveau onbekend;2004/'05;500.0;50.0;450.0;10.1
3506;Totaal mannen en vrouwen;3;0;17 jaar of jonger;Inkomstenniveau onbekend;2005/'06;560.0;50.0;510.0;9.4
3507;Totaal mannen en vrouwen;3;0;17 jaar of jonger;Inkomstenniveau onbekend;2006/'07;1140.0;80.0;1060.0;7.0
3508;Totaal mannen en vrouwen;3;0;17 jaar of jonger;Inkomstenniveau onbekend;2007/'08;670.0;60.0;610.0;8.4
3509;Totaal mannen en vrouwen;3;0;17 jaar of jonger;Inkomstenniveau onbekend;2008/'09;180.0;20.0;160.0;12.4
3510;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;Totaal inkomstenniveau huishouden;2004/'05;22880.0;2730.0;20160.0;11.9
3511;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;Totaal inkomstenniveau huishouden;2005/'06;25870.0;2790.0;23080.0;10.8
3512;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;Totaal inkomstenniveau huishouden;2006/'07;26370.0;2650.0;23720.0;10.0
3513;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;Totaal inkomstenniveau huishouden;2007/'08;26490.0;2690.0;23800.0;10.1
3514;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;Totaal inkomstenniveau huishouden;2008/'09;26530.0;2430.0;24100.0;9.2
3515;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;< 2 keer minimumloon;2004/'05;7100.0;1100.0;6000.0;15.5
3516;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;< 2 keer minimumloon;2005/'06;8360.0;1210.0;7150.0;14.4
3517;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;< 2 keer minimumloon;2006/'07;8030.0;1070.0;6950.0;13.4
3518;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;< 2 keer minimumloon;2007/'08;7660.0;1040.0;6620.0;13.6
3519;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;< 2 keer minimumloon;2008/'09;8370.0;1000.0;7370.0;11.9
3520;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;< 0,9 keer minimumloon;2004/'05;2590.0;460.0;2130.0;17.9
3521;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;< 0,9 keer minimumloon;2005/'06;3270.0;500.0;2770.0;15.3
3522;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;< 0,9 keer minimumloon;2006/'07;3060.0;460.0;2600.0;14.9
3523;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;< 0,9 keer minimumloon;2007/'08;2940.0;430.0;2520.0;14.5
3524;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;< 0,9 keer minimumloon;2008/'09;3120.0;380.0;2740.0;12.1
3525;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;0,9 tot 1,1 keer minimumloon;2004/'05;750.0;130.0;620.0;17.4
3526;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;0,9 tot 1,1 keer minimumloon;2005/'06;870.0;150.0;720.0;17.1
3527;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;0,9 tot 1,1 keer minimumloon;2006/'07;870.0;130.0;740.0;15.1
3528;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;0,9 tot 1,1 keer minimumloon;2007/'08;860.0;110.0;750.0;12.7
3529;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;0,9 tot 1,1 keer minimumloon;2008/'09;910.0;130.0;790.0;13.8
3530;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;1,1 tot 1,5 keer minimumloon;2004/'05;1790.0;240.0;1540.0;13.6
3531;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;1,1 tot 1,5 keer minimumloon;2005/'06;2050.0;290.0;1770.0;14.0
3532;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;1,1 tot 1,5 keer minimumloon;2006/'07;1850.0;230.0;1630.0;12.3
3533;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;1,1 tot 1,5 keer minimumloon;2007/'08;1710.0;240.0;1470.0;14.1
3534;Totaal mannen en vrouwen;3;0;18 tot 23 jaar;1,1 tot 1,5 keer minimumloon;2008/'09;2140.0;260.0;1890.0;12.0
