ID;Geslacht;Landen;MeerOfMinderjarig;Perioden;BeslissingenOntvangenDublinVerzoeken_1;BeslissingenVerzondenDublinVerzoeken_2;TotaalEersteBeslissingen_3;TotaalHeroverwegingsBeslissingen_4;PositieveEersteBeslissingen_5;NegatieveEersteBeslissingen_6;PositieveHeroverwegingsbeslissingen_7;NegatieveHeroverwegingsbeslissingen_8;TotaalEersteBeslissingen_9;TotaalHeroverwegingsbeslissingen_10;PositieveEersteBeslissingen_11;NegatieveEersteBeslissingen_12;PositieveHeroverwegingsbeslissingen_13;NegatieveHeroverwegingsbeslissingen_14
3233;Vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
3234;Vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
3235;Vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
3236;Vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
3237;Vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3238;Vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3239;Vrouwen;Luxemburg;Minderjarig zonder ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3240;Vrouwen;Malta;Totaal;2014;;;;;;;;;;;;;;
3241;Vrouwen;Malta;Totaal;2015;;;;;;;;;;;;;;
3242;Vrouwen;Malta;Totaal;2016;;;;;;;;;;;;;;
3243;Vrouwen;Malta;Totaal;2017;;;;;;;;;;;;;;
3244;Vrouwen;Malta;Totaal;2018;;;;;;;;;;;;;;
3245;Vrouwen;Malta;Totaal;2019;;;;;;;;;;;;;;
3246;Vrouwen;Malta;Totaal;2020;;;;;;;;;;;;;;
3247;Vrouwen;Malta;Totaal;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
3248;Vrouwen;Malta;Totaal;2022;5.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;5.0;15.0;10.0;5.0;0.0
3249;Vrouwen;Malta;Totaal;2023;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;5.0;15.0;5.0;5.0;0.0
3250;Vrouwen;Malta;Meerderjarig;2014;;;;;;;;;;;;;;
3251;Vrouwen;Malta;Meerderjarig;2015;;;;;;;;;;;;;;
3252;Vrouwen;Malta;Meerderjarig;2016;;;;;;;;;;;;;;
3253;Vrouwen;Malta;Meerderjarig;2017;;;;;;;;;;;;;;
3254;Vrouwen;Malta;Meerderjarig;2018;;;;;;;;;;;;;;
3255;Vrouwen;Malta;Meerderjarig;2019;;;;;;;;;;;;;;
3256;Vrouwen;Malta;Meerderjarig;2020;;;;;;;;;;;;;;
3257;Vrouwen;Malta;Meerderjarig;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0
3258;Vrouwen;Malta;Meerderjarig;2022;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;10.0;5.0;0.0;0.0
3259;Vrouwen;Malta;Meerderjarig;2023;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;15.0;5.0;0.0;0.0
3260;Vrouwen;Malta;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
3261;Vrouwen;Malta;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
3262;Vrouwen;Malta;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
3263;Vrouwen;Malta;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
3264;Vrouwen;Malta;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
3265;Vrouwen;Malta;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
3266;Vrouwen;Malta;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
3267;Vrouwen;Malta;Minderjarig met ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3268;Vrouwen;Malta;Minderjarig met ouder of voogd;2022;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;10.0;5.0;0.0;0.0
3269;Vrouwen;Malta;Minderjarig met ouder of voogd;2023;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
3270;Vrouwen;Malta;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
3271;Vrouwen;Malta;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
3272;Vrouwen;Malta;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
3273;Vrouwen;Malta;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
3274;Vrouwen;Malta;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
3275;Vrouwen;Malta;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
3276;Vrouwen;Malta;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
3277;Vrouwen;Malta;Minderjarig zonder ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3278;Vrouwen;Malta;Minderjarig zonder ouder of voogd;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3279;Vrouwen;Malta;Minderjarig zonder ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3280;Vrouwen;Oostenrijk;Totaal;2014;;;;;;;;;;;;;;
3281;Vrouwen;Oostenrijk;Totaal;2015;;;;;;;;;;;;;;
3282;Vrouwen;Oostenrijk;Totaal;2016;;;;;;;;;;;;;;
3283;Vrouwen;Oostenrijk;Totaal;2017;;;;;;;;;;;;;;
3284;Vrouwen;Oostenrijk;Totaal;2018;;;;;;;;;;;;;;
3285;Vrouwen;Oostenrijk;Totaal;2019;;;;;;;;;;;;;;
3286;Vrouwen;Oostenrijk;Totaal;2020;;;;;;;;;;;;;;
3287;Vrouwen;Oostenrijk;Totaal;2021;15.0;15.0;10.0;0.0;5.0;5.0;0.0;0.0;15.0;0.0;10.0;5.0;0.0;0.0
3288;Vrouwen;Oostenrijk;Totaal;2022;15.0;45.0;15.0;0.0;5.0;10.0;0.0;0.0;45.0;5.0;35.0;10.0;5.0;0.0
3289;Vrouwen;Oostenrijk;Totaal;2023;15.0;70.0;15.0;0.0;10.0;5.0;0.0;0.0;60.0;10.0;45.0;15.0;5.0;0.0
3290;Vrouwen;Oostenrijk;Meerderjarig;2014;;;;;;;;;;;;;;
3291;Vrouwen;Oostenrijk;Meerderjarig;2015;;;;;;;;;;;;;;
3292;Vrouwen;Oostenrijk;Meerderjarig;2016;;;;;;;;;;;;;;
3293;Vrouwen;Oostenrijk;Meerderjarig;2017;;;;;;;;;;;;;;
3294;Vrouwen;Oostenrijk;Meerderjarig;2018;;;;;;;;;;;;;;
3295;Vrouwen;Oostenrijk;Meerderjarig;2019;;;;;;;;;;;;;;
3296;Vrouwen;Oostenrijk;Meerderjarig;2020;;;;;;;;;;;;;;
3297;Vrouwen;Oostenrijk;Meerderjarig;2021;5.0;15.0;5.0;0.0;5.0;0.0;0.0;0.0;10.0;0.0;10.0;5.0;0.0;0.0
3298;Vrouwen;Oostenrijk;Meerderjarig;2022;15.0;35.0;15.0;0.0;5.0;10.0;0.0;0.0;30.0;5.0;20.0;10.0;5.0;0.0
3299;Vrouwen;Oostenrijk;Meerderjarig;2023;10.0;55.0;10.0;0.0;10.0;5.0;0.0;0.0;50.0;10.0;30.0;15.0;5.0;0.0
3300;Vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
3301;Vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
3302;Vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
3303;Vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
3304;Vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
3305;Vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
3306;Vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
3307;Vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2021;5.0;0.0;5.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3308;Vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2022;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;0.0;0.0;0.0
3309;Vrouwen;Oostenrijk;Minderjarig met ouder of voogd;2023;5.0;15.0;5.0;0.0;5.0;0.0;0.0;0.0;15.0;0.0;10.0;0.0;0.0;0.0
3310;Vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
3311;Vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
3312;Vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
3313;Vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
3314;Vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
3315;Vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
3316;Vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
3317;Vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3318;Vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3319;Vrouwen;Oostenrijk;Minderjarig zonder ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3320;Vrouwen;Polen;Totaal;2014;;;;;;;;;;;;;;
3321;Vrouwen;Polen;Totaal;2015;;;;;;;;;;;;;;
3322;Vrouwen;Polen;Totaal;2016;;;;;;;;;;;;;;
3323;Vrouwen;Polen;Totaal;2017;;;;;;;;;;;;;;
3324;Vrouwen;Polen;Totaal;2018;;;;;;;;;;;;;;
3325;Vrouwen;Polen;Totaal;2019;;;;;;;;;;;;;;
3326;Vrouwen;Polen;Totaal;2020;;;;;;;;;;;;;;
3327;Vrouwen;Polen;Totaal;2021;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;25.0;0.0;0.0;0.0
3328;Vrouwen;Polen;Totaal;2022;0.0;85.0;0.0;0.0;0.0;0.0;0.0;0.0;85.0;5.0;80.0;5.0;0.0;0.0
3329;Vrouwen;Polen;Totaal;2023;0.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;0.0;45.0;0.0;0.0;0.0
3330;Vrouwen;Polen;Meerderjarig;2014;;;;;;;;;;;;;;
3331;Vrouwen;Polen;Meerderjarig;2015;;;;;;;;;;;;;;
3332;Vrouwen;Polen;Meerderjarig;2016;;;;;;;;;;;;;;
3333;Vrouwen;Polen;Meerderjarig;2017;;;;;;;;;;;;;;
3334;Vrouwen;Polen;Meerderjarig;2018;;;;;;;;;;;;;;
3335;Vrouwen;Polen;Meerderjarig;2019;;;;;;;;;;;;;;
3336;Vrouwen;Polen;Meerderjarig;2020;;;;;;;;;;;;;;
3337;Vrouwen;Polen;Meerderjarig;2021;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0;0.0;0.0
3338;Vrouwen;Polen;Meerderjarig;2022;0.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;0.0;50.0;5.0;0.0;0.0
3339;Vrouwen;Polen;Meerderjarig;2023;0.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;40.0;0.0;0.0;0.0
3340;Vrouwen;Polen;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
3341;Vrouwen;Polen;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
3342;Vrouwen;Polen;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
3343;Vrouwen;Polen;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
3344;Vrouwen;Polen;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
3345;Vrouwen;Polen;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
3346;Vrouwen;Polen;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
3347;Vrouwen;Polen;Minderjarig met ouder of voogd;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
3348;Vrouwen;Polen;Minderjarig met ouder of voogd;2022;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;25.0;0.0;0.0;0.0
3349;Vrouwen;Polen;Minderjarig met ouder of voogd;2023;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
3350;Vrouwen;Polen;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
3351;Vrouwen;Polen;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
3352;Vrouwen;Polen;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
3353;Vrouwen;Polen;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
3354;Vrouwen;Polen;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
3355;Vrouwen;Polen;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
3356;Vrouwen;Polen;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
3357;Vrouwen;Polen;Minderjarig zonder ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3358;Vrouwen;Polen;Minderjarig zonder ouder of voogd;2022;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
3359;Vrouwen;Polen;Minderjarig zonder ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3360;Vrouwen;Portugal;Totaal;2014;;;;;;;;;;;;;;
3361;Vrouwen;Portugal;Totaal;2015;;;;;;;;;;;;;;
3362;Vrouwen;Portugal;Totaal;2016;;;;;;;;;;;;;;
3363;Vrouwen;Portugal;Totaal;2017;;;;;;;;;;;;;;
3364;Vrouwen;Portugal;Totaal;2018;;;;;;;;;;;;;;
3365;Vrouwen;Portugal;Totaal;2019;;;;;;;;;;;;;;
3366;Vrouwen;Portugal;Totaal;2020;;;;;;;;;;;;;;
3367;Vrouwen;Portugal;Totaal;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0
3368;Vrouwen;Portugal;Totaal;2022;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;15.0;0.0;0.0;0.0
3369;Vrouwen;Portugal;Totaal;2023;5.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;10.0;5.0;0.0;0.0
3370;Vrouwen;Portugal;Meerderjarig;2014;;;;;;;;;;;;;;
3371;Vrouwen;Portugal;Meerderjarig;2015;;;;;;;;;;;;;;
3372;Vrouwen;Portugal;Meerderjarig;2016;;;;;;;;;;;;;;
3373;Vrouwen;Portugal;Meerderjarig;2017;;;;;;;;;;;;;;
3374;Vrouwen;Portugal;Meerderjarig;2018;;;;;;;;;;;;;;
3375;Vrouwen;Portugal;Meerderjarig;2019;;;;;;;;;;;;;;
3376;Vrouwen;Portugal;Meerderjarig;2020;;;;;;;;;;;;;;
3377;Vrouwen;Portugal;Meerderjarig;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0
3378;Vrouwen;Portugal;Meerderjarig;2022;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;0.0;0.0;0.0
3379;Vrouwen;Portugal;Meerderjarig;2023;5.0;15.0;5.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;10.0;5.0;0.0;0.0
3380;Vrouwen;Portugal;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
3381;Vrouwen;Portugal;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
3382;Vrouwen;Portugal;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
3383;Vrouwen;Portugal;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
3384;Vrouwen;Portugal;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
3385;Vrouwen;Portugal;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
3386;Vrouwen;Portugal;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
3387;Vrouwen;Portugal;Minderjarig met ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3388;Vrouwen;Portugal;Minderjarig met ouder of voogd;2022;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
3389;Vrouwen;Portugal;Minderjarig met ouder of voogd;2023;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0
3390;Vrouwen;Portugal;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
3391;Vrouwen;Portugal;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
3392;Vrouwen;Portugal;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
3393;Vrouwen;Portugal;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
3394;Vrouwen;Portugal;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
3395;Vrouwen;Portugal;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
3396;Vrouwen;Portugal;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
3397;Vrouwen;Portugal;Minderjarig zonder ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3398;Vrouwen;Portugal;Minderjarig zonder ouder of voogd;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3399;Vrouwen;Portugal;Minderjarig zonder ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3400;Vrouwen;Roemenië;Totaal;2014;;;;;;;;;;;;;;
3401;Vrouwen;Roemenië;Totaal;2015;;;;;;;;;;;;;;
3402;Vrouwen;Roemenië;Totaal;2016;;;;;;;;;;;;;;
3403;Vrouwen;Roemenië;Totaal;2017;;;;;;;;;;;;;;
3404;Vrouwen;Roemenië;Totaal;2018;;;;;;;;;;;;;;
3405;Vrouwen;Roemenië;Totaal;2019;;;;;;;;;;;;;;
3406;Vrouwen;Roemenië;Totaal;2020;;;;;;;;;;;;;;
3407;Vrouwen;Roemenië;Totaal;2021;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;15.0;5.0;0.0;0.0
3408;Vrouwen;Roemenië;Totaal;2022;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;15.0;5.0;0.0;0.0
3409;Vrouwen;Roemenië;Totaal;2023;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;10.0;5.0;0.0;0.0
3410;Vrouwen;Roemenië;Meerderjarig;2014;;;;;;;;;;;;;;
3411;Vrouwen;Roemenië;Meerderjarig;2015;;;;;;;;;;;;;;
3412;Vrouwen;Roemenië;Meerderjarig;2016;;;;;;;;;;;;;;
3413;Vrouwen;Roemenië;Meerderjarig;2017;;;;;;;;;;;;;;
3414;Vrouwen;Roemenië;Meerderjarig;2018;;;;;;;;;;;;;;
3415;Vrouwen;Roemenië;Meerderjarig;2019;;;;;;;;;;;;;;
3416;Vrouwen;Roemenië;Meerderjarig;2020;;;;;;;;;;;;;;
3417;Vrouwen;Roemenië;Meerderjarig;2021;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;10.0;5.0;0.0;0.0
3418;Vrouwen;Roemenië;Meerderjarig;2022;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;10.0;5.0;0.0;0.0
3419;Vrouwen;Roemenië;Meerderjarig;2023;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;0.0;0.0;0.0
3420;Vrouwen;Roemenië;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
3421;Vrouwen;Roemenië;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
3422;Vrouwen;Roemenië;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
3423;Vrouwen;Roemenië;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
3424;Vrouwen;Roemenië;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
3425;Vrouwen;Roemenië;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
3426;Vrouwen;Roemenië;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
3427;Vrouwen;Roemenië;Minderjarig met ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3428;Vrouwen;Roemenië;Minderjarig met ouder of voogd;2022;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
3429;Vrouwen;Roemenië;Minderjarig met ouder of voogd;2023;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0
3430;Vrouwen;Roemenië;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
3431;Vrouwen;Roemenië;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
3432;Vrouwen;Roemenië;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
3433;Vrouwen;Roemenië;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
3434;Vrouwen;Roemenië;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
3435;Vrouwen;Roemenië;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
3436;Vrouwen;Roemenië;Minderjarig zonder ouder of voogd;2020;;;;;;;;;;;;;;
3437;Vrouwen;Roemenië;Minderjarig zonder ouder of voogd;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3438;Vrouwen;Roemenië;Minderjarig zonder ouder of voogd;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3439;Vrouwen;Roemenië;Minderjarig zonder ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3440;Vrouwen;Slovenië;Totaal;2014;;;;;;;;;;;;;;
3441;Vrouwen;Slovenië;Totaal;2015;;;;;;;;;;;;;;
3442;Vrouwen;Slovenië;Totaal;2016;;;;;;;;;;;;;;
3443;Vrouwen;Slovenië;Totaal;2017;;;;;;;;;;;;;;
3444;Vrouwen;Slovenië;Totaal;2018;;;;;;;;;;;;;;
3445;Vrouwen;Slovenië;Totaal;2019;;;;;;;;;;;;;;
3446;Vrouwen;Slovenië;Totaal;2020;;;;;;;;;;;;;;
3447;Vrouwen;Slovenië;Totaal;2021;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;5.0;5.0;0.0;0.0
3448;Vrouwen;Slovenië;Totaal;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3449;Vrouwen;Slovenië;Totaal;2023;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
3450;Vrouwen;Slovenië;Meerderjarig;2014;;;;;;;;;;;;;;
3451;Vrouwen;Slovenië;Meerderjarig;2015;;;;;;;;;;;;;;
3452;Vrouwen;Slovenië;Meerderjarig;2016;;;;;;;;;;;;;;
3453;Vrouwen;Slovenië;Meerderjarig;2017;;;;;;;;;;;;;;
3454;Vrouwen;Slovenië;Meerderjarig;2018;;;;;;;;;;;;;;
3455;Vrouwen;Slovenië;Meerderjarig;2019;;;;;;;;;;;;;;
3456;Vrouwen;Slovenië;Meerderjarig;2020;;;;;;;;;;;;;;
3457;Vrouwen;Slovenië;Meerderjarig;2021;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
3458;Vrouwen;Slovenië;Meerderjarig;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3459;Vrouwen;Slovenië;Meerderjarig;2023;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
3460;Vrouwen;Slovenië;Minderjarig met ouder of voogd;2014;;;;;;;;;;;;;;
3461;Vrouwen;Slovenië;Minderjarig met ouder of voogd;2015;;;;;;;;;;;;;;
3462;Vrouwen;Slovenië;Minderjarig met ouder of voogd;2016;;;;;;;;;;;;;;
3463;Vrouwen;Slovenië;Minderjarig met ouder of voogd;2017;;;;;;;;;;;;;;
3464;Vrouwen;Slovenië;Minderjarig met ouder of voogd;2018;;;;;;;;;;;;;;
3465;Vrouwen;Slovenië;Minderjarig met ouder of voogd;2019;;;;;;;;;;;;;;
3466;Vrouwen;Slovenië;Minderjarig met ouder of voogd;2020;;;;;;;;;;;;;;
3467;Vrouwen;Slovenië;Minderjarig met ouder of voogd;2021;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0
3468;Vrouwen;Slovenië;Minderjarig met ouder of voogd;2022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3469;Vrouwen;Slovenië;Minderjarig met ouder of voogd;2023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3470;Vrouwen;Slovenië;Minderjarig zonder ouder of voogd;2014;;;;;;;;;;;;;;
3471;Vrouwen;Slovenië;Minderjarig zonder ouder of voogd;2015;;;;;;;;;;;;;;
3472;Vrouwen;Slovenië;Minderjarig zonder ouder of voogd;2016;;;;;;;;;;;;;;
3473;Vrouwen;Slovenië;Minderjarig zonder ouder of voogd;2017;;;;;;;;;;;;;;
3474;Vrouwen;Slovenië;Minderjarig zonder ouder of voogd;2018;;;;;;;;;;;;;;
3475;Vrouwen;Slovenië;Minderjarig zonder ouder of voogd;2019;;;;;;;;;;;;;;
