ID;BedrijfstakkenBranchesSBI2008;Perioden;NietSeizoengecorrigeerd_1;Seizoengecorrigeerd_2;NietSeizoengecorrigeerd_3;Seizoengecorrigeerd_4;NietSeizoengecorrigeerd_5;Seizoengecorrigeerd_6;NietSeizoengecorrigeerd_7;Seizoengecorrigeerd_8;NietSeizoengecorrigeerd_9;Seizoengecorrigeerd_10;NietSeizoengecorrigeerd_11;Seizoengecorrigeerd_12
118;A Landbouw, bosbouw en visserij;1997 3e kwartaal;75.6;89.8;75.4;93.7;4.1;4.7;12.6;14.9;10.6;10.3;23.1;22.7
119;A Landbouw, bosbouw en visserij;1997 4e kwartaal;100.1;93.6;108.4;99.0;4.4;4.6;14.8;14.5;8.5;9.6;18.8;21.0
120;A Landbouw, bosbouw en visserij;1998 1e kwartaal;85.8;95.8;74.7;91.0;5.1;4.8;14.2;14.6;11.4;9.9;26.1;23.0
121;A Landbouw, bosbouw en visserij;1998 2e kwartaal;108.2;94.4;111.8;90.8;5.3;4.8;18.0;14.5;9.5;9.9;22.2;22.9
122;A Landbouw, bosbouw en visserij;1998 3e kwartaal;85.5;103.4;79.5;100.3;4.2;4.8;12.5;14.7;9.5;9.1;21.7;21.0
123;A Landbouw, bosbouw en visserij;1998 4e kwartaal;95.6;92.8;96.0;91.5;4.6;4.7;14.9;14.8;9.2;10.1;21.4;23.1
124;A Landbouw, bosbouw en visserij;1999 1e kwartaal;85.3;94.5;80.4;97.4;5.1;4.9;14.7;15.2;11.6;10.2;25.2;22.3
125;A Landbouw, bosbouw en visserij;1999 2e kwartaal;111.7;93.3;124.0;96.5;5.4;4.8;18.6;15.0;9.4;10.3;20.6;22.3
126;A Landbouw, bosbouw en visserij;1999 3e kwartaal;76.4;92.9;75.5;95.9;4.3;4.9;12.9;15.1;10.9;10.4;23.5;22.5
127;A Landbouw, bosbouw en visserij;1999 4e kwartaal;93.0;93.0;96.7;95.7;4.8;5.0;15.1;15.1;10.0;10.5;21.6;22.6
128;A Landbouw, bosbouw en visserij;2000 1e kwartaal;89.6;97.5;87.6;106.4;5.4;5.2;14.6;15.6;11.7;10.5;23.0;21.0
129;A Landbouw, bosbouw en visserij;2000 2e kwartaal;125.5;101.1;149.0;111.4;5.9;5.3;19.5;15.9;9.0;10.3;18.1;20.4
130;A Landbouw, bosbouw en visserij;2000 3e kwartaal;77.6;96.4;83.5;107.6;4.6;5.2;14.0;16.0;11.5;10.7;23.1;21.4
131;A Landbouw, bosbouw en visserij;2000 4e kwartaal;95.7;96.5;112.4;108.9;5.1;5.2;16.9;16.1;10.2;10.6;20.8;21.2
132;A Landbouw, bosbouw en visserij;2001 1e kwartaal;95.6;102.3;96.4;113.9;5.1;4.9;15.1;16.0;10.3;9.5;21.6;20.1
133;A Landbouw, bosbouw en visserij;2001 2e kwartaal;126.1;100.0;151.4;111.5;5.5;4.9;19.8;16.1;8.4;9.8;18.0;20.7
134;A Landbouw, bosbouw en visserij;2001 3e kwartaal;78.7;98.5;83.9;108.7;4.5;5.0;14.1;16.0;11.0;10.1;23.2;21.1
135;A Landbouw, bosbouw en visserij;2001 4e kwartaal;98.8;99.9;112.4;110.4;5.0;5.1;16.9;16.3;9.8;10.1;20.8;21.2
136;A Landbouw, bosbouw en visserij;2002 1e kwartaal;97.0;104.9;97.1;116.0;5.4;5.3;15.9;16.9;10.7;9.9;22.6;20.8
137;A Landbouw, bosbouw en visserij;2002 2e kwartaal;130.1;106.1;151.9;113.4;5.9;5.3;20.7;16.9;8.7;9.8;18.8;21.4
138;A Landbouw, bosbouw en visserij;2002 3e kwartaal;85.6;102.9;90.9;115.9;4.8;5.4;15.1;17.2;10.9;10.4;22.9;21.2
139;A Landbouw, bosbouw en visserij;2002 4e kwartaal;108.0;108.8;119.4;116.5;5.4;5.5;17.9;17.3;9.7;10.0;20.7;21.3
140;A Landbouw, bosbouw en visserij;2003 1e kwartaal;98.3;108.0;94.7;116.0;5.7;5.6;16.6;17.8;11.1;10.2;24.2;22.0
141;A Landbouw, bosbouw en visserij;2003 2e kwartaal;126.7;102.8;144.0;108.4;6.2;5.5;21.6;17.6;9.4;10.6;20.7;23.2
142;A Landbouw, bosbouw en visserij;2003 3e kwartaal;88.4;106.8;90.1;111.9;4.9;5.5;15.7;17.6;10.8;10.3;24.0;22.5
143;A Landbouw, bosbouw en visserij;2003 4e kwartaal;99.6;100.7;106.9;106.0;5.6;5.6;18.3;17.9;10.9;11.1;23.7;24.1
144;A Landbouw, bosbouw en visserij;2004 1e kwartaal;82.6;95.9;80.0;101.9;5.5;5.5;16.0;17.7;12.8;11.3;27.6;24.9
145;A Landbouw, bosbouw en visserij;2004 2e kwartaal;122.0;96.8;142.3;106.3;6.3;5.6;22.2;18.0;10.0;11.4;21.6;24.3
146;A Landbouw, bosbouw en visserij;2004 3e kwartaal;81.3;96.3;87.2;104.8;4.9;5.5;16.1;17.7;11.7;11.3;25.4;24.2
147;A Landbouw, bosbouw en visserij;2004 4e kwartaal;93.6;95.1;101.5;103.7;5.6;5.6;17.7;17.9;11.5;11.6;24.0;24.7
148;A Landbouw, bosbouw en visserij;2005 1e kwartaal;84.2;97.1;81.2;103.8;5.7;5.7;16.2;17.9;13.0;11.5;27.6;24.7
149;A Landbouw, bosbouw en visserij;2005 2e kwartaal;128.7;100.5;146.3;109.6;6.5;5.8;22.1;18.4;9.8;11.4;20.8;24.1
150;A Landbouw, bosbouw en visserij;2005 3e kwartaal;79.5;94.2;84.1;99.5;5.0;5.6;16.3;17.7;12.2;11.8;26.7;25.4
151;A Landbouw, bosbouw en visserij;2005 4e kwartaal;88.5;90.5;94.8;96.8;5.6;5.6;17.3;17.2;12.1;12.1;25.2;25.5
152;A Landbouw, bosbouw en visserij;2006 1e kwartaal;83.7;95.8;78.7;102.2;5.7;5.7;15.7;18.0;13.1;11.8;27.6;25.3
153;A Landbouw, bosbouw en visserij;2006 2e kwartaal;119.5;92.4;134.6;97.9;6.5;5.8;22.2;18.3;10.5;12.4;22.7;26.8
154;A Landbouw, bosbouw en visserij;2006 3e kwartaal;81.3;94.4;87.5;100.5;5.2;5.8;17.3;18.0;12.3;12.1;27.2;25.7
155;A Landbouw, bosbouw en visserij;2006 4e kwartaal;92.6;98.1;96.8;102.6;5.8;5.8;18.0;17.8;12.0;11.6;25.6;24.8
156;A Landbouw, bosbouw en visserij;2007 1e kwartaal;80.2;94.4;74.6;98.1;5.8;5.9;16.2;18.4;14.0;12.3;29.9;26.9
157;A Landbouw, bosbouw en visserij;2007 2e kwartaal;119.5;96.3;133.1;100.8;6.6;5.9;22.3;18.3;10.7;12.0;23.1;26.0
158;A Landbouw, bosbouw en visserij;2007 3e kwartaal;84.6;96.6;90.5;101.5;5.4;6.0;18.3;18.8;12.3;12.3;27.8;26.5
159;A Landbouw, bosbouw en visserij;2007 4e kwartaal;94.1;96.5;97.6;101.1;6.2;6.2;18.9;19.1;12.8;12.7;26.7;27.1
160;A Landbouw, bosbouw en visserij;2008 1e kwartaal;82.6;94.5;77.0;98.2;6.0;6.1;16.7;18.7;14.1;12.8;29.8;27.2
161;A Landbouw, bosbouw en visserij;2008 2e kwartaal;130.6;98.9;142.6;102.1;7.1;6.3;23.2;19.5;10.5;12.6;22.4;27.3
162;A Landbouw, bosbouw en visserij;2008 3e kwartaal;84.9;99.4;94.7;109.3;5.9;6.5;20.0;20.6;13.4;12.9;29.2;27.1
163;A Landbouw, bosbouw en visserij;2008 4e kwartaal;89.5;96.7;90.4;99.4;6.5;6.5;19.1;19.6;14.0;13.2;29.1;28.2
164;A Landbouw, bosbouw en visserij;2009 1e kwartaal;88.4;97.5;81.1;98.4;6.4;6.6;17.1;18.9;14.1;13.3;29.1;27.5
165;A Landbouw, bosbouw en visserij;2009 2e kwartaal;126.4;93.7;136.1;96.1;7.3;6.6;23.4;19.4;11.2;13.8;23.7;28.9
166;A Landbouw, bosbouw en visserij;2009 3e kwartaal;79.6;94.9;86.1;99.4;6.0;6.6;20.1;20.7;14.6;13.8;32.1;29.8
167;A Landbouw, bosbouw en visserij;2009 4e kwartaal;85.6;95.3;83.6;96.5;6.6;6.6;18.2;19.1;14.8;13.6;30.0;28.3
168;A Landbouw, bosbouw en visserij;2010 1e kwartaal;86.5;96.3;84.7;103.1;6.6;6.7;19.2;20.9;14.8;13.8;31.3;29.1
169;A Landbouw, bosbouw en visserij;2010 2e kwartaal;127.7;96.4;138.4;98.3;7.5;6.7;24.4;20.2;11.4;13.8;24.3;29.4
170;A Landbouw, bosbouw en visserij;2010 3e kwartaal;82.9;96.6;84.0;96.9;6.1;6.8;19.1;20.0;14.3;13.9;31.4;29.5
171;A Landbouw, bosbouw en visserij;2010 4e kwartaal;90.7;100.8;88.4;102.1;7.0;7.0;19.4;20.6;15.0;13.7;30.3;28.9
172;A Landbouw, bosbouw en visserij;2011 1e kwartaal;90.7;101.8;85.7;104.6;6.9;7.0;19.5;21.0;14.6;13.5;31.3;28.8
173;A Landbouw, bosbouw en visserij;2011 2e kwartaal;131.0;98.6;138.8;100.4;7.8;7.0;24.5;20.9;11.5;14.0;24.3;29.8
174;A Landbouw, bosbouw en visserij;2011 3e kwartaal;89.2;101.8;91.3;104.0;6.4;7.1;19.7;20.8;13.9;13.7;29.8;28.6
175;A Landbouw, bosbouw en visserij;2011 4e kwartaal;92.0;102.2;90.1;102.1;7.3;7.2;20.6;21.2;15.4;14.0;31.5;29.7
176;A Landbouw, bosbouw en visserij;2012 1e kwartaal;92.3;103.8;86.7;106.0;7.1;7.3;19.8;21.5;14.9;13.8;31.5;29.0
177;A Landbouw, bosbouw en visserij;2012 2e kwartaal;141.0;105.4;151.2;109.3;8.1;7.3;25.4;21.6;11.0;13.6;23.1;28.2
