ID;LeeftijdReferentiepersoon;Perioden;ReferentiepersonenMetKinderen_1;k_0Tot3Jaar_2;k_3Tot6Jaar_3;k_6Tot12Jaar_4;k_12Tot18Jaar_5;k_18JaarOfOuder_6
34;Totaal over alle leeftijden;2041;2418344;481326;306664;524233.0;498236.0;607889.0
35;Totaal over alle leeftijden;2042;2417212;479317;304947;523435.0;499309.0;610205.0
36;Totaal over alle leeftijden;2043;2415788;477744;303178;522194.0;499998.0;612672.0
37;Totaal over alle leeftijden;2044;2414073;476629;301458;520475.0;500369.0;615138.0
38;Totaal over alle leeftijden;2045;2412081;475972;299882;518275.0;500505.0;617447.0
39;Totaal over alle leeftijden;2046;2409874;475765;298526;515666.0;500414.0;619503.0
40;Totaal over alle leeftijden;2047;2407512;475962;297423;512797.0;500065.0;621265.0
41;Totaal over alle leeftijden;2048;2405037;476495;296606;509818.0;499390.0;622727.0
42;Totaal over alle leeftijden;2049;2402475;477261;296100;506902.0;498299.0;623914.0
43;Totaal over alle leeftijden;2050;2399893;478213;295894;504191.0;496744.0;624851.0
44;100;2007;48620;39364;8355;900.0;;
45;100;2008;48377;39318;7933;1126.0;;
46;100;2009;48390;40013;7154;1223.0;;
47;100;2010;48418;40329;6945;1144.0;;
48;100;2011;48363;40399;7056;909.0;;
49;100;2012;48182;40299;7187;695.0;;
50;100;2013;48256;40406;7034;817.0;;
51;100;2014;48441;40864;6722;855.0;;
52;100;2015;48498;41185;6473;839.0;;
53;100;2016;48023;41033;6228;763.0;;
54;100;2017;47508;40763;6145;600.0;;
55;100;2018;47220;40614;6090;517.0;;
56;100;2019;47063;40543;6043;478.0;;
57;100;2020;46894;40467;5975;452.0;;
58;100;2021;47219;40786;5994;440.0;;
59;100;2022;47820;41300;6083;437.0;;
60;100;2023;48276;41680;6161;434.0;;
61;100;2024;48303;41691;6187;426.0;;
62;100;2025;48182;41562;6200;419.0;;
63;100;2026;47418;40922;6092;402.0;;
64;100;2027;46704;40320;5998;386.0;;
65;100;2028;45911;39654;5889;370.0;;
66;100;2029;44957;38866;5743;347.0;;
67;100;2030;44255;38282;5643;329.0;;
68;100;2031;43894;37978;5599;318.0;;
69;100;2032;43580;37724;5539;317.0;;
70;100;2033;43353;37549;5479;326.0;;
71;100;2034;43198;37435;5433;329.0;;
72;100;2035;43094;37372;5404;317.0;;
73;100;2036;43051;37359;5386;307.0;;
74;100;2037;43084;37406;5381;295.0;;
75;100;2038;43182;37512;5387;282.0;;
76;100;2039;43336;37665;5398;274.0;;
77;100;2040;43530;37845;5420;265.0;;
78;100;2041;43742;38040;5446;256.0;;
79;100;2042;43951;38227;5478;247.0;;
80;100;2043;44146;38394;5514;238.0;;
81;100;2044;44294;38518;5546;230.0;;
82;100;2045;44373;38584;5564;226.0;;
83;100;2046;44373;38584;5564;226.0;;
84;100;2047;44373;38584;5564;226.0;;
85;100;2048;44373;38584;5564;226.0;;
86;100;2049;44373;38584;5564;226.0;;
87;100;2050;44373;38584;5564;226.0;;
88;101;2007;490658;305327;118948;58497.0;7763.0;124.0
89;101;2008;473005;293791;113675;58602.0;6823.0;114.0
90;101;2009;462705;287650;109118;59787.0;6038.0;110.0
91;101;2010;456315;286243;103392;60874.0;5713.0;95.0
92;101;2011;454663;288155;99407;61166.0;5840.0;94.0
93;101;2012;455496;290649;98114;60339.0;6283.0;110.0
94;101;2013;456633;292618;99564;56807.0;7552.0;92.0
95;101;2014;457453;293824;101935;52862.0;8743.0;90.0
96;101;2015;459244;295264;103441;51039.0;9405.0;95.0
97;101;2016;459643;296501;103556;49677.0;9831.0;79.0
98;101;2017;461477;298570;104125;49172.0;9523.0;88.0
99;101;2018;465774;301747;105420;49645.0;8861.0;101.0
100;101;2019;470977;305234;107007;50240.0;8374.0;124.0
101;101;2020;475423;308183;108396;50784.0;7902.0;158.0
102;101;2021;478651;310203;109403;51187.0;7707.0;151.0
103;101;2022;480141;311150;109959;51343.0;7572.0;117.0
104;101;2023;482021;312138;110638;51906.0;7257.0;82.0
105;101;2024;484288;313325;111439;52478.0;6975.0;71.0
106;101;2025;485698;314073;111978;52892.0;6653.0;102.0
107;101;2026;485286;314198;111898;52787.0;6307.0;97.0
108;101;2027;484561;314207;111644;52569.0;6056.0;86.0
109;101;2028;484766;314649;111597;52528.0;5915.0;77.0
110;101;2029;485344;315237;111647;52568.0;5839.0;54.0
111;101;2030;485268;315351;111597;52540.0;5736.0;45.0
112;101;2031;486267;315657;111929;52886.0;5754.0;41.0
113;101;2032;487397;315739;112388;53389.0;5842.0;40.0
114;101;2033;486857;314783;112455;53656.0;5927.0;37.0
115;101;2034;483824;312514;111879;53449.0;5948.0;35.0
116;101;2035;479779;309709;111030;53063.0;5946.0;32.0
117;101;2036;473171;305811;109461;52056.0;5813.0;29.0
118;101;2037;467149;302307;108002;51121.0;5694.0;24.0
119;101;2038;461372;299083;106563;50144.0;5562.0;21.0
120;101;2039;455705;296118;105117;49062.0;5390.0;18.0
121;101;2040;451839;294170;104114;48283.0;5257.0;15.0
122;101;2041;449909;293221;103609;47886.0;5182.0;11.0
123;101;2042;448535;292623;103230;47558.0;5114.0;9.0
124;101;2043;447877;292453;103018;47341.0;5055.0;10.0
125;101;2044;447817;292638;102951;47218.0;4994.0;17.0
126;101;2045;448257;293126;102996;47172.0;4933.0;31.0
127;101;2046;449183;293903;103155;47191.0;4907.0;28.0
128;101;2047;450498;294881;103404;47296.0;4890.0;25.0
129;101;2048;452080;295968;103728;47478.0;4885.0;21.0
130;101;2049;453781;297063;104104;47699.0;4896.0;18.0
131;101;2050;455501;298126;104502;47942.0;4916.0;15.0
132;102;2007;1031811;165970;218777;396795.0;204792.0;45477.0
133;102;2008;1024630;163739;220333;401259.0;196218.0;43081.0
134;102;2009;1008962;160082;215221;406651.0;184815.0;42195.0
135;102;2010;988209;156050;206641;410942.0;173680.0;40896.0
136;102;2011;964847;151484;198614;407741.0;168190.0;38818.0
137;102;2012;940621;147140;192299;400575.0;163320.0;37288.0
138;102;2013;916502;143328;187127;387395.0;162704.0;35948.0
139;102;2014;891309;140434;183208;373516.0;160820.0;33334.0
140;102;2015;861303;138186;180035;354973.0;158383.0;29726.0
141;102;2016;836853;137673;178255;338463.0;155139.0;27322.0
142;102;2017;816460;137283;176312;327118.0;149694.0;26054.0
143;102;2018;797816;136257;174266;319147.0;142491.0;25654.0
144;102;2019;786629;135387;172819;316887.0;134457.0;27079.0
145;102;2020;780118;135390;172171;317009.0;127557.0;27989.0
146;102;2021;778948;136065;172184;318489.0;122888.0;29322.0
147;102;2022;781315;137473;172964;320044.0;120608.0;30227.0
148;102;2023;783903;138679;173934;321199.0;120274.0;29817.0
149;102;2024;786260;139738;174967;321817.0;121926.0;27811.0
150;102;2025;790289;141056;176275;323073.0;123649.0;26238.0
151;102;2026;794545;143178;178095;324403.0;123949.0;24920.0
152;102;2027;800357;145044;180026;326606.0;124485.0;24197.0
153;102;2028;807820;146189;181742;329963.0;125941.0;23985.0
154;102;2029;815566;146919;183174;333553.0;128132.0;23788.0
155;102;2030;822086;147527;184268;336617.0;129960.0;23714.0
156;102;2031;825529;147268;184553;338616.0;131384.0;23708.0
157;102;2032;826418;146758;184358;339503.0;132182.0;23617.0
158;102;2033;828443;146790;184380;340500.0;133105.0;23671.0
159;102;2034;832240;147626;184894;341715.0;134184.0;23821.0
160;102;2035;835339;148498;185507;342439.0;134968.0;23927.0
161;102;2036;837779;150009;186592;342573.0;134882.0;23725.0
162;102;2037;838801;150791;187416;342529.0;134552.0;23514.0
163;102;2038;840051;151120;188054;342952.0;134499.0;23426.0
164;102;2039;841098;151161;188422;343573.0;134539.0;23402.0
165;102;2040;839788;150302;188044;343722.0;134367.0;23353.0
166;102;2041;838077;148698;187042;344031.0;134767.0;23541.0
167;102;2042;836200;147116;185743;344116.0;135390.0;23835.0
168;102;2043;832318;145551;184109;343075.0;135556.0;24026.0
169;102;2044;825892;144108;182278;340660.0;134871.0;23973.0
170;102;2045;818732;142888;180525;337630.0;133869.0;23820.0
171;102;2046;809336;141886;178830;333474.0;131812.0;23334.0
172;102;2047;801092;141115;177437;329741.0;129936.0;22863.0
173;102;2048;793629;140571;176324;326304.0;128066.0;22363.0
174;102;2049;786828;140257;175484;323203.0;126094.0;21791.0
175;102;2050;782463;140168;175030;321182.0;124718.0;21364.0
176;103;2007;772096;1267;8470;101184.0;293270.0;367905.0
177;103;2008;793339;1393;8880;107319.0;306436.0;369311.0
178;103;2009;814957;1606;9421;114225.0;314986.0;374721.0
179;103;2010;835567;1668;10077;121916.0;322586.0;379320.0
180;103;2011;851916;1696;10427;127879.0;330323.0;381590.0
181;103;2012;863916;1699;10701;133041.0;336601.0;381874.0
182;103;2013;873207;1703;10858;136103.0;343916.0;380627.0
183;103;2014;881657;1715;11107;140107.0;354673.0;374056.0
184;103;2015;892473;1765;11529;144561.0;369114.0;365504.0
185;103;2016;900286;1756;11696;146037.0;383715.0;357081.0
186;103;2017;903020;1709;11563;145670.0;390734.0;353344.0
187;103;2018;901441;1641;11236;144995.0;393857.0;349712.0
188;103;2019;891604;1547;10725;141477.0;387452.0;350403.0
189;103;2020;876491;1465;10215;137663.0;379434.0;347713.0
190;103;2021;857973;1405;9822;133020.0;367180.0;346545.0
191;103;2022;837788;1364;9582;128883.0;352549.0;345410.0
192;103;2023;815925;1344;9451;125362.0;340228.0;339539.0
193;103;2024;792980;1348;9452;123211.0;329532.0;329438.0
194;103;2025;767553;1351;9451;121741.0;321963.0;313048.0
195;103;2026;747793;1368;9577;121722.0;318311.0;296816.0
196;103;2027;731867;1364;9649;121703.0;315364.0;283786.0
197;103;2028;717619;1340;9573;120940.0;312202.0;273565.0
198;103;2029;709442;1323;9506;120248.0;309666.0;268700.0
199;103;2030;705767;1329;9550;120373.0;308282.0;266233.0
200;103;2031;706512;1341;9670;121085.0;308182.0;266235.0
201;103;2032;710255;1363;9865;122500.0;309198.0;267330.0
202;103;2033;714345;1368;10001;123708.0;310464.0;268806.0
203;103;2034;717889;1366;10096;124745.0;311833.0;269849.0
204;103;2035;722522;1371;10214;126024.0;313831.0;271084.0
205;103;2036;728114;1396;10423;128053.0;316728.0;271514.0
206;103;2037;734592;1408;10575;129780.0;319940.0;272890.0
207;103;2038;741676;1404;10615;130754.0;323029.0;275873.0
208;103;2039;748507;1390;10629;131355.0;325730.0;279403.0
209;103;2040;754190;1384;10646;131845.0;327899.0;282416.0
210;103;2041;756830;1367;10567;131497.0;328786.0;284614.0
211;103;2042;757340;1351;10496;130946.0;328787.0;285761.0
212;103;2043;758912;1346;10537;130974.0;328984.0;287071.0
213;103;2044;762209;1365;10683;131804.0;329820.0;288536.0
214;103;2045;764955;1374;10797;132681.0;330666.0;289436.0
215;103;2046;767835;1392;10977;134198.0;332052.0;289215.0
216;103;2047;769265;1382;11018;134950.0;333139.0;288777.0
217;103;2048;770619;1372;10990;135232.0;334167.0;288857.0
218;103;2049;771662;1357;10948;135203.0;334973.0;289181.0
219;103;2050;770379;1335;10798;134271.0;334709.0;289266.0
220;104;2007;159106;0;1;325.0;12150.0;146630.0
221;104;2008;166081;0;0;374.0;13223.0;152484.0
222;104;2009;173884;0;0;347.0;14761.0;158776.0
223;104;2010;182846;0;0;380.0;16007.0;166458.0
224;104;2011;193178;0;0;412.0;16921.0;175845.0
225;104;2012;203580;0;0;452.0;17777.0;185351.0
226;104;2013;214927;0;0;495.0;19190.0;195242.0
227;104;2014;226641;0;0;470.0;20458.0;205713.0
228;104;2015;239058;0;0;581.0;22003.0;216474.0
229;104;2016;250485;0;0;549.0;23627.0;226310.0
230;104;2017;262150;0;0;586.0;25305.0;236260.0
231;104;2018;273283;0;0;665.0;26995.0;245622.0
232;104;2019;284765;0;0;694.0;28349.0;255722.0
233;104;2020;296261;0;0;726.0;29784.0;265751.0
234;104;2021;305920;0;0;736.0;31023.0;274160.0
235;104;2022;314094;0;0;729.0;31609.0;281757.0
236;104;2023;321488;0;0;726.0;32311.0;288452.0
237;104;2024;329157;0;0;728.0;33641.0;294789.0
238;104;2025;338194;0;0;751.0;34815.0;302628.0
239;104;2026;344087;0;0;747.0;35508.0;307832.0
240;104;2027;345676;0;0;728.0;35457.0;309491.0
241;104;2028;344112;0;0;696.0;34835.0;308582.0
242;104;2029;337201;0;0;656.0;33362.0;303185.0
243;104;2030;328586;0;0;618.0;31914.0;296054.0
244;104;2031;318656;0;0;590.0;30620.0;287446.0
245;104;2032;309340;0;0;574.0;29721.0;279045.0
246;104;2033;300953;0;0;568.0;29188.0;271197.0
247;104;2034;294321;0;0;576.0;29052.0;264693.0
248;104;2035;288471;0;0;576.0;28995.0;258899.0
249;104;2036;285554;0;0;577.0;29298.0;255680.0
250;104;2037;283222;0;0;578.0;29456.0;253187.0
251;104;2038;280183;0;0;565.0;29253.0;250364.0
252;104;2039;278018;0;0;558.0;29069.0;248390.0
253;104;2040;277518;0;0;560.0;29182.0;247776.0
254;104;2041;278410;0;0;563.0;29489.0;248359.0
255;104;2042;280689;0;0;568.0;30006.0;250115.0
256;104;2043;282787;0;0;566.0;30391.0;251830.0
257;104;2044;284640;0;0;563.0;30671.0;253405.0
258;104;2045;287007;0;0;566.0;31024.0;255416.0
259;104;2046;290576;0;0;577.0;31630.0;258369.0
260;104;2047;293949;0;0;584.0;32087.0;261278.0
261;104;2048;296443;0;0;578.0;32260.0;263605.0
262;104;2049;298359;0;0;571.0;32324.0;265464.0
263;104;2050;299919;0;0;570.0;32390.0;266959.0
264;105;2007;19954;0;0;0.0;21.0;19933.0
265;105;2008;19629;0;0;0.0;21.0;19608.0
266;105;2009;19558;0;0;0.0;17.0;19540.0
267;105;2010;19644;0;0;0.0;19.0;19625.0
268;105;2011;19500;0;0;0.0;20.0;19481.0
269;105;2012;20792;0;0;0.0;18.0;20774.0
270;105;2013;21733;0;0;0.0;15.0;21718.0
271;105;2014;22475;0;0;0.0;19.0;22456.0
272;105;2015;23055;0;0;0.0;22.0;23033.0
273;105;2016;23709;0;0;0.0;24.0;23686.0
274;105;2017;24419;0;0;0.0;15.0;24404.0
275;105;2018;25322;0;0;0.0;11.0;25311.0
276;105;2019;26246;0;0;0.0;17.0;26229.0
277;105;2020;27240;0;0;0.0;21.0;27219.0
278;105;2021;28351;0;0;0.0;20.0;28331.0
279;105;2022;29334;0;0;0.0;32.0;29302.0
280;105;2023;30523;0;0;0.0;29.0;30494.0
281;105;2024;31735;0;0;0.0;13.0;31722.0
282;105;2025;33088;0;0;0.0;15.0;33073.0
283;105;2026;34416;0;0;0.0;18.0;34398.0
284;105;2027;35801;0;0;0.0;18.0;35783.0
285;105;2028;37220;0;0;0.0;20.0;37200.0
286;105;2029;38656;0;0;0.0;22.0;38634.0
287;105;2030;40086;0;0;0.0;22.0;40064.0
288;105;2031;41158;0;0;0.0;22.0;41136.0
289;105;2032;41933;0;0;0.0;19.0;41914.0
290;105;2033;42644;0;0;0.0;18.0;42626.0
291;105;2034;43397;0;0;0.0;18.0;43378.0
292;105;2035;44359;0;0;0.0;21.0;44338.0
293;105;2036;44892;0;0;0.0;22.0;44870.0
294;105;2037;44878;0;0;0.0;19.0;44859.0
295;105;2038;44477;0;0;0.0;16.0;44461.0
296;105;2039;43437;0;0;0.0;13.0;43424.0
297;105;2040;42239;0;0;0.0;12.0;42227.0
298;105;2041;40968;0;0;0.0;12.0;40956.0
299;105;2042;39837;0;0;0.0;12.0;39825.0
300;105;2043;38853;0;0;0.0;12.0;38840.0
301;105;2044;38088;0;0;0.0;13.0;38074.0
302;105;2045;37344;0;0;0.0;13.0;37331.0
303;105;2046;36955;0;0;0.0;13.0;36941.0
304;105;2047;36614;0;0;0.0;13.0;36601.0
305;105;2048;36142;0;0;0.0;12.0;36130.0
306;105;2049;35821;0;0;0.0;12.0;35809.0
307;105;2050;35753;0;0;0.0;11.0;35742.0
308;106;2007;5729;0;0;0.0;0.0;5729.0
309;106;2008;5729;0;0;0.0;0.0;5729.0
310;106;2009;5729;0;0;0.0;0.0;5729.0
311;106;2010;5729;0;0;0.0;0.0;5729.0
312;106;2011;5729;0;0;0.0;0.0;5729.0
313;106;2012;5703;0;0;0.0;0.0;5703.0
314;106;2013;5655;0;0;0.0;0.0;5655.0
315;106;2014;5611;0;0;0.0;0.0;5611.0
316;106;2015;5558;0;0;0.0;0.0;5558.0
317;106;2016;5491;0;0;0.0;0.0;5491.0
318;106;2017;5373;0;0;0.0;0.0;5373.0
319;106;2018;5265;0;0;0.0;0.0;5265.0
320;106;2019;5214;0;0;0.0;0.0;5214.0
321;106;2020;5188;0;0;0.0;0.0;5188.0
322;106;2021;5090;0;0;0.0;0.0;5090.0
323;106;2022;5333;0;0;0.0;0.0;5333.0
324;106;2023;5509;0;0;0.0;0.0;5509.0
325;106;2024;5620;0;0;0.0;0.0;5620.0
326;106;2025;5690;0;0;0.0;0.0;5690.0
327;106;2026;5771;0;0;0.0;0.0;5771.0
328;106;2027;5864;0;0;0.0;0.0;5864.0
329;106;2028;6009;0;0;0.0;0.0;6009.0
330;106;2029;6172;0;0;0.0;0.0;6172.0
331;106;2030;6366;0;0;0.0;0.0;6366.0
332;106;2031;6601;0;0;0.0;0.0;6601.0
333;106;2032;6826;0;0;0.0;0.0;6826.0
334;106;2033;7093;0;0;0.0;0.0;7093.0
335;106;2034;7380;0;0;0.0;0.0;7380.0
336;106;2035;7696;0;0;0.0;0.0;7696.0
337;106;2036;8002;0;0;0.0;0.0;8002.0
338;106;2037;8322;0;0;0.0;0.0;8322.0
339;106;2038;8631;0;0;0.0;0.0;8631.0
340;106;2039;8932;0;0;0.0;0.0;8932.0
341;106;2040;9225;0;0;0.0;0.0;9225.0
342;106;2041;9457;0;0;0.0;0.0;9457.0
343;106;2042;9630;0;0;0.0;0.0;9630.0
344;106;2043;9782;0;0;0.0;0.0;9782.0
345;106;2044;9940;0;0;0.0;0.0;9940.0
346;106;2045;10139;0;0;0.0;0.0;10139.0
347;106;2046;10268;0;0;0.0;0.0;10268.0
348;106;2047;10299;0;0;0.0;0.0;10299.0
349;106;2048;10255;0;0;0.0;0.0;10255.0
350;106;2049;10080;0;0;0.0;0.0;10080.0
351;106;2050;9859;0;0;0.0;0.0;9859.0
352;107;2007;696;0;0;0.0;0.0;696.0
353;107;2008;696;0;0;0.0;0.0;696.0
354;107;2009;696;0;0;0.0;0.0;696.0
355;107;2010;696;0;0;0.0;0.0;696.0
356;107;2011;696;0;0;0.0;0.0;696.0
357;107;2012;696;0;0;0.0;0.0;696.0
358;107;2013;696;0;0;0.0;0.0;696.0
359;107;2014;696;0;0;0.0;0.0;696.0
360;107;2015;696;0;0;0.0;0.0;696.0
361;107;2016;696;0;0;0.0;0.0;696.0
362;107;2017;696;0;0;0.0;0.0;696.0
363;107;2018;696;0;0;0.0;0.0;696.0
364;107;2019;696;0;0;0.0;0.0;696.0
365;107;2020;696;0;0;0.0;0.0;696.0
366;107;2021;696;0;0;0.0;0.0;696.0
367;107;2022;685;0;0;0.0;0.0;685.0
368;107;2023;665;0;0;0.0;0.0;665.0
369;107;2024;642;0;0;0.0;0.0;642.0
370;107;2025;615;0;0;0.0;0.0;615.0
371;107;2026;583;0;0;0.0;0.0;583.0
372;107;2027;542;0;0;0.0;0.0;542.0
373;107;2028;509;0;0;0.0;0.0;509.0
374;107;2029;490;0;0;0.0;0.0;490.0
375;107;2030;483;0;0;0.0;0.0;483.0
376;107;2031;474;0;0;0.0;0.0;474.0
377;107;2032;529;0;0;0.0;0.0;529.0
378;107;2033;572;0;0;0.0;0.0;572.0
379;107;2034;609;0;0;0.0;0.0;609.0
380;107;2035;639;0;0;0.0;0.0;639.0
381;107;2036;674;0;0;0.0;0.0;674.0
382;107;2037;709;0;0;0.0;0.0;709.0
383;107;2038;756;0;0;0.0;0.0;756.0
384;107;2039;811;0;0;0.0;0.0;811.0
385;107;2040;873;0;0;0.0;0.0;873.0
386;107;2041;942;0;0;0.0;0.0;942.0
387;107;2042;1019;0;0;0.0;0.0;1019.0
388;107;2043;1100;0;0;0.0;0.0;1100.0
389;107;2044;1179;0;0;0.0;0.0;1179.0
390;107;2045;1259;0;0;0.0;0.0;1259.0
391;107;2046;1331;0;0;0.0;0.0;1331.0
392;107;2047;1404;0;0;0.0;0.0;1404.0
393;107;2048;1476;0;0;0.0;0.0;1476.0
394;107;2049;1549;0;0;0.0;0.0;1549.0
395;107;2050;1622;0;0;0.0;0.0;1622.0
396;108;2007;10;0;0;0.0;0.0;10.0
397;108;2008;10;0;0;0.0;0.0;10.0
398;108;2009;10;0;0;0.0;0.0;10.0
399;108;2010;10;0;0;0.0;0.0;10.0
400;108;2011;10;0;0;0.0;0.0;10.0
401;108;2012;10;0;0;0.0;0.0;10.0
402;108;2013;10;0;0;0.0;0.0;10.0
403;108;2014;10;0;0;0.0;0.0;10.0
404;108;2015;10;0;0;0.0;0.0;10.0
405;108;2016;10;0;0;0.0;0.0;10.0
406;108;2017;10;0;0;0.0;0.0;10.0
407;108;2018;10;0;0;0.0;0.0;10.0
408;108;2019;10;0;0;0.0;0.0;10.0
409;108;2020;10;0;0;0.0;0.0;10.0
410;108;2021;10;0;0;0.0;0.0;10.0
411;108;2022;10;0;0;0.0;0.0;10.0
412;108;2023;10;0;0;0.0;0.0;10.0
413;108;2024;10;0;0;0.0;0.0;10.0
414;108;2025;10;0;0;0.0;0.0;10.0
415;108;2026;10;0;0;0.0;0.0;10.0
416;108;2027;10;0;0;0.0;0.0;10.0
417;108;2028;10;0;0;0.0;0.0;10.0
418;108;2029;10;0;0;0.0;0.0;10.0
419;108;2030;10;0;0;0.0;0.0;10.0
420;108;2031;10;0;0;0.0;0.0;10.0
421;108;2032;10;0;0;0.0;0.0;10.0
422;108;2033;9;0;0;0.0;0.0;9.0
423;108;2034;8;0;0;0.0;0.0;8.0
424;108;2035;8;0;0;0.0;0.0;8.0
425;108;2036;8;0;0;0.0;0.0;8.0
426;108;2037;8;0;0;0.0;0.0;8.0
427;108;2038;8;0;0;0.0;0.0;8.0
428;108;2039;8;0;0;0.0;0.0;8.0
429;108;2040;9;0;0;0.0;0.0;9.0
430;108;2041;9;0;0;0.0;0.0;9.0
431;108;2042;11;0;0;0.0;0.0;11.0
432;108;2043;13;0;0;0.0;0.0;13.0
433;108;2044;14;0;0;0.0;0.0;14.0
434;108;2045;15;0;0;0.0;0.0;15.0
435;108;2046;17;0;0;0.0;0.0;17.0
436;108;2047;18;0;0;0.0;0.0;18.0
437;108;2048;20;0;0;0.0;0.0;20.0
438;108;2049;22;0;0;0.0;0.0;22.0
439;108;2050;24;0;0;0.0;0.0;24.0
440;1;2007;4548;4365;183;;;
441;1;2008;4592;4445;147;;;
442;1;2009;4599;4463;136;;;
443;1;2010;4538;4370;168;;;
444;1;2011;4253;4089;164;;;
445;1;2012;4061;3908;153;;;
446;1;2013;3954;3811;143;;;
447;1;2014;3894;3773;121;;;
448;1;2015;3831;3720;111;;;
449;1;2016;3834;3727;107;;;
450;1;2017;3882;3775;107;;;
451;1;2018;3931;3826;105;;;
452;1;2019;3946;3843;103;;;
453;1;2020;3959;3857;102;;;
454;1;2021;3898;3800;98;;;
455;1;2022;3847;3754;93;;;
456;1;2023;3781;3692;89;;;
457;1;2024;3688;3604;84;;;
458;1;2025;3621;3540;80;;;
459;1;2026;3593;3516;76;;;
460;1;2027;3581;3507;74;;;
461;1;2028;3567;3493;75;;;
462;1;2029;3546;3464;81;;;
463;1;2030;3522;3427;95;;;
464;1;2031;3509;3417;93;;;
465;1;2032;3496;3406;90;;;
466;1;2033;3491;3406;85;;;
467;1;2034;3493;3410;83;;;
468;1;2035;3498;3418;79;;;
469;1;2036;3507;3430;78;;;
470;1;2037;3518;3442;75;;;
471;1;2038;3529;3456;72;;;
472;1;2039;3539;3470;69;;;
473;1;2040;3545;3479;66;;;
474;1;2041;3545;3479;66;;;
475;1;2042;3545;3479;66;;;
476;1;2043;3545;3479;66;;;
477;1;2044;3545;3479;66;;;
478;1;2045;3545;3479;66;;;
479;1;2046;3545;3479;66;;;
480;1;2047;3545;3479;66;;;
481;1;2048;3545;3479;66;;;
482;1;2049;3545;3479;66;;;
483;1;2050;3545;3479;66;;;
484;2;2007;44072;34999;8172;900.0;;
485;2;2008;43785;34873;7786;1126.0;;
486;2;2009;43791;35550;7018;1223.0;;
487;2;2010;43880;35959;6777;1144.0;;
488;2;2011;44110;36310;6892;909.0;;
489;2;2012;44121;36391;7034;695.0;;
490;2;2013;44302;36595;6891;817.0;;
491;2;2014;44547;37091;6601;855.0;;
492;2;2015;44667;37465;6362;839.0;;
493;2;2016;44189;37306;6121;763.0;;
494;2;2017;43626;36988;6038;600.0;;
