ID;BeroepsEnEigenVervoer;Vervoerstromen;Perioden;VervoerdLadinggewicht_1
123;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2009;650264.0
124;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2010;627372.0
125;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2011;628191.0
126;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2012;604152.0
127;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2013;609193.0
128;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2014;609728.0
129;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2015;611129.0
130;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2016;629232.0
131;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2017;638110.0
132;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2018;653616.0
133;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2019;660065.0
134;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2020;658074.0
135;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2021;672614.0
136;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2022;666348.0
137;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2023;616899.0
138;Beroeps- en eigen vervoer;Binnenlands vervoer;1955;
139;Beroeps- en eigen vervoer;Binnenlands vervoer;1956;
140;Beroeps- en eigen vervoer;Binnenlands vervoer;1957;
141;Beroeps- en eigen vervoer;Binnenlands vervoer;1958;
142;Beroeps- en eigen vervoer;Binnenlands vervoer;1959;
143;Beroeps- en eigen vervoer;Binnenlands vervoer;1960;
144;Beroeps- en eigen vervoer;Binnenlands vervoer;1961;
145;Beroeps- en eigen vervoer;Binnenlands vervoer;1962;
146;Beroeps- en eigen vervoer;Binnenlands vervoer;1963;249879.0
147;Beroeps- en eigen vervoer;Binnenlands vervoer;1964;252185.0
148;Beroeps- en eigen vervoer;Binnenlands vervoer;1965;276818.0
149;Beroeps- en eigen vervoer;Binnenlands vervoer;1966;276233.0
150;Beroeps- en eigen vervoer;Binnenlands vervoer;1967;290693.0
151;Beroeps- en eigen vervoer;Binnenlands vervoer;1968;298956.0
152;Beroeps- en eigen vervoer;Binnenlands vervoer;1969;321301.0
153;Beroeps- en eigen vervoer;Binnenlands vervoer;1970;328775.0
154;Beroeps- en eigen vervoer;Binnenlands vervoer;1971;334977.0
155;Beroeps- en eigen vervoer;Binnenlands vervoer;1972;340415.0
156;Beroeps- en eigen vervoer;Binnenlands vervoer;1973;347358.0
157;Beroeps- en eigen vervoer;Binnenlands vervoer;1974;356531.0
158;Beroeps- en eigen vervoer;Binnenlands vervoer;1975;354595.0
159;Beroeps- en eigen vervoer;Binnenlands vervoer;1976;364029.0
160;Beroeps- en eigen vervoer;Binnenlands vervoer;1977;364280.0
161;Beroeps- en eigen vervoer;Binnenlands vervoer;1978;375235.0
162;Beroeps- en eigen vervoer;Binnenlands vervoer;1979;361815.0
163;Beroeps- en eigen vervoer;Binnenlands vervoer;1980;386841.0
164;Beroeps- en eigen vervoer;Binnenlands vervoer;1981;379941.0
165;Beroeps- en eigen vervoer;Binnenlands vervoer;1982;387124.0
166;Beroeps- en eigen vervoer;Binnenlands vervoer;1983;360987.0
167;Beroeps- en eigen vervoer;Binnenlands vervoer;1984;376176.0
168;Beroeps- en eigen vervoer;Binnenlands vervoer;1985;371639.0
169;Beroeps- en eigen vervoer;Binnenlands vervoer;1986;393992.0
170;Beroeps- en eigen vervoer;Binnenlands vervoer;1987;394194.0
171;Beroeps- en eigen vervoer;Binnenlands vervoer;1988;433326.0
172;Beroeps- en eigen vervoer;Binnenlands vervoer;1989;415733.0
173;Beroeps- en eigen vervoer;Binnenlands vervoer;1990;424818.0
174;Beroeps- en eigen vervoer;Binnenlands vervoer;1991;415591.0
175;Beroeps- en eigen vervoer;Binnenlands vervoer;1992;440351.0
176;Beroeps- en eigen vervoer;Binnenlands vervoer;1993;425537.0
177;Beroeps- en eigen vervoer;Binnenlands vervoer;1994;423006.0
178;Beroeps- en eigen vervoer;Binnenlands vervoer;1995;430670.0
179;Beroeps- en eigen vervoer;Binnenlands vervoer;1996;418094.0
180;Beroeps- en eigen vervoer;Binnenlands vervoer;1997;451354.0
181;Beroeps- en eigen vervoer;Binnenlands vervoer;1998;462970.0
182;Beroeps- en eigen vervoer;Binnenlands vervoer;1999;520641.0
183;Beroeps- en eigen vervoer;Binnenlands vervoer;2000;502731.0
184;Beroeps- en eigen vervoer;Binnenlands vervoer;2001;508903.0
185;Beroeps- en eigen vervoer;Binnenlands vervoer;2002;484016.0
186;Beroeps- en eigen vervoer;Binnenlands vervoer;2003;481360.0
187;Beroeps- en eigen vervoer;Binnenlands vervoer;2004;505944.0
188;Beroeps- en eigen vervoer;Binnenlands vervoer;2005;513264.0
189;Beroeps- en eigen vervoer;Binnenlands vervoer;2006;519714.0
190;Beroeps- en eigen vervoer;Binnenlands vervoer;2007;542351.0
191;Beroeps- en eigen vervoer;Binnenlands vervoer;2008;525592.0
192;Beroeps- en eigen vervoer;Binnenlands vervoer;2009;534693.0
193;Beroeps- en eigen vervoer;Binnenlands vervoer;2010;520929.0
194;Beroeps- en eigen vervoer;Binnenlands vervoer;2011;516934.0
195;Beroeps- en eigen vervoer;Binnenlands vervoer;2012;497434.0
196;Beroeps- en eigen vervoer;Binnenlands vervoer;2013;504971.0
197;Beroeps- en eigen vervoer;Binnenlands vervoer;2014;503103.0
198;Beroeps- en eigen vervoer;Binnenlands vervoer;2015;508883.0
199;Beroeps- en eigen vervoer;Binnenlands vervoer;2016;528369.0
200;Beroeps- en eigen vervoer;Binnenlands vervoer;2017;534045.0
201;Beroeps- en eigen vervoer;Binnenlands vervoer;2018;547805.0
202;Beroeps- en eigen vervoer;Binnenlands vervoer;2019;559867.0
203;Beroeps- en eigen vervoer;Binnenlands vervoer;2020;558809.0
204;Beroeps- en eigen vervoer;Binnenlands vervoer;2021;570092.0
205;Beroeps- en eigen vervoer;Binnenlands vervoer;2022;573299.0
206;Beroeps- en eigen vervoer;Binnenlands vervoer;2023;525871.0
207;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1955;
208;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1956;
209;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1957;
210;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1958;
211;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1959;
212;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1960;
213;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1961;
214;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1962;
215;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1963;
216;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1964;
217;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1965;
218;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1966;
219;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1967;
220;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1968;
221;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1969;
222;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1970;
223;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1971;
224;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1972;
225;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1973;
226;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1974;
227;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1975;
228;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1976;
229;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1977;
230;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1978;
231;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1979;
232;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1980;
233;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1981;
234;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1982;
235;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1983;
236;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1984;
237;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1985;
238;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1986;
239;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1987;
240;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1988;
241;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1989;
242;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1990;
243;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1991;
244;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1992;
245;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1993;
246;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1994;
247;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1995;
248;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1996;
249;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1997;133087.0
250;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1998;135541.0
251;Beroeps- en eigen vervoer;Totaal internationaal vervoer;1999;146361.0
252;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2000;137848.0
253;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2001;141189.0
254;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2002;140652.0
255;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2003;147452.0
256;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2004;166373.0
257;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2005;161684.0
258;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2006;160695.0
259;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2007;157941.0
260;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2008;156542.0
261;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2009;140622.0
262;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2010;136773.0
263;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2011;140925.0
264;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2012;134271.0
265;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2013;137079.0
266;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2014;136588.0
267;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2015;132557.0
268;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2016;128048.0
269;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2017;131947.0
270;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2018;132364.0
271;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2019;128872.0
272;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2020;125432.0
273;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2021;129231.0
274;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2022;117427.0
275;Beroeps- en eigen vervoer;Totaal internationaal vervoer;2023;116324.0
276;Beroeps- en eigen vervoer;Bilateraal vervoer;1955;
277;Beroeps- en eigen vervoer;Bilateraal vervoer;1956;
278;Beroeps- en eigen vervoer;Bilateraal vervoer;1957;
279;Beroeps- en eigen vervoer;Bilateraal vervoer;1958;
280;Beroeps- en eigen vervoer;Bilateraal vervoer;1959;
281;Beroeps- en eigen vervoer;Bilateraal vervoer;1960;
282;Beroeps- en eigen vervoer;Bilateraal vervoer;1961;
283;Beroeps- en eigen vervoer;Bilateraal vervoer;1962;
284;Beroeps- en eigen vervoer;Bilateraal vervoer;1963;
285;Beroeps- en eigen vervoer;Bilateraal vervoer;1964;
286;Beroeps- en eigen vervoer;Bilateraal vervoer;1965;
287;Beroeps- en eigen vervoer;Bilateraal vervoer;1966;
288;Beroeps- en eigen vervoer;Bilateraal vervoer;1967;
289;Beroeps- en eigen vervoer;Bilateraal vervoer;1968;
290;Beroeps- en eigen vervoer;Bilateraal vervoer;1969;
291;Beroeps- en eigen vervoer;Bilateraal vervoer;1970;
292;Beroeps- en eigen vervoer;Bilateraal vervoer;1971;
293;Beroeps- en eigen vervoer;Bilateraal vervoer;1972;
294;Beroeps- en eigen vervoer;Bilateraal vervoer;1973;
295;Beroeps- en eigen vervoer;Bilateraal vervoer;1974;
296;Beroeps- en eigen vervoer;Bilateraal vervoer;1975;
297;Beroeps- en eigen vervoer;Bilateraal vervoer;1976;
298;Beroeps- en eigen vervoer;Bilateraal vervoer;1977;
299;Beroeps- en eigen vervoer;Bilateraal vervoer;1978;
300;Beroeps- en eigen vervoer;Bilateraal vervoer;1979;
301;Beroeps- en eigen vervoer;Bilateraal vervoer;1980;
302;Beroeps- en eigen vervoer;Bilateraal vervoer;1981;
303;Beroeps- en eigen vervoer;Bilateraal vervoer;1982;52990.0
304;Beroeps- en eigen vervoer;Bilateraal vervoer;1983;54592.0
305;Beroeps- en eigen vervoer;Bilateraal vervoer;1984;57682.0
306;Beroeps- en eigen vervoer;Bilateraal vervoer;1985;60168.0
307;Beroeps- en eigen vervoer;Bilateraal vervoer;1986;65927.0
308;Beroeps- en eigen vervoer;Bilateraal vervoer;1987;70890.0
309;Beroeps- en eigen vervoer;Bilateraal vervoer;1988;79690.0
310;Beroeps- en eigen vervoer;Bilateraal vervoer;1989;83903.0
311;Beroeps- en eigen vervoer;Bilateraal vervoer;1990;88432.0
312;Beroeps- en eigen vervoer;Bilateraal vervoer;1991;93149.0
313;Beroeps- en eigen vervoer;Bilateraal vervoer;1992;99511.0
314;Beroeps- en eigen vervoer;Bilateraal vervoer;1993;102253.0
315;Beroeps- en eigen vervoer;Bilateraal vervoer;1994;107674.0
316;Beroeps- en eigen vervoer;Bilateraal vervoer;1995;112502.0
317;Beroeps- en eigen vervoer;Bilateraal vervoer;1996;110976.0
318;Beroeps- en eigen vervoer;Bilateraal vervoer;1997;113601.0
319;Beroeps- en eigen vervoer;Bilateraal vervoer;1998;114715.0
320;Beroeps- en eigen vervoer;Bilateraal vervoer;1999;123565.0
321;Beroeps- en eigen vervoer;Bilateraal vervoer;2000;115563.0
322;Beroeps- en eigen vervoer;Bilateraal vervoer;2001;117193.0
323;Beroeps- en eigen vervoer;Bilateraal vervoer;2002;117319.0
324;Beroeps- en eigen vervoer;Bilateraal vervoer;2003;120723.0
325;Beroeps- en eigen vervoer;Bilateraal vervoer;2004;134088.0
326;Beroeps- en eigen vervoer;Bilateraal vervoer;2005;130779.0
327;Beroeps- en eigen vervoer;Bilateraal vervoer;2006;132540.0
328;Beroeps- en eigen vervoer;Bilateraal vervoer;2007;131050.0
329;Beroeps- en eigen vervoer;Bilateraal vervoer;2008;127261.0
330;Beroeps- en eigen vervoer;Bilateraal vervoer;2009;115571.0
331;Beroeps- en eigen vervoer;Bilateraal vervoer;2010;106442.0
332;Beroeps- en eigen vervoer;Bilateraal vervoer;2011;111257.0
333;Beroeps- en eigen vervoer;Bilateraal vervoer;2012;106718.0
334;Beroeps- en eigen vervoer;Bilateraal vervoer;2013;104222.0
335;Beroeps- en eigen vervoer;Bilateraal vervoer;2014;106625.0
336;Beroeps- en eigen vervoer;Bilateraal vervoer;2015;102247.0
337;Beroeps- en eigen vervoer;Bilateraal vervoer;2016;100862.0
338;Beroeps- en eigen vervoer;Bilateraal vervoer;2017;104065.0
339;Beroeps- en eigen vervoer;Bilateraal vervoer;2018;105811.0
340;Beroeps- en eigen vervoer;Bilateraal vervoer;2019;100198.0
341;Beroeps- en eigen vervoer;Bilateraal vervoer;2020;99265.0
342;Beroeps- en eigen vervoer;Bilateraal vervoer;2021;102522.0
343;Beroeps- en eigen vervoer;Bilateraal vervoer;2022;93049.0
344;Beroeps- en eigen vervoer;Bilateraal vervoer;2023;91028.0
345;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1955;
346;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1956;
347;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1957;
348;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1958;
349;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1959;
350;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1960;
351;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1961;
352;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1962;
353;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1963;
354;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1964;
355;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1965;
356;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1966;
357;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1967;
358;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1968;
359;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1969;
360;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1970;
361;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1971;
362;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1972;
363;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1973;
364;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1974;
365;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1975;
366;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1976;
367;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1977;
368;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1978;
369;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1979;
370;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1980;
371;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1981;
372;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1982;
373;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1983;
374;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1984;
375;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1985;
376;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1986;
377;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1987;
378;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1988;
379;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1989;
380;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1990;
381;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1991;
382;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1992;
383;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1993;
384;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1994;
385;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1995;
386;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1996;
387;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1997;59155.0
388;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1998;60026.0
389;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;1999;64464.0
390;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2000;61409.0
391;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2001;60565.0
392;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2002;61631.0
393;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2003;63207.0
394;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2004;72674.0
395;Beroeps- en eigen vervoer;Bilateraal, geladen in Nederland;2005;71874.0
