ID;BeroepsEnEigenVervoer;Vervoerstromen;Perioden;VervoerdLadinggewicht_1
823;Beroepsvervoer;Binnenlands vervoer;2019;434701.0
824;Beroepsvervoer;Binnenlands vervoer;2020;436386.0
825;Beroepsvervoer;Binnenlands vervoer;2021;448979.0
826;Beroepsvervoer;Binnenlands vervoer;2022;456653.0
827;Beroepsvervoer;Binnenlands vervoer;2023;416547.0
828;Beroepsvervoer;Totaal internationaal vervoer;1955;
829;Beroepsvervoer;Totaal internationaal vervoer;1956;
830;Beroepsvervoer;Totaal internationaal vervoer;1957;
831;Beroepsvervoer;Totaal internationaal vervoer;1958;
832;Beroepsvervoer;Totaal internationaal vervoer;1959;
833;Beroepsvervoer;Totaal internationaal vervoer;1960;
834;Beroepsvervoer;Totaal internationaal vervoer;1961;
835;Beroepsvervoer;Totaal internationaal vervoer;1962;
836;Beroepsvervoer;Totaal internationaal vervoer;1963;
837;Beroepsvervoer;Totaal internationaal vervoer;1964;
838;Beroepsvervoer;Totaal internationaal vervoer;1965;
839;Beroepsvervoer;Totaal internationaal vervoer;1966;
840;Beroepsvervoer;Totaal internationaal vervoer;1967;
841;Beroepsvervoer;Totaal internationaal vervoer;1968;
842;Beroepsvervoer;Totaal internationaal vervoer;1969;
843;Beroepsvervoer;Totaal internationaal vervoer;1970;
844;Beroepsvervoer;Totaal internationaal vervoer;1971;
845;Beroepsvervoer;Totaal internationaal vervoer;1972;
846;Beroepsvervoer;Totaal internationaal vervoer;1973;
847;Beroepsvervoer;Totaal internationaal vervoer;1974;
848;Beroepsvervoer;Totaal internationaal vervoer;1975;
849;Beroepsvervoer;Totaal internationaal vervoer;1976;
850;Beroepsvervoer;Totaal internationaal vervoer;1977;
851;Beroepsvervoer;Totaal internationaal vervoer;1978;
852;Beroepsvervoer;Totaal internationaal vervoer;1979;
853;Beroepsvervoer;Totaal internationaal vervoer;1980;
854;Beroepsvervoer;Totaal internationaal vervoer;1981;
855;Beroepsvervoer;Totaal internationaal vervoer;1982;
856;Beroepsvervoer;Totaal internationaal vervoer;1983;
857;Beroepsvervoer;Totaal internationaal vervoer;1984;
858;Beroepsvervoer;Totaal internationaal vervoer;1985;
859;Beroepsvervoer;Totaal internationaal vervoer;1986;
860;Beroepsvervoer;Totaal internationaal vervoer;1987;
861;Beroepsvervoer;Totaal internationaal vervoer;1988;
862;Beroepsvervoer;Totaal internationaal vervoer;1989;
863;Beroepsvervoer;Totaal internationaal vervoer;1990;
864;Beroepsvervoer;Totaal internationaal vervoer;1991;
865;Beroepsvervoer;Totaal internationaal vervoer;1992;
866;Beroepsvervoer;Totaal internationaal vervoer;1993;
867;Beroepsvervoer;Totaal internationaal vervoer;1994;
868;Beroepsvervoer;Totaal internationaal vervoer;1995;
869;Beroepsvervoer;Totaal internationaal vervoer;1996;
870;Beroepsvervoer;Totaal internationaal vervoer;1997;124740.0
871;Beroepsvervoer;Totaal internationaal vervoer;1998;127363.0
872;Beroepsvervoer;Totaal internationaal vervoer;1999;136160.0
873;Beroepsvervoer;Totaal internationaal vervoer;2000;127477.0
874;Beroepsvervoer;Totaal internationaal vervoer;2001;130758.0
875;Beroepsvervoer;Totaal internationaal vervoer;2002;131795.0
876;Beroepsvervoer;Totaal internationaal vervoer;2003;133848.0
877;Beroepsvervoer;Totaal internationaal vervoer;2004;148611.0
878;Beroepsvervoer;Totaal internationaal vervoer;2005;143528.0
879;Beroepsvervoer;Totaal internationaal vervoer;2006;142039.0
880;Beroepsvervoer;Totaal internationaal vervoer;2007;136665.0
881;Beroepsvervoer;Totaal internationaal vervoer;2008;139244.0
882;Beroepsvervoer;Totaal internationaal vervoer;2009;124670.0
883;Beroepsvervoer;Totaal internationaal vervoer;2010;124876.0
884;Beroepsvervoer;Totaal internationaal vervoer;2011;127494.0
885;Beroepsvervoer;Totaal internationaal vervoer;2012;121149.0
886;Beroepsvervoer;Totaal internationaal vervoer;2013;121960.0
887;Beroepsvervoer;Totaal internationaal vervoer;2014;122127.0
888;Beroepsvervoer;Totaal internationaal vervoer;2015;118537.0
889;Beroepsvervoer;Totaal internationaal vervoer;2016;114125.0
890;Beroepsvervoer;Totaal internationaal vervoer;2017;119022.0
891;Beroepsvervoer;Totaal internationaal vervoer;2018;118844.0
892;Beroepsvervoer;Totaal internationaal vervoer;2019;115596.0
893;Beroepsvervoer;Totaal internationaal vervoer;2020;113280.0
894;Beroepsvervoer;Totaal internationaal vervoer;2021;115477.0
895;Beroepsvervoer;Totaal internationaal vervoer;2022;104552.0
896;Beroepsvervoer;Totaal internationaal vervoer;2023;102630.0
897;Beroepsvervoer;Bilateraal vervoer;1955;
898;Beroepsvervoer;Bilateraal vervoer;1956;
899;Beroepsvervoer;Bilateraal vervoer;1957;
900;Beroepsvervoer;Bilateraal vervoer;1958;
901;Beroepsvervoer;Bilateraal vervoer;1959;
902;Beroepsvervoer;Bilateraal vervoer;1960;
903;Beroepsvervoer;Bilateraal vervoer;1961;
904;Beroepsvervoer;Bilateraal vervoer;1962;
905;Beroepsvervoer;Bilateraal vervoer;1963;
906;Beroepsvervoer;Bilateraal vervoer;1964;
907;Beroepsvervoer;Bilateraal vervoer;1965;
908;Beroepsvervoer;Bilateraal vervoer;1966;
909;Beroepsvervoer;Bilateraal vervoer;1967;
910;Beroepsvervoer;Bilateraal vervoer;1968;
911;Beroepsvervoer;Bilateraal vervoer;1969;
912;Beroepsvervoer;Bilateraal vervoer;1970;
913;Beroepsvervoer;Bilateraal vervoer;1971;
914;Beroepsvervoer;Bilateraal vervoer;1972;
915;Beroepsvervoer;Bilateraal vervoer;1973;
916;Beroepsvervoer;Bilateraal vervoer;1974;
917;Beroepsvervoer;Bilateraal vervoer;1975;
918;Beroepsvervoer;Bilateraal vervoer;1976;
919;Beroepsvervoer;Bilateraal vervoer;1977;
920;Beroepsvervoer;Bilateraal vervoer;1978;
921;Beroepsvervoer;Bilateraal vervoer;1979;
922;Beroepsvervoer;Bilateraal vervoer;1980;
923;Beroepsvervoer;Bilateraal vervoer;1981;
924;Beroepsvervoer;Bilateraal vervoer;1982;44393.0
925;Beroepsvervoer;Bilateraal vervoer;1983;46562.0
926;Beroepsvervoer;Bilateraal vervoer;1984;48990.0
927;Beroepsvervoer;Bilateraal vervoer;1985;52075.0
928;Beroepsvervoer;Bilateraal vervoer;1986;57380.0
929;Beroepsvervoer;Bilateraal vervoer;1987;62632.0
930;Beroepsvervoer;Bilateraal vervoer;1988;70124.0
931;Beroepsvervoer;Bilateraal vervoer;1989;73445.0
932;Beroepsvervoer;Bilateraal vervoer;1990;78608.0
933;Beroepsvervoer;Bilateraal vervoer;1991;82533.0
934;Beroepsvervoer;Bilateraal vervoer;1992;89313.0
935;Beroepsvervoer;Bilateraal vervoer;1993;92912.0
936;Beroepsvervoer;Bilateraal vervoer;1994;99284.0
937;Beroepsvervoer;Bilateraal vervoer;1995;104045.0
938;Beroepsvervoer;Bilateraal vervoer;1996;102357.0
939;Beroepsvervoer;Bilateraal vervoer;1997;105795.0
940;Beroepsvervoer;Bilateraal vervoer;1998;106943.0
941;Beroepsvervoer;Bilateraal vervoer;1999;114122.0
942;Beroepsvervoer;Bilateraal vervoer;2000;105991.0
943;Beroepsvervoer;Bilateraal vervoer;2001;107357.0
944;Beroepsvervoer;Bilateraal vervoer;2002;108970.0
945;Beroepsvervoer;Bilateraal vervoer;2003;107761.0
946;Beroepsvervoer;Bilateraal vervoer;2004;117570.0
947;Beroepsvervoer;Bilateraal vervoer;2005;114756.0
948;Beroepsvervoer;Bilateraal vervoer;2006;116090.0
949;Beroepsvervoer;Bilateraal vervoer;2007;112201.0
950;Beroepsvervoer;Bilateraal vervoer;2008;112638.0
951;Beroepsvervoer;Bilateraal vervoer;2009;100879.0
952;Beroepsvervoer;Bilateraal vervoer;2010;95450.0
953;Beroepsvervoer;Bilateraal vervoer;2011;99076.0
954;Beroepsvervoer;Bilateraal vervoer;2012;95328.0
955;Beroepsvervoer;Bilateraal vervoer;2013;91297.0
956;Beroepsvervoer;Bilateraal vervoer;2014;94059.0
957;Beroepsvervoer;Bilateraal vervoer;2015;89655.0
958;Beroepsvervoer;Bilateraal vervoer;2016;88634.0
959;Beroepsvervoer;Bilateraal vervoer;2017;92390.0
960;Beroepsvervoer;Bilateraal vervoer;2018;93988.0
961;Beroepsvervoer;Bilateraal vervoer;2019;88740.0
962;Beroepsvervoer;Bilateraal vervoer;2020;88470.0
963;Beroepsvervoer;Bilateraal vervoer;2021;91350.0
964;Beroepsvervoer;Bilateraal vervoer;2022;82575.0
965;Beroepsvervoer;Bilateraal vervoer;2023;80588.0
966;Beroepsvervoer;Bilateraal, geladen in Nederland;1955;
967;Beroepsvervoer;Bilateraal, geladen in Nederland;1956;
968;Beroepsvervoer;Bilateraal, geladen in Nederland;1957;
969;Beroepsvervoer;Bilateraal, geladen in Nederland;1958;
970;Beroepsvervoer;Bilateraal, geladen in Nederland;1959;
971;Beroepsvervoer;Bilateraal, geladen in Nederland;1960;
972;Beroepsvervoer;Bilateraal, geladen in Nederland;1961;
973;Beroepsvervoer;Bilateraal, geladen in Nederland;1962;
974;Beroepsvervoer;Bilateraal, geladen in Nederland;1963;
975;Beroepsvervoer;Bilateraal, geladen in Nederland;1964;
976;Beroepsvervoer;Bilateraal, geladen in Nederland;1965;
977;Beroepsvervoer;Bilateraal, geladen in Nederland;1966;
978;Beroepsvervoer;Bilateraal, geladen in Nederland;1967;
979;Beroepsvervoer;Bilateraal, geladen in Nederland;1968;
980;Beroepsvervoer;Bilateraal, geladen in Nederland;1969;
981;Beroepsvervoer;Bilateraal, geladen in Nederland;1970;
982;Beroepsvervoer;Bilateraal, geladen in Nederland;1971;
983;Beroepsvervoer;Bilateraal, geladen in Nederland;1972;
984;Beroepsvervoer;Bilateraal, geladen in Nederland;1973;
985;Beroepsvervoer;Bilateraal, geladen in Nederland;1974;
986;Beroepsvervoer;Bilateraal, geladen in Nederland;1975;
987;Beroepsvervoer;Bilateraal, geladen in Nederland;1976;
988;Beroepsvervoer;Bilateraal, geladen in Nederland;1977;
989;Beroepsvervoer;Bilateraal, geladen in Nederland;1978;
990;Beroepsvervoer;Bilateraal, geladen in Nederland;1979;
991;Beroepsvervoer;Bilateraal, geladen in Nederland;1980;
992;Beroepsvervoer;Bilateraal, geladen in Nederland;1981;
993;Beroepsvervoer;Bilateraal, geladen in Nederland;1982;
994;Beroepsvervoer;Bilateraal, geladen in Nederland;1983;
995;Beroepsvervoer;Bilateraal, geladen in Nederland;1984;
996;Beroepsvervoer;Bilateraal, geladen in Nederland;1985;
997;Beroepsvervoer;Bilateraal, geladen in Nederland;1986;
998;Beroepsvervoer;Bilateraal, geladen in Nederland;1987;
999;Beroepsvervoer;Bilateraal, geladen in Nederland;1988;
1000;Beroepsvervoer;Bilateraal, geladen in Nederland;1989;
1001;Beroepsvervoer;Bilateraal, geladen in Nederland;1990;
1002;Beroepsvervoer;Bilateraal, geladen in Nederland;1991;
1003;Beroepsvervoer;Bilateraal, geladen in Nederland;1992;
1004;Beroepsvervoer;Bilateraal, geladen in Nederland;1993;
1005;Beroepsvervoer;Bilateraal, geladen in Nederland;1994;
1006;Beroepsvervoer;Bilateraal, geladen in Nederland;1995;
1007;Beroepsvervoer;Bilateraal, geladen in Nederland;1996;
1008;Beroepsvervoer;Bilateraal, geladen in Nederland;1997;54639.0
1009;Beroepsvervoer;Bilateraal, geladen in Nederland;1998;55536.0
1010;Beroepsvervoer;Bilateraal, geladen in Nederland;1999;59065.0
1011;Beroepsvervoer;Bilateraal, geladen in Nederland;2000;55832.0
1012;Beroepsvervoer;Bilateraal, geladen in Nederland;2001;54907.0
1013;Beroepsvervoer;Bilateraal, geladen in Nederland;2002;56681.0
1014;Beroepsvervoer;Bilateraal, geladen in Nederland;2003;55912.0
1015;Beroepsvervoer;Bilateraal, geladen in Nederland;2004;62968.0
1016;Beroepsvervoer;Bilateraal, geladen in Nederland;2005;62312.0
1017;Beroepsvervoer;Bilateraal, geladen in Nederland;2006;62587.0
1018;Beroepsvervoer;Bilateraal, geladen in Nederland;2007;60905.0
1019;Beroepsvervoer;Bilateraal, geladen in Nederland;2008;59584.0
1020;Beroepsvervoer;Bilateraal, geladen in Nederland;2009;54992.0
1021;Beroepsvervoer;Bilateraal, geladen in Nederland;2010;49254.0
1022;Beroepsvervoer;Bilateraal, geladen in Nederland;2011;51363.0
1023;Beroepsvervoer;Bilateraal, geladen in Nederland;2012;50131.0
1024;Beroepsvervoer;Bilateraal, geladen in Nederland;2013;48731.0
1025;Beroepsvervoer;Bilateraal, geladen in Nederland;2014;49926.0
1026;Beroepsvervoer;Bilateraal, geladen in Nederland;2015;47939.0
1027;Beroepsvervoer;Bilateraal, geladen in Nederland;2016;46850.0
1028;Beroepsvervoer;Bilateraal, geladen in Nederland;2017;49171.0
1029;Beroepsvervoer;Bilateraal, geladen in Nederland;2018;50791.0
1030;Beroepsvervoer;Bilateraal, geladen in Nederland;2019;47517.0
1031;Beroepsvervoer;Bilateraal, geladen in Nederland;2020;45993.0
1032;Beroepsvervoer;Bilateraal, geladen in Nederland;2021;48758.0
1033;Beroepsvervoer;Bilateraal, geladen in Nederland;2022;44888.0
1034;Beroepsvervoer;Bilateraal, geladen in Nederland;2023;43767.0
1035;Beroepsvervoer;Bilateraal, gelost in Nederland;1955;
1036;Beroepsvervoer;Bilateraal, gelost in Nederland;1956;
1037;Beroepsvervoer;Bilateraal, gelost in Nederland;1957;
1038;Beroepsvervoer;Bilateraal, gelost in Nederland;1958;
1039;Beroepsvervoer;Bilateraal, gelost in Nederland;1959;
1040;Beroepsvervoer;Bilateraal, gelost in Nederland;1960;
1041;Beroepsvervoer;Bilateraal, gelost in Nederland;1961;
1042;Beroepsvervoer;Bilateraal, gelost in Nederland;1962;
1043;Beroepsvervoer;Bilateraal, gelost in Nederland;1963;
1044;Beroepsvervoer;Bilateraal, gelost in Nederland;1964;
1045;Beroepsvervoer;Bilateraal, gelost in Nederland;1965;
1046;Beroepsvervoer;Bilateraal, gelost in Nederland;1966;
1047;Beroepsvervoer;Bilateraal, gelost in Nederland;1967;
1048;Beroepsvervoer;Bilateraal, gelost in Nederland;1968;
1049;Beroepsvervoer;Bilateraal, gelost in Nederland;1969;
1050;Beroepsvervoer;Bilateraal, gelost in Nederland;1970;
1051;Beroepsvervoer;Bilateraal, gelost in Nederland;1971;
1052;Beroepsvervoer;Bilateraal, gelost in Nederland;1972;
1053;Beroepsvervoer;Bilateraal, gelost in Nederland;1973;
1054;Beroepsvervoer;Bilateraal, gelost in Nederland;1974;
1055;Beroepsvervoer;Bilateraal, gelost in Nederland;1975;
1056;Beroepsvervoer;Bilateraal, gelost in Nederland;1976;
1057;Beroepsvervoer;Bilateraal, gelost in Nederland;1977;
1058;Beroepsvervoer;Bilateraal, gelost in Nederland;1978;
1059;Beroepsvervoer;Bilateraal, gelost in Nederland;1979;
1060;Beroepsvervoer;Bilateraal, gelost in Nederland;1980;
1061;Beroepsvervoer;Bilateraal, gelost in Nederland;1981;
1062;Beroepsvervoer;Bilateraal, gelost in Nederland;1982;
1063;Beroepsvervoer;Bilateraal, gelost in Nederland;1983;
1064;Beroepsvervoer;Bilateraal, gelost in Nederland;1984;
1065;Beroepsvervoer;Bilateraal, gelost in Nederland;1985;
1066;Beroepsvervoer;Bilateraal, gelost in Nederland;1986;
1067;Beroepsvervoer;Bilateraal, gelost in Nederland;1987;
1068;Beroepsvervoer;Bilateraal, gelost in Nederland;1988;
1069;Beroepsvervoer;Bilateraal, gelost in Nederland;1989;
1070;Beroepsvervoer;Bilateraal, gelost in Nederland;1990;
1071;Beroepsvervoer;Bilateraal, gelost in Nederland;1991;
1072;Beroepsvervoer;Bilateraal, gelost in Nederland;1992;
1073;Beroepsvervoer;Bilateraal, gelost in Nederland;1993;
1074;Beroepsvervoer;Bilateraal, gelost in Nederland;1994;
1075;Beroepsvervoer;Bilateraal, gelost in Nederland;1995;
1076;Beroepsvervoer;Bilateraal, gelost in Nederland;1996;
1077;Beroepsvervoer;Bilateraal, gelost in Nederland;1997;51157.0
1078;Beroepsvervoer;Bilateraal, gelost in Nederland;1998;51403.0
1079;Beroepsvervoer;Bilateraal, gelost in Nederland;1999;55055.0
1080;Beroepsvervoer;Bilateraal, gelost in Nederland;2000;50151.0
1081;Beroepsvervoer;Bilateraal, gelost in Nederland;2001;52445.0
1082;Beroepsvervoer;Bilateraal, gelost in Nederland;2002;52288.0
1083;Beroepsvervoer;Bilateraal, gelost in Nederland;2003;51849.0
1084;Beroepsvervoer;Bilateraal, gelost in Nederland;2004;54601.0
1085;Beroepsvervoer;Bilateraal, gelost in Nederland;2005;52442.0
1086;Beroepsvervoer;Bilateraal, gelost in Nederland;2006;53499.0
1087;Beroepsvervoer;Bilateraal, gelost in Nederland;2007;51300.0
1088;Beroepsvervoer;Bilateraal, gelost in Nederland;2008;53058.0
1089;Beroepsvervoer;Bilateraal, gelost in Nederland;2009;45890.0
1090;Beroepsvervoer;Bilateraal, gelost in Nederland;2010;46196.0
1091;Beroepsvervoer;Bilateraal, gelost in Nederland;2011;47712.0
1092;Beroepsvervoer;Bilateraal, gelost in Nederland;2012;45197.0
1093;Beroepsvervoer;Bilateraal, gelost in Nederland;2013;42567.0
1094;Beroepsvervoer;Bilateraal, gelost in Nederland;2014;44134.0
1095;Beroepsvervoer;Bilateraal, gelost in Nederland;2015;41715.0
1096;Beroepsvervoer;Bilateraal, gelost in Nederland;2016;41785.0
1097;Beroepsvervoer;Bilateraal, gelost in Nederland;2017;43219.0
1098;Beroepsvervoer;Bilateraal, gelost in Nederland;2018;43198.0
1099;Beroepsvervoer;Bilateraal, gelost in Nederland;2019;41223.0
1100;Beroepsvervoer;Bilateraal, gelost in Nederland;2020;42477.0
1101;Beroepsvervoer;Bilateraal, gelost in Nederland;2021;42591.0
1102;Beroepsvervoer;Bilateraal, gelost in Nederland;2022;37687.0
1103;Beroepsvervoer;Bilateraal, gelost in Nederland;2023;36821.0
1104;Beroepsvervoer;Cabotagevervoer;1955;
1105;Beroepsvervoer;Cabotagevervoer;1956;
1106;Beroepsvervoer;Cabotagevervoer;1957;
1107;Beroepsvervoer;Cabotagevervoer;1958;
1108;Beroepsvervoer;Cabotagevervoer;1959;
1109;Beroepsvervoer;Cabotagevervoer;1960;
1110;Beroepsvervoer;Cabotagevervoer;1961;
1111;Beroepsvervoer;Cabotagevervoer;1962;
1112;Beroepsvervoer;Cabotagevervoer;1963;
1113;Beroepsvervoer;Cabotagevervoer;1964;
1114;Beroepsvervoer;Cabotagevervoer;1965;
1115;Beroepsvervoer;Cabotagevervoer;1966;
1116;Beroepsvervoer;Cabotagevervoer;1967;
1117;Beroepsvervoer;Cabotagevervoer;1968;
1118;Beroepsvervoer;Cabotagevervoer;1969;
1119;Beroepsvervoer;Cabotagevervoer;1970;
1120;Beroepsvervoer;Cabotagevervoer;1971;
1121;Beroepsvervoer;Cabotagevervoer;1972;
1122;Beroepsvervoer;Cabotagevervoer;1973;
1123;Beroepsvervoer;Cabotagevervoer;1974;
1124;Beroepsvervoer;Cabotagevervoer;1975;
1125;Beroepsvervoer;Cabotagevervoer;1976;
1126;Beroepsvervoer;Cabotagevervoer;1977;
1127;Beroepsvervoer;Cabotagevervoer;1978;
1128;Beroepsvervoer;Cabotagevervoer;1979;
1129;Beroepsvervoer;Cabotagevervoer;1980;
1130;Beroepsvervoer;Cabotagevervoer;1981;
1131;Beroepsvervoer;Cabotagevervoer;1982;
1132;Beroepsvervoer;Cabotagevervoer;1983;
1133;Beroepsvervoer;Cabotagevervoer;1984;
1134;Beroepsvervoer;Cabotagevervoer;1985;
1135;Beroepsvervoer;Cabotagevervoer;1986;
1136;Beroepsvervoer;Cabotagevervoer;1987;
1137;Beroepsvervoer;Cabotagevervoer;1988;
1138;Beroepsvervoer;Cabotagevervoer;1989;
1139;Beroepsvervoer;Cabotagevervoer;1990;
1140;Beroepsvervoer;Cabotagevervoer;1991;
1141;Beroepsvervoer;Cabotagevervoer;1992;
1142;Beroepsvervoer;Cabotagevervoer;1993;
1143;Beroepsvervoer;Cabotagevervoer;1994;
1144;Beroepsvervoer;Cabotagevervoer;1995;
1145;Beroepsvervoer;Cabotagevervoer;1996;
1146;Beroepsvervoer;Cabotagevervoer;1997;7506.0
1147;Beroepsvervoer;Cabotagevervoer;1998;8197.0
1148;Beroepsvervoer;Cabotagevervoer;1999;9277.0
1149;Beroepsvervoer;Cabotagevervoer;2000;8920.0
1150;Beroepsvervoer;Cabotagevervoer;2001;11137.0
1151;Beroepsvervoer;Cabotagevervoer;2002;9473.0
1152;Beroepsvervoer;Cabotagevervoer;2003;12544.0
1153;Beroepsvervoer;Cabotagevervoer;2004;14111.0
1154;Beroepsvervoer;Cabotagevervoer;2005;15296.0
1155;Beroepsvervoer;Cabotagevervoer;2006;12559.0
1156;Beroepsvervoer;Cabotagevervoer;2007;12304.0
1157;Beroepsvervoer;Cabotagevervoer;2008;14598.0
1158;Beroepsvervoer;Cabotagevervoer;2009;12143.0
1159;Beroepsvervoer;Cabotagevervoer;2010;15399.0
1160;Beroepsvervoer;Cabotagevervoer;2011;15976.0
1161;Beroepsvervoer;Cabotagevervoer;2012;15355.0
1162;Beroepsvervoer;Cabotagevervoer;2013;18907.0
1163;Beroepsvervoer;Cabotagevervoer;2014;16451.0
1164;Beroepsvervoer;Cabotagevervoer;2015;18551.0
1165;Beroepsvervoer;Cabotagevervoer;2016;16690.0
1166;Beroepsvervoer;Cabotagevervoer;2017;17206.0
1167;Beroepsvervoer;Cabotagevervoer;2018;15979.0
1168;Beroepsvervoer;Cabotagevervoer;2019;17811.0
1169;Beroepsvervoer;Cabotagevervoer;2020;15910.0
1170;Beroepsvervoer;Cabotagevervoer;2021;15337.0
1171;Beroepsvervoer;Cabotagevervoer;2022;14374.0
1172;Beroepsvervoer;Cabotagevervoer;2023;14981.0
1173;Beroepsvervoer;Derdelandenvervoer;1955;
1174;Beroepsvervoer;Derdelandenvervoer;1956;
1175;Beroepsvervoer;Derdelandenvervoer;1957;
1176;Beroepsvervoer;Derdelandenvervoer;1958;
1177;Beroepsvervoer;Derdelandenvervoer;1959;
1178;Beroepsvervoer;Derdelandenvervoer;1960;
1179;Beroepsvervoer;Derdelandenvervoer;1961;
1180;Beroepsvervoer;Derdelandenvervoer;1962;
1181;Beroepsvervoer;Derdelandenvervoer;1963;
1182;Beroepsvervoer;Derdelandenvervoer;1964;
1183;Beroepsvervoer;Derdelandenvervoer;1965;
1184;Beroepsvervoer;Derdelandenvervoer;1966;
1185;Beroepsvervoer;Derdelandenvervoer;1967;
1186;Beroepsvervoer;Derdelandenvervoer;1968;
1187;Beroepsvervoer;Derdelandenvervoer;1969;
1188;Beroepsvervoer;Derdelandenvervoer;1970;
1189;Beroepsvervoer;Derdelandenvervoer;1971;
1190;Beroepsvervoer;Derdelandenvervoer;1972;
1191;Beroepsvervoer;Derdelandenvervoer;1973;
1192;Beroepsvervoer;Derdelandenvervoer;1974;
1193;Beroepsvervoer;Derdelandenvervoer;1975;
1194;Beroepsvervoer;Derdelandenvervoer;1976;
1195;Beroepsvervoer;Derdelandenvervoer;1977;
1196;Beroepsvervoer;Derdelandenvervoer;1978;
1197;Beroepsvervoer;Derdelandenvervoer;1979;
1198;Beroepsvervoer;Derdelandenvervoer;1980;
1199;Beroepsvervoer;Derdelandenvervoer;1981;
1200;Beroepsvervoer;Derdelandenvervoer;1982;
1201;Beroepsvervoer;Derdelandenvervoer;1983;
1202;Beroepsvervoer;Derdelandenvervoer;1984;
1203;Beroepsvervoer;Derdelandenvervoer;1985;
1204;Beroepsvervoer;Derdelandenvervoer;1986;
1205;Beroepsvervoer;Derdelandenvervoer;1987;
1206;Beroepsvervoer;Derdelandenvervoer;1988;
1207;Beroepsvervoer;Derdelandenvervoer;1989;
1208;Beroepsvervoer;Derdelandenvervoer;1990;
1209;Beroepsvervoer;Derdelandenvervoer;1991;
1210;Beroepsvervoer;Derdelandenvervoer;1992;
1211;Beroepsvervoer;Derdelandenvervoer;1993;
1212;Beroepsvervoer;Derdelandenvervoer;1994;
1213;Beroepsvervoer;Derdelandenvervoer;1995;
1214;Beroepsvervoer;Derdelandenvervoer;1996;
1215;Beroepsvervoer;Derdelandenvervoer;1997;11439.0
1216;Beroepsvervoer;Derdelandenvervoer;1998;12223.0
1217;Beroepsvervoer;Derdelandenvervoer;1999;12761.0
1218;Beroepsvervoer;Derdelandenvervoer;2000;12566.0
1219;Beroepsvervoer;Derdelandenvervoer;2001;12264.0
1220;Beroepsvervoer;Derdelandenvervoer;2002;13352.0
1221;Beroepsvervoer;Derdelandenvervoer;2003;13543.0
1222;Beroepsvervoer;Derdelandenvervoer;2004;16930.0
1223;Beroepsvervoer;Derdelandenvervoer;2005;13476.0
1224;Beroepsvervoer;Derdelandenvervoer;2006;13390.0
1225;Beroepsvervoer;Derdelandenvervoer;2007;12160.0
1226;Beroepsvervoer;Derdelandenvervoer;2008;12008.0
1227;Beroepsvervoer;Derdelandenvervoer;2009;11648.0
1228;Beroepsvervoer;Derdelandenvervoer;2010;14027.0
1229;Beroepsvervoer;Derdelandenvervoer;2011;12442.0
1230;Beroepsvervoer;Derdelandenvervoer;2012;10465.0
1231;Beroepsvervoer;Derdelandenvervoer;2013;11756.0
1232;Beroepsvervoer;Derdelandenvervoer;2014;11617.0
1233;Beroepsvervoer;Derdelandenvervoer;2015;10332.0
1234;Beroepsvervoer;Derdelandenvervoer;2016;8800.0
1235;Beroepsvervoer;Derdelandenvervoer;2017;9425.0
1236;Beroepsvervoer;Derdelandenvervoer;2018;8877.0
1237;Beroepsvervoer;Derdelandenvervoer;2019;9046.0
1238;Beroepsvervoer;Derdelandenvervoer;2020;8900.0
1239;Beroepsvervoer;Derdelandenvervoer;2021;8791.0
1240;Beroepsvervoer;Derdelandenvervoer;2022;7603.0
1241;Beroepsvervoer;Derdelandenvervoer;2023;7060.0
1242;Eigen vervoer;Totaal;1955;
1243;Eigen vervoer;Totaal;1956;
1244;Eigen vervoer;Totaal;1957;
1245;Eigen vervoer;Totaal;1958;
1246;Eigen vervoer;Totaal;1959;
1247;Eigen vervoer;Totaal;1960;
1248;Eigen vervoer;Totaal;1961;
1249;Eigen vervoer;Totaal;1962;
1250;Eigen vervoer;Totaal;1963;
1251;Eigen vervoer;Totaal;1964;
1252;Eigen vervoer;Totaal;1965;
1253;Eigen vervoer;Totaal;1966;
1254;Eigen vervoer;Totaal;1967;
1255;Eigen vervoer;Totaal;1968;
1256;Eigen vervoer;Totaal;1969;
1257;Eigen vervoer;Totaal;1970;
1258;Eigen vervoer;Totaal;1971;
1259;Eigen vervoer;Totaal;1972;
1260;Eigen vervoer;Totaal;1973;
1261;Eigen vervoer;Totaal;1974;
1262;Eigen vervoer;Totaal;1975;
1263;Eigen vervoer;Totaal;1976;
1264;Eigen vervoer;Totaal;1977;
1265;Eigen vervoer;Totaal;1978;
1266;Eigen vervoer;Totaal;1979;
1267;Eigen vervoer;Totaal;1980;
1268;Eigen vervoer;Totaal;1981;
1269;Eigen vervoer;Totaal;1982;
1270;Eigen vervoer;Totaal;1983;
1271;Eigen vervoer;Totaal;1984;
1272;Eigen vervoer;Totaal;1985;
1273;Eigen vervoer;Totaal;1986;
1274;Eigen vervoer;Totaal;1987;
1275;Eigen vervoer;Totaal;1988;
1276;Eigen vervoer;Totaal;1989;
1277;Eigen vervoer;Totaal;1990;
1278;Eigen vervoer;Totaal;1991;
1279;Eigen vervoer;Totaal;1992;
1280;Eigen vervoer;Totaal;1993;
1281;Eigen vervoer;Totaal;1994;
1282;Eigen vervoer;Totaal;1995;
1283;Eigen vervoer;Totaal;1996;
1284;Eigen vervoer;Totaal;1997;140849.0
