ID;Woningkenmerken;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;GemiddeldAardgasverbruik_4;GemiddeldElektriciteitsverbruik_5;Stadsverwarming_6
4397;Totaal woningen;Schoonoordpark;Schoonoordpark                          ;Buurt     ;BU03080001;2050.0;3400.0;
4398;Totaal woningen;Transvaal;Transvaal                               ;Buurt     ;BU03080002;2950.0;4550.0;
4399;Totaal woningen;Zandvoort;Zandvoort                               ;Buurt     ;BU03080003;1750.0;3550.0;
4400;Totaal woningen;Oude-Oosterhei;Oude-Oosterhei                          ;Buurt     ;BU03080004;1800.0;3400.0;
4401;Totaal woningen;Nieuwe-Oosterhei;Nieuwe-Oosterhei                        ;Buurt     ;BU03080005;1400.0;2900.0;
4402;Totaal woningen;Pekingpark;Pekingpark                              ;Buurt     ;BU03080006;3200.0;5050.0;
4403;Totaal woningen;Amaliapark;Amaliapark                              ;Buurt     ;BU03080007;1800.0;2800.0;
4404;Totaal woningen;Wijk 01 Baarn-Noord, Eemdal en Eemland;Wijk 01 Baarn-Noord, Eemdal en Eemland  ;Wijk      ;WK030801  ;1600.0;3200.0;
4405;Totaal woningen;Componistenwijk;Componistenwijk                         ;Buurt     ;BU03080100;2300.0;4000.0;
4406;Totaal woningen;Professorenwijk;Professorenwijk                         ;Buurt     ;BU03080101;1600.0;3050.0;
4407;Totaal woningen;Staatsliedenwijk;Staatsliedenwijk                        ;Buurt     ;BU03080102;1450.0;2700.0;
4408;Totaal woningen;Schilderswijk;Schilderswijk                           ;Buurt     ;BU03080103;1700.0;3150.0;
4409;Totaal woningen;Eemdal-Noord;Eemdal-Noord                            ;Buurt     ;BU03080104;1250.0;3150.0;
4410;Totaal woningen;Eemdal-Zuid;Eemdal-Zuid                             ;Buurt     ;BU03080105;1600.0;3400.0;
4411;Totaal woningen;Eemland waaronder Eembrugge;Eemland waaronder Eembrugge             ;Buurt     ;BU03080109;2800.0;5450.0;
4412;Totaal woningen;Wijk 02 P.H.W.park;Wijk 02 P.H.W.park                      ;Wijk      ;WK030802  ;2900.0;4650.0;
4413;Totaal woningen;Wilhelminapark;Wilhelminapark                          ;Buurt     ;BU03080200;3200.0;5150.0;
4414;Totaal woningen;Pr. Hendrikpark;Pr. Hendrikpark                         ;Buurt     ;BU03080201;2350.0;3850.0;
4415;Totaal woningen;Wijk 03 Lage Vuursche;Wijk 03 Lage Vuursche                   ;Wijk      ;WK030803  ;2550.0;4050.0;
4416;Totaal woningen;Lage Vuursche;Lage Vuursche                           ;Buurt     ;BU03080300;2150.0;3600.0;
4417;Totaal woningen;Soestdijk;Soestdijk                               ;Buurt     ;BU03080301;2300.0;3750.0;
4418;Totaal woningen;Verspreide huizen Lage Vuursche;Verspreide huizen Lage Vuursche         ;Buurt     ;BU03080309;3200.0;4600.0;
4419;Totaal woningen;De Bilt;De Bilt                                 ;Gemeente  ;GM0310    ;1900.0;3650.0;
4420;Totaal woningen;Wijk 00 De Bilt;Wijk 00 De Bilt                         ;Wijk      ;WK031000  ;1700.0;3150.0;
4421;Totaal woningen;Steinenburg;Steinenburg                             ;Buurt     ;BU03100001;2450.0;4350.0;
4422;Totaal woningen;Weltevreden;Weltevreden                             ;Buurt     ;BU03100002;1300.0;2900.0;
4423;Totaal woningen;De Bilt;De Bilt                                 ;Buurt     ;BU03100008;1800.0;3300.0;
4424;Totaal woningen;Verspreide huizen Oostbroek;Verspreide huizen Oostbroek             ;Buurt     ;BU03100009;2600.0;4300.0;
4425;Totaal woningen;Wijk 01 Bilthoven-Zuid;Wijk 01 Bilthoven-Zuid                  ;Wijk      ;WK031001  ;1900.0;3600.0;
4426;Totaal woningen;Bilthoven-Zuid;Bilthoven-Zuid                          ;Buurt     ;BU03100100;1900.0;3600.0;
4427;Totaal woningen;Wijk 02 Bilthoven-Noord;Wijk 02 Bilthoven-Noord                 ;Wijk      ;WK031002  ;2350.0;4350.0;
4428;Totaal woningen;Bilthoven-Noord;Bilthoven-Noord                         ;Buurt     ;BU03100200;3200.0;5300.0;
4429;Totaal woningen;De Leyen;De Leyen                                ;Buurt     ;BU03100201;1400.0;3450.0;
4430;Totaal woningen;Verspreide huizen;Verspreide huizen                       ;Buurt     ;BU03100209;2950.0;5400.0;
4431;Totaal woningen;Wijk 03 Hollandsche Rading;Wijk 03 Hollandsche Rading              ;Wijk      ;WK031003  ;2550.0;4400.0;
4432;Totaal woningen;Hollandsche Rading;Hollandsche Rading                      ;Buurt     ;BU03100300;2450.0;4350.0;
4433;Totaal woningen;Verspreide huizen;Verspreide huizen                       ;Buurt     ;BU03100309;3100.0;5200.0;
4434;Totaal woningen;Wijk 04 Maartensdijk;Wijk 04 Maartensdijk                    ;Wijk      ;WK031004  ;1750.0;3550.0;
4435;Totaal woningen;Maartensdijk;Maartensdijk                            ;Buurt     ;BU03100400;1700.0;3500.0;
4436;Totaal woningen;Achterwetering;Achterwetering                          ;Buurt     ;BU03100401;3500.0;6750.0;
4437;Totaal woningen;Nieuwe-Wetering;Nieuwe-Wetering                         ;Buurt     ;BU03100402;2500.0;4450.0;
4438;Totaal woningen;Wijk 05 Groenekan;Wijk 05 Groenekan                       ;Wijk      ;WK031005  ;2550.0;4500.0;
4439;Totaal woningen;Groenekan;Groenekan                               ;Buurt     ;BU03100500;2550.0;4450.0;
4440;Totaal woningen;Blauwkapel;Blauwkapel                              ;Buurt     ;BU03100501;2550.0;5450.0;
4441;Totaal woningen;Wijk 06 Achttienhoven-Westbroek;Wijk 06 Achttienhoven-Westbroek         ;Wijk      ;WK031006  ;2100.0;4450.0;
4442;Totaal woningen;Achttienhoven-Westbroek;Achttienhoven-Westbroek                 ;Buurt     ;BU03100600;2100.0;4450.0;
4443;Totaal woningen;Bunnik;Bunnik                                  ;Gemeente  ;GM0312    ;1700.0;3650.0;
4444;Totaal woningen;Wijk 00 Bunnik;Wijk 00 Bunnik                          ;Wijk      ;WK031200  ;1800.0;3600.0;
4445;Totaal woningen;Bunnik;Bunnik                                  ;Buurt     ;BU03120000;1800.0;3550.0;
4446;Totaal woningen;Vechten;Vechten                                 ;Buurt     ;BU03120001;2500.0;4400.0;
4447;Totaal woningen;Verspreide huizen in het noorden;Verspreide huizen in het noorden        ;Buurt     ;BU03120008;2000.0;3700.0;
4448;Totaal woningen;Verspreide huizen in het zuiden;Verspreide huizen in het zuiden         ;Buurt     ;BU03120009;2550.0;4700.0;
4449;Totaal woningen;Wijk 01 Odijk;Wijk 01 Odijk                           ;Wijk      ;WK031201  ;1500.0;3650.0;
4450;Totaal woningen;Odijk;Odijk                                   ;Buurt     ;BU03120100;1450.0;3650.0;
4451;Totaal woningen;Verspreide huizen van Odijk;Verspreide huizen van Odijk             ;Buurt     ;BU03120109;2950.0;5050.0;
4452;Totaal woningen;Wijk 02 Werkhoven;Wijk 02 Werkhoven                       ;Wijk      ;WK031202  ;1750.0;3950.0;
4453;Totaal woningen;Werkhoven;Werkhoven                               ;Buurt     ;BU03120200;1650.0;3800.0;
4454;Totaal woningen;Verspreide huizen van Werkhoven;Verspreide huizen van Werkhoven         ;Buurt     ;BU03120209;2950.0;5650.0;
4455;Totaal woningen;Bunschoten;Bunschoten                              ;Gemeente  ;GM0313    ;1700.0;4000.0;
4456;Totaal woningen;Wijk 00;Wijk 00                                 ;Wijk      ;WK031300  ;1700.0;4000.0;
4457;Totaal woningen;Bunschoten;Bunschoten                              ;Buurt     ;BU03130001;1900.0;4100.0;
4458;Totaal woningen;Spakenburg;Spakenburg                              ;Buurt     ;BU03130002;1650.0;3750.0;
4459;Totaal woningen;Eemdijk;Eemdijk                                 ;Buurt     ;BU03130003;2150.0;4700.0;
4460;Totaal woningen;Broerswetering;Broerswetering                          ;Buurt     ;BU03130004;1750.0;3700.0;
4461;Totaal woningen;Bikkersvaart;Bikkersvaart                            ;Buurt     ;BU03130005;1750.0;4050.0;
4462;Totaal woningen;Blokhuiswetering;Blokhuiswetering                        ;Buurt     ;BU03130006;1500.0;4300.0;
4463;Totaal woningen;De Haar;De Haar                                 ;Buurt     ;BU03130007;2950.0;5100.0;
4464;Totaal woningen;Verspreide huizen;Verspreide huizen                       ;Buurt     ;BU03130008;3350.0;5650.0;
4465;Totaal woningen;Koenraadswetering;Koenraadswetering                       ;Buurt     ;BU03130009;1100.0;3600.0;
4466;Totaal woningen;Rengerswetering;Rengerswetering                         ;Buurt     ;BU03130011;1450.0;2750.0;
4467;Totaal woningen;Eemnes;Eemnes                                  ;Gemeente  ;GM0317    ;1800.0;3800.0;
4468;Totaal woningen;Wijk 00;Wijk 00                                 ;Wijk      ;WK031700  ;1800.0;3800.0;
4469;Totaal woningen;Eemnes;Eemnes                                  ;Buurt     ;BU03170000;2050.0;3500.0;
4470;Totaal woningen;Meentweg;Meentweg                                ;Buurt     ;BU03170001;3350.0;5650.0;
4471;Totaal woningen;Laarderweg;Laarderweg                              ;Buurt     ;BU03170002;2050.0;3700.0;
4472;Totaal woningen;Wakkerendijk;Wakkerendijk                            ;Buurt     ;BU03170003;2950.0;4950.0;
4473;Totaal woningen;Noordbuurt;Noordbuurt                              ;Buurt     ;BU03170004;1650.0;3650.0;
4474;Totaal woningen;Zuidbuurt;Zuidbuurt                               ;Buurt     ;BU03170005;1300.0;3650.0;
4475;Totaal woningen;Verspr.h. ten Z.W. van de Rijksstraatweg;Verspreide huizen ten zuidwesten van de ;Buurt     ;BU03170008;3450.0;6500.0;
4476;Totaal woningen;Overige verspreide huizen;Overige verspreide huizen               ;Buurt     ;BU03170009;2950.0;4550.0;
4477;Totaal woningen;Houten;Houten                                  ;Gemeente  ;GM0321    ;1100.0;3750.0;17.0
4478;Totaal woningen;Wijk 01 Houten;Wijk 01 Houten                          ;Wijk      ;WK032101  ;1050.0;3700.0;18.0
4479;Totaal woningen;Dorp;Dorp                                    ;Buurt     ;BU03210101;1800.0;3550.0;
4480;Totaal woningen;Den Oord;Den Oord                                ;Buurt     ;BU03210102;1800.0;3750.0;
4481;Totaal woningen;De Lobben;De Lobben                               ;Buurt     ;BU03210103;1450.0;3700.0;
4482;Totaal woningen;De Weerwolf;De Weerwolf                             ;Buurt     ;BU03210104;1350.0;3550.0;
4483;Totaal woningen;De Meent;De Meent                                ;Buurt     ;BU03210105;1400.0;4100.0;
4484;Totaal woningen;Tiellandt;Tiellandt                               ;Buurt     ;BU03210106;1150.0;4050.0;
4485;Totaal woningen;Wulven;Wulven                                  ;Buurt     ;BU03210107;1250.0;3950.0;
4486;Totaal woningen;Centrum;Centrum                                 ;Buurt     ;BU03210111;850.0;2050.0;
4487;Totaal woningen;Molenzoom;Molenzoom                               ;Buurt     ;BU03210112;800.0;2600.0;
4488;Totaal woningen;Schonenburg;Schonenburg                             ;Buurt     ;BU03210113;1150.0;3400.0;
4489;Totaal woningen;Wernaar;Wernaar                                 ;Buurt     ;BU03210114;1300.0;3600.0;
4490;Totaal woningen;De Geer;De Geer                                 ;Buurt     ;BU03210115;1050.0;3750.0;
4491;Totaal woningen;Rijsbrug;Rijsbrug                                ;Buurt     ;BU03210116;1250.0;3750.0;
4492;Totaal woningen;Ecologische Zone;Ecologische Zone                        ;Buurt     ;BU03210120;;;
4493;Totaal woningen;Leebrug;Leebrug                                 ;Buurt     ;BU03210121;300.0;3500.0;76.0
4494;Totaal woningen;De Hoon;De Hoon                                 ;Buurt     ;BU03210122;950.0;3650.0;14.0
4495;Totaal woningen;Schonauwen;Schonauwen                              ;Buurt     ;BU03210123;400.0;3550.0;63.0
4496;Totaal woningen;Castellum;                                        ;          ;          ;;;
4497;Totaal woningen;Wisselspoor;Wisselspoor                             ;Buurt     ;BU03210132;1400.0;3950.0;22.0
4498;Totaal woningen;Loerik;Loerik                                  ;Buurt     ;BU03210133;700.0;3950.0;46.0
4499;Totaal woningen;Overdam;Overdam                                 ;Buurt     ;BU03210134;1150.0;4050.0;
4500;Totaal woningen;Hofstad;Hofstad                                 ;Buurt     ;BU03210135;450.0;4250.0;58.0
4501;Totaal woningen;Rondweg;Rondweg                                 ;Buurt     ;BU03210140;;;
4502;Totaal woningen;Doornkade;Doornkade                               ;Buurt     ;BU03210151;;;
4503;Totaal woningen;Het Rondeel;Het Rondeel                             ;Buurt     ;BU03210152;;;
4504;Totaal woningen;De Schaft;De Schaft                               ;Buurt     ;BU03210153;;3050.0;67.0
4505;Totaal woningen;De Meerpaal;De Meerpaal                             ;Buurt     ;BU03210154;2450.0;3850.0;
4506;Totaal woningen;Rondo;                                        ;          ;          ;;;
4507;Totaal woningen;Weteringhoek;Weteringhoek                            ;Buurt     ;BU03210161;;;
4508;Totaal woningen;Kruisboog;Kruisboog                               ;Buurt     ;BU03210171;;;
4509;Totaal woningen;Buitengebied;Buitengebied                            ;Buurt     ;BU03210180;2700.0;5100.0;
4510;Totaal woningen;Wijk 02 Tull en 't Waal;Wijk 02 Tull en 't Waal                 ;Wijk      ;WK032102  ;2150.0;4600.0;
4511;Totaal woningen;Tull en 't Waal;Tull en 't Waal                         ;Buurt     ;BU03210201;2100.0;4500.0;
4512;Totaal woningen;Molenbuurt;Molenbuurt                              ;Buurt     ;BU03210202;2350.0;4650.0;
4513;Totaal woningen;Verspreide huizen van Tull en 't Waal;Verspreide huizen van Tull en 't Waal   ;Buurt     ;BU03210203;;5750.0;
4514;Totaal woningen;Wijk 03 't Goy;Wijk 03 't Goy                          ;Wijk      ;WK032103  ;2250.0;4650.0;
4515;Totaal woningen;Dorp 't Goy;Dorp 't Goy                             ;Buurt     ;BU03210301;1700.0;4350.0;
4516;Totaal woningen;'t Goyse Dorp;'t Goyse Dorp                           ;Buurt     ;BU03210302;2500.0;5000.0;
4517;Totaal woningen;Verspreide huizen 't Goy;Verspreide huizen 't Goy                ;Buurt     ;BU03210303;2900.0;4750.0;
4518;Totaal woningen;Wijk 04 Schalkwijk;Wijk 04 Schalkwijk                      ;Wijk      ;WK032104  ;2100.0;4350.0;
4519;Totaal woningen;Schalkwijk dorp;Schalkwijk dorp                         ;Buurt     ;BU03210401;2000.0;4150.0;
4520;Totaal woningen;Verspreide huizen van Schalkwijk;Verspreide huizen van Schalkwijk        ;Buurt     ;BU03210402;2450.0;5150.0;
4521;Totaal woningen;Leusden;Leusden                                 ;Gemeente  ;GM0327    ;1600.0;3700.0;
4522;Totaal woningen;Wijk 00 Leusden-Centrum Oost;Wijk 00 Leusden-Centrum Oost            ;Wijk      ;WK032700  ;1350.0;3600.0;
4523;Totaal woningen;Hamershof;Hamershof                               ;Buurt     ;BU03270000;900.0;2600.0;
4524;Totaal woningen;Akkerhoeve;Akkerhoeve                              ;Buurt     ;BU03270001;1400.0;3150.0;
4525;Totaal woningen;Noorwijck;Noorwijck                               ;Buurt     ;BU03270002;1450.0;3300.0;
4526;Totaal woningen;Langenbeek;Langenbeek                              ;Buurt     ;BU03270003;1700.0;4000.0;
4527;Totaal woningen;Zwanenburg;Zwanenburg                              ;Buurt     ;BU03270004;1050.0;2600.0;
4528;Totaal woningen;Munnikhove;Munnikhove                              ;Buurt     ;BU03270005;1450.0;4300.0;
4529;Totaal woningen;Bosveld;Bosveld                                 ;Buurt     ;BU03270006;1500.0;4250.0;
4530;Totaal woningen;Claverenblad;Claverenblad                            ;Buurt     ;BU03270007;1150.0;3600.0;
4531;Totaal woningen;Wildenburg;Wildenburg                              ;Buurt     ;BU03270008;1350.0;3850.0;
4532;Totaal woningen;Buitengebied Leusden-Centrum Oost;Buitengebied Leusden-Centrum Oost       ;Buurt     ;BU03270009;2700.0;5300.0;
4533;Totaal woningen;Wijk 01 Leusden-Centrum West;Wijk 01 Leusden-Centrum West            ;Wijk      ;WK032701  ;1750.0;3650.0;
4534;Totaal woningen;Hamersveld-Oud;Hamersveld-Oud                          ;Buurt     ;BU03270100;2000.0;3850.0;
4535;Totaal woningen;Hamersveld-Nieuw;Hamersveld-Nieuw                        ;Buurt     ;BU03270101;2150.0;3650.0;
4536;Totaal woningen;Rozenboom;Rozenboom                               ;Buurt     ;BU03270102;2050.0;3400.0;
4537;Totaal woningen;Rozendaal;Rozendaal                               ;Buurt     ;BU03270103;2000.0;4050.0;
4538;Totaal woningen;Alandsbeek-West;Alandsbeek-West                         ;Buurt     ;BU03270104;1950.0;4000.0;
4539;Totaal woningen;Alandsbeek-Oost;Alandsbeek-Oost                         ;Buurt     ;BU03270105;1850.0;3750.0;
4540;Totaal woningen;De Wetering;De Wetering                             ;Buurt     ;BU03270106;1550.0;3700.0;
4541;Totaal woningen;Rossenberg;Rossenberg                              ;Buurt     ;BU03270107;1700.0;3650.0;
4542;Totaal woningen;Groenhouten;Groenhouten                             ;Buurt     ;BU03270108;1400.0;3350.0;
4543;Totaal woningen;Buitengebied Leusden-Centrum West;Buitengebied Leusden-Centrum West       ;Buurt     ;BU03270109;2950.0;5900.0;
4544;Totaal woningen;Wijk 02 Leusden-Zuid;Wijk 02 Leusden-Zuid                    ;Wijk      ;WK032702  ;1900.0;4000.0;
4545;Totaal woningen;Kern Leusden-Zuid;Kern Leusden-Zuid                       ;Buurt     ;BU03270200;2200.0;3900.0;
4546;Totaal woningen;Tabaksteeg;Tabaksteeg                              ;Buurt     ;BU03270201;1200.0;3700.0;
4547;Totaal woningen;Buitengebied Leusden-Zuid;Buitengebied Leusden-Zuid               ;Buurt     ;BU03270209;2650.0;5100.0;
4548;Totaal woningen;Wijk 03 Achterveld;Wijk 03 Achterveld                      ;Wijk      ;WK032703  ;1850.0;4100.0;
4549;Totaal woningen;Kern Achterveld;Kern Achterveld                         ;Buurt     ;BU03270300;1700.0;3850.0;
4550;Totaal woningen;Buitengebied Achterveld;Buitengebied Achterveld                 ;Buurt     ;BU03270309;2650.0;5500.0;
4551;Totaal woningen;Wijk 04 Stoutenburg;Wijk 04 Stoutenburg                     ;Wijk      ;WK032704  ;2500.0;4750.0;
4552;Totaal woningen;Stoutenburg;Stoutenburg                             ;Buurt     ;BU03270400;2500.0;4750.0;
4553;Totaal woningen;Wijk 05 't Ruige Veld;Wijk 05 't Ruige Veld                   ;Wijk      ;WK032705  ;1150.0;3500.0;
4554;Totaal woningen;'t Ruige Veld;'t Ruige Veld                           ;Buurt     ;BU03270500;1200.0;3400.0;
4555;Totaal woningen;'t Vliet;'t Vliet                                ;Buurt     ;BU03270501;1100.0;3600.0;
4556;Totaal woningen;Lopik;Lopik                                   ;Gemeente  ;GM0331    ;1650.0;3950.0;
4557;Totaal woningen;Wijk 00 Lopik, Benschop en Polsbroek;Wijk 00 Lopik, Benschop en Polsbroek    ;Wijk      ;WK033100  ;1650.0;3950.0;
4558;Totaal woningen;Lopik-Dorp;Lopik-Dorp                              ;Buurt     ;BU03310000;1400.0;3650.0;
4559;Totaal woningen;Graaf;Graaf                                   ;Buurt     ;BU03310001;2150.0;4300.0;
4560;Totaal woningen;Uitweg;Uitweg                                  ;Buurt     ;BU03310002;1950.0;4500.0;
4561;Totaal woningen;Lopikerkapel;Lopikerkapel                            ;Buurt     ;BU03310003;1950.0;4500.0;
4562;Totaal woningen;Jaarsveld;Jaarsveld                               ;Buurt     ;BU03310004;1500.0;3950.0;
4563;Totaal woningen;Wielsekade;Wielsekade                              ;Buurt     ;BU03310005;2100.0;4650.0;
4564;Totaal woningen;Cabauw;Cabauw                                  ;Buurt     ;BU03310006;1750.0;3900.0;
4565;Totaal woningen;Zevender;Zevender                                ;Buurt     ;BU03310007;2250.0;4250.0;
4566;Totaal woningen;Lekdijk tussen Jaarsveld en Schoonhoven;Lekdijk tussen Jaarsveld en Schoonhoven ;Buurt     ;BU03310008;2200.0;5050.0;
4567;Totaal woningen;Langs de Lekdijk Lopikerwaard;Langs de Lekdijk Lopikerwaard           ;Buurt     ;BU03310009;2450.0;4650.0;
4568;Totaal woningen;Benschop-Dorp;Benschop-Dorp                           ;Buurt     ;BU03310010;1500.0;3750.0;
4569;Totaal woningen;Benschop Boveneind-Benedeneind;Benschop Boveneind-Benedeneind          ;Buurt     ;BU03310019;2200.0;4650.0;
4570;Totaal woningen;Polsbroek-Dorp;Polsbroek-Dorp                          ;Buurt     ;BU03310020;1650.0;3650.0;
4571;Totaal woningen;Polsbroek-Noordzijdseweg-Zuidzijdseweg;Polsbroek-Noordzijdseweg-Zuidzijdseweg  ;Buurt     ;BU03310029;2400.0;4650.0;
4572;Totaal woningen;Montfoort;Montfoort                               ;Gemeente  ;GM0335    ;1650.0;3850.0;
4573;Totaal woningen;Wijk 00;Wijk 00                                 ;Wijk      ;WK033500  ;1550.0;3650.0;
4574;Totaal woningen;Montfoort;Montfoort                               ;Buurt     ;BU03350000;1500.0;3600.0;
4575;Totaal woningen;Tabakshof en Heeswijk (gedeeltelijk);Tabakshof en Heeswijk (gedeeltelijk)    ;Buurt     ;BU03350001;1600.0;3850.0;
4576;Totaal woningen;Wijk 01 Linschoten;Wijk 01 Linschoten                      ;Wijk      ;WK033501  ;1750.0;4000.0;
4577;Totaal woningen;Linschoten;Linschoten                              ;Buurt     ;BU03350100;1550.0;3700.0;
4578;Totaal woningen;Polanen;Polanen                                 ;Buurt     ;BU03350101;2400.0;5050.0;
4579;Totaal woningen;Cattenbroek;Cattenbroek                             ;Buurt     ;BU03350102;2950.0;5850.0;
4580;Totaal woningen;Heeswijk;Heeswijk                                ;Buurt     ;BU03350103;2300.0;5050.0;
4581;Totaal woningen;Verspreide huizen Linschoten;Verspreide huizen Linschoten            ;Buurt     ;BU03350108;2450.0;4600.0;
4582;Totaal woningen;Verspreide huizen Mastwijk;Verspreide huizen Mastwijk              ;Buurt     ;BU03350109;2400.0;4800.0;
4583;Totaal woningen;Wijk 02 Willeskop;Wijk 02 Willeskop                       ;Wijk      ;WK033502  ;2200.0;4950.0;
4584;Totaal woningen;Willeskop;Willeskop                               ;Buurt     ;BU03350200;2200.0;5050.0;
4585;Totaal woningen;Blokland;Blokland                                ;Buurt     ;BU03350201;2800.0;5700.0;
4586;Totaal woningen;Beneden Kerkweg;Beneden Kerkweg                         ;Buurt     ;BU03350202;1950.0;4500.0;
4587;Totaal woningen;Verspreide huizen;Verspreide huizen                       ;Buurt     ;BU03350209;;;
4588;Totaal woningen;Renswoude;Renswoude                               ;Gemeente  ;GM0339    ;1850.0;4050.0;
4589;Totaal woningen;Wijk 00;Wijk 00                                 ;Wijk      ;WK033900  ;1850.0;4050.0;
4590;Totaal woningen;Renswoude;Renswoude                               ;Buurt     ;BU03390000;1700.0;3900.0;
4591;Totaal woningen;Verspreide huizen;Verspreide huizen                       ;Buurt     ;BU03390009;2250.0;4700.0;
4592;Totaal woningen;Rhenen;Rhenen                                  ;Gemeente  ;GM0340    ;1750.0;3700.0;
4593;Totaal woningen;Wijk 00 Rhenen;Wijk 00 Rhenen                          ;Wijk      ;WK034000  ;1600.0;3300.0;
4594;Totaal woningen;Rhenen Binnenstad;Rhenen Binnenstad                       ;Buurt     ;BU03400001;1600.0;3300.0;
4595;Totaal woningen;Wijk 01 Rhenen Oost;Wijk 01 Rhenen Oost                     ;Wijk      ;WK034001  ;1750.0;3600.0;
4596;Totaal woningen;Cunera;Cunera                                  ;Buurt     ;BU03400101;1950.0;3550.0;
4597;Totaal woningen;Vogelenzang;Vogelenzang                             ;Buurt     ;BU03400102;;;
4598;Totaal woningen;Grebbekwartier Zuid;Grebbekwartier Zuid                     ;Buurt     ;BU03400103;1650.0;3900.0;
4599;Totaal woningen;Grebbekwartier Noord;Grebbekwartier Noord                    ;Buurt     ;BU03400104;1750.0;3850.0;
4600;Totaal woningen;Bruine Eng;Bruine Eng                              ;Buurt     ;BU03400105;1800.0;3350.0;
4601;Totaal woningen;Wijk 02 Rhenen West;Wijk 02 Rhenen West                     ;Wijk      ;WK034002  ;1450.0;3400.0;
4602;Totaal woningen;Molenberg;Molenberg                               ;Buurt     ;BU03400201;1450.0;3250.0;
4603;Totaal woningen;Donderberg;Donderberg                              ;Buurt     ;BU03400202;1600.0;3550.0;
4604;Totaal woningen;Koerheuvel;Koerheuvel                              ;Buurt     ;BU03400203;1300.0;3650.0;
4605;Totaal woningen;Wijk 03 Rhenen Noord;Wijk 03 Rhenen Noord                    ;Wijk      ;WK034003  ;1650.0;3200.0;
4606;Totaal woningen;Rhenen Hoog;Rhenen Hoog                             ;Buurt     ;BU03400301;1400.0;2900.0;
4607;Totaal woningen;Domineesberg;Domineesberg                            ;Buurt     ;BU03400302;2300.0;4000.0;
4608;Totaal woningen;Helling Bergweg;Helling Bergweg                         ;Buurt     ;BU03400303;3450.0;5650.0;
4609;Totaal woningen;Wijk 04 Grebbeberg;Wijk 04 Grebbeberg                      ;Wijk      ;WK034004  ;;;
4610;Totaal woningen;Grebbeberg;Grebbeberg                              ;Buurt     ;BU03400401;;;
4611;Totaal woningen;Wijk 05 Randzone;Wijk 05 Randzone                        ;Wijk      ;WK034005  ;1950.0;4400.0;
4612;Totaal woningen;Randzone;Randzone                                ;Buurt     ;BU03400501;2950.0;5500.0;
4613;Totaal woningen;Veeneind;Veeneind                                ;Buurt     ;BU03400502;2300.0;5250.0;
4614;Totaal woningen;Rhenendael;Rhenendael                              ;Buurt     ;BU03400503;1050.0;3050.0;
4615;Totaal woningen;Prattenburg;Prattenburg                             ;Buurt     ;BU03400504;2650.0;4250.0;
4616;Totaal woningen;Wijk 06 Binnenveld;Wijk 06 Binnenveld                      ;Wijk      ;WK034006  ;2600.0;4900.0;
4617;Totaal woningen;Binnenveld;Binnenveld                              ;Buurt     ;BU03400601;2600.0;4900.0;
4618;Totaal woningen;Wijk 07 Achterberg;Wijk 07 Achterberg                      ;Wijk      ;WK034007  ;1850.0;4150.0;
4619;Totaal woningen;Achterberg;Achterberg                              ;Buurt     ;BU03400701;2250.0;4450.0;
4620;Totaal woningen;De Horst;De Horst                                ;Buurt     ;BU03400702;1600.0;4400.0;
4621;Totaal woningen;Achterberg West;Achterberg West                         ;Buurt     ;BU03400703;1400.0;3600.0;
4622;Totaal woningen;Wijk 08 Uiterwaarden Rhenen;Wijk 08 Uiterwaarden Rhenen             ;Wijk      ;WK034008  ;2400.0;3800.0;
4623;Totaal woningen;Uiterwaarden Rhenen;Uiterwaarden Rhenen                     ;Buurt     ;BU03400801;2400.0;3800.0;
4624;Totaal woningen;Wijk 09 Remmerden;Wijk 09 Remmerden                       ;Wijk      ;WK034009  ;;;
4625;Totaal woningen;Remmerden;Remmerden                               ;Buurt     ;BU03400901;;;
4626;Totaal woningen;Wijk 10 Heuvelrug Rhenen;Wijk 10 Heuvelrug Rhenen                ;Wijk      ;WK034010  ;3500.0;6200.0;
4627;Totaal woningen;Heuvelrug Rhenen;Heuvelrug Rhenen                        ;Buurt     ;BU03401001;3500.0;6200.0;
4628;Totaal woningen;Wijk 11 Heuvelrug Elst;Wijk 11 Heuvelrug Elst                  ;Wijk      ;WK034011  ;2850.0;5100.0;
4629;Totaal woningen;Heuvelrug Elst;Heuvelrug Elst                          ;Buurt     ;BU03401101;2850.0;5100.0;
4630;Totaal woningen;Wijk 12 Uiterwaarden Elst;Wijk 12 Uiterwaarden Elst               ;Wijk      ;WK034012  ;2500.0;5050.0;
4631;Totaal woningen;Uiterwaarden Elst;Uiterwaarden Elst                       ;Buurt     ;BU03401201;2500.0;5050.0;
4632;Totaal woningen;Wijk 13 Elst;Wijk 13 Elst                            ;Wijk      ;WK034013  ;1850.0;4000.0;
4633;Totaal woningen;De Vordel;De Vordel                               ;Buurt     ;BU03401301;2250.0;4650.0;
4634;Totaal woningen;Elst Centrum;Elst Centrum                            ;Buurt     ;BU03401302;1700.0;3650.0;
4635;Totaal woningen;Het Bosje;Het Bosje                               ;Buurt     ;BU03401303;1600.0;4150.0;
4636;Totaal woningen;Elst West;Elst West                               ;Buurt     ;BU03401304;2350.0;4900.0;
4637;Totaal woningen;Soest;Soest                                   ;Gemeente  ;GM0342    ;1700.0;3550.0;
