ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
382;452 Gespecialiseerde autoreparatie;2016 3e kwartaal;96.7;6.2
383;452 Gespecialiseerde autoreparatie;2016 4e kwartaal;107.6;1.9
384;452 Gespecialiseerde autoreparatie;2016;98.6;5.3
385;452 Gespecialiseerde autoreparatie;2017 1e kwartaal;97.6;7.5
386;452 Gespecialiseerde autoreparatie;2017 2e kwartaal;103.5;4.5
387;452 Gespecialiseerde autoreparatie;2017 3e kwartaal;95.9;-0.9
388;452 Gespecialiseerde autoreparatie;2017 4e kwartaal;114.3;6.2
389;452 Gespecialiseerde autoreparatie;2017;102.8;4.3
390;453 Handel in auto-onderdelen;2005 1e kwartaal;81.9;5.8
391;453 Handel in auto-onderdelen;2005 2e kwartaal;85.0;5.5
392;453 Handel in auto-onderdelen;2005 3e kwartaal;78.1;4.0
393;453 Handel in auto-onderdelen;2005 4e kwartaal;82.5;4.2
394;453 Handel in auto-onderdelen;2005;81.8;4.9
395;453 Handel in auto-onderdelen;2006 1e kwartaal;90.0;9.9
396;453 Handel in auto-onderdelen;2006 2e kwartaal;93.0;9.5
397;453 Handel in auto-onderdelen;2006 3e kwartaal;84.5;8.2
398;453 Handel in auto-onderdelen;2006 4e kwartaal;95.2;15.4
399;453 Handel in auto-onderdelen;2006;90.7;10.8
400;453 Handel in auto-onderdelen;2007 1e kwartaal;94.8;5.4
401;453 Handel in auto-onderdelen;2007 2e kwartaal;98.4;5.8
402;453 Handel in auto-onderdelen;2007 3e kwartaal;89.8;6.3
403;453 Handel in auto-onderdelen;2007 4e kwartaal;97.6;2.6
404;453 Handel in auto-onderdelen;2007;95.1;5.0
405;453 Handel in auto-onderdelen;2008 1e kwartaal;98.3;3.7
406;453 Handel in auto-onderdelen;2008 2e kwartaal;98.5;0.2
407;453 Handel in auto-onderdelen;2008 3e kwartaal;87.5;-2.6
408;453 Handel in auto-onderdelen;2008 4e kwartaal;86.3;-11.6
409;453 Handel in auto-onderdelen;2008;92.7;-2.6
410;453 Handel in auto-onderdelen;2009 1e kwartaal;79.8;-18.9
411;453 Handel in auto-onderdelen;2009 2e kwartaal;86.6;-12.1
412;453 Handel in auto-onderdelen;2009 3e kwartaal;81.4;-6.9
413;453 Handel in auto-onderdelen;2009 4e kwartaal;90.9;5.3
414;453 Handel in auto-onderdelen;2009;84.7;-8.6
415;453 Handel in auto-onderdelen;2010 1e kwartaal;95.0;19.2
416;453 Handel in auto-onderdelen;2010 2e kwartaal;98.7;13.9
417;453 Handel in auto-onderdelen;2010 3e kwartaal;97.7;20.0
418;453 Handel in auto-onderdelen;2010 4e kwartaal;108.6;19.5
419;453 Handel in auto-onderdelen;2010;100.0;18.1
420;453 Handel in auto-onderdelen;2011 1e kwartaal;108.6;14.3
421;453 Handel in auto-onderdelen;2011 2e kwartaal;110.0;11.5
422;453 Handel in auto-onderdelen;2011 3e kwartaal;109.4;12.0
423;453 Handel in auto-onderdelen;2011 4e kwartaal;118.8;9.4
424;453 Handel in auto-onderdelen;2011;111.7;11.7
425;453 Handel in auto-onderdelen;2012 1e kwartaal;111.3;2.5
426;453 Handel in auto-onderdelen;2012 2e kwartaal;105.4;-4.2
427;453 Handel in auto-onderdelen;2012 3e kwartaal;97.1;-11.2
428;453 Handel in auto-onderdelen;2012 4e kwartaal;106.7;-10.2
429;453 Handel in auto-onderdelen;2012;105.1;-5.9
430;453 Handel in auto-onderdelen;2013 1e kwartaal;97.9;-12.0
431;453 Handel in auto-onderdelen;2013 2e kwartaal;104.4;-1.0
432;453 Handel in auto-onderdelen;2013 3e kwartaal;98.7;1.7
433;453 Handel in auto-onderdelen;2013 4e kwartaal ;108.3;1.5
434;453 Handel in auto-onderdelen;2013;102.3;-2.7
435;453 Handel in auto-onderdelen;2014 1e kwartaal;102.7;4.9
436;453 Handel in auto-onderdelen;2014 2e kwartaal;105.8;1.3
437;453 Handel in auto-onderdelen;2014 3e kwartaal;99.0;0.3
438;453 Handel in auto-onderdelen;2014 4e kwartaal;106.3;-1.8
439;453 Handel in auto-onderdelen;2014;103.5;1.1
440;453 Handel in auto-onderdelen;2015 1e kwartaal;105.9;3.2
441;453 Handel in auto-onderdelen;2015 2e kwartaal;110.9;4.8
442;453 Handel in auto-onderdelen;2015 3e kwartaal;103.6;4.6
443;453 Handel in auto-onderdelen;2015 4e kwartaal;116.6;9.6
444;453 Handel in auto-onderdelen;2015;109.2;5.6
445;453 Handel in auto-onderdelen;2016 1e kwartaal;111.2;5.0
446;453 Handel in auto-onderdelen;2016 2e kwartaal;119.8;8.0
447;453 Handel in auto-onderdelen;2016 3e kwartaal;107.5;3.8
448;453 Handel in auto-onderdelen;2016 4e kwartaal;118.3;1.5
449;453 Handel in auto-onderdelen;2016;114.2;4.6
450;453 Handel in auto-onderdelen;2017 1e kwartaal;119.0;7.0
451;453 Handel in auto-onderdelen;2017 2e kwartaal;115.2;-3.8
452;453 Handel in auto-onderdelen;2017 3e kwartaal;105.7;-1.7
453;453 Handel in auto-onderdelen;2017 4e kwartaal;118.7;0.3
454;453 Handel in auto-onderdelen;2017;114.6;0.4
455;454 Handel en reparatie van motorfietsen;2005 1e kwartaal;119.2;-4.2
456;454 Handel en reparatie van motorfietsen;2005 2e kwartaal;145.7;-6.8
457;454 Handel en reparatie van motorfietsen;2005 3e kwartaal;107.5;-2.9
458;454 Handel en reparatie van motorfietsen;2005 4e kwartaal;84.9;0.8
459;454 Handel en reparatie van motorfietsen;2005;114.3;-3.9
460;454 Handel en reparatie van motorfietsen;2006 1e kwartaal;118.8;-0.3
461;454 Handel en reparatie van motorfietsen;2006 2e kwartaal;148.6;2.0
462;454 Handel en reparatie van motorfietsen;2006 3e kwartaal;109.9;2.1
463;454 Handel en reparatie van motorfietsen;2006 4e kwartaal;86.1;1.5
464;454 Handel en reparatie van motorfietsen;2006;115.9;1.3
465;454 Handel en reparatie van motorfietsen;2007 1e kwartaal;117.6;-1.0
466;454 Handel en reparatie van motorfietsen;2007 2e kwartaal;149.3;0.4
467;454 Handel en reparatie van motorfietsen;2007 3e kwartaal;111.7;1.7
468;454 Handel en reparatie van motorfietsen;2007 4e kwartaal;86.0;-0.2
469;454 Handel en reparatie van motorfietsen;2007;116.1;0.2
470;454 Handel en reparatie van motorfietsen;2008 1e kwartaal;126.2;7.3
471;454 Handel en reparatie van motorfietsen;2008 2e kwartaal;144.3;-3.3
472;454 Handel en reparatie van motorfietsen;2008 3e kwartaal;106.7;-4.4
473;454 Handel en reparatie van motorfietsen;2008 4e kwartaal;78.9;-8.2
474;454 Handel en reparatie van motorfietsen;2008;114.1;-1.8
475;454 Handel en reparatie van motorfietsen;2009 1e kwartaal;103.9;-17.7
476;454 Handel en reparatie van motorfietsen;2009 2e kwartaal;123.9;-14.1
477;454 Handel en reparatie van motorfietsen;2009 3e kwartaal;93.6;-12.3
478;454 Handel en reparatie van motorfietsen;2009 4e kwartaal;76.5;-3.2
479;454 Handel en reparatie van motorfietsen;2009;99.5;-12.8
480;454 Handel en reparatie van motorfietsen;2010 1e kwartaal;100.8;-2.9
481;454 Handel en reparatie van motorfietsen;2010 2e kwartaal;135.8;9.6
482;454 Handel en reparatie van motorfietsen;2010 3e kwartaal;94.7;1.2
483;454 Handel en reparatie van motorfietsen;2010 4e kwartaal;68.6;-10.2
484;454 Handel en reparatie van motorfietsen;2010;100.0;0.5
485;454 Handel en reparatie van motorfietsen;2011 1e kwartaal;97.7;-3.1
486;454 Handel en reparatie van motorfietsen;2011 2e kwartaal;124.5;-8.3
487;454 Handel en reparatie van motorfietsen;2011 3e kwartaal;81.4;-14.0
488;454 Handel en reparatie van motorfietsen;2011 4e kwartaal;70.4;2.5
489;454 Handel en reparatie van motorfietsen;2011;93.5;-6.5
490;454 Handel en reparatie van motorfietsen;2012 1e kwartaal;103.2;5.5
491;454 Handel en reparatie van motorfietsen;2012 2e kwartaal;112.0;-10.0
492;454 Handel en reparatie van motorfietsen;2012 3e kwartaal;75.3;-7.6
493;454 Handel en reparatie van motorfietsen;2012 4e kwartaal;63.4;-9.9
494;454 Handel en reparatie van motorfietsen;2012;88.5;-5.4
495;454 Handel en reparatie van motorfietsen;2013 1e kwartaal;82.7;-19.8
496;454 Handel en reparatie van motorfietsen;2013 2e kwartaal;101.7;-9.3
497;454 Handel en reparatie van motorfietsen;2013 3e kwartaal;79.6;5.7
498;454 Handel en reparatie van motorfietsen;2013 4e kwartaal ;65.0;2.5
499;454 Handel en reparatie van motorfietsen;2013;82.2;-7.0
500;454 Handel en reparatie van motorfietsen;2014 1e kwartaal;98.8;19.4
501;454 Handel en reparatie van motorfietsen;2014 2e kwartaal;115.1;13.2
502;454 Handel en reparatie van motorfietsen;2014 3e kwartaal;88.3;10.9
503;454 Handel en reparatie van motorfietsen;2014 4e kwartaal;74.2;14.2
504;454 Handel en reparatie van motorfietsen;2014;94.1;14.4
505;454 Handel en reparatie van motorfietsen;2015 1e kwartaal;113.6;15.0
506;454 Handel en reparatie van motorfietsen;2015 2e kwartaal;130.7;13.5
507;454 Handel en reparatie van motorfietsen;2015 3e kwartaal;90.9;2.9
508;454 Handel en reparatie van motorfietsen;2015 4e kwartaal;76.3;2.9
509;454 Handel en reparatie van motorfietsen;2015;102.9;9.3
510;454 Handel en reparatie van motorfietsen;2016 1e kwartaal;115.8;2.0
511;454 Handel en reparatie van motorfietsen;2016 2e kwartaal;145.2;11.1
512;454 Handel en reparatie van motorfietsen;2016 3e kwartaal;97.3;7.1
513;454 Handel en reparatie van motorfietsen;2016 4e kwartaal;87.0;14.0
514;454 Handel en reparatie van motorfietsen;2016;111.3;8.2
515;454 Handel en reparatie van motorfietsen;2017 1e kwartaal;115.4;-0.4
516;454 Handel en reparatie van motorfietsen;2017 2e kwartaal;158.1;8.9
517;454 Handel en reparatie van motorfietsen;2017 3e kwartaal;101.0;3.8
518;454 Handel en reparatie van motorfietsen;2017 4e kwartaal;72.2;-17.0
519;454 Handel en reparatie van motorfietsen;2017;111.7;0.3
