ID;SBI93;Perioden;Omzet_1;VoortschrijdendeOmzet_2;Omzet_3;CumulatieveOmzet_4
52;50 Handel in en reparatie van auto's..;2005 3e kwartaal;98.0;102.0;2.4;1.2
53;50 Handel in en reparatie van auto's..;2005 4e kwartaal;101.0;102.0;2.0;1.4
54;50 Handel in en reparatie van auto's..;2005;102.0;102.0;1.4;1.4
55;50 Handel in en reparatie van auto's..;2006 1e kwartaal;113.0;105.0;8.5;8.5
56;50 Handel in en reparatie van auto's..;2006 2e kwartaal;112.0;106.0;5.0;6.7
57;50 Handel in en reparatie van auto's..;2006 3e kwartaal;103.0;107.0;4.9;6.2
58;50 Handel in en reparatie van auto's..;2006 4e kwartaal;106.0;109.0;5.3;6.0
59;50 Handel in en reparatie van auto's..;2006;109.0;109.0;6.0;6.0
60;50 Handel in en reparatie van auto's..;2007 1e kwartaal;116.0;109.0;2.8;2.8
61;50 Handel in en reparatie van auto's..;2007 2e kwartaal;117.0;110.0;3.9;3.4
62;50 Handel in en reparatie van auto's..;2007 3e kwartaal;108.0;112.0;4.8;3.8
63;50 Handel in en reparatie van auto's..;2007 4e kwartaal;110.0;113.0;3.8;3.8
64;50 Handel in en reparatie van auto's..;2007;113.0;113.0;3.8;3.8
65;50 Handel in en reparatie van auto's..;2008 1e kwartaal;120.0;114.0;2.8;2.8
66;50 Handel in en reparatie van auto's..;2008 2e kwartaal;116.0;113.0;-0.7;1.0
67;50 Handel in en reparatie van auto's..;2008 3e kwartaal;105.0;113.0;-2.1;0.0
68;50 Handel in en reparatie van auto's..;2008 4e kwartaal;98.0;110.0;-11.3;-2.7
69;50 Handel in en reparatie van auto's..;2008;110.0;110.0;-2.7;-2.7
70;5010a Handel in en reparatie van ..;1995 1e kwartaal;;;;
71;5010a Handel in en reparatie van ..;1995 2e kwartaal;;;;
72;5010a Handel in en reparatie van ..;1995 3e kwartaal;;;;
73;5010a Handel in en reparatie van ..;1995 4e kwartaal;;;;
74;5010a Handel in en reparatie van ..;1995;;;;
75;5010a Handel in en reparatie van ..;1996 1e kwartaal;;;;
76;5010a Handel in en reparatie van ..;1996 2e kwartaal;;;;
77;5010a Handel in en reparatie van ..;1996 3e kwartaal;;;;
78;5010a Handel in en reparatie van ..;1996 4e kwartaal;;;;
79;5010a Handel in en reparatie van ..;1996;;;;
80;5010a Handel in en reparatie van ..;1997 1e kwartaal;;;;
81;5010a Handel in en reparatie van ..;1997 2e kwartaal;;;;
82;5010a Handel in en reparatie van ..;1997 3e kwartaal;;;;
83;5010a Handel in en reparatie van ..;1997 4e kwartaal;;;;
84;5010a Handel in en reparatie van ..;1997;;;;
85;5010a Handel in en reparatie van ..;1998 1e kwartaal;;;;
86;5010a Handel in en reparatie van ..;1998 2e kwartaal;;;;
87;5010a Handel in en reparatie van ..;1998 3e kwartaal;;;;
88;5010a Handel in en reparatie van ..;1998 4e kwartaal;;;;
89;5010a Handel in en reparatie van ..;1998;;;;
90;5010a Handel in en reparatie van ..;1999 1e kwartaal;;;;
91;5010a Handel in en reparatie van ..;1999 2e kwartaal;;;;
92;5010a Handel in en reparatie van ..;1999 3e kwartaal;;;;
93;5010a Handel in en reparatie van ..;1999 4e kwartaal;;;;
94;5010a Handel in en reparatie van ..;1999;;;;
95;5010a Handel in en reparatie van ..;2000 1e kwartaal;;;;
96;5010a Handel in en reparatie van ..;2000 2e kwartaal;;;;
97;5010a Handel in en reparatie van ..;2000 3e kwartaal;;;;
98;5010a Handel in en reparatie van ..;2000 4e kwartaal;;;;
99;5010a Handel in en reparatie van ..;2000;;;;
100;5010a Handel in en reparatie van ..;2001 1e kwartaal;;;;
101;5010a Handel in en reparatie van ..;2001 2e kwartaal;;;;
102;5010a Handel in en reparatie van ..;2001 3e kwartaal;;;;
103;5010a Handel in en reparatie van ..;2001 4e kwartaal;;;;
104;5010a Handel in en reparatie van ..;2001;;;;
105;5010a Handel in en reparatie van ..;2002 1e kwartaal;;;;
106;5010a Handel in en reparatie van ..;2002 2e kwartaal;;;;
107;5010a Handel in en reparatie van ..;2002 3e kwartaal;;;;
108;5010a Handel in en reparatie van ..;2002 4e kwartaal;;;;
109;5010a Handel in en reparatie van ..;2002;;;;
110;5010a Handel in en reparatie van ..;2003 1e kwartaal;98.0;;;
111;5010a Handel in en reparatie van ..;2003 2e kwartaal;95.0;;;
112;5010a Handel in en reparatie van ..;2003 3e kwartaal;89.0;;;
113;5010a Handel in en reparatie van ..;2003 4e kwartaal;94.0;94.0;;
114;5010a Handel in en reparatie van ..;2003;94.0;94.0;;
115;5010a Handel in en reparatie van ..;2004 1e kwartaal;100.0;95.0;2.0;2.0
116;5010a Handel in en reparatie van ..;2004 2e kwartaal;97.0;95.0;1.6;1.8
117;5010a Handel in en reparatie van ..;2004 3e kwartaal;90.0;95.0;0.3;1.3
118;5010a Handel in en reparatie van ..;2004 4e kwartaal;93.0;95.0;-0.5;0.9
119;5010a Handel in en reparatie van ..;2004;95.0;95.0;0.9;0.9
120;5010a Handel in en reparatie van ..;2005 1e kwartaal;100.0;95.0;0.3;0.3
121;5010a Handel in en reparatie van ..;2005 2e kwartaal;98.0;95.0;1.9;1.1
122;5010a Handel in en reparatie van ..;2005 3e kwartaal;89.0;95.0;-0.4;0.6
123;5010a Handel in en reparatie van ..;2005 4e kwartaal;106.0;98.0;13.3;3.7
124;5010a Handel in en reparatie van ..;2005;98.0;98.0;3.7;3.7
125;5010a Handel in en reparatie van ..;2006 1e kwartaal;125.0;105.0;24.3;24.3
126;5010a Handel in en reparatie van ..;2006 2e kwartaal;109.0;107.0;11.0;17.7
127;5010a Handel in en reparatie van ..;2006 3e kwartaal;104.0;111.0;16.2;17.2
128;5010a Handel in en reparatie van ..;2006 4e kwartaal;125.0;116.0;18.4;17.5
129;5010a Handel in en reparatie van ..;2006;116.0;116.0;17.5;17.5
130;5010a Handel in en reparatie van ..;2007 1e kwartaal;123.0;115.0;-1.3;-1.3
131;5010a Handel in en reparatie van ..;2007 2e kwartaal;124.0;119.0;13.2;5.5
132;5010a Handel in en reparatie van ..;2007 3e kwartaal;116.0;122.0;12.1;7.5
133;5010a Handel in en reparatie van ..;2007 4e kwartaal;142.0;126.0;13.3;9.1
134;5010a Handel in en reparatie van ..;2007;126.0;126.0;9.1;9.1
135;5010a Handel in en reparatie van ..;2008 1e kwartaal;137.0;130.0;11.6;11.6
136;5010a Handel in en reparatie van ..;2008 2e kwartaal;125.0;130.0;1.4;6.5
137;5010a Handel in en reparatie van ..;2008 3e kwartaal;113.0;129.0;-3.1;3.4
138;5010a Handel in en reparatie van ..;2008 4e kwartaal;130.0;126.0;-8.3;0.1
139;5010a Handel in en reparatie van ..;2008;126.0;126.0;0.1;0.1
140;50102 Import van nieuwe personenauto's;1995 1e kwartaal;67.0;;;
141;50102 Import van nieuwe personenauto's;1995 2e kwartaal;67.0;;;
142;50102 Import van nieuwe personenauto's;1995 3e kwartaal;51.0;;;
143;50102 Import van nieuwe personenauto's;1995 4e kwartaal;59.0;61.0;;
144;50102 Import van nieuwe personenauto's;1995;61.0;61.0;;
145;50102 Import van nieuwe personenauto's;1996 1e kwartaal;70.0;62.0;5.2;5.2
146;50102 Import van nieuwe personenauto's;1996 2e kwartaal;76.0;64.0;13.2;9.2
147;50102 Import van nieuwe personenauto's;1996 3e kwartaal;57.0;66.0;11.1;9.7
148;50102 Import van nieuwe personenauto's;1996 4e kwartaal;65.0;67.0;10.7;10.0
149;50102 Import van nieuwe personenauto's;1996;67.0;67.0;10.0;10.0
150;50102 Import van nieuwe personenauto's;1997 1e kwartaal;78.0;69.0;10.9;10.9
151;50102 Import van nieuwe personenauto's;1997 2e kwartaal;76.0;69.0;0.3;5.4
152;50102 Import van nieuwe personenauto's;1997 3e kwartaal;66.0;71.0;15.4;8.2
153;50102 Import van nieuwe personenauto's;1997 4e kwartaal;69.0;72.0;6.0;7.7
154;50102 Import van nieuwe personenauto's;1997;72.0;72.0;7.7;7.7
155;50102 Import van nieuwe personenauto's;1998 1e kwartaal;88.0;75.0;13.6;13.6
156;50102 Import van nieuwe personenauto's;1998 2e kwartaal;90.0;78.0;17.2;15.4
157;50102 Import van nieuwe personenauto's;1998 3e kwartaal;76.0;81.0;15.7;15.5
158;50102 Import van nieuwe personenauto's;1998 4e kwartaal;87.0;85.0;25.0;17.8
159;50102 Import van nieuwe personenauto's;1998;85.0;85.0;17.8;17.8
160;50102 Import van nieuwe personenauto's;1999 1e kwartaal;111.0;91.0;25.4;25.4
161;50102 Import van nieuwe personenauto's;1999 2e kwartaal;105.0;95.0;17.3;21.3
162;50102 Import van nieuwe personenauto's;1999 3e kwartaal;89.0;98.0;17.2;20.1
163;50102 Import van nieuwe personenauto's;1999 4e kwartaal;91.0;99.0;4.6;16.1
164;50102 Import van nieuwe personenauto's;1999;99.0;99.0;16.1;16.1
165;50102 Import van nieuwe personenauto's;2000 1e kwartaal;111.0;99.0;0.3;0.3
166;50102 Import van nieuwe personenauto's;2000 2e kwartaal;106.0;99.0;1.3;0.8
167;50102 Import van nieuwe personenauto's;2000 3e kwartaal;88.0;99.0;-1.3;0.2
168;50102 Import van nieuwe personenauto's;2000 4e kwartaal;95.0;100.0;4.2;1.1
169;50102 Import van nieuwe personenauto's;2000;100.0;100.0;1.1;1.1
170;50102 Import van nieuwe personenauto's;2001 1e kwartaal;108.0;99.0;-3.0;-3.0
171;50102 Import van nieuwe personenauto's;2001 2e kwartaal;105.0;99.0;-1.4;-2.2
172;50102 Import van nieuwe personenauto's;2001 3e kwartaal;91.0;100.0;3.7;-0.5
173;50102 Import van nieuwe personenauto's;2001 4e kwartaal;94.0;100.0;-0.4;-0.5
174;50102 Import van nieuwe personenauto's;2001;100.0;100.0;-0.5;-0.5
175;50102 Import van nieuwe personenauto's;2002 1e kwartaal;104.0;99.0;-3.6;-3.6
176;50102 Import van nieuwe personenauto's;2002 2e kwartaal;106.0;99.0;0.8;-1.4
177;50102 Import van nieuwe personenauto's;2002 3e kwartaal;93.0;99.0;1.8;-0.4
178;50102 Import van nieuwe personenauto's;2002 4e kwartaal;101.0;101.0;7.3;1.4
179;50102 Import van nieuwe personenauto's;2002;101.0;101.0;1.4;1.4
180;50102 Import van nieuwe personenauto's;2003 1e kwartaal;101.0;100.0;-2.8;-2.8
181;50102 Import van nieuwe personenauto's;2003 2e kwartaal;104.0;100.0;-1.6;-2.2
182;50102 Import van nieuwe personenauto's;2003 3e kwartaal;91.0;99.0;-2.5;-2.3
183;50102 Import van nieuwe personenauto's;2003 4e kwartaal;98.0;99.0;-2.7;-2.4
184;50102 Import van nieuwe personenauto's;2003;99.0;99.0;-2.4;-2.4
185;50102 Import van nieuwe personenauto's;2004 1e kwartaal;98.0;98.0;-3.2;-3.2
186;50102 Import van nieuwe personenauto's;2004 2e kwartaal;100.0;97.0;-3.7;-3.4
187;50102 Import van nieuwe personenauto's;2004 3e kwartaal;88.0;96.0;-3.0;-3.3
188;50102 Import van nieuwe personenauto's;2004 4e kwartaal;106.0;98.0;7.4;-0.6
189;50102 Import van nieuwe personenauto's;2004;98.0;98.0;-0.6;-0.6
190;50102 Import van nieuwe personenauto's;2005 1e kwartaal;93.0;97.0;-4.4;-4.4
191;50102 Import van nieuwe personenauto's;2005 2e kwartaal;106.0;98.0;5.2;0.5
192;50102 Import van nieuwe personenauto's;2005 3e kwartaal;91.0;99.0;2.9;1.2
193;50102 Import van nieuwe personenauto's;2005 4e kwartaal;105.0;99.0;-0.9;0.6
194;50102 Import van nieuwe personenauto's;2005;99.0;99.0;0.6;0.6
195;50102 Import van nieuwe personenauto's;2006 1e kwartaal;102.0;101.0;9.3;9.3
196;50102 Import van nieuwe personenauto's;2006 2e kwartaal;112.0;102.0;5.8;7.4
197;50102 Import van nieuwe personenauto's;2006 3e kwartaal;95.0;103.0;4.9;6.7
198;50102 Import van nieuwe personenauto's;2006 4e kwartaal;108.0;104.0;2.9;5.7
199;50102 Import van nieuwe personenauto's;2006;104.0;104.0;5.7;5.7
200;50102 Import van nieuwe personenauto's;2007 1e kwartaal;107.0;105.0;4.5;4.5
201;50102 Import van nieuwe personenauto's;2007 2e kwartaal;115.0;106.0;2.8;3.6
202;50102 Import van nieuwe personenauto's;2007 3e kwartaal;99.0;107.0;4.5;3.9
203;50102 Import van nieuwe personenauto's;2007 4e kwartaal;110.0;108.0;2.2;3.4
204;50102 Import van nieuwe personenauto's;2007;108.0;108.0;3.4;3.4
205;50102 Import van nieuwe personenauto's;2008 1e kwartaal;110.0;109.0;3.3;3.3
206;50102 Import van nieuwe personenauto's;2008 2e kwartaal;107.0;107.0;-6.5;-1.8
207;50102 Import van nieuwe personenauto's;2008 3e kwartaal;93.0;105.0;-6.0;-3.1
208;50102 Import van nieuwe personenauto's;2008 4e kwartaal;85.0;99.0;-22.6;-8.1
209;50102 Import van nieuwe personenauto's;2008;99.0;99.0;-8.1;-8.1
210;50104 Handel in en reparatie van ..;1995 1e kwartaal;79.0;;;
211;50104 Handel in en reparatie van ..;1995 2e kwartaal;76.0;;;
212;50104 Handel in en reparatie van ..;1995 3e kwartaal;63.0;;;
213;50104 Handel in en reparatie van ..;1995 4e kwartaal;62.0;70.0;;
214;50104 Handel in en reparatie van ..;1995;70.0;70.0;;
215;50104 Handel in en reparatie van ..;1996 1e kwartaal;78.0;70.0;-1.4;-1.4
216;50104 Handel in en reparatie van ..;1996 2e kwartaal;78.0;70.0;2.7;0.6
217;50104 Handel in en reparatie van ..;1996 3e kwartaal;73.0;73.0;15.5;4.9
218;50104 Handel in en reparatie van ..;1996 4e kwartaal;69.0;74.0;9.8;6.0
219;50104 Handel in en reparatie van ..;1996;74.0;74.0;6.0;6.0
220;50104 Handel in en reparatie van ..;1997 1e kwartaal;85.0;76.0;10.2;10.2
221;50104 Handel in en reparatie van ..;1997 2e kwartaal;83.0;77.0;5.4;7.8
222;50104 Handel in en reparatie van ..;1997 3e kwartaal;74.0;78.0;1.1;5.7
223;50104 Handel in en reparatie van ..;1997 4e kwartaal;71.0;78.0;3.7;5.2
224;50104 Handel in en reparatie van ..;1997;78.0;78.0;5.2;5.2
225;50104 Handel in en reparatie van ..;1998 1e kwartaal;92.0;80.0;7.7;7.7
226;50104 Handel in en reparatie van ..;1998 2e kwartaal;90.0;82.0;8.7;8.2
227;50104 Handel in en reparatie van ..;1998 3e kwartaal;84.0;84.0;14.4;10.1
228;50104 Handel in en reparatie van ..;1998 4e kwartaal;80.0;86.0;12.2;10.6
229;50104 Handel in en reparatie van ..;1998;86.0;86.0;10.6;10.6
230;50104 Handel in en reparatie van ..;1999 1e kwartaal;105.0;90.0;13.9;13.9
231;50104 Handel in en reparatie van ..;1999 2e kwartaal;101.0;92.0;12.3;13.1
232;50104 Handel in en reparatie van ..;1999 3e kwartaal;93.0;95.0;10.4;12.2
233;50104 Handel in en reparatie van ..;1999 4e kwartaal;86.0;96.0;7.8;11.2
234;50104 Handel in en reparatie van ..;1999;96.0;96.0;11.2;11.2
235;50104 Handel in en reparatie van ..;2000 1e kwartaal;112.0;98.0;6.4;6.4
236;50104 Handel in en reparatie van ..;2000 2e kwartaal;104.0;99.0;3.3;4.9
237;50104 Handel in en reparatie van ..;2000 3e kwartaal;94.0;99.0;0.9;3.6
238;50104 Handel in en reparatie van ..;2000 4e kwartaal;90.0;100.0;5.3;4.0
239;50104 Handel in en reparatie van ..;2000;100.0;100.0;4.0;4.0
240;50104 Handel in en reparatie van ..;2001 1e kwartaal;109.0;99.0;-2.3;-2.3
241;50104 Handel in en reparatie van ..;2001 2e kwartaal;108.0;100.0;4.0;0.7
242;50104 Handel in en reparatie van ..;2001 3e kwartaal;98.0;101.0;4.7;1.9
243;50104 Handel in en reparatie van ..;2001 4e kwartaal;90.0;101.0;-0.6;1.4
244;50104 Handel in en reparatie van ..;2001;101.0;101.0;1.4;1.4
245;50104 Handel in en reparatie van ..;2002 1e kwartaal;113.0;102.0;3.7;3.7
246;50104 Handel in en reparatie van ..;2002 2e kwartaal;110.0;103.0;1.9;2.8
247;50104 Handel in en reparatie van ..;2002 3e kwartaal;100.0;103.0;2.0;2.6
248;50104 Handel in en reparatie van ..;2002 4e kwartaal;97.0;105.0;8.1;3.8
249;50104 Handel in en reparatie van ..;2002;105.0;105.0;3.8;3.8
250;50104 Handel in en reparatie van ..;2003 1e kwartaal;112.0;105.0;-0.7;-0.7
251;50104 Handel in en reparatie van ..;2003 2e kwartaal;106.0;104.0;-4.0;-2.4
252;50104 Handel in en reparatie van ..;2003 3e kwartaal;96.0;103.0;-4.2;-2.9
253;50104 Handel in en reparatie van ..;2003 4e kwartaal;89.0;101.0;-8.7;-4.3
254;50104 Handel in en reparatie van ..;2003;101.0;101.0;-4.3;-4.3
255;50104 Handel in en reparatie van ..;2004 1e kwartaal;111.0;100.0;-1.3;-1.3
256;50104 Handel in en reparatie van ..;2004 2e kwartaal;103.0;100.0;-2.5;-1.9
257;50104 Handel in en reparatie van ..;2004 3e kwartaal;94.0;99.0;-1.8;-1.8
258;50104 Handel in en reparatie van ..;2004 4e kwartaal;92.0;100.0;3.4;-0.7
259;50104 Handel in en reparatie van ..;2004;100.0;100.0;-0.7;-0.7
260;50104 Handel in en reparatie van ..;2005 1e kwartaal;107.0;99.0;-3.3;-3.3
261;50104 Handel in en reparatie van ..;2005 2e kwartaal;102.0;99.0;-1.5;-2.5
262;50104 Handel in en reparatie van ..;2005 3e kwartaal;94.0;99.0;-0.6;-1.9
263;50104 Handel in en reparatie van ..;2005 4e kwartaal;91.0;98.0;-1.2;-1.8
264;50104 Handel in en reparatie van ..;2005;98.0;98.0;-1.8;-1.8
265;50104 Handel in en reparatie van ..;2006 1e kwartaal;113.0;100.0;5.8;5.8
266;50104 Handel in en reparatie van ..;2006 2e kwartaal;104.0;100.0;1.8;3.9
267;50104 Handel in en reparatie van ..;2006 3e kwartaal;96.0;101.0;2.5;3.4
268;50104 Handel in en reparatie van ..;2006 4e kwartaal;93.0;102.0;3.1;3.4
269;50104 Handel in en reparatie van ..;2006;102.0;102.0;3.4;3.4
270;50104 Handel in en reparatie van ..;2007 1e kwartaal;116.0;102.0;2.1;2.1
271;50104 Handel in en reparatie van ..;2007 2e kwartaal;107.0;103.0;3.6;2.8
272;50104 Handel in en reparatie van ..;2007 3e kwartaal;101.0;104.0;5.7;3.7
273;50104 Handel in en reparatie van ..;2007 4e kwartaal;95.0;105.0;2.1;3.3
274;50104 Handel in en reparatie van ..;2007;105.0;105.0;3.3;3.3
275;50104 Handel in en reparatie van ..;2008 1e kwartaal;115.0;105.0;-0.7;-0.7
276;50104 Handel in en reparatie van ..;2008 2e kwartaal;104.0;104.0;-3.3;-1.9
277;50104 Handel in en reparatie van ..;2008 3e kwartaal;96.0;103.0;-5.4;-3.0
278;50104 Handel in en reparatie van ..;2008 4e kwartaal;85.0;100.0;-10.7;-4.8
279;50104 Handel in en reparatie van ..;2008;100.0;100.0;-4.8;-4.8
280;502 Handel in en reparatie van auto's ..;1995 1e kwartaal;70.0;;;
281;502 Handel in en reparatie van auto's ..;1995 2e kwartaal;73.0;;;
282;502 Handel in en reparatie van auto's ..;1995 3e kwartaal;70.0;;;
283;502 Handel in en reparatie van auto's ..;1995 4e kwartaal;74.0;72.0;;
284;502 Handel in en reparatie van auto's ..;1995;72.0;72.0;;
285;502 Handel in en reparatie van auto's ..;1996 1e kwartaal;71.0;72.0;0.9;0.9
286;502 Handel in en reparatie van auto's ..;1996 2e kwartaal;73.0;72.0;-0.4;0.2
287;502 Handel in en reparatie van auto's ..;1996 3e kwartaal;72.0;72.0;2.1;0.8
288;502 Handel in en reparatie van auto's ..;1996 4e kwartaal;77.0;73.0;3.4;1.5
289;502 Handel in en reparatie van auto's ..;1996;73.0;73.0;1.5;1.5
290;502 Handel in en reparatie van auto's ..;1997 1e kwartaal;72.0;73.0;1.3;1.3
291;502 Handel in en reparatie van auto's ..;1997 2e kwartaal;76.0;74.0;4.7;3.0
292;502 Handel in en reparatie van auto's ..;1997 3e kwartaal;76.0;75.0;5.6;3.9
293;502 Handel in en reparatie van auto's ..;1997 4e kwartaal;81.0;76.0;5.5;4.3
294;502 Handel in en reparatie van auto's ..;1997;76.0;76.0;4.3;4.3
295;502 Handel in en reparatie van auto's ..;1998 1e kwartaal;77.0;77.0;8.0;8.0
296;502 Handel in en reparatie van auto's ..;1998 2e kwartaal;83.0;79.0;9.6;8.8
297;502 Handel in en reparatie van auto's ..;1998 3e kwartaal;84.0;81.0;11.1;9.6
298;502 Handel in en reparatie van auto's ..;1998 4e kwartaal;93.0;84.0;14.4;10.9
299;502 Handel in en reparatie van auto's ..;1998;84.0;84.0;10.9;10.9
300;502 Handel in en reparatie van auto's ..;1999 1e kwartaal;91.0;88.0;17.9;17.9
301;502 Handel in en reparatie van auto's ..;1999 2e kwartaal;94.0;90.0;12.9;15.3
302;502 Handel in en reparatie van auto's ..;1999 3e kwartaal;91.0;92.0;8.9;13.1
303;502 Handel in en reparatie van auto's ..;1999 4e kwartaal;102.0;95.0;10.3;12.3
304;502 Handel in en reparatie van auto's ..;1999;95.0;95.0;12.3;12.3
305;502 Handel in en reparatie van auto's ..;2000 1e kwartaal;96.0;96.0;5.5;5.5
306;502 Handel in en reparatie van auto's ..;2000 2e kwartaal;100.0;97.0;6.4;5.9
307;502 Handel in en reparatie van auto's ..;2000 3e kwartaal;98.0;99.0;7.4;6.4
308;502 Handel in en reparatie van auto's ..;2000 4e kwartaal;106.0;100.0;3.3;5.6
309;502 Handel in en reparatie van auto's ..;2000;100.0;100.0;5.6;5.6
310;502 Handel in en reparatie van auto's ..;2001 1e kwartaal;107.0;103.0;10.9;10.9
311;502 Handel in en reparatie van auto's ..;2001 2e kwartaal;111.0;105.0;10.7;10.8
312;502 Handel in en reparatie van auto's ..;2001 3e kwartaal;107.0;107.0;8.7;10.1
313;502 Handel in en reparatie van auto's ..;2001 4e kwartaal;117.0;110.0;11.2;10.4
314;502 Handel in en reparatie van auto's ..;2001;110.0;110.0;10.4;10.4
315;502 Handel in en reparatie van auto's ..;2002 1e kwartaal;117.0;113.0;9.8;9.8
316;502 Handel in en reparatie van auto's ..;2002 2e kwartaal;120.0;115.0;8.1;8.9
317;502 Handel in en reparatie van auto's ..;2002 3e kwartaal;115.0;117.0;7.6;8.5
318;502 Handel in en reparatie van auto's ..;2002 4e kwartaal;125.0;119.0;6.6;8.0
319;502 Handel in en reparatie van auto's ..;2002;119.0;119.0;8.0;8.0
320;502 Handel in en reparatie van auto's ..;2003 1e kwartaal;122.0;120.0;4.3;4.3
321;502 Handel in en reparatie van auto's ..;2003 2e kwartaal;121.0;121.0;0.6;2.4
322;502 Handel in en reparatie van auto's ..;2003 3e kwartaal;112.0;120.0;-2.0;1.0
323;502 Handel in en reparatie van auto's ..;2003 4e kwartaal;124.0;120.0;-1.1;0.4
324;502 Handel in en reparatie van auto's ..;2003;120.0;120.0;0.4;0.4
325;502 Handel in en reparatie van auto's ..;2004 1e kwartaal;118.0;119.0;-3.2;-3.2
326;502 Handel in en reparatie van auto's ..;2004 2e kwartaal;121.0;119.0;0.3;-1.4
327;502 Handel in en reparatie van auto's ..;2004 3e kwartaal;117.0;120.0;4.3;0.4
328;502 Handel in en reparatie van auto's ..;2004 4e kwartaal;126.0;121.0;2.1;0.8
329;502 Handel in en reparatie van auto's ..;2004;121.0;121.0;0.8;0.8
330;502 Handel in en reparatie van auto's ..;2005 1e kwartaal;120.0;121.0;1.6;1.6
331;502 Handel in en reparatie van auto's ..;2005 2e kwartaal;127.0;123.0;5.1;3.4
332;502 Handel in en reparatie van auto's ..;2005 3e kwartaal;120.0;123.0;2.6;3.1
333;502 Handel in en reparatie van auto's ..;2005 4e kwartaal;128.0;124.0;0.9;2.5
334;502 Handel in en reparatie van auto's ..;2005;124.0;124.0;2.5;2.5
335;502 Handel in en reparatie van auto's ..;2006 1e kwartaal;125.0;125.0;4.4;4.4
336;502 Handel in en reparatie van auto's ..;2006 2e kwartaal;128.0;125.0;0.4;2.3
337;502 Handel in en reparatie van auto's ..;2006 3e kwartaal;126.0;127.0;5.0;3.2
