ID;BewerkingsEnVerwerkingsmethode;Sbi93;Perioden;TotaalBedrijfsafvalstoffen_1;TotaalProcesafhankelijkAfval_2;TotaalOrganisch_3;PapierKarton_4;Hout_5;Kunststoffen_6;OrganischBiologisch_7;OverigOrganisch_8;TotaalAnorganisch_9;FerroMetalen_10;NonFerroMetalen_11;SteenachtigMateriaal_12;OverigAnorganisch_13;TotaalSlib_14;OrganischBiologischSlib_15;AnorganischSlib_16;OverigSlib_17;GevaarlijkAfval_18;OverigGescheiden_19;GemengdAangeboden_20;TotaalProcesonafhankelijkAfval_21;TotaalOrganisch_22;PapierKarton_23;Hout_24;Kunststoffen_25;OverigOrganisch_26;TotaalAnorganisch_27;FerroMetalen_28;NonFerroMetalen_29;SteenachtigMateriaal_30;OverigAnorganisch_31;OverigGescheiden_32;GemengdAangeboden_33;Hergebruik_34;EindverwerkingTotaal_35;Storten_36;Verbranden_37;ScheidenAchteraf_38;Anders_39;Hergebruik_40;EindverwerkingTotaal_41;Storten_42;Verbranden_43;ScheidenAchteraf_44;Anders_45;TotaalBedrijfsafvalstoffen_46;ProcesafhankelijkAfvalTotaal_47;k_19Werknemers_48;k_1019Werknemers_49;k_2049Werknemers_50;k_5099Werknemers_51;k_100199Werknemers_52;k_200499Werknemers_53;k_500OfMeerWerknemers_54;ProcesonafhankelijkAfvalTotaal_55;k_19Werknemers_56;k_1019Werknemers_57;k_2049Werknemers_58;k_5099Werknemers_59;k_100199Werknemers_60;k_200499Werknemers_61;k_500OfMeerWerknemers_62
524;Eindverwerking;152 Visverwerkende industrie;2003;4;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0.0;2;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;;3.0;1.0;1.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;4;3;;;;;;;;1;;;;;;;
525;Eindverwerking;1530a Verw.groente,fruit,plant/diervet;1994;100;84;25;0;0;0;0;0;6;0;0;0;0;39;5;23;11;0;;14;17;;;;;;;;;;;0;17;;84.0;69.0;10.0;4.0;0.0;;17.0;12.0;5.0;0.0;0.0;100;84;;0.0;8.0;26.0;14.0;29.0;6.0;17;;0.0;1.0;1.0;6.0;6.0;2.0
526;Eindverwerking;1530a Verw.groente,fruit,plant/diervet;1996;108;91;15;0;0;0;15;0;6;0;0;0;6;57;3;0;54;0;;13;17;;;;;;;;;;;0;17;;91.0;73.0;18.0;0.0;0.0;;17.0;10.0;7.0;0.0;0.0;108;91;;1.0;3.0;6.0;49.0;25.0;8.0;17;;0.0;1.0;2.0;5.0;7.0;2.0
527;Eindverwerking;1530a Verw.groente,fruit,plant/diervet;1998;55;43;7;0;0;0;6;1;6;0;0;0;6;19;7;1;11;0;0.0;11;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;11;;43.0;31.0;11.0;0.0;1.0;;12.0;5.0;6.0;1.0;0.0;55;43;;0.0;3.0;6.0;9.0;15.0;11.0;12;;0.0;1.0;1.0;2.0;6.0;1.0
528;Eindverwerking;1530a Verw.groente,fruit,plant/diervet;2000;72;66;4;0;0;0;4;0;12;0;0;1;11;30;0;0;30;0;0.0;19;6;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;;65.0;32.0;21.0;2.0;10.0;;6.0;2.0;4.0;0.0;0.0;72;66;;1.0;4.0;9.0;11.0;34.0;7.0;6;;0.0;1.0;0.0;1.0;3.0;0.0
529;Eindverwerking;1530a Verw.groente,fruit,plant/diervet;2001;74;68;5;0;0;0;5;0;13;0;0;1;12;30;0;0;30;0;0.0;20;6;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;;68.0;33.0;21.0;3.0;11.0;;6.0;2.0;4.0;0.0;0.0;74;68;;;;;;;;6;;;;;;;
530;Eindverwerking;1530a Verw.groente,fruit,plant/diervet;2002;100;95;3;0;0;0;2;1;32;0;0;1;31;48;0;0;48;0;0.0;13;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;4;;95.0;54.0;27.0;3.0;11.0;;5.0;2.0;3.0;0.0;0.0;100;95;0.0;1.0;28.0;18.0;9.0;34.0;6.0;4;0.0;0.0;1.0;0.0;0.0;2.0;1.0
531;Eindverwerking;1530a Verw.groente,fruit,plant/diervet;2003;84;80;2;0;0;0;2;0;31;0;0;1;30;33;0;0;33;0;0.0;13;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;4;;79.0;39.0;26.0;3.0;11.0;;5.0;2.0;3.0;0.0;0.0;84;80;;;;;;;;4;;;;;;;
532;Eindverwerking;155 Zuivelindustrie;1994;32;18;1;0;0;0;25;0;5;0;0;0;6;7;6;0;1;0;;4;14;;;;;;;;;;;0;14;;18.0;17.0;1.0;0.0;0.0;;14.0;11.0;3.0;0.0;0.0;32;18;;0.0;0.0;2.0;1.0;1.0;14.0;14;;0.0;2.0;1.0;0.0;1.0;10.0
533;Eindverwerking;155 Zuivelindustrie;1996;18;9;1;0;0;0;1;0;1;0;0;0;1;5;0;0;5;0;;2;9;;;;;;;;;;;0;8;;9.0;6.0;1.0;1.0;0.0;;9.0;3.0;5.0;0.0;0.0;18;9;;0.0;0.0;0.0;1.0;7.0;1.0;9;;0.0;1.0;1.0;0.0;1.0;5.0
534;Eindverwerking;155 Zuivelindustrie;1998;35;22;1;0;0;0;1;0;0;0;0;0;0;20;0;0;20;0;0.0;1;12;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0;11;;22.0;17.0;4.0;0.0;1.0;;13.0;4.0;8.0;1.0;0.0;35;22;;0.0;0.0;0.0;0.0;0.0;21.0;12;;0.0;1.0;0.0;1.0;1.0;9.0
535;Eindverwerking;155 Zuivelindustrie;2000;13;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0.0;3;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;9;;3.0;1.0;2.0;0.0;0.0;;9.0;2.0;7.0;0.0;0.0;13;4;;0.0;0.0;1.0;1.0;0.0;1.0;9;;0.0;0.0;1.0;1.0;0.0;7.0
536;Eindverwerking;155 Zuivelindustrie;2001;16;7;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0.0;3;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;9;;6.0;1.0;2.0;0.0;3.0;;10.0;2.0;7.0;1.0;0.0;16;7;;;;;;;;9;;;;;;;
537;Eindverwerking;155 Zuivelindustrie;2002;11;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0.0;6;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;4;;8.0;3.0;3.0;1.0;1.0;;4.0;1.0;3.0;0.0;0.0;11;8;0.0;0.0;0.0;1.0;1.0;0.0;4.0;4;0.0;0.0;0.0;0.0;0.0;0.0;3.0
538;Eindverwerking;155 Zuivelindustrie;2003;12;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0.0;6;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;4;;8.0;3.0;3.0;1.0;1.0;;5.0;1.0;4.0;0.0;0.0;12;7;;;;;;;;5;;;;;;;
539;Eindverwerking;1560b Meel-, diervoeder- en overige ind.;1994;726;669;638;0;0;0;1;0;4;0;0;2;3;12;9;1;3;0;;16;56;;;;;;;;;;;6;50;;669.0;634.0;21.0;0.0;14.0;;56.0;34.0;22.0;1.0;0.0;726;669;;3.0;0.0;3.0;7.0;9.0;647.0;56;;6.0;9.0;14.0;9.0;10.0;9.0
540;Eindverwerking;1560b Meel-, diervoeder- en overige ind.;1996;685;630;563;0;0;0;563;0;0;0;0;0;0;37;29;0;8;0;;29;55;;;;;;;;;;;1;53;;630.0;572.0;48.0;4.0;6.0;;55.0;34.0;19.0;2.0;0.0;685;630;;0.0;2.0;2.0;33.0;11.0;583.0;55;;8.0;12.0;9.0;7.0;9.0;9.0
541;Eindverwerking;1560b Meel-, diervoeder- en overige ind.;1998;749;696;630;0;0;0;628;2;39;0;0;4;35;14;9;1;4;0;0.0;13;52;8.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;44;;695.0;649.0;38.0;2.0;6.0;;53.0;19.0;31.0;3.0;0.0;749;696;;0.0;0.0;8.0;3.0;41.0;644.0;52;;5.0;6.0;12.0;6.0;15.0;7.0
542;Eindverwerking;1560b Meel-, diervoeder- en overige ind.;2000;303;268;97;0;0;0;97;0;73;0;0;1;72;51;3;0;48;0;0.0;47;35;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8;25;;269.0;213.0;19.0;3.0;34.0;;36.0;6.0;21.0;6.0;3.0;303;268;;2.0;0.0;20.0;11.0;50.0;185.0;35;;2.0;10.0;5.0;8.0;6.0;4.0
543;Eindverwerking;1560b Meel-, diervoeder- en overige ind.;2001;335;297;21;0;0;0;21;0;191;0;0;1;190;35;3;0;32;0;0.0;49;38;2.0;0.0;0.0;1.0;0.0;5.0;0.0;0.0;0.0;5.0;3;28;;297.0;252.0;21.0;3.0;21.0;;39.0;7.0;23.0;6.0;3.0;335;297;;;;;;;;38;;;;;;;
544;Eindverwerking;1560b Meel-, diervoeder- en overige ind.;2002;357;339;44;0;0;0;44;0;165;0;0;0;165;71;3;0;68;0;0.0;58;18;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;17;;338.0;217.0;91.0;4.0;26.0;;18.0;5.0;12.0;1.0;0.0;357;339;15.0;12.0;7.0;44.0;24.0;28.0;209.0;18;2.0;1.0;2.0;2.0;3.0;3.0;4.0
545;Eindverwerking;1560b Meel-, diervoeder- en overige ind.;2003;310;293;44;0;0;0;44;0;119;0;0;0;119;71;3;0;68;0;0.0;58;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;17;;293.0;171.0;92.0;4.0;26.0;;18.0;5.0;12.0;1.0;0.0;310;293;;;;;;;;18;;;;;;;
546;Eindverwerking;159 Drankenindustrie;1994;29;20;0;0;0;0;638;0;2;0;0;4;0;16;0;0;15;0;;2;9;;;;;;;;;;;0;9;;20.0;18.0;1.0;0.0;0.0;;9.0;4.0;4.0;1.0;0.0;29;20;;0.0;0.0;0.0;1.0;1.0;18.0;9;;0.0;0.0;0.0;2.0;1.0;5.0
547;Eindverwerking;159 Drankenindustrie;1996;28;20;0;0;0;0;0;0;0;0;0;0;0;20;0;1;18;0;;1;8;;;;;;;;;;;0;7;;20.0;12.0;9.0;0.0;0.0;;8.0;5.0;3.0;0.0;0.0;28;20;;0.0;0.0;0.0;0.0;0.0;20.0;8;;0.0;0.0;0.0;1.0;0.0;6.0
548;Eindverwerking;159 Drankenindustrie;1998;19;14;0;0;0;0;0;0;2;0;0;2;0;9;0;0;9;0;0.0;2;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;;14.0;5.0;9.0;0.0;0.0;;5.0;1.0;4.0;0.0;0.0;19;14;;0.0;0.0;0.0;1.0;1.0;11.0;5;;0.0;0.0;0.0;0.0;0.0;4.0
549;Eindverwerking;159 Drankenindustrie;2000;35;33;1;0;0;0;1;0;0;0;0;0;0;27;0;0;27;0;0.0;4;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;3;;32.0;3.0;8.0;1.0;20.0;;3.0;1.0;2.0;0.0;0.0;35;33;;0.0;7.0;1.0;1.0;0.0;24.0;3;;0.0;0.0;0.0;0.0;0.0;2.0
550;Eindverwerking;159 Drankenindustrie;2001;25;22;1;0;0;0;1;0;0;0;0;0;0;17;0;0;16;0;0.0;4;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;2;;22.0;3.0;8.0;1.0;10.0;;2.0;1.0;1.0;0.0;0.0;25;22;;;;;;;;3;;;;;;;
551;Eindverwerking;159 Drankenindustrie;2002;27;25;1;1;0;0;0;0;1;0;0;0;1;18;0;0;18;0;0.0;5;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;2;;25.0;2.0;11.0;3.0;9.0;;2.0;1.0;1.0;0.0;0.0;27;25;0.0;0.0;9.0;0.0;1.0;0.0;14.0;2;0.0;0.0;0.0;0.0;0.0;0.0;2.0
552;Eindverwerking;159 Drankenindustrie;2003;25;22;1;1;0;0;0;0;1;0;0;0;1;16;0;0;16;0;0.0;4;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;2;;23.0;2.0;11.0;3.0;7.0;;2.0;1.0;1.0;0.0;0.0;25;22;;;;;;;;2;;;;;;;
553;Eindverwerking;16 Tabakverwerkende industrie;1994;17;14;9;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;;5;3;;;;;;;;;;;0;3;;14.0;13.0;1.0;0.0;0.0;;3.0;3.0;1.0;0.0;0.0;17;14;;0.0;0.0;0.0;0.0;0.0;13.0;3;;0.0;0.0;0.0;0.0;0.0;3.0
554;Eindverwerking;16 Tabakverwerkende industrie;1996;9;8;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;;3;2;;;;;;;;;;;0;2;;8.0;3.0;1.0;5.0;0.0;;2.0;1.0;1.0;0.0;0.0;9;8;;0.0;0.0;0.0;0.0;0.0;7.0;2;;0.0;0.0;0.0;0.0;0.0;1.0
555;Eindverwerking;16 Tabakverwerkende industrie;1998;4;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.0;1;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;2;;2.0;0.0;2.0;0.0;0.0;;2.0;0.0;2.0;0.0;0.0;4;2;;0.0;0.0;0.0;0.0;0.0;2.0;2;;0.0;0.0;0.0;0.0;0.0;2.0
556;Eindverwerking;16 Tabakverwerkende industrie;2000;6;4;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0.0;3;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;;5.0;1.0;4.0;0.0;0.0;;1.0;0.0;1.0;0.0;0.0;6;4;;0.0;0.0;0.0;0.0;0.0;4.0;1;;0.0;0.0;0.0;0.0;0.0;1.0
557;Eindverwerking;16 Tabakverwerkende industrie;2001;6;4;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0.0;3;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;;5.0;1.0;4.0;0.0;0.0;;1.0;0.0;1.0;0.0;0.0;6;4;;;;;;;;1;;;;;;;
558;Eindverwerking;16 Tabakverwerkende industrie;2002;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;3;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;;4.0;1.0;3.0;0.0;0.0;;1.0;0.0;1.0;0.0;0.0;4;4;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0
559;Eindverwerking;16 Tabakverwerkende industrie;2003;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;3;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;;3.0;1.0;2.0;0.0;0.0;;1.0;0.0;1.0;0.0;0.0;4;3;;;;;;;;1;;;;;;;
560;Eindverwerking;1700a Textiel,kleding en lederindustrie;1994;49;38;13;0;0;0;9;7;0;0;0;0;0;9;6;0;3;0;;16;11;;;;;;;;;;;1;10;;38.0;31.0;6.0;0.0;0.0;;11.0;10.0;1.0;0.0;0.0;49;38;;0.0;7.0;7.0;11.0;13.0;1.0;11;;0.0;1.0;2.0;4.0;2.0;2.0
561;Eindverwerking;1700a Textiel,kleding en lederindustrie;1996;32;19;3;0;0;0;0;3;0;0;0;0;0;3;0;0;3;0;;12;12;;;;;;;;;;;1;11;;20.0;14.0;5.0;1.0;0.0;;12.0;10.0;1.0;1.0;0.0;32;20;;1.0;1.0;3.0;4.0;10.0;0.0;12;;2.0;1.0;3.0;2.0;2.0;1.0
562;Eindverwerking;1700a Textiel,kleding en lederindustrie;1998;33;26;4;0;0;0;0;4;0;0;0;0;0;2;0;0;2;0;0.0;20;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;6;;26.0;21.0;5.0;0.0;0.0;;6.0;4.0;2.0;0.0;0.0;33;26;;2.0;7.0;4.0;5.0;8.0;0.0;6;;0.0;1.0;2.0;2.0;1.0;0.0
563;Eindverwerking;1700a Textiel,kleding en lederindustrie;2000;44;40;2;0;0;0;0;2;0;0;0;0;0;15;0;0;15;0;0.0;24;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;4;;39.0;26.0;13.0;0.0;0.0;;4.0;2.0;2.0;0.0;0.0;44;40;;1.0;13.0;2.0;19.0;4.0;0.0;4;;0.0;1.0;1.0;1.0;1.0;0.0
564;Eindverwerking;1700a Textiel,kleding en lederindustrie;2001;41;37;2;0;0;0;0;2;0;0;0;0;0;10;0;0;10;0;0.0;25;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;4;;37.0;24.0;13.0;0.0;0.0;;4.0;2.0;2.0;0.0;0.0;41;37;;;;;;;;4;;;;;;;
565;Eindverwerking;1700a Textiel,kleding en lederindustrie;2002;53;46;18;0;0;1;0;17;0;0;0;0;0;11;0;0;11;0;0.0;17;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;7;;46.0;15.0;31.0;0.0;0.0;;8.0;1.0;5.0;2.0;0.0;53;46;8.0;4.0;8.0;2.0;19.0;5.0;0.0;8;2.0;1.0;1.0;1.0;2.0;0.0;0.0
566;Eindverwerking;1700a Textiel,kleding en lederindustrie;2003;50;42;17;0;0;1;0;16;0;0;0;0;0;9;0;0;9;0;0.0;16;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;7;;43.0;13.0;30.0;0.0;0.0;;7.0;1.0;4.0;2.0;0.0;50;42;;;;;;;;7;;;;;;;
567;Eindverwerking;20 Hout-,kurk,rietwarenind(geen meubels);1994;91;80;67;0;0;0;5;12;2;0;0;0;0;0;0;0;0;0;;11;11;;;;;;;;;;;0;11;;80.0;14.0;66.0;0.0;0.0;;11.0;8.0;2.0;1.0;0.0;91;80;;23.0;17.0;18.0;21.0;1.0;0.0;11;;2.0;6.0;2.0;1.0;1.0;0.0
568;Eindverwerking;20 Hout-,kurk,rietwarenind(geen meubels);1996;79;71;59;0;58;1;0;0;0;0;0;0;0;0;0;0;0;0;;12;7;;;;;;;;;;;1;7;;71.0;10.0;58.0;3.0;0.0;;7.0;4.0;2.0;1.0;0.0;79;71;;11.0;22.0;24.0;14.0;1.0;0.0;7;;0.0;2.0;1.0;1.0;2.0;0.0
569;Eindverwerking;20 Hout-,kurk,rietwarenind(geen meubels);1998;107;96;78;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;17;11;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;9;;96.0;10.0;80.0;6.0;0.0;;11.0;6.0;4.0;1.0;0.0;107;96;;16.0;23.0;40.0;14.0;4.0;0.0;11;;2.0;2.0;5.0;1.0;1.0;0.0
570;Eindverwerking;20 Hout-,kurk,rietwarenind(geen meubels);2000;123;117;100;0;95;3;0;2;0;0;0;0;0;0;0;0;0;0;0.0;17;6;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;;118.0;14.0;94.0;10.0;0.0;;6.0;2.0;2.0;2.0;0.0;123;117;;17.0;24.0;36.0;33.0;6.0;0.0;6;;2.0;2.0;1.0;0.0;1.0;0.0
571;Eindverwerking;20 Hout-,kurk,rietwarenind(geen meubels);2001;147;139;121;0;113;3;0;5;0;0;0;0;0;0;0;0;0;0;0.0;18;9;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;7;;138.0;15.0;107.0;16.0;0.0;;7.0;3.0;2.0;2.0;0.0;147;139;;;;;;;;9;;;;;;;
572;Eindverwerking;20 Hout-,kurk,rietwarenind(geen meubels);2002;120;113;84;0;83;0;0;1;0;0;0;0;0;0;0;0;0;0;0.0;29;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;;113.0;31.0;80.0;2.0;0.0;;5.0;3.0;2.0;0.0;0.0;120;113;24.0;14.0;21.0;38.0;10.0;7.0;0.0;6;1.0;1.0;1.0;1.0;1.0;1.0;0.0
573;Eindverwerking;20 Hout-,kurk,rietwarenind(geen meubels);2003;117;111;82;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;29;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;5;;110.0;30.0;78.0;2.0;0.0;;5.0;3.0;2.0;0.0;0.0;117;111;;;;;;;;6;;;;;;;
574;Eindverwerking;2100a Papierindustrie, drukken, uitgeven;1994;477;442;11;5;56;0;0;0;0;0;0;1;0;369;0;0;369;18;;44;35;;;;;;;;;;;7;28;;442.0;314.0;109.0;19.0;0.0;;35.0;25.0;8.0;1.0;0.0;477;442;;0.0;1.0;7.0;17.0;273.0;144.0;35;;3.0;5.0;5.0;6.0;10.0;6.0
575;Eindverwerking;2100a Papierindustrie, drukken, uitgeven;1996;419;383;7;6;1;0;0;0;2;0;0;0;2;326;0;0;326;0;;48;36;;;;;;;;;;;2;34;;383.0;266.0;116.0;1.0;0.0;;36.0;19.0;15.0;2.0;0.0;419;382;;2.0;2.0;7.0;17.0;245.0;109.0;36;;3.0;7.0;5.0;6.0;8.0;7.0
576;Eindverwerking;2100a Papierindustrie, drukken, uitgeven;1998;397;363;24;16;0;1;0;7;0;0;0;0;0;199;0;0;199;0;110.0;28;35;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;32;;363.0;239.0;118.0;6.0;0.0;;34.0;16.0;16.0;2.0;0.0;397;363;;0.0;8.0;6.0;14.0;231.0;103.0;35;;4.0;7.0;5.0;4.0;8.0;6.0
577;Eindverwerking;2100a Papierindustrie, drukken, uitgeven;2000;350;320;9;9;0;0;0;0;0;0;0;0;0;209;1;0;208;0;74.0;26;30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;28;;319.0;138.0;178.0;3.0;0.0;;29.0;12.0;16.0;1.0;0.0;350;320;;0.0;3.0;10.0;19.0;153.0;134.0;30;;3.0;6.0;4.0;5.0;8.0;5.0
578;Eindverwerking;2100a Papierindustrie, drukken, uitgeven;2001;404;369;9;9;0;0;0;0;0;0;0;0;0;210;1;0;208;0;125.0;25;35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;33;;370.0;85.0;278.0;3.0;4.0;;34.0;12.0;21.0;1.0;0.0;404;369;;;;;;;;35;;;;;;;
579;Eindverwerking;2100a Papierindustrie, drukken, uitgeven;2002;311;287;8;8;0;1;0;0;0;0;0;0;0;128;0;0;127;0;110.0;41;25;2.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0;22;;287.0;62.0;210.0;11.0;4.0;;24.0;5.0;15.0;4.0;0.0;311;287;2.0;2.0;20.0;6.0;13.0;124.0;119.0;25;2.0;1.0;4.0;3.0;3.0;6.0;4.0
580;Eindverwerking;2100a Papierindustrie, drukken, uitgeven;2003;277;252;8;7;0;1;0;0;0;0;0;0;0;147;0;0;147;0;57.0;40;25;3.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0;22;;252.0;62.0;175.0;11.0;4.0;;24.0;5.0;15.0;4.0;0.0;277;252;;;;;;;;25;;;;;;;
581;Eindverwerking;21 Papier(waren)- en karton(waren)ind.;1994;426;412;6;2;56;0;0;0;0;0;0;1;0;368;0;0;368;0;;38;14;;;;;;;;;;;2;13;;412.0;310.0;101.0;0.0;0.0;;14.0;12.0;2.0;1.0;0.0;426;412;;0.0;1.0;2.0;14.0;251.0;144.0;14;;0.0;1.0;1.0;4.0;6.0;3.0
582;Eindverwerking;21 Papier(waren)- en karton(waren)ind.;1996;383;370;1;1;1;0;0;0;2;0;0;0;2;326;0;0;326;0;;41;13;;;;;;;;;;;1;12;;370.0;258.0;111.0;1.0;0.0;;13.0;9.0;3.0;1.0;0.0;383;369;;0.0;1.0;2.0;15.0;242.0;109.0;13;;0.0;1.0;1.0;4.0;5.0;3.0
583;Eindverwerking;21 Papier(waren)- en karton(waren)ind.;1998;365;352;20;13;0;0;0;7;0;0;0;0;0;199;0;0;199;0;110.0;22;14;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;12;;352.0;237.0;113.0;2.0;0.0;;13.0;7.0;5.0;1.0;0.0;365;352;;0.0;4.0;4.0;11.0;230.0;103.0;14;;0.0;1.0;2.0;2.0;6.0;2.0
584;Eindverwerking;21 Papier(waren)- en karton(waren)ind.;2000;322;311;9;9;0;0;0;0;0;0;0;0;0;209;1;0;208;0;74.0;18;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;9;;311.0;136.0;173.0;2.0;0.0;;10.0;5.0;5.0;0.0;0.0;322;311;;0.0;1.0;8.0;18.0;153.0;131.0;11;;0.0;2.0;1.0;2.0;5.0;1.0
585;Eindverwerking;21 Papier(waren)- en karton(waren)ind.;2001;372;361;9;9;0;0;0;0;0;0;0;0;0;210;1;0;208;0;125.0;18;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;9;;362.0;83.0;273.0;2.0;4.0;;10.0;5.0;5.0;0.0;0.0;372;361;;;;;;;;11;;;;;;;
586;Eindverwerking;21 Papier(waren)- en karton(waren)ind.;2002;261;252;3;3;0;0;0;0;0;0;0;0;0;127;0;0;126;0;110.0;12;10;2.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0;7;;252.0;58.0;187.0;3.0;4.0;;9.0;3.0;4.0;2.0;0.0;261;252;1.0;1.0;1.0;2.0;8.0;122.0;116.0;10;0.0;0.0;1.0;1.0;1.0;4.0;2.0
587;Eindverwerking;21 Papier(waren)- en karton(waren)ind.;2003;228;218;3;3;0;0;0;0;0;0;0;0;0;146;0;0;146;0;57.0;12;10;3.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0;7;;218.0;58.0;153.0;3.0;4.0;;9.0;3.0;4.0;2.0;0.0;228;218;;;;;;;;10;;;;;;;
588;Eindverwerking;211 Pulp-, papier- en kartonindustrie;1994;285;279;3;0;55;0;0;0;0;0;0;1;0;242;0;0;242;0;;34;5;;;;;;;;;;;1;5;;279.0;180.0;100.0;0.0;0.0;;5.0;4.0;0.0;0.0;0.0;285;279;;0.0;0.0;0.0;4.0;131.0;144.0;5;;0.0;0.0;0.0;1.0;3.0;1.0
589;Eindverwerking;211 Pulp-, papier- en kartonindustrie;1996;275;272;0;0;0;0;0;0;0;0;0;0;0;269;0;0;269;0;;3;2;;;;;;;;;;;0;2;;272.0;163.0;109.0;1.0;0.0;;2.0;2.0;0.0;0.0;0.0;275;272;;0.0;0.0;1.0;2.0;165.0;104.0;2;;0.0;0.0;0.0;0.0;2.0;1.0
