ID;Geslacht;Leeftijd;BurgerlijkeStaat;Regio;Bewoners_1
3747;Totaal mannen en vrouwen;4 maand;Burgerlijke staat onbekend;Rheden;
3748;Totaal mannen en vrouwen;4 maand;Burgerlijke staat onbekend;Venlo;
3749;Totaal mannen en vrouwen;4 maand;Burgerlijke staat onbekend;Roosendaal en Nispen;
3750;Totaal mannen en vrouwen;4 maand;Burgerlijke staat onbekend;Vlissingen;
3751;Totaal mannen en vrouwen;4 maand;Burgerlijke staat onbekend;Bergen op Zoom;
3752;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Nederland;15020.0
3753;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Groningen (provincie);684.0
3754;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Friesland;730.0
3755;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Drenthe;455.0
3756;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Overijssel;1038.0
3757;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Gelderland;1536.0
3758;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Utrecht (provincie);817.0
3759;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Noord-Holland;2469.0
3760;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Zuid-Holland;3558.0
3761;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Zeeland;376.0
3762;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Noord-Brabant;2103.0
3763;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Limburg;1254.0
3764;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Gemeenten met meer dan 100000 inwoners;3360.0
3765;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Gemeenten met 50001 - 100000 inwoners;1439.0
3766;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Gemeenten met 20001 - 50000 inwoners;1779.0
3767;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Gemeenten met 10001 - 20000 inwoners;2393.0
3768;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Gemeenten met 5001 - 10000 inwoners;2545.0
3769;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Gemeenten met 2001 - 5000 inwoners;2636.0
3770;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Gemeenten met 1001 - 2000 inwoners;681.0
3771;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Gemeenten met 501 - 1000 inwoners;175.0
3772;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Gemeenten met 500 of minder inwoners;12.0
3773;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Amsterdam;1076.0
3774;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Rotterdam;977.0
3775;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;'s-Gravenhage;669.0
3776;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Utrecht;290.0
3777;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Haarlem;190.0
3778;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Groningen;158.0
3779;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Eindhoven;248.0
3780;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Nijmegen;141.0
3781;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Tilburg;149.0
3782;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Arnhem;123.0
3783;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Leiden;102.0
3784;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Maastricht;112.0
3785;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Apeldoorn;102.0
3786;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Hilversum;104.0
3787;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Dordrecht;78.0
3788;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Schiedam;111.0
3789;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Enschede;78.0
3790;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Delft;91.0
3791;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Leeuwarden;71.0
3792;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Heerlen;115.0
3793;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Breda;82.0
3794;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;'s-Hertogenbosch;95.0
3795;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Velsen;76.0
3796;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Emmen;102.0
3797;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Zwolle;80.0
3798;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Amersfoort;75.0
3799;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Kerkrade;74.0
3800;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Deventer;55.0
3801;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Hengelo (O.);69.0
3802;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Zaandam;56.0
3803;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Almelo;54.0
3804;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Lonneker;59.0
3805;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Ede;62.0
3806;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Helder (Den);48.0
3807;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Gouda;48.0
3808;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Alkmaar;53.0
3809;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Vlaardingen;60.0
3810;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Haarlemmermeer;75.0
3811;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Helmond;71.0
3812;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Bussum;45.0
3813;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Zeist;39.0
3814;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Rheden;44.0
3815;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Venlo;48.0
3816;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Roosendaal en Nispen;63.0
3817;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Vlissingen;30.0
3818;Totaal mannen en vrouwen;5 maand;Totaal alle burgerlijke staten;Bergen op Zoom;30.0
3819;Totaal mannen en vrouwen;5 maand;Ongehuwd;Nederland;15020.0
3820;Totaal mannen en vrouwen;5 maand;Ongehuwd;Groningen (provincie);684.0
3821;Totaal mannen en vrouwen;5 maand;Ongehuwd;Friesland;730.0
3822;Totaal mannen en vrouwen;5 maand;Ongehuwd;Drenthe;455.0
3823;Totaal mannen en vrouwen;5 maand;Ongehuwd;Overijssel;1038.0
3824;Totaal mannen en vrouwen;5 maand;Ongehuwd;Gelderland;1536.0
3825;Totaal mannen en vrouwen;5 maand;Ongehuwd;Utrecht (provincie);817.0
3826;Totaal mannen en vrouwen;5 maand;Ongehuwd;Noord-Holland;2469.0
3827;Totaal mannen en vrouwen;5 maand;Ongehuwd;Zuid-Holland;3558.0
3828;Totaal mannen en vrouwen;5 maand;Ongehuwd;Zeeland;376.0
3829;Totaal mannen en vrouwen;5 maand;Ongehuwd;Noord-Brabant;2103.0
3830;Totaal mannen en vrouwen;5 maand;Ongehuwd;Limburg;1254.0
3831;Totaal mannen en vrouwen;5 maand;Ongehuwd;Gemeenten met meer dan 100000 inwoners;3360.0
3832;Totaal mannen en vrouwen;5 maand;Ongehuwd;Gemeenten met 50001 - 100000 inwoners;1439.0
3833;Totaal mannen en vrouwen;5 maand;Ongehuwd;Gemeenten met 20001 - 50000 inwoners;1779.0
3834;Totaal mannen en vrouwen;5 maand;Ongehuwd;Gemeenten met 10001 - 20000 inwoners;2393.0
3835;Totaal mannen en vrouwen;5 maand;Ongehuwd;Gemeenten met 5001 - 10000 inwoners;2545.0
3836;Totaal mannen en vrouwen;5 maand;Ongehuwd;Gemeenten met 2001 - 5000 inwoners;2636.0
3837;Totaal mannen en vrouwen;5 maand;Ongehuwd;Gemeenten met 1001 - 2000 inwoners;681.0
3838;Totaal mannen en vrouwen;5 maand;Ongehuwd;Gemeenten met 501 - 1000 inwoners;175.0
3839;Totaal mannen en vrouwen;5 maand;Ongehuwd;Gemeenten met 500 of minder inwoners;12.0
3840;Totaal mannen en vrouwen;5 maand;Ongehuwd;Amsterdam;1076.0
3841;Totaal mannen en vrouwen;5 maand;Ongehuwd;Rotterdam;977.0
3842;Totaal mannen en vrouwen;5 maand;Ongehuwd;'s-Gravenhage;669.0
3843;Totaal mannen en vrouwen;5 maand;Ongehuwd;Utrecht;290.0
3844;Totaal mannen en vrouwen;5 maand;Ongehuwd;Haarlem;190.0
3845;Totaal mannen en vrouwen;5 maand;Ongehuwd;Groningen;158.0
3846;Totaal mannen en vrouwen;5 maand;Ongehuwd;Eindhoven;248.0
3847;Totaal mannen en vrouwen;5 maand;Ongehuwd;Nijmegen;141.0
3848;Totaal mannen en vrouwen;5 maand;Ongehuwd;Tilburg;149.0
3849;Totaal mannen en vrouwen;5 maand;Ongehuwd;Arnhem;123.0
3850;Totaal mannen en vrouwen;5 maand;Ongehuwd;Leiden;102.0
3851;Totaal mannen en vrouwen;5 maand;Ongehuwd;Maastricht;112.0
3852;Totaal mannen en vrouwen;5 maand;Ongehuwd;Apeldoorn;102.0
3853;Totaal mannen en vrouwen;5 maand;Ongehuwd;Hilversum;104.0
3854;Totaal mannen en vrouwen;5 maand;Ongehuwd;Dordrecht;78.0
3855;Totaal mannen en vrouwen;5 maand;Ongehuwd;Schiedam;111.0
3856;Totaal mannen en vrouwen;5 maand;Ongehuwd;Enschede;78.0
3857;Totaal mannen en vrouwen;5 maand;Ongehuwd;Delft;91.0
3858;Totaal mannen en vrouwen;5 maand;Ongehuwd;Leeuwarden;71.0
3859;Totaal mannen en vrouwen;5 maand;Ongehuwd;Heerlen;115.0
3860;Totaal mannen en vrouwen;5 maand;Ongehuwd;Breda;82.0
3861;Totaal mannen en vrouwen;5 maand;Ongehuwd;'s-Hertogenbosch;95.0
3862;Totaal mannen en vrouwen;5 maand;Ongehuwd;Velsen;76.0
3863;Totaal mannen en vrouwen;5 maand;Ongehuwd;Emmen;102.0
3864;Totaal mannen en vrouwen;5 maand;Ongehuwd;Zwolle;80.0
3865;Totaal mannen en vrouwen;5 maand;Ongehuwd;Amersfoort;75.0
3866;Totaal mannen en vrouwen;5 maand;Ongehuwd;Kerkrade;74.0
3867;Totaal mannen en vrouwen;5 maand;Ongehuwd;Deventer;55.0
3868;Totaal mannen en vrouwen;5 maand;Ongehuwd;Hengelo (O.);69.0
3869;Totaal mannen en vrouwen;5 maand;Ongehuwd;Zaandam;56.0
3870;Totaal mannen en vrouwen;5 maand;Ongehuwd;Almelo;54.0
3871;Totaal mannen en vrouwen;5 maand;Ongehuwd;Lonneker;59.0
3872;Totaal mannen en vrouwen;5 maand;Ongehuwd;Ede;62.0
3873;Totaal mannen en vrouwen;5 maand;Ongehuwd;Helder (Den);48.0
3874;Totaal mannen en vrouwen;5 maand;Ongehuwd;Gouda;48.0
3875;Totaal mannen en vrouwen;5 maand;Ongehuwd;Alkmaar;53.0
3876;Totaal mannen en vrouwen;5 maand;Ongehuwd;Vlaardingen;60.0
3877;Totaal mannen en vrouwen;5 maand;Ongehuwd;Haarlemmermeer;75.0
3878;Totaal mannen en vrouwen;5 maand;Ongehuwd;Helmond;71.0
3879;Totaal mannen en vrouwen;5 maand;Ongehuwd;Bussum;45.0
3880;Totaal mannen en vrouwen;5 maand;Ongehuwd;Zeist;39.0
3881;Totaal mannen en vrouwen;5 maand;Ongehuwd;Rheden;44.0
3882;Totaal mannen en vrouwen;5 maand;Ongehuwd;Venlo;48.0
3883;Totaal mannen en vrouwen;5 maand;Ongehuwd;Roosendaal en Nispen;63.0
3884;Totaal mannen en vrouwen;5 maand;Ongehuwd;Vlissingen;30.0
3885;Totaal mannen en vrouwen;5 maand;Ongehuwd;Bergen op Zoom;30.0
3886;Totaal mannen en vrouwen;5 maand;Gehuwd;Nederland;
3887;Totaal mannen en vrouwen;5 maand;Gehuwd;Groningen (provincie);
3888;Totaal mannen en vrouwen;5 maand;Gehuwd;Friesland;
3889;Totaal mannen en vrouwen;5 maand;Gehuwd;Drenthe;
3890;Totaal mannen en vrouwen;5 maand;Gehuwd;Overijssel;
3891;Totaal mannen en vrouwen;5 maand;Gehuwd;Gelderland;
3892;Totaal mannen en vrouwen;5 maand;Gehuwd;Utrecht (provincie);
3893;Totaal mannen en vrouwen;5 maand;Gehuwd;Noord-Holland;
3894;Totaal mannen en vrouwen;5 maand;Gehuwd;Zuid-Holland;
3895;Totaal mannen en vrouwen;5 maand;Gehuwd;Zeeland;
3896;Totaal mannen en vrouwen;5 maand;Gehuwd;Noord-Brabant;
3897;Totaal mannen en vrouwen;5 maand;Gehuwd;Limburg;
3898;Totaal mannen en vrouwen;5 maand;Gehuwd;Gemeenten met meer dan 100000 inwoners;
3899;Totaal mannen en vrouwen;5 maand;Gehuwd;Gemeenten met 50001 - 100000 inwoners;
3900;Totaal mannen en vrouwen;5 maand;Gehuwd;Gemeenten met 20001 - 50000 inwoners;
3901;Totaal mannen en vrouwen;5 maand;Gehuwd;Gemeenten met 10001 - 20000 inwoners;
3902;Totaal mannen en vrouwen;5 maand;Gehuwd;Gemeenten met 5001 - 10000 inwoners;
3903;Totaal mannen en vrouwen;5 maand;Gehuwd;Gemeenten met 2001 - 5000 inwoners;
3904;Totaal mannen en vrouwen;5 maand;Gehuwd;Gemeenten met 1001 - 2000 inwoners;
3905;Totaal mannen en vrouwen;5 maand;Gehuwd;Gemeenten met 501 - 1000 inwoners;
3906;Totaal mannen en vrouwen;5 maand;Gehuwd;Gemeenten met 500 of minder inwoners;
3907;Totaal mannen en vrouwen;5 maand;Gehuwd;Amsterdam;
3908;Totaal mannen en vrouwen;5 maand;Gehuwd;Rotterdam;
3909;Totaal mannen en vrouwen;5 maand;Gehuwd;'s-Gravenhage;
3910;Totaal mannen en vrouwen;5 maand;Gehuwd;Utrecht;
3911;Totaal mannen en vrouwen;5 maand;Gehuwd;Haarlem;
3912;Totaal mannen en vrouwen;5 maand;Gehuwd;Groningen;
3913;Totaal mannen en vrouwen;5 maand;Gehuwd;Eindhoven;
3914;Totaal mannen en vrouwen;5 maand;Gehuwd;Nijmegen;
3915;Totaal mannen en vrouwen;5 maand;Gehuwd;Tilburg;
3916;Totaal mannen en vrouwen;5 maand;Gehuwd;Arnhem;
3917;Totaal mannen en vrouwen;5 maand;Gehuwd;Leiden;
3918;Totaal mannen en vrouwen;5 maand;Gehuwd;Maastricht;
3919;Totaal mannen en vrouwen;5 maand;Gehuwd;Apeldoorn;
3920;Totaal mannen en vrouwen;5 maand;Gehuwd;Hilversum;
3921;Totaal mannen en vrouwen;5 maand;Gehuwd;Dordrecht;
3922;Totaal mannen en vrouwen;5 maand;Gehuwd;Schiedam;
3923;Totaal mannen en vrouwen;5 maand;Gehuwd;Enschede;
3924;Totaal mannen en vrouwen;5 maand;Gehuwd;Delft;
3925;Totaal mannen en vrouwen;5 maand;Gehuwd;Leeuwarden;
3926;Totaal mannen en vrouwen;5 maand;Gehuwd;Heerlen;
3927;Totaal mannen en vrouwen;5 maand;Gehuwd;Breda;
3928;Totaal mannen en vrouwen;5 maand;Gehuwd;'s-Hertogenbosch;
3929;Totaal mannen en vrouwen;5 maand;Gehuwd;Velsen;
3930;Totaal mannen en vrouwen;5 maand;Gehuwd;Emmen;
3931;Totaal mannen en vrouwen;5 maand;Gehuwd;Zwolle;
3932;Totaal mannen en vrouwen;5 maand;Gehuwd;Amersfoort;
3933;Totaal mannen en vrouwen;5 maand;Gehuwd;Kerkrade;
3934;Totaal mannen en vrouwen;5 maand;Gehuwd;Deventer;
3935;Totaal mannen en vrouwen;5 maand;Gehuwd;Hengelo (O.);
3936;Totaal mannen en vrouwen;5 maand;Gehuwd;Zaandam;
3937;Totaal mannen en vrouwen;5 maand;Gehuwd;Almelo;
3938;Totaal mannen en vrouwen;5 maand;Gehuwd;Lonneker;
3939;Totaal mannen en vrouwen;5 maand;Gehuwd;Ede;
3940;Totaal mannen en vrouwen;5 maand;Gehuwd;Helder (Den);
3941;Totaal mannen en vrouwen;5 maand;Gehuwd;Gouda;
3942;Totaal mannen en vrouwen;5 maand;Gehuwd;Alkmaar;
3943;Totaal mannen en vrouwen;5 maand;Gehuwd;Vlaardingen;
3944;Totaal mannen en vrouwen;5 maand;Gehuwd;Haarlemmermeer;
3945;Totaal mannen en vrouwen;5 maand;Gehuwd;Helmond;
3946;Totaal mannen en vrouwen;5 maand;Gehuwd;Bussum;
3947;Totaal mannen en vrouwen;5 maand;Gehuwd;Zeist;
3948;Totaal mannen en vrouwen;5 maand;Gehuwd;Rheden;
3949;Totaal mannen en vrouwen;5 maand;Gehuwd;Venlo;
3950;Totaal mannen en vrouwen;5 maand;Gehuwd;Roosendaal en Nispen;
3951;Totaal mannen en vrouwen;5 maand;Gehuwd;Vlissingen;
3952;Totaal mannen en vrouwen;5 maand;Gehuwd;Bergen op Zoom;
3953;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Nederland;
3954;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Groningen (provincie);
3955;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Friesland;
3956;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Drenthe;
3957;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Overijssel;
3958;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Gelderland;
3959;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Utrecht (provincie);
3960;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Noord-Holland;
3961;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Zuid-Holland;
3962;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Zeeland;
3963;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Noord-Brabant;
3964;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Limburg;
3965;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Gemeenten met meer dan 100000 inwoners;
3966;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Gemeenten met 50001 - 100000 inwoners;
3967;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Gemeenten met 20001 - 50000 inwoners;
3968;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Gemeenten met 10001 - 20000 inwoners;
3969;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Gemeenten met 5001 - 10000 inwoners;
3970;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Gemeenten met 2001 - 5000 inwoners;
3971;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Gemeenten met 1001 - 2000 inwoners;
3972;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Gemeenten met 501 - 1000 inwoners;
3973;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Gemeenten met 500 of minder inwoners;
3974;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Amsterdam;
3975;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Rotterdam;
3976;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;'s-Gravenhage;
3977;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Utrecht;
3978;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Haarlem;
3979;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Groningen;
3980;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Eindhoven;
3981;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Nijmegen;
3982;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Tilburg;
3983;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Arnhem;
3984;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Leiden;
3985;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Maastricht;
3986;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Apeldoorn;
3987;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Hilversum;
3988;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Dordrecht;
3989;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Schiedam;
3990;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Enschede;
3991;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Delft;
3992;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Leeuwarden;
3993;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Heerlen;
3994;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Breda;
3995;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;'s-Hertogenbosch;
3996;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Velsen;
3997;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Emmen;
3998;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Zwolle;
3999;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Amersfoort;
4000;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Kerkrade;
4001;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Deventer;
4002;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Hengelo (O.);
4003;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Zaandam;
4004;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Almelo;
4005;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Lonneker;
4006;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Ede;
4007;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Helder (Den);
4008;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Gouda;
4009;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Alkmaar;
4010;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Vlaardingen;
4011;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Haarlemmermeer;
4012;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Helmond;
4013;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Bussum;
4014;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Zeist;
4015;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Rheden;
4016;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Venlo;
4017;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Roosendaal en Nispen;
4018;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Vlissingen;
4019;Totaal mannen en vrouwen;5 maand;Gescheiden van tafel en bed;Bergen op Zoom;
4020;Totaal mannen en vrouwen;5 maand;Weduwstaat;Nederland;
4021;Totaal mannen en vrouwen;5 maand;Weduwstaat;Groningen (provincie);
4022;Totaal mannen en vrouwen;5 maand;Weduwstaat;Friesland;
4023;Totaal mannen en vrouwen;5 maand;Weduwstaat;Drenthe;
4024;Totaal mannen en vrouwen;5 maand;Weduwstaat;Overijssel;
4025;Totaal mannen en vrouwen;5 maand;Weduwstaat;Gelderland;
4026;Totaal mannen en vrouwen;5 maand;Weduwstaat;Utrecht (provincie);
4027;Totaal mannen en vrouwen;5 maand;Weduwstaat;Noord-Holland;
4028;Totaal mannen en vrouwen;5 maand;Weduwstaat;Zuid-Holland;
4029;Totaal mannen en vrouwen;5 maand;Weduwstaat;Zeeland;
4030;Totaal mannen en vrouwen;5 maand;Weduwstaat;Noord-Brabant;
4031;Totaal mannen en vrouwen;5 maand;Weduwstaat;Limburg;
4032;Totaal mannen en vrouwen;5 maand;Weduwstaat;Gemeenten met meer dan 100000 inwoners;
4033;Totaal mannen en vrouwen;5 maand;Weduwstaat;Gemeenten met 50001 - 100000 inwoners;
4034;Totaal mannen en vrouwen;5 maand;Weduwstaat;Gemeenten met 20001 - 50000 inwoners;
4035;Totaal mannen en vrouwen;5 maand;Weduwstaat;Gemeenten met 10001 - 20000 inwoners;
4036;Totaal mannen en vrouwen;5 maand;Weduwstaat;Gemeenten met 5001 - 10000 inwoners;
4037;Totaal mannen en vrouwen;5 maand;Weduwstaat;Gemeenten met 2001 - 5000 inwoners;
4038;Totaal mannen en vrouwen;5 maand;Weduwstaat;Gemeenten met 1001 - 2000 inwoners;
4039;Totaal mannen en vrouwen;5 maand;Weduwstaat;Gemeenten met 501 - 1000 inwoners;
4040;Totaal mannen en vrouwen;5 maand;Weduwstaat;Gemeenten met 500 of minder inwoners;
4041;Totaal mannen en vrouwen;5 maand;Weduwstaat;Amsterdam;
4042;Totaal mannen en vrouwen;5 maand;Weduwstaat;Rotterdam;
4043;Totaal mannen en vrouwen;5 maand;Weduwstaat;'s-Gravenhage;
4044;Totaal mannen en vrouwen;5 maand;Weduwstaat;Utrecht;
4045;Totaal mannen en vrouwen;5 maand;Weduwstaat;Haarlem;
4046;Totaal mannen en vrouwen;5 maand;Weduwstaat;Groningen;
4047;Totaal mannen en vrouwen;5 maand;Weduwstaat;Eindhoven;
4048;Totaal mannen en vrouwen;5 maand;Weduwstaat;Nijmegen;
4049;Totaal mannen en vrouwen;5 maand;Weduwstaat;Tilburg;
4050;Totaal mannen en vrouwen;5 maand;Weduwstaat;Arnhem;
4051;Totaal mannen en vrouwen;5 maand;Weduwstaat;Leiden;
4052;Totaal mannen en vrouwen;5 maand;Weduwstaat;Maastricht;
4053;Totaal mannen en vrouwen;5 maand;Weduwstaat;Apeldoorn;
4054;Totaal mannen en vrouwen;5 maand;Weduwstaat;Hilversum;
4055;Totaal mannen en vrouwen;5 maand;Weduwstaat;Dordrecht;
4056;Totaal mannen en vrouwen;5 maand;Weduwstaat;Schiedam;
4057;Totaal mannen en vrouwen;5 maand;Weduwstaat;Enschede;
4058;Totaal mannen en vrouwen;5 maand;Weduwstaat;Delft;
4059;Totaal mannen en vrouwen;5 maand;Weduwstaat;Leeuwarden;
4060;Totaal mannen en vrouwen;5 maand;Weduwstaat;Heerlen;
4061;Totaal mannen en vrouwen;5 maand;Weduwstaat;Breda;
4062;Totaal mannen en vrouwen;5 maand;Weduwstaat;'s-Hertogenbosch;
4063;Totaal mannen en vrouwen;5 maand;Weduwstaat;Velsen;
4064;Totaal mannen en vrouwen;5 maand;Weduwstaat;Emmen;
4065;Totaal mannen en vrouwen;5 maand;Weduwstaat;Zwolle;
4066;Totaal mannen en vrouwen;5 maand;Weduwstaat;Amersfoort;
