ID;Geslacht;Leeftijd;BurgerlijkeStaat;Regio;Bewoners_1
21;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Amsterdam;757386.0
22;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Rotterdam;586952.0
23;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;'s-Gravenhage;437675.0
24;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Utrecht;154882.0
25;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Haarlem;119700.0
26;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Groningen;105146.0
27;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Eindhoven;94948.0
28;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Nijmegen;81716.0
29;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Tilburg;78804.0
30;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Arnhem;78234.0
31;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Leiden;70825.0
32;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Maastricht;60644.0
33;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Apeldoorn;60452.0
34;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Hilversum;57059.0
35;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Dordrecht;56156.0
36;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Schiedam;52805.0
37;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Enschede;51805.0
38;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Delft;50827.0
39;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Leeuwarden;48548.0
40;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Heerlen;46917.0
41;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Breda;44649.0
42;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;'s-Hertogenbosch;42203.0
43;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Velsen;41259.0
44;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Emmen;40961.0
45;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Zwolle;40496.0
46;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Amersfoort;38549.0
47;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Kerkrade;36705.0
48;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Deventer;36221.0
49;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Hengelo (O.);34338.0
50;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Zaandam;33184.0
51;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Almelo;32422.0
52;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Lonneker;31129.0
53;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Ede;30688.0
54;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Helder (Den);29426.0
55;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Gouda;29163.0
56;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Alkmaar;28305.0
57;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Vlaardingen;27855.0
58;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Haarlemmermeer;26829.0
59;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Helmond;25435.0
60;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Bussum;25105.0
61;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Zeist;24754.0
62;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Rheden;24642.0
63;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Venlo;24275.0
64;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Roosendaal en Nispen;22093.0
65;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Vlissingen;21716.0
66;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle burgerlijke staten;Bergen op Zoom;21652.0
67;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nederland;4532234.0
68;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Groningen (provincie);214652.0
69;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Friesland;214799.0
70;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Drenthe;130082.0
71;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Overijssel;301905.0
72;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Gelderland;490593.0
73;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Utrecht (provincie);233270.0
74;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Noord-Holland;803834.0
75;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Zuid-Holland;1092397.0
76;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Zeeland;134238.0
77;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Noord-Brabant;569241.0
78;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Limburg;347223.0
79;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Gemeenten met meer dan 100000 inwoners;1150533.0
80;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Gemeenten met 50001 - 100000 inwoners;457350.0
81;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Gemeenten met 20001 - 50000 inwoners;516284.0
82;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Gemeenten met 10001 - 20000 inwoners;686321.0
83;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Gemeenten met 5001 - 10000 inwoners;717994.0
84;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Gemeenten met 2001 - 5000 inwoners;727369.0
85;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Gemeenten met 1001 - 2000 inwoners;208472.0
86;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Gemeenten met 501 - 1000 inwoners;61689.0
87;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Gemeenten met 500 of minder inwoners;6222.0
88;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Amsterdam;392908.0
89;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Rotterdam;315858.0
90;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;'s-Gravenhage;235064.0
91;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Utrecht;86339.0
92;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Haarlem;63099.0
93;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Groningen;57265.0
94;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Eindhoven;59228.0
95;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Nijmegen;48299.0
96;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Tilburg;47595.0
97;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Arnhem;43439.0
98;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Leiden;40065.0
99;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Maastricht;35063.0
100;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Apeldoorn;34245.0
101;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hilversum;31477.0
102;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Dordrecht;30269.0
103;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Schiedam;29615.0
104;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Enschede;28932.0
105;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Delft;29123.0
106;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Leeuwarden;25693.0
107;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Heerlen;28381.0
108;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Breda;26038.0
109;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;'s-Hertogenbosch;26049.0
110;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Velsen;22602.0
111;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Emmen;25440.0
112;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Zwolle;22174.0
113;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Amersfoort;22112.0
114;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Kerkrade;21739.0
115;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Deventer;19359.0
116;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Hengelo (O.);18731.0
117;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Zaandam;16866.0
118;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Almelo;17890.0
119;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Lonneker;17553.0
120;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Ede;18089.0
121;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Helder (Den);14784.0
122;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Gouda;15969.0
123;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Alkmaar;14757.0
124;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Vlaardingen;16054.0
125;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Haarlemmermeer;16019.0
126;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Helmond;15897.0
127;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Bussum;14093.0
128;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Zeist;13988.0
129;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Rheden;13745.0
130;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Venlo;14919.0
131;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Roosendaal en Nispen;13475.0
132;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Vlissingen;11127.0
133;Totaal mannen en vrouwen;Totaal alle leeftijden;Ongehuwd;Bergen op Zoom;12741.0
134;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Nederland;3029082.0
135;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Groningen (provincie);158211.0
136;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Friesland;162913.0
137;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Drenthe;82684.0
138;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Overijssel;196250.0
139;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Gelderland;300683.0
140;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Utrecht (provincie);154486.0
141;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Noord-Holland;624747.0
142;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Zuid-Holland;768128.0
143;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Zeeland;101072.0
144;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Noord-Brabant;295729.0
145;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Limburg;184179.0
146;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Gemeenten met meer dan 100000 inwoners;890197.0
147;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Gemeenten met 50001 - 100000 inwoners;302526.0
148;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Gemeenten met 20001 - 50000 inwoners;354998.0
149;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Gemeenten met 10001 - 20000 inwoners;440833.0
150;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Gemeenten met 5001 - 10000 inwoners;435848.0
151;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Gemeenten met 2001 - 5000 inwoners;437276.0
152;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Gemeenten met 1001 - 2000 inwoners;123696.0
153;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Gemeenten met 501 - 1000 inwoners;39435.0
154;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Gemeenten met 500 of minder inwoners;4273.0
155;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Amsterdam;320481.0
156;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Rotterdam;242301.0
157;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;'s-Gravenhage;174554.0
158;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Utrecht;60749.0
159;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Haarlem;49899.0
160;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Groningen;42213.0
161;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Eindhoven;33044.0
162;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Nijmegen;29662.0
163;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Tilburg;28531.0
164;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Arnhem;30666.0
165;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Leiden;27208.0
166;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Maastricht;22744.0
167;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Apeldoorn;23319.0
168;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Hilversum;22877.0
169;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Dordrecht;23127.0
170;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Schiedam;20982.0
171;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Enschede;20857.0
172;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Delft;19509.0
173;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Leeuwarden;20137.0
174;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Heerlen;17399.0
175;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Breda;16615.0
176;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;'s-Hertogenbosch;14429.0
177;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Velsen;17116.0
178;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Emmen;14205.0
179;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Zwolle;16484.0
180;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Amersfoort;14814.0
181;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Kerkrade;13865.0
182;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Deventer;15049.0
183;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Hengelo (O.);14314.0
184;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Zaandam;14710.0
185;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Almelo;13222.0
186;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Lonneker;12536.0
187;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Ede;11446.0
188;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Helder (Den);13204.0
189;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Gouda;11744.0
190;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Alkmaar;11785.0
191;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Vlaardingen;10609.0
192;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Haarlemmermeer;9924.0
193;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Helmond;8732.0
194;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Bussum;9845.0
195;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Zeist;9392.0
196;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Rheden;9638.0
197;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Venlo;8451.0
198;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Roosendaal en Nispen;7813.0
199;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Vlissingen;9495.0
200;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd;Bergen op Zoom;8025.0
201;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Nederland;8200.0
202;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Groningen (provincie);267.0
203;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Friesland;149.0
204;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Drenthe;108.0
205;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Overijssel;250.0
206;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Gelderland;474.0
207;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Utrecht (provincie);507.0
208;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Noord-Holland;2653.0
209;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Zuid-Holland;2900.0
210;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Zeeland;145.0
211;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Noord-Brabant;441.0
212;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Limburg;306.0
213;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Gemeenten met meer dan 100000 inwoners;4608.0
214;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Gemeenten met 50001 - 100000 inwoners;858.0
215;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Gemeenten met 20001 - 50000 inwoners;892.0
216;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Gemeenten met 10001 - 20000 inwoners;691.0
217;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Gemeenten met 5001 - 10000 inwoners;498.0
218;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Gemeenten met 2001 - 5000 inwoners;506.0
219;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Gemeenten met 1001 - 2000 inwoners;114.0
220;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Gemeenten met 501 - 1000 inwoners;30.0
221;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Gemeenten met 500 of minder inwoners;3.0
222;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Amsterdam;1736.0
223;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Rotterdam;943.0
224;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;'s-Gravenhage;1216.0
225;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Utrecht;267.0
226;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Haarlem;311.0
227;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Groningen;135.0
228;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Eindhoven;87.0
229;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Nijmegen;84.0
230;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Tilburg;51.0
231;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Arnhem;102.0
232;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Leiden;117.0
233;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Maastricht;48.0
234;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Apeldoorn;51.0
235;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Hilversum;95.0
236;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Dordrecht;70.0
237;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Schiedam;75.0
238;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Enschede;43.0
239;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Delft;35.0
240;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Leeuwarden;21.0
241;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Heerlen;38.0
242;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Breda;41.0
243;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;'s-Hertogenbosch;59.0
244;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Velsen;60.0
245;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Emmen;27.0
246;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Zwolle;22.0
247;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Amersfoort;45.0
248;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Kerkrade;37.0
249;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Deventer;19.0
250;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Hengelo (O.);35.0
251;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Zaandam;40.0
252;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Almelo;31.0
253;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Lonneker;23.0
254;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Ede;24.0
255;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Helder (Den);44.0
256;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Gouda;38.0
257;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Alkmaar;43.0
258;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Vlaardingen;36.0
259;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Haarlemmermeer;22.0
260;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Helmond;14.0
261;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Bussum;27.0
262;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Zeist;46.0
263;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Rheden;12.0
264;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Venlo;26.0
265;Totaal mannen en vrouwen;Totaal alle leeftijden;Gescheiden van tafel en bed;Roosendaal en Nispen;11.0
