ID;HerkomstBestemming;Afvalsoorten;Perioden;Afval_1
2205;22-23 Kunststof- en bouwmateriaalindustr;Gemengd metaalafval;2018;8.0
2206;22-23 Kunststof- en bouwmateriaalindustr;Gemengd metaalafval;2020;10.0
2207;22-23 Kunststof- en bouwmateriaalindustr;Gemengd metaalafval;2022;10.0
2208;22-23 Kunststof- en bouwmateriaalindustr;Glasafval;2008;
2209;22-23 Kunststof- en bouwmateriaalindustr;Glasafval;2010;
2210;22-23 Kunststof- en bouwmateriaalindustr;Glasafval;2012;23.0
2211;22-23 Kunststof- en bouwmateriaalindustr;Glasafval;2014;14.0
2212;22-23 Kunststof- en bouwmateriaalindustr;Glasafval;2016;10.0
2213;22-23 Kunststof- en bouwmateriaalindustr;Glasafval;2018;12.0
2214;22-23 Kunststof- en bouwmateriaalindustr;Glasafval;2020;21.0
2215;22-23 Kunststof- en bouwmateriaalindustr;Glasafval;2022;21.0
2216;22-23 Kunststof- en bouwmateriaalindustr;Papierafval;2008;
2217;22-23 Kunststof- en bouwmateriaalindustr;Papierafval;2010;
2218;22-23 Kunststof- en bouwmateriaalindustr;Papierafval;2012;14.0
2219;22-23 Kunststof- en bouwmateriaalindustr;Papierafval;2014;14.0
2220;22-23 Kunststof- en bouwmateriaalindustr;Papierafval;2016;19.0
2221;22-23 Kunststof- en bouwmateriaalindustr;Papierafval;2018;20.0
2222;22-23 Kunststof- en bouwmateriaalindustr;Papierafval;2020;15.0
2223;22-23 Kunststof- en bouwmateriaalindustr;Papierafval;2022;16.0
2224;22-23 Kunststof- en bouwmateriaalindustr;Rubberafval;2008;
2225;22-23 Kunststof- en bouwmateriaalindustr;Rubberafval;2010;
2226;22-23 Kunststof- en bouwmateriaalindustr;Rubberafval;2012;2.0
2227;22-23 Kunststof- en bouwmateriaalindustr;Rubberafval;2014;2.0
2228;22-23 Kunststof- en bouwmateriaalindustr;Rubberafval;2016;2.0
2229;22-23 Kunststof- en bouwmateriaalindustr;Rubberafval;2018;1.0
2230;22-23 Kunststof- en bouwmateriaalindustr;Rubberafval;2020;1.0
2231;22-23 Kunststof- en bouwmateriaalindustr;Rubberafval;2022;1.0
2232;22-23 Kunststof- en bouwmateriaalindustr;Plasticafval;2008;
2233;22-23 Kunststof- en bouwmateriaalindustr;Plasticafval;2010;
2234;22-23 Kunststof- en bouwmateriaalindustr;Plasticafval;2012;55.0
2235;22-23 Kunststof- en bouwmateriaalindustr;Plasticafval;2014;62.0
2236;22-23 Kunststof- en bouwmateriaalindustr;Plasticafval;2016;60.0
2237;22-23 Kunststof- en bouwmateriaalindustr;Plasticafval;2018;70.0
2238;22-23 Kunststof- en bouwmateriaalindustr;Plasticafval;2020;68.0
2239;22-23 Kunststof- en bouwmateriaalindustr;Plasticafval;2022;68.0
2240;22-23 Kunststof- en bouwmateriaalindustr;Houtafval;2008;
2241;22-23 Kunststof- en bouwmateriaalindustr;Houtafval;2010;
2242;22-23 Kunststof- en bouwmateriaalindustr;Houtafval;2012;19.0
2243;22-23 Kunststof- en bouwmateriaalindustr;Houtafval;2014;12.0
2244;22-23 Kunststof- en bouwmateriaalindustr;Houtafval;2016;20.0
2245;22-23 Kunststof- en bouwmateriaalindustr;Houtafval;2018;22.0
2246;22-23 Kunststof- en bouwmateriaalindustr;Houtafval;2020;23.0
2247;22-23 Kunststof- en bouwmateriaalindustr;Houtafval;2022;24.0
2248;22-23 Kunststof- en bouwmateriaalindustr;Textielafval;2008;
2249;22-23 Kunststof- en bouwmateriaalindustr;Textielafval;2010;
2250;22-23 Kunststof- en bouwmateriaalindustr;Textielafval;2012;0.0
2251;22-23 Kunststof- en bouwmateriaalindustr;Textielafval;2014;0.0
2252;22-23 Kunststof- en bouwmateriaalindustr;Textielafval;2016;0.0
2253;22-23 Kunststof- en bouwmateriaalindustr;Textielafval;2018;5.0
2254;22-23 Kunststof- en bouwmateriaalindustr;Textielafval;2020;5.0
2255;22-23 Kunststof- en bouwmateriaalindustr;Textielafval;2022;4.0
2256;22-23 Kunststof- en bouwmateriaalindustr;Overig recyclebaar afval;2008;
2257;22-23 Kunststof- en bouwmateriaalindustr;Overig recyclebaar afval;2010;
2258;22-23 Kunststof- en bouwmateriaalindustr;Overig recyclebaar afval;2012;0.0
2259;22-23 Kunststof- en bouwmateriaalindustr;Overig recyclebaar afval;2014;0.0
2260;22-23 Kunststof- en bouwmateriaalindustr;Overig recyclebaar afval;2016;0.0
2261;22-23 Kunststof- en bouwmateriaalindustr;Overig recyclebaar afval;2018;0.0
2262;22-23 Kunststof- en bouwmateriaalindustr;Overig recyclebaar afval;2020;0.0
2263;22-23 Kunststof- en bouwmateriaalindustr;Overig recyclebaar afval;2022;0.0
2264;22-23 Kunststof- en bouwmateriaalindustr;Afgedankt materiaal;2008;
2265;22-23 Kunststof- en bouwmateriaalindustr;Afgedankt materiaal;2010;
2266;22-23 Kunststof- en bouwmateriaalindustr;Afgedankt materiaal;2012;0.0
2267;22-23 Kunststof- en bouwmateriaalindustr;Afgedankt materiaal;2014;0.0
2268;22-23 Kunststof- en bouwmateriaalindustr;Afgedankt materiaal;2016;0.0
2269;22-23 Kunststof- en bouwmateriaalindustr;Afgedankt materiaal;2018;1.0
2270;22-23 Kunststof- en bouwmateriaalindustr;Afgedankt materiaal;2020;1.0
2271;22-23 Kunststof- en bouwmateriaalindustr;Afgedankt materiaal;2022;0.0
2272;22-23 Kunststof- en bouwmateriaalindustr;Dierlijk en plantaardig afval;2008;
2273;22-23 Kunststof- en bouwmateriaalindustr;Dierlijk en plantaardig afval;2010;
2274;22-23 Kunststof- en bouwmateriaalindustr;Dierlijk en plantaardig afval;2012;0.0
2275;22-23 Kunststof- en bouwmateriaalindustr;Dierlijk en plantaardig afval;2014;1.0
2276;22-23 Kunststof- en bouwmateriaalindustr;Dierlijk en plantaardig afval;2016;1.0
2277;22-23 Kunststof- en bouwmateriaalindustr;Dierlijk en plantaardig afval;2018;0.0
2278;22-23 Kunststof- en bouwmateriaalindustr;Dierlijk en plantaardig afval;2020;0.0
2279;22-23 Kunststof- en bouwmateriaalindustr;Dierlijk en plantaardig afval;2022;0.0
2280;22-23 Kunststof- en bouwmateriaalindustr;Gemengd afval;2008;
2281;22-23 Kunststof- en bouwmateriaalindustr;Gemengd afval;2010;
2282;22-23 Kunststof- en bouwmateriaalindustr;Gemengd afval;2012;87.0
2283;22-23 Kunststof- en bouwmateriaalindustr;Gemengd afval;2014;87.0
2284;22-23 Kunststof- en bouwmateriaalindustr;Gemengd afval;2016;90.0
2285;22-23 Kunststof- en bouwmateriaalindustr;Gemengd afval;2018;84.0
2286;22-23 Kunststof- en bouwmateriaalindustr;Gemengd afval;2020;65.0
2287;22-23 Kunststof- en bouwmateriaalindustr;Gemengd afval;2022;73.0
2288;22-23 Kunststof- en bouwmateriaalindustr;Slib;2008;
2289;22-23 Kunststof- en bouwmateriaalindustr;Slib;2010;
2290;22-23 Kunststof- en bouwmateriaalindustr;Slib;2012;2.0
2291;22-23 Kunststof- en bouwmateriaalindustr;Slib;2014;1.0
2292;22-23 Kunststof- en bouwmateriaalindustr;Slib;2016;0.0
2293;22-23 Kunststof- en bouwmateriaalindustr;Slib;2018;1.0
2294;22-23 Kunststof- en bouwmateriaalindustr;Slib;2020;1.0
2295;22-23 Kunststof- en bouwmateriaalindustr;Slib;2022;0.0
2296;22-23 Kunststof- en bouwmateriaalindustr;Mineraal afval;2008;
2297;22-23 Kunststof- en bouwmateriaalindustr;Mineraal afval;2010;
2298;22-23 Kunststof- en bouwmateriaalindustr;Mineraal afval;2012;631.0
2299;22-23 Kunststof- en bouwmateriaalindustr;Mineraal afval;2014;554.0
2300;22-23 Kunststof- en bouwmateriaalindustr;Mineraal afval;2016;484.0
2301;22-23 Kunststof- en bouwmateriaalindustr;Mineraal afval;2018;438.0
2302;22-23 Kunststof- en bouwmateriaalindustr;Mineraal afval;2020;382.0
2303;22-23 Kunststof- en bouwmateriaalindustr;Mineraal afval;2022;376.0
2304;22 Rubber- en kunststofproductindustrie;Totaal afval;2008;
2305;22 Rubber- en kunststofproductindustrie;Totaal afval;2010;
2306;22 Rubber- en kunststofproductindustrie;Totaal afval;2012;118.0
2307;22 Rubber- en kunststofproductindustrie;Totaal afval;2014;129.0
2308;22 Rubber- en kunststofproductindustrie;Totaal afval;2016;145.0
2309;22 Rubber- en kunststofproductindustrie;Totaal afval;2018;144.0
2310;22 Rubber- en kunststofproductindustrie;Totaal afval;2020;126.0
2311;22 Rubber- en kunststofproductindustrie;Totaal afval;2022;128.0
2312;22 Rubber- en kunststofproductindustrie;Chemisch afval;2008;
2313;22 Rubber- en kunststofproductindustrie;Chemisch afval;2010;
2314;22 Rubber- en kunststofproductindustrie;Chemisch afval;2012;5.0
2315;22 Rubber- en kunststofproductindustrie;Chemisch afval;2014;7.0
2316;22 Rubber- en kunststofproductindustrie;Chemisch afval;2016;7.0
2317;22 Rubber- en kunststofproductindustrie;Chemisch afval;2018;8.0
2318;22 Rubber- en kunststofproductindustrie;Chemisch afval;2020;6.0
2319;22 Rubber- en kunststofproductindustrie;Chemisch afval;2022;7.0
2320;22 Rubber- en kunststofproductindustrie;Totaal recyclebaar afval;2008;
2321;22 Rubber- en kunststofproductindustrie;Totaal recyclebaar afval;2010;
2322;22 Rubber- en kunststofproductindustrie;Totaal recyclebaar afval;2012;75.0
2323;22 Rubber- en kunststofproductindustrie;Totaal recyclebaar afval;2014;79.0
2324;22 Rubber- en kunststofproductindustrie;Totaal recyclebaar afval;2016;86.0
2325;22 Rubber- en kunststofproductindustrie;Totaal recyclebaar afval;2018;102.0
2326;22 Rubber- en kunststofproductindustrie;Totaal recyclebaar afval;2020;96.0
2327;22 Rubber- en kunststofproductindustrie;Totaal recyclebaar afval;2022;96.0
2328;22 Rubber- en kunststofproductindustrie;IJzerafval;2008;
2329;22 Rubber- en kunststofproductindustrie;IJzerafval;2010;
2330;22 Rubber- en kunststofproductindustrie;IJzerafval;2012;0.0
2331;22 Rubber- en kunststofproductindustrie;IJzerafval;2014;0.0
2332;22 Rubber- en kunststofproductindustrie;IJzerafval;2016;1.0
2333;22 Rubber- en kunststofproductindustrie;IJzerafval;2018;1.0
2334;22 Rubber- en kunststofproductindustrie;IJzerafval;2020;0.0
2335;22 Rubber- en kunststofproductindustrie;IJzerafval;2022;0.0
2336;22 Rubber- en kunststofproductindustrie;Ander metaalafval;2008;
2337;22 Rubber- en kunststofproductindustrie;Ander metaalafval;2010;
2338;22 Rubber- en kunststofproductindustrie;Ander metaalafval;2012;0.0
2339;22 Rubber- en kunststofproductindustrie;Ander metaalafval;2014;0.0
2340;22 Rubber- en kunststofproductindustrie;Ander metaalafval;2016;0.0
2341;22 Rubber- en kunststofproductindustrie;Ander metaalafval;2018;1.0
2342;22 Rubber- en kunststofproductindustrie;Ander metaalafval;2020;0.0
2343;22 Rubber- en kunststofproductindustrie;Ander metaalafval;2022;0.0
2344;22 Rubber- en kunststofproductindustrie;Gemengd metaalafval;2008;
2345;22 Rubber- en kunststofproductindustrie;Gemengd metaalafval;2010;
2346;22 Rubber- en kunststofproductindustrie;Gemengd metaalafval;2012;1.0
2347;22 Rubber- en kunststofproductindustrie;Gemengd metaalafval;2014;2.0
2348;22 Rubber- en kunststofproductindustrie;Gemengd metaalafval;2016;2.0
2349;22 Rubber- en kunststofproductindustrie;Gemengd metaalafval;2018;3.0
2350;22 Rubber- en kunststofproductindustrie;Gemengd metaalafval;2020;4.0
2351;22 Rubber- en kunststofproductindustrie;Gemengd metaalafval;2022;4.0
2352;22 Rubber- en kunststofproductindustrie;Glasafval;2008;
2353;22 Rubber- en kunststofproductindustrie;Glasafval;2010;
2354;22 Rubber- en kunststofproductindustrie;Glasafval;2012;1.0
2355;22 Rubber- en kunststofproductindustrie;Glasafval;2014;0.0
2356;22 Rubber- en kunststofproductindustrie;Glasafval;2016;1.0
2357;22 Rubber- en kunststofproductindustrie;Glasafval;2018;1.0
2358;22 Rubber- en kunststofproductindustrie;Glasafval;2020;0.0
2359;22 Rubber- en kunststofproductindustrie;Glasafval;2022;0.0
2360;22 Rubber- en kunststofproductindustrie;Papierafval;2008;
2361;22 Rubber- en kunststofproductindustrie;Papierafval;2010;
2362;22 Rubber- en kunststofproductindustrie;Papierafval;2012;8.0
2363;22 Rubber- en kunststofproductindustrie;Papierafval;2014;10.0
2364;22 Rubber- en kunststofproductindustrie;Papierafval;2016;15.0
2365;22 Rubber- en kunststofproductindustrie;Papierafval;2018;13.0
2366;22 Rubber- en kunststofproductindustrie;Papierafval;2020;10.0
2367;22 Rubber- en kunststofproductindustrie;Papierafval;2022;11.0
2368;22 Rubber- en kunststofproductindustrie;Rubberafval;2008;
2369;22 Rubber- en kunststofproductindustrie;Rubberafval;2010;
2370;22 Rubber- en kunststofproductindustrie;Rubberafval;2012;2.0
2371;22 Rubber- en kunststofproductindustrie;Rubberafval;2014;2.0
2372;22 Rubber- en kunststofproductindustrie;Rubberafval;2016;2.0
2373;22 Rubber- en kunststofproductindustrie;Rubberafval;2018;1.0
2374;22 Rubber- en kunststofproductindustrie;Rubberafval;2020;1.0
2375;22 Rubber- en kunststofproductindustrie;Rubberafval;2022;1.0
2376;22 Rubber- en kunststofproductindustrie;Plasticafval;2008;
2377;22 Rubber- en kunststofproductindustrie;Plasticafval;2010;
2378;22 Rubber- en kunststofproductindustrie;Plasticafval;2012;53.0
2379;22 Rubber- en kunststofproductindustrie;Plasticafval;2014;61.0
2380;22 Rubber- en kunststofproductindustrie;Plasticafval;2016;59.0
2381;22 Rubber- en kunststofproductindustrie;Plasticafval;2018;68.0
2382;22 Rubber- en kunststofproductindustrie;Plasticafval;2020;67.0
2383;22 Rubber- en kunststofproductindustrie;Plasticafval;2022;66.0
2384;22 Rubber- en kunststofproductindustrie;Houtafval;2008;
2385;22 Rubber- en kunststofproductindustrie;Houtafval;2010;
2386;22 Rubber- en kunststofproductindustrie;Houtafval;2012;9.0
2387;22 Rubber- en kunststofproductindustrie;Houtafval;2014;3.0
2388;22 Rubber- en kunststofproductindustrie;Houtafval;2016;7.0
2389;22 Rubber- en kunststofproductindustrie;Houtafval;2018;9.0
2390;22 Rubber- en kunststofproductindustrie;Houtafval;2020;10.0
2391;22 Rubber- en kunststofproductindustrie;Houtafval;2022;11.0
2392;22 Rubber- en kunststofproductindustrie;Textielafval;2008;
2393;22 Rubber- en kunststofproductindustrie;Textielafval;2010;
2394;22 Rubber- en kunststofproductindustrie;Textielafval;2012;0.0
2395;22 Rubber- en kunststofproductindustrie;Textielafval;2014;0.0
2396;22 Rubber- en kunststofproductindustrie;Textielafval;2016;0.0
2397;22 Rubber- en kunststofproductindustrie;Textielafval;2018;5.0
2398;22 Rubber- en kunststofproductindustrie;Textielafval;2020;4.0
2399;22 Rubber- en kunststofproductindustrie;Textielafval;2022;3.0
2400;22 Rubber- en kunststofproductindustrie;Overig recyclebaar afval;2008;
2401;22 Rubber- en kunststofproductindustrie;Overig recyclebaar afval;2010;
2402;22 Rubber- en kunststofproductindustrie;Overig recyclebaar afval;2012;0.0
2403;22 Rubber- en kunststofproductindustrie;Overig recyclebaar afval;2014;0.0
2404;22 Rubber- en kunststofproductindustrie;Overig recyclebaar afval;2016;0.0
2405;22 Rubber- en kunststofproductindustrie;Overig recyclebaar afval;2018;0.0
2406;22 Rubber- en kunststofproductindustrie;Overig recyclebaar afval;2020;0.0
2407;22 Rubber- en kunststofproductindustrie;Overig recyclebaar afval;2022;0.0
2408;22 Rubber- en kunststofproductindustrie;Afgedankt materiaal;2008;
2409;22 Rubber- en kunststofproductindustrie;Afgedankt materiaal;2010;
2410;22 Rubber- en kunststofproductindustrie;Afgedankt materiaal;2012;0.0
2411;22 Rubber- en kunststofproductindustrie;Afgedankt materiaal;2014;0.0
2412;22 Rubber- en kunststofproductindustrie;Afgedankt materiaal;2016;0.0
2413;22 Rubber- en kunststofproductindustrie;Afgedankt materiaal;2018;1.0
2414;22 Rubber- en kunststofproductindustrie;Afgedankt materiaal;2020;0.0
2415;22 Rubber- en kunststofproductindustrie;Afgedankt materiaal;2022;0.0
2416;22 Rubber- en kunststofproductindustrie;Dierlijk en plantaardig afval;2008;
2417;22 Rubber- en kunststofproductindustrie;Dierlijk en plantaardig afval;2010;
2418;22 Rubber- en kunststofproductindustrie;Dierlijk en plantaardig afval;2012;0.0
2419;22 Rubber- en kunststofproductindustrie;Dierlijk en plantaardig afval;2014;0.0
2420;22 Rubber- en kunststofproductindustrie;Dierlijk en plantaardig afval;2016;0.0
2421;22 Rubber- en kunststofproductindustrie;Dierlijk en plantaardig afval;2018;0.0
2422;22 Rubber- en kunststofproductindustrie;Dierlijk en plantaardig afval;2020;0.0
2423;22 Rubber- en kunststofproductindustrie;Dierlijk en plantaardig afval;2022;0.0
2424;22 Rubber- en kunststofproductindustrie;Gemengd afval;2008;
2425;22 Rubber- en kunststofproductindustrie;Gemengd afval;2010;
2426;22 Rubber- en kunststofproductindustrie;Gemengd afval;2012;36.0
2427;22 Rubber- en kunststofproductindustrie;Gemengd afval;2014;41.0
2428;22 Rubber- en kunststofproductindustrie;Gemengd afval;2016;49.0
2429;22 Rubber- en kunststofproductindustrie;Gemengd afval;2018;33.0
2430;22 Rubber- en kunststofproductindustrie;Gemengd afval;2020;23.0
2431;22 Rubber- en kunststofproductindustrie;Gemengd afval;2022;25.0
2432;22 Rubber- en kunststofproductindustrie;Slib;2008;
2433;22 Rubber- en kunststofproductindustrie;Slib;2010;
2434;22 Rubber- en kunststofproductindustrie;Slib;2012;0.0
2435;22 Rubber- en kunststofproductindustrie;Slib;2014;0.0
2436;22 Rubber- en kunststofproductindustrie;Slib;2016;0.0
2437;22 Rubber- en kunststofproductindustrie;Slib;2018;1.0
2438;22 Rubber- en kunststofproductindustrie;Slib;2020;0.0
2439;22 Rubber- en kunststofproductindustrie;Slib;2022;0.0
2440;22 Rubber- en kunststofproductindustrie;Mineraal afval;2008;
2441;22 Rubber- en kunststofproductindustrie;Mineraal afval;2010;
2442;22 Rubber- en kunststofproductindustrie;Mineraal afval;2012;1.0
2443;22 Rubber- en kunststofproductindustrie;Mineraal afval;2014;1.0
2444;22 Rubber- en kunststofproductindustrie;Mineraal afval;2016;3.0
2445;22 Rubber- en kunststofproductindustrie;Mineraal afval;2018;0.0
2446;22 Rubber- en kunststofproductindustrie;Mineraal afval;2020;0.0
2447;22 Rubber- en kunststofproductindustrie;Mineraal afval;2022;0.0
2448;23 Bouwmaterialenindustrie;Totaal afval;2008;
2449;23 Bouwmaterialenindustrie;Totaal afval;2010;
2450;23 Bouwmaterialenindustrie;Totaal afval;2012;740.0
2451;23 Bouwmaterialenindustrie;Totaal afval;2014;644.0
2452;23 Bouwmaterialenindustrie;Totaal afval;2016;564.0
2453;23 Bouwmaterialenindustrie;Totaal afval;2018;537.0
2454;23 Bouwmaterialenindustrie;Totaal afval;2020;482.0
2455;23 Bouwmaterialenindustrie;Totaal afval;2022;485.0
2456;23 Bouwmaterialenindustrie;Chemisch afval;2008;
2457;23 Bouwmaterialenindustrie;Chemisch afval;2010;
2458;23 Bouwmaterialenindustrie;Chemisch afval;2012;7.0
2459;23 Bouwmaterialenindustrie;Chemisch afval;2014;9.0
2460;23 Bouwmaterialenindustrie;Chemisch afval;2016;8.0
2461;23 Bouwmaterialenindustrie;Chemisch afval;2018;7.0
2462;23 Bouwmaterialenindustrie;Chemisch afval;2020;7.0
2463;23 Bouwmaterialenindustrie;Chemisch afval;2022;10.0
2464;23 Bouwmaterialenindustrie;Totaal recyclebaar afval;2008;
2465;23 Bouwmaterialenindustrie;Totaal recyclebaar afval;2010;
2466;23 Bouwmaterialenindustrie;Totaal recyclebaar afval;2012;50.0
2467;23 Bouwmaterialenindustrie;Totaal recyclebaar afval;2014;35.0
2468;23 Bouwmaterialenindustrie;Totaal recyclebaar afval;2016;35.0
2469;23 Bouwmaterialenindustrie;Totaal recyclebaar afval;2018;39.0
2470;23 Bouwmaterialenindustrie;Totaal recyclebaar afval;2020;49.0
2471;23 Bouwmaterialenindustrie;Totaal recyclebaar afval;2022;50.0
2472;23 Bouwmaterialenindustrie;IJzerafval;2008;
2473;23 Bouwmaterialenindustrie;IJzerafval;2010;
2474;23 Bouwmaterialenindustrie;IJzerafval;2012;2.0
2475;23 Bouwmaterialenindustrie;IJzerafval;2014;2.0
2476;23 Bouwmaterialenindustrie;IJzerafval;2016;2.0
2477;23 Bouwmaterialenindustrie;IJzerafval;2018;2.0
2478;23 Bouwmaterialenindustrie;IJzerafval;2020;1.0
2479;23 Bouwmaterialenindustrie;IJzerafval;2022;1.0
2480;23 Bouwmaterialenindustrie;Ander metaalafval;2008;
2481;23 Bouwmaterialenindustrie;Ander metaalafval;2010;
2482;23 Bouwmaterialenindustrie;Ander metaalafval;2012;0.0
2483;23 Bouwmaterialenindustrie;Ander metaalafval;2014;0.0
2484;23 Bouwmaterialenindustrie;Ander metaalafval;2016;0.0
