ID;AfzetInvoerEnVerbruik;ProductenPRODCOM;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3
346;Totaal afzetprijzen;051 Steenkool;2014 september;;;
347;Totaal afzetprijzen;051 Steenkool;2014 oktober;;;
348;Totaal afzetprijzen;051 Steenkool;2014 november;;;
349;Totaal afzetprijzen;051 Steenkool;2014 december;;;
350;Totaal afzetprijzen;051 Steenkool;2014;;;
351;Totaal afzetprijzen;051 Steenkool;2015 januari;;;
352;Totaal afzetprijzen;051 Steenkool;2015 februari;;;
353;Totaal afzetprijzen;051 Steenkool;2015 maart;;;
354;Totaal afzetprijzen;051 Steenkool;2015 april;;;
355;Totaal afzetprijzen;051 Steenkool;2015 mei;;;
356;Totaal afzetprijzen;051 Steenkool;2015 juni;;;
357;Totaal afzetprijzen;051 Steenkool;2015 juli;;;
358;Totaal afzetprijzen;051 Steenkool;2015 augustus;;;
359;Totaal afzetprijzen;051 Steenkool;2015 september;;;
360;Totaal afzetprijzen;051 Steenkool;2015 oktober;;;
361;Totaal afzetprijzen;051 Steenkool;2015 november;;;
362;Totaal afzetprijzen;051 Steenkool;2015 december;;;
363;Totaal afzetprijzen;051 Steenkool;2015;;;
364;Totaal afzetprijzen;051 Steenkool;2016 januari;;;
365;Totaal afzetprijzen;051 Steenkool;2016 februari;;;
366;Totaal afzetprijzen;051 Steenkool;2016 maart;;;
367;Totaal afzetprijzen;051 Steenkool;2016 april;;;
368;Totaal afzetprijzen;051 Steenkool;2016 mei;;;
369;Totaal afzetprijzen;051 Steenkool;2016 juni;;;
370;Totaal afzetprijzen;051 Steenkool;2016 juli;;;
371;Totaal afzetprijzen;051 Steenkool;2016 augustus;;;
372;Totaal afzetprijzen;051 Steenkool;2016 september;;;
373;Totaal afzetprijzen;051 Steenkool;2016 oktober;;;
374;Totaal afzetprijzen;051 Steenkool;2016 november;;;
375;Totaal afzetprijzen;051 Steenkool;2016 december;;;
376;Totaal afzetprijzen;051 Steenkool;2016;;;
377;Totaal afzetprijzen;051 Steenkool;2017 januari;;;
378;Totaal afzetprijzen;051 Steenkool;2017 februari;;;
379;Totaal afzetprijzen;051 Steenkool;2017 maart;;;
380;Totaal afzetprijzen;051 Steenkool;2017 april;;;
381;Totaal afzetprijzen;051 Steenkool;2017 mei;;;
382;Totaal afzetprijzen;051 Steenkool;2017 juni;;;
383;Totaal afzetprijzen;051 Steenkool;2017 juli;;;
384;Totaal afzetprijzen;051 Steenkool;2017 augustus;;;
385;Totaal afzetprijzen;051 Steenkool;2017 september;;;
386;Totaal afzetprijzen;051 Steenkool;2017 oktober;;;
387;Totaal afzetprijzen;051 Steenkool;2017 november;;;
388;Totaal afzetprijzen;051 Steenkool;2017 december;;;
389;Totaal afzetprijzen;051 Steenkool;2017;;;
390;Totaal afzetprijzen;051 Steenkool;2018 januari;;;
391;Totaal afzetprijzen;051 Steenkool;2018 februari;;;
392;Totaal afzetprijzen;051 Steenkool;2018 maart;;;
393;Totaal afzetprijzen;051 Steenkool;2018 april;;;
394;Totaal afzetprijzen;051 Steenkool;2018 mei;;;
395;Totaal afzetprijzen;051 Steenkool;2018 juni;;;
396;Totaal afzetprijzen;051 Steenkool;2018 juli;;;
397;Totaal afzetprijzen;051 Steenkool;2018 augustus;;;
398;Totaal afzetprijzen;051 Steenkool;2018 september;;;
399;Totaal afzetprijzen;051 Steenkool;2018 oktober;;;
400;Totaal afzetprijzen;051 Steenkool;2018 november;;;
401;Totaal afzetprijzen;051 Steenkool;2018 december;;;
402;Totaal afzetprijzen;051 Steenkool;2018;;;
403;Totaal afzetprijzen;051 Steenkool;2019 januari;;;
404;Totaal afzetprijzen;051 Steenkool;2019 februari;;;
405;Totaal afzetprijzen;051 Steenkool;2019 maart;;;
406;Totaal afzetprijzen;051 Steenkool;2019 april;;;
407;Totaal afzetprijzen;051 Steenkool;2019 mei;;;
408;Totaal afzetprijzen;051 Steenkool;2019 juni;;;
409;Totaal afzetprijzen;051 Steenkool;2019 juli;;;
410;Totaal afzetprijzen;051 Steenkool;2019 augustus;;;
411;Totaal afzetprijzen;051 Steenkool;2019 september;;;
412;Totaal afzetprijzen;051 Steenkool;2019 oktober;;;
413;Totaal afzetprijzen;051 Steenkool;2019 november;;;
414;Totaal afzetprijzen;051 Steenkool;2019 december;;;
415;Totaal afzetprijzen;051 Steenkool;2019;;;
416;Totaal afzetprijzen;051 Steenkool;2020 januari;;;
417;Totaal afzetprijzen;051 Steenkool;2020 februari;;;
418;Totaal afzetprijzen;051 Steenkool;2020 maart;;;
419;Totaal afzetprijzen;051 Steenkool;2020 april;;;
420;Totaal afzetprijzen;051 Steenkool;2020 mei;;;
421;Totaal afzetprijzen;051 Steenkool;2020 juni;;;
422;Totaal afzetprijzen;051 Steenkool;2020 juli;;;
423;Totaal afzetprijzen;051 Steenkool;2020 augustus;;;
424;Totaal afzetprijzen;051 Steenkool;2020 september;;;
425;Totaal afzetprijzen;051 Steenkool;2020 oktober;;;
426;Totaal afzetprijzen;051 Steenkool;2020 november;;;
427;Totaal afzetprijzen;051 Steenkool;2020 december;;;
428;Totaal afzetprijzen;051 Steenkool;2020;;;
429;Totaal afzetprijzen;051 Steenkool;2021 januari;;;
430;Totaal afzetprijzen;051 Steenkool;2021 februari;;;
431;Totaal afzetprijzen;051 Steenkool;2021 maart;;;
432;Totaal afzetprijzen;051 Steenkool;2021 april;;;
433;Totaal afzetprijzen;051 Steenkool;2021 mei;;;
434;Totaal afzetprijzen;051 Steenkool;2021 juni;;;
435;Totaal afzetprijzen;051 Steenkool;2021 juli;;;
436;Totaal afzetprijzen;051 Steenkool;2021 augustus;;;
437;Totaal afzetprijzen;051 Steenkool;2021 september;;;
438;Totaal afzetprijzen;051 Steenkool;2021 oktober;;;
439;Totaal afzetprijzen;051 Steenkool;2021 november;;;
440;Totaal afzetprijzen;051 Steenkool;2021 december;;;
441;Totaal afzetprijzen;051 Steenkool;2021;;;
442;Totaal afzetprijzen;051 Steenkool;2022 januari;;;
443;Totaal afzetprijzen;051 Steenkool;2022 februari;;;
444;Totaal afzetprijzen;051 Steenkool;2022 maart;;;
445;Totaal afzetprijzen;051 Steenkool;2022 april;;;
446;Totaal afzetprijzen;051 Steenkool;2022 mei;;;
447;Totaal afzetprijzen;051 Steenkool;2022 juni;;;
448;Totaal afzetprijzen;051 Steenkool;2022 juli;;;
449;Totaal afzetprijzen;051 Steenkool;2022 augustus;;;
450;Totaal afzetprijzen;051 Steenkool;2022 september;;;
451;Totaal afzetprijzen;051 Steenkool;2022 oktober;;;
452;Totaal afzetprijzen;051 Steenkool;2022 november;;;
453;Totaal afzetprijzen;051 Steenkool;2022 december ;;;
454;Totaal afzetprijzen;051 Steenkool;2022;;;
455;Totaal afzetprijzen;051 Steenkool;2023 januari;;;
456;Totaal afzetprijzen;051 Steenkool;2023 februari;;;
457;Totaal afzetprijzen;051 Steenkool;2023 maart;;;
458;Totaal afzetprijzen;051 Steenkool;2023 april;;;
459;Totaal afzetprijzen;051 Steenkool;2023 mei;;;
460;Totaal afzetprijzen;051 Steenkool;2023 juni;;;
461;Totaal afzetprijzen;051 Steenkool;2023 juli;;;
462;Totaal afzetprijzen;051 Steenkool;2023 augustus;;;
463;Totaal afzetprijzen;051 Steenkool;2023 september;;;
464;Totaal afzetprijzen;051 Steenkool;2023 oktober;;;
465;Totaal afzetprijzen;051 Steenkool;2023 november;;;
466;Totaal afzetprijzen;051 Steenkool;2023 december;;;
467;Totaal afzetprijzen;051 Steenkool;2023;;;
468;Totaal afzetprijzen;052 Bruinkool;2012 januari;;;
469;Totaal afzetprijzen;052 Bruinkool;2012 februari;;;
470;Totaal afzetprijzen;052 Bruinkool;2012 maart;;;
471;Totaal afzetprijzen;052 Bruinkool;2012 april;;;
472;Totaal afzetprijzen;052 Bruinkool;2012 mei;;;
473;Totaal afzetprijzen;052 Bruinkool;2012 juni;;;
474;Totaal afzetprijzen;052 Bruinkool;2012 juli;;;
475;Totaal afzetprijzen;052 Bruinkool;2012 augustus;;;
476;Totaal afzetprijzen;052 Bruinkool;2012 september;;;
477;Totaal afzetprijzen;052 Bruinkool;2012 oktober;;;
478;Totaal afzetprijzen;052 Bruinkool;2012 november;;;
479;Totaal afzetprijzen;052 Bruinkool;2012 december;;;
480;Totaal afzetprijzen;052 Bruinkool;2012;;;
481;Totaal afzetprijzen;052 Bruinkool;2013 januari;;;
482;Totaal afzetprijzen;052 Bruinkool;2013 februari;;;
483;Totaal afzetprijzen;052 Bruinkool;2013 maart;;;
484;Totaal afzetprijzen;052 Bruinkool;2013 april;;;
485;Totaal afzetprijzen;052 Bruinkool;2013 mei;;;
486;Totaal afzetprijzen;052 Bruinkool;2013 juni;;;
487;Totaal afzetprijzen;052 Bruinkool;2013 juli;;;
488;Totaal afzetprijzen;052 Bruinkool;2013 augustus;;;
489;Totaal afzetprijzen;052 Bruinkool;2013 september;;;
490;Totaal afzetprijzen;052 Bruinkool;2013 oktober;;;
491;Totaal afzetprijzen;052 Bruinkool;2013 november;;;
492;Totaal afzetprijzen;052 Bruinkool;2013 december;;;
493;Totaal afzetprijzen;052 Bruinkool;2013;;;
494;Totaal afzetprijzen;052 Bruinkool;2014 januari;;;
495;Totaal afzetprijzen;052 Bruinkool;2014 februari;;;
496;Totaal afzetprijzen;052 Bruinkool;2014 maart;;;
497;Totaal afzetprijzen;052 Bruinkool;2014 april;;;
498;Totaal afzetprijzen;052 Bruinkool;2014 mei;;;
499;Totaal afzetprijzen;052 Bruinkool;2014 juni;;;
500;Totaal afzetprijzen;052 Bruinkool;2014 juli;;;
501;Totaal afzetprijzen;052 Bruinkool;2014 augustus;;;
502;Totaal afzetprijzen;052 Bruinkool;2014 september;;;
503;Totaal afzetprijzen;052 Bruinkool;2014 oktober;;;
504;Totaal afzetprijzen;052 Bruinkool;2014 november;;;
505;Totaal afzetprijzen;052 Bruinkool;2014 december;;;
506;Totaal afzetprijzen;052 Bruinkool;2014;;;
507;Totaal afzetprijzen;052 Bruinkool;2015 januari;;;
508;Totaal afzetprijzen;052 Bruinkool;2015 februari;;;
509;Totaal afzetprijzen;052 Bruinkool;2015 maart;;;
510;Totaal afzetprijzen;052 Bruinkool;2015 april;;;
511;Totaal afzetprijzen;052 Bruinkool;2015 mei;;;
512;Totaal afzetprijzen;052 Bruinkool;2015 juni;;;
513;Totaal afzetprijzen;052 Bruinkool;2015 juli;;;
514;Totaal afzetprijzen;052 Bruinkool;2015 augustus;;;
515;Totaal afzetprijzen;052 Bruinkool;2015 september;;;
516;Totaal afzetprijzen;052 Bruinkool;2015 oktober;;;
517;Totaal afzetprijzen;052 Bruinkool;2015 november;;;
518;Totaal afzetprijzen;052 Bruinkool;2015 december;;;
519;Totaal afzetprijzen;052 Bruinkool;2015;;;
520;Totaal afzetprijzen;052 Bruinkool;2016 januari;;;
521;Totaal afzetprijzen;052 Bruinkool;2016 februari;;;
522;Totaal afzetprijzen;052 Bruinkool;2016 maart;;;
523;Totaal afzetprijzen;052 Bruinkool;2016 april;;;
524;Totaal afzetprijzen;052 Bruinkool;2016 mei;;;
525;Totaal afzetprijzen;052 Bruinkool;2016 juni;;;
526;Totaal afzetprijzen;052 Bruinkool;2016 juli;;;
527;Totaal afzetprijzen;052 Bruinkool;2016 augustus;;;
528;Totaal afzetprijzen;052 Bruinkool;2016 september;;;
529;Totaal afzetprijzen;052 Bruinkool;2016 oktober;;;
530;Totaal afzetprijzen;052 Bruinkool;2016 november;;;
531;Totaal afzetprijzen;052 Bruinkool;2016 december;;;
532;Totaal afzetprijzen;052 Bruinkool;2016;;;
533;Totaal afzetprijzen;052 Bruinkool;2017 januari;;;
534;Totaal afzetprijzen;052 Bruinkool;2017 februari;;;
535;Totaal afzetprijzen;052 Bruinkool;2017 maart;;;
536;Totaal afzetprijzen;052 Bruinkool;2017 april;;;
537;Totaal afzetprijzen;052 Bruinkool;2017 mei;;;
538;Totaal afzetprijzen;052 Bruinkool;2017 juni;;;
539;Totaal afzetprijzen;052 Bruinkool;2017 juli;;;
540;Totaal afzetprijzen;052 Bruinkool;2017 augustus;;;
541;Totaal afzetprijzen;052 Bruinkool;2017 september;;;
542;Totaal afzetprijzen;052 Bruinkool;2017 oktober;;;
543;Totaal afzetprijzen;052 Bruinkool;2017 november;;;
544;Totaal afzetprijzen;052 Bruinkool;2017 december;;;
545;Totaal afzetprijzen;052 Bruinkool;2017;;;
546;Totaal afzetprijzen;052 Bruinkool;2018 januari;;;
547;Totaal afzetprijzen;052 Bruinkool;2018 februari;;;
548;Totaal afzetprijzen;052 Bruinkool;2018 maart;;;
549;Totaal afzetprijzen;052 Bruinkool;2018 april;;;
550;Totaal afzetprijzen;052 Bruinkool;2018 mei;;;
551;Totaal afzetprijzen;052 Bruinkool;2018 juni;;;
552;Totaal afzetprijzen;052 Bruinkool;2018 juli;;;
553;Totaal afzetprijzen;052 Bruinkool;2018 augustus;;;
554;Totaal afzetprijzen;052 Bruinkool;2018 september;;;
555;Totaal afzetprijzen;052 Bruinkool;2018 oktober;;;
556;Totaal afzetprijzen;052 Bruinkool;2018 november;;;
557;Totaal afzetprijzen;052 Bruinkool;2018 december;;;
558;Totaal afzetprijzen;052 Bruinkool;2018;;;
559;Totaal afzetprijzen;052 Bruinkool;2019 januari;;;
560;Totaal afzetprijzen;052 Bruinkool;2019 februari;;;
561;Totaal afzetprijzen;052 Bruinkool;2019 maart;;;
562;Totaal afzetprijzen;052 Bruinkool;2019 april;;;
563;Totaal afzetprijzen;052 Bruinkool;2019 mei;;;
564;Totaal afzetprijzen;052 Bruinkool;2019 juni;;;
565;Totaal afzetprijzen;052 Bruinkool;2019 juli;;;
566;Totaal afzetprijzen;052 Bruinkool;2019 augustus;;;
567;Totaal afzetprijzen;052 Bruinkool;2019 september;;;
568;Totaal afzetprijzen;052 Bruinkool;2019 oktober;;;
569;Totaal afzetprijzen;052 Bruinkool;2019 november;;;
570;Totaal afzetprijzen;052 Bruinkool;2019 december;;;
571;Totaal afzetprijzen;052 Bruinkool;2019;;;
572;Totaal afzetprijzen;052 Bruinkool;2020 januari;;;
573;Totaal afzetprijzen;052 Bruinkool;2020 februari;;;
574;Totaal afzetprijzen;052 Bruinkool;2020 maart;;;
575;Totaal afzetprijzen;052 Bruinkool;2020 april;;;
576;Totaal afzetprijzen;052 Bruinkool;2020 mei;;;
577;Totaal afzetprijzen;052 Bruinkool;2020 juni;;;
578;Totaal afzetprijzen;052 Bruinkool;2020 juli;;;
579;Totaal afzetprijzen;052 Bruinkool;2020 augustus;;;
580;Totaal afzetprijzen;052 Bruinkool;2020 september;;;
581;Totaal afzetprijzen;052 Bruinkool;2020 oktober;;;
582;Totaal afzetprijzen;052 Bruinkool;2020 november;;;
583;Totaal afzetprijzen;052 Bruinkool;2020 december;;;
584;Totaal afzetprijzen;052 Bruinkool;2020;;;
585;Totaal afzetprijzen;052 Bruinkool;2021 januari;;;
586;Totaal afzetprijzen;052 Bruinkool;2021 februari;;;
587;Totaal afzetprijzen;052 Bruinkool;2021 maart;;;
588;Totaal afzetprijzen;052 Bruinkool;2021 april;;;
589;Totaal afzetprijzen;052 Bruinkool;2021 mei;;;
590;Totaal afzetprijzen;052 Bruinkool;2021 juni;;;
591;Totaal afzetprijzen;052 Bruinkool;2021 juli;;;
592;Totaal afzetprijzen;052 Bruinkool;2021 augustus;;;
593;Totaal afzetprijzen;052 Bruinkool;2021 september;;;
594;Totaal afzetprijzen;052 Bruinkool;2021 oktober;;;
595;Totaal afzetprijzen;052 Bruinkool;2021 november;;;
596;Totaal afzetprijzen;052 Bruinkool;2021 december;;;
597;Totaal afzetprijzen;052 Bruinkool;2021;;;
598;Totaal afzetprijzen;052 Bruinkool;2022 januari;;;
599;Totaal afzetprijzen;052 Bruinkool;2022 februari;;;
600;Totaal afzetprijzen;052 Bruinkool;2022 maart;;;
601;Totaal afzetprijzen;052 Bruinkool;2022 april;;;
602;Totaal afzetprijzen;052 Bruinkool;2022 mei;;;
603;Totaal afzetprijzen;052 Bruinkool;2022 juni;;;
604;Totaal afzetprijzen;052 Bruinkool;2022 juli;;;
605;Totaal afzetprijzen;052 Bruinkool;2022 augustus;;;
606;Totaal afzetprijzen;052 Bruinkool;2022 september;;;
607;Totaal afzetprijzen;052 Bruinkool;2022 oktober;;;
608;Totaal afzetprijzen;052 Bruinkool;2022 november;;;
609;Totaal afzetprijzen;052 Bruinkool;2022 december ;;;
610;Totaal afzetprijzen;052 Bruinkool;2022;;;
611;Totaal afzetprijzen;052 Bruinkool;2023 januari;;;
612;Totaal afzetprijzen;052 Bruinkool;2023 februari;;;
613;Totaal afzetprijzen;052 Bruinkool;2023 maart;;;
614;Totaal afzetprijzen;052 Bruinkool;2023 april;;;
615;Totaal afzetprijzen;052 Bruinkool;2023 mei;;;
616;Totaal afzetprijzen;052 Bruinkool;2023 juni;;;
617;Totaal afzetprijzen;052 Bruinkool;2023 juli;;;
618;Totaal afzetprijzen;052 Bruinkool;2023 augustus;;;
619;Totaal afzetprijzen;052 Bruinkool;2023 september;;;
620;Totaal afzetprijzen;052 Bruinkool;2023 oktober;;;
621;Totaal afzetprijzen;052 Bruinkool;2023 november;;;
622;Totaal afzetprijzen;052 Bruinkool;2023 december;;;
623;Totaal afzetprijzen;052 Bruinkool;2023;;;
624;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 januari;129.6;;
625;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 februari;130.3;0.5;
626;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 maart;131.3;0.8;
627;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 april;135.5;3.2;
628;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 mei;137.5;1.5;
629;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 juni;132.9;-3.4;
630;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 juli;132.5;-0.3;
631;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 augustus;135.5;2.2;
632;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 september;134.8;-0.5;
633;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 oktober;138.0;2.4;
634;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 november;143.4;3.9;
635;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012 december;137.2;-4.3;
636;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2012;134.9;;
637;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 januari;135.1;-1.6;4.2
638;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 februari;132.5;-1.9;1.7
639;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 maart;132.2;-0.2;0.7
640;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 april;131.2;-0.8;-3.2
641;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 mei;130.1;-0.9;-5.4
642;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 juni;129.6;-0.4;-2.5
643;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 juli;130.0;0.3;-1.9
644;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 augustus;129.5;-0.4;-4.5
645;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 september;128.0;-1.2;-5.1
646;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 oktober;129.4;1.1;-6.2
647;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 november;131.1;1.4;-8.5
648;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013 december;131.9;0.6;-3.9
649;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2013;130.9;;-3.0
650;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 januari;131.8;-0.1;-2.4
651;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 februari;127.5;-3.3;-3.8
652;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 maart;121.8;-4.4;-7.9
653;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 april;114.9;-5.7;-12.4
654;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 mei;109.2;-5.0;-16.1
655;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 juni;107.3;-1.7;-17.2
656;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 juli;102.0;-4.9;-21.5
657;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 augustus;102.0;0.0;-21.2
658;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 september;106.3;4.3;-16.9
659;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 oktober;113.4;6.6;-12.4
660;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 november;115.1;1.5;-12.2
661;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014 december;114.8;-0.3;-13.0
662;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2014;113.8;;-13.0
663;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 januari;107.1;-6.7;-18.8
664;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 februari;;;
665;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 maart;108.7;;-10.8
666;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 april;106.1;-2.4;-7.7
667;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 mei;103.2;-2.7;-5.4
668;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 juni;101.2;-2.0;-5.7
669;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 juli;100.7;-0.5;-1.3
670;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 augustus;;;
671;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 september;100.4;;-5.6
672;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 oktober;93.1;-7.2;-17.8
673;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 november;;;
674;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015 december;86.8;;-24.4
675;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2015;100.0;;-12.1
676;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 januari;;;
677;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 februari;;;
678;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 maart;;;
679;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 april;;;
680;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 mei;67.6;;-34.5
681;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 juni;;;
682;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 juli;77.9;;-22.6
683;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 augustus;;;
684;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 september;70.5;;-29.8
685;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 oktober;;;
686;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 november;;;
687;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016 december;84.0;;-3.1
688;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2016;74.1;;-25.9
689;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2017 januari;;;
690;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2017 februari;;;
691;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2017 maart;94.8;;
692;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2017 april;;;
693;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2017 mei;78.5;;16.0
694;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2017 juni;80.5;2.6;
695;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2017 juli;;;
696;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2017 augustus;74.0;;
697;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2017 september;77.8;5.1;10.4
698;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2017 oktober;82.8;6.4;
699;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2017 november;84.7;2.3;
700;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2017 december;;;
701;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2017;82.5;;11.2
702;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 januari;93.3;;
703;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 februari;88.0;-5.6;
704;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 maart;;;
705;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 april;;;
706;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 mei;;;
707;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 juni;;;
708;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 juli;102.7;;
709;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 augustus;;;
710;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 september;;;
711;Totaal afzetprijzen;06 Ruwe aardolie en aardgas;2018 oktober;122.2;;47.6
