ID;BedrijfstakkenBranchesSBI2008;Perioden;Waarde_1;VoortschrijdendJaargemiddeldeWaarde_2;Prijs_3;VoortschrijdendJaargemiddeldePrijs_4;Volume_5;VoortschrijdendJaargemiddeldeVolume_6;Waarde_7;CumulatieveWaarde_8;Prijs_9;CumulatievePrijs_10;Volume_11;CumulatiefVolume_12
418;5510b Traditionele horeca;1997 september;80.0;76.0;;;;;4.0;7.1;;;;
419;5510b Traditionele horeca;1997 3e kwartaal;85.0;76.0;;;;;8.6;7.0;;;;
420;5510b Traditionele horeca;1997 oktober;79.0;76.0;;;;;6.6;7.1;;;;
421;5510b Traditionele horeca;1997 november;75.0;77.0;;;;;6.9;7.1;;;;
422;5510b Traditionele horeca;1997 december;75.0;77.0;;;;;6.0;7.0;;;;
423;5510b Traditionele horeca;1997 4e kwartaal;77.0;77.0;;;;;6.7;7.0;;;;
424;5510b Traditionele horeca;1997;77.0;77.0;;;;;7.0;7.0;;;;
425;5510b Traditionele horeca;1998 januari;67.0;78.0;;;;;12.6;12.6;;;;
426;5510b Traditionele horeca;1998 februari;69.0;78.0;;;;;9.8;11.2;;;;
427;5510b Traditionele horeca;1998 maart;73.0;78.0;;;;;2.5;8.0;;;;
428;5510b Traditionele horeca;1998 1e kwartaal;70.0;78.0;;;;;8.2;8.2;;;;
429;5510b Traditionele horeca;1998 april;83.0;79.0;;;;;9.4;8.4;;;;
430;5510b Traditionele horeca;1998 mei;93.0;79.0;;;;;6.6;7.9;;;;
431;5510b Traditionele horeca;1998 juni;89.0;80.0;;;;;5.7;7.5;;;;
432;5510b Traditionele horeca;1998 2e kwartaal;88.0;80.0;;;;;7.4;7.8;;;;
433;5510b Traditionele horeca;1998 juli;87.0;80.0;;;;;3.2;6.8;;;;
434;5510b Traditionele horeca;1998 augustus;93.0;80.0;;;;;3.9;6.4;;;;
435;5510b Traditionele horeca;1998 september;85.0;81.0;;;;;6.0;6.3;;;;
436;5510b Traditionele horeca;1998 3e kwartaal;88.0;81.0;;;;;4.7;6.6;;;;
437;5510b Traditionele horeca;1998 oktober;85.0;81.0;;;;;7.2;6.4;;;;
438;5510b Traditionele horeca;1998 november;77.0;82.0;;;;;3.4;6.2;;;;
439;5510b Traditionele horeca;1998 december;80.0;82.0;;;;;6.3;6.2;;;;
440;5510b Traditionele horeca;1998 4e kwartaal;81.0;82.0;;;;;5.7;6.4;;;;
441;5510b Traditionele horeca;1998;82.0;82.0;;;;;6.4;6.4;;;;
442;5510b Traditionele horeca;1999 januari;72.0;82.0;;;;;6.7;6.7;;;;
443;5510b Traditionele horeca;1999 februari;73.0;83.0;;;;;5.5;6.1;;;;
444;5510b Traditionele horeca;1999 maart;80.0;83.0;;;;;8.7;7.0;;;;
445;5510b Traditionele horeca;1999 1e kwartaal;75.0;83.0;;;;;7.0;7.0;;;;
446;5510b Traditionele horeca;1999 april;90.0;84.0;;;;;8.1;7.3;;;;
447;5510b Traditionele horeca;1999 mei;98.0;84.0;;;;;5.3;6.8;;;;
448;5510b Traditionele horeca;1999 juni;97.0;85.0;;;;;9.0;7.2;;;;
449;5510b Traditionele horeca;1999 2e kwartaal;95.0;85.0;;;;;7.3;7.2;;;;
450;5510b Traditionele horeca;1999 juli;96.0;85.0;;;;;10.3;7.7;;;;
451;5510b Traditionele horeca;1999 augustus;95.0;86.0;;;;;2.3;7.0;;;;
452;5510b Traditionele horeca;1999 september;94.0;86.0;;;;;10.3;7.3;;;;
453;5510b Traditionele horeca;1999 3e kwartaal;95.0;86.0;;;;;7.3;7.3;;;;
454;5510b Traditionele horeca;1999 oktober;92.0;87.0;;;;;7.3;7.3;;;;
455;5510b Traditionele horeca;1999 november;85.0;88.0;;;;;9.5;7.5;;;;
456;5510b Traditionele horeca;1999 december;85.0;88.0;;;;;6.0;7.4;;;;
457;5510b Traditionele horeca;1999 4e kwartaal;87.0;88.0;;;;;7.6;7.4;;;;
458;5510b Traditionele horeca;1999;88.0;88.0;;;;;7.4;7.4;;;;
459;5510b Traditionele horeca;2000 januari;76.0;88.0;83.0;;92.0;;5.7;5.7;;;;
460;5510b Traditionele horeca;2000 februari;77.0;89.0;83.0;;92.0;;5.0;5.3;;;;
461;5510b Traditionele horeca;2000 maart;89.0;89.0;83.0;;107.0;;12.2;7.8;;;;
462;5510b Traditionele horeca;2000 1e kwartaal;81.0;89.0;83.0;;97.0;;7.9;7.9;;;;
463;5510b Traditionele horeca;2000 april;96.0;90.0;84.0;;115.0;;7.2;7.6;;;;
464;5510b Traditionele horeca;2000 mei;101.0;90.0;84.0;;120.0;;3.1;6.5;;;;
465;5510b Traditionele horeca;2000 juni;105.0;91.0;84.0;;125.0;;7.8;6.8;;;;
466;5510b Traditionele horeca;2000 2e kwartaal;101.0;91.0;84.0;;120.0;;6.0;6.8;;;;
467;5510b Traditionele horeca;2000 juli;99.0;91.0;84.0;;117.0;;2.6;6.1;;;;
468;5510b Traditionele horeca;2000 augustus;102.0;92.0;84.0;;121.0;;7.9;6.4;;;;
469;5510b Traditionele horeca;2000 september;102.0;92.0;84.0;;121.0;;8.3;6.6;;;;
470;5510b Traditionele horeca;2000 3e kwartaal;101.0;92.0;84.0;;120.0;;6.4;6.7;;;;
471;5510b Traditionele horeca;2000 oktober;95.0;93.0;85.0;;113.0;;4.3;6.4;;;;
472;5510b Traditionele horeca;2000 november;91.0;93.0;85.0;;107.0;;7.1;6.4;;;;
473;5510b Traditionele horeca;2000 december;92.0;94.0;85.0;84.0;108.0;112.0;8.4;6.6;;;;
474;5510b Traditionele horeca;2000 4e kwartaal;93.0;94.0;85.0;84.0;109.0;112.0;6.5;6.6;;;;
475;5510b Traditionele horeca;2000;94.0;94.0;84.0;84.0;112.0;112.0;6.6;6.6;;;;
476;5510b Traditionele horeca;2001 januari;80.0;94.0;87.0;84.0;92.0;112.0;5.3;5.3;5.6;5.6;-0.3;-0.3
477;5510b Traditionele horeca;2001 februari;83.0;95.0;88.0;85.0;94.0;112.0;8.3;6.8;6.0;5.8;2.2;0.9
478;5510b Traditionele horeca;2001 maart;91.0;95.0;88.0;85.0;103.0;111.0;1.7;4.9;5.9;5.8;-3.9;-0.8
479;5510b Traditionele horeca;2001 1e kwartaal;85.0;95.0;88.0;85.0;96.0;111.0;4.9;4.9;5.8;5.8;-0.8;-0.8
480;5510b Traditionele horeca;2001 april;98.0;95.0;89.0;86.0;110.0;111.0;1.5;4.0;6.4;6.0;-4.5;-1.8
481;5510b Traditionele horeca;2001 mei;107.0;95.0;89.0;86.0;120.0;111.0;6.2;4.5;6.6;6.1;-0.4;-1.6
482;5510b Traditionele horeca;2001 juni;110.0;96.0;89.0;87.0;123.0;111.0;5.5;4.7;6.6;6.2;-1.0;-1.5
483;5510b Traditionele horeca;2001 2e kwartaal;105.0;96.0;89.0;87.0;118.0;111.0;4.3;4.6;6.5;6.2;-2.0;-1.5
484;5510b Traditionele horeca;2001 juli;102.0;96.0;90.0;87.0;113.0;110.0;3.2;4.4;6.4;6.2;-3.0;-1.8
485;5510b Traditionele horeca;2001 augustus;104.0;96.0;90.0;87.0;115.0;110.0;1.4;4.0;6.5;6.2;-4.8;-2.2
486;5510b Traditionele horeca;2001 september;102.0;96.0;90.0;88.0;114.0;109.0;0.4;3.6;6.8;6.3;-6.0;-2.7
487;5510b Traditionele horeca;2001 3e kwartaal;103.0;96.0;90.0;88.0;114.0;109.0;1.4;3.5;6.6;6.3;-4.8;-2.7
488;5510b Traditionele horeca;2001 oktober;99.0;97.0;90.0;88.0;110.0;109.0;4.1;3.6;6.8;6.4;-2.5;-2.7
489;5510b Traditionele horeca;2001 november;96.0;97.0;91.0;89.0;106.0;109.0;6.4;3.9;6.5;6.4;-0.2;-2.5
490;5510b Traditionele horeca;2001 december;98.0;97.0;91.0;89.0;108.0;109.0;6.5;4.1;6.6;6.4;-0.1;-2.3
491;5510b Traditionele horeca;2001 4e kwartaal;98.0;97.0;91.0;89.0;108.0;109.0;5.4;4.0;6.6;6.4;-1.1;-2.3
492;5510b Traditionele horeca;2001;97.0;97.0;89.0;89.0;109.0;109.0;4.0;4.0;6.4;6.4;-2.3;-2.3
493;5510b Traditionele horeca;2002 januari;84.0;98.0;94.0;90.0;89.0;109.0;4.5;4.5;7.5;7.6;-2.8;-2.9
494;5510b Traditionele horeca;2002 februari;85.0;98.0;95.0;90.0;90.0;108.0;2.8;3.6;7.5;7.5;-4.4;-3.6
495;5510b Traditionele horeca;2002 maart;97.0;99.0;95.0;91.0;102.0;108.0;6.8;4.7;7.7;7.6;-0.8;-2.6
496;5510b Traditionele horeca;2002 1e kwartaal;89.0;99.0;94.0;91.0;94.0;108.0;4.7;4.7;7.6;7.6;-2.6;-2.6
497;5510b Traditionele horeca;2002 april;105.0;99.0;95.0;92.0;110.0;108.0;7.1;5.4;7.2;7.5;-0.1;-1.9
498;5510b Traditionele horeca;2002 mei;112.0;100.0;95.0;92.0;118.0;108.0;4.9;5.3;6.6;7.3;-1.6;-1.8
499;5510b Traditionele horeca;2002 juni;111.0;100.0;95.0;93.0;116.0;108.0;0.4;4.3;6.6;7.2;-5.8;-2.5
500;5510b Traditionele horeca;2002 2e kwartaal;109.0;100.0;95.0;93.0;115.0;108.0;4.2;4.4;6.8;7.2;-2.4;-2.5
501;5510b Traditionele horeca;2002 juli;104.0;100.0;95.0;93.0;109.0;107.0;2.4;4.1;6.4;7.1;-3.8;-2.7
502;5510b Traditionele horeca;2002 augustus;107.0;100.0;95.0;93.0;113.0;107.0;3.6;4.0;6.1;6.9;-2.4;-2.6
503;5510b Traditionele horeca;2002 september;106.0;100.0;95.0;94.0;111.0;107.0;3.9;4.0;6.0;6.8;-2.0;-2.5
504;5510b Traditionele horeca;2002 3e kwartaal;106.0;100.0;95.0;94.0;111.0;107.0;3.3;4.0;6.1;6.8;-2.6;-2.5
505;5510b Traditionele horeca;2002 oktober;100.0;101.0;96.0;94.0;105.0;107.0;0.8;3.7;5.8;6.7;-4.7;-2.7
506;5510b Traditionele horeca;2002 november;95.0;100.0;96.0;95.0;100.0;106.0;-0.7;3.3;5.7;6.6;-6.1;-3.0
507;5510b Traditionele horeca;2002 december;91.0;100.0;96.0;95.0;95.0;105.0;-5.8;2.5;5.6;6.5;-11.8;-3.8
508;5510b Traditionele horeca;2002 4e kwartaal;96.0;100.0;96.0;95.0;100.0;105.0;-2.2;2.5;5.6;6.5;-7.4;-3.8
509;5510b Traditionele horeca;2002;100.0;100.0;95.0;95.0;105.0;105.0;2.5;2.5;6.5;6.5;-3.8;-3.8
510;5510b Traditionele horeca;2003 januari;82.0;100.0;97.0;95.0;84.0;105.0;-2.2;-2.2;3.0;3.0;-5.1;-5.1
511;5510b Traditionele horeca;2003 februari;80.0;99.0;97.0;96.0;83.0;104.0;-6.1;-4.2;2.3;2.6;-8.2;-6.6
512;5510b Traditionele horeca;2003 maart;95.0;99.0;97.0;96.0;98.0;104.0;-2.4;-3.5;2.0;2.4;-4.3;-5.8
513;5510b Traditionele horeca;2003 1e kwartaal;85.0;99.0;97.0;96.0;88.0;104.0;-3.5;-3.5;2.4;2.4;-5.8;-5.8
514;5510b Traditionele horeca;2003 april;100.0;99.0;97.0;96.0;103.0;103.0;-4.6;-3.8;1.7;2.3;-6.2;-5.9
515;5510b Traditionele horeca;2003 mei;110.0;99.0;97.0;96.0;113.0;103.0;-1.8;-3.4;2.1;2.2;-3.9;-5.4
516;5510b Traditionele horeca;2003 juni;107.0;98.0;97.0;96.0;111.0;102.0;-3.2;-3.3;2.0;2.2;-5.1;-5.4
517;5510b Traditionele horeca;2003 2e kwartaal;106.0;98.0;97.0;96.0;109.0;102.0;-3.2;-3.3;2.0;2.2;-5.0;-5.4
518;5510b Traditionele horeca;2003 juli;101.0;98.0;97.0;96.0;104.0;102.0;-2.8;-3.2;2.1;2.2;-4.9;-5.3
519;5510b Traditionele horeca;2003 augustus;104.0;98.0;97.0;97.0;107.0;101.0;-3.0;-3.2;2.1;2.2;-5.0;-5.3
520;5510b Traditionele horeca;2003 september;103.0;97.0;97.0;97.0;106.0;101.0;-2.8;-3.2;2.0;2.2;-4.8;-5.2
521;5510b Traditionele horeca;2003 3e kwartaal;103.0;97.0;97.0;97.0;106.0;101.0;-2.9;-3.2;2.1;2.2;-4.9;-5.2
522;5510b Traditionele horeca;2003 oktober;101.0;98.0;97.0;97.0;104.0;101.0;0.7;-2.8;2.0;2.2;-1.3;-4.8
523;5510b Traditionele horeca;2003 november;95.0;98.0;98.0;97.0;98.0;100.0;0.0;-2.5;2.2;2.2;-2.2;-4.6
524;5510b Traditionele horeca;2003 december;92.0;98.0;98.0;97.0;94.0;100.0;0.6;-2.3;2.0;2.1;-1.3;-4.3
525;5510b Traditionele horeca;2003 4e kwartaal;96.0;98.0;98.0;97.0;99.0;100.0;0.4;-2.3;2.1;2.1;-1.6;-4.3
526;5510b Traditionele horeca;2003;98.0;98.0;97.0;97.0;100.0;100.0;-2.3;-2.3;2.1;2.1;-4.3;-4.3
527;5510b Traditionele horeca;2004 januari;82.0;98.0;98.0;97.0;84.0;100.0;0.2;0.2;1.2;1.2;-1.0;-1.0
528;5510b Traditionele horeca;2004 februari;83.0;98.0;98.0;97.0;85.0;101.0;3.9;2.0;1.0;1.1;2.9;0.9
529;5510b Traditionele horeca;2004 maart;89.0;97.0;98.0;97.0;91.0;100.0;-5.8;-0.8;1.1;1.1;-6.8;-1.9
530;5510b Traditionele horeca;2004 1e kwartaal;85.0;97.0;98.0;97.0;87.0;100.0;-0.8;-0.8;1.1;1.1;-1.9;-1.9
531;5510b Traditionele horeca;2004 april;101.0;98.0;98.0;98.0;103.0;100.0;1.2;-0.3;1.3;1.2;-0.1;-1.4
532;5510b Traditionele horeca;2004 mei;108.0;97.0;99.0;98.0;109.0;100.0;-1.8;-0.6;1.9;1.3;-3.7;-2.0
533;5510b Traditionele horeca;2004 juni;104.0;97.0;99.0;98.0;106.0;99.0;-2.8;-1.0;1.4;1.3;-4.1;-2.3
534;5510b Traditionele horeca;2004 2e kwartaal;105.0;97.0;99.0;98.0;106.0;99.0;-1.2;-1.0;1.5;1.3;-2.7;-2.3
535;5510b Traditionele horeca;2004 juli;102.0;97.0;98.0;98.0;104.0;99.0;0.6;-0.8;1.0;1.3;-0.3;-2.0
536;5510b Traditionele horeca;2004 augustus;103.0;97.0;98.0;98.0;105.0;99.0;-1.5;-0.9;0.5;1.2;-2.0;-2.0
537;5510b Traditionele horeca;2004 september;104.0;97.0;99.0;98.0;105.0;99.0;0.5;-0.7;1.5;1.2;-1.0;-1.9
538;5510b Traditionele horeca;2004 3e kwartaal;103.0;97.0;98.0;98.0;104.0;99.0;-0.1;-0.7;1.0;1.2;-1.1;-1.9
539;5510b Traditionele horeca;2004 oktober;103.0;97.0;99.0;98.0;104.0;99.0;1.8;-0.5;1.3;1.2;0.5;-1.7
540;5510b Traditionele horeca;2004 november;94.0;97.0;99.0;98.0;95.0;99.0;-1.4;-0.5;1.2;1.2;-2.5;-1.7
541;5510b Traditionele horeca;2004 december;94.0;97.0;99.0;98.0;95.0;99.0;2.6;-0.3;1.1;1.2;1.4;-1.5
542;5510b Traditionele horeca;2004 4e kwartaal;97.0;97.0;99.0;98.0;98.0;99.0;1.0;-0.3;1.2;1.2;-0.2;-1.5
543;5510b Traditionele horeca;2004;97.0;97.0;98.0;98.0;99.0;99.0;-0.3;-0.3;1.2;1.2;-1.5;-1.5
544;5510b Traditionele horeca;2005 januari;83.0;97.0;99.0;98.0;84.0;99.0;2.0;2.0;1.1;1.1;0.8;0.8
545;5510b Traditionele horeca;2005 februari;82.0;97.0;99.0;99.0;83.0;99.0;-1.4;0.3;1.6;1.4;-2.9;-1.1
546;5510b Traditionele horeca;2005 maart;92.0;98.0;100.0;99.0;92.0;99.0;2.7;1.1;1.6;1.4;1.0;-0.3
547;5510b Traditionele horeca;2005 1e kwartaal;86.0;98.0;99.0;99.0;86.0;99.0;1.1;1.1;1.4;1.4;-0.3;-0.3
548;5510b Traditionele horeca;2005 april;102.0;98.0;100.0;99.0;102.0;99.0;0.9;1.1;1.8;1.5;-0.9;-0.5
549;5510b Traditionele horeca;2005 mei;108.0;98.0;100.0;99.0;108.0;99.0;-0.4;0.7;0.8;1.4;-1.1;-0.6
550;5510b Traditionele horeca;2005 juni;109.0;98.0;101.0;99.0;109.0;99.0;4.5;1.4;2.0;1.5;2.5;-0.1
551;5510b Traditionele horeca;2005 2e kwartaal;106.0;98.0;100.0;99.0;106.0;99.0;1.7;1.4;1.5;1.5;0.1;-0.1
552;5510b Traditionele horeca;2005 juli;106.0;98.0;100.0;99.0;106.0;99.0;4.4;1.9;1.8;1.5;2.5;0.3
553;5510b Traditionele horeca;2005 augustus;105.0;99.0;100.0;99.0;105.0;99.0;2.4;1.9;1.8;1.6;0.6;0.4
554;5510b Traditionele horeca;2005 september;109.0;99.0;101.0;100.0;108.0;99.0;4.5;2.3;1.7;1.6;2.8;0.6
555;5510b Traditionele horeca;2005 3e kwartaal;107.0;99.0;100.0;100.0;107.0;99.0;3.8;2.3;1.8;1.6;2.0;0.6
556;5510b Traditionele horeca;2005 oktober;106.0;99.0;101.0;100.0;105.0;99.0;2.9;2.3;1.9;1.6;0.9;0.7
557;5510b Traditionele horeca;2005 november;98.0;100.0;101.0;100.0;98.0;100.0;4.4;2.5;1.8;1.6;2.6;0.8
558;5510b Traditionele horeca;2005 december;100.0;100.0;100.0;100.0;99.0;100.0;5.8;2.8;1.8;1.6;3.9;1.1
559;5510b Traditionele horeca;2005 4e kwartaal;101.0;100.0;101.0;100.0;101.0;100.0;4.3;2.8;1.8;1.6;2.4;1.1
560;5510b Traditionele horeca;2005;100.0;100.0;100.0;100.0;100.0;100.0;2.8;2.8;1.6;1.6;1.1;1.1
561;5510b Traditionele horeca;2006 januari;86.0;100.0;101.0;100.0;86.0;100.0;3.6;3.6;1.6;1.6;1.9;2.0
562;5510b Traditionele horeca;2006 februari;85.0;100.0;101.0;100.0;84.0;100.0;3.4;3.5;1.6;1.6;1.8;1.8
563;5510b Traditionele horeca;2006 maart;96.0;101.0;102.0;100.0;94.0;100.0;4.8;4.0;1.9;1.7;2.8;2.2
564;5510b Traditionele horeca;2006 1e kwartaal;89.0;101.0;101.0;100.0;88.0;100.0;4.0;4.0;1.7;1.7;2.2;2.2
565;5510b Traditionele horeca;2006 april;108.0;101.0;102.0;101.0;106.0;101.0;6.1;4.6;1.8;1.7;4.2;2.7
566;5510b Traditionele horeca;2006 mei;114.0;102.0;102.0;101.0;111.0;101.0;5.3;4.7;2.0;1.8;3.1;2.8
567;5510b Traditionele horeca;2006 juni;115.0;102.0;103.0;101.0;112.0;101.0;5.0;4.8;1.8;1.8;2.9;2.8
568;5510b Traditionele horeca;2006 2e kwartaal;112.0;102.0;102.0;101.0;110.0;101.0;5.4;4.8;1.9;1.8;3.4;2.9
569;5510b Traditionele horeca;2006 juli;110.0;103.0;102.0;101.0;108.0;101.0;3.9;4.6;1.7;1.8;2.2;2.7
570;5510b Traditionele horeca;2006 augustus;110.0;103.0;102.0;101.0;108.0;102.0;4.7;4.7;1.9;1.8;2.7;2.7
571;5510b Traditionele horeca;2006 september;116.0;104.0;103.0;101.0;112.0;102.0;6.6;4.9;2.2;1.8;4.3;2.8
572;5510b Traditionele horeca;2006 3e kwartaal;112.0;104.0;102.0;101.0;110.0;102.0;5.1;4.9;1.9;1.8;3.1;2.9
573;5510b Traditionele horeca;2006 oktober;109.0;104.0;103.0;102.0;106.0;102.0;3.3;4.7;2.1;1.9;1.1;2.6
574;5510b Traditionele horeca;2006 november;104.0;104.0;103.0;102.0;101.0;102.0;5.9;4.8;2.7;1.9;3.2;2.7
575;5510b Traditionele horeca;2006 december;106.0;105.0;103.0;102.0;103.0;103.0;6.6;5.0;2.6;2.0;4.0;2.7
576;5510b Traditionele horeca;2006 4e kwartaal;107.0;105.0;103.0;102.0;103.0;103.0;5.3;5.0;2.4;2.0;2.7;2.9
577;5510b Traditionele horeca;2006;105.0;105.0;102.0;102.0;103.0;103.0;5.0;5.0;2.0;2.0;2.9;2.9
578;5510b Traditionele horeca;2007 januari;93.0;106.0;104.0;102.0;89.0;103.0;7.2;7.2;3.0;3.0;4.1;4.1
579;5510b Traditionele horeca;2007 februari;93.0;106.0;105.0;103.0;89.0;103.0;9.4;8.3;3.9;3.4;5.4;4.7
580;5510b Traditionele horeca;2007 maart;105.0;107.0;105.0;103.0;100.0;104.0;9.8;8.8;3.4;3.4;6.2;5.3
581;5510b Traditionele horeca;2007 1e kwartaal;97.0;107.0;105.0;103.0;93.0;104.0;8.8;8.8;3.4;3.4;5.2;5.2
582;5510b Traditionele horeca;2007 april;117.0;108.0;105.0;103.0;111.0;104.0;7.5;8.5;3.2;3.4;4.2;5.0
583;5510b Traditionele horeca;2007 mei;119.0;108.0;105.0;104.0;113.0;104.0;4.9;7.6;3.0;3.3;1.8;4.2
584;5510b Traditionele horeca;2007 juni;123.0;109.0;106.0;104.0;117.0;105.0;7.5;7.6;3.1;3.2;4.3;4.3
585;5510b Traditionele horeca;2007 2e kwartaal;120.0;109.0;105.0;104.0;114.0;105.0;6.6;7.6;3.1;3.2;3.5;4.2
586;5510b Traditionele horeca;2007 juli;114.0;109.0;105.0;104.0;109.0;105.0;3.4;7.0;2.7;3.2;0.7;3.7
587;5510b Traditionele horeca;2007 augustus;113.0;109.0;105.0;104.0;108.0;105.0;2.8;6.4;3.0;3.1;-0.3;3.2
588;5510b Traditionele horeca;2007 september;118.0;110.0;107.0;105.0;110.0;105.0;1.7;5.8;3.9;3.2;-2.1;2.5
589;5510b Traditionele horeca;2007 3e kwartaal;115.0;110.0;105.0;105.0;109.0;105.0;2.6;5.8;3.2;3.2;-0.6;2.5
590;5510b Traditionele horeca;2007 oktober;113.0;110.0;107.0;105.0;106.0;105.0;3.7;5.6;3.7;3.3;0.0;2.3
591;5510b Traditionele horeca;2007 november;108.0;110.0;107.0;105.0;101.0;105.0;3.4;5.4;3.1;3.3;0.2;2.1
592;5510b Traditionele horeca;2007 december;109.0;110.0;106.0;105.0;103.0;105.0;2.9;5.2;3.1;3.2;-0.2;1.9
593;5510b Traditionele horeca;2007 4e kwartaal;110.0;110.0;107.0;105.0;103.0;105.0;3.3;5.2;3.3;3.2;0.0;1.9
594;5510b Traditionele horeca;2007;110.0;110.0;105.0;105.0;105.0;105.0;5.2;5.2;3.2;3.2;1.9;1.9
595;5510b Traditionele horeca;2008 januari;95.0;111.0;107.0;106.0;88.0;105.0;2.2;2.2;3.5;3.5;-1.3;-1.3
596;5510b Traditionele horeca;2008 februari;98.0;111.0;108.0;106.0;91.0;105.0;5.5;3.8;2.6;3.1;2.7;0.7
597;5510b Traditionele horeca;2008 maart;107.0;111.0;108.0;106.0;98.0;105.0;1.2;2.9;3.2;3.1;-1.9;-0.2
598;5510b Traditionele horeca;2008 1e kwartaal;100.0;111.0;108.0;106.0;93.0;105.0;2.9;2.9;3.1;3.1;-0.2;-0.2
599;5510b Traditionele horeca;2008 april;117.0;111.0;110.0;107.0;106.0;104.0;0.0;2.1;4.5;3.5;-4.3;-1.4
600;5510b Traditionele horeca;2008 mei;125.0;112.0;110.0;107.0;114.0;104.0;4.9;2.7;4.5;3.7;0.4;-1.0
601;5510b Traditionele horeca;2008 juni;120.0;111.0;110.0;107.0;109.0;104.0;-2.9;1.7;3.6;3.7;-6.3;-2.0
602;5510b Traditionele horeca;2008 2e kwartaal;120.0;111.0;110.0;107.0;110.0;104.0;0.6;1.7;4.2;3.7;-3.4;-2.0
603;5510b Traditionele horeca;2008 juli;113.0;111.0;109.0;108.0;104.0;103.0;-0.8;1.3;4.1;3.7;-4.7;-2.4
604;5510b Traditionele horeca;2008 augustus;115.0;111.0;108.0;108.0;106.0;103.0;1.8;1.3;3.6;3.7;-1.7;-2.3
605;5510b Traditionele horeca;2008 september;115.0;111.0;111.0;108.0;103.0;103.0;-2.8;0.9;3.5;3.7;-6.1;-2.7
606;5510b Traditionele horeca;2008 3e kwartaal;114.0;111.0;109.0;108.0;104.0;103.0;-0.6;0.9;3.7;3.7;-4.2;-2.7
607;5510b Traditionele horeca;2008 oktober;113.0;111.0;111.0;109.0;102.0;102.0;-0.4;0.7;3.6;3.7;-3.9;-2.9
608;5510b Traditionele horeca;2008 november;105.0;111.0;111.0;109.0;95.0;102.0;-2.4;0.5;4.0;3.7;-6.1;-3.1
609;5510b Traditionele horeca;2008 december;103.0;110.0;110.0;109.0;93.0;101.0;-6.1;-0.1;3.7;3.7;-9.5;-3.7
610;5510b Traditionele horeca;2008 4e kwartaal;107.0;110.0;111.0;109.0;97.0;101.0;-2.9;-0.1;3.8;3.7;-6.5;-3.7
611;5510b Traditionele horeca;2008;110.0;110.0;109.0;109.0;101.0;101.0;-0.1;-0.1;3.7;3.7;-3.7;-3.7
612;5510b Traditionele horeca;2009 januari;91.0;110.0;110.0;110.0;83.0;100.0;-3.4;-3.4;3.1;3.1;-6.3;-6.3
613;5510b Traditionele horeca;2009 februari;91.0;109.0;111.0;110.0;82.0;100.0;-7.2;-5.3;3.1;3.1;-9.9;-8.2
614;5510b Traditionele horeca;2009 maart;100.0;109.0;111.0;110.0;89.0;99.0;-6.7;-5.8;2.8;3.0;-9.3;-8.6
615;5510b Traditionele horeca;2009 1e kwartaal;94.0;109.0;111.0;110.0;85.0;99.0;-5.8;-5.8;3.0;3.0;-8.6;-8.6
616;5510b Traditionele horeca;2009 april;111.0;108.0;112.0;110.0;99.0;98.0;-5.0;-5.6;1.7;2.7;-6.6;-8.0
617;5510b Traditionele horeca;2009 mei;116.0;108.0;112.0;110.0;104.0;97.0;-6.8;-5.9;1.7;2.5;-8.4;-8.1
618;5510b Traditionele horeca;2009 juni;113.0;107.0;112.0;111.0;100.0;97.0;-5.9;-5.9;2.4;2.4;-8.1;-8.1
619;5510b Traditionele horeca;2009 2e kwartaal;113.0;107.0;112.0;111.0;101.0;97.0;-5.9;-5.9;1.9;2.4;-7.7;-8.1
620;5510b Traditionele horeca;2009 juli;111.0;107.0;111.0;111.0;100.0;96.0;-1.8;-5.3;2.2;2.4;-3.9;-7.5
621;5510b Traditionele horeca;2009 augustus;111.0;107.0;111.0;111.0;100.0;96.0;-3.7;-5.1;2.3;2.4;-5.9;-7.3
622;5510b Traditionele horeca;2009 september;107.0;106.0;113.0;111.0;94.0;95.0;-6.6;-5.3;2.2;2.4;-8.6;-7.4
623;5510b Traditionele horeca;2009 3e kwartaal;110.0;106.0;112.0;111.0;98.0;95.0;-4.0;-5.3;2.2;2.4;-6.1;-7.4
624;5510b Traditionele horeca;2009 oktober;107.0;105.0;113.0;111.0;95.0;95.0;-5.3;-5.3;1.6;2.3;-6.8;-7.4
625;5510b Traditionele horeca;2009 november;98.0;105.0;113.0;112.0;86.0;94.0;-7.0;-5.4;2.1;2.3;-8.9;-7.5
626;5510b Traditionele horeca;2009 december;98.0;104.0;112.0;112.0;87.0;93.0;-4.8;-5.4;1.9;2.2;-6.5;-7.4
627;5510b Traditionele horeca;2009 4e kwartaal;101.0;104.0;113.0;112.0;89.0;93.0;-5.7;-5.4;1.9;2.2;-7.4;-7.4
628;5510b Traditionele horeca;2009;104.0;104.0;112.0;112.0;93.0;93.0;-5.4;-5.4;2.2;2.2;-7.4;-7.4
629;5510b Traditionele horeca;2010 januari;86.0;104.0;113.0;112.0;76.0;93.0;-6.0;-6.0;2.2;2.2;-8.0;-8.0
630;5510b Traditionele horeca;2010 februari;85.0;103.0;113.0;112.0;75.0;92.0;-6.2;-6.1;2.0;2.1;-8.0;-8.0
631;5510b Traditionele horeca;2010 maart;95.0;103.0;114.0;112.0;84.0;92.0;-4.2;-5.4;1.8;2.0;-5.9;-7.3
