ID;Geslacht;Kenmerken;Perioden;TotaalBaanvinders_1;k_1JaarGeledenGewerkt_2;VoorhScholierStudentSchoolverlater_3;VoorheenWerkzaam_4;VoorheenArbeidsongeschikt_5;Herintreder_6;OverigeBaanvinders_7;Baanwisselaars_8;TotaalOnbenutArbeidsaanbod_9;k_1JaarGeledenGewerkt_10;VoorhScholierStudentSchoolverlater_11;VoorheenWerkzaam_12;VoorheenArbeidsongeschikt_13;Herintreder_14;OverigOnbenutArbeidsaanbod_15
1202;Vrouwen;10002;2007;515.0;194.0;137.0;76.0;10.0;39.0;58.0;180.0;438.0;45.0;84.0;78.0;40.0;118.0;73.0
1203;Vrouwen;10002;2008;555.0;225.0;139.0;78.0;10.0;44.0;59.0;206.0;386.0;49.0;78.0;65.0;33.0;104.0;57.0
1204;Vrouwen;10002;2009;489.0;200.0;125.0;69.0;9.0;33.0;53.0;187.0;417.0;69.0;84.0;74.0;33.0;99.0;58.0
1205;Vrouwen;10002;2010;440.0;165.0;119.0;71.0;7.0;29.0;50.0;144.0;444.0;77.0;88.0;83.0;32.0;104.0;59.0
1206;Vrouwen;10002;2011;439.0;148.0;130.0;88.0;5.0;24.0;44.0;127.0;435.0;67.0;89.0;90.0;34.0;98.0;57.0
1207;Vrouwen;10002;2012;426.0;137.0;127.0;86.0;7.0;22.0;46.0;120.0;484.0;73.0;99.0;106.0;39.0;107.0;60.0
1208;Vrouwen;10002;2013;391.0;117.0;128.0;75.0;6.0;18.0;47.0;99.0;601.0;92.0;128.0;137.0;46.0;122.0;76.0
1209;Vrouwen;15550;2001;;;;;;;;;;;;;;;
1210;Vrouwen;15550;2002;;;;;;;;;;;;;;;
1211;Vrouwen;15550;2003;151.0;35.0;93.0;11.0;;;12.0;30.0;85.0;10.0;60.0;5.0;;;9.0
1212;Vrouwen;15550;2004;135.0;28.0;81.0;11.0;;;15.0;25.0;102.0;12.0;69.0;8.0;;;11.0
1213;Vrouwen;15550;2005;135.0;28.0;80.0;12.0;;;15.0;23.0;105.0;11.0;72.0;8.0;;;14.0
1214;Vrouwen;15550;2006;153.0;35.0;88.0;13.0;;;18.0;30.0;95.0;9.0;66.0;8.0;;;11.0
1215;Vrouwen;15550;2007;173.0;37.0;107.0;13.0;;;16.0;33.0;87.0;8.0;62.0;5.0;;;10.0
1216;Vrouwen;15550;2008;176.0;42.0;106.0;12.0;;;17.0;36.0;79.0;9.0;58.0;3.0;;;8.0
1217;Vrouwen;15550;2009;165.0;39.0;96.0;12.0;;;17.0;35.0;91.0;11.0;62.0;6.0;;;10.0
1218;Vrouwen;15550;2010;150.0;31.0;93.0;12.0;;;14.0;25.0;97.0;11.0;67.0;7.0;;;11.0
1219;Vrouwen;15550;2011;160.0;31.0;102.0;14.0;;;12.0;26.0;90.0;9.0;65.0;7.0;;;7.0
1220;Vrouwen;15550;2012;157.0;30.0;100.0;15.0;;;12.0;25.0;101.0;9.0;74.0;8.0;;;8.0
1221;Vrouwen;15550;2013;146.0;23.0;97.0;12.0;;;13.0;19.0;129.0;12.0;94.0;10.0;;;12.0
1222;Vrouwen;20940;2001;;;;;;;;;;;;;;;
1223;Vrouwen;20940;2002;;;;;;;;;;;;;;;
1224;Vrouwen;20940;2003;129.0;64.0;26.0;22.0;;4.0;11.0;61.0;96.0;20.0;23.0;17.0;6.0;16.0;13.0
1225;Vrouwen;20940;2004;109.0;55.0;19.0;17.0;;4.0;11.0;52.0;106.0;20.0;23.0;22.0;8.0;17.0;15.0
1226;Vrouwen;20940;2005;114.0;51.0;20.0;22.0;2.0;3.0;15.0;46.0;111.0;20.0;27.0;19.0;8.0;16.0;22.0
1227;Vrouwen;20940;2006;138.0;67.0;25.0;23.0;2.0;6.0;14.0;61.0;92.0;16.0;23.0;17.0;8.0;13.0;14.0
1228;Vrouwen;20940;2007;157.0;76.0;31.0;26.0;2.0;4.0;17.0;72.0;80.0;12.0;22.0;13.0;7.0;12.0;14.0
1229;Vrouwen;20940;2008;166.0;83.0;33.0;26.0;2.0;4.0;17.0;78.0;66.0;13.0;20.0;12.0;5.0;9.0;8.0
1230;Vrouwen;20940;2009;143.0;72.0;28.0;23.0;2.0;3.0;14.0;69.0;76.0;18.0;21.0;14.0;4.0;9.0;11.0
1231;Vrouwen;20940;2010;133.0;62.0;26.0;23.0;2.0;4.0;15.0;57.0;77.0;19.0;21.0;15.0;4.0;8.0;10.0
1232;Vrouwen;20940;2011;129.0;53.0;28.0;29.0;2.0;3.0;14.0;47.0;80.0;18.0;25.0;16.0;5.0;8.0;10.0
1233;Vrouwen;20940;2012;124.0;50.0;27.0;28.0;3.0;2.0;14.0;45.0;92.0;20.0;26.0;22.0;6.0;8.0;10.0
1234;Vrouwen;20940;2013;120.0;46.0;31.0;25.0;2.0;2.0;15.0;40.0;113.0;22.0;34.0;25.0;6.0;10.0;16.0
1235;Vrouwen;20950;2001;;;;;;;;;;;;;;;
1236;Vrouwen;20950;2002;;;;;;;;;;;;;;;
1237;Vrouwen;20950;2003;91.0;42.0;;15.0;3.0;20.0;10.0;40.0;118.0;20.0;;17.0;11.0;54.0;16.0
1238;Vrouwen;20950;2004;77.0;34.0;;16.0;3.0;15.0;10.0;30.0;136.0;18.0;;24.0;14.0;61.0;20.0
1239;Vrouwen;20950;2005;77.0;34.0;;16.0;2.0;14.0;11.0;31.0;150.0;21.0;;27.0;14.0;58.0;30.0
1240;Vrouwen;20950;2006;90.0;40.0;;19.0;2.0;16.0;12.0;36.0;145.0;17.0;;29.0;15.0;65.0;20.0
1241;Vrouwen;20950;2007;111.0;50.0;;21.0;5.0;21.0;14.0;47.0;122.0;12.0;;22.0;13.0;56.0;18.0
1242;Vrouwen;20950;2008;125.0;63.0;;20.0;4.0;24.0;13.0;59.0;105.0;13.0;;19.0;11.0;46.0;16.0
1243;Vrouwen;20950;2009;103.0;54.0;;18.0;3.0;17.0;10.0;52.0;104.0;20.0;;17.0;10.0;41.0;15.0
1244;Vrouwen;20950;2010;87.0;41.0;;20.0;2.0;15.0;10.0;36.0;111.0;20.0;;23.0;8.0;45.0;15.0
1245;Vrouwen;20950;2011;83.0;36.0;;24.0;;13.0;9.0;31.0;102.0;17.0;;24.0;10.0;38.0;13.0
1246;Vrouwen;20950;2012;77.0;32.0;;22.0;2.0;11.0;11.0;28.0;115.0;18.0;;25.0;12.0;44.0;16.0
1247;Vrouwen;20950;2013;69.0;27.0;;21.0;2.0;9.0;10.0;23.0;130.0;25.0;;31.0;12.0;47.0;15.0
1248;Vrouwen;20960;2001;;;;;;;;;;;;;;;
1249;Vrouwen;20960;2002;;;;;;;;;;;;;;;
1250;Vrouwen;20960;2003;51.0;23.0;;8.0;3.0;11.0;6.0;21.0;86.0;12.0;;16.0;11.0;33.0;14.0
1251;Vrouwen;20960;2004;44.0;19.0;;9.0;2.0;9.0;6.0;17.0;98.0;13.0;;17.0;13.0;40.0;15.0
1252;Vrouwen;20960;2005;39.0;17.0;;8.0;2.0;6.0;7.0;15.0;113.0;15.0;;24.0;11.0;40.0;23.0
1253;Vrouwen;20960;2006;48.0;20.0;;11.0;2.0;9.0;7.0;18.0;110.0;12.0;;24.0;14.0;40.0;20.0
1254;Vrouwen;20960;2007;62.0;27.0;;12.0;3.0;11.0;9.0;25.0;101.0;10.0;;21.0;12.0;38.0;20.0
1255;Vrouwen;20960;2008;72.0;32.0;;16.0;3.0;12.0;9.0;29.0;91.0;9.0;;18.0;11.0;37.0;16.0
1256;Vrouwen;20960;2009;65.0;30.0;;13.0;3.0;11.0;8.0;27.0;97.0;14.0;;21.0;11.0;37.0;13.0
1257;Vrouwen;20960;2010;57.0;25.0;;13.0;2.0;8.0;8.0;22.0;106.0;18.0;;23.0;12.0;38.0;16.0
1258;Vrouwen;20960;2011;55.0;23.0;;17.0;;7.0;7.0;20.0;105.0;15.0;;24.0;11.0;39.0;16.0
1259;Vrouwen;20960;2012;55.0;21.0;;16.0;2.0;8.0;8.0;19.0;111.0;17.0;;28.0;12.0;39.0;15.0
1260;Vrouwen;20960;2013;46.0;16.0;;14.0;2.0;6.0;7.0;14.0;142.0;21.0;;41.0;17.0;44.0;20.0
1261;Vrouwen;20970;2001;;;;;;;;;;;;;;;
1262;Vrouwen;20970;2002;;;;;;;;;;;;;;;
1263;Vrouwen;20970;2003;8.0;;;;;;;3.0;29.0;3.0;;5.0;4.0;10.0;7.0
1264;Vrouwen;20970;2004;7.0;;;;;;;2.0;34.0;4.0;;9.0;4.0;10.0;7.0
1265;Vrouwen;20970;2005;9.0;;;;;;;3.0;41.0;5.0;;12.0;4.0;11.0;10.0
1266;Vrouwen;20970;2006;9.0;;;;;;;2.0;47.0;5.0;;14.0;6.0;12.0;10.0
1267;Vrouwen;20970;2007;13.0;;;;;;;4.0;48.0;4.0;;16.0;7.0;11.0;11.0
1268;Vrouwen;20970;2008;16.0;5.0;;4.0;;3.0;3.0;5.0;43.0;5.0;;13.0;6.0;11.0;8.0
1269;Vrouwen;20970;2009;14.0;;;;;;;4.0;50.0;7.0;;16.0;7.0;12.0;9.0
1270;Vrouwen;20970;2010;14.0;;;;;;;5.0;53.0;9.0;;16.0;7.0;13.0;8.0
1271;Vrouwen;20970;2011;12.0;;;;;;;3.0;58.0;7.0;;20.0;7.0;13.0;11.0
1272;Vrouwen;20970;2012;13.0;;;;;;;4.0;66.0;9.0;;24.0;8.0;15.0;11.0
1273;Vrouwen;20970;2013;11.0;;;;;;;3.0;86.0;12.0;;30.0;11.0;20.0;13.0
1274;Vrouwen;21590;2001;;;;;;;;;;;;;;;
1275;Vrouwen;21590;2002;;;;;;;;;;;;;;;
1276;Vrouwen;21590;2003;63.0;24.0;17.0;11.0;;3.0;7.0;22.0;55.0;10.0;12.0;11.0;8.0;5.0;8.0
1277;Vrouwen;21590;2004;51.0;20.0;13.0;9.0;;;5.0;19.0;59.0;11.0;10.0;13.0;10.0;7.0;8.0
1278;Vrouwen;21590;2005;55.0;22.0;13.0;10.0;;2.0;7.0;20.0;71.0;11.0;11.0;18.0;10.0;7.0;13.0
1279;Vrouwen;21590;2006;66.0;27.0;16.0;12.0;2.0;2.0;7.0;25.0;63.0;9.0;9.0;18.0;10.0;7.0;11.0
1280;Vrouwen;21590;2007;77.0;33.0;18.0;13.0;2.0;2.0;9.0;30.0;58.0;7.0;8.0;16.0;11.0;7.0;10.0
1281;Vrouwen;21590;2008;81.0;37.0;17.0;15.0;2.0;2.0;8.0;34.0;51.0;8.0;8.0;13.0;9.0;5.0;8.0
1282;Vrouwen;21590;2009;69.0;31.0;17.0;11.0;2.0;2.0;7.0;28.0;56.0;12.0;9.0;15.0;8.0;5.0;7.0
1283;Vrouwen;21590;2010;66.0;26.0;17.0;12.0;2.0;2.0;6.0;22.0;58.0;12.0;9.0;16.0;8.0;6.0;6.0
1284;Vrouwen;21590;2011;67.0;23.0;19.0;15.0;2.0;;8.0;19.0;65.0;12.0;11.0;19.0;9.0;6.0;8.0
1285;Vrouwen;21590;2012;72.0;24.0;19.0;16.0;2.0;;10.0;21.0;72.0;12.0;11.0;20.0;13.0;8.0;8.0
1286;Vrouwen;21590;2013;67.0;20.0;23.0;14.0;;;9.0;17.0;83.0;12.0;16.0;24.0;13.0;8.0;10.0
1287;Vrouwen;21600;2001;;;;;;;;;;;;;;;
1288;Vrouwen;21600;2002;;;;;;;;;;;;;;;
1289;Vrouwen;21600;2003;21.0;9.0;;3.0;;5.0;2.0;9.0;39.0;5.0;3.0;6.0;4.0;16.0;5.0
1290;Vrouwen;21600;2004;18.0;7.0;;3.0;;3.0;3.0;6.0;49.0;5.0;4.0;10.0;6.0;18.0;7.0
1291;Vrouwen;21600;2005;21.0;7.0;;5.0;;4.0;3.0;6.0;56.0;7.0;4.0;10.0;7.0;19.0;10.0
1292;Vrouwen;21600;2006;23.0;8.0;2.0;5.0;;4.0;3.0;6.0;52.0;6.0;4.0;10.0;7.0;19.0;6.0
1293;Vrouwen;21600;2007;29.0;9.0;2.0;6.0;;6.0;4.0;9.0;48.0;4.0;4.0;9.0;7.0;16.0;7.0
1294;Vrouwen;21600;2008;33.0;13.0;2.0;6.0;2.0;7.0;3.0;12.0;39.0;4.0;4.0;7.0;5.0;14.0;4.0
1295;Vrouwen;21600;2009;29.0;11.0;2.0;5.0;;6.0;3.0;11.0;42.0;7.0;3.0;8.0;5.0;13.0;5.0
1296;Vrouwen;21600;2010;25.0;10.0;;5.0;;5.0;3.0;8.0;46.0;9.0;3.0;12.0;5.0;12.0;6.0
1297;Vrouwen;21600;2011;24.0;9.0;;8.0;;3.0;3.0;8.0;44.0;6.0;3.0;11.0;5.0;13.0;6.0
1298;Vrouwen;21600;2012;21.0;8.0;;6.0;;3.0;3.0;6.0;51.0;7.0;3.0;13.0;7.0;16.0;6.0
1299;Vrouwen;21600;2013;22.0;8.0;;6.0;;3.0;4.0;6.0;66.0;10.0;5.0;20.0;9.0;15.0;8.0
1300;Vrouwen;21610;2001;;;;;;;;;;;;;;;
1301;Vrouwen;21610;2002;;;;;;;;;;;;;;;
1302;Vrouwen;21610;2003;129.0;59.0;6.0;21.0;4.0;26.0;12.0;55.0;184.0;28.0;12.0;27.0;12.0;81.0;23.0
1303;Vrouwen;21610;2004;103.0;45.0;4.0;19.0;3.0;22.0;10.0;41.0;209.0;26.0;13.0;34.0;16.0;92.0;28.0
1304;Vrouwen;21610;2005;99.0;43.0;4.0;19.0;3.0;17.0;13.0;38.0;230.0;29.0;16.0;37.0;14.0;87.0;47.0
1305;Vrouwen;21610;2006;120.0;52.0;5.0;23.0;3.0;24.0;14.0;46.0;213.0;23.0;14.0;38.0;16.0;92.0;31.0
1306;Vrouwen;21610;2007;149.0;66.0;7.0;27.0;5.0;27.0;17.0;62.0;185.0;19.0;12.0;30.0;13.0;84.0;29.0
1307;Vrouwen;21610;2008;166.0;81.0;8.0;28.0;4.0;29.0;15.0;76.0;162.0;19.0;10.0;25.0;11.0;73.0;24.0
1308;Vrouwen;21610;2009;141.0;71.0;6.0;24.0;3.0;23.0;13.0;68.0;165.0;25.0;10.0;29.0;11.0;68.0;22.0
1309;Vrouwen;21610;2010;123.0;57.0;4.0;25.0;2.0;20.0;15.0;50.0;178.0;29.0;11.0;32.0;9.0;73.0;23.0
1310;Vrouwen;21610;2011;116.0;49.0;5.0;31.0;2.0;18.0;13.0;43.0;164.0;24.0;10.0;32.0;11.0;66.0;21.0
1311;Vrouwen;21610;2012;108.0;45.0;3.0;29.0;2.0;16.0;13.0;40.0;184.0;29.0;12.0;41.0;11.0;69.0;24.0
1312;Vrouwen;21610;2013;93.0;37.0;3.0;25.0;2.0;12.0;12.0;32.0;222.0;37.0;13.0;51.0;12.0;80.0;30.0
1313;Vrouwen;118;2001;;;;;;;;;;;;;;;
1314;Vrouwen;118;2002;;;;;;;;;;;;;;;
1315;Vrouwen;118;2003;57.0;28.0;5.0;10.0;;8.0;5.0;27.0;76.0;14.0;10.0;14.0;5.0;25.0;9.0
1316;Vrouwen;118;2004;47.0;21.0;4.0;9.0;;8.0;4.0;20.0;85.0;14.0;10.0;17.0;6.0;28.0;11.0
1317;Vrouwen;118;2005;46.0;19.0;3.0;10.0;;5.0;6.0;16.0;93.0;15.0;12.0;17.0;5.0;24.0;20.0
1318;Vrouwen;118;2006;56.0;24.0;4.0;12.0;;9.0;7.0;22.0;82.0;11.0;11.0;17.0;4.0;26.0;12.0
1319;Vrouwen;118;2007;68.0;33.0;5.0;13.0;2.0;8.0;7.0;30.0;68.0;9.0;9.0;13.0;4.0;22.0;11.0
1320;Vrouwen;118;2008;78.0;41.0;6.0;14.0;;9.0;7.0;38.0;55.0;9.0;8.0;9.0;3.0;17.0;9.0
1321;Vrouwen;118;2009;66.0;34.0;5.0;12.0;;8.0;5.0;33.0;58.0;12.0;8.0;11.0;3.0;18.0;8.0
1322;Vrouwen;118;2010;58.0;28.0;3.0;12.0;;8.0;6.0;25.0;64.0;13.0;9.0;12.0;3.0;19.0;8.0
1323;Vrouwen;118;2011;55.0;24.0;4.0;16.0;;6.0;5.0;21.0;58.0;11.0;8.0;12.0;2.0;18.0;7.0
1324;Vrouwen;118;2012;50.0;22.0;3.0;15.0;;4.0;5.0;20.0;68.0;13.0;9.0;16.0;3.0;17.0;8.0
1325;Vrouwen;118;2013;46.0;20.0;3.0;11.0;;5.0;6.0;17.0;78.0;16.0;10.0;20.0;3.0;19.0;10.0
1326;Vrouwen;119;2001;;;;;;;;;;;;;;;
1327;Vrouwen;119;2002;;;;;;;;;;;;;;;
1328;Vrouwen;119;2003;32.0;13.0;;4.0;;9.0;3.0;13.0;50.0;6.0;2.0;6.0;3.0;27.0;6.0
1329;Vrouwen;119;2004;25.0;10.0;;4.0;;7.0;3.0;9.0;52.0;4.0;2.0;7.0;3.0;29.0;7.0
1330;Vrouwen;119;2005;24.0;11.0;;4.0;;6.0;3.0;9.0;59.0;6.0;4.0;8.0;3.0;27.0;12.0
1331;Vrouwen;119;2006;29.0;12.0;;5.0;;7.0;3.0;11.0;58.0;5.0;2.0;8.0;5.0;31.0;7.0
1332;Vrouwen;119;2007;37.0;14.0;2.0;6.0;2.0;9.0;5.0;13.0;51.0;4.0;2.0;7.0;4.0;28.0;6.0
1333;Vrouwen;119;2008;41.0;19.0;2.0;5.0;2.0;10.0;3.0;17.0;46.0;4.0;2.0;7.0;3.0;24.0;6.0
1334;Vrouwen;119;2009;36.0;18.0;;5.0;;9.0;4.0;17.0;46.0;6.0;2.0;6.0;3.0;22.0;6.0
1335;Vrouwen;119;2010;31.0;12.0;;6.0;;7.0;5.0;11.0;49.0;7.0;2.0;7.0;3.0;24.0;7.0
1336;Vrouwen;119;2011;27.0;10.0;;6.0;;6.0;4.0;10.0;44.0;5.0;;9.0;4.0;20.0;6.0
1337;Vrouwen;119;2012;28.0;11.0;;6.0;;7.0;4.0;9.0;47.0;6.0;2.0;9.0;3.0;21.0;6.0
1338;Vrouwen;119;2013;20.0;7.0;;6.0;;4.0;2.0;6.0;55.0;8.0;2.0;10.0;3.0;24.0;8.0
1339;Vrouwen;120;2001;;;;;;;;;;;;;;;
1340;Vrouwen;120;2002;;;;;;;;;;;;;;;
1341;Vrouwen;120;2003;26.0;12.0;;4.0;;7.0;2.0;10.0;35.0;5.0;;4.0;2.0;18.0;6.0
1342;Vrouwen;120;2004;20.0;9.0;;4.0;;5.0;2.0;8.0;41.0;5.0;;5.0;3.0;21.0;7.0
1343;Vrouwen;120;2005;16.0;7.0;;2.0;;4.0;2.0;6.0;45.0;5.0;;6.0;3.0;21.0;9.0
1344;Vrouwen;120;2006;24.0;11.0;;4.0;;5.0;3.0;9.0;44.0;4.0;;7.0;3.0;23.0;7.0
1345;Vrouwen;120;2007;29.0;13.0;;4.0;;7.0;4.0;11.0;40.0;3.0;;6.0;3.0;20.0;7.0
1346;Vrouwen;120;2008;30.0;14.0;;5.0;;7.0;3.0;12.0;36.0;3.0;;5.0;3.0;20.0;5.0
1347;Vrouwen;120;2009;25.0;13.0;;3.0;;5.0;3.0;12.0;34.0;4.0;;6.0;3.0;16.0;5.0
1348;Vrouwen;120;2010;22.0;10.0;;4.0;;4.0;3.0;9.0;37.0;5.0;;6.0;2.0;19.0;5.0
1349;Vrouwen;120;2011;22.0;8.0;;5.0;;5.0;3.0;7.0;35.0;5.0;;6.0;2.0;17.0;5.0
1350;Vrouwen;120;2012;20.0;8.0;;5.0;;4.0;3.0;7.0;39.0;5.0;;8.0;3.0;17.0;6.0
1351;Vrouwen;120;2013;18.0;6.0;;6.0;;3.0;3.0;5.0;50.0;7.0;;10.0;4.0;22.0;6.0
1352;Vrouwen;121;2001;;;;;;;;;;;;;;;
1353;Vrouwen;121;2002;;;;;;;;;;;;;;;
1354;Vrouwen;121;2003;13.0;;;;;;;6.0;22.0;3.0;;3.0;2.0;11.0;3.0
1355;Vrouwen;121;2004;11.0;;;;;;;5.0;30.0;3.0;;5.0;4.0;14.0;4.0
1356;Vrouwen;121;2005;12.0;;;;;;;6.0;34.0;3.0;;7.0;3.0;15.0;6.0
1357;Vrouwen;121;2006;11.0;;;;;;;4.0;29.0;3.0;;6.0;3.0;13.0;5.0
1358;Vrouwen;121;2007;15.0;7.0;;3.0;;3.0;2.0;7.0;26.0;3.0;;4.0;2.0;12.0;5.0
1359;Vrouwen;121;2008;17.0;8.0;;4.0;;3.0;;8.0;25.0;3.0;;4.0;2.0;12.0;4.0
1360;Vrouwen;121;2009;14.0;;;;;;;6.0;27.0;4.0;;6.0;3.0;12.0;2.0
1361;Vrouwen;121;2010;13.0;;;;;;;5.0;28.0;5.0;;6.0;2.0;11.0;4.0
1362;Vrouwen;121;2011;12.0;;;;;;;5.0;26.0;3.0;;6.0;3.0;11.0;3.0
1363;Vrouwen;121;2012;11.0;;;;;;;4.0;31.0;4.0;;8.0;2.0;13.0;4.0
1364;Vrouwen;121;2013;9.0;;;;;;;4.0;39.0;6.0;;10.0;3.0;15.0;6.0
1365;Vrouwen;21620;2001;;;;;;;;;;;;;;;
1366;Vrouwen;21620;2002;;;;;;;;;;;;;;;
1367;Vrouwen;21620;2003;109.0;54.0;24.0;18.0;2.0;3.0;9.0;50.0;75.0;16.0;10.0;15.0;7.0;12.0;15.0
1368;Vrouwen;21620;2004;97.0;47.0;18.0;16.0;2.0;3.0;12.0;43.0;83.0;18.0;12.0;18.0;7.0;12.0;16.0
1369;Vrouwen;21620;2005;94.0;42.0;19.0;18.0;;2.0;12.0;39.0;85.0;18.0;12.0;20.0;6.0;12.0;18.0
1370;Vrouwen;21620;2006;113.0;53.0;23.0;20.0;2.0;3.0;12.0;49.0;83.0;15.0;9.0;21.0;9.0;12.0;16.0
1371;Vrouwen;21620;2007;126.0;60.0;24.0;22.0;2.0;4.0;14.0;58.0;77.0;10.0;10.0;20.0;8.0;11.0;17.0
1372;Vrouwen;21620;2008;140.0;66.0;28.0;23.0;2.0;5.0;17.0;61.0;69.0;12.0;9.0;16.0;7.0;11.0;14.0
1373;Vrouwen;21620;2009;124.0;60.0;24.0;21.0;2.0;3.0;14.0;57.0;81.0;18.0;11.0;18.0;7.0;12.0;15.0
1374;Vrouwen;21620;2010;113.0;53.0;23.0;21.0;;3.0;12.0;48.0;84.0;20.0;10.0;19.0;9.0;13.0;14.0
1375;Vrouwen;21620;2011;112.0;46.0;26.0;25.0;;2.0;12.0;41.0;87.0;17.0;12.0;22.0;8.0;12.0;15.0
1376;Vrouwen;21620;2012;106.0;40.0;26.0;25.0;2.0;2.0;11.0;35.0;92.0;18.0;11.0;28.0;7.0;13.0;15.0
1377;Vrouwen;21620;2013;98.0;35.0;27.0;22.0;;2.0;11.0;31.0;122.0;24.0;17.0;34.0;11.0;18.0;18.0
1378;Vrouwen;21640;2001;;;;;;;;;;;;;;;
1379;Vrouwen;21640;2002;;;;;;;;;;;;;;;
1380;Vrouwen;21640;2003;20.0;;20.0;;;;;;19.0;;19.0;;;;
1381;Vrouwen;21640;2004;17.0;;17.0;;;;;;22.0;;21.0;;;;
1382;Vrouwen;21640;2005;17.0;;17.0;;;;;;22.0;;22.0;;;;
1383;Vrouwen;21640;2006;18.0;;18.0;;;;;;22.0;;22.0;;;;
1384;Vrouwen;21640;2007;23.0;;23.0;;;;;;21.0;;21.0;;;;
1385;Vrouwen;21640;2008;23.0;;23.0;;;;;;18.0;;18.0;;;;
1386;Vrouwen;21640;2009;19.0;;18.0;;;;;;19.0;;19.0;;;;
1387;Vrouwen;21640;2010;19.0;;18.0;;;;;;20.0;;20.0;;;;
1388;Vrouwen;21640;2011;18.0;;18.0;;;;;;18.0;;18.0;;;;
1389;Vrouwen;21640;2012;17.0;;17.0;;;;;;20.0;;20.0;;;;
1390;Vrouwen;21640;2013;16.0;;16.0;;;;;;25.0;;25.0;;;;
1391;Vrouwen;21630;2001;;;;;;;;;;;;;;;
1392;Vrouwen;21630;2002;;;;;;;;;;;;;;;
1393;Vrouwen;21630;2003;77.0;18.0;46.0;5.0;;;7.0;16.0;35.0;5.0;22.0;2.0;;;5.0
1394;Vrouwen;21630;2004;73.0;15.0;42.0;5.0;;;10.0;14.0;45.0;6.0;28.0;4.0;;;6.0
1395;Vrouwen;21630;2005;75.0;15.0;42.0;7.0;;;11.0;13.0;47.0;5.0;29.0;4.0;;;8.0
1396;Vrouwen;21630;2006;83.0;19.0;45.0;7.0;;;11.0;16.0;45.0;5.0;29.0;4.0;;;7.0
1397;Vrouwen;21630;2007;95.0;20.0;58.0;6.0;;;11.0;18.0;40.0;5.0;26.0;2.0;;;6.0
1398;Vrouwen;21630;2008;96.0;23.0;56.0;6.0;;;11.0;20.0;38.0;5.0;25.0;3.0;;;5.0
1399;Vrouwen;21630;2009;90.0;21.0;51.0;7.0;;;10.0;18.0;44.0;6.0;28.0;3.0;;;6.0
1400;Vrouwen;21630;2010;80.0;16.0;49.0;5.0;;;10.0;13.0;49.0;7.0;31.0;4.0;;;7.0
1401;Vrouwen;21630;2011;86.0;17.0;55.0;6.0;;;7.0;14.0;47.0;5.0;32.0;4.0;;;5.0
1402;Vrouwen;21630;2012;85.0;17.0;53.0;8.0;;;7.0;14.0;55.0;6.0;38.0;4.0;;;5.0
1403;Vrouwen;21630;2013;79.0;13.0;49.0;8.0;;;9.0;10.0;69.0;7.0;46.0;7.0;;;8.0
1404;Vrouwen;21650;2001;;;;;;;;;;;;;;;
1405;Vrouwen;21650;2002;;;;;;;;;;;;;;;
1406;Vrouwen;21650;2003;11.0;;;;;;;2.0;7.0;;;;;;
1407;Vrouwen;21650;2004;12.0;;;;;;;3.0;9.0;;;;;;
1408;Vrouwen;21650;2005;12.0;;;;;;;3.0;9.0;;;;;;
1409;Vrouwen;21650;2006;15.0;4.0;4.0;;;;5.0;4.0;10.0;;;;;;
1410;Vrouwen;21650;2007;16.0;4.0;6.0;2.0;;;4.0;3.0;8.0;;;;;;
1411;Vrouwen;21650;2008;15.0;4.0;5.0;;;;4.0;4.0;8.0;;;;;;
1412;Vrouwen;21650;2009;18.0;4.0;6.0;2.0;;;6.0;4.0;9.0;;;;;;
1413;Vrouwen;21650;2010;14.0;;;;;;;2.0;10.0;;;;;;
1414;Vrouwen;21650;2011;17.0;4.0;9.0;3.0;;;;3.0;10.0;;;;;;
1415;Vrouwen;21650;2012;16.0;4.0;8.0;2.0;;;2.0;3.0;10.0;;;;;;
1416;Vrouwen;21650;2013;15.0;4.0;8.0;2.0;;;2.0;3.0;14.0;;;;;;
1417;Vrouwen;126;2001;;;;;;;;;;;;;;;
1418;Vrouwen;126;2002;;;;;;;;;;;;;;;
1419;Vrouwen;126;2003;33.0;9.0;7.0;6.0;3.0;4.0;5.0;7.0;134.0;36.0;17.0;29.0;13.0;21.0;18.0
1420;Vrouwen;126;2004;35.0;10.0;6.0;7.0;2.0;3.0;6.0;8.0;164.0;40.0;20.0;41.0;18.0;25.0;20.0
1421;Vrouwen;126;2005;35.0;11.0;4.0;9.0;2.0;4.0;6.0;6.0;176.0;42.0;18.0;48.0;17.0;23.0;28.0
1422;Vrouwen;126;2006;38.0;10.0;5.0;11.0;3.0;5.0;5.0;6.0;153.0;32.0;12.0;46.0;18.0;24.0;21.0
1423;Vrouwen;126;2007;34.0;8.0;4.0;9.0;4.0;5.0;4.0;5.0;112.0;18.0;9.0;33.0;16.0;19.0;17.0
1424;Vrouwen;126;2008;29.0;7.0;3.0;8.0;3.0;4.0;4.0;5.0;91.0;20.0;7.0;25.0;12.0;16.0;11.0
1425;Vrouwen;126;2009;26.0;8.0;3.0;6.0;2.0;3.0;3.0;6.0;106.0;34.0;10.0;26.0;10.0;15.0;11.0
1426;Vrouwen;126;2010;32.0;13.0;4.0;8.0;;2.0;3.0;8.0;115.0;41.0;10.0;31.0;8.0;15.0;10.0
