ID;Geslacht;Persoonskenmerken;RegioS;WmoClientenGebruikWlz2019Totaal_1;WmoClienten2018InstroomWlz2019_2;SamenloopWmoWlz2018Wlz2019_3;WmoClientenGebruikWlz2019Totaal_4;WmoClienten2018InstroomWlzIn2019_5;SamenloopWmoWlz2018WlzIn2019_6;WmoClientenGebruikWlz2019Totaal_7;WmoClienten2018InstroomWlzIn2019_8;SamenloopWmoWlz2018WlzIn2019_9
77;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Deventer;1175.0;280.0;895.0;16.75;3.99;12.76;14.0;3.0;11.0
78;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Diemen;305.0;75.0;230.0;16.02;3.89;12.13;12.0;3.0;9.0
79;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dinkelland;445.0;115.0;330.0;26.71;6.78;19.93;20.0;5.0;15.0
80;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Doesburg;100.0;40.0;60.0;13.78;5.59;8.19;10.0;4.0;6.0
81;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Doetinchem;590.0;190.0;400.0;14.17;4.55;9.62;12.0;4.0;8.0
82;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dongen;95.0;40.0;60.0;12.81;5.15;7.66;4.0;2.0;3.0
83;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dongeradeel;225.0;50.0;175.0;18.17;3.94;14.23;12.0;3.0;9.0
84;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dordrecht;1345.0;290.0;1055.0;17.71;3.81;13.9;14.0;3.0;11.0
85;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Drechterland;80.0;40.0;40.0;15.09;7.54;7.54;5.0;2.0;2.0
86;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Drimmelen;515.0;70.0;445.0;28.66;3.9;24.76;22.0;3.0;19.0
87;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Dronten;380.0;100.0;280.0;18.26;4.71;13.55;11.0;3.0;8.0
88;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Druten;;;;;;;;;
89;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Duiven;;;;;;;;;
90;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Echt-Susteren;165.0;70.0;90.0;14.54;6.33;8.21;6.0;3.0;3.0
91;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Edam-Volendam;;;;;;;;;
92;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Ede;1090.0;310.0;780.0;17.9;5.07;12.82;12.0;3.0;8.0
93;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eemnes;20.0;5.0;15.0;11.9;2.38;9.52;3.0;1.0;2.0
94;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eemsmond;;;;;;;;;
95;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eersel;;;;;;;;;
96;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eijsden-Margraten;345.0;95.0;250.0;23.02;6.45;16.57;16.0;4.0;11.0
97;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Eindhoven;1995.0;615.0;1380.0;15.88;4.9;10.98;10.0;3.0;7.0
98;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Elburg;200.0;50.0;150.0;23.17;5.68;17.5;11.0;3.0;8.0
99;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Emmen;1570.0;320.0;1250.0;18.86;3.87;14.99;17.0;4.0;14.0
100;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Enkhuizen;105.0;40.0;65.0;13.87;5.55;8.32;7.0;3.0;4.0
101;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Enschede;1725.0;455.0;1275.0;13.95;3.66;10.29;13.0;3.0;9.0
102;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Epe;145.0;75.0;70.0;12.71;6.48;6.22;5.0;3.0;3.0
103;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Ermelo;470.0;90.0;380.0;29.69;5.62;24.07;21.0;4.0;17.0
104;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Etten-Leur;550.0;100.0;450.0;19.44;3.61;15.84;15.0;3.0;13.0
105;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Ferwerderadiel;65.0;25.0;40.0;17.02;6.81;10.21;9.0;4.0;6.0
106;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Franekeradeel;;;;;;;;;
107;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;De Friese Meren;;;;;;;;;
108;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;De Fryske Marren;520.0;120.0;400.0;20.43;4.65;15.77;12.0;3.0;9.0
109;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geertruidenberg;400.0;75.0;325.0;21.61;4.11;17.5;22.0;4.0;18.0
110;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geldermalsen;185.0;55.0;130.0;18.27;5.46;12.81;8.0;3.0;6.0
111;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geldrop-Mierlo;;;;;;;;;
112;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gemert-Bakel;335.0;60.0;275.0;16.09;2.96;13.13;13.0;2.0;11.0
113;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gennep;160.0;50.0;110.0;20.51;6.15;14.36;11.0;3.0;8.0
114;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Giessenlanden;;;;;;;;;
115;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gilze en Rijen;350.0;80.0;270.0;21.1;4.79;16.31;15.0;3.0;12.0
116;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Goeree-Overflakkee;750.0;100.0;650.0;27.62;3.62;24.0;18.0;2.0;16.0
117;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Goes;900.0;145.0;755.0;23.57;3.74;19.82;28.0;4.0;24.0
118;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Goirle;;;;;;;;;
119;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gooise Meren;;;;;;;;;
120;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gorinchem;540.0;85.0;455.0;22.21;3.57;18.64;18.0;3.0;15.0
121;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gouda;965.0;170.0;790.0;20.24;3.59;16.64;16.0;3.0;13.0
122;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Grave;205.0;35.0;170.0;27.68;4.75;22.93;20.0;3.0;16.0
123;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;'s-Gravenhage (gemeente);5220.0;1085.0;4130.0;15.03;3.13;11.9;12.0;2.0;9.0
124;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Groesbeek;;;;;;;;;
125;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Groningen (gemeente);2025.0;490.0;1535.0;15.68;3.81;11.87;11.0;3.0;8.0
126;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Grootegast;80.0;15.0;65.0;15.61;3.28;12.33;8.0;2.0;7.0
127;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gulpen-Wittem;80.0;40.0;40.0;14.05;6.85;7.21;6.0;3.0;3.0
128;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haaksbergen;340.0;65.0;275.0;23.99;4.61;19.38;17.0;3.0;14.0
129;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haaren;220.0;30.0;195.0;34.1;4.3;29.8;18.0;2.0;16.0
130;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haarlem;1605.0;355.0;1250.0;16.63;3.69;12.94;12.0;3.0;9.0
131;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haarlemmerliede en Spaarnwoude;;;;;;;;;
132;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haarlemmermeer;1560.0;270.0;1285.0;19.68;3.44;16.25;13.0;2.0;11.0
133;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Halderberge;370.0;80.0;290.0;18.38;4.06;14.32;15.0;3.0;11.0
134;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hardenberg;;;;;;;;;
135;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Harderwijk;555.0;155.0;400.0;20.34;5.72;14.62;15.0;4.0;11.0
136;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hardinxveld-Giessendam;;;;;;;;;
137;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Haren;;;;;;;;;
138;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Harlingen;225.0;50.0;175.0;18.71;4.12;14.59;17.0;4.0;14.0
139;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hattem;130.0;30.0;100.0;22.32;5.36;16.96;13.0;3.0;10.0
140;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heemskerk;590.0;125.0;465.0;20.46;4.4;16.05;18.0;4.0;14.0
141;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heemstede;;;;;;;;;
142;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerde;140.0;20.0;120.0;24.96;3.23;21.72;9.0;1.0;8.0
143;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerenveen;520.0;130.0;390.0;17.03;4.27;12.76;12.0;3.0;9.0
144;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerhugowaard;305.0;70.0;235.0;17.57;4.02;13.55;7.0;2.0;5.0
145;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heerlen;1415.0;315.0;1100.0;20.46;4.54;15.92;19.0;4.0;15.0
146;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heeze-Leende;260.0;40.0;220.0;29.45;4.64;24.8;19.0;3.0;16.0
147;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heiloo;245.0;60.0;185.0;24.85;5.88;18.97;13.0;3.0;10.0
148;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Den Helder;540.0;120.0;420.0;18.4;4.14;14.26;11.0;3.0;9.0
149;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hellendoorn;545.0;120.0;425.0;21.48;4.79;16.69;19.0;4.0;14.0
150;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hellevoetsluis;;;;;;;;;
151;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Helmond;1000.0;260.0;740.0;12.71;3.3;9.41;13.0;3.0;10.0
152;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hendrik-Ido-Ambacht;250.0;80.0;170.0;18.48;5.91;12.56;10.0;3.0;7.0
153;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hengelo (O.);990.0;290.0;700.0;15.15;4.44;10.71;15.0;4.0;10.0
154;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;'s-Hertogenbosch;2070.0;395.0;1675.0;23.06;4.4;18.66;16.0;3.0;13.0
155;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heumen;;;;;;;;;
156;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Heusden;165.0;70.0;95.0;11.64;5.02;6.62;5.0;2.0;3.0
157;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hillegom;290.0;70.0;225.0;22.58;5.26;17.32;16.0;4.0;12.0
158;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hilvarenbeek;220.0;35.0;185.0;26.52;4.14;22.38;17.0;3.0;14.0
159;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hilversum;1030.0;245.0;785.0;17.21;4.1;13.11;14.0;3.0;10.0
160;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hoeksche Waard;;;;;;;;;
161;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hof van Twente;515.0;120.0;395.0;21.12;4.95;16.17;18.0;4.0;13.0
162;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Het Hogeland;;;;;;;;;
163;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hollands Kroon;320.0;75.0;250.0;20.83;4.74;16.09;8.0;2.0;6.0
164;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hoogeveen;935.0;160.0;775.0;21.31;3.68;17.62;20.0;4.0;17.0
165;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hoogezand-Sappemeer;;;;;;;;;
166;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hoorn;580.0;160.0;420.0;12.73;3.53;9.21;10.0;3.0;7.0
167;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Horst aan de Maas;445.0;115.0;335.0;21.56;5.45;16.11;12.0;3.0;9.0
168;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Houten;255.0;70.0;185.0;17.25;4.64;12.61;6.0;2.0;5.0
169;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Huizen;240.0;75.0;165.0;19.32;6.12;13.2;7.0;2.0;5.0
170;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Hulst;120.0;50.0;65.0;14.0;6.12;7.88;5.0;2.0;3.0
171;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;IJsselstein;260.0;75.0;190.0;17.35;4.9;12.45;9.0;3.0;7.0
172;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kaag en Braassem;;;;;;;;;
173;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kampen;400.0;115.0;285.0;17.99;5.14;12.85;9.0;3.0;7.0
174;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kapelle;140.0;30.0;105.0;17.14;3.85;13.29;13.0;3.0;10.0
175;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Katwijk;615.0;135.0;475.0;26.19;5.84;20.35;12.0;3.0;9.0
176;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kerkrade;350.0;130.0;220.0;12.26;4.58;7.69;9.0;3.0;5.0
177;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Koggenland;180.0;40.0;140.0;20.98;4.55;16.43;10.0;2.0;8.0
178;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Kollumerland en Nieuwkruisland;165.0;25.0;140.0;20.86;3.29;17.57;16.0;2.0;13.0
179;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Korendijk;85.0;25.0;65.0;17.72;4.68;13.03;10.0;3.0;7.0
180;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Krimpen aan den IJssel;330.0;60.0;270.0;20.43;3.75;16.68;14.0;3.0;11.0
181;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Krimpenerwaard;660.0;145.0;515.0;21.82;4.76;17.06;14.0;3.0;11.0
182;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Laarbeek;285.0;60.0;225.0;18.91;3.95;14.95;16.0;3.0;12.0
183;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Landerd;;;;;;;;;
184;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Landgraaf;805.0;155.0;650.0;25.95;5.04;20.92;25.0;5.0;20.0
185;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Landsmeer;95.0;20.0;75.0;15.38;2.95;12.44;10.0;2.0;8.0
186;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Langedijk;175.0;40.0;140.0;19.69;4.34;15.35;8.0;2.0;6.0
187;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lansingerland;440.0;90.0;350.0;23.22;4.72;18.5;9.0;2.0;7.0
188;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Laren (NH.);75.0;15.0;60.0;29.64;5.14;24.51;8.0;1.0;7.0
189;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leek;395.0;55.0;340.0;24.91;3.58;21.33;24.0;4.0;21.0
190;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leerdam;210.0;65.0;145.0;18.37;5.54;12.83;12.0;4.0;8.0
191;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leeuwarden;1695.0;435.0;1260.0;17.42;4.48;12.94;16.0;4.0;12.0
192;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leeuwarderadeel;;;;;;;;;
193;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leiden;1130.0;265.0;865.0;15.64;3.66;11.98;10.0;2.0;8.0
194;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leiderdorp;;;;;;;;;
195;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Leidschendam-Voorburg;460.0;160.0;300.0;16.52;5.7;10.82;7.0;3.0;5.0
196;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Lelystad;525.0;150.0;375.0;14.23;4.07;10.15;8.0;2.0;6.0
