ID;Overheidsfuncties;Perioden;LastenTotaal_1;BatenTotaal_2;OverdrachtenVanRijk_3;OverdrachtenVanGemeenten_4;InkomstenUitVerkopenAanGemeenten_5;OverigeInkomsten_6
101;402;2003;48.0;38.0;21.0;0.0;0.0;17.0
102;403;1998;17.7;17.7;0.0;0.0;0.91;15.88
103;403;1999;16.79;16.79;0.0;1.36;5.45;10.89
104;403;2000;19.0;19.0;0.0;1.0;6.0;11.0
105;403;2001;28.0;28.0;0.0;0.0;0.0;28.0
106;403;2002;31.0;31.0;0.0;0.0;0.0;31.0
107;403;2003;23.0;0.0;0.0;0.0;0.0;0.0
108;404;1998;1.36;0.45;4.08;0.0;0.0;1.36
109;404;1999;6.81;5.45;0.0;0.0;0.0;0.45
110;404;2000;4.0;3.0;0.0;0.0;0.0;3.0
111;404;2001;30.0;30.0;5.0;0.0;0.0;25.0
112;404;2002;18.0;17.0;5.0;0.0;0.0;12.0
113;404;2003;13.0;0.0;0.0;0.0;0.0;0.0
114;500;1998;156.1;156.56;116.62;10.89;0.0;19.97
115;500;1999;148.85;148.85;117.98;19.97;0.0;17.69
116;500;2000;167.0;167.0;131.0;18.0;0.0;18.0
117;500;2001;203.0;204.0;149.0;26.0;0.0;28.0
118;500;2002;204.09;204.09;157.76;23.53;9.06;14.0
119;500;2003;179.0;177.0;152.0;10.0;8.0;7.0
120;501;1998;10.89;10.89;3.63;2.27;0.0;0.45
121;501;1999;6.81;6.81;4.99;5.45;0.0;0.45
122;501;2000;12.0;12.0;5.0;6.0;0.0;1.0
123;501;2001;23.0;23.0;7.0;6.0;0.0;10.0
124;501;2002;14.0;14.0;5.0;5.0;0.0;4.0
125;501;2003;12.0;12.0;9.0;0.0;0.0;3.0
126;502;1998;8.17;8.17;2.72;0.0;0.0;4.99
127;502;1999;8.17;8.17;2.72;0.0;0.0;4.99
128;502;2000;9.0;9.0;3.0;0.0;0.0;6.0
129;502;2001;11.0;11.0;7.0;0.0;0.0;4.0
130;502;2002;9.0;9.0;4.0;0.0;0.0;5.0
131;502;2003;8.0;8.0;4.0;0.0;0.0;4.0
132;503;1998;60.35;61.26;52.18;0.0;0.0;4.99
133;503;1999;56.72;57.18;49.46;6.35;0.0;4.99
134;503;2000;68.0;68.0;60.0;1.0;0.0;7.0
135;503;2001;86.0;86.0;79.0;1.0;0.0;7.0
136;503;2002;84.27;84.27;77.94;0.75;5.53;0.0
137;503;2003;73.0;73.0;61.0;7.0;5.0;0.0
138;504;1998;48.1;47.65;41.75;0.0;0.0;3.18
139;504;1999;45.38;44.92;44.47;0.0;0.0;3.18
140;504;2000;47.0;48.0;44.0;1.0;0.0;3.0
141;504;2001;42.0;42.0;37.0;1.0;0.0;3.0
142;504;2002;48.82;48.82;43.82;1.48;3.53;0.0
143;504;2003;43.0;42.0;36.0;3.0;3.0;0.0
144;505;1998;8.17;8.17;0.0;4.54;0.0;0.91
145;505;1999;5.9;5.9;0.0;6.81;0.0;1.36
146;505;2000;8.0;8.0;0.0;7.0;0.0;1.0
147;505;2001;16.0;16.0;1.0;12.0;0.0;2.0
148;505;2002;18.0;18.0;2.0;12.3;0.0;4.0
149;505;2003;16.0;16.0;16.0;0.0;0.0;0.0
150;506;1998;20.42;20.42;16.34;4.08;0.0;5.45
151;506;1999;25.87;25.87;16.34;1.36;0.0;2.72
152;506;2000;23.0;22.0;19.0;3.0;0.0;0.0
153;506;2001;25.0;26.0;18.0;6.0;0.0;2.0
154;506;2002;30.0;30.0;25.0;4.0;0.0;1.0
155;506;2003;27.0;26.0;26.0;0.0;0.0;0.0
156;600;1998;99.39;98.02;2.27;44.92;3.63;50.37
157;600;1999;100.74;100.75;1.82;46.74;4.09;44.02
158;600;2000;109.0;109.0;2.0;51.0;1.0;54.0
159;600;2001;115.0;111.0;2.0;53.0;1.0;55.0
160;600;2002;114.0;113.0;4.46;56.5;0.0;51.11
161;600;2003;111.0;110.0;7.0;56.0;0.0;46.0
162;601;1998;10.44;10.44;0.0;1.82;0.45;6.35
163;601;1999;8.17;8.62;0.0;2.27;0.0;8.17
164;601;2000;8.0;8.0;0.0;1.0;0.0;7.0
165;601;2001;8.0;8.0;0.0;1.0;0.0;7.0
166;601;2002;10.0;10.0;1.0;2.0;0.0;7.0
167;601;2003;10.0;9.0;2.0;2.0;0.0;5.0
168;602;1998;31.76;31.76;0.0;20.42;1.82;10.44
169;602;1999;32.22;32.22;0.0;21.33;3.18;7.26
170;602;2000;34.0;35.0;0.0;23.0;1.0;11.0
171;602;2001;29.0;29.0;0.0;18.0;1.0;10.0
172;602;2002;27.0;27.0;0.0;17.0;0.0;10.0
173;602;2003;26.0;29.0;0.0;17.0;0.0;12.0
174;603;1998;0.91;0.91;0.0;0.0;0.0;0.91
175;603;1999;0.91;0.91;0.0;0.0;0.0;0.91
176;603;2000;1.0;1.0;0.0;0.0;0.0;0.0
177;603;2001;1.0;0.0;0.0;0.0;0.0;0.0
178;603;2002;1.0;1.0;0.0;0.18;0.0;0.11
179;603;2003;1.0;0.0;0.0;0.0;0.0;0.0
180;604;1998;0.91;0.91;0.0;0.45;0.0;0.0
181;604;1999;0.45;0.91;0.0;0.45;0.0;0.0
182;604;2000;0.0;0.0;0.0;0.0;0.0;0.0
183;604;2001;1.0;1.0;0.0;1.0;0.0;0.0
184;604;2002;1.0;1.0;0.0;1.0;0.0;0.0
185;604;2003;1.0;4.0;0.0;1.0;0.0;3.0
186;605;1998;5.45;5.45;0.0;4.08;0.0;0.45
187;605;1999;4.54;4.54;0.0;4.54;0.0;0.45
188;605;2000;7.0;7.0;0.0;6.0;0.0;1.0
189;605;2001;14.0;12.0;1.0;9.0;0.0;2.0
190;605;2002;13.0;13.0;1.46;9.32;0.0;2.0
191;605;2003;13.0;16.0;2.0;9.0;0.0;5.0
192;606;1998;49.92;48.55;2.27;18.15;1.36;32.22
193;606;1999;54.45;53.55;1.82;18.15;0.91;27.23
194;606;2000;59.0;58.0;2.0;21.0;0.0;35.0
195;606;2001;62.0;61.0;1.0;24.0;0.0;36.0
196;606;2002;62.0;61.0;2.0;27.0;0.0;32.0
197;606;2003;60.0;52.0;3.0;27.0;0.0;21.0
198;700;1998;1915.87;1900.89;1075.45;43.56;241.42;335.8
199;700;1999;1699.86;1696.23;1154.87;55.36;271.36;418.84
200;700;2000;1927.0;1918.0;1215.0;62.0;241.0;401.0
201;700;2001;2071.0;2068.0;1317.0;83.0;212.0;457.0
202;700;2002;2218.93;2205.93;1443.48;110.9;254.2;397.61
203;700;2003;2123.0;2119.0;1421.0;109.0;244.0;345.0
204;701;1998;0.91;0.91;0.0;0.45;0.0;0.0
205;701;1999;0.91;0.91;0.0;0.91;0.0;0.0
206;701;2000;1.0;1.0;0.0;1.0;0.0;0.0
207;701;2001;5.0;5.0;0.0;4.0;0.0;1.0
208;701;2002;31.0;31.0;5.0;24.0;0.0;2.0
209;701;2003;30.0;25.0;5.0;20.0;0.0;0.0
210;702;1998;1747.05;1744.33;948.85;32.22;235.97;333.53
211;702;1999;1551.47;1550.11;1026.9;37.66;266.82;412.94
212;702;2000;1747.0;1752.0;1075.0;39.0;241.0;397.0
213;702;2001;1872.0;1872.0;1152.0;57.0;211.0;453.0
214;702;2002;1965.0;1965.0;1264.0;61.0;254.2;386.0
215;702;2003;1920.0;1944.0;1310.0;60.0;244.0;330.0
216;703;1998;165.18;152.92;126.15;10.89;5.45;1.36
217;703;1999;146.12;143.85;127.06;15.88;4.54;4.99
218;703;2000;176.0;162.0;139.0;20.0;0.0;4.0
219;703;2001;192.0;189.0;164.0;21.0;1.0;3.0
220;703;2002;222.0;209.0;173.55;25.9;0.0;9.61
221;703;2003;172.0;140.0;105.0;29.0;0.0;6.0
222;704;1998;1.82;1.82;0.0;0.0;0.0;0.91
223;704;1999;0.91;0.91;0.0;0.91;0.0;0.91
224;704;2000;2.0;2.0;0.0;2.0;0.0;0.0
225;704;2001;1.0;1.0;0.0;1.0;0.0;0.0
226;704;2002;0.0;0.0;0.0;0.0;0.0;0.0
227;704;2003;0.0;8.0;0.0;0.0;0.0;8.0
228;705;1998;0.91;0.91;0.45;0.0;0.0;0.0
229;705;1999;0.45;0.45;0.91;0.0;0.0;0.0
230;705;2000;1.0;1.0;1.0;0.0;0.0;0.0
231;705;2001;1.0;1.0;1.0;0.0;0.0;0.0
232;705;2002;0.93;0.93;0.93;0.0;0.0;0.0
233;705;2003;1.0;2.0;1.0;0.0;0.0;1.0
234;800;1998;805.91;803.65;17.25;376.64;153.39;308.57
235;800;1999;855.83;854.92;17.7;333.53;128.88;323.56
236;800;2000;887.7;880.0;30.0;469.0;43.0;340.0
237;800;2001;943.0;923.0;22.0;444.0;91.0;365.0
238;800;2002;913.71;892.39;23.61;379.04;63.61;425.94
239;800;2003;989.0;987.0;108.0;357.0;70.0;452.0
240;801;1998;292.23;267.28;14.07;101.65;10.44;127.06
241;801;1999;265.01;253.21;9.98;107.55;3.18;146.12
242;801;2000;315.0;308.0;22.0;126.0;3.0;157.0
243;801;2001;349.0;325.0;14.0;149.0;13.0;148.0
244;801;2002;381.71;363.39;19.61;145.59;1.61;196.58
245;801;2003;404.0;410.0;90.0;138.0;2.0;180.0
246;802;1998;427.01;451.06;0.91;249.58;137.5;118.89
247;802;1999;493.26;506.42;0.91;193.31;119.8;137.5
248;802;2000;491.0;492.0;1.0;312.0;35.0;144.0
249;802;2001;487.0;492.0;1.0;260.0;71.0;160.0
250;802;2002;413.0;412.0;0.0;199.0;55.0;158.0
251;802;2003;443.0;442.0;0.0;187.0;61.0;194.0
252;803;1998;0.45;0.45;0.0;0.45;0.0;0.0
253;803;1999;0.45;0.45;0.0;0.45;0.0;0.0
254;803;2000;0.7;1.0;0.0;1.0;0.0;1.0
255;803;2001;1.0;1.0;0.0;1.0;0.0;0.0
256;803;2002;1.0;1.0;0.0;0.45;0.0;0.36
257;803;2003;1.0;1.0;0.0;0.0;0.0;1.0
258;804;1998;83.04;81.68;2.27;24.96;5.45;60.35
259;804;1999;94.84;92.57;6.81;32.22;5.9;36.76
260;804;2000;81.0;79.0;7.0;30.0;5.0;38.0
261;804;2001;105.0;104.0;7.0;34.0;7.0;56.0
262;804;2002;118.0;116.0;4.0;34.0;7.0;71.0
263;804;2003;141.0;134.0;18.0;32.0;7.0;77.0
264;805;1998;3.18;3.18;0.0;0.0;0.0;2.27
265;805;1999;2.27;2.27;0.0;0.0;0.0;3.18
266;805;2000;0.0;0.0;0.0;0.0;0.0;0.0
267;805;2001;1.0;1.0;0.0;0.0;0.0;1.0
268;805;2002;0.0;0.0;0.0;0.0;0.0;0.0
269;805;2003;0.0;0.0;0.0;0.0;0.0;0.0
270;900;1998;378.45;347.14;268.64;63.53;0.91;128.42
271;900;1999;475.56;461.04;137.03;53.54;0.91;156.1
272;900;2000;383.9;398.0;88.0;114.0;1.0;193.0
273;900;2001;320.0;314.0;83.0;31.0;1.0;201.0
274;900;2002;362.0;345.0;74.83;18.35;0.78;250.93
275;900;2003;198.0;193.0;47.0;48.0;3.0;97.0
276;901;1998;39.03;25.87;108.91;45.83;0.0;1.36
277;901;1999;161.09;156.1;14.97;4.08;0.0;6.81
278;901;2000;85.9;104.0;3.0;99.0;0.0;1.0
279;901;2001;24.0;9.0;5.0;4.0;0.0;1.0
280;901;2002;31.0;12.0;7.0;2.0;0.0;3.0
281;901;2003;13.0;33.0;4.0;5.0;0.0;26.0
282;902;1998;177.88;157.46;132.96;3.18;0.0;50.82
283;902;1999;193.76;186.96;96.2;33.58;0.0;27.68
284;902;2000;101.0;94.0;72.0;3.0;0.0;19.0
285;902;2001;77.0;76.0;59.0;5.0;0.0;13.0
286;902;2002;65.0;68.0;50.24;1.35;0.0;16.0
287;902;2003;33.0;32.0;26.0;4.0;0.0;2.0
288;903;1998;18.15;16.79;8.62;3.18;0.91;5.9
289;903;1999;19.97;18.15;7.26;2.72;0.91;6.35
290;903;2000;15.0;14.0;5.0;2.0;1.0;6.0
291;903;2001;15.0;14.0;8.0;3.0;1.0;2.0
292;903;2002;10.0;8.0;1.59;3.0;0.78;2.93
293;903;2003;22.0;20.0;1.0;8.0;1.0;10.0
294;904;1998;143.39;147.02;18.15;11.34;0.0;70.34
295;904;1999;100.74;99.83;18.6;13.16;0.0;115.26
296;904;2000;182.0;186.0;8.0;10.0;0.0;167.0
297;904;2001;204.0;215.0;11.0;19.0;0.0;185.0
298;904;2002;256.0;257.0;16.0;12.0;0.0;229.0
299;904;2003;130.0;108.0;16.0;31.0;2.0;59.0
300;Financiering algemene dekkingsmiddelen;1998;29.95;122.97;3.18;32.22;0.45;49.92
301;Financiering algemene dekkingsmiddelen;1999;44.47;85.76;13.61;26.32;4.08;78.96
302;Financiering algemene dekkingsmiddelen;2000;83.0;107.0;3.0;36.0;0.0;68.0
303;Financiering algemene dekkingsmiddelen;2001;54.0;128.0;4.0;46.0;0.0;77.0
304;Financiering algemene dekkingsmiddelen;2002;52.0;224.0;1.0;53.0;0.0;170.0
305;Financiering algemene dekkingsmiddelen;2003;61.0;84.0;2.0;49.0;0.0;33.0
