ID;Bedrijfskenmerken;Perioden;OpenstaandeVacatures_1;OntstaneVacatures_2;VervuldeVacatures_3
1460;D Energievoorziening;2009 1e kwartaal;0.6;1.0;1.0
1461;D Energievoorziening;2009 2e kwartaal;0.7;1.0;1.0
1462;D Energievoorziening;2009 3e kwartaal;0.6;1.0;1.0
1463;D Energievoorziening;2009 4e kwartaal;0.6;0.0;0.0
1464;D Energievoorziening;2009 jaargem. /jaartotaal;0.7;2.0;2.0
1465;D Energievoorziening;2010 1e kwartaal;0.8;1.0;0.0
1466;D Energievoorziening;2010 2e kwartaal;0.8;0.5;0.5
1467;D Energievoorziening;2010 3e kwartaal;0.7;0.3;0.4
1468;D Energievoorziening;2010 4e kwartaal;0.9;0.5;0.4
1469;D Energievoorziening;2010 jaargem. /jaartotaal;0.8;2.0;2.0
1470;D Energievoorziening;2011 1e kwartaal;0.8;0.0;1.0
1471;D Energievoorziening;2011 2e kwartaal;0.7;1.0;1.0
1472;D Energievoorziening;2011 3e kwartaal;0.6;1.0;1.0
1473;D Energievoorziening;2011 4e kwartaal;0.6;1.0;1.0
1474;D Energievoorziening;2011 jaargem. /jaartotaal;0.7;2.0;2.0
1475;D Energievoorziening;2012 1e kwartaal;0.5;1.0;1.0
1476;D Energievoorziening;2012 2e kwartaal;0.6;0.0;0.0
1477;D Energievoorziening;2012 3e kwartaal;0.5;0.0;0.0
1478;D Energievoorziening;2012 4e kwartaal;0.3;0.0;0.0
1479;D Energievoorziening;2012 jaargem. /jaartotaal;0.5;2.0;2.0
1480;D Energievoorziening;2013 1e kwartaal;0.5;1.0;0.0
1481;D Energievoorziening;2013 2e kwartaal;0.6;1.0;1.0
1482;D Energievoorziening;2013 3e kwartaal;0.5;0.0;1.0
1483;D Energievoorziening;2013 4e kwartaal;0.3;0.0;0.0
1484;D Energievoorziening;2013 jaargem. /jaartotaal;0.5;2.0;2.0
1485;D Energievoorziening;2014 1e kwartaal;0.3;0.0;0.0
1486;D Energievoorziening;2014 2e kwartaal;0.5;1.0;1.0
1487;D Energievoorziening;2014 3e kwartaal;0.6;1.0;0.0
1488;D Energievoorziening;2014 4e kwartaal;0.4;0.0;1.0
1489;D Energievoorziening;2014 jaargem. /jaartotaal;0.5;2.0;2.0
1490;D Energievoorziening;2015 1e kwartaal;0.6;1.0;0.0
1491;D Energievoorziening;2015 2e kwartaal;0.6;1.0;1.0
1492;D Energievoorziening;2015 3e kwartaal;0.4;1.0;1.0
1493;D Energievoorziening;2015 4e kwartaal;0.8;1.0;1.0
1494;D Energievoorziening;2015 jaargem. /jaartotaal;0.5;3.0;2.0
1495;D Energievoorziening;2016 1e kwartaal;0.7;1.0;1.0
1496;D Energievoorziening;2016 2e kwartaal;0.7;1.0;1.0
1497;D Energievoorziening;2016 3e kwartaal;0.8;1.0;1.0
1498;D Energievoorziening;2016 4e kwartaal;0.9;1.0;1.0
1499;D Energievoorziening;2016 jaargem. /jaartotaal;0.7;2.0;2.0
1500;D Energievoorziening;2017 1e kwartaal;0.7;1.0;1.0
1501;D Energievoorziening;2017 2e kwartaal;0.6;1.0;1.0
1502;D Energievoorziening;2017 3e kwartaal;0.5;1.0;1.0
1503;D Energievoorziening;2017 4e kwartaal;0.6;1.0;1.0
1504;D Energievoorziening;2017 jaargem. /jaartotaal;0.6;2.0;3.0
1505;D Energievoorziening;2018 1e kwartaal;0.7;1.0;1.0
1506;D Energievoorziening;2018 2e kwartaal;0.7;1.0;1.0
1507;D Energievoorziening;2018 3e kwartaal;0.8;1.0;1.0
1508;D Energievoorziening;2018 4e kwartaal;0.8;1.0;1.0
1509;D Energievoorziening;2018 jaargem. /jaartotaal;0.7;3.0;3.0
1510;D Energievoorziening;2019 1e kwartaal;0.9;1.0;1.0
1511;D Energievoorziening;2019 2e kwartaal;0.9;1.0;1.0
1512;D Energievoorziening;2019 3e kwartaal;1.0;1.0;1.0
1513;D Energievoorziening;2019 4e kwartaal;1.2;1.0;1.0
1514;D Energievoorziening;2019 jaargem. /jaartotaal;0.9;3.0;3.0
1515;D Energievoorziening;2020 1e kwartaal;1.2;1.0;1.0
1516;D Energievoorziening;2020 2e kwartaal;1.1;1.0;1.0
1517;D Energievoorziening;2020 3e kwartaal;1.0;1.0;1.0
1518;D Energievoorziening;2020 4e kwartaal;1.1;1.0;1.0
1519;D Energievoorziening;2020 jaargem. /jaartotaal;1.1;4.0;4.0
1520;D Energievoorziening;2021 1e kwartaal;1.0;1.0;1.0
1521;D Energievoorziening;2021 2e kwartaal;1.3;2.0;1.0
1522;D Energievoorziening;2021 3e kwartaal;1.6;1.0;1.0
1523;D Energievoorziening;2021 4e kwartaal;1.7;2.0;2.0
1524;D Energievoorziening;2021 jaargem. /jaartotaal;1.3;6.0;5.0
1525;D Energievoorziening;2022 1e kwartaal;2.2;2.0;1.0
1526;D Energievoorziening;2022 2e kwartaal;2.6;2.0;2.0
1527;D Energievoorziening;2022 3e kwartaal;1.8;1.0;2.0
1528;D Energievoorziening;2022 4e kwartaal;2.0;2.0;2.0
1529;D Energievoorziening;2022 jaargem. /jaartotaal;2.1;7.0;7.0
1530;D Energievoorziening;2023 1e kwartaal;2.3;3.0;2.0
1531;D Energievoorziening;2023 2e kwartaal;2.3;3.0;3.0
1532;D Energievoorziening;2023 3e kwartaal;2.4;3.0;3.0
1533;D Energievoorziening;2023 4e kwartaal;2.4;3.0;3.0
1534;D Energievoorziening;2023 jaargem. /jaartotaal;2.3;12.0;11.0
1535;D Energievoorziening;2024 1e kwartaal;2.3;3.0;3.0
1536;D Energievoorziening;2024 2e kwartaal;2.2;3.0;3.0
1537;D Energievoorziening;2024 3e kwartaal;2.1;3.0;3.0
1538;D Energievoorziening;2024 4e kwartaal;2.4;3.0;3.0
1539;D Energievoorziening;2024 jaargem. /jaartotaal;2.2;11.0;11.0
1540;E Waterbedrijven en afvalbeheer;1997 1e kwartaal;0.6;1.0;1.0
1541;E Waterbedrijven en afvalbeheer;1997 2e kwartaal;0.9;1.0;1.0
1542;E Waterbedrijven en afvalbeheer;1997 3e kwartaal;0.7;1.0;1.0
1543;E Waterbedrijven en afvalbeheer;1997 4e kwartaal;0.9;1.0;1.0
1544;E Waterbedrijven en afvalbeheer;1997 jaargem. /jaartotaal;;4.0;3.0
1545;E Waterbedrijven en afvalbeheer;1998 1e kwartaal;1.0;1.0;1.0
1546;E Waterbedrijven en afvalbeheer;1998 2e kwartaal;1.7;2.0;1.0
1547;E Waterbedrijven en afvalbeheer;1998 3e kwartaal;0.7;1.0;1.0
1548;E Waterbedrijven en afvalbeheer;1998 4e kwartaal;0.9;1.0;1.0
1549;E Waterbedrijven en afvalbeheer;1998 jaargem. /jaartotaal;1.1;5.0;5.0
1550;E Waterbedrijven en afvalbeheer;1999 1e kwartaal;1.0;1.0;1.0
1551;E Waterbedrijven en afvalbeheer;1999 2e kwartaal;1.1;1.0;1.0
1552;E Waterbedrijven en afvalbeheer;1999 3e kwartaal;0.9;1.0;1.0
1553;E Waterbedrijven en afvalbeheer;1999 4e kwartaal;1.1;1.0;1.0
1554;E Waterbedrijven en afvalbeheer;1999 jaargem. /jaartotaal;1.0;5.0;5.0
1555;E Waterbedrijven en afvalbeheer;2000 1e kwartaal;1.2;1.0;1.0
1556;E Waterbedrijven en afvalbeheer;2000 2e kwartaal;1.4;1.0;1.0
1557;E Waterbedrijven en afvalbeheer;2000 3e kwartaal;0.9;1.0;2.0
1558;E Waterbedrijven en afvalbeheer;2000 4e kwartaal;1.3;2.0;1.0
1559;E Waterbedrijven en afvalbeheer;2000 jaargem. /jaartotaal;1.2;5.0;5.0
1560;E Waterbedrijven en afvalbeheer;2001 1e kwartaal;1.3;1.0;1.0
1561;E Waterbedrijven en afvalbeheer;2001 2e kwartaal;1.4;2.0;1.0
1562;E Waterbedrijven en afvalbeheer;2001 3e kwartaal;1.1;1.0;1.0
1563;E Waterbedrijven en afvalbeheer;2001 4e kwartaal;1.3;1.0;1.0
1564;E Waterbedrijven en afvalbeheer;2001 jaargem. /jaartotaal;1.3;5.0;5.0
1565;E Waterbedrijven en afvalbeheer;2002 1e kwartaal;1.1;1.0;1.0
1566;E Waterbedrijven en afvalbeheer;2002 2e kwartaal;1.4;2.0;1.0
1567;E Waterbedrijven en afvalbeheer;2002 3e kwartaal;0.7;1.0;1.0
1568;E Waterbedrijven en afvalbeheer;2002 4e kwartaal;0.7;1.0;1.0
1569;E Waterbedrijven en afvalbeheer;2002 jaargem. /jaartotaal;1.0;4.0;5.0
1570;E Waterbedrijven en afvalbeheer;2003 1e kwartaal;0.8;1.0;1.0
1571;E Waterbedrijven en afvalbeheer;2003 2e kwartaal;0.8;1.0;1.0
1572;E Waterbedrijven en afvalbeheer;2003 3e kwartaal;0.7;1.0;1.0
1573;E Waterbedrijven en afvalbeheer;2003 4e kwartaal;0.7;1.0;1.0
1574;E Waterbedrijven en afvalbeheer;2003 jaargem. /jaartotaal;0.8;3.0;4.0
1575;E Waterbedrijven en afvalbeheer;2004 1e kwartaal;0.7;1.0;1.0
1576;E Waterbedrijven en afvalbeheer;2004 2e kwartaal;1.0;1.0;1.0
1577;E Waterbedrijven en afvalbeheer;2004 3e kwartaal;0.7;1.0;1.0
1578;E Waterbedrijven en afvalbeheer;2004 4e kwartaal;0.5;1.0;1.0
1579;E Waterbedrijven en afvalbeheer;2004 jaargem. /jaartotaal;0.7;4.0;4.0
1580;E Waterbedrijven en afvalbeheer;2005 1e kwartaal;0.8;1.0;1.0
1581;E Waterbedrijven en afvalbeheer;2005 2e kwartaal;0.8;1.0;1.0
1582;E Waterbedrijven en afvalbeheer;2005 3e kwartaal;0.6;1.0;1.0
1583;E Waterbedrijven en afvalbeheer;2005 4e kwartaal;0.7;1.0;1.0
1584;E Waterbedrijven en afvalbeheer;2005 jaargem. /jaartotaal;0.7;4.0;4.0
1585;E Waterbedrijven en afvalbeheer;2006 1e kwartaal;0.8;1.0;1.0
1586;E Waterbedrijven en afvalbeheer;2006 2e kwartaal;1.0;1.0;1.0
1587;E Waterbedrijven en afvalbeheer;2006 3e kwartaal;0.8;1.0;2.0
1588;E Waterbedrijven en afvalbeheer;2006 4e kwartaal;0.9;1.0;1.0
1589;E Waterbedrijven en afvalbeheer;2006 jaargem. /jaartotaal;0.9;5.0;5.0
1590;E Waterbedrijven en afvalbeheer;2007 1e kwartaal;0.9;1.0;1.0
1591;E Waterbedrijven en afvalbeheer;2007 2e kwartaal;1.0;1.0;1.0
1592;E Waterbedrijven en afvalbeheer;2007 3e kwartaal;1.0;1.0;1.0
1593;E Waterbedrijven en afvalbeheer;2007 4e kwartaal;0.9;1.0;1.0
1594;E Waterbedrijven en afvalbeheer;2007 jaargem. /jaartotaal;1.0;5.0;5.0
1595;E Waterbedrijven en afvalbeheer;2008 1e kwartaal;1.2;2.0;1.0
1596;E Waterbedrijven en afvalbeheer;2008 2e kwartaal;1.5;2.0;2.0
1597;E Waterbedrijven en afvalbeheer;2008 3e kwartaal;1.2;1.0;2.0
1598;E Waterbedrijven en afvalbeheer;2008 4e kwartaal;1.0;1.0;1.0
1599;E Waterbedrijven en afvalbeheer;2008 jaargem. /jaartotaal;1.2;6.0;6.0
1600;E Waterbedrijven en afvalbeheer;2009 1e kwartaal;0.9;1.0;1.0
1601;E Waterbedrijven en afvalbeheer;2009 2e kwartaal;0.8;1.0;1.0
1602;E Waterbedrijven en afvalbeheer;2009 3e kwartaal;0.6;0.0;1.0
1603;E Waterbedrijven en afvalbeheer;2009 4e kwartaal;0.5;1.0;1.0
1604;E Waterbedrijven en afvalbeheer;2009 jaargem. /jaartotaal;0.8;3.0;4.0
1605;E Waterbedrijven en afvalbeheer;2010 1e kwartaal;0.7;1.0;1.0
1606;E Waterbedrijven en afvalbeheer;2010 2e kwartaal;0.8;1.0;0.9
1607;E Waterbedrijven en afvalbeheer;2010 3e kwartaal;0.5;0.6;0.9
1608;E Waterbedrijven en afvalbeheer;2010 4e kwartaal;0.6;0.6;0.4
1609;E Waterbedrijven en afvalbeheer;2010 jaargem. /jaartotaal;0.6;3.0;3.0
1610;E Waterbedrijven en afvalbeheer;2011 1e kwartaal;0.5;1.0;1.0
1611;E Waterbedrijven en afvalbeheer;2011 2e kwartaal;0.7;1.0;1.0
1612;E Waterbedrijven en afvalbeheer;2011 3e kwartaal;0.5;0.0;1.0
1613;E Waterbedrijven en afvalbeheer;2011 4e kwartaal;0.6;1.0;1.0
1614;E Waterbedrijven en afvalbeheer;2011 jaargem. /jaartotaal;0.6;3.0;3.0
1615;E Waterbedrijven en afvalbeheer;2012 1e kwartaal;0.5;1.0;1.0
1616;E Waterbedrijven en afvalbeheer;2012 2e kwartaal;0.3;0.0;1.0
1617;E Waterbedrijven en afvalbeheer;2012 3e kwartaal;0.4;1.0;0.0
1618;E Waterbedrijven en afvalbeheer;2012 4e kwartaal;0.3;0.0;0.0
1619;E Waterbedrijven en afvalbeheer;2012 jaargem. /jaartotaal;0.4;2.0;2.0
1620;E Waterbedrijven en afvalbeheer;2013 1e kwartaal;0.2;0.0;0.0
1621;E Waterbedrijven en afvalbeheer;2013 2e kwartaal;0.3;0.0;0.0
1622;E Waterbedrijven en afvalbeheer;2013 3e kwartaal;0.3;0.0;0.0
1623;E Waterbedrijven en afvalbeheer;2013 4e kwartaal;0.4;1.0;0.0
1624;E Waterbedrijven en afvalbeheer;2013 jaargem. /jaartotaal;0.3;2.0;1.0
1625;E Waterbedrijven en afvalbeheer;2014 1e kwartaal;0.6;1.0;1.0
1626;E Waterbedrijven en afvalbeheer;2014 2e kwartaal;0.3;0.0;1.0
1627;E Waterbedrijven en afvalbeheer;2014 3e kwartaal;0.3;0.0;0.0
1628;E Waterbedrijven en afvalbeheer;2014 4e kwartaal;0.3;0.0;0.0
1629;E Waterbedrijven en afvalbeheer;2014 jaargem. /jaartotaal;0.4;2.0;2.0
1630;E Waterbedrijven en afvalbeheer;2015 1e kwartaal;0.4;1.0;1.0
1631;E Waterbedrijven en afvalbeheer;2015 2e kwartaal;0.5;1.0;1.0
1632;E Waterbedrijven en afvalbeheer;2015 3e kwartaal;0.5;1.0;1.0
1633;E Waterbedrijven en afvalbeheer;2015 4e kwartaal;0.5;1.0;1.0
1634;E Waterbedrijven en afvalbeheer;2015 jaargem. /jaartotaal;0.4;2.0;2.0
1635;E Waterbedrijven en afvalbeheer;2016 1e kwartaal;0.5;1.0;1.0
1636;E Waterbedrijven en afvalbeheer;2016 2e kwartaal;0.6;1.0;1.0
1637;E Waterbedrijven en afvalbeheer;2016 3e kwartaal;0.5;1.0;1.0
1638;E Waterbedrijven en afvalbeheer;2016 4e kwartaal;0.6;1.0;1.0
1639;E Waterbedrijven en afvalbeheer;2016 jaargem. /jaartotaal;0.6;3.0;3.0
1640;E Waterbedrijven en afvalbeheer;2017 1e kwartaal;0.8;1.0;1.0
1641;E Waterbedrijven en afvalbeheer;2017 2e kwartaal;0.8;1.0;1.0
1642;E Waterbedrijven en afvalbeheer;2017 3e kwartaal;0.9;1.0;1.0
1643;E Waterbedrijven en afvalbeheer;2017 4e kwartaal;0.9;1.0;1.0
1644;E Waterbedrijven en afvalbeheer;2017 jaargem. /jaartotaal;0.8;4.0;4.0
1645;E Waterbedrijven en afvalbeheer;2018 1e kwartaal;1.2;1.0;1.0
1646;E Waterbedrijven en afvalbeheer;2018 2e kwartaal;1.2;1.0;1.0
1647;E Waterbedrijven en afvalbeheer;2018 3e kwartaal;1.2;1.0;1.0
1648;E Waterbedrijven en afvalbeheer;2018 4e kwartaal;1.1;1.0;1.0
1649;E Waterbedrijven en afvalbeheer;2018 jaargem. /jaartotaal;1.2;4.0;4.0
1650;E Waterbedrijven en afvalbeheer;2019 1e kwartaal;1.0;1.0;1.0
1651;E Waterbedrijven en afvalbeheer;2019 2e kwartaal;0.9;1.0;1.0
1652;E Waterbedrijven en afvalbeheer;2019 3e kwartaal;1.2;1.0;1.0
1653;E Waterbedrijven en afvalbeheer;2019 4e kwartaal;1.2;1.0;1.0
1654;E Waterbedrijven en afvalbeheer;2019 jaargem. /jaartotaal;1.1;4.0;4.0
1655;E Waterbedrijven en afvalbeheer;2020 1e kwartaal;0.8;1.0;1.0
1656;E Waterbedrijven en afvalbeheer;2020 2e kwartaal;0.9;1.0;1.0
1657;E Waterbedrijven en afvalbeheer;2020 3e kwartaal;1.0;1.0;1.0
1658;E Waterbedrijven en afvalbeheer;2020 4e kwartaal;1.1;1.0;1.0
1659;E Waterbedrijven en afvalbeheer;2020 jaargem. /jaartotaal;1.0;4.0;4.0
1660;E Waterbedrijven en afvalbeheer;2021 1e kwartaal;0.9;1.0;1.0
1661;E Waterbedrijven en afvalbeheer;2021 2e kwartaal;1.3;1.0;1.0
1662;E Waterbedrijven en afvalbeheer;2021 3e kwartaal;1.5;1.0;1.0
1663;E Waterbedrijven en afvalbeheer;2021 4e kwartaal;1.6;1.0;1.0
1664;E Waterbedrijven en afvalbeheer;2021 jaargem. /jaartotaal;1.2;5.0;4.0
1665;E Waterbedrijven en afvalbeheer;2022 1e kwartaal;2.0;2.0;1.0
1666;E Waterbedrijven en afvalbeheer;2022 2e kwartaal;2.0;1.0;1.0
1667;E Waterbedrijven en afvalbeheer;2022 3e kwartaal;2.1;2.0;1.0
1668;E Waterbedrijven en afvalbeheer;2022 4e kwartaal;2.0;1.0;1.0
1669;E Waterbedrijven en afvalbeheer;2022 jaargem. /jaartotaal;2.0;6.0;6.0
1670;E Waterbedrijven en afvalbeheer;2023 1e kwartaal;1.8;1.0;1.0
1671;E Waterbedrijven en afvalbeheer;2023 2e kwartaal;1.8;1.0;1.0
1672;E Waterbedrijven en afvalbeheer;2023 3e kwartaal;1.7;1.0;1.0
1673;E Waterbedrijven en afvalbeheer;2023 4e kwartaal;1.7;1.0;1.0
1674;E Waterbedrijven en afvalbeheer;2023 jaargem. /jaartotaal;1.8;5.0;5.0
1675;E Waterbedrijven en afvalbeheer;2024 1e kwartaal;1.9;2.0;2.0
1676;E Waterbedrijven en afvalbeheer;2024 2e kwartaal;2.0;2.0;2.0
1677;E Waterbedrijven en afvalbeheer;2024 3e kwartaal;1.9;1.0;1.0
1678;E Waterbedrijven en afvalbeheer;2024 4e kwartaal;1.9;2.0;1.0
1679;E Waterbedrijven en afvalbeheer;2024 jaargem. /jaartotaal;1.9;6.0;6.0
1680;F Bouwnijverheid;1997 1e kwartaal;6.2;12.0;11.0
1681;F Bouwnijverheid;1997 2e kwartaal;8.4;21.0;19.0
1682;F Bouwnijverheid;1997 3e kwartaal;6.3;12.0;14.0
1683;F Bouwnijverheid;1997 4e kwartaal;7.5;11.0;10.0
1684;F Bouwnijverheid;1997 jaargem. /jaartotaal;;56.0;53.0
1685;F Bouwnijverheid;1998 1e kwartaal;8.6;17.0;16.0
1686;F Bouwnijverheid;1998 2e kwartaal;10.3;20.0;18.0
1687;F Bouwnijverheid;1998 3e kwartaal;8.6;12.0;13.0
1688;F Bouwnijverheid;1998 4e kwartaal;9.5;11.0;10.0
1689;F Bouwnijverheid;1998 jaargem. /jaartotaal;9.0;60.0;58.0
1690;F Bouwnijverheid;1999 1e kwartaal;12.6;22.0;19.0
1691;F Bouwnijverheid;1999 2e kwartaal;18.5;24.0;19.0
1692;F Bouwnijverheid;1999 3e kwartaal;14.8;13.0;17.0
1693;F Bouwnijverheid;1999 4e kwartaal;14.2;13.0;14.0
1694;F Bouwnijverheid;1999 jaargem. /jaartotaal;14.5;73.0;68.0
1695;F Bouwnijverheid;2000 1e kwartaal;21.6;27.0;19.0
1696;F Bouwnijverheid;2000 2e kwartaal;21.0;19.0;20.0
1697;F Bouwnijverheid;2000 3e kwartaal;17.1;14.0;18.0
1698;F Bouwnijverheid;2000 4e kwartaal;16.9;15.0;15.0
1699;F Bouwnijverheid;2000 jaargem. /jaartotaal;18.8;75.0;72.0
1700;F Bouwnijverheid;2001 1e kwartaal;20.1;22.0;19.0
1701;F Bouwnijverheid;2001 2e kwartaal;20.4;16.0;15.0
1702;F Bouwnijverheid;2001 3e kwartaal;14.6;13.0;18.0
1703;F Bouwnijverheid;2001 4e kwartaal;14.8;12.0;12.0
1704;F Bouwnijverheid;2001 jaargem. /jaartotaal;17.7;62.0;64.0
1705;F Bouwnijverheid;2002 1e kwartaal;16.0;15.0;14.0
1706;F Bouwnijverheid;2002 2e kwartaal;14.4;13.0;15.0
1707;F Bouwnijverheid;2002 3e kwartaal;7.0;7.0;14.0
1708;F Bouwnijverheid;2002 4e kwartaal;6.9;7.0;7.0
1709;F Bouwnijverheid;2002 jaargem. /jaartotaal;12.1;43.0;51.0
1710;F Bouwnijverheid;2003 1e kwartaal;8.4;12.0;11.0
1711;F Bouwnijverheid;2003 2e kwartaal;8.2;11.0;11.0
1712;F Bouwnijverheid;2003 3e kwartaal;4.0;6.0;10.0
1713;F Bouwnijverheid;2003 4e kwartaal;4.5;6.0;5.0
1714;F Bouwnijverheid;2003 jaargem. /jaartotaal;6.6;34.0;36.0
1715;F Bouwnijverheid;2004 1e kwartaal;6.7;10.0;8.0
1716;F Bouwnijverheid;2004 2e kwartaal;8.5;13.0;11.0
1717;F Bouwnijverheid;2004 3e kwartaal;6.5;9.0;11.0
1718;F Bouwnijverheid;2004 4e kwartaal;7.3;10.0;9.0
1719;F Bouwnijverheid;2004 jaargem. /jaartotaal;6.9;41.0;39.0
1720;F Bouwnijverheid;2005 1e kwartaal;9.7;14.0;12.0
1721;F Bouwnijverheid;2005 2e kwartaal;10.0;14.0;14.0
1722;F Bouwnijverheid;2005 3e kwartaal;10.5;13.0;13.0
1723;F Bouwnijverheid;2005 4e kwartaal;11.4;13.0;12.0
1724;F Bouwnijverheid;2005 jaargem. /jaartotaal;9.9;55.0;51.0
1725;F Bouwnijverheid;2006 1e kwartaal;14.1;18.0;15.0
1726;F Bouwnijverheid;2006 2e kwartaal;15.7;19.0;17.0
1727;F Bouwnijverheid;2006 3e kwartaal;17.4;19.0;17.0
1728;F Bouwnijverheid;2006 4e kwartaal;15.6;13.0;15.0
1729;F Bouwnijverheid;2006 jaargem. /jaartotaal;15.2;68.0;64.0
1730;F Bouwnijverheid;2007 1e kwartaal;18.9;20.0;16.0
1731;F Bouwnijverheid;2007 2e kwartaal;20.2;18.0;17.0
1732;F Bouwnijverheid;2007 3e kwartaal;19.8;16.0;16.0
1733;F Bouwnijverheid;2007 4e kwartaal;18.9;14.0;15.0
1734;F Bouwnijverheid;2007 jaargem. /jaartotaal;19.0;68.0;64.0
1735;F Bouwnijverheid;2008 1e kwartaal;21.6;17.0;14.0
1736;F Bouwnijverheid;2008 2e kwartaal;19.8;14.0;16.0
1737;F Bouwnijverheid;2008 3e kwartaal;17.1;13.0;16.0
1738;F Bouwnijverheid;2008 4e kwartaal;12.3;8.0;13.0
1739;F Bouwnijverheid;2008 jaargem. /jaartotaal;18.5;52.0;59.0
1740;F Bouwnijverheid;2009 1e kwartaal;8.7;7.0;11.0
1741;F Bouwnijverheid;2009 2e kwartaal;6.9;6.0;8.0
1742;F Bouwnijverheid;2009 3e kwartaal;6.0;6.0;7.0
1743;F Bouwnijverheid;2009 4e kwartaal;5.4;6.0;7.0
1744;F Bouwnijverheid;2009 jaargem. /jaartotaal;7.6;26.0;33.0
1745;F Bouwnijverheid;2010 1e kwartaal;5.6;8.0;8.0
1746;F Bouwnijverheid;2010 2e kwartaal;5.3;7.1;7.4
1747;F Bouwnijverheid;2010 3e kwartaal;6.2;8.1;7.2
1748;F Bouwnijverheid;2010 4e kwartaal;6.0;6.8;7.1
1749;F Bouwnijverheid;2010 jaargem. /jaartotaal;5.7;30.0;29.0
1750;F Bouwnijverheid;2011 1e kwartaal;6.5;9.0;9.0
1751;F Bouwnijverheid;2011 2e kwartaal;6.8;8.0;8.0
1752;F Bouwnijverheid;2011 3e kwartaal;5.6;6.0;7.0
1753;F Bouwnijverheid;2011 4e kwartaal;4.7;4.0;5.0
1754;F Bouwnijverheid;2011 jaargem. /jaartotaal;6.0;28.0;29.0
1755;F Bouwnijverheid;2012 1e kwartaal;5.1;7.0;6.0
1756;F Bouwnijverheid;2012 2e kwartaal;4.6;6.0;6.0
1757;F Bouwnijverheid;2012 3e kwartaal;4.2;5.0;6.0
1758;F Bouwnijverheid;2012 4e kwartaal;3.0;4.0;5.0
1759;F Bouwnijverheid;2012 jaargem. /jaartotaal;4.5;22.0;23.0
1760;F Bouwnijverheid;2013 1e kwartaal;3.3;5.0;5.0
1761;F Bouwnijverheid;2013 2e kwartaal;3.0;6.0;6.0
1762;F Bouwnijverheid;2013 3e kwartaal;3.3;5.0;4.0
1763;F Bouwnijverheid;2013 4e kwartaal;3.0;4.0;4.0
1764;F Bouwnijverheid;2013 jaargem. /jaartotaal;3.2;20.0;21.0
1765;F Bouwnijverheid;2014 1e kwartaal;3.9;6.0;5.0
1766;F Bouwnijverheid;2014 2e kwartaal;4.0;5.0;5.0
1767;F Bouwnijverheid;2014 3e kwartaal;4.1;5.0;5.0
1768;F Bouwnijverheid;2014 4e kwartaal;3.9;4.0;5.0
1769;F Bouwnijverheid;2014 jaargem. /jaartotaal;3.9;22.0;21.0
1770;F Bouwnijverheid;2015 1e kwartaal;4.4;7.0;6.0
1771;F Bouwnijverheid;2015 2e kwartaal;5.4;8.0;7.0
1772;F Bouwnijverheid;2015 3e kwartaal;5.5;8.0;7.0
1773;F Bouwnijverheid;2015 4e kwartaal;5.6;7.0;7.0
1774;F Bouwnijverheid;2015 jaargem. /jaartotaal;5.0;30.0;28.0
1775;F Bouwnijverheid;2016 1e kwartaal;5.9;7.0;7.0
1776;F Bouwnijverheid;2016 2e kwartaal;6.8;9.0;8.0
1777;F Bouwnijverheid;2016 3e kwartaal;7.2;9.0;8.0
1778;F Bouwnijverheid;2016 4e kwartaal;7.3;8.0;8.0
1779;F Bouwnijverheid;2016 jaargem. /jaartotaal;6.6;33.0;31.0
1780;F Bouwnijverheid;2017 1e kwartaal;9.6;10.0;8.0
1781;F Bouwnijverheid;2017 2e kwartaal;11.4;12.0;10.0
1782;F Bouwnijverheid;2017 3e kwartaal;12.8;12.0;10.0
1783;F Bouwnijverheid;2017 4e kwartaal;14.2;12.0;11.0
1784;F Bouwnijverheid;2017 jaargem. /jaartotaal;11.1;46.0;39.0
1785;F Bouwnijverheid;2018 1e kwartaal;15.6;13.0;12.0
1786;F Bouwnijverheid;2018 2e kwartaal;16.7;13.0;12.0
1787;F Bouwnijverheid;2018 3e kwartaal;16.3;12.0;12.0
1788;F Bouwnijverheid;2018 4e kwartaal;16.6;12.0;12.0
1789;F Bouwnijverheid;2018 jaargem. /jaartotaal;16.0;50.0;47.0
1790;F Bouwnijverheid;2019 1e kwartaal;18.9;16.0;14.0
1791;F Bouwnijverheid;2019 2e kwartaal;18.8;13.0;13.0
1792;F Bouwnijverheid;2019 3e kwartaal;18.0;11.0;12.0
1793;F Bouwnijverheid;2019 4e kwartaal;16.8;10.0;11.0
1794;F Bouwnijverheid;2019 jaargem. /jaartotaal;18.1;49.0;49.0
1795;F Bouwnijverheid;2020 1e kwartaal;13.9;11.0;13.0
1796;F Bouwnijverheid;2020 2e kwartaal;13.1;9.0;10.0
1797;F Bouwnijverheid;2020 3e kwartaal;14.4;11.0;9.0
1798;F Bouwnijverheid;2020 4e kwartaal;15.6;10.0;9.0
1799;F Bouwnijverheid;2020 jaargem. /jaartotaal;14.4;41.0;42.0
1800;F Bouwnijverheid;2021 1e kwartaal;18.1;13.0;11.0
1801;F Bouwnijverheid;2021 2e kwartaal;21.1;14.0;11.0
1802;F Bouwnijverheid;2021 3e kwartaal;23.2;14.0;12.0
1803;F Bouwnijverheid;2021 4e kwartaal;25.1;14.0;12.0
1804;F Bouwnijverheid;2021 jaargem. /jaartotaal;20.7;55.0;46.0
