ID;Leeftijd;Perioden;TotaalParen_1;GeenKinderen_2;k_1Kind_3;k_2Kinderen_4;k_3OfMeerKinderen_5;TotaalEenouderhuishoudens_6;k_1Kind_7;k_2Kinderen_8;k_3OfMeerKinderen_9
23;Totaal over alle leeftijden;2032;4262324;2297053;752814;901154;311303;517637;306749;166191;44697
24;Totaal over alle leeftijden;2033;4251126;2283672;750383;904730;312341;517851;306582;166526;44743
25;Totaal over alle leeftijden;2034;4238868;2269249;748174;908079;313366;518205;306491;166896;44818
26;Totaal over alle leeftijden;2035;4225734;2253898;746024;911380;314432;518657;306455;167299;44903
27;Totaal over alle leeftijden;2036;4211914;2237852;744159;914384;315519;519267;306567;167705;44995
28;Totaal over alle leeftijden;2037;4197626;2221299;742849;917002;316476;519997;306796;168116;45085
29;Totaal over alle leeftijden;2038;4183083;2204747;742377;918870;317089;520784;307180;168460;45144
30;Totaal over alle leeftijden;2039;4168428;2188330;742442;920183;317473;521593;307611;168791;45191
31;Totaal over alle leeftijden;2040;4153848;2172259;742989;920952;317648;522425;308103;169093;45229
32;Totaal over alle leeftijden;2041;4139461;2156649;743955;921236;317621;523212;308581;169370;45261
33;Totaal over alle leeftijden;2042;4125414;2141634;745340;921086;317354;523940;309063;169600;45277
34;Totaal over alle leeftijden;2043;4111811;2127373;747097;920466;316875;524595;309586;169746;45263
35;Totaal over alle leeftijden;2044;4098727;2113904;748792;919671;316360;525141;310053;169851;45237
36;Totaal over alle leeftijden;2045;4086271;2101294;750646;918636;315695;525585;310481;169904;45200
37;Totaal over alle leeftijden;2046;4074482;2089538;752554;917466;314924;525857;310798;169911;45148
38;Totaal over alle leeftijden;2047;4063408;2078679;754570;916136;314023;525971;311041;169846;45084
39;Totaal over alle leeftijden;2048;4053109;2068723;756586;914708;313092;525905;311206;169700;44999
40;Totaal over alle leeftijden;2049;4043639;2059684;758433;913305;312217;525666;311255;169504;44907
41;Totaal over alle leeftijden;2050;4035041;2051543;760297;911903;311298;525271;311200;169259;44812
42;100;2009;71307;61135;7694;1969;509;13236;10553;2268;415
43;100;2010;71561;61125;7872;2037;527;13823;11070;2336;417
44;100;2011;71756;61117;7988;2106;545;14439;11567;2443;429
45;100;2012;71822;60957;8130;2173;562;14813;11867;2514;432
46;100;2013;71939;60902;8245;2222;570;15145;12143;2576;426
47;100;2014;72614;61404;8366;2266;578;15434;12401;2612;421
48;100;2015;73339;62038;8427;2294;580;15619;12570;2639;410
49;100;2016;72871;61554;8418;2316;583;15635;12592;2644;399
50;100;2017;72356;61045;8395;2331;585;15576;12556;2631;389
51;100;2018;71958;60646;8380;2345;587;15556;12549;2626;381
52;100;2019;71828;60492;8387;2360;589;15569;12567;2625;377
53;100;2020;71587;60217;8403;2375;592;15584;12593;2618;373
54;100;2021;72133;60671;8475;2393;594;15707;12700;2635;372
55;100;2022;72809;61241;8560;2413;595;15884;12844;2666;374
56;100;2023;73751;62079;8640;2434;598;16005;12937;2692;376
57;100;2024;73898;62199;8659;2441;599;16004;12928;2699;377
58;100;2025;73668;61988;8639;2443;598;15948;12871;2701;376
59;100;2026;72662;61076;8553;2436;597;15727;12686;2670;371
60;100;2027;71637;60165;8450;2426;596;15522;12514;2640;368
61;100;2028;70386;59049;8330;2412;595;15300;12327;2609;364
62;100;2029;68855;57666;8206;2392;591;15049;12120;2571;358
63;100;2030;67858;56773;8115;2380;590;14880;11981;2545;354
64;100;2031;67383;56365;8057;2373;588;14804;11920;2533;351
65;100;2032;67070;56104;8010;2368;588;14759;11884;2526;349
66;100;2033;67266;56326;7984;2368;588;14748;11876;2525;347
67;100;2034;66751;55869;7937;2358;587;14649;11797;2508;344
68;100;2035;66594;55748;7908;2352;586;14609;11768;2499;342
69;100;2036;66741;55904;7902;2349;586;14618;11776;2500;342
70;100;2037;67001;56160;7910;2346;585;14642;11798;2502;342
71;100;2038;67347;56491;7927;2345;584;14684;11835;2507;342
72;100;2039;67733;56855;7951;2344;583;14729;11874;2512;343
73;100;2040;68232;57320;7985;2345;582;14793;11931;2519;343
74;100;2041;68776;57822;8025;2347;582;14862;11990;2528;344
75;100;2042;69353;58354;8068;2350;581;14937;12054;2539;344
76;100;2043;69919;58871;8113;2354;581;15014;12119;2550;345
77;100;2044;70483;59387;8156;2359;581;15085;12178;2561;346
78;100;2045;71031;59888;8196;2365;582;15154;12235;2571;348
79;100;2046;71535;60349;8231;2372;583;15214;12284;2581;349
80;100;2047;71987;60761;8264;2378;584;15267;12326;2590;351
81;100;2048;72393;61134;8292;2383;584;15310;12361;2597;352
82;100;2049;72744;61456;8316;2388;584;15341;12386;2603;352
83;100;2050;73052;61738;8337;2392;585;15372;12411;2608;353
84;101;2009;539539;282595;128801;100579;27564;60138;33656;19685;6797
85;101;2010;535934;282289;126719;99906;27020;61065;34093;20132;6840
86;101;2011;535427;282431;126105;100073;26818;61955;34569;20488;6898
87;101;2012;536030;282524;126317;100440;26749;63132;35265;20870;6997
88;101;2013;538191;283286;127028;101155;26722;64206;35883;21238;7085
89;101;2014;539820;283292;127953;101856;26719;65213;36485;21574;7154
90;101;2015;542558;283780;129245;102792;26741;66220;37115;21891;7214
91;101;2016;545127;284012;130601;103725;26789;67001;37670;22101;7230
92;101;2017;549376;285513;132140;104816;26907;67881;38264;22351;7266
93;101;2018;555204;288271;133623;106199;27111;68893;38863;22692;7338
94;101;2019;561578;291643;134936;107639;27360;69928;39419;23073;7436
95;101;2020;566780;294225;136038;108932;27585;70837;39907;23408;7522
96;101;2021;570855;296096;136825;110117;27817;71524;40242;23683;7599
97;101;2022;573520;296989;137451;111069;28011;71840;40385;23821;7634
98;101;2023;575140;297294;137842;111834;28170;72176;40539;23965;7672
99;101;2024;577870;298933;138136;112486;28315;72612;40757;24134;7721
100;101;2025;580305;300521;138361;112996;28427;72943;40924;24259;7760
101;101;2026;580551;300229;138639;113237;28446;73079;41041;24286;7752
102;101;2027;580685;299804;138959;113466;28456;73104;41093;24278;7733
103;101;2028;581239;299696;139221;113807;28515;73206;41169;24305;7732
104;101;2029;582268;300026;139418;114216;28608;73330;41251;24340;7739
105;101;2030;582038;299327;139391;114608;28712;73315;41233;24343;7739
106;101;2031;582363;299423;139040;115047;28853;73364;41193;24400;7771
107;101;2032;581899;299281;138326;115327;28965;73410;41118;24478;7814
108;101;2033;580579;298892;137299;115360;29028;73254;40930;24487;7837
109;101;2034;577525;297490;136089;114969;28977;72923;40684;24410;7829
110;101;2035;573213;295308;134744;114308;28853;72432;40362;24273;7797
111;101;2036;567264;291802;133449;113371;28642;71637;39920;24004;7713
112;101;2037;561870;288764;132277;112407;28422;70923;39536;23753;7634
113;101;2038;556793;285813;131333;111454;28193;70242;39188;23501;7553
114;101;2039;552073;282903;130573;110612;27985;69583;38850;23259;7474
115;101;2040;549425;281555;130126;109940;27804;69135;38632;23087;7416
116;101;2041;548503;281492;129931;109431;27649;68932;38543;23004;7385
117;101;2042;548324;281868;129906;109032;27518;68843;38518;22958;7367
118;101;2043;549516;283270;130046;108780;27420;68850;38544;22947;7359
119;101;2044;549410;283287;130250;108544;27329;68717;38504;22881;7332
120;101;2045;550621;284270;130606;108466;27279;68755;38556;22873;7326
121;101;2046;552822;285947;131075;108534;27266;68916;38675;22908;7333
122;101;2047;555432;287843;131598;108707;27284;69124;38812;22963;7349
123;101;2048;558326;289876;132144;108978;27328;69370;38967;23035;7368
124;101;2049;561338;291932;132700;109316;27390;69628;39121;23116;7391
125;101;2050;564558;294124;133230;109726;27478;69917;39288;23210;7419
126;102;2009;947576;172643;181872;413376;179685;148927;68290;58498;22139
127;102;2010;920993;167298;175350;403761;174584;146800;67327;57771;21702
128;102;2011;892812;161655;168602;393510;169045;144481;66172;57055;21254
129;102;2012;866488;156893;162049;383909;163637;142309;65002;56481;20826
130;102;2013;840720;151938;156008;374653;158121;139795;63688;55752;20355
131;102;2014;815760;147849;150056;365345;152510;136969;62088;55023;19858
132;102;2015;787199;142282;143757;354928;146232;132860;59801;53826;19233
133;102;2016;764177;138660;138827;346001;140689;129376;57820;52864;18692
134;102;2017;744902;134625;135018;338987;136272;126208;55972;52007;18229
135;102;2018;730027;130134;132195;334604;133094;123597;54391;51364;17842
136;102;2019;721591;126640;130636;332920;131395;122186;53466;51078;17642
137;102;2020;717833;124694;129694;333030;130415;121571;52914;51127;17530
138;102;2021;718293;123753;129629;334668;130243;121628;52780;51350;17498
139;102;2022;721068;123553;129980;337012;130523;122146;52906;51705;17535
140;102;2023;725993;124269;130311;340178;131235;122852;53085;52146;17621
141;102;2024;730028;123836;130647;343486;132059;123422;53217;52520;17685
142;102;2025;735144;123941;131098;347096;133009;124213;53469;52978;17766
143;102;2026;741248;125163;131392;350695;133998;124943;53658;53434;17851
144;102;2027;748296;127228;131805;354224;135039;125901;53982;53953;17966
145;102;2028;756070;130013;132264;357695;136098;127238;54483;54627;18128
146;102;2029;763593;132957;132775;360820;137041;128742;55065;55364;18313
147;102;2030;769802;135279;133245;363463;137815;129983;55546;55974;18463
148;102;2031;773741;135987;133701;365633;138420;130737;55827;56366;18544
149;102;2032;776349;135888;134045;367502;138914;131096;55939;56585;18572
150;102;2033;777949;135240;134286;369120;139303;131551;56109;56833;18609
151;102;2034;781904;136948;134539;370720;139697;132255;56398;57176;18681
152;102;2035;785866;139098;134600;372097;140071;132784;56613;57437;18734
153;102;2036;788266;140541;134382;373017;140326;133062;56711;57585;18766
154;102;2037;789959;141871;133995;373583;140510;133154;56717;57657;18780
155;102;2038;791716;143804;133538;373775;140599;133366;56775;57778;18813
156;102;2039;793591;146409;133083;373556;140543;133593;56846;57904;18843
157;102;2040;792977;147430;132473;372775;140299;133553;56795;57917;18841
158;102;2041;792053;148613;131852;371665;139923;133575;56782;57957;18836
159;102;2042;790248;149527;131209;370168;139344;133576;56771;57985;18820
160;102;2043;787228;149744;130566;368323;138595;133257;56623;57874;18760
161;102;2044;783670;149931;129846;366183;137710;132679;56364;57649;18666
162;102;2045;778458;148735;129178;363842;136703;131832;55989;57306;18537
163;102;2046;771508;145907;128563;361405;135633;130462;55377;56737;18348
164;102;2047;765289;143295;128074;359252;134668;129234;54829;56226;18179
165;102;2048;759589;140604;127709;357435;133841;128065;54308;55736;18021
166;102;2049;754465;137837;127459;355989;133180;126937;53801;55267;17869
167;102;2050;751439;136202;127362;355127;132748;126155;53447;54945;17763
168;103;2009;940625;232817;216236;341215;150357;156967;90597;51856;14514
169;103;2010;950022;233170;218320;347278;151254;162946;93514;54380;15052
170;103;2011;957270;233854;220091;351871;151454;168046;96027;56535;15484
171;103;2012;960284;233566;221047;354741;150930;172003;97925;58275;15803
172;103;2013;961622;232929;221529;356771;150393;175762;99711;59928;16123
173;103;2014;962087;231111;222082;359142;149752;179255;101391;61422;16442
174;103;2015;964520;229889;222553;362349;149729;183294;103284;63169;16841
175;103;2016;963126;227765;222375;364180;148806;186658;104879;64670;17109
176;103;2017;955551;223880;220969;363940;146762;188968;105929;65822;17217
177;103;2018;942079;218661;218835;360953;143630;189909;106368;66366;17175
178;103;2019;920786;210774;215715;355103;139194;188943;105796;66261;16886
179;103;2020;896086;201948;212408;347280;134450;186521;104556;65454;16511
180;103;2021;870050;193018;208619;338615;129798;183479;102995;64375;16109
181;103;2022;845948;185362;204155;330491;125940;180204;101243;63210;15751
182;103;2023;822226;177749;198812;322995;122670;176522;99167;61963;15392
183;103;2024;799338;170683;192136;316237;120282;172763;96857;60774;15132
184;103;2025;773173;161300;183882;309915;118076;168129;93722;59549;14858
185;103;2026;752176;153892;176277;305455;116552;164377;91040;58682;14655
186;103;2027;734565;146713;170232;302278;115342;161117;88713;57951;14453
187;103;2028;720958;139987;165772;300589;114610;158272;86704;57297;14271
188;103;2029;713330;135187;163470;300397;114276;156612;85572;56911;14129
189;103;2030;710115;132226;162302;301293;114294;155944;85082;56812;14050
190;103;2031;710917;130833;162107;303259;114718;156126;85096;56991;14039
191;103;2032;713916;130438;162405;305688;115385;156844;85431;57332;14081
192;103;2033;718936;131045;163204;308524;116163;157767;85941;57705;14121
193;103;2034;723082;130788;164111;311259;116924;158571;86368;58042;14161
194;103;2035;728216;131135;165173;314142;117766;159698;86937;58515;14246
195;103;2036;734330;132363;166170;317100;118697;160977;87493;59104;14380
196;103;2037;741349;134439;167457;319906;119547;162521;88234;59758;14529
197;103;2038;749049;137367;169144;322338;120200;164249;89214;60382;14653
198;103;2039;756536;140580;170844;324384;120728;165989;90272;60957;14760
199;103;2040;762857;143303;172332;326056;121166;167460;91174;61435;14851
200;103;2041;766976;144682;173605;327234;121455;168268;91715;61665;14888
201;103;2042;769836;145358;174621;328178;121679;168584;91963;61731;14890
202;103;2043;771732;145572;175435;328891;121834;169018;92265;61846;14907
203;103;2044;775837;147860;176124;329760;122093;169798;92724;62107;14967
204;103;2045;779923;150508;176673;330454;122288;170439;93077;62337;15025
205;103;2046;782459;152310;176816;330920;122413;171003;93302;62604;15097
206;103;2047;784203;153908;176972;330995;122328;171301;93408;62759;15134
207;103;2048;785929;155937;177200;330705;122087;171623;93559;62900;15164
208;103;2049;787690;158454;177421;330090;121725;171915;93710;63016;15189
209;103;2050;787039;159455;177551;328906;121127;171740;93655;62926;15159
210;104;2009;859377;614102;157966;67240;20069;52547;41625;9267;1655
211;104;2010;865202;612406;161831;70295;20670;55216;43338;10083;1795
212;104;2011;874761;614587;166007;73008;21159;57810;45003;10886;1921
213;104;2012;860093;594249;168986;75350;21508;59796;46119;11640;2037
214;104;2013;850303;578746;172310;77449;21798;61727;47235;12348;2144
215;104;2014;846894;568500;176514;79747;22133;64176;48797;13142;2237
216;104;2015;848698;563139;181063;82022;22474;66778;50604;13866;2308
217;104;2016;853213;560557;185649;84196;22811;69172;52289;14483;2400
218;104;2017;860251;559893;190666;86577;23115;71720;54022;15201;2497
219;104;2018;865890;557869;195638;88930;23453;74285;55715;15955;2615
220;104;2019;873801;557571;201106;91336;23788;76962;57496;16722;2744
221;104;2020;881957;557330;206998;93524;24105;79864;59480;17509;2875
222;104;2021;888099;556147;212554;95119;24279;82415;61291;18162;2962
223;104;2022;890231;551615;217828;96308;24480;84813;63022;18728;3063
224;104;2023;890695;546613;222356;97131;24595;87006;64565;19276;3165
225;104;2024;890095;540673;226837;97830;24755;89189;66141;19782;3266
226;104;2025;891228;535476;231418;99213;25121;91847;67959;20470;3418
227;104;2026;888779;528785;234500;100146;25348;93992;69517;20963;3512
228;104;2027;880482;519014;235566;100493;25409;95347;70539;21250;3558
229;104;2028;866694;506731;234512;100145;25306;95893;70969;21364;3560
230;104;2029;845634;490134;231392;99064;25044;95161;70497;21155;3509
231;104;2030;821514;471402;227731;97700;24681;93889;69597;20860;3432
232;104;2031;796155;452334;223253;96226;24342;92299;68471;20473;3355
233;104;2032;772659;434772;218877;94937;24073;90819;67416;20112;3291
234;104;2033;749683;417378;214657;93809;23839;89355;66339;19777;3239
235;104;2034;727777;400423;210689;92968;23697;88031;65317;19503;3211
236;104;2035;703382;380632;206787;92346;23617;86629;64200;19241;3188
237;104;2036;684005;364307;203926;92127;23645;85765;63458;19113;3194
238;104;2037;667826;350064;201928;92124;23710;85056;62848;19010;3198
239;104;2038;655355;338636;200738;92212;23769;84255;62222;18852;3181
240;104;2039;648283;331436;200499;92487;23861;83770;61853;18747;3170
241;104;2040;645299;327323;200965;92999;24012;83751;61809;18760;3182
242;104;2041;646015;326097;201998;93707;24213;84148;62054;18880;3214
243;104;2042;648852;326476;203463;94488;24425;84913;62564;19084;3265
244;104;2043;653515;328342;205268;95275;24630;85707;63147;19254;3306
245;104;2044;657405;329563;207036;95988;24818;86413;63670;19401;3342
246;104;2045;662186;331655;208886;96654;24991;87241;64267;19590;3384
247;104;2046;667986;334600;210892;97333;25161;88326;65010;19871;3445
248;104;2047;674607;338649;212811;97864;25283;89380;65755;20128;3497
249;104;2048;681803;343669;214516;98250;25368;90250;66431;20294;3525
250;104;2049;688792;348944;215860;98547;25441;90967;67016;20407;3544
251;104;2050;694763;353548;216973;98757;25485;91534;67471;20502;3561
252;105;2009;527663;483832;35533;6199;2099;18510;16316;1921;273
253;105;2010;546173;501291;36247;6476;2159;18307;16119;1915;273
254;105;2011;560321;514500;36871;6738;2212;18132;15943;1913;276
255;105;2012;598803;550059;39164;7252;2328;18682;16400;1997;285
256;105;2013;632111;581038;40972;7682;2419;19347;16957;2089;301
257;105;2014;656916;603881;42489;8067;2479;19939;17455;2172;312
258;105;2015;676574;621951;43737;8372;2514;20454;17886;2251;317
259;105;2016;691590;635880;44647;8545;2518;20806;18179;2303;324
260;105;2017;706063;648996;45714;8830;2523;21377;18671;2385;321
261;105;2018;719574;661308;46750;9009;2507;21813;19064;2430;319
262;105;2019;727620;668205;47784;9143;2488;22220;19451;2457;312
263;105;2020;733203;672583;48888;9253;2479;22625;19836;2478;311
264;105;2021;741165;679257;50058;9380;2470;23110;20294;2508;308
265;105;2022;730427;667127;51268;9547;2485;23163;20371;2490;302
266;105;2023;723494;658632;52585;9770;2507;23275;20473;2504;298
267;105;2024;721555;654657;54332;10026;2540;23711;20873;2542;296
268;105;2025;723649;654887;55896;10286;2580;24112;21240;2575;297
269;105;2026;727563;656887;57517;10548;2611;24534;21604;2633;297
270;105;2027;733494;660748;59286;10815;2645;25066;22067;2699;300
271;105;2028;738115;663275;61055;11100;2685;25568;22489;2776;303
272;105;2029;744453;667439;62929;11366;2719;26113;22962;2847;304
273;105;2030;750771;671543;64826;11649;2753;26699;23471;2922;306
274;105;2031;755065;674138;66304;11841;2782;27002;23745;2951;306
275;105;2032;755737;672881;67938;12082;2836;27393;24100;2987;306
276;105;2033;754727;670386;69224;12250;2867;27548;24248;2997;303
277;105;2034;752732;666787;70574;12450;2921;27833;24508;3024;301
278;105;2035;752209;664456;72056;12710;2987;28233;24861;3070;302
279;105;2036;748519;659455;73077;12925;3062;28632;25225;3105;302
280;105;2037;739841;650111;73527;13076;3127;28806;25391;3113;302
281;105;2038;726494;636771;73432;13131;3160;28791;25403;3090;298
282;105;2039;707092;618067;72730;13119;3176;28441;25113;3035;293
283;105;2040;685370;597245;71859;13087;3179;27933;24679;2969;285
284;105;2041;662773;575706;70849;13037;3181;27393;24203;2910;280
285;105;2042;641937;555800;69961;12994;3182;26884;23747;2862;275
286;105;2043;621851;536581;69156;12932;3182;26397;23306;2821;270
287;105;2044;603079;518497;68509;12889;3184;25936;22887;2784;265
288;105;2045;582740;498786;67904;12861;3189;25432;22435;2738;259
289;105;2046;566948;483347;67548;12861;3192;25053;22093;2706;254
290;105;2047;553906;470533;67315;12866;3192;24722;21800;2671;251
291;105;2048;543966;460707;67190;12875;3194;24383;21504;2633;246
292;105;2049;538444;455083;67255;12904;3202;24163;21313;2606;244
293;105;2050;536435;452740;67536;12952;3207;24097;21252;2603;242
294;106;2009;246197;234119;10694;1140;244;16302;14597;1489;216
295;106;2010;253043;240389;11187;1211;256;15623;13989;1428;206
296;106;2011;259970;246944;11489;1271;266;15137;13555;1382;200
297;106;2012;267384;254006;11784;1321;273;14674;13140;1340;194
298;106;2013;274543;260915;11966;1380;282;14261;12771;1302;188
299;106;2014;283560;269542;12272;1451;295;13890;12438;1268;184
300;106;2015;292566;278207;12537;1517;305;13629;12205;1244;180
301;106;2016;302225;287518;12825;1569;313;13327;11934;1217;176
302;106;2017;310378;295331;13052;1662;333;13052;11688;1192;172
303;106;2018;319712;304287;13389;1712;324;12852;11509;1174;169
304;106;2019;332430;316565;13763;1755;347;12817;11476;1171;170
305;106;2020;346400;330098;14149;1798;355;12831;11488;1173;170
306;106;2021;356646;339913;14503;1872;358;12816;11475;1171;170
307;106;2022;385507;368135;15047;1947;378;13297;11904;1217;176
308;106;2023;409585;391627;15524;2045;389;13765;12323;1260;182
309;106;2024;427304;408804;15976;2137;387;14106;12627;1292;187
310;106;2025;440713;421749;16346;2232;386;14348;12844;1314;190
311;106;2026;450645;431256;16702;2298;389;14564;13038;1334;192
312;106;2027;459359;439540;17057;2368;394;14804;13255;1354;195
313;106;2028;467585;447329;17407;2432;417;15034;13461;1374;199
314;106;2029;472466;451792;17739;2511;424;15224;13632;1391;201
315;106;2030;475911;454819;18058;2608;426;15392;13783;1406;203
316;106;2031;480072;458610;18349;2671;442;15582;13953;1423;206
317;106;2032;475863;453995;18692;2725;451;15502;13880;1417;205
318;106;2033;473773;451528;19019;2765;461;15451;13835;1412;204
319;106;2034;474453;451805;19368;2811;469;15480;13860;1415;205
320;106;2035;477378;454299;19750;2868;461;15598;13966;1426;206
321;106;2036;481065;457548;20122;2927;468;15711;14066;1437;208
322;106;2037;485998;462023;20514;2980;481;15870;14210;1451;209
323;106;2038;490162;465741;20908;3026;487;16011;14336;1464;211
324;106;2039;495295;470428;21287;3081;499;16159;14467;1478;214
325;106;2040;500307;475002;21659;3140;506;16329;14620;1493;216
326;106;2041;503594;477898;21986;3193;517;16429;14710;1502;217
327;106;2042;504256;478207;22284;3243;522;16470;14747;1505;218
328;106;2043;503658;477297;22563;3269;529;16489;14764;1507;218
329;106;2044;502465;475825;22803;3298;539;16527;14798;1510;219
330;106;2045;502693;475780;23022;3335;556;16601;14865;1517;219
331;106;2046;500519;473439;23140;3374;566;16642;14901;1521;220
332;106;2047;494842;467722;23147;3400;573;16562;14831;1513;218
333;106;2048;485729;458691;23055;3404;579;16401;14686;1498;217
334;106;2049;472404;445572;22859;3390;583;16091;14409;1470;212
335;106;2050;457744;431160;22662;3361;561;15707;14066;1434;207
336;107;2009;38219;36552;1477;151;39;6543;5829;646;68
337;107;2010;40360;38522;1632;166;40;6544;5831;646;67
338;107;2011;42501;40500;1779;180;42;6487;5780;640;67
339;107;2012;44928;42728;1956;200;44;6504;5796;641;67
340;107;2013;47160;44794;2101;218;47;6459;5756;636;67
341;107;2014;49647;47122;2240;236;49;6505;5797;641;67
342;107;2015;52073;49423;2346;252;52;6462;5759;636;67
343;107;2016;54761;51984;2456;267;54;6500;5793;640;67
344;107;2017;57202;54321;2540;281;60;6473;5770;637;66
345;107;2018;59814;56828;2635;294;57;6482;5777;639;66
346;107;2019;62011;58941;2703;304;63;6409;5713;631;65
347;107;2020;64387;61229;2780;314;64;6363;5672;626;65
348;107;2021;66761;63522;2852;324;63;6313;5626;622;65
349;107;2022;69397;66055;2941;336;65;6272;5590;618;64
350;107;2023;71881;68439;3027;348;67;6218;5543;612;63
351;107;2024;75316;71746;3139;364;67;6205;5531;611;63
352;107;2025;78742;75042;3254;378;68;6201;5528;610;63
353;107;2026;82616;78771;3381;395;69;6216;5540;612;64
354;107;2027;85726;81727;3518;412;69;6211;5536;611;64
355;107;2028;89441;85267;3671;427;76;6254;5574;616;64
356;107;2029;94464;90099;3840;448;77;6360;5669;626;65
357;107;2030;99959;95398;4007;475;79;6503;5796;640;67
358;107;2031;103609;98856;4170;498;85;6597;5880;649;68
359;107;2032;115734;110758;4376;512;88;7001;6240;689;72
360;107;2033;124935;119767;4558;521;89;7353;6553;724;76
361;107;2034;131105;125775;4708;531;91;7613;6785;750;78
362;107;2035;135085;129615;4839;543;88;7796;6948;768;80
363;107;2036;137643;132045;4954;554;90;7953;7087;784;82
364;107;2037;139483;133771;5056;565;91;8094;7214;797;83
365;107;2038;141590;135760;5162;574;94;8224;7331;809;84
366;107;2039;142869;136921;5269;584;95;8321;7418;818;85
367;107;2040;144027;137962;5374;594;97;8417;7503;828;86
368;107;2041;145187;139000;5484;605;98;8518;7594;837;87
369;107;2042;146026;139719;5591;616;100;8533;7606;840;87
370;107;2043;147188;140762;5701;624;101;8578;7647;844;87
371;107;2044;148860;142311;5814;632;103;8648;7709;851;88
372;107;2045;150955;144290;5921;640;104;8763;7811;862;90
373;107;2046;152963;146188;6021;648;106;8854;7892;872;90
374;107;2047;155346;148466;6118;655;107;8976;8001;883;92
375;107;2048;157441;150472;6203;659;107;9078;8092;893;93
376;107;2049;159728;152676;6282;662;108;9184;8187;904;93
377;107;2050;161864;154741;6358;662;103;9290;8281;914;95
378;108;2009;634;591;36;5;2;453;413;36;4
379;108;2010;693;645;41;5;2;465;424;37;4
380;108;2011;726;670;48;6;2;470;428;38;4
381;108;2012;766;707;51;6;2;493;449;40;4
382;108;2013;822;758;55;7;2;516;470;41;5
383;108;2014;870;802;59;7;2;522;475;42;5
384;108;2015;938;867;62;7;2;542;494;43;5
385;108;2016;1086;1009;68;7;2;578;527;46;5
386;108;2017;1199;1117;72;8;2;607;553;49;5
387;108;2018;1298;1211;77;8;2;625;569;50;6
388;108;2019;1396;1305;81;8;2;650;592;52;6
389;108;2020;1475;1382;83;8;2;665;606;53;6
390;108;2021;1560;1462;87;9;2;670;610;54;6
391;108;2022;1660;1557;92;9;2;684;623;55;6
392;108;2023;1754;1649;94;9;2;687;626;55;6
393;108;2024;1871;1759;100;10;2;703;641;56;6
394;108;2025;1998;1883;103;10;2;713;650;57;6
395;108;2026;2149;2027;110;10;2;737;671;59;7
396;108;2027;2287;2160;114;11;2;751;684;60;7
397;108;2028;2444;2312;119;11;2;767;699;61;7
398;108;2029;2583;2444;125;11;3;778;709;62;7
399;108;2030;2740;2594;131;12;3;789;719;63;7
400;108;2031;2908;2755;138;12;3;798;727;64;7
401;108;2032;3097;2936;145;13;3;813;741;65;7
402;108;2033;3278;3110;152;13;3;824;751;66;7
403;108;2034;3539;3364;159;13;3;850;774;68;8
404;108;2035;3791;3607;167;14;3;878;800;70;8
