ID;RegioS;Perioden;TotaalWegvoertuigen_1;Personenauto_2;TotaalBedrijfsvoertuigen_3;TotaalBedrijfsmotorvoertuigen_4;Bestelauto_5;VrachtautoExclTrekkerVoorOplegger_6;TrekkerVoorOplegger_7;SpeciaalVoertuig_8;Bus_9;TotaalAanhangwagensEnOpleggers_10;Aanhangwagen_11;Oplegger_12;Motorfiets_13;AlleVoertuigenMetBromfietskenteken_14;Snorfiets_15;Bromfiets_16;Brommobiel_17;OverigeVoertuigenMetBromfietskenteken_18;LandsdeelCode_19;ProvincieCode_20;CoropgebiedCode_21;Gemeentecode_22;Naam_23;GemeenteGrootteklasseCode_24;StedelijkheidVanGemeentenCode_25
7268;3046;2022;393;217;91;47;41;2;0;4;0;44;44;0;41;44;17;24;3;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7269;3046;2023;369;211;83;37;30;2;1;4;0;46;45;1;30;45;21;21;3;0;     3;    28;    29;   599;Rotterdam                               ;1.0;
7270;3047;2019;2183;762;1381;1012;774;144;91;3;0;369;312;57;18;22;19;3;0;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7271;3047;2020;2155;730;1381;975;771;117;87;0;0;406;354;52;17;27;23;4;0;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7272;3047;2021;2074;694;1330;935;736;109;87;2;1;395;332;63;19;31;24;5;2;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7273;3047;2022;2124;719;1355;930;722;110;96;1;1;425;350;75;23;27;21;4;2;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7274;3047;2023;2210;751;1407;964;749;111;103;1;0;443;359;84;19;33;25;5;3;0;     3;    28;    29;   599;Rotterdam                               ;1.0;
7275;3051;2019;4018;2991;375;235;222;2;3;8;0;140;135;5;220;432;326;97;8;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7276;3051;2020;4007;2954;371;240;222;4;3;11;0;131;126;5;219;463;353;102;5;3;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7277;3051;2021;3940;2909;341;226;206;4;1;15;0;115;111;4;228;462;358;96;7;1;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7278;3051;2022;3994;2987;336;229;208;2;1;18;0;107;106;1;215;456;348;101;6;1;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7279;3051;2023;3939;2929;330;215;194;1;1;19;0;115;114;1;228;452;337;108;5;2;     3;    28;    29;   599;Rotterdam                               ;1.0;
7280;3052;2019;2350;1813;127;81;78;0;0;3;0;46;45;1;74;336;220;111;5;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7281;3052;2020;2383;1844;129;84;78;0;0;6;0;45;44;1;75;335;224;105;6;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7282;3052;2021;2364;1830;125;79;71;1;1;6;0;46;46;0;72;337;244;90;3;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7283;3052;2022;2402;1845;146;98;86;2;1;9;0;48;48;0;81;330;242;83;5;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7284;3052;2023;2354;1805;145;96;85;2;1;8;0;49;48;1;90;314;227;81;6;0;     3;    28;    29;   599;Rotterdam                               ;1.0;
7285;3053;2019;4837;3696;403;215;198;1;1;15;0;188;187;1;204;534;333;192;8;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7286;3053;2020;4910;3715;421;229;215;1;1;12;0;192;191;1;219;555;354;191;9;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7287;3053;2021;5019;3762;450;243;233;0;1;9;0;207;205;2;219;588;392;185;10;1;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7288;3053;2022;5016;3749;478;258;246;2;2;8;0;220;217;3;214;575;398;168;8;1;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7289;3053;2023;5045;3755;488;259;243;1;5;10;0;229;223;6;222;580;398;168;11;3;     3;    28;    29;   599;Rotterdam                               ;1.0;
7290;3054;2019;4477;3518;333;156;150;1;1;4;0;177;175;2;137;489;343;132;13;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7291;3054;2020;4567;3566;342;166;156;1;1;8;0;176;175;1;147;512;365;135;10;2;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7292;3054;2021;4611;3583;337;166;158;2;0;6;0;171;171;0;139;552;398;141;10;3;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7293;3054;2022;4683;3605;345;160;152;3;0;5;0;185;185;0;136;597;440;145;10;2;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7294;3054;2023;4682;3604;351;163;157;4;0;2;0;188;188;0;145;582;421;150;9;2;     3;    28;    29;   599;Rotterdam                               ;1.0;
7295;3055;2019;4515;3712;299;102;92;2;0;8;0;197;197;0;144;360;251;106;2;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7296;3055;2020;4562;3717;308;111;98;2;2;8;1;197;197;0;147;390;274;112;3;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7297;3055;2021;4542;3658;317;121;106;2;3;9;1;196;195;1;151;416;287;122;5;2;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7298;3055;2022;4549;3659;308;112;101;2;0;8;1;196;196;0;159;423;291;123;5;4;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7299;3055;2023;4544;3624;302;110;97;4;0;8;1;192;192;0;156;462;309;143;6;4;     3;    28;    29;   599;Rotterdam                               ;1.0;
7300;3056;2019;2305;1550;239;112;104;2;1;5;0;127;125;2;134;382;286;93;3;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7301;3056;2020;2354;1581;236;110;99;1;1;9;0;126;124;2;141;396;293;99;3;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7302;3056;2021;2361;1589;241;114;101;4;2;7;0;127;125;2;135;396;304;89;3;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7303;3056;2022;2371;1567;234;100;89;1;2;8;0;134;130;4;133;437;341;93;3;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7304;3056;2023;2338;1554;239;99;87;1;2;9;0;140;138;2;134;411;306;99;5;1;     3;    28;    29;   599;Rotterdam                               ;1.0;
7305;3059;2019;6875;5240;591;284;249;6;18;8;3;307;289;18;341;703;527;173;3;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7306;3059;2020;6995;5304;599;290;252;7;20;8;3;309;288;21;349;743;560;181;2;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7307;3059;2021;7175;5419;628;307;277;7;13;7;3;321;300;21;328;800;614;182;4;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7308;3059;2022;7342;5532;644;307;281;6;14;6;0;337;316;21;336;830;656;169;5;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7309;3059;2023;7619;5638;689;347;309;13;11;13;1;342;324;18;364;928;705;218;4;1;     3;    28;    29;   599;Rotterdam                               ;1.0;
7310;3061;2019;5375;4246;354;244;233;1;1;9;0;110;110;0;202;573;404;163;5;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7311;3061;2020;5307;4217;327;225;212;1;1;11;0;102;102;0;193;570;414;150;5;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7312;3061;2021;5508;4338;323;225;210;5;0;10;0;98;98;0;189;658;480;171;6;1;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7313;3061;2022;5470;4226;366;262;240;6;2;14;0;104;104;0;203;675;514;154;6;1;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7314;3061;2023;5405;4159;366;273;248;11;3;11;0;93;93;0;193;687;513;166;7;1;     3;    28;    29;   599;Rotterdam                               ;1.0;
7315;3062;2019;3725;2990;340;129;113;11;2;3;0;211;207;4;126;269;166;99;3;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7316;3062;2020;3717;2985;347;134;114;15;2;3;0;213;209;4;119;266;161;101;4;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7317;3062;2021;3707;2926;360;139;123;9;2;5;0;221;217;4;134;287;183;98;6;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7318;3062;2022;3809;3030;350;138;122;8;1;7;0;212;208;4;131;298;191;102;5;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7319;3062;2023;3847;3042;348;150;137;7;2;4;0;198;195;3;128;329;207;116;6;0;     3;    28;    29;   599;Rotterdam                               ;1.0;
7320;3063;2019;4563;3674;357;205;189;7;1;6;2;152;149;3;147;385;272;111;1;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7321;3063;2020;4771;3879;352;206;189;7;1;7;2;146;143;3;139;401;289;108;3;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7322;3063;2021;4756;3816;368;212;192;6;3;9;2;156;150;6;143;429;323;102;3;1;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7323;3063;2022;4827;3856;385;231;210;7;1;11;2;154;151;3;138;448;340;102;4;2;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7324;3063;2023;4573;3608;382;222;203;5;2;12;0;160;157;3;154;429;322;104;3;0;     3;    28;    29;   599;Rotterdam                               ;1.0;
7325;3064;2019;1081;705;120;64;58;3;1;2;0;56;56;0;65;191;124;65;2;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7326;3064;2020;1069;684;135;72;64;4;1;3;0;63;63;0;67;183;122;58;3;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7327;3064;2021;1058;678;134;76;66;4;1;5;0;58;58;0;67;179;130;46;3;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7328;3064;2022;1082;695;140;81;72;4;1;4;0;59;59;0;68;179;136;39;3;1;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7329;3064;2023;1071;690;126;74;65;4;1;4;0;52;52;0;64;191;141;45;2;3;     3;    28;    29;   599;Rotterdam                               ;1.0;
7330;3065;2019;4844;3765;355;166;139;14;3;10;0;189;173;16;169;555;431;122;2;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7331;3065;2020;4954;3829;384;185;153;16;3;13;0;199;174;25;167;574;444;124;5;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7332;3065;2021;5081;3897;417;222;194;14;3;11;0;195;173;22;171;596;471;117;7;1;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7333;3065;2022;5130;3933;398;213;186;12;3;11;1;185;179;6;178;621;495;119;6;1;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7334;3065;2023;5019;3850;400;219;195;11;3;10;0;181;174;7;168;601;480;114;6;1;     3;    28;    29;   599;Rotterdam                               ;1.0;
7335;3066;2019;5492;4175;485;292;282;2;3;5;0;193;191;2;168;664;526;133;5;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7336;3066;2020;5462;4162;479;290;277;2;6;5;0;189;187;2;163;658;536;117;5;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7337;3066;2021;5527;4233;468;284;273;2;1;8;0;184;183;1;155;671;554;107;8;2;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7338;3066;2022;5582;4274;464;266;256;2;1;7;0;198;195;3;150;694;569;113;7;5;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7339;3066;2023;5537;4235;448;256;244;1;4;7;0;192;188;4;148;706;563;127;9;7;     3;    28;    29;   599;Rotterdam                               ;1.0;
7340;3067;2019;10293;7773;904;527;452;17;27;31;0;377;341;36;414;1202;899;295;6;2;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7341;3067;2020;10361;7780;928;547;475;17;26;29;0;381;346;35;423;1230;923;295;8;4;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7342;3067;2021;10412;7821;882;541;466;17;24;34;0;341;304;37;435;1274;982;282;6;4;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7343;3067;2022;10480;7836;898;566;481;22;28;35;0;332;296;36;425;1321;1029;274;14;4;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7344;3067;2023;10490;7837;905;568;488;21;27;32;0;337;301;36;423;1325;1024;286;11;4;     3;    28;    29;   599;Rotterdam                               ;1.0;
7345;3068;2019;11601;8306;1269;633;586;24;5;18;0;636;625;11;498;1528;1111;398;19;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7346;3068;2020;11730;8421;1261;636;593;23;5;15;0;625;615;10;525;1523;1132;370;21;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7347;3068;2021;11905;8500;1267;659;616;25;6;12;0;608;597;11;536;1602;1234;349;18;1;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7348;3068;2022;11945;8534;1247;647;608;22;4;13;0;600;591;9;538;1626;1269;341;16;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7349;3068;2023;12059;8647;1243;638;596;22;6;14;0;605;594;11;561;1608;1248;343;17;0;     3;    28;    29;   599;Rotterdam                               ;1.0;
7350;3069;2019;9576;7329;778;308;267;16;10;14;1;470;456;14;359;1110;812;283;14;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7351;3069;2020;9785;7518;771;310;269;14;10;16;1;461;448;13;335;1161;880;266;13;2;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7352;3069;2021;9711;7404;777;316;277;13;9;16;1;461;446;15;338;1192;937;241;12;2;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7353;3069;2022;9823;7506;789;325;291;13;8;12;1;464;449;15;353;1175;934;224;16;1;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7354;3069;2023;9797;7470;757;313;280;12;8;12;1;444;426;18;376;1194;899;277;17;1;     3;    28;    29;   599;Rotterdam                               ;1.0;
7355;3071;2019;7287;5497;789;659;319;3;1;13;323;130;127;3;280;721;513;204;4;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7356;3071;2020;7477;5597;845;717;313;2;5;14;383;128;124;4;294;741;537;197;5;2;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7357;3071;2021;7915;5994;782;660;344;4;8;13;291;122;116;6;286;853;617;229;6;1;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7358;3071;2022;7897;5953;781;655;336;4;11;12;292;126;120;6;291;872;638;224;9;1;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7359;3071;2023;8094;6051;829;681;363;3;17;15;283;148;133;15;297;917;669;236;10;2;     3;    28;    29;   599;Rotterdam                               ;1.0;
7360;3072;2019;5558;4351;415;261;239;2;3;17;0;154;152;2;162;630;447;173;6;4;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7361;3072;2020;5625;4340;438;273;259;2;5;7;0;165;160;5;166;681;493;179;7;2;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7362;3072;2021;5746;4436;398;242;231;2;3;6;0;156;154;2;184;728;565;156;5;2;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7363;3072;2022;6258;4767;428;247;234;3;5;5;0;181;168;13;206;857;685;167;3;2;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7364;3072;2023;6285;4733;477;297;258;25;7;7;0;180;163;17;223;852;674;172;4;2;     3;    28;    29;   599;Rotterdam                               ;1.0;
7365;3073;2019;4897;3616;383;317;297;6;6;8;0;66;62;4;155;743;498;237;8;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7366;3073;2020;5058;3704;415;342;315;7;12;8;0;73;65;8;181;758;541;211;6;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7367;3073;2021;5238;3808;412;338;318;5;6;9;0;74;68;6;199;819;601;210;6;2;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7368;3073;2022;5339;3921;400;339;320;4;5;10;0;61;58;3;188;830;609;214;5;2;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7369;3073;2023;5257;3856;402;343;324;2;8;9;0;59;56;3;182;817;613;198;4;2;     3;    28;    29;   599;Rotterdam                               ;1.0;
7370;3074;2019;4164;3212;355;302;293;2;0;7;0;53;53;0;100;497;337;156;4;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7371;3074;2020;4257;3268;365;306;295;3;2;6;0;59;58;1;98;526;360;161;5;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7372;3074;2021;4391;3313;409;348;339;4;1;4;0;61;59;2;111;558;399;153;4;2;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7373;3074;2022;4527;3410;405;353;338;3;7;5;0;52;49;3;116;596;424;166;4;2;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7374;3074;2023;4476;3366;356;306;291;3;4;8;0;50;47;3;133;621;463;155;2;1;     3;    28;    29;   599;Rotterdam                               ;1.0;
7375;3075;2019;5932;4178;398;214;195;0;1;18;0;184;177;7;233;1123;748;352;19;4;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7376;3075;2020;6027;4228;400;226;205;0;6;14;1;174;166;8;243;1156;799;336;18;3;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7377;3075;2021;6065;4249;410;246;226;1;8;11;0;164;157;7;257;1149;817;312;16;4;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7378;3075;2022;6273;4426;429;255;232;5;7;11;0;174;166;8;279;1139;828;290;17;4;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7379;3075;2023;6379;4452;432;259;232;7;8;12;0;173;161;12;320;1175;841;312;17;5;     3;    28;    29;   599;Rotterdam                               ;1.0;
7380;3076;2019;6280;4574;612;377;310;34;17;16;0;235;215;20;238;856;535;304;15;2;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7381;3076;2020;6312;4572;639;409;333;38;23;15;0;230;210;20;233;868;574;279;14;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7382;3076;2021;6557;4699;700;467;388;40;22;17;0;233;207;26;242;916;609;293;13;1;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7383;3076;2022;6767;4832;765;486;407;42;21;16;0;279;207;72;232;938;632;294;11;1;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7384;3076;2023;6722;4840;721;484;399;43;26;16;0;237;201;36;250;911;661;239;10;1;     3;    28;    29;   599;Rotterdam                               ;1.0;
7385;3077;2019;9589;6819;923;553;489;28;17;19;0;370;354;16;437;1410;936;457;16;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7386;3077;2020;9780;6974;944;569;503;27;19;20;0;375;358;17;435;1427;982;429;16;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7387;3077;2021;10040;7178;944;592;517;32;21;22;0;352;328;24;468;1450;1032;402;16;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7388;3077;2022;10141;7243;967;603;519;35;24;25;0;364;323;41;461;1470;1051;398;20;1;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7389;3077;2023;10192;7250;991;617;546;18;31;22;0;374;333;41;438;1513;1072;415;26;0;     3;    28;    29;   599;Rotterdam                               ;1.0;
7390;3078;2019;5839;4274;451;256;230;4;3;18;1;195;193;2;233;881;626;245;9;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7391;3078;2020;5885;4311;464;265;242;2;2;18;1;199;199;0;237;873;625;237;10;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7392;3078;2021;5922;4323;468;274;256;2;2;13;1;194;193;1;231;900;663;227;10;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7393;3078;2022;5962;4329;468;293;271;2;6;14;0;175;175;0;255;910;675;222;13;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7394;3078;2023;5841;4272;461;287;270;0;3;14;0;174;172;2;222;886;654;218;14;0;     3;    28;    29;   599;Rotterdam                               ;1.0;
7395;3079;2019;8226;5727;1057;520;383;17;106;14;0;537;390;147;335;1107;744;345;18;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7396;3079;2020;8297;5792;1063;522;377;18;113;14;0;541;388;153;330;1112;757;334;20;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7397;3079;2021;8314;5809;1016;521;389;18;103;11;0;495;354;141;354;1135;784;333;18;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7398;3079;2022;8383;5895;1021;531;403;19;94;15;0;490;358;132;363;1104;780;308;16;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7399;3079;2023;8667;6041;1098;599;477;18;85;19;0;499;364;135;370;1158;821;319;17;1;     3;    28;    29;   599;Rotterdam                               ;1.0;
7400;3081;2019;4486;3383;375;299;277;10;4;8;0;76;68;8;148;580;354;220;6;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7401;3081;2020;4490;3320;422;342;321;12;3;6;0;80;72;8;160;588;373;211;4;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7402;3081;2021;4659;3423;457;368;345;12;5;6;0;89;81;8;157;622;437;183;2;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7403;3081;2022;4727;3442;483;402;375;15;8;4;0;81;70;11;154;648;472;174;2;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7404;3081;2023;4718;3414;471;395;356;17;13;7;2;76;66;10;162;671;503;165;2;1;     3;    28;    29;   599;Rotterdam                               ;1.0;
7405;3082;2019;4818;3617;411;267;241;4;9;11;2;144;131;13;209;581;344;230;7;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7406;3082;2020;4903;3646;432;293;270;3;8;10;2;139;127;12;212;613;398;210;5;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7407;3082;2021;5140;3793;453;313;293;4;5;8;3;140;129;11;227;667;442;217;4;4;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7408;3082;2022;5165;3805;462;329;314;5;3;7;0;133;126;7;229;669;454;204;7;4;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7409;3082;2023;5118;3735;478;341;323;5;3;10;0;137;131;6;219;686;466;210;7;3;     3;    28;    29;   599;Rotterdam                               ;1.0;
7410;3083;2019;5755;4262;594;461;440;5;4;12;0;133;128;5;251;648;383;254;9;2;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7411;3083;2020;5834;4325;626;490;470;3;6;10;1;136;127;9;244;639;398;230;10;1;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7412;3083;2021;5959;4317;609;488;470;2;6;10;0;121;116;5;253;780;513;255;11;1;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7413;3083;2022;6116;4441;625;510;493;1;10;6;0;115;108;7;256;794;541;246;6;1;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7414;3083;2023;6020;4324;640;516;497;3;12;4;0;124;105;19;267;789;549;229;9;2;     3;    28;    29;   599;Rotterdam                               ;1.0;
7415;3084;2019;1723;924;591;283;243;3;19;18;0;308;266;42;41;167;116;49;2;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7416;3084;2020;1780;978;601;272;234;4;19;15;0;329;275;54;37;164;117;46;1;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7417;3084;2021;1755;941;608;283;242;6;24;11;0;325;233;92;37;169;120;45;4;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7418;3084;2022;1947;1000;725;308;244;11;43;10;0;417;248;169;40;182;125;55;2;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7419;3084;2023;2027;1256;528;274;242;6;14;12;0;254;252;2;50;193;128;61;4;0;     3;    28;    29;   599;Rotterdam                               ;1.0;
7420;3085;2019;5448;4112;442;317;275;2;20;5;15;125;116;9;189;705;471;222;10;2;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7421;3085;2020;5641;4247;455;328;302;3;16;7;0;127;117;10;188;751;523;213;13;2;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7422;3085;2021;5859;4381;476;354;327;3;17;7;0;122;116;6;204;798;572;215;11;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7423;3085;2022;5972;4423;530;408;373;3;24;8;0;122;114;8;210;809;590;209;10;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7424;3085;2023;6074;4468;548;419;378;5;27;9;0;129;121;8;232;826;612;205;9;0;     3;    28;    29;   599;Rotterdam                               ;1.0;
7425;3086;2019;4662;3683;282;198;182;2;8;6;0;84;83;1;166;531;322;200;9;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7426;3086;2020;4625;3619;293;207;187;1;14;5;0;86;81;5;163;550;334;208;8;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7427;3086;2021;4843;3756;342;254;227;3;20;4;0;88;79;9;168;577;392;176;9;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7428;3086;2022;4929;3836;351;271;247;2;14;8;0;80;73;7;147;595;417;172;6;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7429;3086;2023;5175;3975;384;299;276;4;12;7;0;85;76;9;159;657;468;183;6;0;     3;    28;    29;   599;Rotterdam                               ;1.0;
7430;3087;2019;1820;777;896;430;194;8;223;5;0;466;274;192;24;123;75;47;1;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7431;3087;2020;1940;815;993;463;247;6;205;5;0;530;309;221;20;112;81;30;1;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7432;3087;2021;1928;832;975;433;228;5;195;5;0;542;293;249;14;107;72;34;1;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7433;3087;2022;1887;845;925;438;255;6;171;6;0;487;333;154;16;101;71;29;1;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
7434;3087;2023;1792;840;832;427;236;3;184;4;0;405;224;181;22;98;71;25;1;1;     3;    28;    29;   599;Rotterdam                               ;1.0;
7435;3088;2019;2264;402;1850;698;409;72;213;4;0;1152;106;1046;3;9;6;3;0;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7436;3088;2020;2397;421;1963;705;409;79;207;10;0;1258;127;1131;5;8;5;3;0;0;  03  ;  28  ;  29  ;0599  ;Rotterdam                               ;8.0;1.0
7437;3088;2021;2355;431;1912;673;399;81;183;10;0;1239;116;1123;5;7;5;2;0;0;      ;  28  ;03    ;      ;99    Rotterdam                         ;;
7438;3088;2022;2478;428;2033;716;435;84;188;9;0;1317;137;1180;9;8;4;4;0;0;     3;    28;    29;   599;Rotterdam                               ;8.0;1.0
