ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;TotaalReIntegratievoorzieningen_1;TijdelijkeLoonkostensubsidie_2;WIWIDBaan_3;Participatieplaats_4;LoonkostensubsidieParticipatiewet_5;ForfaitaireLoonkostensubsidie_6;BeschutWerk_7;BegeleidingOpWerkkringJobCoach_8;VervoersvoorzieningWoonWerk_9;AndereVoorzieningVoorArbeidsbeperkten_10;OverigeReIntegratievoorzieningen_11
1218;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2016 juli;30760;670;540;2250;290;;10;40;0;10;27640
1219;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2016 augustus;30180;680;550;2280;320;;10;30;0;10;26970
1220;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2016 september;30660;690;510;2230;340;;10;40;0;10;27520
1221;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2016 oktober;31130;670;520;2330;360;;20;40;0;10;27880
1222;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2016 november;31540;660;520;2370;400;;20;50;0;10;28250
1223;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2016 december;31990;660;520;2370;420;;20;60;0;10;28680
1224;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2017 januari;32340;630;550;2350;450;10.0;20;60;0;10;29010
1225;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2017 februari;32840;620;550;2390;470;10.0;20;60;0;10;29460
1226;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2017 maart;33570;610;550;2410;500;10.0;20;70;0;10;30160
1227;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2017 april;33720;610;540;2420;550;20.0;20;70;0;10;30260
1228;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2017 mei;34250;590;540;2410;590;20.0;30;70;0;10;30770
1229;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2017 juni;34640;610;530;2360;640;40.0;30;80;0;10;31160
1230;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2017 juli;35000;590;510;2340;690;40.0;40;90;0;10;31520
1231;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2017 augustus;34990;580;510;2310;740;40.0;40;100;0;10;31510
1232;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2017 september;35370;560;480;2300;810;30.0;50;100;0;20;31880
1233;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2017 oktober;35720;560;470;2300;860;40.0;60;110;0;20;32160
1234;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2017 november;36350;560;470;2340;920;50.0;60;130;0;20;32720
1235;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2017 december;36230;540;460;2320;960;60.0;70;150;0;20;32610
1236;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2018 januari;36940;520;450;2290;1030;60.0;80;150;0;20;33320
1237;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2018 februari;37630;510;460;2300;1100;70.0;90;160;0;20;33930
1238;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2018 maart;38510;500;460;2300;1170;70.0;100;180;0;30;34750
1239;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2018 april;38700;490;420;2330;1250;80.0;140;200;0;30;34880
1240;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2018 mei;39210;480;410;2310;1340;80.0;150;200;0;30;35350
1241;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2018 juni;38760;480;400;2290;1400;90.0;170;210;0;30;34870
1242;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2018 juli;38860;460;390;2280;1490;100.0;180;220;0;30;34940
1243;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2018 augustus;39120;460;390;2280;1550;110.0;180;230;0;30;35180
1244;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2018 september;39340;480;380;2290;1590;120.0;190;230;0;30;35350
1245;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2018 oktober;39740;470;380;2260;1650;120.0;200;250;0;30;35750
1246;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2018 november;39830;460;370;2200;1690;110.0;210;260;10;30;35890
1247;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2018 december;39540;460;370;2020;1740;120.0;220;260;20;30;35710
1248;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2015 januari;15920;540;530;1280;20;;0;20;0;0;13950
1249;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2015 februari;16230;530;520;1300;20;;0;20;0;0;14260
1250;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2015 maart;16390;510;480;1280;20;;0;20;0;0;14500
1251;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2015 april;16580;490;470;1290;30;;0;10;0;0;14700
1252;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2015 mei;16720;490;460;1280;30;;0;10;0;0;14850
1253;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2015 juni;16820;470;450;1290;40;;0;10;0;0;14950
1254;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2015 juli;16910;460;430;1320;40;;0;10;0;0;15070
1255;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2015 augustus;17050;450;420;1270;40;;0;10;0;0;15270
1256;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2015 september;17330;440;400;1260;50;;0;10;0;0;15590
1257;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2015 oktober;17590;440;370;1180;60;;0;0;0;0;15900
1258;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2015 november;17710;430;360;1190;70;;0;20;0;0;16030
1259;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2015 december;17490;430;350;1210;80;;0;20;0;10;15790
1260;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2016 januari;17730;440;350;1210;80;;0;20;0;10;16020
1261;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2016 februari;18010;440;350;1240;80;;0;20;0;10;16270
1262;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2016 maart;18140;440;350;1300;100;;0;20;0;0;16360
1263;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2016 april;18090;430;350;1300;100;;0;20;0;0;16310
1264;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2016 mei;18220;450;350;1260;120;;0;20;0;0;16430
1265;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2016 juni;18390;460;340;1270;130;;10;30;0;0;16600
1266;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2016 juli;18550;460;340;1310;150;;10;30;0;0;16680
1267;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2016 augustus;18120;470;350;1340;170;;10;30;0;0;16180
1268;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2016 september;18370;470;340;1300;180;;10;30;0;0;16470
1269;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2016 oktober;18680;460;350;1390;200;;10;30;0;0;16690
1270;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2016 november;18860;440;340;1400;230;;10;30;0;0;16870
1271;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2016 december;19080;430;340;1380;240;;10;40;0;0;17100
1272;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2017 januari;19230;410;360;1360;250;0.0;10;40;0;0;17250
1273;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2017 februari;19540;400;360;1370;270;10.0;10;40;0;0;17540
1274;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2017 maart;20000;400;360;1390;290;10.0;10;40;0;0;17970
1275;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2017 april;20070;400;350;1380;320;10.0;10;50;0;0;18020
1276;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2017 mei;20290;390;350;1360;350;10.0;10;50;0;0;18240
1277;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2017 juni;20460;400;350;1360;370;20.0;20;60;0;0;18390
1278;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2017 juli;20550;390;330;1330;400;30.0;20;60;0;0;18490
1279;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2017 augustus;20450;380;330;1320;440;30.0;20;70;0;10;18390
1280;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2017 september;20460;370;310;1320;490;20.0;20;70;0;10;18380
1281;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2017 oktober;20580;370;300;1350;520;30.0;30;70;0;10;18440
1282;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2017 november;20930;370;300;1360;560;30.0;30;80;0;10;18750
1283;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2017 december;20900;360;290;1350;580;40.0;30;90;0;10;18730
1284;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2018 januari;21200;350;280;1330;620;40.0;40;100;0;10;19030
1285;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2018 februari;21500;350;290;1330;650;50.0;50;100;0;20;19300
1286;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2018 maart;21990;350;290;1340;690;50.0;60;110;0;20;19730
1287;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2018 april;22040;330;270;1350;730;50.0;80;120;0;20;19760
1288;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2018 mei;22320;340;260;1350;790;50.0;80;120;0;20;19980
1289;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2018 juni;22150;340;260;1340;840;60.0;100;130;0;20;19780
1290;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2018 juli;22120;320;250;1320;880;70.0;100;130;0;20;19750
1291;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2018 augustus;22180;310;250;1300;920;70.0;100;140;0;20;19810
1292;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2018 september;22220;330;240;1300;940;80.0;100;140;0;20;19830
1293;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2018 oktober;22370;330;240;1280;980;80.0;110;140;0;20;19970
1294;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2018 november;22330;330;230;1240;1000;80.0;110;150;0;20;19950
1295;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Nederlandse achtergrond;2018 december;22180;320;230;1190;1040;90.0;120;150;10;20;19810
1296;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2015 januari;10660;280;380;1000;20;;0;10;0;0;9190
1297;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2015 februari;10870;270;380;980;20;;0;10;0;0;9420
1298;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2015 maart;11050;270;330;960;20;;0;10;0;0;9670
1299;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2015 april;11090;250;320;940;30;;0;10;0;0;9760
1300;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2015 mei;11070;230;310;940;40;;0;10;0;0;9760
1301;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2015 juni;11190;220;310;930;40;;0;10;0;0;9900
1302;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2015 juli;11380;210;290;950;40;;0;10;0;0;10100
1303;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2015 augustus;11440;210;290;930;40;;0;10;0;0;10190
1304;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2015 september;11610;220;260;930;50;;0;10;0;0;10380
1305;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2015 oktober;11660;220;220;890;60;;0;0;0;0;10520
1306;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2015 november;11750;230;220;890;70;;0;10;0;0;10600
1307;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2015 december;11470;210;220;880;70;;0;10;0;0;10320
1308;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2016 januari;11560;220;210;870;70;;0;10;0;0;10420
1309;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2016 februari;11700;220;210;890;80;;0;10;0;0;10540
1310;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2016 maart;11810;210;210;930;100;;0;10;0;0;10600
1311;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2016 april;11870;200;210;940;110;;0;10;0;0;10650
1312;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2016 mei;11940;200;210;930;120;;0;10;0;0;10720
1313;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2016 juni;12010;200;200;930;120;;0;10;0;0;10790
1314;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2016 juli;12200;210;200;940;140;;0;10;0;0;10960
1315;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2016 augustus;12050;210;200;940;150;;0;10;0;0;10780
1316;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2016 september;12290;220;170;930;160;;10;10;0;0;11050
1317;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2016 oktober;12450;210;170;950;170;;10;10;0;10;11200
1318;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2016 november;12680;230;180;960;170;;10;10;0;10;11390
1319;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2016 december;12910;230;180;990;180;;10;20;0;0;11590
1320;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2017 januari;13110;210;190;1000;200;0.0;10;20;0;10;11770
1321;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2017 februari;13300;210;190;1020;200;0.0;10;20;0;10;11920
1322;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2017 maart;13570;210;190;1020;210;0.0;10;20;0;10;12190
1323;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2017 april;13650;210;190;1040;230;0.0;10;20;0;10;12230
1324;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2017 mei;13950;200;190;1050;240;10.0;20;20;0;10;12530
1325;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2017 juni;14180;210;180;1010;260;10.0;20;30;0;10;12780
1326;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2017 juli;14450;200;180;1010;290;20.0;20;30;0;10;13030
1327;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2017 augustus;14540;200;180;990;300;20.0;30;30;0;10;13120
1328;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2017 september;14910;190;170;980;320;10.0;30;40;0;10;13500
1329;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2017 oktober;15140;190;170;950;340;20.0;30;50;0;10;13710
1330;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2017 november;15430;190;170;980;360;20.0;30;50;0;10;13970
1331;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2017 december;15330;190;170;970;380;20.0;40;50;0;10;13870
1332;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2018 januari;15740;170;170;950;410;20.0;40;60;0;10;14290
1333;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2018 februari;16130;170;170;970;450;20.0;40;60;0;10;14640
1334;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2018 maart;16520;160;170;970;480;20.0;50;70;0;10;15020
1335;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2018 april;16660;160;150;980;520;30.0;60;80;0;10;15120
1336;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2018 mei;16890;150;150;960;540;30.0;70;70;0;10;15370
1337;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2018 juni;16610;150;150;950;560;30.0;70;80;0;10;15080
1338;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2018 juli;16730;140;140;960;610;40.0;80;80;0;10;15170
1339;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2018 augustus;16940;150;140;980;630;40.0;80;90;0;10;15350
1340;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2018 september;17110;150;140;990;650;50.0;90;100;0;10;15510
1341;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2018 oktober;17360;140;140;970;680;40.0;90;110;0;10;15770
1342;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2018 november;17490;140;140;950;680;40.0;90;110;0;10;15930
1343;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Met migratieachtergrond;2018 december;17340;140;140;830;700;40.0;100;110;10;10;15890
1344;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2015 januari;3500;110;100;310;0;;0;0;0;0;3060
1345;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2015 februari;3570;110;100;310;0;;0;0;0;0;3140
1346;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2015 maart;3610;110;90;300;0;;0;10;0;0;3200
1347;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2015 april;3630;100;90;300;0;;0;0;0;0;3230
1348;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2015 mei;3650;100;90;300;10;;0;0;0;0;3250
1349;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2015 juni;3680;100;90;290;10;;0;0;0;0;3290
1350;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2015 juli;3700;90;80;290;10;;0;0;0;0;3310
1351;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2015 augustus;3720;100;80;280;10;;0;0;0;0;3340
1352;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2015 september;3770;100;80;290;10;;0;0;0;0;3400
1353;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2015 oktober;3830;100;70;270;10;;0;0;0;0;3470
1354;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2015 november;3880;90;70;280;20;;0;0;0;0;3510
1355;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2015 december;3830;90;70;270;20;;0;0;0;0;3480
1356;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2016 januari;3870;100;70;270;20;;0;0;0;0;3520
1357;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2016 februari;3930;100;70;270;20;;0;0;0;0;3570
1358;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2016 maart;3950;90;70;280;30;;0;0;0;0;3590
1359;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2016 april;3990;90;70;280;30;;0;0;0;0;3630
1360;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2016 mei;4000;80;70;270;40;;0;0;0;0;3640
1361;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2016 juni;4030;80;70;270;40;;0;0;0;0;3670
1362;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2016 juli;4080;80;70;270;40;;0;0;0;0;3710
1363;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2016 augustus;3960;80;70;270;40;;0;0;0;0;3590
1364;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2016 september;4040;80;60;260;50;;0;10;0;0;3680
1365;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2016 oktober;4070;80;60;270;50;;0;10;0;0;3700
1366;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2016 november;4110;80;60;290;60;;0;10;0;0;3710
1367;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2016 december;4160;80;60;300;60;;0;10;0;0;3760
1368;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2017 januari;4210;80;60;290;60;0.0;0;10;0;0;3810
1369;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2017 februari;4250;80;60;300;70;0.0;0;10;0;0;3840
1370;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2017 maart;4310;80;60;300;70;0.0;0;10;0;0;3900
1371;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2017 april;4310;80;60;300;70;0.0;0;10;0;0;3880
1372;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2017 mei;4380;70;60;310;80;10.0;0;10;0;0;3940
1373;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2017 juni;4430;80;60;310;90;10.0;0;20;0;0;3990
1374;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2017 juli;4410;70;60;310;100;0.0;10;20;0;0;3970
1375;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2017 augustus;4390;70;50;300;100;0.0;10;20;0;0;3960
1376;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2017 september;4410;70;50;290;100;10.0;10;20;0;0;3980
1377;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2017 oktober;4450;70;50;280;110;10.0;10;20;0;0;4010
1378;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2017 november;4480;70;50;290;120;10.0;10;20;0;0;4040
1379;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2017 december;4450;60;50;290;120;10.0;10;20;0;0;4020
1380;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Westerse migratieachtergrond;2018 januari;4500;50;50;280;130;10.0;10;30;0;0;4080
