ID;Sex;Regions;Periods;PopulationOn1January_1;PopulationDensity_2;LiveBornChildren_3;LiveBornChildrenRatio_4;Deaths_5;DeathsRatio_6;NaturalIncrease_7;TotalArrivals_8;TotalArrivalsRatio_9;DueToImmigration_10;DueToIntermunicipalMoves_11;TotalDeparturesIncludingAdministra_12;TotalDeparturesIncludingAdmRatio_13;DueToEmigrationIncludingAdministr_14;NetAdministrativeCorrections_15;DueToIntermunicipalMoves_16;NetMigrationIncludingAdministrative_17;PopulationGrowth_18;PopulationGrowthRatio_19;PopulationOn31December_20
125;Total male and female;Noord-Nederland (LD);1985;1588230.0;;19541.0;12.3;14632.0;9.2;4909.0;71361.0;44.9;3753.0;67608.0;74465.0;46.9;3170.0;-113.0;71295.0;-3104.0;1864.0;1.2;1590094.0
126;Total male and female;Noord-Nederland (LD);1986;1590094.0;;19755.0;12.4;14755.0;9.3;5000.0;74219.0;46.7;4150.0;70069.0;77914.0;49.0;3305.0;-142.0;74609.0;-3695.0;1383.0;0.9;1591477.0
127;Total male and female;Noord-Nederland (LD);1987;1591477.0;;19495.0;12.2;14457.0;9.1;5038.0;74226.0;46.6;4293.0;69933.0;78285.0;49.2;3318.0;-122.0;74967.0;-4059.0;970.0;0.6;1592447.0
128;Total male and female;Noord-Nederland (LD);1988;1592447.0;;18976.0;11.9;14710.0;9.2;4266.0;76954.0;48.3;4882.0;72072.0;80234.0;50.4;4020.0;-225.0;76214.0;-3280.0;1009.0;0.6;1593456.0
129;Total male and female;Noord-Nederland (LD);1989;1593456.0;;18968.0;11.9;14890.0;9.3;4078.0;77541.0;48.7;5309.0;72232.0;81048.0;50.9;4167.0;-365.0;76881.0;-3507.0;567.0;0.4;1594023.0
130;Total male and female;Noord-Nederland (LD);1990;1594041.0;;19526.0;12.2;15037.0;9.4;4489.0;76021.0;47.6;6615.0;69406.0;76444.0;47.9;4062.0;-472.0;72382.0;-423.0;4086.0;2.6;1598127.0
131;Total male and female;Noord-Nederland (LD);1991;1598127.0;;19742.0;12.3;14972.0;9.4;4770.0;77147.0;48.2;6954.0;70193.0;77390.0;48.4;4378.0;-655.0;73012.0;-243.0;4527.0;2.8;1602654.0
132;Total male and female;Noord-Nederland (LD);1992;1602661.0;;19036.0;11.9;14831.0;9.2;4205.0;77385.0;48.2;6569.0;70816.0;76614.0;47.7;4229.0;-404.0;72385.0;771.0;4976.0;3.1;1607637.0
133;Total male and female;Noord-Nederland (LD);1993;1607651.0;;19274.0;12.0;15834.0;9.8;3440.0;81800.0;50.8;8488.0;73312.0;77848.0;48.3;3963.0;-243.0;73885.0;3952.0;7392.0;4.6;1615043.0
134;Total male and female;Noord-Nederland (LD);1994;1615032.0;;19178.0;11.8;15154.0;9.4;4024.0;82486.0;51.0;6725.0;75761.0;79335.0;49.0;4371.0;-328.0;74964.0;3151.0;7406.0;4.6;1622438.0
135;Total male and female;Noord-Nederland (LD);1995;1622438.0;194.0;19188.0;11.8;15614.0;9.6;3574.0;80995.0;49.8;7178.0;73817.0;79569.0;49.0;5236.0;-667.0;74333.0;1426.0;5019.0;3.1;1627457.0
136;Total male and female;Noord-Nederland (LD);1996;1627457.0;195.0;18921.0;11.6;15827.0;9.7;3094.0;87018.0;53.4;8585.0;78433.0;83975.0;51.5;5024.0;-845.0;78951.0;3043.0;6519.0;4.0;1633976.0
137;Total male and female;Noord-Nederland (LD);1997;1633986.0;196.0;19305.0;11.8;15525.0;9.5;3780.0;86670.0;52.9;9791.0;76879.0;84209.0;51.4;4813.0;-680.0;79396.0;2461.0;6818.0;4.2;1640804.0
138;Total male and female;Noord-Nederland (LD);1998;1640804.0;196.0;19831.0;12.1;15669.0;9.5;4162.0;88715.0;53.9;10944.0;77771.0;85442.0;52.0;4081.0;-319.0;81361.0;3273.0;7499.0;4.6;1648303.0
139;Total male and female;Noord-Nederland (LD);1999;1648303.0;197.0;20084.0;12.2;15917.0;9.6;4167.0;86742.0;52.5;10404.0;76338.0;82503.0;49.9;4436.0;-585.0;78067.0;4239.0;8649.0;5.2;1656952.0
140;Total male and female;Noord-Nederland (LD);2000;1656952.0;199.0;20341.0;12.2;15759.0;9.5;4582.0;87313.0;52.5;14474.0;72839.0;77474.0;46.6;5351.0;-1365.0;72123.0;9839.0;14582.0;8.8;1671534.0
141;Total male and female;Noord-Nederland (LD);2001;1671534.0;200.0;20380.0;12.1;15986.0;9.5;4394.0;86511.0;51.5;14338.0;72173.0;77157.0;46.0;4955.0;-1013.0;72202.0;9354.0;13929.0;8.3;1685463.0
142;Total male and female;Noord-Nederland (LD);2002;1685463.0;202.0;20273.0;12.0;16087.0;9.5;4186.0;85567.0;50.6;12585.0;72982.0;81147.0;48.0;7084.0;-2654.0;74063.0;4420.0;8575.0;5.1;1694038.0
143;Total male and female;Noord-Nederland (LD);2003;1694038.0;203.0;19886.0;11.7;15840.0;9.3;4046.0;80794.0;47.6;8456.0;72338.0;80556.0;47.5;8053.0;-3482.0;72503.0;238.0;4827.0;2.8;1698865.0
144;Total male and female;Noord-Nederland (LD);2004;1698865.0;204.0;19012.0;11.2;15356.0;9.0;3656.0;78310.0;46.1;7279.0;71031.0;79780.0;46.9;7991.0;-3084.0;71789.0;-1470.0;2553.0;1.5;1701418.0
145;Total male and female;Noord-Nederland (LD);2005;1701418.0;204.0;18419.0;10.8;15171.0;8.9;3248.0;81126.0;47.7;6645.0;74481.0;85285.0;50.1;9603.0;-3610.0;75682.0;-4159.0;-665.0;-0.4;1700753.0
146;Total male and female;Noord-Nederland (LD);2006;1700753.0;205.0;18084.0;10.6;15527.0;9.1;2557.0;82446.0;48.5;6833.0;75613.0;84134.0;49.5;8960.0;-2220.0;75174.0;-1688.0;1267.0;0.7;1702020.0
147;Total male and female;Noord-Nederland (LD);2007;1702020.0;205.0;17594.0;10.3;14860.0;8.7;2734.0;83316.0;48.9;8059.0;75257.0;83613.0;49.1;7975.0;-1385.0;75638.0;-297.0;2763.0;1.6;1704783.0
148;Total male and female;Noord-Nederland (LD);2008;1704783.0;205.0;17848.0;10.5;15365.0;9.0;2483.0;85045.0;49.8;10206.0;74839.0;83856.0;49.1;8037.0;-1963.0;75819.0;1189.0;4038.0;2.4;1708821.0
149;Total male and female;Noord-Nederland (LD);2009;1708821.0;206.0;18041.0;10.5;15379.0;9.0;2662.0;78822.0;46.1;11231.0;67591.0;76471.0;44.7;7598.0;-1780.0;68873.0;2351.0;5133.0;3.0;1713954.0
150;Total male and female;Noord-Nederland (LD);2010;1713954.0;206.0;17494.0;10.2;15535.0;9.1;1959.0;77123.0;44.9;11911.0;65212.0;75302.0;43.9;8078.0;-1539.0;67224.0;1821.0;3775.0;2.2;1717729.0
151;Total male and female;Noord-Nederland (LD);2011;1717729.0;207.0;17124.0;10.0;15522.0;9.0;1602.0;77931.0;45.4;11683.0;66248.0;78329.0;45.6;9811.0;-2046.0;68518.0;-398.0;1167.0;0.7;1718896.0
152;Total male and female;Noord-Nederland (LD);2012;1718896.0;207.0;16512.0;9.6;16182.0;9.4;330.0;78936.0;45.9;11386.0;67550.0;79689.0;46.4;9891.0;-1823.0;69798.0;-753.0;-411.0;-0.2;1718485.0
153;Total male and female;Noord-Nederland (LD);2013;1718485.0;207.0;15763.0;9.2;16113.0;9.4;-350.0;80051.0;46.6;11924.0;68127.0;80205.0;46.7;9358.0;-1576.0;70847.0;-154.0;-452.0;-0.3;1718033.0
154;Total male and female;Noord-Nederland (LD);2014;1718033.0;207.0;16026.0;9.3;15725.0;9.2;301.0;85751.0;49.9;14919.0;70832.0;85287.0;49.6;10454.0;-2164.0;74833.0;464.0;742.0;0.4;1718775.0
155;Total male and female;Noord-Nederland (LD);2015;1718775.0;207.0;15369.0;8.9;16515.0;9.6;-1146.0;93401.0;54.3;18984.0;74417.0;92655.0;53.9;9964.0;-1723.0;82691.0;746.0;-385.0;-0.2;1718390.0
156;Total male and female;Noord-Nederland (LD);2016;1718390.0;207.0;15631.0;9.1;16953.0;9.9;-1322.0;111541.0;64.8;28035.0;83506.0;106344.0;61.8;10273.0;-1806.0;96071.0;5197.0;3857.0;2.2;1722247.0
157;Total male and female;Noord-Nederland (LD);2017;1722247.0;208.0;15250.0;8.9;17130.0;9.9;-1880.0;118206.0;68.6;31714.0;86492.0;116206.0;67.5;10506.0;-2314.0;105700.0;2000.0;65.0;0.0;1722312.0
158;Total male and female;Noord-Nederland (LD);2018;1722312.0;208.0;14704.0;8.5;17416.0;10.1;-2712.0;104576.0;60.7;23599.0;80977.0;100343.0;58.2;10066.0;-1476.0;90277.0;4233.0;1517.0;0.9;1723829.0
159;Total male and female;Noord-Nederland (LD);2019;1723829.0;208.0;15109.0;8.8;16899.0;9.8;-1790.0;102028.0;59.1;23861.0;78167.0;94534.0;54.7;10582.0;-1598.0;83952.0;7494.0;5676.0;3.3;1729505.0
160;Total male and female;Noord-Nederland (LD);2020;1729505.0;209.0;14932.0;8.6;17720.0;10.2;-2788.0;99608.0;57.5;19446.0;80162.0;93165.0;53.8;10220.0;-1557.0;82945.0;6443.0;3638.0;2.1;1733143.0
161;Total male and female;Noord-Nederland (LD);2021;1733143.0;209.0;16068.0;9.2;19146.0;11.0;-3078.0;109759.0;63.2;27789.0;81970.0;97902.0;56.3;9717.0;-1628.0;88185.0;11857.0;8789.0;5.1;1741932.0
162;Total male and female;Noord-Nederland (LD);2022;1741932.0;210.0;14831.0;8.5;19320.0;11.0;-4489.0;121347.0;69.3;42727.0;78620.0;101085.0;57.8;12378.0;-1703.0;88707.0;20262.0;15745.0;9.0;1757677.0
163;Total male and female;Noord-Nederland (LD);2023;1757677.0;212.0;14582.0;8.3;19007.0;10.8;-4425.0;121013.0;68.7;37090.0;83923.0;106890.0;60.6;14537.0;-2709.0;92353.0;14123.0;9703.0;5.5;1767380.0
164;Total male and female;Oost-Nederland (LD);1942;1542590.0;;34374.0;22.1;14576.0;9.4;19798.0;82678.0;53.1;;;75737.0;48.7;;;;6941.0;26610.0;17.3;1569200.0
165;Total male and female;Oost-Nederland (LD);1943;1569200.0;;37806.0;23.7;16329.0;10.3;21477.0;98975.0;62.1;;;73783.0;46.3;;;;25192.0;46669.0;29.7;1615869.0
166;Total male and female;Oost-Nederland (LD);1944;1615869.0;;39193.0;24.1;20346.0;12.5;18847.0;60461.0;37.2;;;57126.0;35.1;;;;3335.0;22182.0;13.7;1638051.0
167;Total male and female;Oost-Nederland (LD);1945;1638051.0;;38874.0;23.8;25145.0;15.4;13729.0;89893.0;55.1;;;114576.0;70.2;;;;-24683.0;-10954.0;-6.7;1627097.0
168;Total male and female;Oost-Nederland (LD);1946;1627097.0;;49717.0;30.3;14732.0;9.0;34985.0;112997.0;68.9;;;121742.0;74.2;;;;-8745.0;26240.0;16.1;1653337.0
169;Total male and female;Oost-Nederland (LD);1947;1653337.0;;46728.0;28.0;13748.0;8.2;32980.0;88745.0;53.2;;;91545.0;54.9;;;;-2800.0;30180.0;18.3;1683517.0
170;Total male and female;Oost-Nederland (LD);1948;1683517.0;;43994.0;25.9;12673.0;7.5;31321.0;78012.0;45.9;;;79905.0;47.0;;;;-1893.0;30471.0;18.1;1713988.0
171;Total male and female;Oost-Nederland (LD);1949;1713988.0;;42037.0;24.3;14325.0;8.3;27712.0;71857.0;41.6;;;74387.0;43.1;;;;-2530.0;25690.0;15.0;1739678.0
172;Total male and female;Oost-Nederland (LD);1950;1747642.0;;41233.0;23.4;13420.0;7.6;27813.0;85403.0;48.4;;;77710.0;44.0;;;;7693.0;35569.0;20.4;1783211.0
173;Total male and female;Oost-Nederland (LD);1951;1783211.0;;41973.0;23.4;13890.0;7.7;28083.0;87156.0;48.5;;;88875.0;49.5;;;;-1719.0;26364.0;14.8;1809575.0
174;Total male and female;Oost-Nederland (LD);1952;1809575.0;;43219.0;23.7;13418.0;7.4;29801.0;83182.0;45.7;;;89614.0;49.2;;;;-6432.0;23369.0;12.9;1832944.0
175;Total male and female;Oost-Nederland (LD);1953;1832944.0;;42327.0;22.9;13966.0;7.6;28361.0;86156.0;46.7;;;88368.0;47.9;;;;-2212.0;25927.0;14.1;1858871.0
176;Total male and female;Oost-Nederland (LD);1954;1858871.0;;42423.0;22.7;13988.0;7.5;28435.0;88710.0;47.4;;;91148.0;48.7;;;;-2438.0;26024.0;14.0;1884895.0
177;Total male and female;Oost-Nederland (LD);1955;1884895.0;;42841.0;22.6;14542.0;7.7;28299.0;89043.0;46.9;;;88720.0;46.7;;;;323.0;28401.0;15.1;1913296.0
178;Total male and female;Oost-Nederland (LD);1956;1913296.0;;42947.0;22.3;14873.0;7.7;28074.0;93830.0;48.7;;;92173.0;47.8;;;;1657.0;29767.0;15.6;1943063.0
179;Total male and female;Oost-Nederland (LD);1957;1943080.0;;43528.0;22.2;14517.0;7.4;29011.0;94807.0;48.4;;;95099.0;48.6;;;;-292.0;28691.0;14.8;1971771.0
180;Total male and female;Oost-Nederland (LD);1958;1972097.0;;44469.0;22.3;14640.0;7.4;29829.0;97567.0;49.0;;;94695.0;47.6;;;;2872.0;38240.0;19.4;2010337.0
181;Total male and female;Oost-Nederland (LD);1959;2010337.0;;45272.0;22.3;15226.0;7.5;30046.0;94369.0;46.6;;;93754.0;46.3;;;;615.0;30684.0;15.3;2041021.0
182;Total male and female;Oost-Nederland (LD);1960;2037733.0;;45018.0;21.9;15349.0;7.5;29669.0;100950.0;49.1;6612.0;94338.0;97306.0;47.4;7312.0;;89994.0;3644.0;33447.0;16.4;2071180.0
183;Total male and female;Oost-Nederland (LD);1961;2071180.0;;46523.0;22.3;15914.0;7.6;30609.0;102023.0;48.8;8803.0;93220.0;93457.0;44.7;6250.0;;87207.0;8566.0;38533.0;18.6;2109713.0
184;Total male and female;Oost-Nederland (LD);1962;2109713.0;;46870.0;22.0;16910.0;7.9;29960.0;102446.0;48.1;10285.0;92161.0;95948.0;45.1;6515.0;;89433.0;6498.0;36378.0;17.2;2146091.0
185;Total male and female;Oost-Nederland (LD);1963;2175176.0;;47880.0;21.9;17251.0;7.9;30629.0;104404.0;47.7;8568.0;95836.0;99801.0;45.6;6636.0;;93165.0;4603.0;31295.0;14.4;2206471.0
186;Total male and female;Oost-Nederland (LD);1964;2206471.0;;48394.0;21.7;16751.0;7.5;31643.0;111845.0;50.2;11700.0;100145.0;104602.0;47.0;7665.0;;96937.0;7243.0;38874.0;17.6;2245345.0
187;Total male and female;Oost-Nederland (LD);1965;2245345.0;;47772.0;21.1;17693.0;7.8;30079.0;118146.0;52.2;11940.0;106206.0;108937.0;48.1;8786.0;;100151.0;9209.0;39234.0;17.5;2284579.0
188;Total male and female;Oost-Nederland (LD);1966;2284579.0;;47427.0;20.6;18432.0;8.0;28995.0;121461.0;52.7;11413.0;110048.0;113251.0;49.2;9195.0;;104056.0;8210.0;37121.0;16.2;2321700.0
189;Total male and female;Oost-Nederland (LD);1967;2321700.0;;47688.0;20.4;18198.0;7.8;29490.0;114988.0;49.2;7803.0;107185.0;113632.0;48.6;10019.0;;103613.0;1356.0;30770.0;13.3;2352470.0
190;Total male and female;Oost-Nederland (LD);1968;2352470.0;;47790.0;20.2;19333.0;8.2;28457.0;121932.0;51.5;8615.0;113317.0;115996.0;49.0;7471.0;;108525.0;5936.0;34301.0;14.6;2386786.0
191;Total male and female;Oost-Nederland (LD);1969;2386786.0;;49856.0;20.7;19948.0;8.3;29908.0;129569.0;53.8;12141.0;117428.0;119564.0;49.7;7995.0;;111569.0;10005.0;39856.0;16.7;2426642.0
192;Total male and female;Oost-Nederland (LD);1970;2426642.0;;48426.0;19.8;20354.0;8.3;28072.0;132414.0;54.1;13858.0;118556.0;120352.0;49.2;8456.0;;111896.0;12062.0;40044.0;16.5;2466686.0
193;Total male and female;Oost-Nederland (LD);1971;2466686.0;;45878.0;18.5;20341.0;8.2;25537.0;142141.0;57.2;13776.0;128365.0;130023.0;52.3;9238.0;;120785.0;12118.0;37530.0;15.2;2504216.0
194;Total male and female;Oost-Nederland (LD);1972;2504216.0;;43464.0;17.2;21249.0;8.4;22215.0;142504.0;56.5;11661.0;130843.0;132406.0;52.5;9216.0;;123190.0;10098.0;32168.0;12.8;2536384.0
195;Total male and female;Oost-Nederland (LD);1973;2536384.0;;40393.0;15.8;20864.0;8.2;19529.0;145069.0;56.8;13042.0;132027.0;132972.0;52.1;8963.0;;124009.0;12097.0;31467.0;12.4;2567851.0
196;Total male and female;Oost-Nederland (LD);1974;2567851.0;;38494.0;14.9;20444.0;7.9;18050.0;146713.0;56.8;13388.0;133325.0;134590.0;52.1;8897.0;;125693.0;12123.0;30182.0;11.8;2598031.0
197;Total male and female;Oost-Nederland (LD);1975;2598031.0;;36637.0;14.0;21023.0;8.0;15614.0;138183.0;52.9;16104.0;122079.0;126135.0;48.3;8297.0;;117838.0;12048.0;27535.0;10.6;2625566.0
198;Total male and female;Oost-Nederland (LD);1976;2625566.0;;36416.0;13.8;21378.0;8.1;15038.0;132438.0;50.2;11303.0;121135.0;126414.0;48.0;8736.0;;117678.0;6024.0;20903.0;8.0;2646469.0
199;Total male and female;Oost-Nederland (LD);1977;2646469.0;;35713.0;13.4;20649.0;7.8;15064.0;127898.0;48.1;11844.0;116054.0;119912.0;45.1;9279.0;-155.0;110633.0;7986.0;23037.0;8.7;2669506.0
200;Total male and female;Oost-Nederland (LD);1978;2669517.0;;35810.0;13.4;21423.0;8.0;14387.0;118331.0;44.2;12652.0;105679.0;111742.0;41.7;8370.0;-95.0;103372.0;6589.0;20940.0;7.8;2690280.0
201;Total male and female;Oost-Nederland (LD);1979;2690280.0;;35603.0;13.2;21072.0;7.8;14531.0;112823.0;41.8;14286.0;98537.0;105044.0;38.9;8682.0;-158.0;96362.0;7779.0;22344.0;8.3;2712624.0
202;Total male and female;Oost-Nederland (LD);1980;2712624.0;;36736.0;13.5;21421.0;7.9;15315.0;115703.0;42.5;15772.0;99931.0;107029.0;39.3;8400.0;-149.0;98629.0;8674.0;24072.0;8.9;2736696.0
203;Total male and female;Oost-Nederland (LD);1981;2736696.0;;35688.0;13.0;21498.0;7.8;14190.0;107740.0;39.3;11173.0;96567.0;105731.0;38.5;9112.0;-127.0;96619.0;2009.0;16204.0;5.9;2752900.0
204;Total male and female;Oost-Nederland (LD);1982;2752900.0;;34879.0;12.6;22148.0;8.0;12731.0;108726.0;39.4;9577.0;99149.0;108643.0;39.4;9774.0;-225.0;98869.0;83.0;12956.0;4.7;2765856.0
205;Total male and female;Oost-Nederland (LD);1983;2765856.0;;34383.0;12.4;22473.0;8.1;11910.0;107178.0;38.7;9250.0;97928.0;107133.0;38.7;9003.0;-177.0;98130.0;45.0;12001.0;4.3;2777857.0
206;Total male and female;Oost-Nederland (LD);1984;2777857.0;;34754.0;12.5;23076.0;8.3;11678.0;109904.0;39.5;9259.0;100645.0;109326.0;39.3;8943.0;-234.0;100383.0;578.0;12310.0;4.4;2790167.0
207;Total male and female;Oost-Nederland (LD);1985;2790167.0;;35386.0;12.6;23558.0;8.4;11828.0;115743.0;41.4;10179.0;105564.0;112906.0;40.4;8575.0;-361.0;104331.0;2837.0;14686.0;5.3;2804853.0
208;Total male and female;Oost-Nederland (LD);1986;2937577.0;;39311.0;13.3;24369.0;8.3;14942.0;136398.0;46.2;11957.0;124441.0;127659.0;43.3;9017.0;-453.0;118642.0;8739.0;23675.0;8.1;2961252.0
209;Total male and female;Oost-Nederland (LD);1987;2961252.0;;39522.0;13.3;23775.0;8.0;15747.0;138404.0;46.5;12910.0;125494.0;128156.0;43.1;8952.0;-599.0;119204.0;10248.0;26094.0;8.8;2987346.0
210;Total male and female;Oost-Nederland (LD);1988;2987346.0;;39457.0;13.2;24403.0;8.1;15054.0;136053.0;45.4;13194.0;122859.0;126348.0;42.1;9197.0;-802.0;117151.0;9705.0;24959.0;8.4;3012305.0
211;Total male and female;Oost-Nederland (LD);1989;3012305.0;;39822.0;13.2;25637.0;8.5;14185.0;138679.0;45.9;14219.0;124460.0;129214.0;42.7;10635.0;-1046.0;118579.0;9465.0;23798.0;7.9;3036103.0
212;Total male and female;Oost-Nederland (LD);1990;3036140.0;;41702.0;13.7;25491.0;8.4;16211.0;133200.0;43.7;15451.0;117749.0;120889.0;39.6;9657.0;-853.0;111232.0;12311.0;28625.0;9.4;3064765.0
213;Total male and female;Oost-Nederland (LD);1991;3064765.0;;41823.0;13.6;25971.0;8.4;15852.0;135442.0;44.0;16302.0;119140.0;122163.0;39.7;9801.0;-1159.0;112362.0;13279.0;29131.0;9.5;3093896.0
214;Total male and female;Oost-Nederland (LD);1992;3094049.0;;41389.0;13.3;25990.0;8.4;15399.0;138728.0;44.6;16150.0;122578.0;125801.0;40.5;10609.0;-1372.0;115192.0;12927.0;28358.0;9.2;3122407.0
215;Total male and female;Oost-Nederland (LD);1993;3122407.0;;41604.0;13.3;27801.0;8.9;13803.0;140561.0;44.8;16619.0;123942.0;127022.0;40.5;10101.0;-971.0;116921.0;13539.0;27342.0;8.8;3149749.0
216;Total male and female;Oost-Nederland (LD);1994;3149749.0;;41853.0;13.2;26566.0;8.4;15287.0;139895.0;44.2;15842.0;124053.0;127688.0;40.4;9692.0;-336.0;117996.0;12207.0;27697.0;8.8;3177446.0
217;Total male and female;Oost-Nederland (LD);1995;3177446.0;326.0;40687.0;12.8;26925.0;8.4;13762.0;142225.0;44.6;16406.0;125819.0;130156.0;40.8;11313.0;-1080.0;118843.0;12069.0;25662.0;8.1;3203108.0
218;Total male and female;Oost-Nederland (LD);1996;3203108.0;328.0;40655.0;12.6;27620.0;8.6;13035.0;145410.0;45.2;16514.0;128896.0;136685.0;42.5;12370.0;-2285.0;124315.0;8725.0;22427.0;7.0;3225535.0
219;Total male and female;Oost-Nederland (LD);1997;3225525.0;331.0;41359.0;12.8;27375.0;8.5;13984.0;150743.0;46.5;17345.0;133398.0;137653.0;42.5;11431.0;-1570.0;126222.0;13090.0;27398.0;8.5;3252923.0
220;Total male and female;Oost-Nederland (LD);1998;3252469.0;334.0;43298.0;13.2;27483.0;8.4;15815.0;159393.0;48.8;18582.0;140811.0;144225.0;44.1;11230.0;-1759.0;132995.0;15168.0;31221.0;9.6;3283690.0
221;Total male and female;Oost-Nederland (LD);1999;3283690.0;337.0;43725.0;13.3;28387.0;8.6;15338.0;153253.0;46.5;18716.0;134537.0;138810.0;42.1;10620.0;-1585.0;128190.0;14443.0;30299.0;9.2;3313989.0
222;Total male and female;Oost-Nederland (LD);2000;3313989.0;340.0;45358.0;13.6;28598.0;8.6;16760.0;147772.0;44.4;21223.0;126549.0;129770.0;38.9;11064.0;-1775.0;118706.0;18002.0;35541.0;10.7;3349530.0
223;Total male and female;Oost-Nederland (LD);2001;3349530.0;344.0;44518.0;13.2;28392.0;8.4;16126.0;149991.0;44.5;23745.0;126246.0;131837.0;39.2;13541.0;-2764.0;118296.0;18154.0;35456.0;10.6;3384986.0
224;Total male and female;Oost-Nederland (LD);2002;3384986.0;348.0;44836.0;13.2;29051.0;8.5;15785.0;149125.0;43.9;20944.0;128181.0;137969.0;40.6;15883.0;-4034.0;122086.0;11156.0;27793.0;8.2;3412779.0
225;Total male and female;Oost-Nederland (LD);2003;3412779.0;351.0;44580.0;13.0;29382.0;8.6;15198.0;144070.0;42.1;16637.0;127433.0;140341.0;41.0;17489.0;-5411.0;122852.0;3729.0;19566.0;5.7;3432345.0
226;Total male and female;Oost-Nederland (LD);2004;3432345.0;353.0;42635.0;12.4;27810.0;8.1;14825.0;140493.0;40.8;14267.0;126226.0;141433.0;41.1;18687.0;-6391.0;122746.0;-940.0;14956.0;4.4;3447301.0
227;Total male and female;Oost-Nederland (LD);2005;3447301.0;355.0;41434.0;12.0;28041.0;8.1;13393.0;143942.0;41.7;14306.0;129636.0;145276.0;42.1;18920.0;-5455.0;126356.0;-1334.0;12588.0;3.7;3459889.0
228;Total male and female;Oost-Nederland (LD);2006;3459889.0;356.0;41059.0;11.9;27774.0;8.0;13285.0;146442.0;42.3;15047.0;131395.0;150575.0;43.5;20173.0;-5741.0;130402.0;-4133.0;9968.0;2.9;3469857.0
229;Total male and female;Oost-Nederland (LD);2007;3469857.0;357.0;39778.0;11.4;27037.0;7.8;12741.0;146565.0;42.2;16844.0;129721.0;147344.0;42.4;18713.0;-4359.0;128631.0;-779.0;12694.0;3.7;3482551.0
230;Total male and female;Oost-Nederland (LD);2008;3482551.0;358.0;40207.0;11.5;27431.0;7.9;12776.0;150788.0;43.2;20707.0;130081.0;146991.0;42.1;17793.0;-3548.0;129198.0;3797.0;17395.0;5.0;3499946.0
231;Total male and female;Oost-Nederland (LD);2009;3499946.0;360.0;39902.0;11.4;27676.0;7.9;12226.0;140116.0;39.9;22120.0;117996.0;135651.0;38.7;16724.0;-3553.0;118927.0;4465.0;17216.0;4.9;3517162.0
232;Total male and female;Oost-Nederland (LD);2010;3517162.0;362.0;39632.0;11.2;28115.0;8.0;11517.0;140251.0;39.8;23206.0;117045.0;137662.0;39.1;19292.0;-5256.0;118370.0;2589.0;13941.0;4.0;3531103.0
233;Total male and female;Oost-Nederland (LD);2011;3531103.0;364.0;38298.0;10.8;27982.0;7.9;10316.0;141091.0;39.9;23827.0;117264.0;138617.0;39.2;20060.0;-4294.0;118557.0;2474.0;12835.0;3.6;3543938.0
234;Total male and female;Oost-Nederland (LD);2012;3543938.0;365.0;37193.0;10.5;28969.0;8.2;8224.0;144702.0;40.8;22330.0;122372.0;143362.0;40.4;19394.0;-3574.0;123968.0;1340.0;9644.0;2.7;3553582.0
235;Total male and female;Oost-Nederland (LD);2013;3553582.0;366.0;36521.0;10.3;29326.0;8.2;7195.0;145277.0;40.8;23697.0;121580.0;146825.0;41.3;21588.0;-4537.0;125237.0;-1548.0;5700.0;1.6;3559282.0
236;Total male and female;Oost-Nederland (LD);2014;3559282.0;367.0;36865.0;10.3;28785.0;8.1;8080.0;154765.0;43.4;26162.0;128603.0;153435.0;43.0;21523.0;-3320.0;131912.0;1330.0;9739.0;2.7;3569021.0
237;Total male and female;Oost-Nederland (LD);2015;3569021.0;368.0;36025.0;10.1;30135.0;8.4;5890.0;167727.0;46.9;31301.0;136426.0;158994.0;44.5;21732.0;-3492.0;137262.0;8733.0;14678.0;4.1;3583699.0
238;Total male and female;Oost-Nederland (LD);2016;3583699.0;369.0;35933.0;10.0;30635.0;8.5;5298.0;188623.0;52.5;33816.0;154807.0;174147.0;48.5;22042.0;-3782.0;152105.0;14476.0;19707.0;5.5;3603406.0
239;Total male and female;Oost-Nederland (LD);2017;3603406.0;371.0;35444.0;9.8;31153.0;8.6;4291.0;191622.0;53.0;28805.0;162817.0;175919.0;48.7;21633.0;-3775.0;154286.0;15703.0;19868.0;5.5;3623274.0
240;Total male and female;Oost-Nederland (LD);2018;3623274.0;374.0;35318.0;9.7;32013.0;8.8;3305.0;187557.0;51.6;32342.0;155215.0;169192.0;46.6;21501.0;-2919.0;147691.0;18365.0;21675.0;6.0;3644949.0
