ID;Geslacht;Persoonskenmerken;Perioden;TotaalBevolking15Tot65Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Beroepsprestige_4;SociaalEconomischeStatus_5;I_6;II_7;III_8;IV_9;V_10;VI_11;VII_12;WerklozeBeroepsbevolking_13;NietBeroepsbevolking_14;BrutoArbeidsparticipatie_15;NettoArbeidsparticipatie_16;GeregistreerdeWerklozen_17;Werkloosheidspercentage_18
238;Mannen en vrouwen;53050;1823;;;;;;;;;;;;;;;;;;
239;Mannen en vrouwen;53050;1824;;;;;;;;;;;;;;;;;;
240;Mannen en vrouwen;53050;1825;;;;;;;;;;;;;;;;;;
241;Mannen en vrouwen;53050;1826;;;;;;;;;;;;;;;;;;
242;Mannen en vrouwen;53050;1827;;;;;;;;;;;;;;;;;;
243;Mannen en vrouwen;53050;1828;;;;;;;;;;;;;;;;;;
244;Mannen en vrouwen;53050;1829;;;;;;;;;;;;;;;;;;
245;Mannen en vrouwen;53050;1830;;;;;;;;;;;;;;;;;;
246;Mannen en vrouwen;53050;1831;;;;;;;;;;;;;;;;;;
247;Mannen en vrouwen;53050;1832;;;;;;;;;;;;;;;;;;
248;Mannen en vrouwen;53050;1833;;;;;;;;;;;;;;;;;;
249;Mannen en vrouwen;53050;1834;;;;;;;;;;;;;;;;;;
250;Mannen en vrouwen;53050;1835;;;;;;;;;;;;;;;;;;
251;Mannen en vrouwen;53050;1836;;;;;;;;;;;;;;;;;;
252;Mannen en vrouwen;53050;1837;;;;;;;;;;;;;;;;;;
253;Mannen en vrouwen;53050;1838;;;;;;;;;;;;;;;;;;
254;Mannen en vrouwen;53050;1839;;;;;;;;;;;;;;;;;;
255;Mannen en vrouwen;53050;1840;;;;;;;;;;;;;;;;;;
256;Mannen en vrouwen;53050;1841;;;;;;;;;;;;;;;;;;
257;Mannen en vrouwen;53050;1842;;;;;;;;;;;;;;;;;;
258;Mannen en vrouwen;53050;1843;;;;;;;;;;;;;;;;;;
259;Mannen en vrouwen;53050;1844;;;;;;;;;;;;;;;;;;
260;Mannen en vrouwen;53050;1845;;;;;;;;;;;;;;;;;;
261;Mannen en vrouwen;53050;1846;;;;;;;;;;;;;;;;;;
262;Mannen en vrouwen;53050;1847;;;;;;;;;;;;;;;;;;
263;Mannen en vrouwen;53050;1848;;;;;;;;;;;;;;;;;;
264;Mannen en vrouwen;53050;1849;;;;;;;;;;;;;;;;;;
265;Mannen en vrouwen;53050;1850;;;;;;;;;;;;;;;;;;
266;Mannen en vrouwen;53050;1851;;;;;;;;;;;;;;;;;;
267;Mannen en vrouwen;53050;1852;;;;;;;;;;;;;;;;;;
268;Mannen en vrouwen;53050;1853;;;;;;;;;;;;;;;;;;
269;Mannen en vrouwen;53050;1854;;;;;;;;;;;;;;;;;;
270;Mannen en vrouwen;53050;1855;;;;;;;;;;;;;;;;;;
271;Mannen en vrouwen;53050;1856;;;;;;;;;;;;;;;;;;
272;Mannen en vrouwen;53050;1857;;;;;;;;;;;;;;;;;;
273;Mannen en vrouwen;53050;1858;;;;;;;;;;;;;;;;;;
274;Mannen en vrouwen;53050;1859;;;;;;;;;;;;;;;;;;
275;Mannen en vrouwen;53050;1860;;;;;;;;;;;;;;;;;;
276;Mannen en vrouwen;53050;1861;;;;;;;;;;;;;;;;;;
277;Mannen en vrouwen;53050;1862;;;;;;;;;;;;;;;;;;
278;Mannen en vrouwen;53050;1863;;;;;;;;;;;;;;;;;;
279;Mannen en vrouwen;53050;1864;;;;;;;;;;;;;;;;;;
280;Mannen en vrouwen;53050;1865;;;;;;;;;;;;;;;;;;
281;Mannen en vrouwen;53050;1866;;;;;;;;;;;;;;;;;;
282;Mannen en vrouwen;53050;1867;;;;;;;;;;;;;;;;;;
283;Mannen en vrouwen;53050;1868;;;;;;;;;;;;;;;;;;
284;Mannen en vrouwen;53050;1869;;;;;;;;;;;;;;;;;;
285;Mannen en vrouwen;53050;1870;;;;;;;;;;;;;;;;;;
286;Mannen en vrouwen;53050;1871;;;;;;;;;;;;;;;;;;
287;Mannen en vrouwen;53050;1872;;;;;;;;;;;;;;;;;;
288;Mannen en vrouwen;53050;1873;;;;;;;;;;;;;;;;;;
289;Mannen en vrouwen;53050;1874;;;;;;;;;;;;;;;;;;
290;Mannen en vrouwen;53050;1875;;;;;;;;;;;;;;;;;;
291;Mannen en vrouwen;53050;1876;;;;;;;;;;;;;;;;;;
292;Mannen en vrouwen;53050;1877;;;;;;;;;;;;;;;;;;
293;Mannen en vrouwen;53050;1878;;;;;;;;;;;;;;;;;;
294;Mannen en vrouwen;53050;1879;;;;;;;;;;;;;;;;;;
295;Mannen en vrouwen;53050;1880;;;;;;;;;;;;;;;;;;
296;Mannen en vrouwen;53050;1881;;;;;;;;;;;;;;;;;;
297;Mannen en vrouwen;53050;1882;;;;;;;;;;;;;;;;;;
298;Mannen en vrouwen;53050;1883;;;;;;;;;;;;;;;;;;
299;Mannen en vrouwen;53050;1884;;;;;;;;;;;;;;;;;;
300;Mannen en vrouwen;53050;1885;;;;;;;;;;;;;;;;;;
301;Mannen en vrouwen;53050;1886;;;;;;;;;;;;;;;;;;
302;Mannen en vrouwen;53050;1887;;;;;;;;;;;;;;;;;;
303;Mannen en vrouwen;53050;1888;;;;;;;;;;;;;;;;;;
304;Mannen en vrouwen;53050;1889;;;;;;;;;;;;;;;;;;
305;Mannen en vrouwen;53050;1890;;;;;;;;;;;;;;;;;;
306;Mannen en vrouwen;53050;1891;;;;;;;;;;;;;;;;;;
307;Mannen en vrouwen;53050;1892;;;;;;;;;;;;;;;;;;
308;Mannen en vrouwen;53050;1893;;;;;;;;;;;;;;;;;;
309;Mannen en vrouwen;53050;1894;;;;;;;;;;;;;;;;;;
310;Mannen en vrouwen;53050;1895;;;;;;;;;;;;;;;;;;
311;Mannen en vrouwen;53050;1896;;;;;;;;;;;;;;;;;;
312;Mannen en vrouwen;53050;1897;;;;;;;;;;;;;;;;;;
313;Mannen en vrouwen;53050;1898;;;;;;;;;;;;;;;;;;
314;Mannen en vrouwen;53050;1899;;;;;;;;;;;;;;;;;;
315;Mannen en vrouwen;53050;1900;;;;;;;;;;;;;;;;;;
316;Mannen en vrouwen;53050;1901;;;;;;;;;;;;;;;;;;
317;Mannen en vrouwen;53050;1902;;;;;;;;;;;;;;;;;;
318;Mannen en vrouwen;53050;1903;;;;;;;;;;;;;;;;;;
319;Mannen en vrouwen;53050;1904;;;;;;;;;;;;;;;;;;
320;Mannen en vrouwen;53050;1905;;;;;;;;;;;;;;;;;;
321;Mannen en vrouwen;53050;1906;;;;;;;;;;;;;;;;;;
322;Mannen en vrouwen;53050;1907;;;;;;;;;;;;;;;;;;
323;Mannen en vrouwen;53050;1908;;;;;;;;;;;;;;;;;;
324;Mannen en vrouwen;53050;1909;;;;;;;;;;;;;;;;;;
325;Mannen en vrouwen;53050;1910;;;;;;;;;;;;;;;;;;
326;Mannen en vrouwen;53050;1911;;;;;;;;;;;;;;;;;;
327;Mannen en vrouwen;53050;1912;;;;;;;;;;;;;;;;;;
328;Mannen en vrouwen;53050;1913;;;;;;;;;;;;;;;;;;
329;Mannen en vrouwen;53050;1914;;;;;;;;;;;;;;;;;;
330;Mannen en vrouwen;53050;1915;;;;;;;;;;;;;;;;;;
331;Mannen en vrouwen;53050;1916;;;;;;;;;;;;;;;;;;
332;Mannen en vrouwen;53050;1917;;;;;;;;;;;;;;;;;;
333;Mannen en vrouwen;53050;1918;;;;;;;;;;;;;;;;;;
334;Mannen en vrouwen;53050;1919;;;;;;;;;;;;;;;;;;
335;Mannen en vrouwen;53050;1920;;;;;;;;;;;;;;;;;;
336;Mannen en vrouwen;53050;1921;;;;;;;;;;;;;;;;;;
337;Mannen en vrouwen;53050;1922;;;;;;;;;;;;;;;;;;
338;Mannen en vrouwen;53050;1923;;;;;;;;;;;;;;;;;;
339;Mannen en vrouwen;53050;1924;;;;;;;;;;;;;;;;;;
340;Mannen en vrouwen;53050;1925;;;;;;;;;;;;;;;;;;
341;Mannen en vrouwen;53050;1926;;;;;;;;;;;;;;;;;;
342;Mannen en vrouwen;53050;1927;;;;;;;;;;;;;;;;;;
343;Mannen en vrouwen;53050;1928;;;;;;;;;;;;;;;;;;
344;Mannen en vrouwen;53050;1929;;;;;;;;;;;;;;;;;;
345;Mannen en vrouwen;53050;1930;;;;;;;;;;;;;;;;;;
346;Mannen en vrouwen;53050;1931;;;;;;;;;;;;;;;;;;
347;Mannen en vrouwen;53050;1932;;;;;;;;;;;;;;;;;;
348;Mannen en vrouwen;53050;1933;;;;;;;;;;;;;;;;;;
349;Mannen en vrouwen;53050;1934;;;;;;;;;;;;;;;;;;
350;Mannen en vrouwen;53050;1935;;;;;;;;;;;;;;;;;;
351;Mannen en vrouwen;53050;1936;;;;;;;;;;;;;;;;;;
352;Mannen en vrouwen;53050;1937;;;;;;;;;;;;;;;;;;
353;Mannen en vrouwen;53050;1938;;;;;;;;;;;;;;;;;;
354;Mannen en vrouwen;53050;1939;;;;;;;;;;;;;;;;;;
355;Mannen en vrouwen;53050;1940;;;;;;;;;;;;;;;;;;
356;Mannen en vrouwen;53050;1941;;;;;;;;;;;;;;;;;;
357;Mannen en vrouwen;53050;1942;;;;;;;;;;;;;;;;;;
358;Mannen en vrouwen;53050;1943;;;;;;;;;;;;;;;;;;
359;Mannen en vrouwen;53050;1944;;;;;;;;;;;;;;;;;;
360;Mannen en vrouwen;53050;1945;;;;;;;;;;;;;;;;;;
361;Mannen en vrouwen;53050;1946;;;;;;;;;;;;;;;;;;
362;Mannen en vrouwen;53050;1947;;;;;;;;;;;;;;;;;;
363;Mannen en vrouwen;53050;1948;;;;;;;;;;;;;;;;;;
364;Mannen en vrouwen;53050;1949;;;;;;;;;;;;;;;;;;
365;Mannen en vrouwen;53050;1950;;;;;;;;;;;;;;;;;;
366;Mannen en vrouwen;53050;1951;;;;;;;;;;;;;;;;;;
367;Mannen en vrouwen;53050;1952;;;;;;;;;;;;;;;;;;
368;Mannen en vrouwen;53050;1953;;;;;;;;;;;;;;;;;;
369;Mannen en vrouwen;53050;1954;;;;;;;;;;;;;;;;;;
370;Mannen en vrouwen;53050;1955;;;;;;;;;;;;;;;;;;
371;Mannen en vrouwen;53050;1956;;;;;;;;;;;;;;;;;;
372;Mannen en vrouwen;53050;1957;;;;;;;;;;;;;;;;;;
373;Mannen en vrouwen;53050;1958;;;;;;;;;;;;;;;;;;
374;Mannen en vrouwen;53050;1959;;;;;;;;;;;;;;;;;;
375;Mannen en vrouwen;53050;1960;;;;;;;;;;;;;;;;;;
376;Mannen en vrouwen;53050;1961;;;;;;;;;;;;;;;;;;
377;Mannen en vrouwen;53050;1962;;;;;;;;;;;;;;;;;;
378;Mannen en vrouwen;53050;1963;;;;;;;;;;;;;;;;;;
379;Mannen en vrouwen;53050;1964;;;;;;;;;;;;;;;;;;
380;Mannen en vrouwen;53050;1965;;;;;;;;;;;;;;;;;;
381;Mannen en vrouwen;53050;1966;;;;;;;;;;;;;;;;;;
382;Mannen en vrouwen;53050;1967;;;;;;;;;;;;;;;;;;
383;Mannen en vrouwen;53050;1968;;;;;;;;;;;;;;;;;;
384;Mannen en vrouwen;53050;1969;2245.0;1365.0;1329.0;;;;;;;;;;36.0;880.0;60.8;59.2;;2.6
385;Mannen en vrouwen;53050;1970;2268.0;1347.0;1316.0;;;;;;;;;;31.0;920.0;59.4;58.0;13.0;2.3
386;Mannen en vrouwen;53050;1971;2307.0;1354.0;1311.0;;;;;;;;;;43.0;953.0;58.7;56.8;20.0;3.2
387;Mannen en vrouwen;53050;1972;2265.0;1306.0;1236.0;;;;;;;;;;70.0;960.0;57.6;54.6;36.0;5.4
388;Mannen en vrouwen;53050;1973;2236.0;1267.0;1199.0;;;;;;;;;;69.0;969.0;56.7;53.6;35.0;5.4
389;Mannen en vrouwen;53050;1974;2228.0;1241.0;1161.0;;;;;;;;;;80.0;987.0;55.7;52.1;50.0;6.5
390;Mannen en vrouwen;53050;1975;2241.0;1219.0;1118.0;;;;;;;;;;101.0;1022.0;54.4;49.9;78.0;8.3
391;Mannen en vrouwen;53050;1976;2265.0;1232.0;1120.0;;;;;;;;;;112.0;1033.0;54.4;49.4;85.0;9.1
392;Mannen en vrouwen;53050;1977;2293.0;1217.0;1118.0;;;;;;;;;;99.0;1076.0;53.1;48.7;83.0;8.1
393;Mannen en vrouwen;53050;1978;2317.0;1211.0;1110.0;;;;;;;;;;101.0;1106.0;52.3;47.9;85.0;8.3
394;Mannen en vrouwen;53050;1979;2347.0;1237.0;1130.0;;;;;;;;;;107.0;1110.0;52.7;48.1;82.0;8.7
395;Mannen en vrouwen;53050;1980;2381.0;1226.0;1120.0;;;;;;;;;;105.0;1155.0;51.5;47.1;90.0;8.6
396;Mannen en vrouwen;53050;1981;2431.0;1241.0;1112.0;;;;;;;;;;130.0;1189.0;51.1;45.7;131.0;10.4
397;Mannen en vrouwen;53050;1982;2446.0;1209.0;1023.0;;;;;;;;;;187.0;1237.0;49.4;41.8;196.0;15.4
398;Mannen en vrouwen;53050;1983;2455.0;1194.0;981.0;;;;;;;;;;213.0;1261.0;48.6;40.0;236.0;17.9
399;Mannen en vrouwen;53050;1984;2450.0;1159.0;958.0;;;;;;;;;;201.0;1291.0;47.3;39.1;215.0;17.4
400;Mannen en vrouwen;53050;1985;2470.0;1144.0;966.0;;;;;;;;;;178.0;1326.0;46.3;39.1;175.0;15.6
401;Mannen en vrouwen;53050;1986;2457.0;1163.0;1003.0;;;;;;;;;;160.0;1294.0;47.3;40.8;149.0;13.8
402;Mannen en vrouwen;53050;1987;2447.0;1162.0;1009.0;;;;;;;;;;154.0;1284.0;47.5;41.2;133.0;13.2
403;Mannen en vrouwen;53050;1988;2416.0;1148.0;1005.0;;;;;;;;;;143.0;1268.0;47.5;41.6;69.0;12.4
404;Mannen en vrouwen;53050;1989;2366.0;1112.0;987.0;;;;;;;;;;125.0;1255.0;47.0;41.7;109.0;11.3
405;Mannen en vrouwen;53050;1990;2311.0;1085.0;973.0;;;;;;;;;;112.0;1226.0;47.0;42.1;85.0;10.4
406;Mannen en vrouwen;53050;1991;2255.0;1055.0;950.0;;;;;;;;;;105.0;1200.0;46.8;42.1;74.0;10.0
407;Mannen en vrouwen;53050;1992;2208.0;1024.0;927.0;;;;;;;;;;97.0;1184.0;46.4;42.0;76.0;9.5
408;Mannen en vrouwen;53050;1993;2153.0;988.0;871.0;;;;;;;;;;117.0;1166.0;45.9;40.5;100.0;11.8
409;Mannen en vrouwen;53050;1994;2100.0;945.0;819.0;;;;;;;;;;126.0;1156.0;45.0;39.0;104.0;13.3
410;Mannen en vrouwen;53050;1995;2012.0;894.0;776.0;;;;;;;;;;118.0;1117.0;44.5;38.6;89.0;13.2
411;Mannen en vrouwen;53050;1996;1948.0;882.0;770.0;;;;;;;;;;112.0;1067.0;45.3;39.5;75.0;12.7
412;Mannen en vrouwen;53050;1997;1918.0;887.0;797.0;;;;;;;;;;91.0;1031.0;46.3;41.5;54.0;10.2
413;Mannen en vrouwen;53050;1998;1875.0;844.0;772.0;;;;;;;;;;72.0;1031.0;45.0;41.1;40.0;8.6
414;Mannen en vrouwen;53050;1999;1865.0;891.0;824.0;;;;;;;;;;67.0;974.0;47.8;44.2;32.0;7.5
415;Mannen en vrouwen;53050;2000;1873.0;884.0;825.0;;;;;;;;;;59.0;989.0;47.2;44.0;23.0;6.7
416;Mannen en vrouwen;53050;2001 voor revisie;1888.0;920.0;852.0;;;;;;;;;;68.0;968.0;48.7;45.1;13.0;7.4
417;Mannen en vrouwen;53050;2001 na revisie;1888.0;919.0;851.0;;;;;;;;;;68.0;969.0;48.7;45.1;20.0;7.4
418;Mannen en vrouwen;53050;2002;1907.0;923.0;845.0;;;;;;;;;;79.0;984.0;48.4;44.3;21.0;8.5
419;Mannen en vrouwen;53050;2003;1921.0;905.0;809.0;;;;;;;;;;96.0;1016.0;47.1;42.1;32.0;10.6
420;Mannen en vrouwen;53050;2004;1929.0;880.0;764.0;;;;;;;;;;116.0;1049.0;45.6;39.6;42.0;13.2
421;Mannen en vrouwen;53050;2005;1937.0;855.0;747.0;;;;;;;;;;108.0;1081.0;44.2;38.6;32.0;12.6
422;Mannen en vrouwen;53050;2006;1944.0;850.0;762.0;;;;;;;;;;88.0;1094.0;43.7;39.2;20.0;10.4
423;Mannen en vrouwen;53050;2007;1957.0;886.0;804.0;;;;;;;;;;82.0;1072.0;45.3;41.1;12.0;9.2
424;Mannen en vrouwen;53050;2008;1978.0;908.0;832.0;;;;;;;;;;76.0;1070.0;45.9;42.1;9.0;8.4
425;Mannen en vrouwen;53050;2009;1997.0;902.0;802.0;;;;;;;;;;99.0;1095.0;45.2;40.2;15.0;11.0
426;Mannen en vrouwen;53050;2010;2006.0;856.0;756.0;;;;;;;;;;100.0;1150.0;42.7;37.7;18.0;11.7
427;Mannen en vrouwen;53050;2011;2010.0;847.0;764.0;;;;;;;;;;83.0;1163.0;42.1;38.0;10.0;9.8
428;Mannen en vrouwen;53050;2012;2023.0;861.0;753.0;;;;;;;;;;108.0;1162.0;42.6;37.2;14.0;12.6
429;Mannen en vrouwen;53050;2013;2040.0;864.0;726.0;;;;;;;;;;137.0;1176.0;42.3;35.6;19.0;15.9
430;Mannen en vrouwen;12;1800;;;;;;;;;;;;;;;;;;
431;Mannen en vrouwen;12;1801;;;;;;;;;;;;;;;;;;
432;Mannen en vrouwen;12;1802;;;;;;;;;;;;;;;;;;
433;Mannen en vrouwen;12;1803;;;;;;;;;;;;;;;;;;
434;Mannen en vrouwen;12;1804;;;;;;;;;;;;;;;;;;
435;Mannen en vrouwen;12;1805;;;;;;;;;;;;;;;;;;
436;Mannen en vrouwen;12;1806;;;;;;;;;;;;;;;;;;
437;Mannen en vrouwen;12;1807;;;;;;;;;;;;;;;;;;
438;Mannen en vrouwen;12;1808;;;;;;;;;;;;;;;;;;
439;Mannen en vrouwen;12;1809;;;;;;;;;;;;;;;;;;
440;Mannen en vrouwen;12;1810;;;;;;;;;;;;;;;;;;
441;Mannen en vrouwen;12;1811;;;;;;;;;;;;;;;;;;
442;Mannen en vrouwen;12;1812;;;;;;;;;;;;;;;;;;
443;Mannen en vrouwen;12;1813;;;;;;;;;;;;;;;;;;
444;Mannen en vrouwen;12;1814;;;;;;;;;;;;;;;;;;
445;Mannen en vrouwen;12;1815;;;;;;;;;;;;;;;;;;
446;Mannen en vrouwen;12;1816;;;;;;;;;;;;;;;;;;
447;Mannen en vrouwen;12;1817;;;;;;;;;;;;;;;;;;
448;Mannen en vrouwen;12;1818;;;;;;;;;;;;;;;;;;
449;Mannen en vrouwen;12;1819;;;;;;;;;;;;;;;;;;
450;Mannen en vrouwen;12;1820;;;;;;;;;;;;;;;;;;
451;Mannen en vrouwen;12;1821;;;;;;;;;;;;;;;;;;
452;Mannen en vrouwen;12;1822;;;;;;;;;;;;;;;;;;
453;Mannen en vrouwen;12;1823;;;;;;;;;;;;;;;;;;
454;Mannen en vrouwen;12;1824;;;;;;;;;;;;;;;;;;
455;Mannen en vrouwen;12;1825;;;;;;;;;;;;;;;;;;
456;Mannen en vrouwen;12;1826;;;;;;;;;;;;;;;;;;
457;Mannen en vrouwen;12;1827;;;;;;;;;;;;;;;;;;
458;Mannen en vrouwen;12;1828;;;;;;;;;;;;;;;;;;
459;Mannen en vrouwen;12;1829;;;;;;;;;;;;;;;;;;
460;Mannen en vrouwen;12;1830;;;;;;;;;;;;;;;;;;
461;Mannen en vrouwen;12;1831;;;;;;;;;;;;;;;;;;
462;Mannen en vrouwen;12;1832;;;;;;;;;;;;;;;;;;
463;Mannen en vrouwen;12;1833;;;;;;;;;;;;;;;;;;
464;Mannen en vrouwen;12;1834;;;;;;;;;;;;;;;;;;
465;Mannen en vrouwen;12;1835;;;;;;;;;;;;;;;;;;
466;Mannen en vrouwen;12;1836;;;;;;;;;;;;;;;;;;
467;Mannen en vrouwen;12;1837;;;;;;;;;;;;;;;;;;
468;Mannen en vrouwen;12;1838;;;;;;;;;;;;;;;;;;
469;Mannen en vrouwen;12;1839;;;;;;;;;;;;;;;;;;
470;Mannen en vrouwen;12;1840;;;;;;;;;;;;;;;;;;
471;Mannen en vrouwen;12;1841;;;;;;;;;;;;;;;;;;
472;Mannen en vrouwen;12;1842;;;;;;;;;;;;;;;;;;
473;Mannen en vrouwen;12;1843;;;;;;;;;;;;;;;;;;
474;Mannen en vrouwen;12;1844;;;;;;;;;;;;;;;;;;
475;Mannen en vrouwen;12;1845;;;;;;;;;;;;;;;;;;
476;Mannen en vrouwen;12;1846;;;;;;;;;;;;;;;;;;
477;Mannen en vrouwen;12;1847;;;;;;;;;;;;;;;;;;
478;Mannen en vrouwen;12;1848;;;;;;;;;;;;;;;;;;
479;Mannen en vrouwen;12;1849;;;;;;;;;;;;;;;;;;
480;Mannen en vrouwen;12;1850;;;;;;;;;;;;;;;;;;
481;Mannen en vrouwen;12;1851;;;;;;;;;;;;;;;;;;
482;Mannen en vrouwen;12;1852;;;;;;;;;;;;;;;;;;
483;Mannen en vrouwen;12;1853;;;;;;;;;;;;;;;;;;
484;Mannen en vrouwen;12;1854;;;;;;;;;;;;;;;;;;
485;Mannen en vrouwen;12;1855;;;;;;;;;;;;;;;;;;
486;Mannen en vrouwen;12;1856;;;;;;;;;;;;;;;;;;
487;Mannen en vrouwen;12;1857;;;;;;;;;;;;;;;;;;
488;Mannen en vrouwen;12;1858;;;;;;;;;;;;;;;;;;
489;Mannen en vrouwen;12;1859;;;;;;;;;;;;;;;;;;
490;Mannen en vrouwen;12;1860;;;;;;;;;;;;;;;;;;
491;Mannen en vrouwen;12;1861;;;;;;;;;;;;;;;;;;
492;Mannen en vrouwen;12;1862;;;;;;;;;;;;;;;;;;
493;Mannen en vrouwen;12;1863;;;;;;;;;;;;;;;;;;
494;Mannen en vrouwen;12;1864;;;;;;;;;;;;;;;;;;
495;Mannen en vrouwen;12;1865;;;;;;;;;;;;;;;;;;
496;Mannen en vrouwen;12;1866;;;;;;;;;;;;;;;;;;
497;Mannen en vrouwen;12;1867;;;;;;;;;;;;;;;;;;
498;Mannen en vrouwen;12;1868;;;;;;;;;;;;;;;;;;
499;Mannen en vrouwen;12;1869;;;;;;;;;;;;;;;;;;
500;Mannen en vrouwen;12;1870;;;;;;;;;;;;;;;;;;
501;Mannen en vrouwen;12;1871;;;;;;;;;;;;;;;;;;
502;Mannen en vrouwen;12;1872;;;;;;;;;;;;;;;;;;
503;Mannen en vrouwen;12;1873;;;;;;;;;;;;;;;;;;
504;Mannen en vrouwen;12;1874;;;;;;;;;;;;;;;;;;
505;Mannen en vrouwen;12;1875;;;;;;;;;;;;;;;;;;
506;Mannen en vrouwen;12;1876;;;;;;;;;;;;;;;;;;
507;Mannen en vrouwen;12;1877;;;;;;;;;;;;;;;;;;
508;Mannen en vrouwen;12;1878;;;;;;;;;;;;;;;;;;
509;Mannen en vrouwen;12;1879;;;;;;;;;;;;;;;;;;
510;Mannen en vrouwen;12;1880;;;;;;;;;;;;;;;;;;
511;Mannen en vrouwen;12;1881;;;;;;;;;;;;;;;;;;
512;Mannen en vrouwen;12;1882;;;;;;;;;;;;;;;;;;
513;Mannen en vrouwen;12;1883;;;;;;;;;;;;;;;;;;
514;Mannen en vrouwen;12;1884;;;;;;;;;;;;;;;;;;
515;Mannen en vrouwen;12;1885;;;;;;;;;;;;;;;;;;
516;Mannen en vrouwen;12;1886;;;;;;;;;;;;;;;;;;
517;Mannen en vrouwen;12;1887;;;;;;;;;;;;;;;;;;
518;Mannen en vrouwen;12;1888;;;;;;;;;;;;;;;;;;
519;Mannen en vrouwen;12;1889;;;;;;;;;;;;;;;;;;
520;Mannen en vrouwen;12;1890;;;;;;;;;;;;;;;;;;
521;Mannen en vrouwen;12;1891;;;;;;;;;;;;;;;;;;
522;Mannen en vrouwen;12;1892;;;;;;;;;;;;;;;;;;
523;Mannen en vrouwen;12;1893;;;;;;;;;;;;;;;;;;
524;Mannen en vrouwen;12;1894;;;;;;;;;;;;;;;;;;
525;Mannen en vrouwen;12;1895;;;;;;;;;;;;;;;;;;
526;Mannen en vrouwen;12;1896;;;;;;;;;;;;;;;;;;
527;Mannen en vrouwen;12;1897;;;;;;;;;;;;;;;;;;
528;Mannen en vrouwen;12;1898;;;;;;;;;;;;;;;;;;
529;Mannen en vrouwen;12;1899;;;;;;;;;;;;;;;;;;
530;Mannen en vrouwen;12;1900;;;;;;;;;;;;;;;;;;
531;Mannen en vrouwen;12;1901;;;;;;;;;;;;;;;;;;
532;Mannen en vrouwen;12;1902;;;;;;;;;;;;;;;;;;
533;Mannen en vrouwen;12;1903;;;;;;;;;;;;;;;;;;
534;Mannen en vrouwen;12;1904;;;;;;;;;;;;;;;;;;
535;Mannen en vrouwen;12;1905;;;;;;;;;;;;;;;;;;
536;Mannen en vrouwen;12;1906;;;;;;;;;;;;;;;;;;
537;Mannen en vrouwen;12;1907;;;;;;;;;;;;;;;;;;
538;Mannen en vrouwen;12;1908;;;;;;;;;;;;;;;;;;
539;Mannen en vrouwen;12;1909;;;;;;;;;;;;;;;;;;
540;Mannen en vrouwen;12;1910;;;;;;;;;;;;;;;;;;
541;Mannen en vrouwen;12;1911;;;;;;;;;;;;;;;;;;
542;Mannen en vrouwen;12;1912;;;;;;;;;;;;;;;;;;
543;Mannen en vrouwen;12;1913;;;;;;;;;;;;;;;;;;
544;Mannen en vrouwen;12;1914;;;;;;;;;;;;;;;;;;
545;Mannen en vrouwen;12;1915;;;;;;;;;;;;;;;;;;
546;Mannen en vrouwen;12;1916;;;;;;;;;;;;;;;;;;
547;Mannen en vrouwen;12;1917;;;;;;;;;;;;;;;;;;
548;Mannen en vrouwen;12;1918;;;;;;;;;;;;;;;;;;
549;Mannen en vrouwen;12;1919;;;;;;;;;;;;;;;;;;
550;Mannen en vrouwen;12;1920;;;;;;;;;;;;;;;;;;
551;Mannen en vrouwen;12;1921;;;;;;;;;;;;;;;;;;
552;Mannen en vrouwen;12;1922;;;;;;;;;;;;;;;;;;
553;Mannen en vrouwen;12;1923;;;;;;;;;;;;;;;;;;
554;Mannen en vrouwen;12;1924;;;;;;;;;;;;;;;;;;
555;Mannen en vrouwen;12;1925;;;;;;;;;;;;;;;;;;
556;Mannen en vrouwen;12;1926;;;;;;;;;;;;;;;;;;
557;Mannen en vrouwen;12;1927;;;;;;;;;;;;;;;;;;
558;Mannen en vrouwen;12;1928;;;;;;;;;;;;;;;;;;
559;Mannen en vrouwen;12;1929;;;;;;;;;;;;;;;;;;
560;Mannen en vrouwen;12;1930;;;;;;;;;;;;;;;;;;
561;Mannen en vrouwen;12;1931;;;;;;;;;;;;;;;;;;
562;Mannen en vrouwen;12;1932;;;;;;;;;;;;;;;;;;
563;Mannen en vrouwen;12;1933;;;;;;;;;;;;;;;;;;
564;Mannen en vrouwen;12;1934;;;;;;;;;;;;;;;;;;
565;Mannen en vrouwen;12;1935;;;;;;;;;;;;;;;;;;
566;Mannen en vrouwen;12;1936;;;;;;;;;;;;;;;;;;
567;Mannen en vrouwen;12;1937;;;;;;;;;;;;;;;;;;
568;Mannen en vrouwen;12;1938;;;;;;;;;;;;;;;;;;
569;Mannen en vrouwen;12;1939;;;;;;;;;;;;;;;;;;
570;Mannen en vrouwen;12;1940;;;;;;;;;;;;;;;;;;
571;Mannen en vrouwen;12;1941;;;;;;;;;;;;;;;;;;
572;Mannen en vrouwen;12;1942;;;;;;;;;;;;;;;;;;
573;Mannen en vrouwen;12;1943;;;;;;;;;;;;;;;;;;
574;Mannen en vrouwen;12;1944;;;;;;;;;;;;;;;;;;
575;Mannen en vrouwen;12;1945;;;;;;;;;;;;;;;;;;
576;Mannen en vrouwen;12;1946;;;;;;;;;;;;;;;;;;
