ID;Geslacht;Persoonskenmerken;Perioden;TotaalBevolking15Tot65Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Beroepsprestige_4;SociaalEconomischeStatus_5;I_6;II_7;III_8;IV_9;V_10;VI_11;VII_12;WerklozeBeroepsbevolking_13;NietBeroepsbevolking_14;BrutoArbeidsparticipatie_15;NettoArbeidsparticipatie_16;GeregistreerdeWerklozen_17;Werkloosheidspercentage_18
1571;Mannen en vrouwen;Migratieachtergrond: westers;1866;;;;;;;;;;;;;;;;;;
1572;Mannen en vrouwen;Migratieachtergrond: westers;1867;;;;;;;;;;;;;;;;;;
1573;Mannen en vrouwen;Migratieachtergrond: westers;1868;;;;;;;;;;;;;;;;;;
1574;Mannen en vrouwen;Migratieachtergrond: westers;1869;;;;;;;;;;;;;;;;;;
1575;Mannen en vrouwen;Migratieachtergrond: westers;1870;;;;;;;;;;;;;;;;;;
1576;Mannen en vrouwen;Migratieachtergrond: westers;1871;;;;;;;;;;;;;;;;;;
1577;Mannen en vrouwen;Migratieachtergrond: westers;1872;;;;;;;;;;;;;;;;;;
1578;Mannen en vrouwen;Migratieachtergrond: westers;1873;;;;;;;;;;;;;;;;;;
1579;Mannen en vrouwen;Migratieachtergrond: westers;1874;;;;;;;;;;;;;;;;;;
1580;Mannen en vrouwen;Migratieachtergrond: westers;1875;;;;;;;;;;;;;;;;;;
1581;Mannen en vrouwen;Migratieachtergrond: westers;1876;;;;;;;;;;;;;;;;;;
1582;Mannen en vrouwen;Migratieachtergrond: westers;1877;;;;;;;;;;;;;;;;;;
1583;Mannen en vrouwen;Migratieachtergrond: westers;1878;;;;;;;;;;;;;;;;;;
1584;Mannen en vrouwen;Migratieachtergrond: westers;1879;;;;;;;;;;;;;;;;;;
1585;Mannen en vrouwen;Migratieachtergrond: westers;1880;;;;;;;;;;;;;;;;;;
1586;Mannen en vrouwen;Migratieachtergrond: westers;1881;;;;;;;;;;;;;;;;;;
1587;Mannen en vrouwen;Migratieachtergrond: westers;1882;;;;;;;;;;;;;;;;;;
1588;Mannen en vrouwen;Migratieachtergrond: westers;1883;;;;;;;;;;;;;;;;;;
1589;Mannen en vrouwen;Migratieachtergrond: westers;1884;;;;;;;;;;;;;;;;;;
1590;Mannen en vrouwen;Migratieachtergrond: westers;1885;;;;;;;;;;;;;;;;;;
1591;Mannen en vrouwen;Migratieachtergrond: westers;1886;;;;;;;;;;;;;;;;;;
1592;Mannen en vrouwen;Migratieachtergrond: westers;1887;;;;;;;;;;;;;;;;;;
1593;Mannen en vrouwen;Migratieachtergrond: westers;1888;;;;;;;;;;;;;;;;;;
1594;Mannen en vrouwen;Migratieachtergrond: westers;1889;;;;;;;;;;;;;;;;;;
1595;Mannen en vrouwen;Migratieachtergrond: westers;1890;;;;;;;;;;;;;;;;;;
1596;Mannen en vrouwen;Migratieachtergrond: westers;1891;;;;;;;;;;;;;;;;;;
1597;Mannen en vrouwen;Migratieachtergrond: westers;1892;;;;;;;;;;;;;;;;;;
1598;Mannen en vrouwen;Migratieachtergrond: westers;1893;;;;;;;;;;;;;;;;;;
1599;Mannen en vrouwen;Migratieachtergrond: westers;1894;;;;;;;;;;;;;;;;;;
1600;Mannen en vrouwen;Migratieachtergrond: westers;1895;;;;;;;;;;;;;;;;;;
1601;Mannen en vrouwen;Migratieachtergrond: westers;1896;;;;;;;;;;;;;;;;;;
1602;Mannen en vrouwen;Migratieachtergrond: westers;1897;;;;;;;;;;;;;;;;;;
1603;Mannen en vrouwen;Migratieachtergrond: westers;1898;;;;;;;;;;;;;;;;;;
1604;Mannen en vrouwen;Migratieachtergrond: westers;1899;;;;;;;;;;;;;;;;;;
1605;Mannen en vrouwen;Migratieachtergrond: westers;1900;;;;;;;;;;;;;;;;;;
1606;Mannen en vrouwen;Migratieachtergrond: westers;1901;;;;;;;;;;;;;;;;;;
1607;Mannen en vrouwen;Migratieachtergrond: westers;1902;;;;;;;;;;;;;;;;;;
1608;Mannen en vrouwen;Migratieachtergrond: westers;1903;;;;;;;;;;;;;;;;;;
1609;Mannen en vrouwen;Migratieachtergrond: westers;1904;;;;;;;;;;;;;;;;;;
1610;Mannen en vrouwen;Migratieachtergrond: westers;1905;;;;;;;;;;;;;;;;;;
1611;Mannen en vrouwen;Migratieachtergrond: westers;1906;;;;;;;;;;;;;;;;;;
1612;Mannen en vrouwen;Migratieachtergrond: westers;1907;;;;;;;;;;;;;;;;;;
1613;Mannen en vrouwen;Migratieachtergrond: westers;1908;;;;;;;;;;;;;;;;;;
1614;Mannen en vrouwen;Migratieachtergrond: westers;1909;;;;;;;;;;;;;;;;;;
1615;Mannen en vrouwen;Migratieachtergrond: westers;1910;;;;;;;;;;;;;;;;;;
1616;Mannen en vrouwen;Migratieachtergrond: westers;1911;;;;;;;;;;;;;;;;;;
1617;Mannen en vrouwen;Migratieachtergrond: westers;1912;;;;;;;;;;;;;;;;;;
1618;Mannen en vrouwen;Migratieachtergrond: westers;1913;;;;;;;;;;;;;;;;;;
1619;Mannen en vrouwen;Migratieachtergrond: westers;1914;;;;;;;;;;;;;;;;;;
1620;Mannen en vrouwen;Migratieachtergrond: westers;1915;;;;;;;;;;;;;;;;;;
1621;Mannen en vrouwen;Migratieachtergrond: westers;1916;;;;;;;;;;;;;;;;;;
1622;Mannen en vrouwen;Migratieachtergrond: westers;1917;;;;;;;;;;;;;;;;;;
1623;Mannen en vrouwen;Migratieachtergrond: westers;1918;;;;;;;;;;;;;;;;;;
1624;Mannen en vrouwen;Migratieachtergrond: westers;1919;;;;;;;;;;;;;;;;;;
1625;Mannen en vrouwen;Migratieachtergrond: westers;1920;;;;;;;;;;;;;;;;;;
1626;Mannen en vrouwen;Migratieachtergrond: westers;1921;;;;;;;;;;;;;;;;;;
1627;Mannen en vrouwen;Migratieachtergrond: westers;1922;;;;;;;;;;;;;;;;;;
1628;Mannen en vrouwen;Migratieachtergrond: westers;1923;;;;;;;;;;;;;;;;;;
1629;Mannen en vrouwen;Migratieachtergrond: westers;1924;;;;;;;;;;;;;;;;;;
1630;Mannen en vrouwen;Migratieachtergrond: westers;1925;;;;;;;;;;;;;;;;;;
1631;Mannen en vrouwen;Migratieachtergrond: westers;1926;;;;;;;;;;;;;;;;;;
1632;Mannen en vrouwen;Migratieachtergrond: westers;1927;;;;;;;;;;;;;;;;;;
1633;Mannen en vrouwen;Migratieachtergrond: westers;1928;;;;;;;;;;;;;;;;;;
1634;Mannen en vrouwen;Migratieachtergrond: westers;1929;;;;;;;;;;;;;;;;;;
1635;Mannen en vrouwen;Migratieachtergrond: westers;1930;;;;;;;;;;;;;;;;;;
1636;Mannen en vrouwen;Migratieachtergrond: westers;1931;;;;;;;;;;;;;;;;;;
1637;Mannen en vrouwen;Migratieachtergrond: westers;1932;;;;;;;;;;;;;;;;;;
1638;Mannen en vrouwen;Migratieachtergrond: westers;1933;;;;;;;;;;;;;;;;;;
1639;Mannen en vrouwen;Migratieachtergrond: westers;1934;;;;;;;;;;;;;;;;;;
1640;Mannen en vrouwen;Migratieachtergrond: westers;1935;;;;;;;;;;;;;;;;;;
1641;Mannen en vrouwen;Migratieachtergrond: westers;1936;;;;;;;;;;;;;;;;;;
1642;Mannen en vrouwen;Migratieachtergrond: westers;1937;;;;;;;;;;;;;;;;;;
1643;Mannen en vrouwen;Migratieachtergrond: westers;1938;;;;;;;;;;;;;;;;;;
1644;Mannen en vrouwen;Migratieachtergrond: westers;1939;;;;;;;;;;;;;;;;;;
1645;Mannen en vrouwen;Migratieachtergrond: westers;1940;;;;;;;;;;;;;;;;;;
1646;Mannen en vrouwen;Migratieachtergrond: westers;1941;;;;;;;;;;;;;;;;;;
1647;Mannen en vrouwen;Migratieachtergrond: westers;1942;;;;;;;;;;;;;;;;;;
1648;Mannen en vrouwen;Migratieachtergrond: westers;1943;;;;;;;;;;;;;;;;;;
1649;Mannen en vrouwen;Migratieachtergrond: westers;1944;;;;;;;;;;;;;;;;;;
1650;Mannen en vrouwen;Migratieachtergrond: westers;1945;;;;;;;;;;;;;;;;;;
1651;Mannen en vrouwen;Migratieachtergrond: westers;1946;;;;;;;;;;;;;;;;;;
1652;Mannen en vrouwen;Migratieachtergrond: westers;1947;;;;;;;;;;;;;;;;;;
1653;Mannen en vrouwen;Migratieachtergrond: westers;1948;;;;;;;;;;;;;;;;;;
1654;Mannen en vrouwen;Migratieachtergrond: westers;1949;;;;;;;;;;;;;;;;;;
1655;Mannen en vrouwen;Migratieachtergrond: westers;1950;;;;;;;;;;;;;;;;;;
1656;Mannen en vrouwen;Migratieachtergrond: westers;1951;;;;;;;;;;;;;;;;;;
1657;Mannen en vrouwen;Migratieachtergrond: westers;1952;;;;;;;;;;;;;;;;;;
1658;Mannen en vrouwen;Migratieachtergrond: westers;1953;;;;;;;;;;;;;;;;;;
1659;Mannen en vrouwen;Migratieachtergrond: westers;1954;;;;;;;;;;;;;;;;;;
1660;Mannen en vrouwen;Migratieachtergrond: westers;1955;;;;;;;;;;;;;;;;;;
1661;Mannen en vrouwen;Migratieachtergrond: westers;1956;;;;;;;;;;;;;;;;;;
1662;Mannen en vrouwen;Migratieachtergrond: westers;1957;;;;;;;;;;;;;;;;;;
1663;Mannen en vrouwen;Migratieachtergrond: westers;1958;;;;;;;;;;;;;;;;;;
1664;Mannen en vrouwen;Migratieachtergrond: westers;1959;;;;;;;;;;;;;;;;;;
1665;Mannen en vrouwen;Migratieachtergrond: westers;1960;;;;;;;;;;;;;;;;;;
1666;Mannen en vrouwen;Migratieachtergrond: westers;1961;;;;;;;;;;;;;;;;;;
1667;Mannen en vrouwen;Migratieachtergrond: westers;1962;;;;;;;;;;;;;;;;;;
1668;Mannen en vrouwen;Migratieachtergrond: westers;1963;;;;;;;;;;;;;;;;;;
1669;Mannen en vrouwen;Migratieachtergrond: westers;1964;;;;;;;;;;;;;;;;;;
1670;Mannen en vrouwen;Migratieachtergrond: westers;1965;;;;;;;;;;;;;;;;;;
1671;Mannen en vrouwen;Migratieachtergrond: westers;1966;;;;;;;;;;;;;;;;;;
1672;Mannen en vrouwen;Migratieachtergrond: westers;1967;;;;;;;;;;;;;;;;;;
1673;Mannen en vrouwen;Migratieachtergrond: westers;1968;;;;;;;;;;;;;;;;;;
1674;Mannen en vrouwen;Migratieachtergrond: westers;1969;;;;;;;;;;;;;;;;;;
1675;Mannen en vrouwen;Migratieachtergrond: westers;1970;;;;;;;;;;;;;;;;;;
1676;Mannen en vrouwen;Migratieachtergrond: westers;1971;;;;;;;;;;;;;;;;;;
1677;Mannen en vrouwen;Migratieachtergrond: westers;1972;;;;;;;;;;;;;;;;;;
1678;Mannen en vrouwen;Migratieachtergrond: westers;1973;;;;;;;;;;;;;;;;;;
1679;Mannen en vrouwen;Migratieachtergrond: westers;1974;;;;;;;;;;;;;;;;;;
1680;Mannen en vrouwen;Migratieachtergrond: westers;1975;;;;;;;;;;;;;;;;;;
1681;Mannen en vrouwen;Migratieachtergrond: westers;1976;;;;;;;;;;;;;;;;;;
1682;Mannen en vrouwen;Migratieachtergrond: westers;1977;;;;;;;;;;;;;;;;;;
1683;Mannen en vrouwen;Migratieachtergrond: westers;1978;;;;;;;;;;;;;;;;;;
1684;Mannen en vrouwen;Migratieachtergrond: westers;1979;;;;;;;;;;;;;;;;;;
1685;Mannen en vrouwen;Migratieachtergrond: westers;1980;;;;;;;;;;;;;;;;;;
1686;Mannen en vrouwen;Migratieachtergrond: westers;1981;728.0;413.0;376.0;;;;;;;;;;37.0;316.0;56.7;51.6;;8.9
1687;Mannen en vrouwen;Migratieachtergrond: westers;1982;735.0;414.0;372.0;;;;;;;;;;42.0;321.0;56.3;50.7;;10.1
1688;Mannen en vrouwen;Migratieachtergrond: westers;1983;745.0;424.0;374.0;;;;;;;;;;49.0;321.0;56.9;50.2;;11.6
1689;Mannen en vrouwen;Migratieachtergrond: westers;1984;752.0;426.0;378.0;;;;;;;;;;48.0;326.0;56.6;50.3;;11.2
1690;Mannen en vrouwen;Migratieachtergrond: westers;1985;758.0;435.0;391.0;;;;;;;;;;44.0;323.0;57.4;51.6;;10.1
1691;Mannen en vrouwen;Migratieachtergrond: westers;1986;770.0;443.0;401.0;;;;;;;;;;41.0;327.0;57.5;52.1;;9.4
1692;Mannen en vrouwen;Migratieachtergrond: westers;1987;781.0;446.0;404.0;;;;;;;;;;41.0;336.0;57.1;51.8;;9.3
1693;Mannen en vrouwen;Migratieachtergrond: westers;1988;799.0;474.0;433.0;;;;;;;;;;42.0;325.0;59.3;54.1;;8.8
1694;Mannen en vrouwen;Migratieachtergrond: westers;1989;801.0;472.0;434.0;;;;;;;;;;38.0;328.0;59.0;54.2;;8.1
1695;Mannen en vrouwen;Migratieachtergrond: westers;1990;805.0;470.0;433.0;;;;;;;;;;37.0;335.0;58.4;53.8;;7.9
1696;Mannen en vrouwen;Migratieachtergrond: westers;1991;820.0;484.0;447.0;;;;;;;;;;37.0;336.0;59.0;54.5;;7.7
1697;Mannen en vrouwen;Migratieachtergrond: westers;1992;827.0;482.0;449.0;;;;;;;;;;33.0;345.0;58.3;54.3;;6.8
1698;Mannen en vrouwen;Migratieachtergrond: westers;1993;852.0;517.0;474.0;;;;;;;;;;43.0;335.0;60.7;55.6;;8.4
1699;Mannen en vrouwen;Migratieachtergrond: westers;1994;868.0;524.0;471.0;;;;;;;;;;53.0;344.0;60.4;54.3;;10.1
1700;Mannen en vrouwen;Migratieachtergrond: westers;1995;874.0;545.0;494.0;;;;;;;;;;51.0;329.0;62.4;56.5;;9.4
1701;Mannen en vrouwen;Migratieachtergrond: westers;1996;887.0;570.0;515.0;;;;;;;;;;55.0;317.0;64.3;58.0;41.0;9.7
1702;Mannen en vrouwen;Migratieachtergrond: westers;1997;890.0;586.0;533.0;;;;;;;;;;53.0;304.0;65.9;59.9;39.0;9.0
1703;Mannen en vrouwen;Migratieachtergrond: westers;1998;896.0;590.0;552.0;;;;;;;;;;38.0;306.0;65.8;61.6;26.0;6.4
1704;Mannen en vrouwen;Migratieachtergrond: westers;1999;904.0;599.0;568.0;;;;;;;;;;32.0;305.0;66.3;62.8;24.0;5.3
1705;Mannen en vrouwen;Migratieachtergrond: westers;2000;998.0;659.0;625.0;;;;;;;;;;34.0;339.0;66.0;62.6;18.0;5.1
1706;Mannen en vrouwen;Migratieachtergrond: westers;2001 voor revisie;1010.0;665.0;635.0;;;;;;;;;;30.0;345.0;65.8;62.8;10.0;4.5
1707;Mannen en vrouwen;Migratieachtergrond: westers;2001 na revisie;1009.0;653.0;623.0;;;;;;;;;;30.0;356.0;64.7;61.7;16.0;4.7
1708;Mannen en vrouwen;Migratieachtergrond: westers;2002;1019.0;667.0;631.0;;;;;;;;;;36.0;351.0;65.5;61.9;21.0;5.5
1709;Mannen en vrouwen;Migratieachtergrond: westers;2003;1021.0;675.0;630.0;;;;;;;;;;45.0;346.0;66.1;61.7;31.0;6.7
1710;Mannen en vrouwen;Migratieachtergrond: westers;2004;1019.0;689.0;634.0;;;;;;;;;;54.0;330.0;67.6;62.3;34.0;7.9
1711;Mannen en vrouwen;Migratieachtergrond: westers;2005;1016.0;690.0;636.0;;;;;;;;;;54.0;326.0;67.9;62.6;34.0;7.9
1712;Mannen en vrouwen;Migratieachtergrond: westers;2006;1015.0;689.0;642.0;;;;;;;;;;47.0;326.0;67.9;63.3;29.0;6.8
1713;Mannen en vrouwen;Migratieachtergrond: westers;2007;1014.0;696.0;657.0;;;;;;;;;;39.0;318.0;68.6;64.7;20.0;5.7
1714;Mannen en vrouwen;Migratieachtergrond: westers;2008;1025.0;722.0;686.0;;;;;;;;;;36.0;303.0;70.4;66.9;18.0;5.0
1715;Mannen en vrouwen;Migratieachtergrond: westers;2009;1044.0;735.0;690.0;;;;;;;;;;45.0;309.0;70.4;66.1;23.0;6.1
1716;Mannen en vrouwen;Migratieachtergrond: westers;2010;1044.0;722.0;675.0;;;;;;;;;;47.0;321.0;69.2;64.7;28.0;6.5
1717;Mannen en vrouwen;Migratieachtergrond: westers;2011;1052.0;735.0;682.0;;;;;;;;;;52.0;317.0;69.8;64.9;27.0;7.1
1718;Mannen en vrouwen;Migratieachtergrond: westers;2012;1066.0;762.0;699.0;;;;;;;;;;63.0;304.0;71.5;65.6;31.0;8.2
1719;Mannen en vrouwen;Migratieachtergrond: westers;2013;1085.0;770.0;692.0;;;;;;;;;;78.0;315.0;71.0;63.8;40.0;10.2
1720;Mannen en vrouwen;Migratieachtergrond: niet-westers;1800;;;;;;;;;;;;;;;;;;
1721;Mannen en vrouwen;Migratieachtergrond: niet-westers;1801;;;;;;;;;;;;;;;;;;
1722;Mannen en vrouwen;Migratieachtergrond: niet-westers;1802;;;;;;;;;;;;;;;;;;
1723;Mannen en vrouwen;Migratieachtergrond: niet-westers;1803;;;;;;;;;;;;;;;;;;
1724;Mannen en vrouwen;Migratieachtergrond: niet-westers;1804;;;;;;;;;;;;;;;;;;
1725;Mannen en vrouwen;Migratieachtergrond: niet-westers;1805;;;;;;;;;;;;;;;;;;
1726;Mannen en vrouwen;Migratieachtergrond: niet-westers;1806;;;;;;;;;;;;;;;;;;
1727;Mannen en vrouwen;Migratieachtergrond: niet-westers;1807;;;;;;;;;;;;;;;;;;
1728;Mannen en vrouwen;Migratieachtergrond: niet-westers;1808;;;;;;;;;;;;;;;;;;
1729;Mannen en vrouwen;Migratieachtergrond: niet-westers;1809;;;;;;;;;;;;;;;;;;
1730;Mannen en vrouwen;Migratieachtergrond: niet-westers;1810;;;;;;;;;;;;;;;;;;
1731;Mannen en vrouwen;Migratieachtergrond: niet-westers;1811;;;;;;;;;;;;;;;;;;
1732;Mannen en vrouwen;Migratieachtergrond: niet-westers;1812;;;;;;;;;;;;;;;;;;
1733;Mannen en vrouwen;Migratieachtergrond: niet-westers;1813;;;;;;;;;;;;;;;;;;
1734;Mannen en vrouwen;Migratieachtergrond: niet-westers;1814;;;;;;;;;;;;;;;;;;
1735;Mannen en vrouwen;Migratieachtergrond: niet-westers;1815;;;;;;;;;;;;;;;;;;
1736;Mannen en vrouwen;Migratieachtergrond: niet-westers;1816;;;;;;;;;;;;;;;;;;
1737;Mannen en vrouwen;Migratieachtergrond: niet-westers;1817;;;;;;;;;;;;;;;;;;
1738;Mannen en vrouwen;Migratieachtergrond: niet-westers;1818;;;;;;;;;;;;;;;;;;
1739;Mannen en vrouwen;Migratieachtergrond: niet-westers;1819;;;;;;;;;;;;;;;;;;
1740;Mannen en vrouwen;Migratieachtergrond: niet-westers;1820;;;;;;;;;;;;;;;;;;
1741;Mannen en vrouwen;Migratieachtergrond: niet-westers;1821;;;;;;;;;;;;;;;;;;
1742;Mannen en vrouwen;Migratieachtergrond: niet-westers;1822;;;;;;;;;;;;;;;;;;
1743;Mannen en vrouwen;Migratieachtergrond: niet-westers;1823;;;;;;;;;;;;;;;;;;
1744;Mannen en vrouwen;Migratieachtergrond: niet-westers;1824;;;;;;;;;;;;;;;;;;
1745;Mannen en vrouwen;Migratieachtergrond: niet-westers;1825;;;;;;;;;;;;;;;;;;
1746;Mannen en vrouwen;Migratieachtergrond: niet-westers;1826;;;;;;;;;;;;;;;;;;
1747;Mannen en vrouwen;Migratieachtergrond: niet-westers;1827;;;;;;;;;;;;;;;;;;
1748;Mannen en vrouwen;Migratieachtergrond: niet-westers;1828;;;;;;;;;;;;;;;;;;
1749;Mannen en vrouwen;Migratieachtergrond: niet-westers;1829;;;;;;;;;;;;;;;;;;
1750;Mannen en vrouwen;Migratieachtergrond: niet-westers;1830;;;;;;;;;;;;;;;;;;
1751;Mannen en vrouwen;Migratieachtergrond: niet-westers;1831;;;;;;;;;;;;;;;;;;
1752;Mannen en vrouwen;Migratieachtergrond: niet-westers;1832;;;;;;;;;;;;;;;;;;
1753;Mannen en vrouwen;Migratieachtergrond: niet-westers;1833;;;;;;;;;;;;;;;;;;
1754;Mannen en vrouwen;Migratieachtergrond: niet-westers;1834;;;;;;;;;;;;;;;;;;
1755;Mannen en vrouwen;Migratieachtergrond: niet-westers;1835;;;;;;;;;;;;;;;;;;
1756;Mannen en vrouwen;Migratieachtergrond: niet-westers;1836;;;;;;;;;;;;;;;;;;
1757;Mannen en vrouwen;Migratieachtergrond: niet-westers;1837;;;;;;;;;;;;;;;;;;
1758;Mannen en vrouwen;Migratieachtergrond: niet-westers;1838;;;;;;;;;;;;;;;;;;
1759;Mannen en vrouwen;Migratieachtergrond: niet-westers;1839;;;;;;;;;;;;;;;;;;
1760;Mannen en vrouwen;Migratieachtergrond: niet-westers;1840;;;;;;;;;;;;;;;;;;
1761;Mannen en vrouwen;Migratieachtergrond: niet-westers;1841;;;;;;;;;;;;;;;;;;
1762;Mannen en vrouwen;Migratieachtergrond: niet-westers;1842;;;;;;;;;;;;;;;;;;
1763;Mannen en vrouwen;Migratieachtergrond: niet-westers;1843;;;;;;;;;;;;;;;;;;
1764;Mannen en vrouwen;Migratieachtergrond: niet-westers;1844;;;;;;;;;;;;;;;;;;
1765;Mannen en vrouwen;Migratieachtergrond: niet-westers;1845;;;;;;;;;;;;;;;;;;
1766;Mannen en vrouwen;Migratieachtergrond: niet-westers;1846;;;;;;;;;;;;;;;;;;
1767;Mannen en vrouwen;Migratieachtergrond: niet-westers;1847;;;;;;;;;;;;;;;;;;
1768;Mannen en vrouwen;Migratieachtergrond: niet-westers;1848;;;;;;;;;;;;;;;;;;
1769;Mannen en vrouwen;Migratieachtergrond: niet-westers;1849;;;;;;;;;;;;;;;;;;
1770;Mannen en vrouwen;Migratieachtergrond: niet-westers;1850;;;;;;;;;;;;;;;;;;
1771;Mannen en vrouwen;Migratieachtergrond: niet-westers;1851;;;;;;;;;;;;;;;;;;
1772;Mannen en vrouwen;Migratieachtergrond: niet-westers;1852;;;;;;;;;;;;;;;;;;
1773;Mannen en vrouwen;Migratieachtergrond: niet-westers;1853;;;;;;;;;;;;;;;;;;
1774;Mannen en vrouwen;Migratieachtergrond: niet-westers;1854;;;;;;;;;;;;;;;;;;
1775;Mannen en vrouwen;Migratieachtergrond: niet-westers;1855;;;;;;;;;;;;;;;;;;
1776;Mannen en vrouwen;Migratieachtergrond: niet-westers;1856;;;;;;;;;;;;;;;;;;
1777;Mannen en vrouwen;Migratieachtergrond: niet-westers;1857;;;;;;;;;;;;;;;;;;
1778;Mannen en vrouwen;Migratieachtergrond: niet-westers;1858;;;;;;;;;;;;;;;;;;
1779;Mannen en vrouwen;Migratieachtergrond: niet-westers;1859;;;;;;;;;;;;;;;;;;
1780;Mannen en vrouwen;Migratieachtergrond: niet-westers;1860;;;;;;;;;;;;;;;;;;
1781;Mannen en vrouwen;Migratieachtergrond: niet-westers;1861;;;;;;;;;;;;;;;;;;
1782;Mannen en vrouwen;Migratieachtergrond: niet-westers;1862;;;;;;;;;;;;;;;;;;
1783;Mannen en vrouwen;Migratieachtergrond: niet-westers;1863;;;;;;;;;;;;;;;;;;
1784;Mannen en vrouwen;Migratieachtergrond: niet-westers;1864;;;;;;;;;;;;;;;;;;
1785;Mannen en vrouwen;Migratieachtergrond: niet-westers;1865;;;;;;;;;;;;;;;;;;
1786;Mannen en vrouwen;Migratieachtergrond: niet-westers;1866;;;;;;;;;;;;;;;;;;
1787;Mannen en vrouwen;Migratieachtergrond: niet-westers;1867;;;;;;;;;;;;;;;;;;
1788;Mannen en vrouwen;Migratieachtergrond: niet-westers;1868;;;;;;;;;;;;;;;;;;
1789;Mannen en vrouwen;Migratieachtergrond: niet-westers;1869;;;;;;;;;;;;;;;;;;
1790;Mannen en vrouwen;Migratieachtergrond: niet-westers;1870;;;;;;;;;;;;;;;;;;
1791;Mannen en vrouwen;Migratieachtergrond: niet-westers;1871;;;;;;;;;;;;;;;;;;
1792;Mannen en vrouwen;Migratieachtergrond: niet-westers;1872;;;;;;;;;;;;;;;;;;
1793;Mannen en vrouwen;Migratieachtergrond: niet-westers;1873;;;;;;;;;;;;;;;;;;
1794;Mannen en vrouwen;Migratieachtergrond: niet-westers;1874;;;;;;;;;;;;;;;;;;
1795;Mannen en vrouwen;Migratieachtergrond: niet-westers;1875;;;;;;;;;;;;;;;;;;
1796;Mannen en vrouwen;Migratieachtergrond: niet-westers;1876;;;;;;;;;;;;;;;;;;
1797;Mannen en vrouwen;Migratieachtergrond: niet-westers;1877;;;;;;;;;;;;;;;;;;
1798;Mannen en vrouwen;Migratieachtergrond: niet-westers;1878;;;;;;;;;;;;;;;;;;
1799;Mannen en vrouwen;Migratieachtergrond: niet-westers;1879;;;;;;;;;;;;;;;;;;
1800;Mannen en vrouwen;Migratieachtergrond: niet-westers;1880;;;;;;;;;;;;;;;;;;
1801;Mannen en vrouwen;Migratieachtergrond: niet-westers;1881;;;;;;;;;;;;;;;;;;
1802;Mannen en vrouwen;Migratieachtergrond: niet-westers;1882;;;;;;;;;;;;;;;;;;
1803;Mannen en vrouwen;Migratieachtergrond: niet-westers;1883;;;;;;;;;;;;;;;;;;
1804;Mannen en vrouwen;Migratieachtergrond: niet-westers;1884;;;;;;;;;;;;;;;;;;
1805;Mannen en vrouwen;Migratieachtergrond: niet-westers;1885;;;;;;;;;;;;;;;;;;
1806;Mannen en vrouwen;Migratieachtergrond: niet-westers;1886;;;;;;;;;;;;;;;;;;
1807;Mannen en vrouwen;Migratieachtergrond: niet-westers;1887;;;;;;;;;;;;;;;;;;
1808;Mannen en vrouwen;Migratieachtergrond: niet-westers;1888;;;;;;;;;;;;;;;;;;
1809;Mannen en vrouwen;Migratieachtergrond: niet-westers;1889;;;;;;;;;;;;;;;;;;
1810;Mannen en vrouwen;Migratieachtergrond: niet-westers;1890;;;;;;;;;;;;;;;;;;
1811;Mannen en vrouwen;Migratieachtergrond: niet-westers;1891;;;;;;;;;;;;;;;;;;
1812;Mannen en vrouwen;Migratieachtergrond: niet-westers;1892;;;;;;;;;;;;;;;;;;
1813;Mannen en vrouwen;Migratieachtergrond: niet-westers;1893;;;;;;;;;;;;;;;;;;
1814;Mannen en vrouwen;Migratieachtergrond: niet-westers;1894;;;;;;;;;;;;;;;;;;
1815;Mannen en vrouwen;Migratieachtergrond: niet-westers;1895;;;;;;;;;;;;;;;;;;
1816;Mannen en vrouwen;Migratieachtergrond: niet-westers;1896;;;;;;;;;;;;;;;;;;
1817;Mannen en vrouwen;Migratieachtergrond: niet-westers;1897;;;;;;;;;;;;;;;;;;
1818;Mannen en vrouwen;Migratieachtergrond: niet-westers;1898;;;;;;;;;;;;;;;;;;
1819;Mannen en vrouwen;Migratieachtergrond: niet-westers;1899;;;;;;;;;;;;;;;;;;
1820;Mannen en vrouwen;Migratieachtergrond: niet-westers;1900;;;;;;;;;;;;;;;;;;
1821;Mannen en vrouwen;Migratieachtergrond: niet-westers;1901;;;;;;;;;;;;;;;;;;
1822;Mannen en vrouwen;Migratieachtergrond: niet-westers;1902;;;;;;;;;;;;;;;;;;
1823;Mannen en vrouwen;Migratieachtergrond: niet-westers;1903;;;;;;;;;;;;;;;;;;
1824;Mannen en vrouwen;Migratieachtergrond: niet-westers;1904;;;;;;;;;;;;;;;;;;
1825;Mannen en vrouwen;Migratieachtergrond: niet-westers;1905;;;;;;;;;;;;;;;;;;
1826;Mannen en vrouwen;Migratieachtergrond: niet-westers;1906;;;;;;;;;;;;;;;;;;
1827;Mannen en vrouwen;Migratieachtergrond: niet-westers;1907;;;;;;;;;;;;;;;;;;
1828;Mannen en vrouwen;Migratieachtergrond: niet-westers;1908;;;;;;;;;;;;;;;;;;
1829;Mannen en vrouwen;Migratieachtergrond: niet-westers;1909;;;;;;;;;;;;;;;;;;
1830;Mannen en vrouwen;Migratieachtergrond: niet-westers;1910;;;;;;;;;;;;;;;;;;
1831;Mannen en vrouwen;Migratieachtergrond: niet-westers;1911;;;;;;;;;;;;;;;;;;
