ID;Geslacht;Leeftijd;Gemeenten;Perioden;TotaleBevolking100_1;NederlandseAchtergrond_2;NederlandseAchtergrondRelatief_3;TotaalMetMigratieachtergrond_4;TotaalMetMigratieachtergrondRelatief_5;TotaalWesterseMigratieachtergrond_6;WesterseMigratieachtergrondRelatief_7;EuropeseUnieExclNederlandseAcht_8;EUExclNedAchtergrondRelatief_9;Belgie_10;BelgieRelatief_11;Duitsland_12;DuitslandRelatief_13;Indonesie_14;IndonesieRelatief_15;TotaalNietWesterseMigratieachtergrond_16;NietWesterseMigratieachtergrondRel_17;Marokko_18;MarokkoRelatief_19;VoormaligeNederlandseAntillenAruba_20;VoormNedAntillenArubaRelatief_21;Suriname_22;SurinameRelatief_23;Turkije_24;TurkijeRelatief_25;GrenswijzigingenPer1Januari_26;TotaalHuishoudens_27;Eenpersoonshuishoudens_28;TotaalMeerpersoonshuishoudens_29;MeerpersoonshuishoudensZonderKinderen_30;MeerpersoonshuishoudensMetKinderen_31;TotaalNietGehuwdeParen_32;NietGehuwdPaarZonderKinderen_33;NietGehuwdPaarMetKinderen_34;TotaalGehuwdeParen_35;GehuwdPaarZonderKinderen_36;GehuwdPaarMetKinderen_37;Eenouderhuishoudens_38;OverigeHuishoudens_39;GemiddeldAantalPersonenPerHuishouden_40;TotaalLevendGeborenKinderen100_41;NederlandseAchtergrond_42;NederlandseAchtergrondRelatief_43;TotaalMetMigratieachtergrond_44;TotaalMetMigratieachtergrondRelatief_45;TotaalWesterseMigratieachtergrond_46;WesterseMigratieachtergrondRelatief_47;EuropeseUnie_48;EuropeseUnieRelatief_49;Belgie_50;BelgieRelatief_51;Duitsland_52;DuitslandRelatief_53;Indonesie_54;IndonesieRelatief_55;TotaalNietWesterseMigratieachtergrond_56;NietWesterseMigAchtergrondRelatief_57;Marokko_58;MarokkoRelatief_59;VoormaligeNederlandseAntillenAruba_60;VoormNedAntillenArubaRelatief_61;Suriname_62;SurinameRelatief_63;Turkije_64;TurkijeRelatief_65;Overledenen_66;Geboorteoverschot_67;BinnenGemeentenVerhuisdePersonen_68;TotaalGevestigdePersonen_69;Immigratie_70;UitAndereGemeente_71;TotaalVertrokkenPersonenInclusief_72;TotaalVertrokkenPersonenExclusie_73;EmigratieInclusiefAdministratieveC_74;EmigratieExclusiefAdministratieveC_75;NaarAndereGemeente_76;MigratiesaldoInclusiefAdministratie_77;MigratiesaldoExclusiefAdministratie_78;SaldoAdministratieveCorrecties_79;AdministratieveOpnemingen_80;AdministratieveAfvoeringen_81;TotaleBevolkingsgroei_82;TotaleBevolkingsgroeiRelatief_83;TotaleBevolkingOp31December_84
4902;Totaal mannen en vrouwen;5 jaar;Haarlem;2018;1859.0;1209.0;65.0;650.0;35.0;254.0;13.7;190.0;10.2;16.0;0.9;23.0;1.2;12.0;0.6;396.0;21.3;98.0;5.3;15.0;0.8;15.0;0.8;61.0;3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;108.0;85.0;31.0;54.0;111.0;111.0;16.0;16.0;95.0;-26.0;-26.0;0.0;0.0;0.0;-58.0;-31.2;1801.0
4903;Totaal mannen en vrouwen;5 jaar;Haarlem;2019;1801.0;1174.0;65.2;627.0;34.8;246.0;13.7;163.0;9.1;12.0;0.7;26.0;1.4;12.0;0.7;381.0;21.2;86.0;4.8;16.0;0.9;16.0;0.9;76.0;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;94.0;88.0;34.0;54.0;112.0;106.0;25.0;19.0;87.0;-24.0;-18.0;-6.0;0.0;6.0;68.0;37.8;1869.0
4904;Totaal mannen en vrouwen;5 jaar;Haarlem;2020;1869.0;1203.0;64.4;666.0;35.6;264.0;14.1;193.0;10.3;18.0;1.0;20.0;1.1;12.0;0.6;402.0;21.5;98.0;5.2;13.0;0.7;21.0;1.1;80.0;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;92.0;91.0;33.0;58.0;108.0;106.0;21.0;19.0;87.0;-17.0;-15.0;-2.0;0.0;2.0;3.0;1.6;1872.0
4905;Totaal mannen en vrouwen;5 jaar;Haarlem;2021;1872.0;1169.0;62.4;703.0;37.6;290.0;15.5;169.0;9.0;10.0;0.5;32.0;1.7;12.0;0.6;413.0;22.1;100.0;5.3;12.0;0.6;15.0;0.8;68.0;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4906;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2000;1554.0;1265.0;81.4;289.0;18.6;117.0;7.5;69.0;4.4;5.0;0.3;16.0;1.0;15.0;1.0;172.0;11.1;37.0;2.4;14.0;0.9;22.0;1.4;12.0;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;91.0;81.0;12.0;69.0;51.0;52.0;11.0;12.0;40.0;30.0;29.0;1.0;3.0;2.0;-54.0;-34.7;1500.0
4907;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2001;1500.0;1214.0;80.9;286.0;19.1;110.0;7.3;49.0;3.3;5.0;0.3;13.0;0.9;34.0;2.3;176.0;11.7;23.0;1.5;16.0;1.1;43.0;2.9;13.0;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;87.0;98.0;6.0;92.0;31.0;30.0;5.0;4.0;26.0;67.0;68.0;-1.0;1.0;2.0;81.0;54.0;1581.0
4908;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2002;1581.0;1239.0;78.4;342.0;21.6;137.0;8.7;66.0;4.2;3.0;0.2;13.0;0.8;33.0;2.1;205.0;13.0;29.0;1.8;17.0;1.1;41.0;2.6;19.0;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;88.0;101.0;10.0;91.0;56.0;54.0;9.0;7.0;47.0;45.0;47.0;-2.0;2.0;4.0;104.0;65.8;1685.0
4909;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2003;1685.0;1322.0;78.5;363.0;21.5;128.0;7.6;71.0;4.2;3.0;0.2;13.0;0.8;18.0;1.1;235.0;13.9;35.0;2.1;16.0;0.9;44.0;2.6;25.0;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;66.0;105.0;7.0;98.0;44.0;41.0;10.0;7.0;34.0;61.0;64.0;-3.0;2.0;5.0;110.0;65.3;1795.0
4910;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2004;1795.0;1430.0;79.7;365.0;20.3;130.0;7.2;63.0;3.5;7.0;0.4;16.0;0.9;26.0;1.4;235.0;13.1;29.0;1.6;19.0;1.1;57.0;3.2;20.0;1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;102.0;109.0;11.0;98.0;57.0;52.0;23.0;18.0;34.0;52.0;57.0;-5.0;1.0;6.0;166.0;92.5;1961.0
4911;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2005;1961.0;1473.0;75.1;488.0;24.9;182.0;9.3;112.0;5.7;11.0;0.6;24.0;1.2;28.0;1.4;306.0;15.6;47.0;2.4;19.0;1.0;67.0;3.4;34.0;1.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;78.0;81.0;5.0;76.0;48.0;46.0;12.0;10.0;36.0;33.0;35.0;-2.0;0.0;2.0;-26.0;-13.3;1935.0
4912;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2006;1935.0;1442.0;74.5;493.0;25.5;164.0;8.5;91.0;4.7;6.0;0.3;19.0;1.0;33.0;1.7;329.0;17.0;49.0;2.5;24.0;1.2;74.0;3.8;28.0;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;109.0;97.0;7.0;90.0;64.0;60.0;23.0;19.0;41.0;33.0;37.0;-4.0;3.0;7.0;112.0;57.9;2047.0
4913;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2007;2047.0;1571.0;76.7;476.0;23.3;153.0;7.5;99.0;4.8;19.0;0.9;13.0;0.6;14.0;0.7;323.0;15.8;51.0;2.5;23.0;1.1;80.0;3.9;30.0;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;103.0;60.0;15.0;45.0;68.0;67.0;14.0;13.0;54.0;-8.0;-7.0;-1.0;4.0;5.0;27.0;13.2;2074.0
4914;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2008;2074.0;1548.0;74.6;526.0;25.4;173.0;8.3;120.0;5.8;7.0;0.3;28.0;1.4;20.0;1.0;353.0;17.0;64.0;3.1;15.0;0.7;89.0;4.3;36.0;1.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;96.0;69.0;14.0;55.0;58.0;61.0;11.0;14.0;47.0;11.0;8.0;3.0;3.0;0.0;50.0;24.1;2124.0
4915;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2009;2124.0;1574.0;74.1;550.0;25.9;166.0;7.8;114.0;5.4;13.0;0.6;15.0;0.7;18.0;0.8;384.0;18.1;65.0;3.1;16.0;0.8;101.0;4.8;40.0;1.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;66.0;40.0;6.0;34.0;54.0;56.0;8.0;10.0;46.0;-14.0;-16.0;2.0;3.0;1.0;-57.0;-26.8;2067.0
4916;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2010;2067.0;1517.0;73.4;550.0;26.6;198.0;9.6;130.0;6.3;9.0;0.4;19.0;0.9;23.0;1.1;352.0;17.0;57.0;2.8;14.0;0.7;80.0;3.9;37.0;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;66.0;54.0;12.0;42.0;63.0;63.0;16.0;16.0;47.0;-9.0;-9.0;0.0;0.0;0.0;-7.0;-3.4;2060.0
4917;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2011;2060.0;1490.0;72.3;570.0;27.7;189.0;9.2;132.0;6.4;15.0;0.7;17.0;0.8;18.0;0.9;381.0;18.5;86.0;4.2;15.0;0.7;75.0;3.6;41.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;64.0;47.0;8.0;39.0;40.0;39.0;13.0;12.0;27.0;7.0;8.0;-1.0;0.0;1.0;-99.0;-48.1;1961.0
4918;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2012;1961.0;1435.0;73.2;526.0;26.8;174.0;8.9;114.0;5.8;14.0;0.7;12.0;0.6;18.0;0.9;352.0;18.0;73.0;3.7;16.0;0.8;71.0;3.6;34.0;1.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;57.0;42.0;14.0;28.0;54.0;53.0;12.0;11.0;42.0;-12.0;-11.0;-1.0;0.0;1.0;2.0;1.0;1963.0
4919;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2013;1963.0;1440.0;73.4;523.0;26.6;168.0;8.6;116.0;5.9;17.0;0.9;15.0;0.8;17.0;0.9;355.0;18.1;86.0;4.4;22.0;1.1;57.0;2.9;32.0;1.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;74.0;56.0;25.0;31.0;51.0;50.0;11.0;10.0;40.0;5.0;6.0;-1.0;0.0;1.0;-84.0;-42.8;1879.0
4920;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2014;1877.0;1387.0;73.9;490.0;26.1;165.0;8.8;114.0;6.1;9.0;0.5;11.0;0.6;16.0;0.9;325.0;17.3;66.0;3.5;20.0;1.1;55.0;2.9;38.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;69.0;82.0;37.0;45.0;87.0;84.0;15.0;12.0;72.0;-5.0;-2.0;-3.0;0.0;3.0;-55.0;-29.3;1822.0
4921;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2015;1822.0;1317.0;72.3;505.0;27.7;179.0;9.8;128.0;7.0;7.0;0.4;22.0;1.2;15.0;0.8;326.0;17.9;71.0;3.9;14.0;0.8;52.0;2.9;28.0;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;79.0;92.0;36.0;56.0;89.0;86.0;16.0;13.0;73.0;3.0;6.0;-3.0;0.0;3.0;-86.0;-47.2;1736.0
4922;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2016;1736.0;1236.0;71.2;500.0;28.8;191.0;11.0;125.0;7.2;14.0;0.8;13.0;0.7;15.0;0.9;309.0;17.8;64.0;3.7;12.0;0.7;55.0;3.2;21.0;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;104.0;117.0;40.0;77.0;92.0;90.0;14.0;12.0;78.0;25.0;27.0;-2.0;0.0;2.0;-84.0;-48.4;1652.0
4923;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2017;1652.0;1161.0;70.3;491.0;29.7;175.0;10.6;129.0;7.8;7.0;0.4;14.0;0.8;10.0;0.6;316.0;19.1;78.0;4.7;15.0;0.9;38.0;2.3;20.0;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;128.0;105.0;23.0;82.0;62.0;62.0;13.0;13.0;49.0;43.0;43.0;0.0;0.0;0.0;-69.0;-41.8;1583.0
4924;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2018;1583.0;1059.0;66.9;524.0;33.1;177.0;11.2;115.0;7.3;8.0;0.5;8.0;0.5;18.0;1.1;347.0;21.9;58.0;3.7;11.0;0.7;46.0;2.9;19.0;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;91.0;109.0;38.0;71.0;99.0;99.0;11.0;11.0;88.0;10.0;10.0;0.0;0.0;0.0;-23.0;-14.5;1560.0
4925;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2019;1624.0;1068.0;65.8;556.0;34.2;182.0;11.2;117.0;7.2;5.0;0.3;21.0;1.3;10.0;0.6;374.0;23.0;74.0;4.6;14.0;0.9;40.0;2.5;35.0;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;74.0;137.0;51.0;86.0;80.0;79.0;7.0;6.0;73.0;57.0;58.0;-1.0;1.0;2.0;-19.0;-11.7;1605.0
4926;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2020;1605.0;1005.0;62.6;600.0;37.4;191.0;11.9;124.0;7.7;3.0;0.2;18.0;1.1;11.0;0.7;409.0;25.5;66.0;4.1;10.0;0.6;28.0;1.7;37.0;2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;104.0;121.0;29.0;92.0;70.0;70.0;16.0;16.0;54.0;51.0;51.0;0.0;0.0;0.0;18.0;11.2;1623.0
4927;Totaal mannen en vrouwen;5 jaar;Haarlemmermeer;2021;1623.0;1011.0;62.3;612.0;37.7;196.0;12.1;104.0;6.4;9.0;0.6;9.0;0.6;15.0;0.9;416.0;25.6;80.0;4.9;11.0;0.7;31.0;1.9;43.0;2.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4928;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2000;1570.0;1242.0;79.1;328.0;20.9;74.0;4.7;37.0;2.4;6.0;0.4;17.0;1.1;14.0;0.9;254.0;16.2;74.0;4.7;18.0;1.1;26.0;1.7;72.0;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;100.0;56.0;16.0;40.0;57.0;55.0;5.0;3.0;52.0;-1.0;1.0;-2.0;0.0;2.0;-76.0;-48.4;1494.0
4929;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2001;1494.0;1137.0;76.1;357.0;23.9;105.0;7.0;51.0;3.4;9.0;0.6;17.0;1.1;16.0;1.1;252.0;16.9;73.0;4.9;26.0;1.7;37.0;2.5;51.0;3.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;102.0;34.0;13.0;21.0;41.0;40.0;7.0;6.0;34.0;-7.0;-6.0;-1.0;0.0;1.0;71.0;47.5;1565.0
4930;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2002;1565.0;1216.0;77.7;349.0;22.3;89.0;5.7;42.0;2.7;3.0;0.2;22.0;1.4;10.0;0.6;260.0;16.6;94.0;6.0;23.0;1.5;22.0;1.4;49.0;3.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;108.0;53.0;12.0;41.0;56.0;53.0;14.0;11.0;42.0;-3.0;0.0;-3.0;1.0;4.0;4.0;2.6;1569.0
4931;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2003;1569.0;1220.0;77.8;349.0;22.2;90.0;5.7;37.0;2.4;10.0;0.6;9.0;0.6;13.0;0.8;259.0;16.5;76.0;4.8;14.0;0.9;35.0;2.2;57.0;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;89.0;45.0;11.0;34.0;59.0;53.0;11.0;5.0;48.0;-14.0;-8.0;-6.0;0.0;6.0;-70.0;-44.6;1499.0
4932;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2004;1499.0;1177.0;78.5;322.0;21.5;83.0;5.5;47.0;3.1;7.0;0.5;15.0;1.0;5.0;0.3;239.0;15.9;79.0;5.3;15.0;1.0;24.0;1.6;57.0;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;105.0;34.0;7.0;27.0;65.0;63.0;13.0;11.0;52.0;-31.0;-29.0;-2.0;1.0;3.0;92.0;61.4;1591.0
4933;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2005;1591.0;1248.0;78.4;343.0;21.6;83.0;5.2;52.0;3.3;7.0;0.4;13.0;0.8;6.0;0.4;260.0;16.3;75.0;4.7;25.0;1.6;23.0;1.4;57.0;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;142.0;45.0;7.0;38.0;43.0;36.0;14.0;7.0;29.0;2.0;9.0;-7.0;0.0;7.0;52.0;32.7;1643.0
4934;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2006;1643.0;1275.0;77.6;368.0;22.4;103.0;6.3;68.0;4.1;9.0;0.5;22.0;1.3;8.0;0.5;265.0;16.1;99.0;6.0;11.0;0.7;33.0;2.0;48.0;2.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;101.0;44.0;7.0;37.0;60.0;58.0;11.0;9.0;49.0;-16.0;-14.0;-2.0;1.0;3.0;-26.0;-15.8;1617.0
4935;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2007;1617.0;1262.0;78.0;355.0;22.0;88.0;5.4;56.0;3.5;13.0;0.8;13.0;0.8;6.0;0.4;267.0;16.5;91.0;5.6;13.0;0.8;34.0;2.1;51.0;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;145.0;43.0;9.0;34.0;50.0;48.0;10.0;8.0;40.0;-7.0;-5.0;-2.0;0.0;2.0;-55.0;-34.0;1562.0
4936;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2008;1562.0;1214.0;77.7;348.0;22.3;77.0;4.9;44.0;2.8;8.0;0.5;14.0;0.9;8.0;0.5;271.0;17.3;97.0;6.2;13.0;0.8;29.0;1.9;40.0;2.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;116.0;42.0;14.0;28.0;53.0;52.0;8.0;7.0;45.0;-11.0;-10.0;-1.0;1.0;2.0;-18.0;-11.5;1544.0
4937;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2009;1544.0;1202.0;77.8;342.0;22.2;90.0;5.8;64.0;4.1;10.0;0.6;17.0;1.1;5.0;0.3;252.0;16.3;93.0;6.0;9.0;0.6;12.0;0.8;55.0;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;120.0;47.0;10.0;37.0;39.0;36.0;9.0;6.0;30.0;8.0;11.0;-3.0;2.0;5.0;5.0;3.2;1549.0
4938;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2010;1549.0;1211.0;78.2;338.0;21.8;100.0;6.5;68.0;4.4;14.0;0.9;22.0;1.4;7.0;0.5;238.0;15.4;86.0;5.6;13.0;0.8;20.0;1.3;40.0;2.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;85.0;37.0;9.0;28.0;36.0;34.0;9.0;7.0;27.0;1.0;3.0;-2.0;2.0;4.0;11.0;7.1;1560.0
4939;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2011;1560.0;1192.0;76.4;368.0;23.6;100.0;6.4;65.0;4.2;5.0;0.3;15.0;1.0;6.0;0.4;268.0;17.2;107.0;6.9;12.0;0.8;24.0;1.5;37.0;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;85.0;37.0;6.0;31.0;40.0;40.0;19.0;19.0;21.0;-3.0;-3.0;0.0;1.0;1.0;26.0;16.7;1586.0
4940;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2012;1586.0;1217.0;76.7;369.0;23.3;117.0;7.4;75.0;4.7;15.0;0.9;23.0;1.5;9.0;0.6;252.0;15.9;79.0;5.0;12.0;0.8;11.0;0.7;56.0;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;71.0;23.0;5.0;18.0;32.0;31.0;10.0;9.0;22.0;-9.0;-8.0;-1.0;2.0;3.0;-56.0;-35.3;1530.0
4941;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2013;1530.0;1155.0;75.5;375.0;24.5;110.0;7.2;83.0;5.4;10.0;0.7;19.0;1.2;7.0;0.5;265.0;17.3;100.0;6.5;18.0;1.2;18.0;1.2;36.0;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;90.0;42.0;10.0;32.0;45.0;43.0;12.0;10.0;33.0;-3.0;-1.0;-2.0;0.0;2.0;46.0;30.1;1576.0
4942;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2014;1576.0;1208.0;76.6;368.0;23.4;108.0;6.9;72.0;4.6;10.0;0.6;21.0;1.3;5.0;0.3;260.0;16.5;100.0;6.3;10.0;0.6;15.0;1.0;39.0;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;100.0;39.0;11.0;28.0;44.0;45.0;7.0;8.0;37.0;-5.0;-6.0;1.0;1.0;0.0;64.0;40.6;1640.0
4943;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2015;1714.0;1330.0;77.6;384.0;22.4;143.0;8.3;105.0;6.1;18.0;1.1;24.0;1.4;3.0;0.2;241.0;14.1;84.0;4.9;13.0;0.8;17.0;1.0;36.0;2.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;134.0;43.0;9.0;34.0;61.0;60.0;15.0;14.0;46.0;-18.0;-17.0;-1.0;2.0;3.0;-56.0;-32.7;1658.0
4944;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2016;1658.0;1306.0;78.8;352.0;21.2;112.0;6.8;73.0;4.4;13.0;0.8;17.0;1.0;9.0;0.5;240.0;14.5;76.0;4.6;15.0;0.9;13.0;0.8;38.0;2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;150.0;45.0;11.0;34.0;64.0;66.0;10.0;12.0;54.0;-19.0;-21.0;2.0;2.0;0.0;14.0;8.4;1672.0
4945;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2017;1672.0;1274.0;76.2;398.0;23.8;134.0;8.0;98.0;5.9;12.0;0.7;21.0;1.3;9.0;0.5;264.0;15.8;81.0;4.8;17.0;1.0;12.0;0.7;33.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;132.0;54.0;5.0;49.0;66.0;63.0;12.0;9.0;54.0;-12.0;-9.0;-3.0;0.0;3.0;-57.0;-34.1;1615.0
4946;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2018;1615.0;1237.0;76.6;378.0;23.4;113.0;7.0;70.0;4.3;13.0;0.8;11.0;0.7;8.0;0.5;265.0;16.4;82.0;5.1;16.0;1.0;13.0;0.8;37.0;2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;151.0;37.0;7.0;30.0;68.0;65.0;9.0;6.0;59.0;-31.0;-28.0;-3.0;0.0;3.0;-20.0;-12.4;1595.0
4947;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2019;1595.0;1235.0;77.4;360.0;22.6;120.0;7.5;80.0;5.0;13.0;0.8;25.0;1.6;5.0;0.3;240.0;15.0;64.0;4.0;7.0;0.4;12.0;0.8;39.0;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;129.0;46.0;13.0;33.0;59.0;60.0;7.0;8.0;52.0;-13.0;-14.0;1.0;1.0;0.0;20.0;12.5;1615.0
4948;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2020;1615.0;1270.0;78.6;345.0;21.4;106.0;6.6;67.0;4.1;12.0;0.7;14.0;0.9;7.0;0.4;239.0;14.8;89.0;5.5;11.0;0.7;14.0;0.9;24.0;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;98.0;38.0;7.0;31.0;49.0;47.0;8.0;6.0;41.0;-11.0;-9.0;-2.0;0.0;2.0;-141.0;-87.3;1474.0
4949;Totaal mannen en vrouwen;5 jaar;'s-Hertogenbosch;2021;1474.0;1118.0;75.8;356.0;24.2;115.0;7.8;72.0;4.9;6.0;0.4;9.0;0.6;3.0;0.2;241.0;16.4;73.0;5.0;11.0;0.7;13.0;0.9;20.0;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4950;Totaal mannen en vrouwen;5 jaar;Leeuwarden;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4951;Totaal mannen en vrouwen;5 jaar;Leeuwarden;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4952;Totaal mannen en vrouwen;5 jaar;Leeuwarden;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4953;Totaal mannen en vrouwen;5 jaar;Leeuwarden;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
