ID;Geslacht;Leeftijd;Gemeenten;Perioden;TotaleBevolking100_1;NederlandseAchtergrond_2;NederlandseAchtergrondRelatief_3;TotaalMetMigratieachtergrond_4;TotaalMetMigratieachtergrondRelatief_5;TotaalWesterseMigratieachtergrond_6;WesterseMigratieachtergrondRelatief_7;EuropeseUnieExclNederlandseAcht_8;EUExclNedAchtergrondRelatief_9;Belgie_10;BelgieRelatief_11;Duitsland_12;DuitslandRelatief_13;Indonesie_14;IndonesieRelatief_15;TotaalNietWesterseMigratieachtergrond_16;NietWesterseMigratieachtergrondRel_17;Marokko_18;MarokkoRelatief_19;VoormaligeNederlandseAntillenAruba_20;VoormNedAntillenArubaRelatief_21;Suriname_22;SurinameRelatief_23;Turkije_24;TurkijeRelatief_25;GrenswijzigingenPer1Januari_26;TotaalHuishoudens_27;Eenpersoonshuishoudens_28;TotaalMeerpersoonshuishoudens_29;MeerpersoonshuishoudensZonderKinderen_30;MeerpersoonshuishoudensMetKinderen_31;TotaalNietGehuwdeParen_32;NietGehuwdPaarZonderKinderen_33;NietGehuwdPaarMetKinderen_34;TotaalGehuwdeParen_35;GehuwdPaarZonderKinderen_36;GehuwdPaarMetKinderen_37;Eenouderhuishoudens_38;OverigeHuishoudens_39;GemiddeldAantalPersonenPerHuishouden_40;TotaalLevendGeborenKinderen100_41;NederlandseAchtergrond_42;NederlandseAchtergrondRelatief_43;TotaalMetMigratieachtergrond_44;TotaalMetMigratieachtergrondRelatief_45;TotaalWesterseMigratieachtergrond_46;WesterseMigratieachtergrondRelatief_47;EuropeseUnie_48;EuropeseUnieRelatief_49;Belgie_50;BelgieRelatief_51;Duitsland_52;DuitslandRelatief_53;Indonesie_54;IndonesieRelatief_55;TotaalNietWesterseMigratieachtergrond_56;NietWesterseMigAchtergrondRelatief_57;Marokko_58;MarokkoRelatief_59;VoormaligeNederlandseAntillenAruba_60;VoormNedAntillenArubaRelatief_61;Suriname_62;SurinameRelatief_63;Turkije_64;TurkijeRelatief_65;Overledenen_66;Geboorteoverschot_67;BinnenGemeentenVerhuisdePersonen_68;TotaalGevestigdePersonen_69;Immigratie_70;UitAndereGemeente_71;TotaalVertrokkenPersonenInclusief_72;TotaalVertrokkenPersonenExclusie_73;EmigratieInclusiefAdministratieveC_74;EmigratieExclusiefAdministratieveC_75;NaarAndereGemeente_76;MigratiesaldoInclusiefAdministratie_77;MigratiesaldoExclusiefAdministratie_78;SaldoAdministratieveCorrecties_79;AdministratieveOpnemingen_80;AdministratieveAfvoeringen_81;TotaleBevolkingsgroei_82;TotaleBevolkingsgroeiRelatief_83;TotaleBevolkingOp31December_84
10;Totaal mannen en vrouwen;Totaal;Nederland;2010;16574989.0;13215386.0;79.7;3359603.0;20.3;1501309.0;9.1;897994.0;5.4;113001.0;0.7;378947.0;2.3;382411.0;2.3;1858294.0;11.2;349005.0;2.1;138420.0;0.8;342279.0;2.1;383957.0;2.3;;7386144.0;2669516.0;4716628.0;2181514.0;2535114.0;836339.0;505816.0;330523.0;3339959.0;1621618.0;1718341.0;486250.0;54080.0;2.22;184397.0;139085.0;75.4;45312.0;24.6;13797.0;7.5;9472.0;5.1;1219.0;0.7;2060.0;1.1;846.0;0.5;31515.0;17.1;7286.0;4.0;2330.0;1.3;3347.0;1.8;5253.0;2.8;136058.0;48339.0;872364.0;744302.0;154432.0;589870.0;711221.0;681320.0;121351.0;91450.0;589870.0;33081.0;62982.0;-29901.0;39973.0;69874.0;80810.0;4.9;16655799.0
11;Totaal mannen en vrouwen;Totaal;Nederland;2011;16655799.0;13228780.0;79.4;3427019.0;20.6;1527774.0;9.2;921064.0;5.5;113513.0;0.7;378581.0;2.3;380047.0;2.3;1899245.0;11.4;355883.0;2.1;141345.0;0.8;344734.0;2.1;388967.0;2.3;;7443801.0;2708251.0;4735550.0;2187823.0;2547727.0;864011.0;514402.0;349609.0;3331368.0;1629522.0;1701846.0;496272.0;43899.0;2.21;180060.0;135227.0;75.1;44833.0;24.9;13939.0;7.7;9629.0;5.3;1103.0;0.6;2011.0;1.1;809.0;0.4;30894.0;17.2;7093.0;3.9;2236.0;1.2;3158.0;1.8;5041.0;2.8;135741.0;44319.0;865306.0;756683.0;162962.0;593721.0;726915.0;699906.0;133194.0;106185.0;593721.0;29768.0;56777.0;-27009.0;38311.0;65320.0;74549.0;4.5;16730348.0
12;Totaal mannen en vrouwen;Totaal;Nederland;2012;16730348.0;13236155.0;79.1;3494193.0;20.9;1556542.0;9.3;946621.0;5.7;114022.0;0.7;376606.0;2.3;377618.0;2.3;1937651.0;11.6;362954.0;2.2;143992.0;0.9;346797.0;2.1;392923.0;2.3;;7512824.0;2761764.0;4751060.0;2192158.0;2558902.0;872962.0;511794.0;361168.0;3323517.0;1636677.0;1686840.0;510894.0;43687.0;2.2;175959.0;131409.0;74.7;44550.0;25.3;14032.0;8.0;9815.0;5.6;1078.0;0.6;1895.0;1.1;789.0;0.4;30518.0;17.3;6804.0;3.9;2170.0;1.2;2901.0;1.6;4926.0;2.8;140813.0;35146.0;869002.0;768233.0;158374.0;609859.0;754350.0;720215.0;144491.0;110356.0;609859.0;13883.0;48018.0;-34135.0;38684.0;72819.0;49227.0;2.9;16779575.0
13;Totaal mannen en vrouwen;Totaal;Nederland;2013;16779575.0;13236494.0;78.9;3543081.0;21.1;1576986.0;9.4;965082.0;5.8;114553.0;0.7;372720.0;2.2;374847.0;2.2;1966095.0;11.7;368838.0;2.2;145499.0;0.9;347631.0;2.1;395302.0;2.4;;7569371.0;2802182.0;4767189.0;2202863.0;2564326.0;892743.0;517578.0;375165.0;3309894.0;1642311.0;1667583.0;521578.0;42974.0;2.19;171341.0;128428.0;75.0;42913.0;25.0;13992.0;8.2;9899.0;5.8;1049.0;0.6;1901.0;1.1;741.0;0.4;28921.0;16.9;6370.0;3.7;2179.0;1.3;2696.0;1.6;4507.0;2.6;141245.0;30096.0;859018.0;778922.0;164772.0;614150.0;759819.0;731330.0;145669.0;117180.0;614150.0;19103.0;47592.0;-28489.0;37863.0;66352.0;49714.0;3.0;16829289.0
14;Totaal mannen en vrouwen;Totaal;Nederland;2014;16829289.0;13234545.0;78.6;3594744.0;21.4;1597160.0;9.5;984106.0;5.8;115028.0;0.7;368512.0;2.2;372233.0;2.2;1997584.0;11.9;374996.0;2.2;146855.0;0.9;348291.0;2.1;396414.0;2.4;;7590228.0;2803852.0;4786376.0;2216508.0;2569868.0;916991.0;528531.0;388460.0;3291177.0;1645639.0;1645538.0;535870.0;42338.0;2.18;175181.0;130411.0;74.4;44770.0;25.6;14925.0;8.5;10664.0;6.1;1092.0;0.6;1868.0;1.1;741.0;0.4;29845.0;17.0;6382.0;3.6;2258.0;1.3;2518.0;1.4;4764.0;2.7;139223.0;35958.0;908871.0;837416.0;182949.0;654467.0;802329.0;776715.0;147862.0;122248.0;654467.0;35087.0;60701.0;-25614.0;34942.0;60556.0;71437.0;4.2;16900726.0
15;Totaal mannen en vrouwen;Totaal;Nederland;2015;16900726.0;13235405.0;78.3;3665321.0;21.7;1626812.0;9.6;1009902.0;6.0;115687.0;0.7;364125.0;2.2;369661.0;2.2;2038509.0;12.1;380755.0;2.3;148926.0;0.9;348662.0;2.1;396555.0;2.3;;7665198.0;2867797.0;4797401.0;2224618.0;2572783.0;934671.0;531156.0;403515.0;3275358.0;1651379.0;1623979.0;545289.0;42083.0;2.17;170510.0;126438.0;74.2;44072.0;25.8;15084.0;8.8;10779.0;6.3;1066.0;0.6;1727.0;1.0;731.0;0.4;28988.0;17.0;5943.0;3.5;2141.0;1.3;2340.0;1.4;4331.0;2.5;147134.0;23376.0;982027.0;902220.0;204615.0;697605.0;847114.0;824489.0;149509.0;126884.0;697605.0;55106.0;77731.0;-22625.0;32503.0;55128.0;78394.0;4.6;16979120.0
16;Totaal mannen en vrouwen;Totaal;Nederland;2016;16979120.0;13226829.0;77.9;3752291.0;22.1;1655699.0;9.8;1034201.0;6.1;116389.0;0.7;360116.0;2.1;366849.0;2.2;2096592.0;12.3;385761.0;2.3;150981.0;0.9;349022.0;2.1;397471.0;2.3;;7720787.0;2906334.0;4814453.0;2235783.0;2578670.0;954074.0;540631.0;413443.0;3261124.0;1653323.0;1607801.0;557426.0;41829.0;2.17;172520.0;127103.0;73.7;45417.0;26.3;15361.0;8.9;11050.0;6.4;1037.0;0.6;1751.0;1.0;647.0;0.4;30056.0;17.4;5725.0;3.3;2169.0;1.3;2247.0;1.3;4269.0;2.5;148997.0;23523.0;1023962.0;998227.0;230739.0;767488.0;919033.0;894808.0;151545.0;127320.0;767488.0;79194.0;103419.0;-24225.0;29015.0;53240.0;102387.0;6.0;17081507.0
17;Totaal mannen en vrouwen;Totaal;Nederland;2017;17081507.0;13218754.0;77.4;3862753.0;22.6;1689030.0;9.9;1061721.0;6.2;117495.0;0.7;356875.0;2.1;364328.0;2.1;2173723.0;12.7;391088.0;2.3;153469.0;0.9;349978.0;2.0;400367.0;2.3;;7794075.0;2961228.0;4832847.0;2247191.0;2585656.0;975602.0;548326.0;427276.0;3253633.0;1657377.0;1596256.0;562124.0;41488.0;2.16;169836.0;124962.0;73.6;44874.0;26.4;15649.0;9.2;11388.0;6.7;1044.0;0.6;1716.0;1.0;635.0;0.4;29225.0;17.2;5342.0;3.1;2056.0;1.2;2090.0;1.2;3904.0;2.3;150214.0;19622.0;1080500.0;1031566.0;234957.0;796609.0;950901.0;924061.0;154292.0;127452.0;796609.0;80665.0;107505.0;-26840.0;29554.0;56394.0;99577.0;5.8;17181084.0
18;Totaal mannen en vrouwen;Totaal;Nederland;2018;17181084.0;13209225.0;76.9;3971859.0;23.1;1729016.0;10.1;1095055.0;6.4;118725.0;0.7;354136.0;2.1;361594.0;2.1;2242843.0;13.1;396539.0;2.3;157114.0;0.9;351681.0;2.0;404459.0;2.4;;7857914.0;2997617.0;4860297.0;2265409.0;2594888.0;997648.0;562433.0;435215.0;3249848.0;1662594.0;1587254.0;572419.0;40382.0;2.15;168525.0;123010.0;73.0;45515.0;27.0;15812.0;9.4;11592.0;6.9;1036.0;0.6;1747.0;1.0;591.0;0.4;29703.0;17.6;4901.0;2.9;2100.0;1.2;1975.0;1.2;3751.0;2.2;153363.0;15162.0;1026769.0;1002022.0;243737.0;758285.0;915651.0;893082.0;157366.0;134797.0;758285.0;86371.0;108940.0;-22569.0;26761.0;49330.0;101079.0;5.9;17282163.0
19;Totaal mannen en vrouwen;Totaal;Nederland;2019;17282163.0;13196025.0;76.4;4086138.0;23.6;1774271.0;10.3;1132651.0;6.6;119769.0;0.7;351552.0;2.0;358773.0;2.1;2311867.0;13.4;402492.0;2.3;161265.0;0.9;353909.0;2.0;409877.0;2.4;;7924691.0;3037622.0;4887069.0;2282297.0;2604772.0;1015999.0;575040.0;440959.0;3248353.0;1666646.0;1581707.0;582106.0;40611.0;2.15;169680.0;123030.0;72.5;46650.0;27.5;16388.0;9.7;11876.0;7.0;1029.0;0.6;1753.0;1.0;571.0;0.3;30262.0;17.8;4885.0;2.9;2116.0;1.2;1994.0;1.2;3603.0;2.1;151885.0;17795.0;1023747.0;1026586.0;269064.0;757522.0;918551.0;896678.0;161029.0;139156.0;757522.0;108035.0;129908.0;-21873.0;24372.0;46245.0;125422.0;7.3;17407585.0
20;Totaal mannen en vrouwen;Totaal;Nederland;2020;17407585.0;13186880.0;75.8;4220705.0;24.2;1828645.0;10.5;1176651.0;6.8;121019.0;0.7;349284.0;2.0;356029.0;2.0;2392060.0;13.7;408864.0;2.3;166265.0;1.0;356402.0;2.0;416864.0;2.4;;7997800.0;3079778.0;4918022.0;2302921.0;2615101.0;1037200.0;589916.0;447284.0;3250231.0;1672389.0;1577842.0;589975.0;40616.0;2.14;168681.0;122698.0;72.7;45983.0;27.3;16513.0;9.8;11421.0;6.8;1001.0;0.6;1840.0;1.1;479.0;0.3;29470.0;17.5;4671.0;2.8;2198.0;1.3;1922.0;1.1;3278.0;1.9;168678.0;3.0;1046529.0;1014246.0;220853.0;793393.0;945887.0;926554.0;152494.0;133161.0;793393.0;68359.0;87692.0;-19333.0;21267.0;40600.0;67830.0;3.9;17475415.0
21;Totaal mannen en vrouwen;Totaal;Nederland;2021;17475415.0;13169507.0;75.4;4305908.0;24.6;1858730.0;10.6;1122201.0;6.4;122197.0;0.7;345746.0;2.0;352266.0;2.0;2447178.0;14.0;414186.0;2.4;171413.0;1.0;358266.0;2.1;422030.0;2.4;;8043443.0;3097117.0;4946326.0;2331454.0;2614872.0;1077723.0;620079.0;457644.0;3233662.0;1670305.0;1563357.0;593871.0;41070.0;4.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Totaal mannen en vrouwen;Totaal;Alkmaar;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Totaal mannen en vrouwen;Totaal;Alkmaar;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Totaal mannen en vrouwen;Totaal;Alkmaar;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Totaal mannen en vrouwen;Totaal;Alkmaar;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;Totaal mannen en vrouwen;Totaal;Alkmaar;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Totaal mannen en vrouwen;Totaal;Alkmaar;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Totaal mannen en vrouwen;Totaal;Alkmaar;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Totaal mannen en vrouwen;Totaal;Alkmaar;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Totaal mannen en vrouwen;Totaal;Alkmaar;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;Totaal mannen en vrouwen;Totaal;Alkmaar;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Totaal mannen en vrouwen;Totaal;Alkmaar;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Totaal mannen en vrouwen;Totaal;Alkmaar;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Totaal mannen en vrouwen;Totaal;Alkmaar;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Totaal mannen en vrouwen;Totaal;Alkmaar;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Totaal mannen en vrouwen;Totaal;Alkmaar;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
