ID;Voertuigsoort;KenmerkenVrachtautoSEnTrekkers;BedrijfstakkenBranchesSBI2008;Perioden;AantalVoertuigenInGebruik_1;KilometersNederlandseVoertuigen_2;GemiddeldJaarkilometrage_3
2763;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;I Horeca;2009;0.0;0.0;0.0
2764;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;I Horeca;2010;0.0;0.0;0.0
2765;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;I Horeca;2011;0.0;0.0;0.0
2766;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;J Informatie en communicatie;2009;0.0;0.0;0.0
2767;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;J Informatie en communicatie;2010;0.0;0.0;0.0
2768;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;J Informatie en communicatie;2011;0.0;0.0;0.0
2769;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;K Financiële dienstverlening;2009;0.0;0.0;0.0
2770;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;K Financiële dienstverlening;2010;0.0;0.0;0.0
2771;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;K Financiële dienstverlening;2011;0.0;0.0;0.0
2772;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;L Verhuur en handel van onroerend goed;2009;0.0;0.0;0.0
2773;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;L Verhuur en handel van onroerend goed;2010;0.0;0.0;0.0
2774;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;L Verhuur en handel van onroerend goed;2011;0.0;0.0;0.0
2775;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;M-N Zakelijke dienstverlening;2009;0.0;0.0;0.0
2776;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;M-N Zakelijke dienstverlening;2010;0.0;0.0;0.0
2777;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;M-N Zakelijke dienstverlening;2011;0.0;0.0;0.0
2778;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;M Specialistische zakelijke diensten;2009;0.0;0.0;0.0
2779;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;M Specialistische zakelijke diensten;2010;0.0;0.0;0.0
2780;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;M Specialistische zakelijke diensten;2011;0.0;0.0;0.0
2781;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;N Verhuur en overige zakelijke diensten;2009;0.0;0.0;0.0
2782;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;N Verhuur en overige zakelijke diensten;2010;0.0;0.0;0.0
2783;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;N Verhuur en overige zakelijke diensten;2011;0.0;0.0;0.0
2784;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;O-Q Overheid en zorg;2009;0.0;0.0;0.0
2785;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;O-Q Overheid en zorg;2010;0.0;0.0;0.0
2786;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;O-Q Overheid en zorg;2011;0.0;0.0;0.0
2787;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;O Openbaar bestuur en overheidsdiensten;2009;0.0;0.0;0.0
2788;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;O Openbaar bestuur en overheidsdiensten;2010;0.0;0.0;0.0
2789;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;O Openbaar bestuur en overheidsdiensten;2011;0.0;0.0;0.0
2790;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;P Onderwijs;2009;0.0;0.0;0.0
2791;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;P Onderwijs;2010;0.0;0.0;0.0
2792;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;P Onderwijs;2011;0.0;0.0;0.0
2793;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;Q Gezondheids- en welzijnszorg;2009;0.0;0.0;0.0
2794;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;Q Gezondheids- en welzijnszorg;2010;0.0;0.0;0.0
2795;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;Q Gezondheids- en welzijnszorg;2011;0.0;0.0;0.0
2796;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;R-U Cultuur, recreatie, overige diensten;2009;0.0;0.0;0.0
2797;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;R-U Cultuur, recreatie, overige diensten;2010;0.0;0.0;0.0
2798;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;R-U Cultuur, recreatie, overige diensten;2011;0.0;0.0;0.0
2799;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;R Cultuur, sport en recreatie;2009;0.0;0.0;0.0
2800;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;R Cultuur, sport en recreatie;2010;0.0;0.0;0.0
2801;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;R Cultuur, sport en recreatie;2011;0.0;0.0;0.0
2802;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;S Overige dienstverlening;2009;0.0;0.0;0.0
2803;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;S Overige dienstverlening;2010;0.0;0.0;0.0
2804;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;S Overige dienstverlening;2011;0.0;0.0;0.0
2805;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;SBI-code onbekend;2009;0.0;0.0;0.0
2806;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;SBI-code onbekend;2010;0.0;0.0;0.0
2807;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: 40000 kg of meer;SBI-code onbekend;2011;0.0;0.0;0.0
2808;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;A-U Alle economische activiteiten;2009;100.0;;
2809;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;A-U Alle economische activiteiten;2010;100.0;;
2810;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;A-U Alle economische activiteiten;2011;90.0;;
2811;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;A Landbouw, bosbouw en visserij;2009;0.0;0.0;0.0
2812;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;A Landbouw, bosbouw en visserij;2010;0.0;;
2813;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;A Landbouw, bosbouw en visserij;2011;0.0;;
2814;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;B-E Nijverheid (geen bouw) en energie;2009;10.0;;
2815;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;B-E Nijverheid (geen bouw) en energie;2010;10.0;;
2816;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;B-E Nijverheid (geen bouw) en energie;2011;0.0;;
2817;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;B Delfstoffenwinning;2009;0.0;0.0;0.0
2818;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;B Delfstoffenwinning;2010;0.0;0.0;0.0
2819;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;B Delfstoffenwinning;2011;0.0;0.0;0.0
2820;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;C Industrie;2009;10.0;;
2821;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;C Industrie;2010;10.0;;
2822;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;C Industrie;2011;0.0;;
2823;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;D Energievoorziening;2009;0.0;0.0;0.0
2824;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;D Energievoorziening;2010;0.0;0.0;0.0
2825;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;D Energievoorziening;2011;0.0;0.0;0.0
2826;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;E Waterbedrijven en afvalbeheer;2009;0.0;0.0;0.0
2827;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;E Waterbedrijven en afvalbeheer;2010;0.0;0.0;0.0
2828;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;E Waterbedrijven en afvalbeheer;2011;0.0;0.0;0.0
2829;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;F Bouwnijverheid;2009;10.0;;
2830;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;F Bouwnijverheid;2010;10.0;;
2831;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;F Bouwnijverheid;2011;10.0;;
2832;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;G-I Handel, vervoer en horeca;2009;70.0;;
2833;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;G-I Handel, vervoer en horeca;2010;70.0;;
2834;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;G-I Handel, vervoer en horeca;2011;70.0;;
2835;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;G Handel;2009;40.0;;
2836;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;G Handel;2010;30.0;;
2837;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;G Handel;2011;40.0;;
2838;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;H Vervoer en opslag;2009;30.0;;
2839;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;H Vervoer en opslag;2010;30.0;;
2840;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;H Vervoer en opslag;2011;30.0;;
2841;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;I Horeca;2009;0.0;;
2842;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;I Horeca;2010;0.0;;
2843;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;I Horeca;2011;0.0;;
2844;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;J Informatie en communicatie;2009;0.0;;
2845;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;J Informatie en communicatie;2010;0.0;;
2846;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;J Informatie en communicatie;2011;0.0;;
2847;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;K Financiële dienstverlening;2009;0.0;;
2848;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;K Financiële dienstverlening;2010;10.0;;
2849;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;K Financiële dienstverlening;2011;0.0;;
2850;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;L Verhuur en handel van onroerend goed;2009;0.0;;
2851;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;L Verhuur en handel van onroerend goed;2010;0.0;;
2852;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;L Verhuur en handel van onroerend goed;2011;0.0;;
2853;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;M-N Zakelijke dienstverlening;2009;0.0;;
2854;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;M-N Zakelijke dienstverlening;2010;0.0;;
2855;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;M-N Zakelijke dienstverlening;2011;0.0;;
2856;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;M Specialistische zakelijke diensten;2009;0.0;;
2857;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;M Specialistische zakelijke diensten;2010;0.0;;
2858;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;M Specialistische zakelijke diensten;2011;0.0;;
2859;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;N Verhuur en overige zakelijke diensten;2009;0.0;;
2860;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;N Verhuur en overige zakelijke diensten;2010;0.0;;
2861;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;N Verhuur en overige zakelijke diensten;2011;0.0;0.0;0.0
2862;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;O-Q Overheid en zorg;2009;0.0;;
2863;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;O-Q Overheid en zorg;2010;0.0;;
2864;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;O-Q Overheid en zorg;2011;0.0;;
2865;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;O Openbaar bestuur en overheidsdiensten;2009;0.0;;
2866;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;O Openbaar bestuur en overheidsdiensten;2010;0.0;;
2867;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;O Openbaar bestuur en overheidsdiensten;2011;0.0;0.0;0.0
2868;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;P Onderwijs;2009;0.0;0.0;0.0
2869;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;P Onderwijs;2010;0.0;0.0;0.0
2870;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;P Onderwijs;2011;0.0;0.0;0.0
2871;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;Q Gezondheids- en welzijnszorg;2009;0.0;0.0;0.0
2872;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;Q Gezondheids- en welzijnszorg;2010;0.0;;
2873;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;Q Gezondheids- en welzijnszorg;2011;0.0;;
2874;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;R-U Cultuur, recreatie, overige diensten;2009;0.0;;
2875;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;R-U Cultuur, recreatie, overige diensten;2010;0.0;;
2876;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;R-U Cultuur, recreatie, overige diensten;2011;0.0;;
2877;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;R Cultuur, sport en recreatie;2009;0.0;;
2878;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;R Cultuur, sport en recreatie;2010;0.0;;
2879;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;R Cultuur, sport en recreatie;2011;0.0;;
2880;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;S Overige dienstverlening;2009;0.0;0.0;0.0
2881;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;S Overige dienstverlening;2010;0.0;0.0;0.0
2882;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;S Overige dienstverlening;2011;0.0;;
2883;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;SBI-code onbekend;2009;0.0;0.0;0.0
2884;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;SBI-code onbekend;2010;0.0;0.0;0.0
2885;Vrachtauto (excl. trekker voor oplegger);Laadvermogen: onbekend;SBI-code onbekend;2011;0.0;0.0;0.0
2886;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;A-U Alle economische activiteiten;2009;55400.0;1891.2;34137.0
2887;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;A-U Alle economische activiteiten;2010;52870.0;1743.1;32974.0
2888;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;A-U Alle economische activiteiten;2011;50440.0;1649.8;32706.0
2889;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;A Landbouw, bosbouw en visserij;2009;3570.0;67.2;18799.0
2890;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;A Landbouw, bosbouw en visserij;2010;3510.0;65.0;18540.0
2891;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;A Landbouw, bosbouw en visserij;2011;3440.0;63.2;18381.0
2892;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;B-E Nijverheid (geen bouw) en energie;2009;;;
2893;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;B-E Nijverheid (geen bouw) en energie;2010;;;
2894;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;B-E Nijverheid (geen bouw) en energie;2011;;;
2895;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;B Delfstoffenwinning;2009;50.0;1.7;31188.0
2896;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;B Delfstoffenwinning;2010;60.0;1.7;30489.0
2897;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;B Delfstoffenwinning;2011;60.0;1.8;31255.0
2898;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;C Industrie;2009;2930.0;79.1;26999.0
2899;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;C Industrie;2010;2670.0;65.5;24482.0
2900;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;C Industrie;2011;3000.0;87.3;29113.0
2901;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;D Energievoorziening;2009;;;
2902;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;D Energievoorziening;2010;;;
2903;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;D Energievoorziening;2011;;;
2904;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;E Waterbedrijven en afvalbeheer;2009;1090.0;40.2;36888.0
2905;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;E Waterbedrijven en afvalbeheer;2010;990.0;37.3;37557.0
2906;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;E Waterbedrijven en afvalbeheer;2011;970.0;37.5;38581.0
2907;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;F Bouwnijverheid;2009;5680.0;120.7;21262.0
2908;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;F Bouwnijverheid;2010;5350.0;107.9;20157.0
2909;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;F Bouwnijverheid;2011;5110.0;102.0;19969.0
2910;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;G-I Handel, vervoer en horeca;2009;34180.0;1415.5;41419.0
2911;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;G-I Handel, vervoer en horeca;2010;32710.0;1313.5;40153.0
2912;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;G-I Handel, vervoer en horeca;2011;30360.0;1197.4;39444.0
2913;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;G Handel;2009;19800.0;614.5;31034.0
2914;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;G Handel;2010;19670.0;565.7;28759.0
2915;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;G Handel;2011;18440.0;524.9;28458.0
2916;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;H Vervoer en opslag;2009;13970.0;798.0;57130.0
2917;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;H Vervoer en opslag;2010;12600.0;744.3;59057.0
2918;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;H Vervoer en opslag;2011;11500.0;669.6;58248.0
2919;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;I Horeca;2009;400.0;2.9;7227.0
2920;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;I Horeca;2010;440.0;3.4;7767.0
2921;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;I Horeca;2011;420.0;2.9;7013.0
2922;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;J Informatie en communicatie;2009;170.0;2.7;16093.0
2923;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;J Informatie en communicatie;2010;150.0;1.8;12477.0
2924;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;J Informatie en communicatie;2011;130.0;1.2;9631.0
2925;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;K Financiële dienstverlening;2009;820.0;25.8;31327.0
2926;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;K Financiële dienstverlening;2010;700.0;19.4;27892.0
2927;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;K Financiële dienstverlening;2011;860.0;27.9;32528.0
2928;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;L Verhuur en handel van onroerend goed;2009;;;
2929;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;L Verhuur en handel van onroerend goed;2010;;;
2930;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;L Verhuur en handel van onroerend goed;2011;;;
2931;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;M-N Zakelijke dienstverlening;2009;4080.0;97.6;23921.0
2932;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;M-N Zakelijke dienstverlening;2010;3910.0;91.9;23503.0
2933;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;M-N Zakelijke dienstverlening;2011;3690.0;88.9;24082.0
2934;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;M Specialistische zakelijke diensten;2009;1320.0;33.3;25295.0
2935;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;M Specialistische zakelijke diensten;2010;1270.0;31.5;24861.0
2936;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;M Specialistische zakelijke diensten;2011;1210.0;30.8;25458.0
2937;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;N Verhuur en overige zakelijke diensten;2009;2770.0;64.4;23268.0
2938;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;N Verhuur en overige zakelijke diensten;2010;2640.0;60.4;22851.0
2939;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;N Verhuur en overige zakelijke diensten;2011;2480.0;58.1;23413.0
2940;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;O-Q Overheid en zorg;2009;610.0;12.3;20297.0
2941;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;O-Q Overheid en zorg;2010;620.0;10.3;16558.0
2942;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;O-Q Overheid en zorg;2011;610.0;10.2;16864.0
2943;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;O Openbaar bestuur en overheidsdiensten;2009;30.0;0.1;4117.0
2944;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;O Openbaar bestuur en overheidsdiensten;2010;20.0;;
2945;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;O Openbaar bestuur en overheidsdiensten;2011;20.0;0.2;8440.0
2946;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;P Onderwijs;2009;490.0;10.7;21860.0
2947;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;P Onderwijs;2010;530.0;9.5;17929.0
2948;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;P Onderwijs;2011;500.0;8.9;17957.0
2949;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;Q Gezondheids- en welzijnszorg;2009;90.0;1.5;17466.0
2950;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;Q Gezondheids- en welzijnszorg;2010;80.0;0.7;8798.0
2951;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;Q Gezondheids- en welzijnszorg;2011;90.0;1.1;12692.0
2952;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;R-U Cultuur, recreatie, overige diensten;2009;1910.0;22.1;11590.0
2953;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;R-U Cultuur, recreatie, overige diensten;2010;1880.0;22.6;12001.0
2954;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;R-U Cultuur, recreatie, overige diensten;2011;1870.0;23.6;12628.0
2955;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;R Cultuur, sport en recreatie;2009;1560.0;12.9;8223.0
2956;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;R Cultuur, sport en recreatie;2010;1540.0;13.7;8899.0
2957;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;R Cultuur, sport en recreatie;2011;1520.0;14.4;9518.0
2958;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;S Overige dienstverlening;2009;350.0;9.3;26813.0
