ID;Voertuigsoort;KenmerkenVrachtautoSEnTrekkers;BedrijfstakkenBranchesSBI2008;Perioden;AantalVoertuigenInGebruik_1;KilometersNederlandseVoertuigen_2;GemiddeldJaarkilometrage_3
2959;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;S Overige dienstverlening;2010;350.0;8.9;25741.0
2960;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;S Overige dienstverlening;2011;360.0;9.2;25901.0
2961;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;SBI-code onbekend;2009;0.0;0.0;0.0
2962;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;SBI-code onbekend;2010;0.0;0.0;0.0
2963;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: 0 tot 50 werkzame pers.;SBI-code onbekend;2011;0.0;0.0;0.0
2964;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;A-U Alle economische activiteiten;2009;25520.0;1255.9;49208.0
2965;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;A-U Alle economische activiteiten;2010;26270.0;1285.3;48920.0
2966;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;A-U Alle economische activiteiten;2011;26100.0;1324.8;50751.0
2967;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;A Landbouw, bosbouw en visserij;2009;150.0;8.3;54180.0
2968;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;A Landbouw, bosbouw en visserij;2010;180.0;9.0;49515.0
2969;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;A Landbouw, bosbouw en visserij;2011;180.0;8.5;48537.0
2970;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;B-E Nijverheid (geen bouw) en energie;2009;;;
2971;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;B-E Nijverheid (geen bouw) en energie;2010;;;
2972;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;B-E Nijverheid (geen bouw) en energie;2011;;;
2973;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;B Delfstoffenwinning;2009;50.0;1.2;26323.0
2974;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;B Delfstoffenwinning;2010;30.0;0.8;32144.0
2975;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;B Delfstoffenwinning;2011;30.0;1.1;33140.0
2976;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;C Industrie;2009;2500.0;97.6;39049.0
2977;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;C Industrie;2010;2430.0;95.4;39232.0
2978;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;C Industrie;2011;2390.0;95.5;39977.0
2979;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;D Energievoorziening;2009;;;
2980;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;D Energievoorziening;2010;;;
2981;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;D Energievoorziening;2011;;;
2982;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;E Waterbedrijven en afvalbeheer;2009;2540.0;104.0;40935.0
2983;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;E Waterbedrijven en afvalbeheer;2010;2540.0;98.5;38850.0
2984;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;E Waterbedrijven en afvalbeheer;2011;2120.0;86.5;40750.0
2985;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;F Bouwnijverheid;2009;1920.0;62.1;32429.0
2986;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;F Bouwnijverheid;2010;2110.0;70.5;33400.0
2987;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;F Bouwnijverheid;2011;2090.0;67.2;32122.0
2988;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;G-I Handel, vervoer en horeca;2009;14180.0;879.7;62045.0
2989;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;G-I Handel, vervoer en horeca;2010;14920.0;910.6;61042.0
2990;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;G-I Handel, vervoer en horeca;2011;15030.0;959.5;63825.0
2991;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;G Handel;2009;4240.0;201.2;47431.0
2992;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;G Handel;2010;4540.0;214.2;47227.0
2993;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;G Handel;2011;4530.0;216.5;47777.0
2994;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;H Vervoer en opslag;2009;9840.0;675.9;68678.0
2995;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;H Vervoer en opslag;2010;10290.0;693.6;67388.0
2996;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;H Vervoer en opslag;2011;10410.0;740.3;71092.0
2997;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;I Horeca;2009;100.0;2.7;27688.0
2998;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;I Horeca;2010;90.0;2.8;31354.0
2999;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;I Horeca;2011;90.0;2.8;30983.0
3000;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;J Informatie en communicatie;2009;50.0;1.1;22746.0
3001;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;J Informatie en communicatie;2010;80.0;2.4;28664.0
3002;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;J Informatie en communicatie;2011;90.0;2.2;25244.0
3003;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;K Financiële dienstverlening;2009;50.0;0.9;19375.0
3004;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;K Financiële dienstverlening;2010;60.0;1.3;23241.0
3005;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;K Financiële dienstverlening;2011;40.0;0.9;20683.0
3006;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;L Verhuur en handel van onroerend goed;2009;;;
3007;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;L Verhuur en handel van onroerend goed;2010;;;
3008;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;L Verhuur en handel van onroerend goed;2011;;;
3009;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;M-N Zakelijke dienstverlening;2009;1830.0;54.4;29739.0
3010;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;M-N Zakelijke dienstverlening;2010;1590.0;46.6;29295.0
3011;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;M-N Zakelijke dienstverlening;2011;1660.0;51.5;31038.0
3012;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;M Specialistische zakelijke diensten;2009;460.0;14.0;30595.0
3013;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;M Specialistische zakelijke diensten;2010;290.0;8.2;28023.0
3014;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;M Specialistische zakelijke diensten;2011;260.0;8.7;33590.0
3015;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;N Verhuur en overige zakelijke diensten;2009;1370.0;40.3;29452.0
3016;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;N Verhuur en overige zakelijke diensten;2010;1300.0;38.4;29580.0
3017;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;N Verhuur en overige zakelijke diensten;2011;1400.0;42.8;30564.0
3018;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;O-Q Overheid en zorg;2009;1590.0;21.8;13722.0
3019;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;O-Q Overheid en zorg;2010;1620.0;22.2;13733.0
3020;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;O-Q Overheid en zorg;2011;1740.0;21.8;12570.0
3021;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;O Openbaar bestuur en overheidsdiensten;2009;1270.0;16.3;12796.0
3022;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;O Openbaar bestuur en overheidsdiensten;2010;1380.0;18.1;13091.0
3023;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;O Openbaar bestuur en overheidsdiensten;2011;1500.0;17.4;11556.0
3024;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;P Onderwijs;2009;130.0;2.2;16464.0
3025;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;P Onderwijs;2010;70.0;1.0;13275.0
3026;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;P Onderwijs;2011;90.0;1.2;13879.0
3027;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;Q Gezondheids- en welzijnszorg;2009;180.0;3.3;18232.0
3028;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;Q Gezondheids- en welzijnszorg;2010;160.0;3.2;19341.0
3029;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;Q Gezondheids- en welzijnszorg;2011;140.0;3.2;22334.0
3030;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;R-U Cultuur, recreatie, overige diensten;2009;630.0;24.2;38547.0
3031;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;R-U Cultuur, recreatie, overige diensten;2010;660.0;26.6;40474.0
3032;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;R-U Cultuur, recreatie, overige diensten;2011;660.0;28.3;43052.0
3033;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;R Cultuur, sport en recreatie;2009;60.0;1.2;20229.0
3034;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;R Cultuur, sport en recreatie;2010;70.0;1.2;17868.0
3035;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;R Cultuur, sport en recreatie;2011;60.0;1.1;19021.0
3036;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;S Overige dienstverlening;2009;570.0;23.1;40373.0
3037;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;S Overige dienstverlening;2010;590.0;25.4;43041.0
3038;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;S Overige dienstverlening;2011;600.0;27.2;45419.0
3039;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;SBI-code onbekend;2009;0.0;0.0;0.0
3040;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;SBI-code onbekend;2010;0.0;0.0;0.0
3041;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: >= 50 werkzame personen;SBI-code onbekend;2011;0.0;0.0;0.0
3042;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;A-U Alle economische activiteiten;2009;0.0;0.0;0.0
3043;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;A-U Alle economische activiteiten;2010;0.0;0.0;0.0
3044;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;A-U Alle economische activiteiten;2011;0.0;0.0;0.0
3045;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;A Landbouw, bosbouw en visserij;2009;0.0;0.0;0.0
3046;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;A Landbouw, bosbouw en visserij;2010;0.0;0.0;0.0
3047;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;A Landbouw, bosbouw en visserij;2011;0.0;0.0;0.0
3048;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;B-E Nijverheid (geen bouw) en energie;2009;0.0;0.0;0.0
3049;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;B-E Nijverheid (geen bouw) en energie;2010;0.0;0.0;0.0
3050;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;B-E Nijverheid (geen bouw) en energie;2011;0.0;0.0;0.0
3051;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;B Delfstoffenwinning;2009;0.0;0.0;0.0
3052;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;B Delfstoffenwinning;2010;0.0;0.0;0.0
3053;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;B Delfstoffenwinning;2011;0.0;0.0;0.0
3054;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;C Industrie;2009;0.0;0.0;0.0
3055;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;C Industrie;2010;0.0;0.0;0.0
3056;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;C Industrie;2011;0.0;0.0;0.0
3057;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;D Energievoorziening;2009;0.0;0.0;0.0
3058;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;D Energievoorziening;2010;0.0;0.0;0.0
3059;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;D Energievoorziening;2011;0.0;0.0;0.0
3060;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;E Waterbedrijven en afvalbeheer;2009;0.0;0.0;0.0
3061;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;E Waterbedrijven en afvalbeheer;2010;0.0;0.0;0.0
3062;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;E Waterbedrijven en afvalbeheer;2011;0.0;0.0;0.0
3063;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;F Bouwnijverheid;2009;0.0;0.0;0.0
3064;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;F Bouwnijverheid;2010;0.0;0.0;0.0
3065;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;F Bouwnijverheid;2011;0.0;0.0;0.0
3066;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;G-I Handel, vervoer en horeca;2009;0.0;0.0;0.0
3067;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;G-I Handel, vervoer en horeca;2010;0.0;0.0;0.0
3068;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;G-I Handel, vervoer en horeca;2011;0.0;0.0;0.0
3069;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;G Handel;2009;0.0;0.0;0.0
3070;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;G Handel;2010;0.0;0.0;0.0
3071;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;G Handel;2011;0.0;0.0;0.0
3072;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;H Vervoer en opslag;2009;0.0;0.0;0.0
3073;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;H Vervoer en opslag;2010;0.0;0.0;0.0
3074;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;H Vervoer en opslag;2011;0.0;0.0;0.0
3075;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;I Horeca;2009;0.0;0.0;0.0
3076;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;I Horeca;2010;0.0;0.0;0.0
3077;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;I Horeca;2011;0.0;0.0;0.0
3078;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;J Informatie en communicatie;2009;0.0;0.0;0.0
3079;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;J Informatie en communicatie;2010;0.0;0.0;0.0
3080;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;J Informatie en communicatie;2011;0.0;0.0;0.0
3081;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;K Financiële dienstverlening;2009;0.0;0.0;0.0
3082;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;K Financiële dienstverlening;2010;0.0;0.0;0.0
3083;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;K Financiële dienstverlening;2011;0.0;0.0;0.0
3084;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;L Verhuur en handel van onroerend goed;2009;0.0;0.0;0.0
3085;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;L Verhuur en handel van onroerend goed;2010;0.0;0.0;0.0
3086;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;L Verhuur en handel van onroerend goed;2011;0.0;0.0;0.0
3087;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;M-N Zakelijke dienstverlening;2009;0.0;0.0;0.0
3088;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;M-N Zakelijke dienstverlening;2010;0.0;0.0;0.0
3089;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;M-N Zakelijke dienstverlening;2011;0.0;0.0;0.0
3090;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;M Specialistische zakelijke diensten;2009;0.0;0.0;0.0
3091;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;M Specialistische zakelijke diensten;2010;0.0;0.0;0.0
3092;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;M Specialistische zakelijke diensten;2011;0.0;0.0;0.0
3093;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;N Verhuur en overige zakelijke diensten;2009;0.0;0.0;0.0
3094;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;N Verhuur en overige zakelijke diensten;2010;0.0;0.0;0.0
3095;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;N Verhuur en overige zakelijke diensten;2011;0.0;0.0;0.0
3096;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;O-Q Overheid en zorg;2009;0.0;0.0;0.0
3097;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;O-Q Overheid en zorg;2010;0.0;0.0;0.0
3098;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;O-Q Overheid en zorg;2011;0.0;0.0;0.0
3099;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;O Openbaar bestuur en overheidsdiensten;2009;0.0;0.0;0.0
3100;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;O Openbaar bestuur en overheidsdiensten;2010;0.0;0.0;0.0
3101;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;O Openbaar bestuur en overheidsdiensten;2011;0.0;0.0;0.0
3102;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;P Onderwijs;2009;0.0;0.0;0.0
3103;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;P Onderwijs;2010;0.0;0.0;0.0
3104;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;P Onderwijs;2011;0.0;0.0;0.0
3105;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;Q Gezondheids- en welzijnszorg;2009;0.0;0.0;0.0
3106;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;Q Gezondheids- en welzijnszorg;2010;0.0;0.0;0.0
3107;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;Q Gezondheids- en welzijnszorg;2011;0.0;0.0;0.0
3108;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;R-U Cultuur, recreatie, overige diensten;2009;0.0;0.0;0.0
3109;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;R-U Cultuur, recreatie, overige diensten;2010;0.0;0.0;0.0
3110;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;R-U Cultuur, recreatie, overige diensten;2011;0.0;0.0;0.0
3111;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;R Cultuur, sport en recreatie;2009;0.0;0.0;0.0
3112;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;R Cultuur, sport en recreatie;2010;0.0;0.0;0.0
3113;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;R Cultuur, sport en recreatie;2011;0.0;0.0;0.0
3114;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;S Overige dienstverlening;2009;0.0;0.0;0.0
3115;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;S Overige dienstverlening;2010;0.0;0.0;0.0
3116;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;S Overige dienstverlening;2011;0.0;0.0;0.0
3117;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;SBI-code onbekend;2009;0.0;0.0;0.0
3118;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;SBI-code onbekend;2010;0.0;0.0;0.0
3119;Vrachtauto (excl. trekker voor oplegger);Bedrijfsgrootte: onbekend;SBI-code onbekend;2011;0.0;0.0;0.0
3120;Trekker voor oplegger;Totaal;A-U Alle economische activiteiten;2009;85730.0;6938.5;80932.0
3121;Trekker voor oplegger;Totaal;A-U Alle economische activiteiten;2010;82640.0;6735.4;81500.0
3122;Trekker voor oplegger;Totaal;A-U Alle economische activiteiten;2011;83540.0;6808.3;81500.0
3123;Trekker voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2009;1730.0;96.1;55469.0
3124;Trekker voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2010;1820.0;101.4;55742.0
3125;Trekker voor oplegger;Totaal;A Landbouw, bosbouw en visserij;2011;1900.0;102.5;53931.0
3126;Trekker voor oplegger;Totaal;B-E Nijverheid (geen bouw) en energie;2009;3990.0;211.1;52933.0
3127;Trekker voor oplegger;Totaal;B-E Nijverheid (geen bouw) en energie;2010;3890.0;199.6;51377.0
