ID;SBI93;Perioden;Bedrijven_1;WerkzamePersonenEindSeptember_2;WerkzamePersonenFTEEindSeptember_3;WerknemersOpDeEigenLoonlijst_4;WerknemersFTEOpDeEigenLoonlijst_5;TotaleBedrijfsopbrengsten_6;NettoOmzet_7;OverigeBedrijfsopbrengsten_8;TotaleBedrijfslasten_9;InkoopwaardeOmzet_10;Arbeidskosten_11;AfschrijvingenOpVasteActiva_12;TotaalOverigeBedrijfslasten_13;Verkoopkosten_14;KostenEnergieverbruik_15;KostenVanDienstverleningDoorDerden_16;NietEerderGenoemdeBedrijfslasten_17;Bedrijfsresultaat_18;FinancieelResultaat_19;SaldoVoorzieningen_20;BuitengewoonResultaat_21;ResultaatVoorBelastingen_22
23;01412 Dienstverl. vd akker-, tuinbouw;2005;6225.0;;;;;;;;;;;;;;;;;;;;;
24;0142 Dienstverlening voor veeteelt;2000;690.0;;;;;;;;;;;;;;;;;;;;;
25;0142 Dienstverlening voor veeteelt;2001;730.0;;;;;;;;;;;;;;;;;;;;;
26;0142 Dienstverlening voor veeteelt;2002;860.0;;;;;;;;;;;;;;;;;;;;;
27;0142 Dienstverlening voor veeteelt;2003;965.0;;;;;;;;;;;;;;;;;;;;;
28;0142 Dienstverlening voor veeteelt;2004;1060.0;;;;;;;;;;;;;;;;;;;;;
29;0142 Dienstverlening voor veeteelt;2005;1130.0;;;;;;;;;;;;;;;;;;;;;
30;0141a Agrarische dienstverlening;2000;6335.0;;;;;;;;;;;;;;;;;;;;;
31;0141a Agrarische dienstverlening;2001;6115.0;34.1;28.2;25.5;20.9;2639.0;2596.0;44.0;2352.0;741.0;673.0;281.0;655.0;25.0;65.0;51.0;514.0;287.0;-39.0;-2.0;13.0;260.0
32;0141a Agrarische dienstverlening;2002;6725.0;35.5;30.6;26.4;22.2;2873.0;2835.0;38.0;2524.0;799.0;751.0;266.0;708.0;35.0;80.0;58.0;535.0;349.0;-37.0;1.0;10.0;323.0
33;0141a Agrarische dienstverlening;2003;6925.0;33.7;28.7;24.1;20.2;2638.0;2597.0;41.0;2320.0;670.0;697.0;270.0;683.0;33.0;64.0;59.0;527.0;318.0;-35.0;2.0;6.0;289.0
34;0141a Agrarische dienstverlening;2004;7060.0;31.5;27.9;21.4;18.9;2717.0;2683.0;34.0;2386.0;744.0;677.0;262.0;701.0;25.0;73.0;58.0;545.0;331.0;-38.0;0.0;12.0;305.0
35;0141a Agrarische dienstverlening;2005;7355.0;34.4;30.7;23.2;20.3;2873.0;2836.0;37.0;2547.0;753.0;705.0;267.0;820.0;32.0;98.0;66.0;624.0;327.0;-37.0;-1.0;22.0;311.0
36;C Winning van delfstoffen;2000;245.0;11.3;11.1;9.1;8.9;16784.0;16698.0;86.0;13014.0;9651.0;477.0;822.0;2064.0;40.0;75.0;153.0;1796.0;3770.0;-147.0;12.0;42.0;3676.0
37;C Winning van delfstoffen;2001;245.0;11.1;10.8;8.9;8.7;21076.0;20721.0;355.0;16604.0;12836.0;484.0;879.0;2405.0;45.0;67.0;168.0;2125.0;4472.0;-99.0;-92.0;-11.0;4270.0
38;C Winning van delfstoffen;2002;240.0;10.9;10.3;9.3;9.0;19300.0;18895.0;405.0;15578.0;11572.0;612.0;917.0;2477.0;53.0;82.0;218.0;2124.0;3722.0;-188.0;1.0;49.0;3584.0
39;C Winning van delfstoffen;2003;220.0;10.6;10.2;9.1;8.8;20659.0;20267.0;393.0;16414.0;12215.0;581.0;1074.0;2544.0;44.0;96.0;235.0;2169.0;4245.0;-99.0;-184.0;425.0;4387.0
40;C Winning van delfstoffen;2004;225.0;10.0;9.6;8.6;8.4;21383.0;20956.0;427.0;17663.0;12970.0;608.0;1040.0;3045.0;41.0;113.0;340.0;2551.0;3720.0;-113.0;78.0;6.0;3691.0
41;C Winning van delfstoffen;2005;215.0;8.9;8.6;7.2;7.0;25411.0;25021.0;390.0;21081.0;16376.0;526.0;845.0;3335.0;40.0;112.0;316.0;2867.0;4330.0;311.0;56.0;;
42;CA Winning van energiehoudende delfst.;2000;90.0;8.4;8.3;6.4;6.3;15898.0;15828.0;71.0;12219.0;9238.0;358.0;762.0;1861.0;34.0;27.0;135.0;1665.0;3679.0;-142.0;3.0;28.0;3567.0
43;CA Winning van energiehoudende delfst.;2001;85.0;8.2;8.1;6.4;6.3;20159.0;19823.0;335.0;15765.0;12340.0;374.0;826.0;2225.0;36.0;33.0;152.0;2004.0;4393.0;-101.0;-90.0;-3.0;4200.0
44;CA Winning van energiehoudende delfst.;2002;85.0;8.1;7.6;6.6;6.4;18327.0;17938.0;388.0;14696.0;11091.0;485.0;861.0;2259.0;38.0;45.0;194.0;1982.0;3631.0;-184.0;-31.0;46.0;3462.0
45;CA Winning van energiehoudende delfst.;2003;75.0;7.7;7.4;6.5;6.3;19707.0;19337.0;370.0;15543.0;11763.0;454.0;1009.0;2317.0;31.0;52.0;213.0;2021.0;4164.0;-90.0;-182.0;462.0;4354.0
46;CA Winning van energiehoudende delfst.;2004;80.0;7.4;7.1;6.2;6.0;20493.0;20075.0;419.0;16864.0;12563.0;490.0;981.0;2831.0;31.0;72.0;317.0;2411.0;3630.0;-106.0;81.0;0.0;3604.0
47;CA Winning van energiehoudende delfst.;2005;80.0;6.2;6.0;4.8;4.6;24514.0;24146.0;367.0;20259.0;15988.0;408.0;780.0;3080.0;26.0;62.0;302.0;2690.0;4255.0;321.0;61.0;;
48;10 Turfwinning;2000;10.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
49;10 Turfwinning;2001;5.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
50;10 Turfwinning;2002;5.0;;;;;;;;;;;;;;;;;;;;;
51;10 Turfwinning;2003;5.0;;;;;;;;;;;;;;;;;;;;;
52;10 Turfwinning;2004;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
53;10 Turfwinning;2005;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
54;11 Aardolie- en -gaswinning en dienstver;2000;80.0;8.4;8.2;6.4;6.3;15897.0;15826.0;71.0;12218.0;9238.0;357.0;762.0;1861.0;34.0;27.0;135.0;1665.0;3679.0;-142.0;3.0;28.0;3567.0
55;11 Aardolie- en -gaswinning en dienstver;2001;80.0;8.2;8.1;6.4;6.3;20158.0;19823.0;335.0;15764.0;12340.0;374.0;826.0;2224.0;36.0;33.0;152.0;2003.0;4393.0;-100.0;-90.0;-3.0;4200.0
56;11 Aardolie- en -gaswinning en dienstver;2002;80.0;8.1;7.6;6.6;6.4;18327.0;17938.0;388.0;14696.0;11091.0;485.0;861.0;2259.0;38.0;45.0;194.0;1982.0;3631.0;-184.0;-31.0;46.0;3462.0
57;11 Aardolie- en -gaswinning en dienstver;2003;70.0;7.7;7.4;6.5;6.3;19707.0;19337.0;370.0;15543.0;11763.0;454.0;1009.0;2317.0;31.0;52.0;213.0;2021.0;4164.0;-90.0;-182.0;462.0;4354.0
58;11 Aardolie- en -gaswinning en dienstver;2004;70.0;7.4;7.1;6.2;6.0;20493.0;20075.0;419.0;16863.0;12563.0;490.0;981.0;2831.0;31.0;72.0;317.0;2411.0;3630.0;-106.0;81.0;0.0;3604.0
59;11 Aardolie- en -gaswinning en dienstver;2005;70.0;6.2;6.0;4.8;4.6;24514.0;24146.0;367.0;20259.0;15988.0;408.0;780.0;3080.0;26.0;62.0;302.0;2690.0;4255.0;321.0;61.0;;
60;111 Aardolie- en aardgaswinning;2000;25.0;4.7;4.6;4.2;4.1;13700.0;13674.0;26.0;10714.0;8713.0;221.0;536.0;1244.0;16.0;16.0;110.0;1102.0;2986.0;-115.0;-6.0;3.0;2868.0
61;111 Aardolie- en aardgaswinning;2001;25.0;4.6;4.4;4.0;3.9;18055.0;18033.0;22.0;14365.0;11814.0;219.0;550.0;1782.0;21.0;19.0;133.0;1609.0;3690.0;-93.0;-75.0;0.0;3522.0
62;111 Aardolie- en aardgaswinning;2002;30.0;4.7;4.4;4.2;4.1;16274.0;16237.0;37.0;13125.0;10483.0;319.0;567.0;1756.0;20.0;26.0;155.0;1555.0;3149.0;-159.0;-24.0;29.0;2995.0
63;111 Aardolie- en aardgaswinning;2003;25.0;5.1;4.9;4.2;4.0;17457.0;17415.0;42.0;14077.0;11142.0;277.0;680.0;1978.0;23.0;28.0;184.0;1743.0;3380.0;-80.0;-186.0;10.0;3124.0
64;111 Aardolie- en aardgaswinning;2004;25.0;4.8;4.7;3.9;3.8;18360.0;18277.0;83.0;15351.0;11828.0;316.0;730.0;2477.0;24.0;42.0;292.0;2119.0;3010.0;-113.0;82.0;0.0;2979.0
65;111 Aardolie- en aardgaswinning;2005;25.0;3.1;3.0;2.4;2.4;22054.0;22059.0;;18506.0;15074.0;218.0;564.0;2650.0;17.0;20.0;267.0;2346.0;3548.0;293.0;66.0;;
66;112 Dienstverl aardolie- en -gaswinning;2000;55.0;3.7;3.6;2.2;2.1;2197.0;2153.0;44.0;1504.0;525.0;136.0;226.0;617.0;17.0;11.0;24.0;565.0;693.0;-28.0;9.0;24.0;699.0
67;112 Dienstverl aardolie- en -gaswinning;2001;55.0;3.6;3.6;2.4;2.3;2103.0;1790.0;313.0;1399.0;526.0;155.0;275.0;443.0;15.0;13.0;19.0;396.0;703.0;-7.0;-14.0;-3.0;678.0
68;112 Dienstverl aardolie- en -gaswinning;2002;50.0;3.4;3.2;2.4;2.3;2053.0;1702.0;351.0;1571.0;608.0;166.0;294.0;503.0;17.0;19.0;39.0;428.0;482.0;-26.0;-8.0;18.0;466.0
69;112 Dienstverl aardolie- en -gaswinning;2003;45.0;2.7;2.6;2.4;2.3;2250.0;1922.0;328.0;1466.0;621.0;176.0;330.0;339.0;7.0;24.0;29.0;279.0;784.0;-10.0;4.0;452.0;1230.0
70;112 Dienstverl aardolie- en -gaswinning;2004;45.0;2.6;2.4;2.3;2.2;2133.0;1797.0;336.0;1513.0;735.0;174.0;251.0;351.0;7.0;29.0;25.0;290.0;620.0;7.0;-1.0;0.0;625.0
71;112 Dienstverl aardolie- en -gaswinning;2005;50.0;3.2;3.0;2.3;2.3;2460.0;2088.0;372.0;1752.0;914.0;190.0;217.0;431.0;9.0;42.0;35.0;345.0;707.0;28.0;-5.0;-2.0;728.0
72;CB Winning v niet-energiehoudende delfst;2000;155.0;2.9;2.9;2.7;2.6;885.0;870.0;15.0;795.0;413.0;119.0;60.0;203.0;6.0;49.0;19.0;129.0;90.0;-5.0;9.0;14.0;109.0
73;CB Winning v niet-energiehoudende delfst;2001;155.0;2.8;2.8;2.5;2.5;918.0;898.0;20.0;839.0;496.0;110.0;53.0;180.0;9.0;34.0;15.0;122.0;79.0;1.0;-2.0;-8.0;70.0
74;CB Winning v niet-energiehoudende delfst;2002;155.0;2.8;2.7;2.6;2.5;973.0;957.0;16.0;882.0;481.0;126.0;56.0;219.0;15.0;38.0;24.0;142.0;91.0;-4.0;32.0;3.0;122.0
75;CB Winning v niet-energiehoudende delfst;2003;145.0;2.8;2.7;2.6;2.5;952.0;930.0;23.0;871.0;452.0;127.0;65.0;227.0;13.0;44.0;22.0;148.0;81.0;-9.0;-2.0;-37.0;33.0
76;CB Winning v niet-energiehoudende delfst;2004;145.0;2.6;2.5;2.4;2.3;889.0;881.0;8.0;799.0;407.0;117.0;59.0;216.0;10.0;42.0;22.0;142.0;90.0;-7.0;-2.0;6.0;87.0
77;CB Winning v niet-energiehoudende delfst;2005;135.0;2.7;2.6;2.5;2.4;898.0;875.0;23.0;822.0;389.0;118.0;65.0;250.0;13.0;50.0;14.0;173.0;75.0;-10.0;-4.0;5.0;65.0
78;14 Winning v zand, grind, klei, zout ed;2000;155.0;2.9;2.9;2.7;2.6;885.0;870.0;15.0;795.0;413.0;119.0;60.0;203.0;6.0;49.0;19.0;129.0;90.0;-5.0;9.0;14.0;109.0
79;14 Winning v zand, grind, klei, zout ed;2001;155.0;2.8;2.8;2.5;2.5;918.0;898.0;20.0;839.0;496.0;110.0;53.0;180.0;9.0;34.0;15.0;122.0;79.0;1.0;-2.0;-8.0;70.0
80;14 Winning v zand, grind, klei, zout ed;2002;155.0;2.8;2.7;2.6;2.5;973.0;957.0;16.0;882.0;481.0;126.0;56.0;219.0;15.0;38.0;24.0;142.0;91.0;-4.0;32.0;3.0;122.0
81;14 Winning v zand, grind, klei, zout ed;2003;145.0;2.8;2.7;2.6;2.5;952.0;930.0;23.0;871.0;452.0;127.0;65.0;227.0;13.0;44.0;22.0;148.0;81.0;-9.0;-2.0;-37.0;33.0
82;14 Winning v zand, grind, klei, zout ed;2004;145.0;2.6;2.5;2.4;2.3;889.0;881.0;8.0;799.0;407.0;117.0;59.0;216.0;10.0;42.0;22.0;142.0;90.0;-7.0;-2.0;6.0;87.0
83;14 Winning v zand, grind, klei, zout ed;2005;135.0;2.7;2.6;2.5;2.4;898.0;875.0;23.0;822.0;389.0;118.0;65.0;250.0;13.0;50.0;14.0;173.0;75.0;-10.0;-4.0;5.0;65.0
84;142 Zand-, grind- en kleiwinning;2000;110.0;1.5;1.5;1.4;1.4;464.0;451.0;13.0;411.0;226.0;58.0;22.0;105.0;2.0;13.0;11.0;79.0;54.0;1.0;9.0;15.0;79.0
85;142 Zand-, grind- en kleiwinning;2001;110.0;;;;;;;;;;;;;;;;;;;;;
86;142 Zand-, grind- en kleiwinning;2002;110.0;;;;;;;;;;;;;;;;;;;;;
87;142 Zand-, grind- en kleiwinning;2003;105.0;1.3;1.2;1.2;1.1;440.0;425.0;15.0;406.0;224.0;56.0;29.0;97.0;4.0;10.0;5.0;78.0;35.0;-4.0;-3.0;0.0;28.0
88;142 Zand-, grind- en kleiwinning;2004;110.0;;;;;;;;;;;;;;;;;;;;;
89;142 Zand-, grind- en kleiwinning;2005;100.0;;;;;;;;;;;;;;;;;;;;;
90;1421 Zand-, en grindwinning;2000;110.0;1.5;1.5;1.4;1.4;464.0;451.0;13.0;411.0;226.0;58.0;22.0;105.0;2.0;13.0;11.0;79.0;54.0;1.0;9.0;15.0;79.0
91;1421 Zand-, en grindwinning;2001;110.0;;;;;;;;;;;;;;;;;;;;;
92;1421 Zand-, en grindwinning;2002;110.0;;;;;;;;;;;;;;;;;;;;;
93;1421 Zand-, en grindwinning;2003;100.0;1.3;1.2;1.2;1.1;440.0;425.0;15.0;406.0;224.0;56.0;29.0;97.0;4.0;10.0;5.0;78.0;35.0;-4.0;-3.0;0.0;28.0
94;1421 Zand-, en grindwinning;2004;105.0;;;;;;;;;;;;;;;;;;;;;
95;1421 Zand-, en grindwinning;2005;100.0;;;;;;;;;;;;;;;;;;;;;
96;1422 Kleiwinning;2000;0.0;;;;;;;;;;;;;;;;;;;;;
97;1422 Kleiwinning;2001;0.0;;;;;;;;;;;;;;;;;;;;;
98;1422 Kleiwinning;2002;0.0;;;;;;;;;;;;;;;;;;;;;
99;1422 Kleiwinning;2003;0.0;;;;;;;;;;;;;;;;;;;;;
100;1422 Kleiwinning;2004;0.0;;;;;;;;;;;;;;;;;;;;;
101;1422 Kleiwinning;2005;5.0;;;;;;;;;;;;;;;;;;;;;
102;144 Zoutwinning;2000;0.0;;;;;;;;;;;;;;;;;;;;;
103;144 Zoutwinning;2001;0.0;;;;;;;;;;;;;;;;;;;;;
104;144 Zoutwinning;2002;5.0;;;;;;;;;;;;;;;;;;;;;
105;144 Zoutwinning;2003;5.0;;;;;;;;;;;;;;;;;;;;;
106;144 Zoutwinning;2004;5.0;;;;;;;;;;;;;;;;;;;;;
107;144 Zoutwinning;2005;0.0;;;;;;;;;;;;;;;;;;;;;
108;145 Overige delfstoffenwinning;2000;45.0;;;;;;;;;;;;;;;;;;;;;
109;145 Overige delfstoffenwinning;2001;45.0;1.1;1.0;0.9;0.9;236.0;225.0;11.0;213.0;107.0;36.0;12.0;58.0;4.0;14.0;3.0;37.0;23.0;0.0;0.0;-1.0;22.0
110;145 Overige delfstoffenwinning;2002;40.0;1.0;1.0;0.9;0.9;303.0;299.0;4.0;281.0;152.0;44.0;16.0;69.0;5.0;16.0;4.0;44.0;21.0;-4.0;-1.0;3.0;20.0
111;145 Overige delfstoffenwinning;2003;35.0;;;;;;;;;;;;;;;;;;;;;
112;145 Overige delfstoffenwinning;2004;35.0;;;;;;;;;;;;;;;;;;;;;
113;145 Overige delfstoffenwinning;2005;30.0;;;;;;;;;;;;;;;;;;;;;
114;D Industrie (excl. 36631 sociale werkv.);2000;45290.0;966.6;894.4;870.9;806.1;237031.0;229188.0;7843.0;220198.0;139009.0;32106.0;8008.0;41073.0;7842.0;4411.0;3701.0;25119.0;16832.0;-1142.0;-334.0;1153.0;16509.0
115;D Industrie (excl. 36631 sociale werkv.);2001;46925.0;954.1;885.3;855.8;795.3;233643.0;227717.0;5926.0;220078.0;138097.0;32824.0;7859.0;41295.0;7478.0;4536.0;3705.0;25576.0;13556.0;-1358.0;-334.0;-1337.0;10526.0
116;D Industrie (excl. 36631 sociale werkv.);2002;46305.0;925.6;856.8;831.1;770.3;230596.0;223425.0;7171.0;217505.0;134601.0;33593.0;7858.0;41453.0;7140.0;4466.0;3909.0;25938.0;13087.0;-2107.0;-344.0;-449.0;10187.0
117;D Industrie (excl. 36631 sociale werkv.);2003;45895.0;884.2;813.0;795.8;731.3;223443.0;218468.0;4976.0;210629.0;129591.0;33241.0;8081.0;39713.0;6584.0;4590.0;3646.0;24893.0;12811.0;-1385.0;-403.0;-256.0;10766.0
118;D Industrie (excl. 36631 sociale werkv.);2004;46500.0;869.1;796.1;777.9;710.0;239630.0;235026.0;4604.0;223948.0;142635.0;33369.0;7675.0;40268.0;5813.0;4938.0;3826.0;25691.0;15678.0;-1830.0;-318.0;-332.0;13198.0
119;D Industrie (excl. 36631 sociale werkv.);2005;45505.0;847.0;775.1;757.4;690.1;257894.0;252594.0;5307.0;241128.0;156863.0;33411.0;7543.0;43310.0;6301.0;5556.0;4209.0;27244.0;16762.0;-1399.0;-272.0;262.0;15353.0
120;DA Vervaardiging van voedings- en..;2000;5070.0;169.0;148.8;147.5;128.7;50976.0;50018.0;958.0;47495.0;32354.0;4938.0;1317.0;8885.0;1281.0;663.0;559.0;6382.0;3481.0;-84.0;5.0;-225.0;3177.0
121;DA Vervaardiging van voedings- en..;2001;5115.0;169.3;151.7;145.6;129.7;54932.0;53955.0;977.0;50883.0;35184.0;5167.0;1400.0;9133.0;1409.0;726.0;546.0;6452.0;4049.0;2.0;6.0;-14.0;4042.0
122;DA Vervaardiging van voedings- en..;2002;4825.0;163.0;144.1;140.2;123.1;53418.0;52796.0;622.0;49749.0;33773.0;5204.0;1390.0;9380.0;1379.0;687.0;583.0;6731.0;3669.0;34.0;-45.0;-23.0;3635.0
123;DA Vervaardiging van voedings- en..;2003;4785.0;159.2;138.4;137.0;118.0;53841.0;53076.0;765.0;50133.0;34034.0;5276.0;1575.0;9248.0;1401.0;695.0;623.0;6529.0;3708.0;124.0;-51.0;-190.0;3591.0
124;DA Vervaardiging van voedings- en..;2004;4565.0;157.9;136.2;135.2;115.3;54759.0;54027.0;732.0;50891.0;34640.0;5310.0;1544.0;9398.0;1418.0;705.0;637.0;6638.0;3868.0;422.0;-32.0;-131.0;4128.0
125;DA Vervaardiging van voedings- en..;2005;4605.0;152.8;132.4;130.1;112.1;54655.0;54076.0;580.0;50667.0;34319.0;5180.0;1436.0;9732.0;1452.0;785.0;606.0;6889.0;3988.0;558.0;-100.0;-54.0;4393.0
126;15 Vervaardiging van voedingsmiddelen..;2000;5045.0;;;;;;;;;;;;;;;;;;;;;
127;15 Vervaardiging van voedingsmiddelen..;2001;5090.0;;;;;;;;;;;;;;;;;;;;;
128;15 Vervaardiging van voedingsmiddelen..;2002;4805.0;;;;;;;;;;;;;;;;;;;;;
129;15 Vervaardiging van voedingsmiddelen..;2003;4765.0;153.4;132.8;131.8;113.1;48173.0;47476.0;697.0;45875.0;32806.0;5015.0;1502.0;6551.0;1254.0;683.0;584.0;4030.0;2298.0;-260.0;-45.0;-158.0;1835.0
130;15 Vervaardiging van voedingsmiddelen..;2004;4545.0;152.5;131.1;130.4;110.8;49163.0;48483.0;680.0;46649.0;33454.0;5035.0;1473.0;6688.0;1274.0;691.0;603.0;4120.0;2515.0;-150.0;-21.0;-58.0;2286.0
131;15 Vervaardiging van voedingsmiddelen..;2005;4585.0;;;;;;;;;;;;;;;;;;;;;
132;16 Verwerking van tabak;2000;20.0;;;;;;;;;;;;;;;;;;;;;
133;16 Verwerking van tabak;2001;25.0;;;;;;;;;;;;;;;;;;;;;
134;16 Verwerking van tabak;2002;20.0;;;;;;;;;;;;;;;;;;;;;
135;16 Verwerking van tabak;2003;20.0;5.9;5.5;5.2;4.8;5668.0;5600.0;68.0;4258.0;1227.0;261.0;73.0;2697.0;148.0;13.0;40.0;2496.0;1410.0;384.0;-6.0;-32.0;1756.0
136;16 Verwerking van tabak;2004;20.0;5.4;5.1;4.8;4.5;5596.0;5544.0;52.0;4242.0;1187.0;276.0;71.0;2709.0;144.0;14.0;33.0;2518.0;1353.0;572.0;-11.0;-73.0;1842.0
137;16 Verwerking van tabak;2005;20.0;;;;;;;;;;;;;;;;;;;;;
138;DB Vervaardiging van textiel en..;2000;2980.0;30.8;27.3;28.7;25.3;4169.0;4122.0;47.0;3916.0;2288.0;822.0;135.0;670.0;145.0;68.0;59.0;398.0;253.0;-45.0;-9.0;11.0;209.0
139;DB Vervaardiging van textiel en..;2001;2940.0;28.0;24.9;25.9;23.0;3909.0;3881.0;28.0;3659.0;2170.0;755.0;117.0;617.0;119.0;56.0;54.0;388.0;250.0;-39.0;-12.0;-1.0;198.0
140;DB Vervaardiging van textiel en..;2002;2660.0;26.0;23.3;23.7;21.1;3744.0;3728.0;16.0;3547.0;2073.0;747.0;114.0;612.0;119.0;54.0;56.0;383.0;197.0;-38.0;-12.0;-1.0;146.0
141;DB Vervaardiging van textiel en..;2003;2430.0;23.7;20.2;21.5;18.5;3375.0;3353.0;22.0;3182.0;1832.0;675.0;99.0;575.0;117.0;50.0;65.0;343.0;194.0;-32.0;-14.0;-18.0;130.0
142;DB Vervaardiging van textiel en..;2004;2740.0;21.0;17.4;19.0;15.9;3182.0;3146.0;37.0;3028.0;1766.0;615.0;86.0;562.0;109.0;48.0;83.0;322.0;154.0;-20.0;-11.0;4.0;127.0
143;DB Vervaardiging van textiel en..;2005;2830.0;20.0;16.2;18.2;14.8;3140.0;3139.0;1.0;2946.0;1743.0;613.0;84.0;505.0;106.0;50.0;48.0;301.0;194.0;-58.0;-9.0;-1.0;127.0
144;17 Vervaardiging van textiel;2000;1420.0;22.7;20.6;21.4;19.3;3334.0;3296.0;38.0;3115.0;1796.0;651.0;115.0;553.0;119.0;62.0;46.0;326.0;218.0;-38.0;-9.0;9.0;180.0
145;17 Vervaardiging van textiel;2001;1505.0;21.2;19.2;19.7;17.9;3161.0;3134.0;27.0;2957.0;1729.0;616.0;102.0;509.0;95.0;52.0;44.0;318.0;204.0;-31.0;-11.0;-3.0;161.0
