ID;Bedrijfstak;Landen;Perioden;Investeringsquote_1
4675;Rubber- en kunststofverwerking;Italië;1990;31.7
4676;Rubber- en kunststofverwerking;Italië;1991;32.6
4677;Rubber- en kunststofverwerking;Italië;1992;28.8
4678;Rubber- en kunststofverwerking;Italië;1993;24.0
4679;Rubber- en kunststofverwerking;Italië;1994;25.1
4680;Rubber- en kunststofverwerking;Italië;1995;28.2
4681;Rubber- en kunststofverwerking;Italië;1996;26.3
4682;Rubber- en kunststofverwerking;Italië;1997;27.5
4683;Rubber- en kunststofverwerking;Italië;1998;27.7
4684;Rubber- en kunststofverwerking;Italië;1999;29.8
4685;Rubber- en kunststofverwerking;Italië;2000;31.5
4686;Rubber- en kunststofverwerking;Italië;2001;32.3
4687;Rubber- en kunststofverwerking;Italië;2002;30.6
4688;Rubber- en kunststofverwerking;Italië;2003;33.8
4689;Rubber- en kunststofverwerking;Italië;2004;29.9
4690;Rubber- en kunststofverwerking;Italië;2005;31.5
4691;Rubber- en kunststofverwerking;Italië;2006;34.6
4692;Rubber- en kunststofverwerking;Nederland;1990;20.5
4693;Rubber- en kunststofverwerking;Nederland;1991;19.5
4694;Rubber- en kunststofverwerking;Nederland;1992;20.5
4695;Rubber- en kunststofverwerking;Nederland;1993;22.2
4696;Rubber- en kunststofverwerking;Nederland;1994;17.7
4697;Rubber- en kunststofverwerking;Nederland;1995;16.7
4698;Rubber- en kunststofverwerking;Nederland;1996;20.6
4699;Rubber- en kunststofverwerking;Nederland;1997;16.7
4700;Rubber- en kunststofverwerking;Nederland;1998;17.7
4701;Rubber- en kunststofverwerking;Nederland;1999;17.7
4702;Rubber- en kunststofverwerking;Nederland;2000;17.0
4703;Rubber- en kunststofverwerking;Nederland;2001;17.9
4704;Rubber- en kunststofverwerking;Nederland;2002;15.4
4705;Rubber- en kunststofverwerking;Nederland;2003;14.7
4706;Rubber- en kunststofverwerking;Nederland;2004;15.3
4707;Rubber- en kunststofverwerking;Nederland;2005;16.1
4708;Rubber- en kunststofverwerking;Nederland;2006;16.0
4709;Rubber- en kunststofverwerking;Oostenrijk;1990;24.6
4710;Rubber- en kunststofverwerking;Oostenrijk;1991;21.3
4711;Rubber- en kunststofverwerking;Oostenrijk;1992;19.7
4712;Rubber- en kunststofverwerking;Oostenrijk;1993;17.1
4713;Rubber- en kunststofverwerking;Oostenrijk;1994;17.4
4714;Rubber- en kunststofverwerking;Oostenrijk;1995;14.4
4715;Rubber- en kunststofverwerking;Oostenrijk;1996;14.6
4716;Rubber- en kunststofverwerking;Oostenrijk;1997;16.1
4717;Rubber- en kunststofverwerking;Oostenrijk;1998;17.6
4718;Rubber- en kunststofverwerking;Oostenrijk;1999;17.2
4719;Rubber- en kunststofverwerking;Oostenrijk;2000;18.0
4720;Rubber- en kunststofverwerking;Oostenrijk;2001;18.8
4721;Rubber- en kunststofverwerking;Oostenrijk;2002;15.6
4722;Rubber- en kunststofverwerking;Oostenrijk;2003;14.3
4723;Rubber- en kunststofverwerking;Oostenrijk;2004;14.2
4724;Rubber- en kunststofverwerking;Oostenrijk;2005;14.5
4725;Rubber- en kunststofverwerking;Oostenrijk;2006;14.3
4726;Rubber- en kunststofverwerking;Polen;1990;
4727;Rubber- en kunststofverwerking;Polen;1991;
4728;Rubber- en kunststofverwerking;Polen;1992;
4729;Rubber- en kunststofverwerking;Polen;1993;
4730;Rubber- en kunststofverwerking;Polen;1994;
4731;Rubber- en kunststofverwerking;Polen;1995;
4732;Rubber- en kunststofverwerking;Polen;1996;
4733;Rubber- en kunststofverwerking;Polen;1997;
4734;Rubber- en kunststofverwerking;Polen;1998;
4735;Rubber- en kunststofverwerking;Polen;1999;
4736;Rubber- en kunststofverwerking;Polen;2000;
4737;Rubber- en kunststofverwerking;Polen;2001;
4738;Rubber- en kunststofverwerking;Polen;2002;
4739;Rubber- en kunststofverwerking;Polen;2003;28.0
4740;Rubber- en kunststofverwerking;Polen;2004;31.7
4741;Rubber- en kunststofverwerking;Polen;2005;33.5
4742;Rubber- en kunststofverwerking;Polen;2006;
4743;Rubber- en kunststofverwerking;Spanje;1990;
4744;Rubber- en kunststofverwerking;Spanje;1991;
4745;Rubber- en kunststofverwerking;Spanje;1992;
4746;Rubber- en kunststofverwerking;Spanje;1993;
4747;Rubber- en kunststofverwerking;Spanje;1994;
4748;Rubber- en kunststofverwerking;Spanje;1995;
4749;Rubber- en kunststofverwerking;Spanje;1996;
4750;Rubber- en kunststofverwerking;Spanje;1997;
4751;Rubber- en kunststofverwerking;Spanje;1998;
4752;Rubber- en kunststofverwerking;Spanje;1999;
4753;Rubber- en kunststofverwerking;Spanje;2000;21.9
4754;Rubber- en kunststofverwerking;Spanje;2001;21.1
4755;Rubber- en kunststofverwerking;Spanje;2002;20.1
4756;Rubber- en kunststofverwerking;Spanje;2003;19.3
4757;Rubber- en kunststofverwerking;Spanje;2004;
4758;Rubber- en kunststofverwerking;Spanje;2005;
4759;Rubber- en kunststofverwerking;Spanje;2006;
4760;Rubber- en kunststofverwerking;Tsjechië;1990;
4761;Rubber- en kunststofverwerking;Tsjechië;1991;
4762;Rubber- en kunststofverwerking;Tsjechië;1992;
4763;Rubber- en kunststofverwerking;Tsjechië;1993;
4764;Rubber- en kunststofverwerking;Tsjechië;1994;
4765;Rubber- en kunststofverwerking;Tsjechië;1995;61.4
4766;Rubber- en kunststofverwerking;Tsjechië;1996;34.6
4767;Rubber- en kunststofverwerking;Tsjechië;1997;36.6
4768;Rubber- en kunststofverwerking;Tsjechië;1998;39.8
4769;Rubber- en kunststofverwerking;Tsjechië;1999;30.8
4770;Rubber- en kunststofverwerking;Tsjechië;2000;35.1
4771;Rubber- en kunststofverwerking;Tsjechië;2001;42.5
4772;Rubber- en kunststofverwerking;Tsjechië;2002;30.8
4773;Rubber- en kunststofverwerking;Tsjechië;2003;34.9
4774;Rubber- en kunststofverwerking;Tsjechië;2004;40.5
4775;Rubber- en kunststofverwerking;Tsjechië;2005;31.5
4776;Rubber- en kunststofverwerking;Tsjechië;2006;29.6
4777;Rubber- en kunststofverwerking;Verenigd Koninkrijk;1990;15.3
4778;Rubber- en kunststofverwerking;Verenigd Koninkrijk;1991;12.7
4779;Rubber- en kunststofverwerking;Verenigd Koninkrijk;1992;16.0
4780;Rubber- en kunststofverwerking;Verenigd Koninkrijk;1993;14.3
4781;Rubber- en kunststofverwerking;Verenigd Koninkrijk;1994;13.5
4782;Rubber- en kunststofverwerking;Verenigd Koninkrijk;1995;15.5
4783;Rubber- en kunststofverwerking;Verenigd Koninkrijk;1996;18.4
4784;Rubber- en kunststofverwerking;Verenigd Koninkrijk;1997;15.5
4785;Rubber- en kunststofverwerking;Verenigd Koninkrijk;1998;16.1
4786;Rubber- en kunststofverwerking;Verenigd Koninkrijk;1999;14.0
4787;Rubber- en kunststofverwerking;Verenigd Koninkrijk;2000;
4788;Rubber- en kunststofverwerking;Verenigd Koninkrijk;2001;
4789;Rubber- en kunststofverwerking;Verenigd Koninkrijk;2002;
4790;Rubber- en kunststofverwerking;Verenigd Koninkrijk;2003;
4791;Rubber- en kunststofverwerking;Verenigd Koninkrijk;2004;
4792;Rubber- en kunststofverwerking;Verenigd Koninkrijk;2005;
4793;Rubber- en kunststofverwerking;Verenigd Koninkrijk;2006;
4794;Rubber- en kunststofverwerking;Verenigde Staten;1990;15.2
4795;Rubber- en kunststofverwerking;Verenigde Staten;1991;14.2
4796;Rubber- en kunststofverwerking;Verenigde Staten;1992;13.5
4797;Rubber- en kunststofverwerking;Verenigde Staten;1993;14.2
4798;Rubber- en kunststofverwerking;Verenigde Staten;1994;15.2
4799;Rubber- en kunststofverwerking;Verenigde Staten;1995;17.3
4800;Rubber- en kunststofverwerking;Verenigde Staten;1996;16.5
4801;Rubber- en kunststofverwerking;Verenigde Staten;1997;16.1
4802;Rubber- en kunststofverwerking;Verenigde Staten;1998;14.0
4803;Rubber- en kunststofverwerking;Verenigde Staten;1999;14.0
4804;Rubber- en kunststofverwerking;Verenigde Staten;2000;13.3
4805;Rubber- en kunststofverwerking;Verenigde Staten;2001;12.2
4806;Rubber- en kunststofverwerking;Verenigde Staten;2002;12.3
4807;Rubber- en kunststofverwerking;Verenigde Staten;2003;10.6
4808;Rubber- en kunststofverwerking;Verenigde Staten;2004;10.6
4809;Rubber- en kunststofverwerking;Verenigde Staten;2005;11.7
4810;Rubber- en kunststofverwerking;Verenigde Staten;2006;
4811;Rubber- en kunststofverwerking;Zuid-Korea;1990;
4812;Rubber- en kunststofverwerking;Zuid-Korea;1991;
4813;Rubber- en kunststofverwerking;Zuid-Korea;1992;
4814;Rubber- en kunststofverwerking;Zuid-Korea;1993;
4815;Rubber- en kunststofverwerking;Zuid-Korea;1994;
4816;Rubber- en kunststofverwerking;Zuid-Korea;1995;
4817;Rubber- en kunststofverwerking;Zuid-Korea;1996;
4818;Rubber- en kunststofverwerking;Zuid-Korea;1997;
4819;Rubber- en kunststofverwerking;Zuid-Korea;1998;
4820;Rubber- en kunststofverwerking;Zuid-Korea;1999;
4821;Rubber- en kunststofverwerking;Zuid-Korea;2000;
4822;Rubber- en kunststofverwerking;Zuid-Korea;2001;
4823;Rubber- en kunststofverwerking;Zuid-Korea;2002;
4824;Rubber- en kunststofverwerking;Zuid-Korea;2003;
4825;Rubber- en kunststofverwerking;Zuid-Korea;2004;35.2
4826;Rubber- en kunststofverwerking;Zuid-Korea;2005;
4827;Rubber- en kunststofverwerking;Zuid-Korea;2006;
4828;Rubber- en kunststofverwerking;Zweden;1990;
4829;Rubber- en kunststofverwerking;Zweden;1991;
4830;Rubber- en kunststofverwerking;Zweden;1992;
4831;Rubber- en kunststofverwerking;Zweden;1993;
4832;Rubber- en kunststofverwerking;Zweden;1994;
4833;Rubber- en kunststofverwerking;Zweden;1995;
4834;Rubber- en kunststofverwerking;Zweden;1996;
4835;Rubber- en kunststofverwerking;Zweden;1997;
4836;Rubber- en kunststofverwerking;Zweden;1998;
4837;Rubber- en kunststofverwerking;Zweden;1999;
4838;Rubber- en kunststofverwerking;Zweden;2000;
4839;Rubber- en kunststofverwerking;Zweden;2001;
4840;Rubber- en kunststofverwerking;Zweden;2002;
4841;Rubber- en kunststofverwerking;Zweden;2003;
4842;Rubber- en kunststofverwerking;Zweden;2004;
4843;Rubber- en kunststofverwerking;Zweden;2005;
4844;Rubber- en kunststofverwerking;Zweden;2006;
4845;Glas, aardewerk, cement, kalkindustrie;Australië;1990;
4846;Glas, aardewerk, cement, kalkindustrie;Australië;1991;
4847;Glas, aardewerk, cement, kalkindustrie;Australië;1992;
4848;Glas, aardewerk, cement, kalkindustrie;Australië;1993;
4849;Glas, aardewerk, cement, kalkindustrie;Australië;1994;
4850;Glas, aardewerk, cement, kalkindustrie;Australië;1995;
4851;Glas, aardewerk, cement, kalkindustrie;Australië;1996;
4852;Glas, aardewerk, cement, kalkindustrie;Australië;1997;
4853;Glas, aardewerk, cement, kalkindustrie;Australië;1998;
4854;Glas, aardewerk, cement, kalkindustrie;Australië;1999;
4855;Glas, aardewerk, cement, kalkindustrie;Australië;2000;
4856;Glas, aardewerk, cement, kalkindustrie;Australië;2001;
4857;Glas, aardewerk, cement, kalkindustrie;Australië;2002;
4858;Glas, aardewerk, cement, kalkindustrie;Australië;2003;
4859;Glas, aardewerk, cement, kalkindustrie;Australië;2004;
4860;Glas, aardewerk, cement, kalkindustrie;Australië;2005;
4861;Glas, aardewerk, cement, kalkindustrie;Australië;2006;
4862;Glas, aardewerk, cement, kalkindustrie;België;1990;
4863;Glas, aardewerk, cement, kalkindustrie;België;1991;
4864;Glas, aardewerk, cement, kalkindustrie;België;1992;
4865;Glas, aardewerk, cement, kalkindustrie;België;1993;
4866;Glas, aardewerk, cement, kalkindustrie;België;1994;
4867;Glas, aardewerk, cement, kalkindustrie;België;1995;23.4
4868;Glas, aardewerk, cement, kalkindustrie;België;1996;18.9
4869;Glas, aardewerk, cement, kalkindustrie;België;1997;22.3
4870;Glas, aardewerk, cement, kalkindustrie;België;1998;21.8
4871;Glas, aardewerk, cement, kalkindustrie;België;1999;17.8
4872;Glas, aardewerk, cement, kalkindustrie;België;2000;26.9
4873;Glas, aardewerk, cement, kalkindustrie;België;2001;28.6
4874;Glas, aardewerk, cement, kalkindustrie;België;2002;17.3
4875;Glas, aardewerk, cement, kalkindustrie;België;2003;17.2
4876;Glas, aardewerk, cement, kalkindustrie;België;2004;16.7
4877;Glas, aardewerk, cement, kalkindustrie;België;2005;16.4
4878;Glas, aardewerk, cement, kalkindustrie;België;2006;17.5
4879;Glas, aardewerk, cement, kalkindustrie;Canada;1990;16.2
4880;Glas, aardewerk, cement, kalkindustrie;Canada;1991;12.3
4881;Glas, aardewerk, cement, kalkindustrie;Canada;1992;7.9
4882;Glas, aardewerk, cement, kalkindustrie;Canada;1993;8.1
4883;Glas, aardewerk, cement, kalkindustrie;Canada;1994;12.9
4884;Glas, aardewerk, cement, kalkindustrie;Canada;1995;13.8
4885;Glas, aardewerk, cement, kalkindustrie;Canada;1996;11.1
4886;Glas, aardewerk, cement, kalkindustrie;Canada;1997;11.7
4887;Glas, aardewerk, cement, kalkindustrie;Canada;1998;15.4
4888;Glas, aardewerk, cement, kalkindustrie;Canada;1999;15.0
4889;Glas, aardewerk, cement, kalkindustrie;Canada;2000;13.0
4890;Glas, aardewerk, cement, kalkindustrie;Canada;2001;9.9
4891;Glas, aardewerk, cement, kalkindustrie;Canada;2002;
4892;Glas, aardewerk, cement, kalkindustrie;Canada;2003;
4893;Glas, aardewerk, cement, kalkindustrie;Canada;2004;
4894;Glas, aardewerk, cement, kalkindustrie;Canada;2005;
4895;Glas, aardewerk, cement, kalkindustrie;Canada;2006;
4896;Glas, aardewerk, cement, kalkindustrie;Denemarken;1990;
4897;Glas, aardewerk, cement, kalkindustrie;Denemarken;1991;
4898;Glas, aardewerk, cement, kalkindustrie;Denemarken;1992;
4899;Glas, aardewerk, cement, kalkindustrie;Denemarken;1993;12.4
4900;Glas, aardewerk, cement, kalkindustrie;Denemarken;1994;10.4
4901;Glas, aardewerk, cement, kalkindustrie;Denemarken;1995;13.4
4902;Glas, aardewerk, cement, kalkindustrie;Denemarken;1996;14.8
4903;Glas, aardewerk, cement, kalkindustrie;Denemarken;1997;15.2
4904;Glas, aardewerk, cement, kalkindustrie;Denemarken;1998;20.7
4905;Glas, aardewerk, cement, kalkindustrie;Denemarken;1999;18.6
4906;Glas, aardewerk, cement, kalkindustrie;Denemarken;2000;16.2
4907;Glas, aardewerk, cement, kalkindustrie;Denemarken;2001;24.6
4908;Glas, aardewerk, cement, kalkindustrie;Denemarken;2002;13.8
4909;Glas, aardewerk, cement, kalkindustrie;Denemarken;2003;17.2
4910;Glas, aardewerk, cement, kalkindustrie;Denemarken;2004;
4911;Glas, aardewerk, cement, kalkindustrie;Denemarken;2005;
4912;Glas, aardewerk, cement, kalkindustrie;Denemarken;2006;
4913;Glas, aardewerk, cement, kalkindustrie;Duitsland;1990;
4914;Glas, aardewerk, cement, kalkindustrie;Duitsland;1991;23.4
4915;Glas, aardewerk, cement, kalkindustrie;Duitsland;1992;23.9
4916;Glas, aardewerk, cement, kalkindustrie;Duitsland;1993;22.8
4917;Glas, aardewerk, cement, kalkindustrie;Duitsland;1994;20.8
4918;Glas, aardewerk, cement, kalkindustrie;Duitsland;1995;19.8
4919;Glas, aardewerk, cement, kalkindustrie;Duitsland;1996;18.9
4920;Glas, aardewerk, cement, kalkindustrie;Duitsland;1997;17.9
4921;Glas, aardewerk, cement, kalkindustrie;Duitsland;1998;16.5
4922;Glas, aardewerk, cement, kalkindustrie;Duitsland;1999;14.4
4923;Glas, aardewerk, cement, kalkindustrie;Duitsland;2000;14.9
4924;Glas, aardewerk, cement, kalkindustrie;Duitsland;2001;15.1
4925;Glas, aardewerk, cement, kalkindustrie;Duitsland;2002;12.9
4926;Glas, aardewerk, cement, kalkindustrie;Duitsland;2003;12.3
4927;Glas, aardewerk, cement, kalkindustrie;Duitsland;2004;12.3
4928;Glas, aardewerk, cement, kalkindustrie;Duitsland;2005;13.8
4929;Glas, aardewerk, cement, kalkindustrie;Duitsland;2006;
4930;Glas, aardewerk, cement, kalkindustrie;Finland;1990;24.1
4931;Glas, aardewerk, cement, kalkindustrie;Finland;1991;12.7
4932;Glas, aardewerk, cement, kalkindustrie;Finland;1992;10.5
4933;Glas, aardewerk, cement, kalkindustrie;Finland;1993;11.4
4934;Glas, aardewerk, cement, kalkindustrie;Finland;1994;15.7
4935;Glas, aardewerk, cement, kalkindustrie;Finland;1995;14.9
4936;Glas, aardewerk, cement, kalkindustrie;Finland;1996;10.8
4937;Glas, aardewerk, cement, kalkindustrie;Finland;1997;13.4
4938;Glas, aardewerk, cement, kalkindustrie;Finland;1998;15.9
4939;Glas, aardewerk, cement, kalkindustrie;Finland;1999;16.9
4940;Glas, aardewerk, cement, kalkindustrie;Finland;2000;14.0
4941;Glas, aardewerk, cement, kalkindustrie;Finland;2001;12.1
4942;Glas, aardewerk, cement, kalkindustrie;Finland;2002;12.9
4943;Glas, aardewerk, cement, kalkindustrie;Finland;2003;12.3
4944;Glas, aardewerk, cement, kalkindustrie;Finland;2004;12.8
4945;Glas, aardewerk, cement, kalkindustrie;Finland;2005;13.0
4946;Glas, aardewerk, cement, kalkindustrie;Finland;2006;15.5
4947;Glas, aardewerk, cement, kalkindustrie;Frankrijk;1990;
4948;Glas, aardewerk, cement, kalkindustrie;Frankrijk;1991;
4949;Glas, aardewerk, cement, kalkindustrie;Frankrijk;1992;
4950;Glas, aardewerk, cement, kalkindustrie;Frankrijk;1993;
4951;Glas, aardewerk, cement, kalkindustrie;Frankrijk;1994;
4952;Glas, aardewerk, cement, kalkindustrie;Frankrijk;1995;
4953;Glas, aardewerk, cement, kalkindustrie;Frankrijk;1996;
4954;Glas, aardewerk, cement, kalkindustrie;Frankrijk;1997;
4955;Glas, aardewerk, cement, kalkindustrie;Frankrijk;1998;
4956;Glas, aardewerk, cement, kalkindustrie;Frankrijk;1999;15.8
4957;Glas, aardewerk, cement, kalkindustrie;Frankrijk;2000;16.2
4958;Glas, aardewerk, cement, kalkindustrie;Frankrijk;2001;17.6
4959;Glas, aardewerk, cement, kalkindustrie;Frankrijk;2002;15.6
4960;Glas, aardewerk, cement, kalkindustrie;Frankrijk;2003;14.5
4961;Glas, aardewerk, cement, kalkindustrie;Frankrijk;2004;16.9
4962;Glas, aardewerk, cement, kalkindustrie;Frankrijk;2005;15.9
4963;Glas, aardewerk, cement, kalkindustrie;Frankrijk;2006;16.2
4964;Glas, aardewerk, cement, kalkindustrie;Hongarije;1990;
4965;Glas, aardewerk, cement, kalkindustrie;Hongarije;1991;
4966;Glas, aardewerk, cement, kalkindustrie;Hongarije;1992;
4967;Glas, aardewerk, cement, kalkindustrie;Hongarije;1993;
4968;Glas, aardewerk, cement, kalkindustrie;Hongarije;1994;
4969;Glas, aardewerk, cement, kalkindustrie;Hongarije;1995;
4970;Glas, aardewerk, cement, kalkindustrie;Hongarije;1996;
4971;Glas, aardewerk, cement, kalkindustrie;Hongarije;1997;
4972;Glas, aardewerk, cement, kalkindustrie;Hongarije;1998;
4973;Glas, aardewerk, cement, kalkindustrie;Hongarije;1999;
4974;Glas, aardewerk, cement, kalkindustrie;Hongarije;2000;21.7
4975;Glas, aardewerk, cement, kalkindustrie;Hongarije;2001;27.0
4976;Glas, aardewerk, cement, kalkindustrie;Hongarije;2002;20.2
4977;Glas, aardewerk, cement, kalkindustrie;Hongarije;2003;21.6
4978;Glas, aardewerk, cement, kalkindustrie;Hongarije;2004;34.3
4979;Glas, aardewerk, cement, kalkindustrie;Hongarije;2005;45.8
4980;Glas, aardewerk, cement, kalkindustrie;Hongarije;2006;
4981;Glas, aardewerk, cement, kalkindustrie;Ierland;1990;
4982;Glas, aardewerk, cement, kalkindustrie;Ierland;1991;
4983;Glas, aardewerk, cement, kalkindustrie;Ierland;1992;
4984;Glas, aardewerk, cement, kalkindustrie;Ierland;1993;
4985;Glas, aardewerk, cement, kalkindustrie;Ierland;1994;
4986;Glas, aardewerk, cement, kalkindustrie;Ierland;1995;8.5
4987;Glas, aardewerk, cement, kalkindustrie;Ierland;1996;7.7
4988;Glas, aardewerk, cement, kalkindustrie;Ierland;1997;10.8
4989;Glas, aardewerk, cement, kalkindustrie;Ierland;1998;10.4
4990;Glas, aardewerk, cement, kalkindustrie;Ierland;1999;8.6
4991;Glas, aardewerk, cement, kalkindustrie;Ierland;2000;23.4
4992;Glas, aardewerk, cement, kalkindustrie;Ierland;2001;14.6
4993;Glas, aardewerk, cement, kalkindustrie;Ierland;2002;26.6
4994;Glas, aardewerk, cement, kalkindustrie;Ierland;2003;13.4
4995;Glas, aardewerk, cement, kalkindustrie;Ierland;2004;10.2
4996;Glas, aardewerk, cement, kalkindustrie;Ierland;2005;12.2
4997;Glas, aardewerk, cement, kalkindustrie;Ierland;2006;14.3
4998;Glas, aardewerk, cement, kalkindustrie;Italië;1990;20.7
4999;Glas, aardewerk, cement, kalkindustrie;Italië;1991;21.4
5000;Glas, aardewerk, cement, kalkindustrie;Italië;1992;20.2
5001;Glas, aardewerk, cement, kalkindustrie;Italië;1993;17.2
5002;Glas, aardewerk, cement, kalkindustrie;Italië;1994;19.2
5003;Glas, aardewerk, cement, kalkindustrie;Italië;1995;25.1
5004;Glas, aardewerk, cement, kalkindustrie;Italië;1996;22.0
5005;Glas, aardewerk, cement, kalkindustrie;Italië;1997;26.7
5006;Glas, aardewerk, cement, kalkindustrie;Italië;1998;26.0
5007;Glas, aardewerk, cement, kalkindustrie;Italië;1999;26.7
5008;Glas, aardewerk, cement, kalkindustrie;Italië;2000;25.0
5009;Glas, aardewerk, cement, kalkindustrie;Italië;2001;26.9
5010;Glas, aardewerk, cement, kalkindustrie;Italië;2002;31.5
5011;Glas, aardewerk, cement, kalkindustrie;Italië;2003;33.2
5012;Glas, aardewerk, cement, kalkindustrie;Italië;2004;30.8
5013;Glas, aardewerk, cement, kalkindustrie;Italië;2005;30.1
5014;Glas, aardewerk, cement, kalkindustrie;Italië;2006;33.0
5015;Glas, aardewerk, cement, kalkindustrie;Nederland;1990;22.4
5016;Glas, aardewerk, cement, kalkindustrie;Nederland;1991;18.0
5017;Glas, aardewerk, cement, kalkindustrie;Nederland;1992;14.7
5018;Glas, aardewerk, cement, kalkindustrie;Nederland;1993;16.7
5019;Glas, aardewerk, cement, kalkindustrie;Nederland;1994;17.3
5020;Glas, aardewerk, cement, kalkindustrie;Nederland;1995;19.3
5021;Glas, aardewerk, cement, kalkindustrie;Nederland;1996;17.1
5022;Glas, aardewerk, cement, kalkindustrie;Nederland;1997;18.7
5023;Glas, aardewerk, cement, kalkindustrie;Nederland;1998;20.0
5024;Glas, aardewerk, cement, kalkindustrie;Nederland;1999;18.3
5025;Glas, aardewerk, cement, kalkindustrie;Nederland;2000;17.2
5026;Glas, aardewerk, cement, kalkindustrie;Nederland;2001;18.5
5027;Glas, aardewerk, cement, kalkindustrie;Nederland;2002;15.2
5028;Glas, aardewerk, cement, kalkindustrie;Nederland;2003;11.5
5029;Glas, aardewerk, cement, kalkindustrie;Nederland;2004;11.2
5030;Glas, aardewerk, cement, kalkindustrie;Nederland;2005;10.0
5031;Glas, aardewerk, cement, kalkindustrie;Nederland;2006;9.5
5032;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;1990;21.7
5033;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;1991;20.3
5034;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;1992;20.2
5035;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;1993;18.1
5036;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;1994;17.7
5037;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;1995;16.8
5038;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;1996;16.9
5039;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;1997;13.7
5040;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;1998;17.6
5041;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;1999;16.7
5042;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;2000;18.5
5043;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;2001;18.3
5044;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;2002;15.7
5045;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;2003;13.7
5046;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;2004;12.7
5047;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;2005;12.6
5048;Glas, aardewerk, cement, kalkindustrie;Oostenrijk;2006;13.3
5049;Glas, aardewerk, cement, kalkindustrie;Polen;1990;
5050;Glas, aardewerk, cement, kalkindustrie;Polen;1991;
5051;Glas, aardewerk, cement, kalkindustrie;Polen;1992;
5052;Glas, aardewerk, cement, kalkindustrie;Polen;1993;
5053;Glas, aardewerk, cement, kalkindustrie;Polen;1994;
5054;Glas, aardewerk, cement, kalkindustrie;Polen;1995;
5055;Glas, aardewerk, cement, kalkindustrie;Polen;1996;
5056;Glas, aardewerk, cement, kalkindustrie;Polen;1997;
5057;Glas, aardewerk, cement, kalkindustrie;Polen;1998;
5058;Glas, aardewerk, cement, kalkindustrie;Polen;1999;
5059;Glas, aardewerk, cement, kalkindustrie;Polen;2000;
5060;Glas, aardewerk, cement, kalkindustrie;Polen;2001;
5061;Glas, aardewerk, cement, kalkindustrie;Polen;2002;
5062;Glas, aardewerk, cement, kalkindustrie;Polen;2003;19.5
5063;Glas, aardewerk, cement, kalkindustrie;Polen;2004;26.3
5064;Glas, aardewerk, cement, kalkindustrie;Polen;2005;32.1
5065;Glas, aardewerk, cement, kalkindustrie;Polen;2006;
5066;Glas, aardewerk, cement, kalkindustrie;Spanje;1990;
5067;Glas, aardewerk, cement, kalkindustrie;Spanje;1991;
5068;Glas, aardewerk, cement, kalkindustrie;Spanje;1992;
5069;Glas, aardewerk, cement, kalkindustrie;Spanje;1993;
5070;Glas, aardewerk, cement, kalkindustrie;Spanje;1994;
5071;Glas, aardewerk, cement, kalkindustrie;Spanje;1995;
5072;Glas, aardewerk, cement, kalkindustrie;Spanje;1996;
5073;Glas, aardewerk, cement, kalkindustrie;Spanje;1997;
5074;Glas, aardewerk, cement, kalkindustrie;Spanje;1998;
5075;Glas, aardewerk, cement, kalkindustrie;Spanje;1999;
5076;Glas, aardewerk, cement, kalkindustrie;Spanje;2000;23.4
5077;Glas, aardewerk, cement, kalkindustrie;Spanje;2001;23.0
5078;Glas, aardewerk, cement, kalkindustrie;Spanje;2002;22.6
5079;Glas, aardewerk, cement, kalkindustrie;Spanje;2003;23.0
5080;Glas, aardewerk, cement, kalkindustrie;Spanje;2004;
5081;Glas, aardewerk, cement, kalkindustrie;Spanje;2005;
5082;Glas, aardewerk, cement, kalkindustrie;Spanje;2006;
5083;Glas, aardewerk, cement, kalkindustrie;Tsjechië;1990;
5084;Glas, aardewerk, cement, kalkindustrie;Tsjechië;1991;
5085;Glas, aardewerk, cement, kalkindustrie;Tsjechië;1992;
5086;Glas, aardewerk, cement, kalkindustrie;Tsjechië;1993;
5087;Glas, aardewerk, cement, kalkindustrie;Tsjechië;1994;
5088;Glas, aardewerk, cement, kalkindustrie;Tsjechië;1995;50.5
5089;Glas, aardewerk, cement, kalkindustrie;Tsjechië;1996;56.8
5090;Glas, aardewerk, cement, kalkindustrie;Tsjechië;1997;42.0
5091;Glas, aardewerk, cement, kalkindustrie;Tsjechië;1998;36.8
5092;Glas, aardewerk, cement, kalkindustrie;Tsjechië;1999;28.2
5093;Glas, aardewerk, cement, kalkindustrie;Tsjechië;2000;24.9
5094;Glas, aardewerk, cement, kalkindustrie;Tsjechië;2001;27.1
