ID;Bedrijfstak;Landen;Perioden;Investeringsquote_1
61;Bedrijfstakken, totaal;Denemarken;2000;23.5
62;Bedrijfstakken, totaal;Denemarken;2001;23.0
63;Bedrijfstakken, totaal;Denemarken;2002;22.9
64;Bedrijfstakken, totaal;Denemarken;2003;22.5
65;Bedrijfstakken, totaal;Denemarken;2004;22.7
66;Bedrijfstakken, totaal;Denemarken;2005;24.1
67;Bedrijfstakken, totaal;Denemarken;2006;
68;Bedrijfstakken, totaal;Duitsland;1990;
69;Bedrijfstakken, totaal;Duitsland;1991;26.1
70;Bedrijfstakken, totaal;Duitsland;1992;26.5
71;Bedrijfstakken, totaal;Duitsland;1993;25.4
72;Bedrijfstakken, totaal;Duitsland;1994;25.5
73;Bedrijfstakken, totaal;Duitsland;1995;24.7
74;Bedrijfstakken, totaal;Duitsland;1996;24.1
75;Bedrijfstakken, totaal;Duitsland;1997;23.8
76;Bedrijfstakken, totaal;Duitsland;1998;23.9
77;Bedrijfstakken, totaal;Duitsland;1999;24.3
78;Bedrijfstakken, totaal;Duitsland;2000;24.4
79;Bedrijfstakken, totaal;Duitsland;2001;22.9
80;Bedrijfstakken, totaal;Duitsland;2002;21.1
81;Bedrijfstakken, totaal;Duitsland;2003;20.5
82;Bedrijfstakken, totaal;Duitsland;2004;20.0
83;Bedrijfstakken, totaal;Duitsland;2005;20.0
84;Bedrijfstakken, totaal;Duitsland;2006;20.6
85;Bedrijfstakken, totaal;Finland;1990;32.3
86;Bedrijfstakken, totaal;Finland;1991;27.4
87;Bedrijfstakken, totaal;Finland;1992;22.7
88;Bedrijfstakken, totaal;Finland;1993;18.8
89;Bedrijfstakken, totaal;Finland;1994;17.9
90;Bedrijfstakken, totaal;Finland;1995;19.0
91;Bedrijfstakken, totaal;Finland;1996;19.6
92;Bedrijfstakken, totaal;Finland;1997;21.2
93;Bedrijfstakken, totaal;Finland;1998;22.0
94;Bedrijfstakken, totaal;Finland;1999;21.9
95;Bedrijfstakken, totaal;Finland;2000;22.2
96;Bedrijfstakken, totaal;Finland;2001;22.2
97;Bedrijfstakken, totaal;Finland;2002;20.6
98;Bedrijfstakken, totaal;Finland;2003;20.9
99;Bedrijfstakken, totaal;Finland;2004;20.9
100;Bedrijfstakken, totaal;Finland;2005;21.8
101;Bedrijfstakken, totaal;Finland;2006;22.1
102;Bedrijfstakken, totaal;Frankrijk;1990;
103;Bedrijfstakken, totaal;Frankrijk;1991;
104;Bedrijfstakken, totaal;Frankrijk;1992;
105;Bedrijfstakken, totaal;Frankrijk;1993;
106;Bedrijfstakken, totaal;Frankrijk;1994;
107;Bedrijfstakken, totaal;Frankrijk;1995;
108;Bedrijfstakken, totaal;Frankrijk;1996;
109;Bedrijfstakken, totaal;Frankrijk;1997;
110;Bedrijfstakken, totaal;Frankrijk;1998;
111;Bedrijfstakken, totaal;Frankrijk;1999;21.0
112;Bedrijfstakken, totaal;Frankrijk;2000;21.7
113;Bedrijfstakken, totaal;Frankrijk;2001;21.7
114;Bedrijfstakken, totaal;Frankrijk;2002;20.9
115;Bedrijfstakken, totaal;Frankrijk;2003;20.9
116;Bedrijfstakken, totaal;Frankrijk;2004;21.5
117;Bedrijfstakken, totaal;Frankrijk;2005;22.1
118;Bedrijfstakken, totaal;Frankrijk;2006;22.9
119;Bedrijfstakken, totaal;Hongarije;1990;
120;Bedrijfstakken, totaal;Hongarije;1991;
121;Bedrijfstakken, totaal;Hongarije;1992;
122;Bedrijfstakken, totaal;Hongarije;1993;
123;Bedrijfstakken, totaal;Hongarije;1994;
124;Bedrijfstakken, totaal;Hongarije;1995;
125;Bedrijfstakken, totaal;Hongarije;1996;
126;Bedrijfstakken, totaal;Hongarije;1997;
127;Bedrijfstakken, totaal;Hongarije;1998;
128;Bedrijfstakken, totaal;Hongarije;1999;
129;Bedrijfstakken, totaal;Hongarije;2000;26.9
130;Bedrijfstakken, totaal;Hongarije;2001;26.6
131;Bedrijfstakken, totaal;Hongarije;2002;26.6
132;Bedrijfstakken, totaal;Hongarije;2003;25.7
133;Bedrijfstakken, totaal;Hongarije;2004;26.3
134;Bedrijfstakken, totaal;Hongarije;2005;26.6
135;Bedrijfstakken, totaal;Hongarije;2006;
136;Bedrijfstakken, totaal;Ierland;1990;
137;Bedrijfstakken, totaal;Ierland;1991;
138;Bedrijfstakken, totaal;Ierland;1992;
139;Bedrijfstakken, totaal;Ierland;1993;
140;Bedrijfstakken, totaal;Ierland;1994;
141;Bedrijfstakken, totaal;Ierland;1995;19.3
142;Bedrijfstakken, totaal;Ierland;1996;21.1
143;Bedrijfstakken, totaal;Ierland;1997;22.7
144;Bedrijfstakken, totaal;Ierland;1998;23.9
145;Bedrijfstakken, totaal;Ierland;1999;26.1
146;Bedrijfstakken, totaal;Ierland;2000;26.2
147;Bedrijfstakken, totaal;Ierland;2001;25.1
148;Bedrijfstakken, totaal;Ierland;2002;24.2
149;Bedrijfstakken, totaal;Ierland;2003;25.0
150;Bedrijfstakken, totaal;Ierland;2004;26.6
151;Bedrijfstakken, totaal;Ierland;2005;29.5
152;Bedrijfstakken, totaal;Ierland;2006;30.0
153;Bedrijfstakken, totaal;Italië;1990;24.2
154;Bedrijfstakken, totaal;Italië;1991;23.9
155;Bedrijfstakken, totaal;Italië;1992;23.3
156;Bedrijfstakken, totaal;Italië;1993;20.7
157;Bedrijfstakken, totaal;Italië;1994;20.4
158;Bedrijfstakken, totaal;Italië;1995;21.2
159;Bedrijfstakken, totaal;Italië;1996;21.0
160;Bedrijfstakken, totaal;Italië;1997;21.0
161;Bedrijfstakken, totaal;Italië;1998;21.6
162;Bedrijfstakken, totaal;Italië;1999;22.0
163;Bedrijfstakken, totaal;Italië;2000;22.7
164;Bedrijfstakken, totaal;Italië;2001;22.6
165;Bedrijfstakken, totaal;Italië;2002;23.2
166;Bedrijfstakken, totaal;Italië;2003;22.6
167;Bedrijfstakken, totaal;Italië;2004;22.8
168;Bedrijfstakken, totaal;Italië;2005;22.9
169;Bedrijfstakken, totaal;Italië;2006;23.3
170;Bedrijfstakken, totaal;Nederland;1990;25.1
171;Bedrijfstakken, totaal;Nederland;1991;24.3
172;Bedrijfstakken, totaal;Nederland;1992;24.2
173;Bedrijfstakken, totaal;Nederland;1993;23.4
174;Bedrijfstakken, totaal;Nederland;1994;22.9
175;Bedrijfstakken, totaal;Nederland;1995;23.3
176;Bedrijfstakken, totaal;Nederland;1996;24.4
177;Bedrijfstakken, totaal;Nederland;1997;24.8
178;Bedrijfstakken, totaal;Nederland;1998;25.1
179;Bedrijfstakken, totaal;Nederland;1999;26.0
180;Bedrijfstakken, totaal;Nederland;2000;24.8
181;Bedrijfstakken, totaal;Nederland;2001;24.2
182;Bedrijfstakken, totaal;Nederland;2002;22.8
183;Bedrijfstakken, totaal;Nederland;2003;22.3
184;Bedrijfstakken, totaal;Nederland;2004;21.6
185;Bedrijfstakken, totaal;Nederland;2005;21.8
186;Bedrijfstakken, totaal;Nederland;2006;22.7
187;Bedrijfstakken, totaal;Oostenrijk;1990;25.4
188;Bedrijfstakken, totaal;Oostenrijk;1991;26.3
189;Bedrijfstakken, totaal;Oostenrijk;1992;25.8
190;Bedrijfstakken, totaal;Oostenrijk;1993;25.2
191;Bedrijfstakken, totaal;Oostenrijk;1994;25.7
192;Bedrijfstakken, totaal;Oostenrijk;1995;24.6
193;Bedrijfstakken, totaal;Oostenrijk;1996;24.7
194;Bedrijfstakken, totaal;Oostenrijk;1997;24.9
195;Bedrijfstakken, totaal;Oostenrijk;1998;25.0
196;Bedrijfstakken, totaal;Oostenrijk;1999;24.7
197;Bedrijfstakken, totaal;Oostenrijk;2000;25.4
198;Bedrijfstakken, totaal;Oostenrijk;2001;24.5
199;Bedrijfstakken, totaal;Oostenrijk;2002;22.7
200;Bedrijfstakken, totaal;Oostenrijk;2003;23.6
201;Bedrijfstakken, totaal;Oostenrijk;2004;23.0
202;Bedrijfstakken, totaal;Oostenrijk;2005;22.7
203;Bedrijfstakken, totaal;Oostenrijk;2006;22.8
204;Bedrijfstakken, totaal;Polen;1990;
205;Bedrijfstakken, totaal;Polen;1991;
206;Bedrijfstakken, totaal;Polen;1992;
207;Bedrijfstakken, totaal;Polen;1993;
208;Bedrijfstakken, totaal;Polen;1994;
209;Bedrijfstakken, totaal;Polen;1995;20.1
210;Bedrijfstakken, totaal;Polen;1996;22.5
211;Bedrijfstakken, totaal;Polen;1997;25.4
212;Bedrijfstakken, totaal;Polen;1998;27.1
213;Bedrijfstakken, totaal;Polen;1999;27.7
214;Bedrijfstakken, totaal;Polen;2000;26.7
215;Bedrijfstakken, totaal;Polen;2001;23.2
216;Bedrijfstakken, totaal;Polen;2002;21.2
217;Bedrijfstakken, totaal;Polen;2003;20.7
218;Bedrijfstakken, totaal;Polen;2004;20.3
219;Bedrijfstakken, totaal;Polen;2005;20.6
220;Bedrijfstakken, totaal;Polen;2006;
221;Bedrijfstakken, totaal;Spanje;1990;
222;Bedrijfstakken, totaal;Spanje;1991;
223;Bedrijfstakken, totaal;Spanje;1992;
224;Bedrijfstakken, totaal;Spanje;1993;
225;Bedrijfstakken, totaal;Spanje;1994;
226;Bedrijfstakken, totaal;Spanje;1995;
227;Bedrijfstakken, totaal;Spanje;1996;
228;Bedrijfstakken, totaal;Spanje;1997;
229;Bedrijfstakken, totaal;Spanje;1998;
230;Bedrijfstakken, totaal;Spanje;1999;
231;Bedrijfstakken, totaal;Spanje;2000;28.5
232;Bedrijfstakken, totaal;Spanje;2001;28.5
233;Bedrijfstakken, totaal;Spanje;2002;28.9
234;Bedrijfstakken, totaal;Spanje;2003;29.9
235;Bedrijfstakken, totaal;Spanje;2004;30.9
236;Bedrijfstakken, totaal;Spanje;2005;
237;Bedrijfstakken, totaal;Spanje;2006;
238;Bedrijfstakken, totaal;Tsjechië;1990;
239;Bedrijfstakken, totaal;Tsjechië;1991;
240;Bedrijfstakken, totaal;Tsjechië;1992;
241;Bedrijfstakken, totaal;Tsjechië;1993;
242;Bedrijfstakken, totaal;Tsjechië;1994;
243;Bedrijfstakken, totaal;Tsjechië;1995;34.8
244;Bedrijfstakken, totaal;Tsjechië;1996;35.6
245;Bedrijfstakken, totaal;Tsjechië;1997;33.0
246;Bedrijfstakken, totaal;Tsjechië;1998;31.0
247;Bedrijfstakken, totaal;Tsjechië;1999;29.9
248;Bedrijfstakken, totaal;Tsjechië;2000;30.9
249;Bedrijfstakken, totaal;Tsjechië;2001;30.9
250;Bedrijfstakken, totaal;Tsjechië;2002;30.3
251;Bedrijfstakken, totaal;Tsjechië;2003;29.3
252;Bedrijfstakken, totaal;Tsjechië;2004;28.7
253;Bedrijfstakken, totaal;Tsjechië;2005;27.8
254;Bedrijfstakken, totaal;Tsjechië;2006;27.3
255;Bedrijfstakken, totaal;Verenigd Koninkrijk;1990;22.0
256;Bedrijfstakken, totaal;Verenigd Koninkrijk;1991;19.4
257;Bedrijfstakken, totaal;Verenigd Koninkrijk;1992;17.7
258;Bedrijfstakken, totaal;Verenigd Koninkrijk;1993;17.0
259;Bedrijfstakken, totaal;Verenigd Koninkrijk;1994;17.0
260;Bedrijfstakken, totaal;Verenigd Koninkrijk;1995;17.5
261;Bedrijfstakken, totaal;Verenigd Koninkrijk;1996;17.8
262;Bedrijfstakken, totaal;Verenigd Koninkrijk;1997;18.0
263;Bedrijfstakken, totaal;Verenigd Koninkrijk;1998;18.7
264;Bedrijfstakken, totaal;Verenigd Koninkrijk;1999;19.0
265;Bedrijfstakken, totaal;Verenigd Koninkrijk;2000;
266;Bedrijfstakken, totaal;Verenigd Koninkrijk;2001;
267;Bedrijfstakken, totaal;Verenigd Koninkrijk;2002;
268;Bedrijfstakken, totaal;Verenigd Koninkrijk;2003;
269;Bedrijfstakken, totaal;Verenigd Koninkrijk;2004;
270;Bedrijfstakken, totaal;Verenigd Koninkrijk;2005;
271;Bedrijfstakken, totaal;Verenigd Koninkrijk;2006;
272;Bedrijfstakken, totaal;Verenigde Staten;1990;17.4
273;Bedrijfstakken, totaal;Verenigde Staten;1991;16.3
274;Bedrijfstakken, totaal;Verenigde Staten;1992;16.2
275;Bedrijfstakken, totaal;Verenigde Staten;1993;16.7
276;Bedrijfstakken, totaal;Verenigde Staten;1994;17.3
277;Bedrijfstakken, totaal;Verenigde Staten;1995;17.7
278;Bedrijfstakken, totaal;Verenigde Staten;1996;18.2
279;Bedrijfstakken, totaal;Verenigde Staten;1997;18.6
280;Bedrijfstakken, totaal;Verenigde Staten;1998;19.1
281;Bedrijfstakken, totaal;Verenigde Staten;1999;19.6
282;Bedrijfstakken, totaal;Verenigde Staten;2000;19.9
283;Bedrijfstakken, totaal;Verenigde Staten;2001;19.2
284;Bedrijfstakken, totaal;Verenigde Staten;2002;17.9
285;Bedrijfstakken, totaal;Verenigde Staten;2003;17.9
286;Bedrijfstakken, totaal;Verenigde Staten;2004;18.4
287;Bedrijfstakken, totaal;Verenigde Staten;2005;19.1
288;Bedrijfstakken, totaal;Verenigde Staten;2006;
289;Bedrijfstakken, totaal;Zuid-Korea;1990;41.3
290;Bedrijfstakken, totaal;Zuid-Korea;1991;43.0
291;Bedrijfstakken, totaal;Zuid-Korea;1992;40.8
292;Bedrijfstakken, totaal;Zuid-Korea;1993;40.1
293;Bedrijfstakken, totaal;Zuid-Korea;1994;40.4
294;Bedrijfstakken, totaal;Zuid-Korea;1995;41.4
295;Bedrijfstakken, totaal;Zuid-Korea;1996;41.8
296;Bedrijfstakken, totaal;Zuid-Korea;1997;39.9
297;Bedrijfstakken, totaal;Zuid-Korea;1998;33.5
298;Bedrijfstakken, totaal;Zuid-Korea;1999;33.3
299;Bedrijfstakken, totaal;Zuid-Korea;2000;35.0
300;Bedrijfstakken, totaal;Zuid-Korea;2001;33.4
301;Bedrijfstakken, totaal;Zuid-Korea;2002;33.1
302;Bedrijfstakken, totaal;Zuid-Korea;2003;33.9
303;Bedrijfstakken, totaal;Zuid-Korea;2004;33.2
304;Bedrijfstakken, totaal;Zuid-Korea;2005;32.9
305;Bedrijfstakken, totaal;Zuid-Korea;2006;
306;Bedrijfstakken, totaal;Zweden;1990;
307;Bedrijfstakken, totaal;Zweden;1991;
308;Bedrijfstakken, totaal;Zweden;1992;
309;Bedrijfstakken, totaal;Zweden;1993;
310;Bedrijfstakken, totaal;Zweden;1994;
311;Bedrijfstakken, totaal;Zweden;1995;
312;Bedrijfstakken, totaal;Zweden;1996;
313;Bedrijfstakken, totaal;Zweden;1997;
314;Bedrijfstakken, totaal;Zweden;1998;
315;Bedrijfstakken, totaal;Zweden;1999;
316;Bedrijfstakken, totaal;Zweden;2000;
317;Bedrijfstakken, totaal;Zweden;2001;
318;Bedrijfstakken, totaal;Zweden;2002;
319;Bedrijfstakken, totaal;Zweden;2003;
320;Bedrijfstakken, totaal;Zweden;2004;
321;Bedrijfstakken, totaal;Zweden;2005;
322;Bedrijfstakken, totaal;Zweden;2006;
323;Landbouw, jacht en bosbouw;Australië;1990;51.9
324;Landbouw, jacht en bosbouw;Australië;1991;50.6
325;Landbouw, jacht en bosbouw;Australië;1992;44.7
326;Landbouw, jacht en bosbouw;Australië;1993;47.3
327;Landbouw, jacht en bosbouw;Australië;1994;53.1
328;Landbouw, jacht en bosbouw;Australië;1995;42.0
329;Landbouw, jacht en bosbouw;Australië;1996;42.6
330;Landbouw, jacht en bosbouw;Australië;1997;49.5
331;Landbouw, jacht en bosbouw;Australië;1998;48.4
332;Landbouw, jacht en bosbouw;Australië;1999;48.4
333;Landbouw, jacht en bosbouw;Australië;2000;41.8
334;Landbouw, jacht en bosbouw;Australië;2001;37.7
335;Landbouw, jacht en bosbouw;Australië;2002;46.7
336;Landbouw, jacht en bosbouw;Australië;2003;51.6
337;Landbouw, jacht en bosbouw;Australië;2004;58.2
338;Landbouw, jacht en bosbouw;Australië;2005;54.6
339;Landbouw, jacht en bosbouw;Australië;2006;
340;Landbouw, jacht en bosbouw;België;1990;
341;Landbouw, jacht en bosbouw;België;1991;
342;Landbouw, jacht en bosbouw;België;1992;
343;Landbouw, jacht en bosbouw;België;1993;
344;Landbouw, jacht en bosbouw;België;1994;
345;Landbouw, jacht en bosbouw;België;1995;23.2
346;Landbouw, jacht en bosbouw;België;1996;22.7
347;Landbouw, jacht en bosbouw;België;1997;22.5
348;Landbouw, jacht en bosbouw;België;1998;21.1
349;Landbouw, jacht en bosbouw;België;1999;23.7
350;Landbouw, jacht en bosbouw;België;2000;21.9
351;Landbouw, jacht en bosbouw;België;2001;21.7
352;Landbouw, jacht en bosbouw;België;2002;26.2
353;Landbouw, jacht en bosbouw;België;2003;23.9
354;Landbouw, jacht en bosbouw;België;2004;26.5
355;Landbouw, jacht en bosbouw;België;2005;33.8
356;Landbouw, jacht en bosbouw;België;2006;38.1
357;Landbouw, jacht en bosbouw;Canada;1990;17.7
358;Landbouw, jacht en bosbouw;Canada;1991;16.9
359;Landbouw, jacht en bosbouw;Canada;1992;17.3
360;Landbouw, jacht en bosbouw;Canada;1993;20.5
361;Landbouw, jacht en bosbouw;Canada;1994;20.6
362;Landbouw, jacht en bosbouw;Canada;1995;19.2
363;Landbouw, jacht en bosbouw;Canada;1996;18.7
364;Landbouw, jacht en bosbouw;Canada;1997;25.2
365;Landbouw, jacht en bosbouw;Canada;1998;24.7
366;Landbouw, jacht en bosbouw;Canada;1999;21.7
367;Landbouw, jacht en bosbouw;Canada;2000;22.2
368;Landbouw, jacht en bosbouw;Canada;2001;20.9
369;Landbouw, jacht en bosbouw;Canada;2002;
370;Landbouw, jacht en bosbouw;Canada;2003;
371;Landbouw, jacht en bosbouw;Canada;2004;
372;Landbouw, jacht en bosbouw;Canada;2005;
373;Landbouw, jacht en bosbouw;Canada;2006;
374;Landbouw, jacht en bosbouw;Denemarken;1990;
375;Landbouw, jacht en bosbouw;Denemarken;1991;
376;Landbouw, jacht en bosbouw;Denemarken;1992;
377;Landbouw, jacht en bosbouw;Denemarken;1993;23.3
378;Landbouw, jacht en bosbouw;Denemarken;1994;26.6
379;Landbouw, jacht en bosbouw;Denemarken;1995;27.0
380;Landbouw, jacht en bosbouw;Denemarken;1996;28.7
381;Landbouw, jacht en bosbouw;Denemarken;1997;32.4
382;Landbouw, jacht en bosbouw;Denemarken;1998;40.6
383;Landbouw, jacht en bosbouw;Denemarken;1999;42.6
384;Landbouw, jacht en bosbouw;Denemarken;2000;38.5
385;Landbouw, jacht en bosbouw;Denemarken;2001;38.9
386;Landbouw, jacht en bosbouw;Denemarken;2002;46.2
387;Landbouw, jacht en bosbouw;Denemarken;2003;47.9
388;Landbouw, jacht en bosbouw;Denemarken;2004;
389;Landbouw, jacht en bosbouw;Denemarken;2005;
390;Landbouw, jacht en bosbouw;Denemarken;2006;
391;Landbouw, jacht en bosbouw;Duitsland;1990;
392;Landbouw, jacht en bosbouw;Duitsland;1991;35.1
393;Landbouw, jacht en bosbouw;Duitsland;1992;35.0
394;Landbouw, jacht en bosbouw;Duitsland;1993;31.7
395;Landbouw, jacht en bosbouw;Duitsland;1994;29.6
396;Landbouw, jacht en bosbouw;Duitsland;1995;29.4
397;Landbouw, jacht en bosbouw;Duitsland;1996;28.0
398;Landbouw, jacht en bosbouw;Duitsland;1997;26.2
399;Landbouw, jacht en bosbouw;Duitsland;1998;29.1
400;Landbouw, jacht en bosbouw;Duitsland;1999;29.5
401;Landbouw, jacht en bosbouw;Duitsland;2000;28.0
402;Landbouw, jacht en bosbouw;Duitsland;2001;23.8
403;Landbouw, jacht en bosbouw;Duitsland;2002;28.3
404;Landbouw, jacht en bosbouw;Duitsland;2003;30.1
405;Landbouw, jacht en bosbouw;Duitsland;2004;27.3
406;Landbouw, jacht en bosbouw;Duitsland;2005;36.5
407;Landbouw, jacht en bosbouw;Duitsland;2006;39.1
408;Landbouw, jacht en bosbouw;Finland;1990;31.8
409;Landbouw, jacht en bosbouw;Finland;1991;29.7
410;Landbouw, jacht en bosbouw;Finland;1992;27.1
411;Landbouw, jacht en bosbouw;Finland;1993;24.3
412;Landbouw, jacht en bosbouw;Finland;1994;25.6
413;Landbouw, jacht en bosbouw;Finland;1995;27.2
414;Landbouw, jacht en bosbouw;Finland;1996;29.1
415;Landbouw, jacht en bosbouw;Finland;1997;34.6
416;Landbouw, jacht en bosbouw;Finland;1998;39.8
417;Landbouw, jacht en bosbouw;Finland;1999;38.2
418;Landbouw, jacht en bosbouw;Finland;2000;33.6
419;Landbouw, jacht en bosbouw;Finland;2001;34.7
420;Landbouw, jacht en bosbouw;Finland;2002;34.7
421;Landbouw, jacht en bosbouw;Finland;2003;35.7
422;Landbouw, jacht en bosbouw;Finland;2004;34.0
423;Landbouw, jacht en bosbouw;Finland;2005;37.1
424;Landbouw, jacht en bosbouw;Finland;2006;43.8
425;Landbouw, jacht en bosbouw;Frankrijk;1990;
426;Landbouw, jacht en bosbouw;Frankrijk;1991;
427;Landbouw, jacht en bosbouw;Frankrijk;1992;
428;Landbouw, jacht en bosbouw;Frankrijk;1993;
429;Landbouw, jacht en bosbouw;Frankrijk;1994;
430;Landbouw, jacht en bosbouw;Frankrijk;1995;
431;Landbouw, jacht en bosbouw;Frankrijk;1996;
432;Landbouw, jacht en bosbouw;Frankrijk;1997;
433;Landbouw, jacht en bosbouw;Frankrijk;1998;
434;Landbouw, jacht en bosbouw;Frankrijk;1999;26.5
435;Landbouw, jacht en bosbouw;Frankrijk;2000;27.8
436;Landbouw, jacht en bosbouw;Frankrijk;2001;26.8
437;Landbouw, jacht en bosbouw;Frankrijk;2002;26.2
438;Landbouw, jacht en bosbouw;Frankrijk;2003;28.0
439;Landbouw, jacht en bosbouw;Frankrijk;2004;28.4
440;Landbouw, jacht en bosbouw;Frankrijk;2005;30.9
441;Landbouw, jacht en bosbouw;Frankrijk;2006;34.2
442;Landbouw, jacht en bosbouw;Hongarije;1990;
443;Landbouw, jacht en bosbouw;Hongarije;1991;
444;Landbouw, jacht en bosbouw;Hongarije;1992;
445;Landbouw, jacht en bosbouw;Hongarije;1993;
446;Landbouw, jacht en bosbouw;Hongarije;1994;
447;Landbouw, jacht en bosbouw;Hongarije;1995;
448;Landbouw, jacht en bosbouw;Hongarije;1996;
449;Landbouw, jacht en bosbouw;Hongarije;1997;
450;Landbouw, jacht en bosbouw;Hongarije;1998;
451;Landbouw, jacht en bosbouw;Hongarije;1999;
452;Landbouw, jacht en bosbouw;Hongarije;2000;21.8
453;Landbouw, jacht en bosbouw;Hongarije;2001;26.9
454;Landbouw, jacht en bosbouw;Hongarije;2002;29.3
455;Landbouw, jacht en bosbouw;Hongarije;2003;32.8
456;Landbouw, jacht en bosbouw;Hongarije;2004;21.5
457;Landbouw, jacht en bosbouw;Hongarije;2005;25.2
458;Landbouw, jacht en bosbouw;Hongarije;2006;
459;Landbouw, jacht en bosbouw;Ierland;1990;
460;Landbouw, jacht en bosbouw;Ierland;1991;
461;Landbouw, jacht en bosbouw;Ierland;1992;
462;Landbouw, jacht en bosbouw;Ierland;1993;
463;Landbouw, jacht en bosbouw;Ierland;1994;
464;Landbouw, jacht en bosbouw;Ierland;1995;22.8
465;Landbouw, jacht en bosbouw;Ierland;1996;26.6
466;Landbouw, jacht en bosbouw;Ierland;1997;25.8
467;Landbouw, jacht en bosbouw;Ierland;1998;23.9
468;Landbouw, jacht en bosbouw;Ierland;1999;22.1
469;Landbouw, jacht en bosbouw;Ierland;2000;23.0
470;Landbouw, jacht en bosbouw;Ierland;2001;21.8
471;Landbouw, jacht en bosbouw;Ierland;2002;21.9
472;Landbouw, jacht en bosbouw;Ierland;2003;20.3
473;Landbouw, jacht en bosbouw;Ierland;2004;21.6
474;Landbouw, jacht en bosbouw;Ierland;2005;26.0
475;Landbouw, jacht en bosbouw;Ierland;2006;32.2
476;Landbouw, jacht en bosbouw;Italië;1990;30.0
477;Landbouw, jacht en bosbouw;Italië;1991;27.1
478;Landbouw, jacht en bosbouw;Italië;1992;26.5
479;Landbouw, jacht en bosbouw;Italië;1993;24.7
480;Landbouw, jacht en bosbouw;Italië;1994;26.5
481;Landbouw, jacht en bosbouw;Italië;1995;27.0
482;Landbouw, jacht en bosbouw;Italië;1996;27.2
483;Landbouw, jacht en bosbouw;Italië;1997;27.0
484;Landbouw, jacht en bosbouw;Italië;1998;28.7
485;Landbouw, jacht en bosbouw;Italië;1999;29.8
486;Landbouw, jacht en bosbouw;Italië;2000;33.0
487;Landbouw, jacht en bosbouw;Italië;2001;32.4
488;Landbouw, jacht en bosbouw;Italië;2002;35.5
