ID;SamenstellingVanHetHuishouden;SoortWoonruimte;RegioS;Perioden;ParticuliereHuishoudens_1
36;Totaal particulier huishouden;Totaal;Zuid-Nederland (LD);2019;1689720.0
37;Totaal particulier huishouden;Totaal;Zuid-Nederland (LD);2020;1699515.0
38;Totaal particulier huishouden;Totaal;Zuid-Nederland (LD);2021;1719555.0
39;Totaal particulier huishouden;Totaal;Zuid-Nederland (LD);2022;1746255.0
40;Totaal particulier huishouden;Totaal;Niet in te delen (LD);2015;
41;Totaal particulier huishouden;Totaal;Niet in te delen (LD);2016;
42;Totaal particulier huishouden;Totaal;Niet in te delen (LD);2017;
43;Totaal particulier huishouden;Totaal;Niet in te delen (LD);2018;40.0
44;Totaal particulier huishouden;Totaal;Niet in te delen (LD);2019;
45;Totaal particulier huishouden;Totaal;Niet in te delen (LD);2020;
46;Totaal particulier huishouden;Totaal;Niet in te delen (LD);2021;30.0
47;Totaal particulier huishouden;Totaal;Niet in te delen (LD);2022;15.0
48;Totaal particulier huishouden;Totaal;Groningen (PV);2015;290280.0
49;Totaal particulier huishouden;Totaal;Groningen (PV);2016;291310.0
50;Totaal particulier huishouden;Totaal;Groningen (PV);2017;292245.0
51;Totaal particulier huishouden;Totaal;Groningen (PV);2018;293720.0
52;Totaal particulier huishouden;Totaal;Groningen (PV);2019;295455.0
53;Totaal particulier huishouden;Totaal;Groningen (PV);2020;296355.0
54;Totaal particulier huishouden;Totaal;Groningen (PV);2021;299190.0
55;Totaal particulier huishouden;Totaal;Groningen (PV);2022;302655.0
56;Totaal particulier huishouden;Totaal;Fryslân (PV);2015;287185.0
57;Totaal particulier huishouden;Totaal;Fryslân (PV);2016;289270.0
58;Totaal particulier huishouden;Totaal;Fryslân (PV);2017;290270.0
59;Totaal particulier huishouden;Totaal;Fryslân (PV);2018;292100.0
60;Totaal particulier huishouden;Totaal;Fryslân (PV);2019;294410.0
61;Totaal particulier huishouden;Totaal;Fryslân (PV);2020;295820.0
62;Totaal particulier huishouden;Totaal;Fryslân (PV);2021;298665.0
63;Totaal particulier huishouden;Totaal;Fryslân (PV);2022;301875.0
64;Totaal particulier huishouden;Totaal;Drenthe (PV);2015;212990.0
65;Totaal particulier huishouden;Totaal;Drenthe (PV);2016;215115.0
66;Totaal particulier huishouden;Totaal;Drenthe (PV);2017;216360.0
67;Totaal particulier huishouden;Totaal;Drenthe (PV);2018;217815.0
68;Totaal particulier huishouden;Totaal;Drenthe (PV);2019;219285.0
69;Totaal particulier huishouden;Totaal;Drenthe (PV);2020;220370.0
70;Totaal particulier huishouden;Totaal;Drenthe (PV);2021;222150.0
71;Totaal particulier huishouden;Totaal;Drenthe (PV);2022;224740.0
72;Totaal particulier huishouden;Totaal;Overijssel (PV);2015;490665.0
73;Totaal particulier huishouden;Totaal;Overijssel (PV);2016;495355.0
74;Totaal particulier huishouden;Totaal;Overijssel (PV);2017;499010.0
75;Totaal particulier huishouden;Totaal;Overijssel (PV);2018;503810.0
76;Totaal particulier huishouden;Totaal;Overijssel (PV);2019;508385.0
77;Totaal particulier huishouden;Totaal;Overijssel (PV);2020;512000.0
78;Totaal particulier huishouden;Totaal;Overijssel (PV);2021;516925.0
79;Totaal particulier huishouden;Totaal;Overijssel (PV);2022;523580.0
80;Totaal particulier huishouden;Totaal;Flevoland (PV);2015;166690.0
81;Totaal particulier huishouden;Totaal;Flevoland (PV);2016;168675.0
82;Totaal particulier huishouden;Totaal;Flevoland (PV);2017;170795.0
83;Totaal particulier huishouden;Totaal;Flevoland (PV);2018;173580.0
84;Totaal particulier huishouden;Totaal;Flevoland (PV);2019;176610.0
85;Totaal particulier huishouden;Totaal;Flevoland (PV);2020;178950.0
86;Totaal particulier huishouden;Totaal;Flevoland (PV);2021;183130.0
87;Totaal particulier huishouden;Totaal;Flevoland (PV);2022;188260.0
88;Totaal particulier huishouden;Totaal;Gelderland (PV);2015;895640.0
89;Totaal particulier huishouden;Totaal;Gelderland (PV);2016;906420.0
90;Totaal particulier huishouden;Totaal;Gelderland (PV);2017;914275.0
91;Totaal particulier huishouden;Totaal;Gelderland (PV);2018;923260.0
92;Totaal particulier huishouden;Totaal;Gelderland (PV);2019;931410.0
93;Totaal particulier huishouden;Totaal;Gelderland (PV);2020;938300.0
94;Totaal particulier huishouden;Totaal;Gelderland (PV);2021;948415.0
95;Totaal particulier huishouden;Totaal;Gelderland (PV);2022;962045.0
96;Totaal particulier huishouden;Totaal;Utrecht (PV);2015;572905.0
97;Totaal particulier huishouden;Totaal;Utrecht (PV);2016;579155.0
98;Totaal particulier huishouden;Totaal;Utrecht (PV);2017;584240.0
99;Totaal particulier huishouden;Totaal;Utrecht (PV);2018;590255.0
100;Totaal particulier huishouden;Totaal;Utrecht (PV);2019;610305.0
101;Totaal particulier huishouden;Totaal;Utrecht (PV);2020;613780.0
102;Totaal particulier huishouden;Totaal;Utrecht (PV);2021;619960.0
103;Totaal particulier huishouden;Totaal;Utrecht (PV);2022;630710.0
104;Totaal particulier huishouden;Totaal;Noord-Holland (PV);2015;1327800.0
105;Totaal particulier huishouden;Totaal;Noord-Holland (PV);2016;1341370.0
106;Totaal particulier huishouden;Totaal;Noord-Holland (PV);2017;1352125.0
107;Totaal particulier huishouden;Totaal;Noord-Holland (PV);2018;1362755.0
108;Totaal particulier huishouden;Totaal;Noord-Holland (PV);2019;1376140.0
109;Totaal particulier huishouden;Totaal;Noord-Holland (PV);2020;1381670.0
110;Totaal particulier huishouden;Totaal;Noord-Holland (PV);2021;1400500.0
111;Totaal particulier huishouden;Totaal;Noord-Holland (PV);2022;1428070.0
112;Totaal particulier huishouden;Totaal;Zuid-Holland (PV);2015;1671275.0
113;Totaal particulier huishouden;Totaal;Zuid-Holland (PV);2016;1685270.0
114;Totaal particulier huishouden;Totaal;Zuid-Holland (PV);2017;1701540.0
115;Totaal particulier huishouden;Totaal;Zuid-Holland (PV);2018;1715785.0
116;Totaal particulier huishouden;Totaal;Zuid-Holland (PV);2019;1719880.0
117;Totaal particulier huishouden;Totaal;Zuid-Holland (PV);2020;1729150.0
118;Totaal particulier huishouden;Totaal;Zuid-Holland (PV);2021;1750990.0
119;Totaal particulier huishouden;Totaal;Zuid-Holland (PV);2022;1780430.0
120;Totaal particulier huishouden;Totaal;Zeeland (PV);2015;171880.0
121;Totaal particulier huishouden;Totaal;Zeeland (PV);2016;172910.0
122;Totaal particulier huishouden;Totaal;Zeeland (PV);2017;173935.0
123;Totaal particulier huishouden;Totaal;Zeeland (PV);2018;175065.0
124;Totaal particulier huishouden;Totaal;Zeeland (PV);2019;175690.0
125;Totaal particulier huishouden;Totaal;Zeeland (PV);2020;177225.0
126;Totaal particulier huishouden;Totaal;Zeeland (PV);2021;178630.0
127;Totaal particulier huishouden;Totaal;Zeeland (PV);2022;181150.0
128;Totaal particulier huishouden;Totaal;Noord-Brabant (PV);2015;1111455.0
129;Totaal particulier huishouden;Totaal;Noord-Brabant (PV);2016;1122755.0
130;Totaal particulier huishouden;Totaal;Noord-Brabant (PV);2017;1134680.0
131;Totaal particulier huishouden;Totaal;Noord-Brabant (PV);2018;1146265.0
132;Totaal particulier huishouden;Totaal;Noord-Brabant (PV);2019;1157420.0
133;Totaal particulier huishouden;Totaal;Noord-Brabant (PV);2020;1165995.0
134;Totaal particulier huishouden;Totaal;Noord-Brabant (PV);2021;1181170.0
135;Totaal particulier huishouden;Totaal;Noord-Brabant (PV);2022;1200735.0
136;Totaal particulier huishouden;Totaal;Limburg (PV);2015;521420.0
137;Totaal particulier huishouden;Totaal;Limburg (PV);2016;525915.0
138;Totaal particulier huishouden;Totaal;Limburg (PV);2017;527895.0
139;Totaal particulier huishouden;Totaal;Limburg (PV);2018;529690.0
140;Totaal particulier huishouden;Totaal;Limburg (PV);2019;532300.0
141;Totaal particulier huishouden;Totaal;Limburg (PV);2020;533525.0
142;Totaal particulier huishouden;Totaal;Limburg (PV);2021;538380.0
143;Totaal particulier huishouden;Totaal;Limburg (PV);2022;545520.0
144;Totaal particulier huishouden;Totaal;Niet in te delen (PV);2015;
145;Totaal particulier huishouden;Totaal;Niet in te delen (PV);2016;
146;Totaal particulier huishouden;Totaal;Niet in te delen (PV);2017;
147;Totaal particulier huishouden;Totaal;Niet in te delen (PV);2018;40.0
148;Totaal particulier huishouden;Totaal;Niet in te delen (PV);2019;
149;Totaal particulier huishouden;Totaal;Niet in te delen (PV);2020;
150;Totaal particulier huishouden;Totaal;Niet in te delen (PV);2021;30.0
151;Totaal particulier huishouden;Totaal;Niet in te delen (PV);2022;15.0
152;Totaal particulier huishouden;Totaal;Oost-Groningen (CR);2015;67195.0
153;Totaal particulier huishouden;Totaal;Oost-Groningen (CR);2016;66865.0
154;Totaal particulier huishouden;Totaal;Oost-Groningen (CR);2017;67125.0
155;Totaal particulier huishouden;Totaal;Oost-Groningen (CR);2018;61980.0
156;Totaal particulier huishouden;Totaal;Oost-Groningen (CR);2019;62105.0
157;Totaal particulier huishouden;Totaal;Oost-Groningen (CR);2020;62315.0
158;Totaal particulier huishouden;Totaal;Oost-Groningen (CR);2021;62610.0
159;Totaal particulier huishouden;Totaal;Oost-Groningen (CR);2022;63350.0
160;Totaal particulier huishouden;Totaal;Delfzijl en omgeving (CR);2015;21525.0
161;Totaal particulier huishouden;Totaal;Delfzijl en omgeving (CR);2016;21470.0
162;Totaal particulier huishouden;Totaal;Delfzijl en omgeving (CR);2017;21435.0
163;Totaal particulier huishouden;Totaal;Delfzijl en omgeving (CR);2018;21385.0
164;Totaal particulier huishouden;Totaal;Delfzijl en omgeving (CR);2019;21415.0
165;Totaal particulier huishouden;Totaal;Delfzijl en omgeving (CR);2020;21440.0
166;Totaal particulier huishouden;Totaal;Delfzijl en omgeving (CR);2021;21320.0
167;Totaal particulier huishouden;Totaal;Delfzijl en omgeving (CR);2022;21330.0
168;Totaal particulier huishouden;Totaal;Overig Groningen (CR);2015;201555.0
169;Totaal particulier huishouden;Totaal;Overig Groningen (CR);2016;202980.0
170;Totaal particulier huishouden;Totaal;Overig Groningen (CR);2017;203685.0
171;Totaal particulier huishouden;Totaal;Overig Groningen (CR);2018;210355.0
172;Totaal particulier huishouden;Totaal;Overig Groningen (CR);2019;211935.0
173;Totaal particulier huishouden;Totaal;Overig Groningen (CR);2020;212600.0
174;Totaal particulier huishouden;Totaal;Overig Groningen (CR);2021;215260.0
175;Totaal particulier huishouden;Totaal;Overig Groningen (CR);2022;217975.0
176;Totaal particulier huishouden;Totaal;Noord-Friesland (CR);2015;147450.0
177;Totaal particulier huishouden;Totaal;Noord-Friesland (CR);2016;148550.0
178;Totaal particulier huishouden;Totaal;Noord-Friesland (CR);2017;148870.0
179;Totaal particulier huishouden;Totaal;Noord-Friesland (CR);2018;147565.0
180;Totaal particulier huishouden;Totaal;Noord-Friesland (CR);2019;149145.0
181;Totaal particulier huishouden;Totaal;Noord-Friesland (CR);2020;149915.0
182;Totaal particulier huishouden;Totaal;Noord-Friesland (CR);2021;151600.0
183;Totaal particulier huishouden;Totaal;Noord-Friesland (CR);2022;153390.0
184;Totaal particulier huishouden;Totaal;Zuidwest-Friesland (CR);2015;58545.0
185;Totaal particulier huishouden;Totaal;Zuidwest-Friesland (CR);2016;58885.0
186;Totaal particulier huishouden;Totaal;Zuidwest-Friesland (CR);2017;59195.0
187;Totaal particulier huishouden;Totaal;Zuidwest-Friesland (CR);2018;61940.0
188;Totaal particulier huishouden;Totaal;Zuidwest-Friesland (CR);2019;62155.0
189;Totaal particulier huishouden;Totaal;Zuidwest-Friesland (CR);2020;62520.0
190;Totaal particulier huishouden;Totaal;Zuidwest-Friesland (CR);2021;62895.0
191;Totaal particulier huishouden;Totaal;Zuidwest-Friesland (CR);2022;63515.0
192;Totaal particulier huishouden;Totaal;Zuidoost-Friesland (CR);2015;81190.0
193;Totaal particulier huishouden;Totaal;Zuidoost-Friesland (CR);2016;81830.0
194;Totaal particulier huishouden;Totaal;Zuidoost-Friesland (CR);2017;82205.0
195;Totaal particulier huishouden;Totaal;Zuidoost-Friesland (CR);2018;82595.0
196;Totaal particulier huishouden;Totaal;Zuidoost-Friesland (CR);2019;83110.0
197;Totaal particulier huishouden;Totaal;Zuidoost-Friesland (CR);2020;83385.0
198;Totaal particulier huishouden;Totaal;Zuidoost-Friesland (CR);2021;84170.0
199;Totaal particulier huishouden;Totaal;Zuidoost-Friesland (CR);2022;84970.0
200;Totaal particulier huishouden;Totaal;Noord-Drenthe (CR);2015;82610.0
201;Totaal particulier huishouden;Totaal;Noord-Drenthe (CR);2016;83575.0
202;Totaal particulier huishouden;Totaal;Noord-Drenthe (CR);2017;83965.0
203;Totaal particulier huishouden;Totaal;Noord-Drenthe (CR);2018;84635.0
204;Totaal particulier huishouden;Totaal;Noord-Drenthe (CR);2019;85230.0
205;Totaal particulier huishouden;Totaal;Noord-Drenthe (CR);2020;85835.0
206;Totaal particulier huishouden;Totaal;Noord-Drenthe (CR);2021;86375.0
207;Totaal particulier huishouden;Totaal;Noord-Drenthe (CR);2022;87410.0
208;Totaal particulier huishouden;Totaal;Zuidoost-Drenthe (CR);2015;74095.0
209;Totaal particulier huishouden;Totaal;Zuidoost-Drenthe (CR);2016;74640.0
210;Totaal particulier huishouden;Totaal;Zuidoost-Drenthe (CR);2017;74790.0
211;Totaal particulier huishouden;Totaal;Zuidoost-Drenthe (CR);2018;74985.0
212;Totaal particulier huishouden;Totaal;Zuidoost-Drenthe (CR);2019;75355.0
213;Totaal particulier huishouden;Totaal;Zuidoost-Drenthe (CR);2020;75365.0
214;Totaal particulier huishouden;Totaal;Zuidoost-Drenthe (CR);2021;76120.0
215;Totaal particulier huishouden;Totaal;Zuidoost-Drenthe (CR);2022;76980.0
216;Totaal particulier huishouden;Totaal;Zuidwest-Drenthe (CR);2015;56285.0
217;Totaal particulier huishouden;Totaal;Zuidwest-Drenthe (CR);2016;56900.0
218;Totaal particulier huishouden;Totaal;Zuidwest-Drenthe (CR);2017;57605.0
219;Totaal particulier huishouden;Totaal;Zuidwest-Drenthe (CR);2018;58195.0
220;Totaal particulier huishouden;Totaal;Zuidwest-Drenthe (CR);2019;58700.0
221;Totaal particulier huishouden;Totaal;Zuidwest-Drenthe (CR);2020;59165.0
222;Totaal particulier huishouden;Totaal;Zuidwest-Drenthe (CR);2021;59655.0
223;Totaal particulier huishouden;Totaal;Zuidwest-Drenthe (CR);2022;60355.0
224;Totaal particulier huishouden;Totaal;Noord-Overijssel (CR);2015;152945.0
225;Totaal particulier huishouden;Totaal;Noord-Overijssel (CR);2016;154405.0
226;Totaal particulier huishouden;Totaal;Noord-Overijssel (CR);2017;155930.0
227;Totaal particulier huishouden;Totaal;Noord-Overijssel (CR);2018;157770.0
228;Totaal particulier huishouden;Totaal;Noord-Overijssel (CR);2019;159625.0
229;Totaal particulier huishouden;Totaal;Noord-Overijssel (CR);2020;161445.0
230;Totaal particulier huishouden;Totaal;Noord-Overijssel (CR);2021;163105.0
231;Totaal particulier huishouden;Totaal;Noord-Overijssel (CR);2022;165950.0
232;Totaal particulier huishouden;Totaal;Zuidwest-Overijssel (CR);2015;67020.0
233;Totaal particulier huishouden;Totaal;Zuidwest-Overijssel (CR);2016;67920.0
234;Totaal particulier huishouden;Totaal;Zuidwest-Overijssel (CR);2017;68520.0
235;Totaal particulier huishouden;Totaal;Zuidwest-Overijssel (CR);2018;69130.0
236;Totaal particulier huishouden;Totaal;Zuidwest-Overijssel (CR);2019;69880.0
237;Totaal particulier huishouden;Totaal;Zuidwest-Overijssel (CR);2020;70380.0
238;Totaal particulier huishouden;Totaal;Zuidwest-Overijssel (CR);2021;71030.0
239;Totaal particulier huishouden;Totaal;Zuidwest-Overijssel (CR);2022;72005.0
240;Totaal particulier huishouden;Totaal;Twente (CR);2015;270705.0
241;Totaal particulier huishouden;Totaal;Twente (CR);2016;273025.0
242;Totaal particulier huishouden;Totaal;Twente (CR);2017;274555.0
243;Totaal particulier huishouden;Totaal;Twente (CR);2018;276915.0
244;Totaal particulier huishouden;Totaal;Twente (CR);2019;278875.0
245;Totaal particulier huishouden;Totaal;Twente (CR);2020;280180.0
246;Totaal particulier huishouden;Totaal;Twente (CR);2021;282790.0
247;Totaal particulier huishouden;Totaal;Twente (CR);2022;285625.0
248;Totaal particulier huishouden;Totaal;Veluwe (CR);2015;284060.0
249;Totaal particulier huishouden;Totaal;Veluwe (CR);2016;288135.0
250;Totaal particulier huishouden;Totaal;Veluwe (CR);2017;290930.0
251;Totaal particulier huishouden;Totaal;Veluwe (CR);2018;293830.0
252;Totaal particulier huishouden;Totaal;Veluwe (CR);2019;297145.0
253;Totaal particulier huishouden;Totaal;Veluwe (CR);2020;300095.0
254;Totaal particulier huishouden;Totaal;Veluwe (CR);2021;303720.0
255;Totaal particulier huishouden;Totaal;Veluwe (CR);2022;308780.0
256;Totaal particulier huishouden;Totaal;Achterhoek (CR);2015;171755.0
257;Totaal particulier huishouden;Totaal;Achterhoek (CR);2016;172950.0
258;Totaal particulier huishouden;Totaal;Achterhoek (CR);2017;173730.0
259;Totaal particulier huishouden;Totaal;Achterhoek (CR);2018;174975.0
260;Totaal particulier huishouden;Totaal;Achterhoek (CR);2019;175525.0
261;Totaal particulier huishouden;Totaal;Achterhoek (CR);2020;176720.0
262;Totaal particulier huishouden;Totaal;Achterhoek (CR);2021;178170.0
263;Totaal particulier huishouden;Totaal;Achterhoek (CR);2022;179725.0
264;Totaal particulier huishouden;Totaal;Arnhem/Nijmegen (CR);2015;343405.0
265;Totaal particulier huishouden;Totaal;Arnhem/Nijmegen (CR);2016;347650.0
266;Totaal particulier huishouden;Totaal;Arnhem/Nijmegen (CR);2017;350840.0
267;Totaal particulier huishouden;Totaal;Arnhem/Nijmegen (CR);2018;353355.0
268;Totaal particulier huishouden;Totaal;Arnhem/Nijmegen (CR);2019;355935.0
269;Totaal particulier huishouden;Totaal;Arnhem/Nijmegen (CR);2020;357315.0
270;Totaal particulier huishouden;Totaal;Arnhem/Nijmegen (CR);2021;360885.0
271;Totaal particulier huishouden;Totaal;Arnhem/Nijmegen (CR);2022;365905.0
272;Totaal particulier huishouden;Totaal;Zuidwest-Gelderland (CR);2015;96420.0
273;Totaal particulier huishouden;Totaal;Zuidwest-Gelderland (CR);2016;97680.0
274;Totaal particulier huishouden;Totaal;Zuidwest-Gelderland (CR);2017;98775.0
275;Totaal particulier huishouden;Totaal;Zuidwest-Gelderland (CR);2018;101100.0
276;Totaal particulier huishouden;Totaal;Zuidwest-Gelderland (CR);2019;102805.0
277;Totaal particulier huishouden;Totaal;Zuidwest-Gelderland (CR);2020;104170.0
278;Totaal particulier huishouden;Totaal;Zuidwest-Gelderland (CR);2021;105640.0
279;Totaal particulier huishouden;Totaal;Zuidwest-Gelderland (CR);2022;107635.0
280;Totaal particulier huishouden;Totaal;Utrecht (CR);2015;572905.0
281;Totaal particulier huishouden;Totaal;Utrecht (CR);2016;579155.0
282;Totaal particulier huishouden;Totaal;Utrecht (CR);2017;584240.0
283;Totaal particulier huishouden;Totaal;Utrecht (CR);2018;590255.0
284;Totaal particulier huishouden;Totaal;Utrecht (CR);2019;610305.0
285;Totaal particulier huishouden;Totaal;Utrecht (CR);2020;613780.0
286;Totaal particulier huishouden;Totaal;Utrecht (CR);2021;619960.0
287;Totaal particulier huishouden;Totaal;Utrecht (CR);2022;630710.0
288;Totaal particulier huishouden;Totaal;Kop van Noord-Holland (CR);2015;162595.0
289;Totaal particulier huishouden;Totaal;Kop van Noord-Holland (CR);2016;163690.0
290;Totaal particulier huishouden;Totaal;Kop van Noord-Holland (CR);2017;164465.0
291;Totaal particulier huishouden;Totaal;Kop van Noord-Holland (CR);2018;165895.0
292;Totaal particulier huishouden;Totaal;Kop van Noord-Holland (CR);2019;167590.0
293;Totaal particulier huishouden;Totaal;Kop van Noord-Holland (CR);2020;168870.0
294;Totaal particulier huishouden;Totaal;Kop van Noord-Holland (CR);2021;170615.0
295;Totaal particulier huishouden;Totaal;Kop van Noord-Holland (CR);2022;173375.0
296;Totaal particulier huishouden;Totaal;Alkmaar en omgeving (CR);2015;107640.0
297;Totaal particulier huishouden;Totaal;Alkmaar en omgeving (CR);2016;108960.0
298;Totaal particulier huishouden;Totaal;Alkmaar en omgeving (CR);2017;109885.0
299;Totaal particulier huishouden;Totaal;Alkmaar en omgeving (CR);2018;111095.0
300;Totaal particulier huishouden;Totaal;Alkmaar en omgeving (CR);2019;112275.0
301;Totaal particulier huishouden;Totaal;Alkmaar en omgeving (CR);2020;113345.0
302;Totaal particulier huishouden;Totaal;Alkmaar en omgeving (CR);2021;114695.0
303;Totaal particulier huishouden;Totaal;Alkmaar en omgeving (CR);2022;116420.0
304;Totaal particulier huishouden;Totaal;IJmond (CR);2015;86815.0
305;Totaal particulier huishouden;Totaal;IJmond (CR);2016;87425.0
306;Totaal particulier huishouden;Totaal;IJmond (CR);2017;87865.0
307;Totaal particulier huishouden;Totaal;IJmond (CR);2018;88405.0
308;Totaal particulier huishouden;Totaal;IJmond (CR);2019;88945.0
309;Totaal particulier huishouden;Totaal;IJmond (CR);2020;89375.0
310;Totaal particulier huishouden;Totaal;IJmond (CR);2021;89965.0
311;Totaal particulier huishouden;Totaal;IJmond (CR);2022;90635.0
312;Totaal particulier huishouden;Totaal;Agglomeratie Haarlem (CR);2015;108520.0
313;Totaal particulier huishouden;Totaal;Agglomeratie Haarlem (CR);2016;109135.0
314;Totaal particulier huishouden;Totaal;Agglomeratie Haarlem (CR);2017;109445.0
315;Totaal particulier huishouden;Totaal;Agglomeratie Haarlem (CR);2018;110685.0
316;Totaal particulier huishouden;Totaal;Agglomeratie Haarlem (CR);2019;108505.0
317;Totaal particulier huishouden;Totaal;Agglomeratie Haarlem (CR);2020;108755.0
318;Totaal particulier huishouden;Totaal;Agglomeratie Haarlem (CR);2021;109160.0
319;Totaal particulier huishouden;Totaal;Agglomeratie Haarlem (CR);2022;110720.0
320;Totaal particulier huishouden;Totaal;Zaanstreek (CR);2015;75045.0
321;Totaal particulier huishouden;Totaal;Zaanstreek (CR);2016;75975.0
322;Totaal particulier huishouden;Totaal;Zaanstreek (CR);2017;76605.0
323;Totaal particulier huishouden;Totaal;Zaanstreek (CR);2018;77085.0
324;Totaal particulier huishouden;Totaal;Zaanstreek (CR);2019;77455.0
325;Totaal particulier huishouden;Totaal;Zaanstreek (CR);2020;77665.0
326;Totaal particulier huishouden;Totaal;Zaanstreek (CR);2021;78005.0
327;Totaal particulier huishouden;Totaal;Zaanstreek (CR);2022;79565.0
328;Totaal particulier huishouden;Totaal;Groot-Amsterdam (CR);2015;674030.0
329;Totaal particulier huishouden;Totaal;Groot-Amsterdam (CR);2016;681790.0
330;Totaal particulier huishouden;Totaal;Groot-Amsterdam (CR);2017;688680.0
331;Totaal particulier huishouden;Totaal;Groot-Amsterdam (CR);2018;693490.0
332;Totaal particulier huishouden;Totaal;Groot-Amsterdam (CR);2019;704505.0
333;Totaal particulier huishouden;Totaal;Groot-Amsterdam (CR);2020;705635.0
334;Totaal particulier huishouden;Totaal;Groot-Amsterdam (CR);2021;718930.0
335;Totaal particulier huishouden;Totaal;Groot-Amsterdam (CR);2022;735670.0
336;Totaal particulier huishouden;Totaal;Het Gooi en Vechtstreek (CR);2015;113150.0
337;Totaal particulier huishouden;Totaal;Het Gooi en Vechtstreek (CR);2016;114395.0
338;Totaal particulier huishouden;Totaal;Het Gooi en Vechtstreek (CR);2017;115180.0
339;Totaal particulier huishouden;Totaal;Het Gooi en Vechtstreek (CR);2018;116095.0
340;Totaal particulier huishouden;Totaal;Het Gooi en Vechtstreek (CR);2019;116860.0
341;Totaal particulier huishouden;Totaal;Het Gooi en Vechtstreek (CR);2020;118020.0
342;Totaal particulier huishouden;Totaal;Het Gooi en Vechtstreek (CR);2021;119120.0
343;Totaal particulier huishouden;Totaal;Het Gooi en Vechtstreek (CR);2022;121685.0
344;Totaal particulier huishouden;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2015;192355.0
345;Totaal particulier huishouden;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2016;194905.0
346;Totaal particulier huishouden;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2017;196935.0
347;Totaal particulier huishouden;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2018;198535.0
348;Totaal particulier huishouden;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2019;200260.0
349;Totaal particulier huishouden;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2020;201035.0
350;Totaal particulier huishouden;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2021;203685.0
351;Totaal particulier huishouden;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2022;207130.0
352;Totaal particulier huishouden;Totaal;Agglomeratie 's-Gravenhage (CR);2015;403215.0
353;Totaal particulier huishouden;Totaal;Agglomeratie 's-Gravenhage (CR);2016;406310.0
354;Totaal particulier huishouden;Totaal;Agglomeratie 's-Gravenhage (CR);2017;410805.0
