ID;Landbouwmethode;RegioS;Perioden;AantalLandbouwbedrijvenTotaal_1;Oppervlakte_2;AantalBedrijven_3;Oppervlakte_4;AantalBedrijven_5;Oppervlakte_6;AantalBedrijven_7;Oppervlakte_8;AantalBedrijven_9;Oppervlakte_10;AantalBedrijven_11;Oppervlakte_12;AantalBedrijven_13;AantalDieren_14;AantalBedrijven_15;AantalDieren_16;AantalBedrijven_17;AantalDieren_18;AantalBedrijven_19;AantalDieren_20;AantalBedrijven_21;AantalDieren_22;AantalBedrijven_23
90;Totaal landbouw;Noord-Holland (PV);2017;3622;3005273;997;2083492;1225;8715225;378;7268568;2435;6714748;2340;553820;600;164746;1340;114027;1036;16122;178;23525;31;1639036;50
91;Totaal landbouw;Zuid-Holland (PV);2011;7002;3832884;1253;817514;1667;53237572;2451;7982622;3562;7421508;3505;561114;724;185260;2144;125760;1746;14060;386;128627;194;831314;54
92;Totaal landbouw;Zuid-Holland (PV);2012;6735;3761896;1212;770294;1562;51709141;2291;7820918;3508;7277179;3453;543739;691;181907;2091;118070;1707;13547;358;117712;174;861472;54
93;Totaal landbouw;Zuid-Holland (PV);2013;6499;3808656;1229;738584;1458;49922069;2134;7809176;3461;7292750;3412;516426;680;185540;2043;115208;1666;12749;329;123294;155;720821;44
94;Totaal landbouw;Zuid-Holland (PV);2014;6183;3710488;1172;703042;1344;48297407;1958;7820638;3352;7290815;3301;529823;685;191382;2005;110352;1598;14710;327;118356;145;836763;39
95;Totaal landbouw;Zuid-Holland (PV);2015;5845;3660548;1113;730303;1250;47892156;1839;7869529;3270;7322978;3207;546551;720;193477;1937;109737;1497;14978;302;121025;122;692346;34
96;Totaal landbouw;Zuid-Holland (PV);2016;5083;3613762;1059;732747;1180;46715947;1692;7522437;2756;6988533;2698;533904;703;197241;1754;89975;1199;15726;239;120551;105;810688;25
97;Totaal landbouw;Zuid-Holland (PV);2017;4863;3602000;986;752458;1165;45347003;1531;7393397;2725;6844809;2673;548588;714;186843;1734;89407;1185;17651;229;126619;98;655008;26
98;Totaal landbouw;Zeeland (PV);2011;3258;8833238;2557;618321;683;2065680;97;2734096;1958;2040079;1825;694017;715;53793;591;41918;421;707;73;52587;44;1698175;49
99;Totaal landbouw;Zeeland (PV);2012;3215;8777285;2508;596920;660;1996416;89;2763582;1943;2058481;1814;705101;704;53056;569;40191;397;751;65;60092;43;1760614;50
100;Totaal landbouw;Zeeland (PV);2013;3202;8816252;2498;630325;672;1809764;85;2677840;1949;1958565;1817;719275;726;54158;552;38765;399;794;69;56049;38;1716880;46
101;Totaal landbouw;Zeeland (PV);2014;3142;8730151;2468;611313;651;1563076;77;2786677;1968;2049040;1807;737637;749;57385;546;35549;387;1099;64;52753;35;1620944;51
102;Totaal landbouw;Zeeland (PV);2015;3108;8556726;2428;650515;709;1537069;70;2860114;2101;2122572;1925;737542;846;57110;527;34808;378;1253;55;53798;34;1975650;46
103;Totaal landbouw;Zeeland (PV);2016;2879;8505599;2320;644196;666;1664004;70;2714226;1949;1978304;1791;735922;777;58807;497;33880;320;2556;54;59074;37;1687879;45
104;Totaal landbouw;Zeeland (PV);2017;2863;8417936;2267;660579;681;1672091;69;2783020;1951;2042953;1813;740067;774;56926;494;34230;320;3277;53;57680;37;1981379;43
105;Totaal landbouw;Noord-Brabant (PV);2011;12502;6826176;4508;1885852;2455;14153515;796;16172559;10004;10508344;8930;5664215;6405;652894;4782;81166;1103;137168;452;5716281;2176;26531857;508
106;Totaal landbouw;Noord-Brabant (PV);2012;12167;6525977;4345;1851649;2365;13557317;763;16170905;9738;10390326;8634;5780579;6342;647299;4602;77856;1078;135075;470;5725421;1991;26609930;477
107;Totaal landbouw;Noord-Brabant (PV);2013;11919;6594317;4375;1847994;2321;13727242;717;16113244;9588;10089000;8442;6024244;6386;661437;4487;78122;1069;139374;456;5667142;1880;26828509;456
108;Totaal landbouw;Noord-Brabant (PV);2014;11550;6343187;4206;1819886;2267;13664516;661;16167303;9374;10125171;8239;6042132;6379;671392;4400;72616;1037;146064;447;5700762;1747;27480810;450
109;Totaal landbouw;Noord-Brabant (PV);2015;11293;6166739;4186;1817913;2322;12706246;636;16346438;9360;10312044;8181;6034394;6596;677018;4245;75123;991;159141;423;5935569;1703;28254616;464
110;Totaal landbouw;Noord-Brabant (PV);2016;9915;6252030;4135;1822104;2252;13386061;607;15387142;8187;9894879;7168;5492263;6012;698692;3894;63859;730;163448;392;5950727;1632;27743546;435
111;Totaal landbouw;Noord-Brabant (PV);2017;9828;6350618;4091;1843937;2243;13414589;561;15136568;8162;9672147;7186;5464421;5951;681529;3857;63048;717;166514;379;6002682;1574;27912392;430
112;Totaal landbouw;Limburg (PV);2011;4820;3638168;2366;1186525;1398;9196740;463;5044918;3520;3448504;3236;1596414;1789;144928;1287;39176;388;31201;112;1856806;613;13951600;232
113;Totaal landbouw;Limburg (PV);2012;4673;3522356;2293;1157266;1322;8931961;425;5025585;3436;3387563;3122;1638022;1814;141245;1224;38354;401;37167;105;1828586;566;13982702;214
114;Totaal landbouw;Limburg (PV);2013;4594;3604669;2315;1155608;1312;9136494;408;4947820;3363;3283724;3041;1664096;1802;145898;1195;37717;396;40120;113;1846238;521;14727335;209
115;Totaal landbouw;Limburg (PV);2014;4427;3534681;2235;1229808;1307;8551738;376;4937716;3309;3340041;2944;1597675;1833;146373;1164;35743;374;39351;110;1856109;483;15579161;204
116;Totaal landbouw;Limburg (PV);2015;4364;3379612;2187;1282157;1324;7633006;345;5030340;3355;3297687;2952;1732653;1983;147166;1142;37104;365;42538;117;1949081;471;16028142;189
117;Totaal landbouw;Limburg (PV);2016;3893;3433479;2113;1344591;1437;8251767;340;4565087;2945;3016916;2635;1548171;1780;153402;1058;31231;272;46222;101;1937689;448;16811590;201
118;Totaal landbouw;Limburg (PV);2017;3854;3435650;2056;1313397;1451;8386251;313;4613803;2953;3061697;2632;1552106;1796;146060;1048;31487;262;51534;103;1904400;428;16770395;196
119;Totaal landbouw;Bouwhoek en Hogeland (LG);2011;1825;4141836;804;92447;99;1412746;42;4600424;1460;4237820;1431;362604;356;110503;784;77335;581;3765;112;14649;17;3356610;51
120;Totaal landbouw;Bouwhoek en Hogeland (LG);2012;1797;4025362;801;91758;89;1459513;37;4685451;1444;4333681;1421;351770;340;113706;774;75979;573;3399;101;12320;14;3515755;44
121;Totaal landbouw;Bouwhoek en Hogeland (LG);2013;1788;4182232;814;93391;85;1436112;33;4681322;1441;4373274;1419;308048;311;117524;757;76692;574;3565;100;10987;14;3297564;45
122;Totaal landbouw;Bouwhoek en Hogeland (LG);2014;1742;4120058;778;95849;83;1377832;30;4774101;1421;4476130;1394;297971;309;123466;753;67961;546;4002;104;10457;14;2708005;48
123;Totaal landbouw;Bouwhoek en Hogeland (LG);2015;1682;4051705;732;107485;96;1351357;32;4763436;1398;4462543;1372;300893;311;128484;742;63052;503;5044;103;13548;16;4094439;48
124;Totaal landbouw;Bouwhoek en Hogeland (LG);2016;1488;4004902;719;105779;92;1366062;28;4653777;1222;4390197;1191;263580;281;131756;696;54481;383;5122;87;10889;13;3194457;48
125;Totaal landbouw;Bouwhoek en Hogeland (LG);2017;1476;4011974;716;114937;102;1595523;29;4616663;1210;4322235;1186;294428;309;125981;696;58628;376;5694;85;10980;12;3244841;44
126;Totaal landbouw;Veenkoloniën en Oldambt (LG);2011;3218;10239081;1865;190778;221;2213232;88;6352621;2367;4820746;2204;1531875;1040;149309;1042;45900;414;9536;138;250990;123;7682236;145
127;Totaal landbouw;Veenkoloniën en Oldambt (LG);2012;3151;10038891;1822;209333;212;1983424;76;6521295;2369;4953774;2187;1567521;1076;158897;1045;47040;412;11470;123;241525;113;7573730;140
128;Totaal landbouw;Veenkoloniën en Oldambt (LG);2013;3157;10286705;1821;195675;199;1905123;71;6699927;2372;5190144;2201;1509783;1036;167411;1038;48109;417;13220;120;260692;116;8295140;144
129;Totaal landbouw;Veenkoloniën en Oldambt (LG);2014;3090;10093837;1732;221402;200;1785678;72;6786229;2364;5233861;2159;1552368;1111;170134;1024;48401;402;14305;113;263637;104;8602526;138
130;Totaal landbouw;Veenkoloniën en Oldambt (LG);2015;3037;9932478;1716;253605;249;1916892;65;6909778;2382;5288954;2143;1620824;1207;175428;1000;45922;367;14491;113;255084;104;8893659;141
131;Totaal landbouw;Veenkoloniën en Oldambt (LG);2016;2692;9992160;1675;258854;247;1894875;58;6557780;2076;5072064;1869;1485716;1165;183272;942;36421;235;14698;90;248836;86;9005410;147
132;Totaal landbouw;Veenkoloniën en Oldambt (LG);2017;2651;10232025;1656;282532;247;1819080;57;6452619;2052;5068738;1859;1383881;1095;174497;917;38252;241;14432;98;246846;81;9091811;138
133;Totaal landbouw;Noordelijk Weidegebied (LG);2011;8954;1723629;787;135834;204;1100715;90;29466004;8654;26009097;8546;3456907;3405;798859;6172;247147;2497;31869;725;349941;249;9812950;180
134;Totaal landbouw;Noordelijk Weidegebied (LG);2012;8883;1641608;815;131047;183;1113236;83;29487591;8562;26075924;8460;3411667;3291;806327;6105;239502;2521;33114;746;359080;229;10035607;191
135;Totaal landbouw;Noordelijk Weidegebied (LG);2013;8698;1725535;854;128589;190;1064672;79;29258992;8402;26060317;8314;3198675;3105;824092;5998;238054;2486;32676;731;353519;220;9552832;181
136;Totaal landbouw;Noordelijk Weidegebied (LG);2014;8454;1532464;716;135720;193;1020876;73;29246806;8161;26287982;8054;2958824;3119;839982;5880;216818;2416;33115;677;354691;201;10721233;185
137;Totaal landbouw;Noordelijk Weidegebied (LG);2015;8236;1494925;659;154098;206;911221;67;29495470;7945;26537497;7825;2957973;3147;860428;5765;206045;2270;35634;632;352701;206;10471749;174
138;Totaal landbouw;Noordelijk Weidegebied (LG);2016;6888;1476238;647;153706;197;883106;56;28651065;6668;25817174;6549;2833891;2996;880123;5380;175148;1591;37916;510;363588;174;10628402;173
139;Totaal landbouw;Noordelijk Weidegebied (LG);2017;6811;1598442;666;174023;210;986277;55;28259436;6552;25352325;6438;2907111;2995;845070;5295;182534;1567;40754;514;341732;165;10594727;177
140;Totaal landbouw;Oostelijk Veehouderijgebied (LG);2011;13037;3598301;2676;384990;724;1154980;182;26043707;12171;19603908;11598;6439799;7764;823869;7960;103409;1579;70125;624;2813535;1897;14389440;398
