ID;MechanischeBestrijding;TeeltsectorenEnGewassen;Perioden;AantalBedrijven_1;PercentageBedrijven_2;GrootteOppervlakte_3;PercentageOppervlakte_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16
449;Overige onkruidbestrijding;Hyacinten;2016;6.0;3.9;122;8.4;0.0;0.0;13.3;0.0;0.0;0.0;0.0;0.0;0.0;6.2;0.0;0.0
450;Overige onkruidbestrijding;Irissen;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
451;Overige onkruidbestrijding;Irissen;2016;6.0;9.6;15;5.6;4.9;4.9;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.5;5.5
452;Overige onkruidbestrijding;Komkommers;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
453;Overige onkruidbestrijding;Komkommers;2016;3.0;1.6;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
454;Overige onkruidbestrijding;Totaal koolzaad;2012;28.0;9.2;93;4.4;0.0;0.0;0.0;0.0;0.0;4.7;0.0;0.6;0.6;0.0;0.0;0.0
455;Overige onkruidbestrijding;Totaal koolzaad;2016;8.0;3.5;64;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3;0.0;0.0;0.0
456;Overige onkruidbestrijding;Laan- en parkbomen;2012;85.0;16.5;419;9.2;0.0;0.0;3.0;0.0;0.0;0.7;6.7;0.1;5.1;0.8;0.0;0.0
457;Overige onkruidbestrijding;Laan- en parkbomen;2016;56.0;11.6;414;9.1;0.0;0.0;0.0;1.2;2.8;2.9;6.8;5.6;5.6;4.1;2.2;0.1
458;Overige onkruidbestrijding;Lelies (bloem) onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
459;Overige onkruidbestrijding;Lelies (bloem) onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
460;Overige onkruidbestrijding;Lelies (bol);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
461;Overige onkruidbestrijding;Lelies (bol);2016;3.0;0.6;145;2.4;0.0;0.0;3.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
462;Overige onkruidbestrijding;Maïs, snijmaïs;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
463;Overige onkruidbestrijding;Maïs, snijmaïs;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
464;Overige onkruidbestrijding;Narcissen;2012;24.0;6.9;30;1.7;0.0;0.0;1.0;0.2;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0
465;Overige onkruidbestrijding;Narcissen;2016;19.0;7.4;79;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8;0.0;0.5;0.0;0.0
466;Overige onkruidbestrijding;Orchideeën onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
467;Overige onkruidbestrijding;Orchideeën onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
468;Overige onkruidbestrijding;Totaal paprika's;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
469;Overige onkruidbestrijding;Totaal paprika's;2016;0.0;;0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
470;Overige onkruidbestrijding;Peren;2012;88.0;5.7;510;6.2;0.0;0.0;0.4;0.0;6.2;4.5;6.0;5.3;0.0;0.0;0.0;0.0
471;Overige onkruidbestrijding;Peren;2016;119.0;9.1;420;4.4;0.0;0.0;5.9;0.5;0.9;0.9;0.2;0.2;1.1;1.1;0.0;0.0
472;Overige onkruidbestrijding;Perkplanten onder glas;2012;31.0;7.4;7;1.7;0.0;1.3;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0
473;Overige onkruidbestrijding;Perkplanten onder glas;2016;23.0;8.5;12;3.7;0.1;0.0;0.0;2.7;2.6;2.6;1.7;2.6;2.6;0.0;0.0;0.0
474;Overige onkruidbestrijding;Totaal pootaardappelen;2012;252.0;10.5;4714;12.0;0.0;0.0;0.0;3.5;10.3;0.1;1.0;0.0;0.0;0.0;0.0;0.0
475;Overige onkruidbestrijding;Totaal pootaardappelen;2016;535.0;23.3;7931;19.2;0.0;0.0;0.0;3.2;13.1;0.9;0.0;0.0;0.0;0.0;0.0;0.0
476;Overige onkruidbestrijding;Poot- en plantuien;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
477;Overige onkruidbestrijding;Poot- en plantuien;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
478;Overige onkruidbestrijding;Potplanten, voor de bloei onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
479;Overige onkruidbestrijding;Potplanten, voor de bloei onder glas;2016;10.0;2.7;2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
480;Overige onkruidbestrijding;Prei;2012;88.0;20.5;560;23.1;0.0;0.0;0.0;0.2;2.9;2.9;13.5;15.3;8.0;0.0;0.0;0.0
481;Overige onkruidbestrijding;Prei;2016;77.0;27.1;546;25.2;0.0;0.0;0.0;1.3;6.0;4.6;12.9;13.3;10.6;11.6;0.0;0.0
482;Overige onkruidbestrijding;Rozenstruiken;2012;29.0;21.6;292;59.0;30.9;24.9;7.2;4.0;0.0;26.1;0.0;0.0;0.0;0.0;0.0;14.0
483;Overige onkruidbestrijding;Rozenstruiken;2016;35.0;26.9;206;48.9;10.6;10.7;16.6;0.0;8.6;5.4;8.4;0.0;0.0;4.3;0.0;4.6
484;Overige onkruidbestrijding;Rozen onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
485;Overige onkruidbestrijding;Rozen onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
486;Overige onkruidbestrijding;Schorseneren;2012;4.0;2.8;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
487;Overige onkruidbestrijding;Schorseneren;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
488;Overige onkruidbestrijding;Sierconiferen;2012;90.0;10.4;304;9.9;0.0;0.0;9.8;2.3;2.6;6.6;3.7;3.7;3.7;1.2;0.0;0.0
489;Overige onkruidbestrijding;Sierconiferen;2016;143.0;17.0;627;20.5;0.0;0.0;0.0;9.9;11.3;15.2;11.7;9.5;11.1;7.0;1.7;1.1
490;Overige onkruidbestrijding;Totaal sluitkool;2012;19.0;3.8;154;5.9;0.0;0.0;0.0;0.0;0.0;6.5;0.0;0.0;0.0;0.0;0.0;0.0
491;Overige onkruidbestrijding;Totaal sluitkool;2016;5.0;1.2;14;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0
492;Overige onkruidbestrijding;Spruitkool;2012;21.0;8.9;523;19.3;0.0;0.0;0.0;0.0;13.7;15.3;0.0;0.0;0.0;0.0;0.0;0.0
493;Overige onkruidbestrijding;Spruitkool;2016;22.0;10.5;162;6.2;0.0;0.0;0.0;0.0;5.7;6.3;1.7;1.7;0.8;0.0;0.0;0.0
494;Overige onkruidbestrijding;Stamsperziebonen;2012;7.0;2.0;132;5.5;0.0;0.0;0.0;0.0;0.0;5.2;5.7;0.0;0.0;0.0;0.0;0.0
495;Overige onkruidbestrijding;Stamsperziebonen;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
496;Overige onkruidbestrijding;Suikerbieten;2012;190.0;2.3;2939;4.0;0.0;0.0;0.0;0.0;0.0;4.2;0.0;0.0;0.0;0.0;0.0;0.0
497;Overige onkruidbestrijding;Suikerbieten;2016;203.0;2.6;1559;2.2;0.0;0.0;0.0;0.0;0.0;2.3;0.7;0.7;0.0;0.0;0.0;0.0
498;Overige onkruidbestrijding;Tarwe, winter;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
499;Overige onkruidbestrijding;Tarwe, winter;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
500;Overige onkruidbestrijding;Tarwe, zomer;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
501;Overige onkruidbestrijding;Tarwe, zomer;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
502;Overige onkruidbestrijding;Totaal tomaten;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
503;Overige onkruidbestrijding;Totaal tomaten;2016;4.0;1.6;37;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1
504;Overige onkruidbestrijding;Tulpen open grond;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
505;Overige onkruidbestrijding;Tulpen open grond;2016;37.0;4.2;333;2.5;1.4;0.0;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0
506;Overige onkruidbestrijding;Vaste planten;2012;85.0;14.3;187;13.4;0.3;0.0;3.1;1.7;4.1;3.9;6.0;0.6;6.0;9.4;0.3;0.0
507;Overige onkruidbestrijding;Vaste planten;2016;74.0;14.1;107;6.2;0.8;0.0;0.5;0.9;0.7;0.9;2.1;2.7;1.5;0.6;0.4;2.7
508;Overige onkruidbestrijding;Vlas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
509;Overige onkruidbestrijding;Vlas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
510;Overige onkruidbestrijding;Vruchtbomen;2012;65.0;32.9;164;11.6;0.0;0.0;0.0;0.7;1.7;3.2;6.1;1.4;1.2;0.0;1.7;0.0
511;Overige onkruidbestrijding;Vruchtbomen;2016;55.0;25.5;64;3.9;0.3;0.0;0.3;1.1;2.9;2.9;1.7;1.7;1.8;1.0;0.0;0.0
512;Overige onkruidbestrijding;Winterpeen;2012;114.0;12.7;772;12.5;0.0;0.0;0.0;1.6;6.8;1.4;0.0;2.5;0.0;9.1;9.1;0.0
513;Overige onkruidbestrijding;Winterpeen;2016;184.0;20.2;1988;29.9;0.0;0.0;0.0;0.0;4.0;18.7;16.1;4.2;0.3;5.7;5.7;5.7
514;Overige onkruidbestrijding;Witlofwortel;2012;119.0;25.8;767;22.9;0.0;0.0;4.6;1.3;2.9;2.0;8.3;7.9;5.1;0.0;0.0;0.0
515;Overige onkruidbestrijding;Witlofwortel;2016;99.0;23.8;741;25.6;0.0;0.0;0.0;0.0;6.8;9.7;11.0;11.2;2.1;0.0;0.0;0.0
516;Overige onkruidbestrijding;Zaai-uien;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
517;Overige onkruidbestrijding;Zaai-uien;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
518;Overige onkruidbestrijding;Zetmeelaardappelen;2012;690.0;46.8;18870;43.6;0.0;0.0;0.0;0.0;11.1;35.5;1.4;0.0;1.4;0.0;0.0;0.0
519;Overige onkruidbestrijding;Zetmeelaardappelen;2016;993.0;62.3;27032;62.6;0.0;0.0;0.0;8.0;17.4;42.8;4.4;0.0;0.0;0.0;0.0;0.0
520;Overige bestrijding zonder gewasbesch...;Totaal gewassen/teeltsectoren;2012;;;16527;2.1;0.2;0.2;0.6;0.6;0.6;0.7;0.8;0.5;0.5;0.5;0.3;0.2
521;Overige bestrijding zonder gewasbesch...;Totaal gewassen/teeltsectoren;2016;;;21217;2.9;0.4;0.4;0.8;0.9;1.1;1.3;0.6;0.6;0.5;0.3;0.2;0.2
522;Overige bestrijding zonder gewasbesch...;Totaal akkerbouw;2012;;;3488;0.5;0.0;0.0;0.1;0.0;0.0;0.3;0.1;0.1;0.0;0.0;0.0;0.0
523;Overige bestrijding zonder gewasbesch...;Totaal akkerbouw;2016;;;5808;0.9;0.0;0.0;0.0;0.0;0.4;0.7;0.1;0.1;0.0;0.0;0.0;0.0
524;Overige bestrijding zonder gewasbesch...;Totaal bloembollen en -knollen;2012;;;2346;11.2;0.0;0.4;7.0;2.6;5.0;1.8;5.4;2.0;0.9;2.0;0.0;0.0
525;Overige bestrijding zonder gewasbesch...;Totaal bloembollen en -knollen;2016;;;2836;12.1;0.0;0.0;1.6;6.8;4.9;3.3;3.3;2.1;0.6;1.1;0.3;0.9
526;Overige bestrijding zonder gewasbesch...;Bloemkw. onder glas (totaal);2012;;;2463;72.6;29.3;25.9;34.2;37.0;41.3;38.6;52.4;43.3;42.1;36.7;42.0;33.4
527;Overige bestrijding zonder gewasbesch...;Bloemkw. onder glas (totaal);2016;;;2203;77.0;37.8;40.6;39.3;34.4;35.3;44.8;39.5;39.0;41.2;38.6;30.5;30.8
528;Overige bestrijding zonder gewasbesch...;Totaal boomkwekerij en vaste planten;2012;;;889;5.4;0.0;1.0;3.5;0.5;1.5;1.8;1.7;1.8;2.0;3.5;0.0;0.0
529;Overige bestrijding zonder gewasbesch...;Totaal boomkwekerij en vaste planten;2016;;;1261;7.4;0.4;0.9;0.6;1.7;2.0;2.8;2.4;1.6;3.6;0.6;0.6;0.2
530;Overige bestrijding zonder gewasbesch...;Totaal champignons;2012;113.0;86.2;51;77.1;80.6;54.4;50.8;85.7;67.8;68.7;45.8;45.9;52.4;57.0;53.4;53.9
531;Overige bestrijding zonder gewasbesch...;Totaal champignons;2016;97.0;83.5;54;92.6;75.7;75.7;75.7;86.8;86.8;86.8;63.6;63.6;84.5;84.6;83.0;83.0
532;Overige bestrijding zonder gewasbesch...;Fruit open grond (totaal);2012;;;4679;29.0;0.0;2.0;2.0;15.7;7.5;6.3;8.8;4.7;3.0;8.4;2.1;0.0
533;Overige bestrijding zonder gewasbesch...;Fruit open grond (totaal);2016;;;5094;30.3;7.3;5.0;20.5;16.7;9.8;7.0;2.4;1.8;0.8;0.0;1.9;0.2
534;Overige bestrijding zonder gewasbesch...;Totaal glasgroenten;2012;;;822;21.0;5.2;6.1;8.9;6.3;8.0;4.8;6.5;5.7;3.4;4.1;4.1;2.9
535;Overige bestrijding zonder gewasbesch...;Totaal glasgroenten;2016;;;1650;63.6;24.4;26.5;23.2;23.3;21.7;22.4;12.5;17.3;21.4;18.3;12.9;16.6
536;Overige bestrijding zonder gewasbesch...;Totaal tuinbouwgroenten;2012;;;1787;5.1;0.0;0.0;0.3;0.4;0.9;0.8;1.1;1.1;3.1;0.0;0.0;0.0
537;Overige bestrijding zonder gewasbesch...;Totaal tuinbouwgroenten;2016;;;2310;6.5;0.3;0.0;0.5;1.1;2.9;3.1;2.3;3.1;2.8;0.2;0.0;0.0
538;Overige bestrijding zonder gewasbesch...;Aardbeien, onder glas;2012;26.0;9.0;32;11.1;0.0;7.5;6.2;0.5;5.5;0.0;0.0;3.6;5.0;1.0;1.0;0.0
539;Overige bestrijding zonder gewasbesch...;Aardbeien, onder glas;2016;29.0;11.4;125;37.1;14.1;8.5;22.6;0.9;0.0;0.0;0.0;8.3;11.1;0.8;0.8;6.3
540;Overige bestrijding zonder gewasbesch...;Aardbeien, productie;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
541;Overige bestrijding zonder gewasbesch...;Aardbeien, productie;2016;30.0;9.0;69;5.1;0.0;0.0;12.0;0.0;1.2;2.0;1.1;0.0;0.0;0.0;0.0;0.0
542;Overige bestrijding zonder gewasbesch...;Appels;2012;421.0;30.2;2421;30.5;0.0;4.1;3.4;13.1;10.5;7.2;5.9;2.5;0.7;7.9;4.3;0.0
543;Overige bestrijding zonder gewasbesch...;Appels;2016;257.0;23.7;1684;22.9;13.5;8.3;12.3;8.6;8.9;7.5;2.4;1.7;1.0;0.0;3.2;0.4
544;Overige bestrijding zonder gewasbesch...;Totaal asperges;2012;23.0;3.2;45;1.6;0.0;0.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0
545;Overige bestrijding zonder gewasbesch...;Totaal asperges;2016;15.0;2.4;81;2.1;0.0;0.0;0.0;0.0;0.0;0.0;2.5;2.8;2.5;0.3;0.0;0.0
546;Overige bestrijding zonder gewasbesch...;Bladplanten onder glas;2012;150.0;47.4;328;67.8;37.9;34.9;63.6;49.5;54.2;43.4;42.6;52.7;46.9;55.1;72.5;52.8
547;Overige bestrijding zonder gewasbesch...;Bladplanten onder glas;2016;143.0;59.5;303;77.4;56.5;57.5;55.7;45.6;47.4;51.5;48.7;37.8;46.2;55.9;43.0;35.3
548;Overige bestrijding zonder gewasbesch...;Bloemkool;2012;22.0;7.4;141;6.3;0.0;0.4;0.0;0.1;4.6;0.1;0.1;0.1;0.0;0.0;0.0;0.0
549;Overige bestrijding zonder gewasbesch...;Bloemkool;2016;3.0;1.4;381;18.0;0.0;0.0;0.0;16.7;16.7;16.7;0.0;0.0;0.0;0.0;0.0;0.0
550;Overige bestrijding zonder gewasbesch...;Totaal bloemkwekerijgewassen;2012;21.0;1.6;49;1.7;0.0;1.4;0.0;0.8;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0
551;Overige bestrijding zonder gewasbesch...;Totaal bloemkwekerijgewassen;2016;86.0;8.2;166;6.0;2.4;3.3;0.0;1.6;2.4;3.4;2.6;3.2;3.0;1.5;1.4;0.0
552;Overige bestrijding zonder gewasbesch...;Bos- en haagplantsoen;2012;31.0;4.6;280;10.5;0.0;0.0;0.8;1.8;6.9;7.3;6.8;6.8;6.6;16.9;0.0;0.0
553;Overige bestrijding zonder gewasbesch...;Bos- en haagplantsoen;2016;34.0;6.1;345;12.0;0.0;0.0;0.0;4.0;4.0;7.8;0.8;0.8;10.4;0.0;0.0;0.0
554;Overige bestrijding zonder gewasbesch...;Bos- en waspeen;2012;30.0;6.8;80;3.2;0.0;0.0;0.0;0.0;1.8;0.0;0.0;1.5;1.5;0.0;0.0;0.0
555;Overige bestrijding zonder gewasbesch...;Bos- en waspeen;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
556;Overige bestrijding zonder gewasbesch...;Broccoli;2012;21.0;14.2;84;4.6;0.0;0.0;0.0;8.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
557;Overige bestrijding zonder gewasbesch...;Broccoli;2016;5.0;3.7;12;0.6;0.0;0.0;0.0;0.9;0.9;0.0;0.9;0.0;0.0;0.0;0.0;0.0
558;Overige bestrijding zonder gewasbesch...;Bruine bonen;2012;5.0;1.9;22;1.4;0.0;0.0;0.0;0.0;0.0;1.8;0.0;0.0;0.0;0.0;0.0;0.0
559;Overige bestrijding zonder gewasbesch...;Bruine bonen;2016;8.0;4.5;34;4.1;0.0;0.0;0.0;4.4;4.4;4.4;0.0;0.0;0.0;0.0;0.0;0.0
560;Overige bestrijding zonder gewasbesch...;Chrysanten onder glas;2012;159.0;82.3;483;95.9;68.4;50.8;57.7;74.3;75.9;78.1;98.2;80.9;85.2;87.8;89.7;67.1
561;Overige bestrijding zonder gewasbesch...;Chrysanten onder glas;2016;90.0;80.0;365;95.4;58.1;70.3;71.6;64.6;65.3;74.5;68.0;53.0;56.8;61.0;38.6;43.1
562;Overige bestrijding zonder gewasbesch...;Cichorei;2012;27.0;6.4;192;6.6;0.0;0.0;0.0;0.0;0.0;0.0;1.2;10.1;0.0;0.0;0.0;0.0
563;Overige bestrijding zonder gewasbesch...;Cichorei;2016;11.0;2.1;38;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1;0.0;0.0;0.0
564;Overige bestrijding zonder gewasbesch...;Totaal consumptieaardappelen;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
565;Overige bestrijding zonder gewasbesch...;Totaal consumptieaardappelen;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
566;Overige bestrijding zonder gewasbesch...;Doperwten;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
567;Overige bestrijding zonder gewasbesch...;Doperwten;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
568;Overige bestrijding zonder gewasbesch...;Fresia's onder glas;2012;54.0;65.5;95;92.1;0.0;0.0;64.5;0.0;2.0;0.0;62.8;18.5;62.8;54.9;40.3;3.0
569;Overige bestrijding zonder gewasbesch...;Fresia's onder glas;2016;32.0;64.8;61;78.2;20.8;20.8;45.9;27.5;35.8;35.8;38.8;36.5;55.2;32.1;30.1;21.8
570;Overige bestrijding zonder gewasbesch...;Gerst, zomer;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
571;Overige bestrijding zonder gewasbesch...;Gerst, zomer;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
572;Overige bestrijding zonder gewasbesch...;Gerbera's onder glas;2012;62.0;91.8;156;91.3;36.8;37.5;34.3;37.8;44.4;49.0;65.1;42.2;44.7;37.9;27.6;31.8
573;Overige bestrijding zonder gewasbesch...;Gerbera's onder glas;2016;55.0;98.3;186;98.7;20.9;9.3;33.6;31.5;12.6;42.8;19.7;5.2;20.4;17.4;0.0;16.6
574;Overige bestrijding zonder gewasbesch...;Gladiolen;2012;35.0;20.5;162;14.5;0.0;0.0;1.0;0.0;13.0;0.0;0.0;0.0;0.0;2.8;0.0;0.0
575;Overige bestrijding zonder gewasbesch...;Gladiolen;2016;34.0;23.1;172;18.5;0.0;0.0;0.0;0.0;0.0;0.0;3.9;8.8;0.0;0.0;0.0;0.0
576;Overige bestrijding zonder gewasbesch...;Graszaden;2012;154.0;10.3;1090;8.0;0.0;0.0;0.0;0.0;0.0;2.8;5.0;0.0;0.0;0.0;0.0;0.0
577;Overige bestrijding zonder gewasbesch...;Graszaden;2016;20.0;1.8;58;0.6;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
578;Overige bestrijding zonder gewasbesch...;Hyacinten;2012;27.0;16.7;298;20.6;0.0;0.0;8.5;4.5;0.0;4.3;5.6;0.0;6.9;18.1;0.0;0.0
579;Overige bestrijding zonder gewasbesch...;Hyacinten;2016;52.0;33.2;629;43.0;0.0;0.0;10.0;24.5;9.4;12.0;15.6;11.2;7.8;13.8;2.7;0.0
580;Overige bestrijding zonder gewasbesch...;Irissen;2012;5.0;6.9;27;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.7;0.0;0.0;0.0
581;Overige bestrijding zonder gewasbesch...;Irissen;2016;9.0;14.8;43;15.8;0.0;0.0;0.0;2.8;0.0;4.5;0.0;0.0;8.4;11.2;4.5;0.0
582;Overige bestrijding zonder gewasbesch...;Komkommers;2012;44.0;17.6;70;11.2;7.2;5.7;1.4;1.7;3.0;1.4;4.3;5.2;1.8;0.0;0.0;0.0
583;Overige bestrijding zonder gewasbesch...;Komkommers;2016;68.0;32.2;254;45.9;3.5;8.3;1.1;6.9;7.5;14.4;6.9;3.9;2.0;8.7;6.3;8.1
584;Overige bestrijding zonder gewasbesch...;Totaal koolzaad;2012;24.0;8.0;125;5.9;0.0;0.0;0.0;0.0;0.0;0.0;2.2;3.1;0.0;0.0;0.0;0.0
585;Overige bestrijding zonder gewasbesch...;Totaal koolzaad;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
586;Overige bestrijding zonder gewasbesch...;Laan- en parkbomen;2012;23.0;4.4;273;6.0;0.0;0.0;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
587;Overige bestrijding zonder gewasbesch...;Laan- en parkbomen;2016;10.0;2.0;50;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.3;0.3;0.0;0.0;0.0
588;Overige bestrijding zonder gewasbesch...;Lelies (bloem) onder glas;2012;48.0;34.2;98;50.0;4.0;15.6;4.0;8.8;22.4;17.1;42.9;8.8;0.0;0.0;12.5;0.0
589;Overige bestrijding zonder gewasbesch...;Lelies (bloem) onder glas;2016;36.0;41.8;73;53.1;21.8;19.7;27.9;11.3;11.3;5.4;11.9;6.1;34.3;11.9;7.7;11.9
590;Overige bestrijding zonder gewasbesch...;Lelies (bol);2012;40.0;12.8;437;8.6;0.0;1.8;1.8;1.1;1.1;1.1;12.3;0.0;0.0;2.1;0.0;0.0
591;Overige bestrijding zonder gewasbesch...;Lelies (bol);2016;31.0;7.5;644;10.6;0.0;0.0;0.0;0.0;0.0;0.0;3.9;3.9;0.0;0.0;0.0;3.6
592;Overige bestrijding zonder gewasbesch...;Maïs, snijmaïs;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
593;Overige bestrijding zonder gewasbesch...;Maïs, snijmaïs;2016;214.0;0.9;699;0.3;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0
594;Overige bestrijding zonder gewasbesch...;Narcissen;2012;51.0;14.6;90;5.1;0.0;0.0;3.9;2.6;0.0;0.0;3.2;3.2;3.2;0.5;0.0;0.0
595;Overige bestrijding zonder gewasbesch...;Narcissen;2016;50.0;19.9;477;29.9;0.0;0.0;15.1;16.0;16.0;11.7;5.3;0.0;0.0;0.0;0.0;0.0
596;Overige bestrijding zonder gewasbesch...;Orchideeën onder glas;2012;49.0;36.1;114;53.6;16.9;5.5;18.4;26.7;20.1;17.5;20.2;32.6;32.6;12.0;17.2;38.3
597;Overige bestrijding zonder gewasbesch...;Orchideeën onder glas;2016;41.0;45.1;84;52.1;28.9;28.9;28.9;18.2;23.1;30.2;18.7;28.6;31.6;30.2;13.3;14.2
598;Overige bestrijding zonder gewasbesch...;Totaal paprika's;2012;45.0;15.6;253;19.3;5.6;1.9;4.4;5.2;1.6;1.7;2.3;1.8;0.0;0.0;4.3;6.7
