ID;Brandstofsoort;LeeftijdVoertuig;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6;TotaalGemiddeldJaarkilometrage_7;GemiddeldJaarkilometrageInNederland_8;GemiddeldJaarkilometrageInBuitenland_9;NederlandseBestelautoSInGebruik_10
62;Totaal;1 jaar;1990;1068.0;1038.0;30.0;1081.0;1038.0;43.0;;;;
63;Totaal;1 jaar;1991;1343.0;1305.0;39.0;1359.0;1305.0;54.0;;;;
64;Totaal;1 jaar;1992;1562.0;1516.0;46.0;1579.0;1516.0;63.0;;;;
65;Totaal;1 jaar;1993;1731.0;1678.0;53.0;1748.0;1678.0;70.0;;;;
66;Totaal;1 jaar;1994;1735.0;1680.0;55.0;1750.0;1680.0;70.0;;;;
67;Totaal;1 jaar;1995;1729.0;1672.0;57.0;1742.0;1672.0;70.0;;;;
68;Totaal;1 jaar;1996;1782.0;1721.0;61.0;1793.0;1721.0;72.0;;;;
69;Totaal;1 jaar;1997;1902.0;1835.0;67.0;1911.0;1835.0;76.0;;;;
70;Totaal;1 jaar;1998;2061.0;1986.0;75.0;2069.0;1986.0;83.0;;;;
71;Totaal;1 jaar;1999;2252.0;2167.0;85.0;2257.0;2167.0;90.0;;;;
72;Totaal;1 jaar;2000;2454.0;2358.0;95.0;2457.0;2358.0;98.0;;;;
73;Totaal;1 jaar;2001;2608.6;2504.2;104.3;2608.6;2504.2;104.3;27350.0;26256.0;1094.0;95378.0
74;Totaal;1 jaar;2002;2243.8;2154.1;89.8;2243.8;2154.1;89.8;26881.0;25806.0;1075.0;83473.0
75;Totaal;1 jaar;2003;2309.4;2217.0;92.4;2309.4;2217.0;92.4;27121.0;26036.0;1085.0;85150.0
76;Totaal;1 jaar;2004;2101.9;2017.8;84.1;2101.9;2017.8;84.1;27103.0;26019.0;1084.0;77552.0
77;Totaal;1 jaar;2005;2451.2;2353.2;98.0;2451.2;2353.2;98.0;28107.0;26983.0;1124.0;87209.0
78;Totaal;1 jaar;2006;1927.6;1850.5;77.1;1927.6;1850.5;77.1;28831.0;27678.0;1153.0;66860.0
79;Totaal;1 jaar;2007;1906.7;1830.4;76.3;1906.7;1830.4;76.3;28989.0;27830.0;1160.0;65773.0
80;Totaal;1 jaar;2008;2337.3;2243.8;93.5;2337.3;2243.8;93.5;28701.0;27553.0;1148.0;81436.0
81;Totaal;1 jaar;2009;2319.9;2227.1;92.8;2319.9;2227.1;92.8;27415.0;26318.0;1097.0;84622.0
82;Totaal;1 jaar;2010;1470.9;1412.0;58.8;1470.9;1412.0;58.8;29041.0;27880.0;1162.0;50647.0
83;Totaal;1 jaar;2011;1418.3;1361.6;56.7;1418.3;1361.6;56.7;28382.0;27247.0;1135.0;49974.0
84;Totaal;1 jaar;2012;1682.7;1615.4;67.3;1682.7;1615.4;67.3;28688.0;27541.0;1148.0;58655.0
85;Totaal;1 jaar;2013;1636.4;1570.9;65.5;1636.4;1570.9;65.5;29074.0;27911.0;1163.0;56284.0
86;Totaal;1 jaar;2014;1465.7;1407.1;58.6;1465.7;1407.1;58.6;29049.0;27887.0;1162.0;50455.0
87;Totaal;1 jaar;2015;1504.6;1444.4;60.2;1504.6;1444.4;60.2;28855.0;27701.0;1154.0;52145.0
88;Totaal;1 jaar;2016;1688.2;1615.6;72.6;1688.2;1615.6;72.6;29009.0;27762.0;1247.0;58194.0
89;Totaal;1 jaar;2017;2035.9;1948.4;87.5;2035.9;1948.4;87.5;28288.0;27072.0;1216.0;71970.0
90;Totaal;1 jaar;2018;2074.3;1989.3;85.0;2074.3;1989.3;85.0;27430.0;26305.0;1125.0;75623.0
91;Totaal;1 jaar;2019;2296.3;2199.8;96.4;2296.3;2199.8;96.4;28401.0;27208.0;1193.0;80851.0
92;Totaal;1 jaar;2020;2098.1;2012.1;86.0;2098.1;2012.1;86.0;26766.0;25669.0;1097.0;78387.0
93;Totaal;2 jaar;1990;986.0;958.0;27.0;998.0;958.0;40.0;;;;
94;Totaal;2 jaar;1991;1022.0;993.0;29.0;1034.0;993.0;41.0;;;;
95;Totaal;2 jaar;1992;1265.0;1227.0;37.0;1278.0;1227.0;51.0;;;;
96;Totaal;2 jaar;1993;1400.0;1357.0;43.0;1414.0;1357.0;57.0;;;;
97;Totaal;2 jaar;1994;1474.0;1428.0;47.0;1487.0;1428.0;59.0;;;;
98;Totaal;2 jaar;1995;1541.0;1490.0;51.0;1552.0;1490.0;62.0;;;;
99;Totaal;2 jaar;1996;1662.0;1606.0;57.0;1673.0;1606.0;67.0;;;;
100;Totaal;2 jaar;1997;1855.0;1789.0;65.0;1864.0;1789.0;75.0;;;;
101;Totaal;2 jaar;1998;2098.0;2021.0;76.0;2105.0;2021.0;84.0;;;;
102;Totaal;2 jaar;1999;2388.0;2299.0;90.0;2394.0;2299.0;96.0;;;;
103;Totaal;2 jaar;2000;2710.0;2604.0;105.0;2713.0;2604.0;109.0;;;;
104;Totaal;2 jaar;2001;2995.4;2875.5;119.8;2995.4;2875.5;119.8;24657.0;23670.0;986.0;121482.0
105;Totaal;2 jaar;2002;2373.5;2278.6;94.9;2373.5;2278.6;94.9;25407.0;24390.0;1016.0;93421.0
106;Totaal;2 jaar;2003;2094.7;2010.9;83.8;2094.7;2010.9;83.8;24931.0;23934.0;997.0;84020.0
107;Totaal;2 jaar;2004;2175.6;2088.6;87.0;2175.6;2088.6;87.0;24955.0;23957.0;998.0;87180.0
108;Totaal;2 jaar;2005;1989.5;1910.0;79.6;1989.5;1910.0;79.6;25580.0;24557.0;1023.0;77776.0
109;Totaal;2 jaar;2006;2308.8;2216.5;92.4;2308.8;2216.5;92.4;26313.0;25261.0;1053.0;87744.0
110;Totaal;2 jaar;2007;1833.9;1760.6;73.4;1833.9;1760.6;73.4;27124.0;26039.0;1085.0;67613.0
111;Totaal;2 jaar;2008;1794.1;1722.3;71.8;1794.1;1722.3;71.8;26992.0;25912.0;1080.0;66469.0
112;Totaal;2 jaar;2009;2180.5;2093.3;87.2;2180.5;2093.3;87.2;26543.0;25481.0;1062.0;82152.0
113;Totaal;2 jaar;2010;2273.3;2182.4;90.9;2273.3;2182.4;90.9;26637.0;25572.0;1065.0;85345.0
114;Totaal;2 jaar;2011;1378.4;1323.3;55.1;1378.4;1323.3;55.1;26565.0;25502.0;1063.0;51890.0
115;Totaal;2 jaar;2012;1353.1;1299.0;54.1;1353.1;1299.0;54.1;26521.0;25461.0;1061.0;51021.0
116;Totaal;2 jaar;2013;1616.2;1551.5;64.6;1616.2;1551.5;64.6;27042.0;25960.0;1082.0;59765.0
117;Totaal;2 jaar;2014;1570.8;1508.0;62.8;1570.8;1508.0;62.8;27585.0;26482.0;1103.0;56943.0
118;Totaal;2 jaar;2015;1421.8;1365.0;56.9;1421.8;1365.0;56.9;27680.0;26573.0;1107.0;51367.0
119;Totaal;2 jaar;2016;1468.1;1405.0;63.1;1468.1;1405.0;63.1;27491.0;26309.0;1182.0;53403.0
120;Totaal;2 jaar;2017;1631.9;1561.7;70.2;1631.9;1561.7;70.2;27165.0;25997.0;1168.0;60073.0
121;Totaal;2 jaar;2018;1975.0;1894.0;81.0;1975.0;1894.0;81.0;26721.0;25625.0;1096.0;73912.0
122;Totaal;2 jaar;2019;2027.4;1942.3;85.2;2027.4;1942.3;85.2;26246.0;25144.0;1102.0;77247.0
123;Totaal;2 jaar;2020;2036.5;1953.0;83.5;2036.5;1953.0;83.5;24675.0;23663.0;1012.0;82534.0
124;Totaal;3 jaar;1990;1323.0;1286.0;37.0;1340.0;1286.0;54.0;;;;
125;Totaal;3 jaar;1991;848.0;824.0;24.0;858.0;824.0;34.0;;;;
126;Totaal;3 jaar;1992;884.0;858.0;26.0;893.0;858.0;36.0;;;;
127;Totaal;3 jaar;1993;977.0;948.0;30.0;987.0;948.0;39.0;;;;
128;Totaal;3 jaar;1994;1055.0;1021.0;33.0;1064.0;1021.0;43.0;;;;
129;Totaal;3 jaar;1995;1126.0;1089.0;37.0;1135.0;1089.0;45.0;;;;
130;Totaal;3 jaar;1996;1239.0;1197.0;42.0;1247.0;1197.0;50.0;;;;
131;Totaal;3 jaar;1997;1407.0;1358.0;50.0;1414.0;1358.0;57.0;;;;
132;Totaal;3 jaar;1998;1617.0;1558.0;59.0;1623.0;1558.0;65.0;;;;
133;Totaal;3 jaar;1999;1869.0;1798.0;70.0;1873.0;1798.0;75.0;;;;
134;Totaal;3 jaar;2000;2149.0;2065.0;83.0;2151.0;2065.0;86.0;;;;
135;Totaal;3 jaar;2001;2405.0;2308.8;96.2;2405.0;2308.8;96.2;22629.0;21724.0;905.0;106281.0
136;Totaal;3 jaar;2002;2585.0;2481.6;103.4;2585.0;2481.6;103.4;21937.0;21060.0;877.0;117836.0
137;Totaal;3 jaar;2003;2124.1;2039.1;85.0;2124.1;2039.1;85.0;22749.0;21839.0;910.0;93369.0
138;Totaal;3 jaar;2004;1909.8;1833.4;76.4;1909.8;1833.4;76.4;22206.0;21318.0;888.0;86001.0
139;Totaal;3 jaar;2005;1946.5;1868.6;77.9;1946.5;1868.6;77.9;22745.0;21836.0;910.0;85578.0
140;Totaal;3 jaar;2006;1812.8;1740.3;72.5;1812.8;1740.3;72.5;23580.0;22637.0;943.0;76878.0
141;Totaal;3 jaar;2007;2102.2;2018.1;84.1;2102.2;2018.1;84.1;24077.0;23114.0;963.0;87311.0
142;Totaal;3 jaar;2008;1659.7;1593.3;66.4;1659.7;1593.3;66.4;24638.0;23652.0;986.0;67365.0
143;Totaal;3 jaar;2009;1590.5;1526.8;63.6;1590.5;1526.8;63.6;23978.0;23019.0;959.0;66331.0
144;Totaal;3 jaar;2010;2044.5;1962.8;81.8;2044.5;1962.8;81.8;24860.0;23865.0;994.0;82244.0
145;Totaal;3 jaar;2011;2135.4;2050.0;85.4;2135.4;2050.0;85.4;24863.0;23869.0;995.0;85884.0
146;Totaal;3 jaar;2012;1253.6;1203.5;50.1;1253.6;1203.5;50.1;24153.0;23187.0;966.0;51903.0
147;Totaal;3 jaar;2013;1247.6;1197.7;49.9;1247.6;1197.7;49.9;24430.0;23453.0;977.0;51067.0
148;Totaal;3 jaar;2014;1526.4;1465.4;61.1;1526.4;1465.4;61.1;25465.0;24446.0;1019.0;59943.0
149;Totaal;3 jaar;2015;1486.2;1426.7;59.4;1486.2;1426.7;59.4;25908.0;24871.0;1036.0;57365.0
150;Totaal;3 jaar;2016;1351.7;1293.5;58.1;1351.7;1293.5;58.1;25741.0;24634.0;1107.0;52509.0
151;Totaal;3 jaar;2017;1387.0;1327.3;59.6;1387.0;1327.3;59.6;25314.0;24225.0;1088.0;54791.0
152;Totaal;3 jaar;2018;1559.4;1495.5;63.9;1559.4;1495.5;63.9;25114.0;24085.0;1030.0;62093.0
153;Totaal;3 jaar;2019;1852.1;1774.3;77.8;1852.1;1774.3;77.8;24604.0;23571.0;1033.0;75274.0
154;Totaal;3 jaar;2020;1841.2;1765.7;75.5;1841.2;1765.7;75.5;23487.0;22524.0;963.0;78390.0
155;Totaal;4 jaar;1990;1143.0;1112.0;32.0;1158.0;1112.0;46.0;;;;
156;Totaal;4 jaar;1991;1237.0;1201.0;35.0;1251.0;1201.0;50.0;;;;
157;Totaal;4 jaar;1992;797.0;773.0;24.0;805.0;773.0;32.0;;;;
158;Totaal;4 jaar;1993;877.0;850.0;27.0;886.0;850.0;35.0;;;;
159;Totaal;4 jaar;1994;908.0;879.0;29.0;916.0;879.0;37.0;;;;
160;Totaal;4 jaar;1995;933.0;903.0;31.0;940.0;903.0;38.0;;;;
161;Totaal;4 jaar;1996;992.0;958.0;34.0;998.0;958.0;40.0;;;;
162;Totaal;4 jaar;1997;1091.0;1053.0;38.0;1097.0;1053.0;44.0;;;;
163;Totaal;4 jaar;1998;1218.0;1174.0;44.0;1223.0;1174.0;49.0;;;;
164;Totaal;4 jaar;1999;1370.0;1318.0;52.0;1373.0;1318.0;55.0;;;;
165;Totaal;4 jaar;2000;1536.0;1476.0;60.0;1538.0;1476.0;62.0;;;;
166;Totaal;4 jaar;2001;1679.0;1611.8;67.2;1679.0;1611.8;67.2;20444.0;19627.0;818.0;82125.0
167;Totaal;4 jaar;2002;2069.4;1986.6;82.8;2069.4;1986.6;82.8;19773.0;18982.0;791.0;104658.0
168;Totaal;4 jaar;2003;2235.4;2146.0;89.4;2235.4;2146.0;89.4;19613.0;18828.0;785.0;113977.0
169;Totaal;4 jaar;2004;1816.7;1744.0;72.7;1816.7;1744.0;72.7;20310.0;19498.0;812.0;89446.0
170;Totaal;4 jaar;2005;1715.0;1646.4;68.6;1715.0;1646.4;68.6;20441.0;19623.0;818.0;83902.0
171;Totaal;4 jaar;2006;1695.9;1628.0;67.8;1695.9;1628.0;67.8;21030.0;20189.0;841.0;80640.0
172;Totaal;4 jaar;2007;1600.0;1536.0;64.0;1600.0;1536.0;64.0;21370.0;20515.0;855.0;74872.0
173;Totaal;4 jaar;2008;1829.4;1756.2;73.2;1829.4;1756.2;73.2;21549.0;20687.0;862.0;84893.0
174;Totaal;4 jaar;2009;1425.5;1368.5;57.0;1425.5;1368.5;57.0;21692.0;20825.0;868.0;65713.0
175;Totaal;4 jaar;2010;1420.3;1363.4;56.8;1420.3;1363.4;56.8;21828.0;20955.0;873.0;65066.0
176;Totaal;4 jaar;2011;1828.4;1755.2;73.1;1828.4;1755.2;73.1;22633.0;21727.0;905.0;80785.0
177;Totaal;4 jaar;2012;1871.7;1796.9;74.9;1871.7;1796.9;74.9;22262.0;21372.0;890.0;84077.0
178;Totaal;4 jaar;2013;1103.3;1059.2;44.1;1103.3;1059.2;44.1;21816.0;20943.0;873.0;50575.0
179;Totaal;4 jaar;2014;1138.7;1093.1;45.5;1138.7;1093.1;45.5;22796.0;21884.0;912.0;49950.0
180;Totaal;4 jaar;2015;1413.6;1357.1;56.5;1413.6;1357.1;56.5;23628.0;22683.0;945.0;59830.0
181;Totaal;4 jaar;2016;1361.9;1303.4;58.6;1361.9;1303.4;58.6;23494.0;22484.0;1010.0;57969.0
182;Totaal;4 jaar;2017;1240.7;1187.4;53.4;1240.7;1187.4;53.4;23314.0;22312.0;1003.0;53218.0
183;Totaal;4 jaar;2018;1278.7;1226.2;52.4;1278.7;1226.2;52.4;22810.0;21875.0;935.0;56056.0
184;Totaal;4 jaar;2019;1408.4;1349.2;59.2;1408.4;1349.2;59.2;22253.0;21319.0;935.0;63289.0
185;Totaal;4 jaar;2020;1637.9;1570.8;67.2;1637.9;1570.8;67.2;21613.0;20727.0;886.0;75783.0
186;Totaal;5 jaar;1990;828.0;805.0;23.0;839.0;805.0;34.0;;;;
187;Totaal;5 jaar;1991;1025.0;995.0;29.0;1037.0;995.0;41.0;;;;
188;Totaal;5 jaar;1992;1122.0;1089.0;33.0;1134.0;1089.0;45.0;;;;
189;Totaal;5 jaar;1993;1227.0;1189.0;37.0;1239.0;1189.0;50.0;;;;
190;Totaal;5 jaar;1994;1176.0;1139.0;37.0;1186.0;1139.0;47.0;;;;
191;Totaal;5 jaar;1995;1118.0;1081.0;37.0;1126.0;1081.0;45.0;;;;
192;Totaal;5 jaar;1996;1096.0;1058.0;37.0;1102.0;1058.0;44.0;;;;
193;Totaal;5 jaar;1997;1109.0;1070.0;39.0;1114.0;1070.0;45.0;;;;
194;Totaal;5 jaar;1998;1135.0;1094.0;41.0;1139.0;1094.0;46.0;;;;
195;Totaal;5 jaar;1999;1167.0;1123.0;44.0;1170.0;1123.0;47.0;;;;
196;Totaal;5 jaar;2000;1191.0;1145.0;46.0;1193.0;1145.0;48.0;;;;
197;Totaal;5 jaar;2001;1179.8;1132.6;47.2;1179.8;1132.6;47.2;18770.0;18019.0;751.0;62856.0
198;Totaal;5 jaar;2002;1492.3;1432.6;59.7;1492.3;1432.6;59.7;18459.0;17721.0;738.0;80845.0
199;Totaal;5 jaar;2003;1841.9;1768.2;73.7;1841.9;1768.2;73.7;18167.0;17440.0;727.0;101389.0
200;Totaal;5 jaar;2004;1980.3;1901.1;79.2;1980.3;1901.1;79.2;17830.0;17117.0;713.0;111068.0
201;Totaal;5 jaar;2005;1635.8;1570.3;65.4;1635.8;1570.3;65.4;18647.0;17901.0;746.0;87723.0
202;Totaal;5 jaar;2006;1475.7;1416.7;59.0;1475.7;1416.7;59.0;19157.0;18391.0;766.0;77029.0
203;Totaal;5 jaar;2007;1492.5;1432.8;59.7;1492.5;1432.8;59.7;19951.0;19153.0;798.0;74811.0
204;Totaal;5 jaar;2008;1362.1;1307.6;54.5;1362.1;1307.6;54.5;19254.0;18484.0;770.0;70745.0
205;Totaal;5 jaar;2009;1568.1;1505.4;62.7;1568.1;1505.4;62.7;19385.0;18610.0;775.0;80891.0
206;Totaal;5 jaar;2010;1266.1;1215.5;50.6;1266.1;1215.5;50.6;20074.0;19271.0;803.0;63074.0
207;Totaal;5 jaar;2011;1233.3;1184.0;49.3;1233.3;1184.0;49.3;20047.0;19246.0;802.0;61519.0
208;Totaal;5 jaar;2012;1583.2;1519.9;63.3;1583.2;1519.9;63.3;20469.0;19650.0;819.0;77349.0
209;Totaal;5 jaar;2013;1613.4;1548.8;64.5;1613.4;1548.8;64.5;20250.0;19440.0;810.0;79674.0
210;Totaal;5 jaar;2014;986.7;947.3;39.5;986.7;947.3;39.5;20407.0;19591.0;816.0;48353.0
211;Totaal;5 jaar;2015;1034.5;993.1;41.4;1034.5;993.1;41.4;21243.0;20393.0;850.0;48698.0
212;Totaal;5 jaar;2016;1288.7;1233.3;55.4;1288.7;1233.3;55.4;21666.0;20734.0;932.0;59480.0
213;Totaal;5 jaar;2017;1219.2;1166.8;52.4;1219.2;1166.8;52.4;21210.0;20298.0;912.0;57483.0
214;Totaal;5 jaar;2018;1123.2;1077.1;46.1;1123.2;1077.1;46.1;21087.0;20222.0;865.0;53265.0
215;Totaal;5 jaar;2019;1144.5;1096.5;48.1;1144.5;1096.5;48.1;20372.0;19517.0;856.0;56181.0
216;Totaal;5 jaar;2020;1231.3;1180.8;50.5;1231.3;1180.8;50.5;19640.0;18835.0;805.0;62694.0
217;Totaal;6 jaar;1990;517.0;503.0;14.0;524.0;503.0;21.0;;;;
218;Totaal;6 jaar;1991;683.0;663.0;20.0;691.0;663.0;28.0;;;;
219;Totaal;6 jaar;1992;872.0;846.0;26.0;882.0;846.0;35.0;;;;
220;Totaal;6 jaar;1993;950.0;921.0;29.0;960.0;921.0;38.0;;;;
221;Totaal;6 jaar;1994;886.0;858.0;28.0;893.0;858.0;36.0;;;;
222;Totaal;6 jaar;1995;815.0;788.0;27.0;821.0;788.0;33.0;;;;
223;Totaal;6 jaar;1996;770.0;743.0;26.0;774.0;743.0;31.0;;;;
224;Totaal;6 jaar;1997;746.0;720.0;26.0;749.0;720.0;30.0;;;;
225;Totaal;6 jaar;1998;725.0;699.0;26.0;728.0;699.0;29.0;;;;
226;Totaal;6 jaar;1999;701.0;675.0;26.0;703.0;675.0;28.0;;;;
227;Totaal;6 jaar;2000;663.0;637.0;26.0;664.0;637.0;27.0;;;;
228;Totaal;6 jaar;2001;597.1;573.2;23.9;597.1;573.2;23.9;16664.0;15998.0;667.0;35830.0
229;Totaal;6 jaar;2002;1063.5;1020.9;42.5;1063.5;1020.9;42.5;17179.0;16492.0;687.0;61905.0
230;Totaal;6 jaar;2003;1349.7;1295.8;54.0;1349.7;1295.8;54.0;17392.0;16696.0;696.0;77608.0
231;Totaal;6 jaar;2004;1776.5;1705.5;71.1;1776.5;1705.5;71.1;17728.0;17019.0;709.0;100209.0
232;Totaal;6 jaar;2005;1715.9;1647.2;68.6;1715.9;1647.2;68.6;16489.0;15829.0;660.0;104062.0
233;Totaal;6 jaar;2006;1430.2;1373.0;57.2;1430.2;1373.0;57.2;17803.0;17091.0;712.0;80335.0
234;Totaal;6 jaar;2007;1295.4;1243.5;51.8;1295.4;1243.5;51.8;18136.0;17410.0;725.0;71425.0
235;Totaal;6 jaar;2008;1275.8;1224.8;51.0;1275.8;1224.8;51.0;18324.0;17591.0;733.0;69624.0
236;Totaal;6 jaar;2009;1204.5;1156.4;48.2;1204.5;1156.4;48.2;18101.0;17377.0;724.0;66546.0
237;Totaal;6 jaar;2010;1449.3;1391.3;58.0;1449.3;1391.3;58.0;18578.0;17835.0;743.0;78008.0
