ID;RegioSSituatie2013;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5
1443;Noord-Limburg (CR);2026;124.4;42.4;73.3;7.9;0.8
1444;Noord-Limburg (CR);2027;124.4;42.8;73.0;7.8;0.8
1445;Noord-Limburg (CR);2028;124.4;43.2;72.6;7.8;0.8
1446;Noord-Limburg (CR);2029;124.3;43.5;72.2;7.8;0.8
1447;Noord-Limburg (CR);2030;124.1;43.7;71.8;7.7;0.8
1448;Noord-Limburg (CR);2031;123.8;43.9;71.4;7.8;0.8
1449;Noord-Limburg (CR);2032;123.6;44.2;70.9;7.7;0.8
1450;Noord-Limburg (CR);2033;123.2;44.3;70.4;7.7;0.8
1451;Noord-Limburg (CR);2034;122.8;44.5;69.8;7.7;0.8
1452;Noord-Limburg (CR);2035;122.3;44.6;69.3;7.6;0.7
1453;Noord-Limburg (CR);2036;121.9;44.8;68.8;7.5;0.8
1454;Noord-Limburg (CR);2037;121.5;44.9;68.2;7.5;0.8
1455;Noord-Limburg (CR);2038;120.9;44.9;67.8;7.5;0.8
1456;Noord-Limburg (CR);2039;120.4;44.8;67.3;7.4;0.8
1457;Noord-Limburg (CR);2040;119.8;44.7;66.9;7.4;0.8
1458;Midden-Limburg (CR);2014;103.7;33.0;63.7;6.4;0.6
1459;Midden-Limburg (CR);2015;104.2;33.5;63.7;6.4;0.6
1460;Midden-Limburg (CR);2016;104.6;33.9;63.6;6.5;0.6
1461;Midden-Limburg (CR);2017;105.0;34.4;63.5;6.5;0.6
1462;Midden-Limburg (CR);2018;105.5;34.8;63.5;6.5;0.6
1463;Midden-Limburg (CR);2019;106.0;35.3;63.5;6.5;0.6
1464;Midden-Limburg (CR);2020;106.4;35.6;63.6;6.6;0.7
1465;Midden-Limburg (CR);2021;106.9;36.2;63.5;6.6;0.7
1466;Midden-Limburg (CR);2022;107.1;36.6;63.4;6.5;0.7
1467;Midden-Limburg (CR);2023;107.5;37.1;63.2;6.5;0.6
1468;Midden-Limburg (CR);2024;107.6;37.5;63.0;6.5;0.6
1469;Midden-Limburg (CR);2025;107.7;37.8;62.8;6.5;0.6
1470;Midden-Limburg (CR);2026;107.7;38.1;62.5;6.5;0.6
1471;Midden-Limburg (CR);2027;107.6;38.4;62.2;6.4;0.6
1472;Midden-Limburg (CR);2028;107.5;38.8;61.7;6.4;0.6
1473;Midden-Limburg (CR);2029;107.4;38.9;61.5;6.4;0.6
1474;Midden-Limburg (CR);2030;107.2;39.2;61.0;6.4;0.6
1475;Midden-Limburg (CR);2031;106.9;39.4;60.6;6.4;0.6
1476;Midden-Limburg (CR);2032;106.7;39.7;60.0;6.4;0.6
1477;Midden-Limburg (CR);2033;106.4;39.8;59.5;6.4;0.6
1478;Midden-Limburg (CR);2034;106.0;40.1;59.0;6.3;0.6
1479;Midden-Limburg (CR);2035;105.7;40.3;58.4;6.3;0.6
1480;Midden-Limburg (CR);2036;105.3;40.4;57.9;6.3;0.7
1481;Midden-Limburg (CR);2037;104.9;40.5;57.4;6.3;0.6
1482;Midden-Limburg (CR);2038;104.5;40.8;56.9;6.2;0.6
1483;Midden-Limburg (CR);2039;104.1;40.8;56.4;6.2;0.7
1484;Midden-Limburg (CR);2040;103.7;40.9;55.9;6.2;0.6
1485;Zuid-Limburg (CR);2014;293.3;113.7;157.2;20.7;1.8
1486;Zuid-Limburg (CR);2015;294.3;114.5;157.2;20.8;1.9
1487;Zuid-Limburg (CR);2016;295.1;115.0;157.4;20.8;1.9
1488;Zuid-Limburg (CR);2017;295.8;115.7;157.3;20.8;2.0
1489;Zuid-Limburg (CR);2018;296.1;116.3;157.0;20.7;2.0
1490;Zuid-Limburg (CR);2019;296.2;116.9;156.7;20.7;1.9
1491;Zuid-Limburg (CR);2020;296.1;117.4;156.2;20.6;1.9
1492;Zuid-Limburg (CR);2021;295.8;117.8;155.7;20.4;1.9
1493;Zuid-Limburg (CR);2022;295.5;118.3;155.0;20.2;1.9
1494;Zuid-Limburg (CR);2023;295.2;118.9;154.2;20.1;1.9
1495;Zuid-Limburg (CR);2024;294.8;119.6;153.5;19.9;1.9
1496;Zuid-Limburg (CR);2025;294.4;120.1;152.6;19.7;2.0
1497;Zuid-Limburg (CR);2026;294.0;120.7;151.7;19.7;1.9
1498;Zuid-Limburg (CR);2027;293.4;121.2;150.7;19.6;1.9
1499;Zuid-Limburg (CR);2028;292.9;121.9;149.6;19.5;1.9
1500;Zuid-Limburg (CR);2029;292.4;122.2;148.8;19.4;1.9
1501;Zuid-Limburg (CR);2030;291.5;122.6;147.6;19.3;1.9
1502;Zuid-Limburg (CR);2031;290.8;123.4;146.2;19.1;2.0
1503;Zuid-Limburg (CR);2032;289.9;123.6;145.2;19.1;2.0
1504;Zuid-Limburg (CR);2033;288.9;123.8;144.0;19.0;2.0
1505;Zuid-Limburg (CR);2034;288.1;124.2;142.9;19.0;2.0
1506;Zuid-Limburg (CR);2035;287.2;124.5;141.7;19.0;2.0
1507;Zuid-Limburg (CR);2036;286.4;124.9;140.4;19.1;2.0
1508;Zuid-Limburg (CR);2037;285.4;125.1;139.3;19.0;2.0
1509;Zuid-Limburg (CR);2038;284.5;125.3;138.2;19.0;2.0
1510;Zuid-Limburg (CR);2039;283.5;125.6;136.9;19.0;2.0
1511;Zuid-Limburg (CR);2040;282.5;125.7;135.8;19.0;2.0
1512;Flevoland (CR);2014;167.3;53.3;98.1;15.1;0.7
1513;Flevoland (CR);2015;170.3;55.6;99.1;14.9;0.7
1514;Flevoland (CR);2016;172.9;57.2;100.2;14.7;0.8
1515;Flevoland (CR);2017;175.5;58.9;101.3;14.6;0.8
1516;Flevoland (CR);2018;178.2;60.7;102.3;14.5;0.8
1517;Flevoland (CR);2019;180.8;62.4;103.2;14.4;0.7
1518;Flevoland (CR);2020;183.5;64.3;104.1;14.4;0.8
1519;Flevoland (CR);2021;186.2;66.1;105.0;14.3;0.8
1520;Flevoland (CR);2022;188.8;67.7;106.0;14.3;0.8
1521;Flevoland (CR);2023;191.5;69.5;106.8;14.3;0.9
1522;Flevoland (CR);2024;194.1;71.4;107.6;14.3;0.8
1523;Flevoland (CR);2025;196.9;73.2;108.5;14.3;0.9
1524;Flevoland (CR);2026;199.7;75.1;109.4;14.2;0.9
1525;Flevoland (CR);2027;202.4;76.8;110.4;14.3;0.9
1526;Flevoland (CR);2028;205.0;78.5;111.4;14.3;0.9
1527;Flevoland (CR);2029;207.7;80.2;112.3;14.3;0.9
1528;Flevoland (CR);2030;210.4;81.9;113.2;14.3;0.9
1529;Flevoland (CR);2031;213.2;83.6;114.3;14.3;1.0
1530;Flevoland (CR);2032;215.6;84.9;115.3;14.4;1.0
1531;Flevoland (CR);2033;218.1;86.3;116.3;14.4;1.0
1532;Flevoland (CR);2034;220.5;87.9;117.1;14.5;1.0
1533;Flevoland (CR);2035;222.8;89.2;118.2;14.5;1.0
1534;Flevoland (CR);2036;225.1;90.2;119.3;14.6;1.0
1535;Flevoland (CR);2037;227.3;91.5;120.2;14.7;1.0
1536;Flevoland (CR);2038;229.5;92.8;121.0;14.8;1.0
1537;Flevoland (CR);2039;231.6;93.8;122.0;14.9;1.0
1538;Flevoland (CR);2040;233.8;95.2;122.7;15.0;1.0
1539;Alkmaar;2014;45.3;18.9;22.8;3.4;0.2
1540;Alkmaar;2015;45.7;19.3;22.9;3.3;0.2
1541;Alkmaar;2016;46.0;19.6;23.0;3.3;0.2
1542;Alkmaar;2017;46.4;19.9;23.1;3.2;0.2
1543;Alkmaar;2018;46.7;20.2;23.2;3.2;0.2
1544;Alkmaar;2019;47.0;20.5;23.2;3.2;0.2
1545;Alkmaar;2020;47.4;20.8;23.3;3.1;0.2
1546;Alkmaar;2021;47.7;21.2;23.2;3.1;0.2
1547;Alkmaar;2022;47.9;21.5;23.1;3.1;0.2
1548;Alkmaar;2023;48.3;21.8;23.2;3.1;0.2
1549;Alkmaar;2024;48.6;21.9;23.4;3.1;0.2
1550;Alkmaar;2025;48.8;22.2;23.4;3.1;0.2
1551;Alkmaar;2026;49.0;22.5;23.3;3.0;0.2
1552;Alkmaar;2027;49.2;22.9;23.2;3.0;0.2
1553;Alkmaar;2028;49.4;23.2;23.1;3.0;0.2
1554;Alkmaar;2029;49.6;23.5;23.0;2.9;0.2
1555;Alkmaar;2030;49.8;23.8;23.0;2.9;0.2
1556;Alkmaar;2031;49.9;24.0;22.9;2.9;0.2
1557;Alkmaar;2032;50.1;24.4;22.7;2.9;0.2
1558;Alkmaar;2033;50.2;24.5;22.7;2.9;0.2
1559;Alkmaar;2034;50.3;24.7;22.6;2.9;0.2
1560;Alkmaar;2035;50.4;24.9;22.5;2.8;0.2
1561;Alkmaar;2036;50.4;25.1;22.4;2.8;0.2
1562;Alkmaar;2037;50.6;25.4;22.3;2.7;0.2
1563;Alkmaar;2038;50.6;25.5;22.2;2.7;0.2
1564;Alkmaar;2039;50.5;25.5;22.1;2.7;0.2
1565;Alkmaar;2040;50.6;25.6;22.1;2.7;0.2
1566;Almere;2014;82.7;27.0;46.8;8.6;0.3
1567;Almere;2015;84.6;28.4;47.5;8.3;0.3
1568;Almere;2016;86.2;29.4;48.4;8.1;0.3
1569;Almere;2017;87.6;30.4;49.0;7.9;0.3
1570;Almere;2018;89.2;31.3;49.8;7.8;0.3
1571;Almere;2019;90.8;32.3;50.5;7.7;0.3
1572;Almere;2020;92.7;33.6;51.2;7.6;0.3
1573;Almere;2021;94.5;34.7;51.9;7.5;0.3
1574;Almere;2022;96.2;35.7;52.7;7.5;0.3
1575;Almere;2023;98.0;37.0;53.3;7.4;0.4
1576;Almere;2024;99.9;38.2;53.9;7.4;0.4
1577;Almere;2025;101.9;39.4;54.8;7.4;0.4
1578;Almere;2026;104.0;40.6;55.6;7.3;0.4
1579;Almere;2027;105.9;41.6;56.6;7.3;0.4
1580;Almere;2028;107.9;42.8;57.5;7.3;0.4
1581;Almere;2029;109.9;43.9;58.3;7.3;0.4
1582;Almere;2030;112.0;44.9;59.3;7.4;0.4
1583;Almere;2031;114.0;45.8;60.4;7.4;0.4
1584;Almere;2032;116.0;46.8;61.3;7.5;0.4
1585;Almere;2033;118.0;47.8;62.3;7.5;0.4
1586;Almere;2034;120.0;48.9;63.1;7.6;0.4
1587;Almere;2035;122.0;49.9;64.1;7.6;0.4
1588;Almere;2036;124.0;50.7;65.2;7.7;0.4
1589;Almere;2037;126.1;51.6;66.2;7.8;0.4
1590;Almere;2038;128.1;52.7;67.1;7.9;0.4
1591;Almere;2039;130.2;53.6;68.1;8.0;0.5
1592;Almere;2040;132.3;54.6;69.1;8.2;0.5
1593;Amersfoort;2014;65.9;23.7;37.2;4.8;0.3
1594;Amersfoort;2015;66.8;24.1;37.6;4.9;0.2
1595;Amersfoort;2016;67.4;24.2;38.0;4.9;0.2
1596;Amersfoort;2017;68.1;24.5;38.5;4.9;0.2
1597;Amersfoort;2018;68.7;24.7;38.9;4.9;0.2
1598;Amersfoort;2019;69.3;25.0;39.2;4.9;0.2
1599;Amersfoort;2020;70.1;25.4;39.5;4.9;0.2
1600;Amersfoort;2021;70.7;25.7;39.8;4.9;0.2
1601;Amersfoort;2022;71.3;26.1;40.1;4.9;0.2
1602;Amersfoort;2023;71.9;26.4;40.4;4.9;0.2
1603;Amersfoort;2024;72.5;26.6;40.7;4.9;0.2
1604;Amersfoort;2025;73.0;27.0;40.9;4.9;0.2
1605;Amersfoort;2026;73.5;27.2;41.1;4.9;0.2
1606;Amersfoort;2027;74.0;27.5;41.3;4.9;0.2
1607;Amersfoort;2028;74.5;27.9;41.5;4.9;0.2
1608;Amersfoort;2029;75.1;28.3;41.8;4.8;0.2
1609;Amersfoort;2030;75.6;28.6;42.0;4.8;0.2
1610;Amersfoort;2031;76.1;28.9;42.1;4.8;0.2
1611;Amersfoort;2032;76.4;29.1;42.4;4.8;0.2
1612;Amersfoort;2033;76.8;29.4;42.5;4.8;0.2
1613;Amersfoort;2034;77.2;29.5;42.6;4.8;0.2
1614;Amersfoort;2035;77.5;29.8;42.8;4.7;0.2
1615;Amersfoort;2036;77.7;29.9;42.9;4.7;0.2
1616;Amersfoort;2037;77.9;30.1;43.0;4.6;0.2
1617;Amersfoort;2038;78.2;30.3;43.0;4.6;0.2
1618;Amersfoort;2039;78.3;30.5;43.0;4.6;0.2
1619;Amersfoort;2040;78.6;30.6;43.1;4.6;0.2
1620;Amsterdam;2014;437.5;242.0;151.5;40.8;3.3
1621;Amsterdam;2015;439.7;244.0;151.7;41.1;2.9
1622;Amsterdam;2016;442.8;246.6;152.4;41.1;2.8
1623;Amsterdam;2017;446.4;249.3;153.3;41.2;2.6
1624;Amsterdam;2018;450.2;251.8;154.6;41.2;2.6
1625;Amsterdam;2019;453.8;254.0;155.8;41.4;2.6
1626;Amsterdam;2020;457.3;256.2;157.0;41.5;2.6
1627;Amsterdam;2021;460.8;258.0;158.5;41.7;2.5
1628;Amsterdam;2022;464.1;259.8;159.8;41.9;2.6
1629;Amsterdam;2023;467.4;261.8;161.0;42.0;2.6
1630;Amsterdam;2024;470.4;263.6;162.1;42.2;2.6
1631;Amsterdam;2025;473.6;265.4;163.2;42.4;2.6
1632;Amsterdam;2026;476.6;267.4;164.1;42.5;2.6
1633;Amsterdam;2027;479.5;269.1;165.1;42.7;2.7
1634;Amsterdam;2028;482.5;271.1;165.8;42.8;2.7
1635;Amsterdam;2029;485.2;273.1;166.4;43.0;2.7
1636;Amsterdam;2030;487.9;275.3;166.8;43.1;2.7
1637;Amsterdam;2031;490.6;277.2;167.4;43.2;2.8
1638;Amsterdam;2032;493.1;279.4;167.7;43.2;2.8
1639;Amsterdam;2033;495.3;281.4;167.9;43.3;2.8
1640;Amsterdam;2034;497.5;283.0;168.4;43.3;2.8
1641;Amsterdam;2035;499.7;285.1;168.4;43.4;2.8
1642;Amsterdam;2036;501.6;286.8;168.6;43.4;2.8
1643;Amsterdam;2037;503.8;288.6;168.8;43.5;2.9
1644;Amsterdam;2038;506.1;290.5;169.2;43.5;2.8
1645;Amsterdam;2039;508.2;292.1;169.6;43.6;2.8
1646;Amsterdam;2040;510.6;293.9;170.2;43.6;2.9
1647;Apeldoorn;2014;69.3;23.5;40.9;4.6;0.3
1648;Apeldoorn;2015;69.8;23.7;41.2;4.6;0.3
1649;Apeldoorn;2016;70.2;23.9;41.4;4.6;0.3
1650;Apeldoorn;2017;70.6;24.1;41.7;4.6;0.2
1651;Apeldoorn;2018;70.9;24.3;41.9;4.5;0.2
1652;Apeldoorn;2019;71.3;24.5;42.1;4.5;0.2
1653;Apeldoorn;2020;71.7;24.8;42.3;4.5;0.2
1654;Apeldoorn;2021;72.1;25.0;42.4;4.5;0.2
1655;Apeldoorn;2022;72.4;25.3;42.5;4.4;0.2
1656;Apeldoorn;2023;72.7;25.5;42.5;4.4;0.2
1657;Apeldoorn;2024;73.0;25.8;42.6;4.4;0.2
1658;Apeldoorn;2025;73.3;26.1;42.7;4.4;0.2
1659;Apeldoorn;2026;73.6;26.2;42.7;4.4;0.2
1660;Apeldoorn;2027;73.8;26.6;42.7;4.3;0.2
1661;Apeldoorn;2028;74.0;26.9;42.6;4.3;0.2
1662;Apeldoorn;2029;74.3;27.2;42.6;4.2;0.2
1663;Apeldoorn;2030;74.6;27.6;42.6;4.2;0.2
1664;Apeldoorn;2031;74.8;27.7;42.7;4.2;0.2
1665;Apeldoorn;2032;75.1;27.9;42.8;4.2;0.2
1666;Apeldoorn;2033;75.2;28.1;42.8;4.1;0.2
1667;Apeldoorn;2034;75.4;28.5;42.7;4.1;0.2
1668;Apeldoorn;2035;75.6;28.6;42.7;4.1;0.2
1669;Apeldoorn;2036;75.8;28.9;42.6;4.0;0.2
1670;Apeldoorn;2037;75.8;29.0;42.5;4.1;0.2
1671;Apeldoorn;2038;75.9;29.3;42.4;4.0;0.2
1672;Apeldoorn;2039;76.0;29.5;42.3;4.0;0.2
1673;Apeldoorn;2040;76.0;29.6;42.1;4.0;0.2
1674;Arnhem;2014;76.5;36.3;34.0;5.8;0.4
1675;Arnhem;2015;77.1;36.7;34.3;5.8;0.4
1676;Arnhem;2016;77.8;37.0;34.6;5.8;0.3
1677;Arnhem;2017;78.3;37.3;34.8;5.9;0.3
1678;Arnhem;2018;78.9;37.6;35.1;5.9;0.3
1679;Arnhem;2019;79.6;37.9;35.4;5.9;0.3
1680;Arnhem;2020;80.1;38.1;35.7;5.9;0.3
1681;Arnhem;2021;80.6;38.5;35.9;5.9;0.3
1682;Arnhem;2022;81.1;38.9;35.9;5.9;0.3
1683;Arnhem;2023;81.5;39.3;36.0;5.9;0.3
1684;Arnhem;2024;82.0;39.8;36.0;5.9;0.3
1685;Arnhem;2025;82.5;40.2;36.1;5.9;0.3
1686;Arnhem;2026;82.9;40.6;36.1;5.9;0.3
1687;Arnhem;2027;83.2;41.1;35.9;5.9;0.3
1688;Arnhem;2028;83.5;41.6;35.7;5.8;0.3
1689;Arnhem;2029;84.0;42.3;35.6;5.8;0.3
1690;Arnhem;2030;84.4;42.8;35.5;5.8;0.3
1691;Arnhem;2031;84.8;43.2;35.5;5.7;0.3
1692;Arnhem;2032;85.1;43.6;35.5;5.7;0.3
1693;Arnhem;2033;85.4;44.0;35.5;5.7;0.3
1694;Arnhem;2034;85.7;44.4;35.4;5.6;0.3
1695;Arnhem;2035;86.0;44.7;35.4;5.6;0.3
1696;Arnhem;2036;86.2;45.1;35.3;5.6;0.3
1697;Arnhem;2037;86.4;45.4;35.2;5.6;0.3
1698;Arnhem;2038;86.5;45.6;35.1;5.6;0.3
1699;Arnhem;2039;86.5;45.8;34.9;5.5;0.3
1700;Arnhem;2040;86.6;46.0;34.8;5.5;0.3
1701;Breda;2014;85.5;36.2;43.1;5.8;0.4
1702;Breda;2015;86.3;36.7;43.3;6.0;0.4
1703;Breda;2016;86.9;37.0;43.5;6.1;0.4
1704;Breda;2017;87.6;37.6;43.5;6.2;0.4
1705;Breda;2018;88.3;38.1;43.6;6.2;0.4
1706;Breda;2019;89.0;38.8;43.6;6.3;0.4
1707;Breda;2020;89.8;39.4;43.6;6.3;0.4
1708;Breda;2021;90.3;39.8;43.8;6.4;0.4
1709;Breda;2022;90.9;40.2;43.9;6.4;0.4
1710;Breda;2023;91.5;40.8;43.9;6.4;0.4
1711;Breda;2024;92.1;41.4;43.9;6.4;0.4
1712;Breda;2025;92.6;41.8;44.0;6.5;0.4
1713;Breda;2026;93.2;42.3;44.1;6.5;0.4
1714;Breda;2027;93.9;42.9;44.1;6.5;0.4
1715;Breda;2028;94.4;43.3;44.2;6.5;0.4
1716;Breda;2029;95.0;43.9;44.3;6.5;0.4
1717;Breda;2030;95.7;44.5;44.3;6.5;0.4
1718;Breda;2031;96.3;44.8;44.6;6.5;0.4
1719;Breda;2032;96.9;45.5;44.5;6.5;0.4
1720;Breda;2033;97.5;46.0;44.6;6.5;0.4
1721;Breda;2034;98.1;46.6;44.6;6.5;0.4
1722;Breda;2035;98.7;47.0;44.7;6.6;0.4
1723;Breda;2036;99.3;47.5;44.8;6.6;0.4
1724;Breda;2037;99.9;48.0;44.9;6.7;0.4
1725;Breda;2038;100.5;48.4;45.0;6.7;0.4
1726;Breda;2039;101.1;48.8;45.2;6.7;0.4
1727;Breda;2040;101.7;49.3;45.3;6.7;0.4
1728;Delft;2014;54.3;28.9;21.7;3.2;0.4
1729;Delft;2015;55.0;29.2;22.3;3.2;0.3
1730;Delft;2016;55.7;29.3;22.8;3.2;0.3
1731;Delft;2017;56.3;29.6;23.2;3.2;0.3
1732;Delft;2018;57.1;30.1;23.5;3.2;0.3
1733;Delft;2019;57.9;30.6;23.7;3.2;0.3
1734;Delft;2020;58.8;31.3;23.9;3.2;0.3
1735;Delft;2021;59.6;32.0;24.0;3.2;0.3
1736;Delft;2022;60.0;32.3;24.1;3.3;0.3
1737;Delft;2023;60.4;32.6;24.2;3.3;0.3
1738;Delft;2024;60.7;32.9;24.2;3.3;0.3
1739;Delft;2025;61.2;33.3;24.2;3.3;0.4
1740;Delft;2026;61.6;33.6;24.3;3.4;0.3
1741;Delft;2027;62.0;33.9;24.3;3.4;0.3
1742;Delft;2028;62.4;34.2;24.4;3.4;0.4
1743;Delft;2029;62.7;34.3;24.6;3.5;0.4
1744;Delft;2030;63.1;34.7;24.6;3.5;0.4
1745;Delft;2031;63.6;35.1;24.6;3.5;0.3
1746;Delft;2032;63.9;35.4;24.7;3.5;0.4
1747;Delft;2033;64.3;35.7;24.7;3.6;0.4
1748;Delft;2034;64.6;35.8;24.8;3.6;0.4
1749;Delft;2035;65.0;36.0;25.0;3.6;0.4
1750;Delft;2036;65.3;36.3;25.0;3.7;0.4
1751;Delft;2037;65.6;36.5;25.1;3.7;0.4
1752;Delft;2038;66.0;36.6;25.3;3.8;0.4
1753;Delft;2039;66.4;36.9;25.4;3.8;0.4
1754;Delft;2040;66.8;37.1;25.5;3.8;0.4
1755;Deventer;2014;45.0;16.4;25.4;2.9;0.2
1756;Deventer;2015;45.3;16.5;25.6;3.0;0.2
1757;Deventer;2016;45.6;16.5;25.9;3.0;0.2
1758;Deventer;2017;45.9;16.5;26.2;3.0;0.2
1759;Deventer;2018;46.4;16.7;26.5;3.0;0.2
1760;Deventer;2019;46.7;16.8;26.7;3.0;0.2
1761;Deventer;2020;47.0;16.9;26.9;3.0;0.2
1762;Deventer;2021;47.3;17.0;27.1;3.0;0.1
1763;Deventer;2022;47.6;17.2;27.2;3.0;0.1
1764;Deventer;2023;47.8;17.3;27.4;3.0;0.2
1765;Deventer;2024;48.1;17.4;27.5;3.0;0.1
1766;Deventer;2025;48.3;17.5;27.6;3.0;0.1
1767;Deventer;2026;48.5;17.6;27.7;3.0;0.2
1768;Deventer;2027;48.7;17.8;27.7;3.0;0.1
1769;Deventer;2028;49.0;18.0;27.8;3.0;0.1
1770;Deventer;2029;49.2;18.2;27.9;3.0;0.2
1771;Deventer;2030;49.5;18.4;28.0;3.0;0.2
1772;Deventer;2031;49.7;18.5;28.0;2.9;0.2
1773;Deventer;2032;49.9;18.6;28.2;2.9;0.1
1774;Deventer;2033;50.0;18.8;28.2;2.9;0.1
1775;Deventer;2034;50.2;18.8;28.3;2.9;0.1
1776;Deventer;2035;50.4;19.1;28.3;2.9;0.1
1777;Deventer;2036;50.5;19.2;28.3;2.9;0.1
1778;Deventer;2037;50.5;19.2;28.3;2.8;0.1
1779;Deventer;2038;50.6;19.4;28.2;2.8;0.2
1780;Deventer;2039;50.6;19.5;28.1;2.8;0.2
1781;Deventer;2040;50.6;19.6;28.1;2.8;0.2
1782;Dordrecht;2014;54.9;21.5;29.0;4.2;0.2
1783;Dordrecht;2015;55.2;21.7;29.1;4.2;0.2
1784;Dordrecht;2016;55.4;22.0;29.1;4.1;0.2
1785;Dordrecht;2017;55.6;22.2;29.2;4.0;0.2
1786;Dordrecht;2018;55.9;22.6;29.2;3.9;0.2
1787;Dordrecht;2019;56.2;22.8;29.3;3.8;0.2
1788;Dordrecht;2020;56.5;23.1;29.4;3.8;0.2
1789;Dordrecht;2021;56.7;23.5;29.3;3.7;0.2
1790;Dordrecht;2022;57.0;23.8;29.4;3.7;0.2
1791;Dordrecht;2023;57.3;24.1;29.4;3.6;0.2
1792;Dordrecht;2024;57.6;24.4;29.4;3.6;0.2
1793;Dordrecht;2025;57.9;24.6;29.4;3.6;0.2
1794;Dordrecht;2026;58.1;24.9;29.4;3.6;0.2
1795;Dordrecht;2027;58.3;25.1;29.5;3.5;0.2
1796;Dordrecht;2028;58.4;25.3;29.5;3.5;0.2
1797;Dordrecht;2029;58.5;25.5;29.4;3.4;0.2
1798;Dordrecht;2030;58.6;25.7;29.3;3.4;0.2
1799;Dordrecht;2031;58.9;26.0;29.2;3.4;0.2
1800;Dordrecht;2032;59.0;26.2;29.2;3.4;0.2
1801;Dordrecht;2033;59.0;26.4;29.0;3.3;0.2
1802;Dordrecht;2034;59.1;26.6;29.0;3.3;0.2
1803;Dordrecht;2035;59.1;26.8;28.8;3.3;0.2
1804;Dordrecht;2036;59.2;26.9;28.8;3.3;0.2
1805;Dordrecht;2037;59.2;27.1;28.7;3.3;0.2
1806;Dordrecht;2038;59.3;27.3;28.6;3.2;0.2
1807;Dordrecht;2039;59.4;27.4;28.6;3.2;0.2
1808;Dordrecht;2040;59.5;27.6;28.5;3.2;0.2
1809;Ede;2014;46.9;16.8;27.4;2.5;0.2
1810;Ede;2015;47.6;17.3;27.6;2.6;0.2
1811;Ede;2016;48.3;17.7;27.8;2.6;0.2
1812;Ede;2017;48.7;18.0;27.9;2.6;0.2
1813;Ede;2018;49.1;18.3;28.0;2.6;0.2
1814;Ede;2019;49.6;18.6;28.2;2.6;0.2
1815;Ede;2020;50.0;18.8;28.4;2.6;0.2
1816;Ede;2021;50.3;19.0;28.4;2.6;0.2
1817;Ede;2022;50.7;19.4;28.5;2.6;0.2
1818;Ede;2023;51.1;19.6;28.6;2.6;0.2
1819;Ede;2024;51.4;19.8;28.7;2.7;0.2
1820;Ede;2025;51.7;20.0;28.8;2.6;0.2
1821;Ede;2026;52.0;20.3;28.8;2.6;0.2
1822;Ede;2027;52.3;20.5;28.9;2.7;0.2
1823;Ede;2028;52.6;20.7;29.0;2.7;0.2
1824;Ede;2029;52.8;20.9;29.0;2.6;0.2
1825;Ede;2030;53.0;21.1;29.0;2.6;0.2
1826;Ede;2031;53.1;21.2;29.0;2.6;0.2
1827;Ede;2032;53.3;21.4;29.1;2.6;0.2
1828;Ede;2033;53.4;21.4;29.2;2.6;0.2
1829;Ede;2034;53.5;21.6;29.2;2.6;0.2
1830;Ede;2035;53.6;21.6;29.2;2.6;0.2
1831;Ede;2036;53.8;21.7;29.3;2.6;0.2
1832;Ede;2037;54.0;21.8;29.3;2.6;0.2
1833;Ede;2038;54.1;22.0;29.3;2.6;0.2
1834;Ede;2039;54.2;22.1;29.4;2.6;0.2
1835;Ede;2040;54.2;22.1;29.3;2.5;0.2
1836;Eindhoven;2014;111.2;50.8;52.1;7.7;0.7
1837;Eindhoven;2015;111.8;50.8;52.6;7.8;0.6
1838;Eindhoven;2016;112.3;50.9;53.0;7.9;0.6
1839;Eindhoven;2017;112.9;51.2;53.2;8.0;0.5
1840;Eindhoven;2018;113.5;51.6;53.3;8.0;0.5
1841;Eindhoven;2019;114.1;52.1;53.3;8.1;0.5
1842;Eindhoven;2020;114.7;52.7;53.3;8.1;0.5
1843;Eindhoven;2021;115.3;53.4;53.2;8.2;0.6
1844;Eindhoven;2022;115.9;53.9;53.2;8.3;0.6
1845;Eindhoven;2023;116.5;54.6;53.0;8.3;0.6
1846;Eindhoven;2024;117.0;55.1;53.0;8.4;0.5
1847;Eindhoven;2025;117.6;55.8;52.9;8.4;0.5
1848;Eindhoven;2026;118.1;56.4;52.7;8.4;0.5
1849;Eindhoven;2027;118.6;57.1;52.6;8.4;0.5
1850;Eindhoven;2028;119.1;57.6;52.5;8.5;0.5
1851;Eindhoven;2029;119.6;58.4;52.2;8.5;0.5
1852;Eindhoven;2030;120.1;59.1;52.1;8.5;0.5
1853;Eindhoven;2031;120.6;59.7;51.9;8.5;0.5
1854;Eindhoven;2032;121.2;60.3;51.9;8.5;0.5
1855;Eindhoven;2033;121.6;60.9;51.7;8.5;0.5
1856;Eindhoven;2034;122.1;61.6;51.5;8.5;0.5
1857;Eindhoven;2035;122.7;62.2;51.4;8.5;0.5
1858;Eindhoven;2036;123.1;62.8;51.3;8.5;0.5
1859;Eindhoven;2037;123.7;63.5;51.1;8.5;0.5
1860;Eindhoven;2038;124.1;64.1;51.0;8.5;0.5
1861;Eindhoven;2039;124.6;64.7;50.9;8.5;0.5
1862;Eindhoven;2040;125.1;65.2;50.8;8.5;0.5
