ID;BeroepsEnEigenVervoer;Vervoerstromen;Goederensoort;Perioden;VervoerdGewicht_1
95;Beroeps- en eigen vervoer;5;12;2012;4006
96;Beroeps- en eigen vervoer;5;13;2010;3456
97;Beroeps- en eigen vervoer;5;13;2011;3948
98;Beroeps- en eigen vervoer;5;13;2012;4577
99;Beroeps- en eigen vervoer;5;14;2010;3670
100;Beroeps- en eigen vervoer;5;14;2011;3921
101;Beroeps- en eigen vervoer;5;14;2012;3209
102;Beroeps- en eigen vervoer;5;15;2010;2622
103;Beroeps- en eigen vervoer;5;15;2011;2114
104;Beroeps- en eigen vervoer;5;15;2012;2217
105;Beroeps- en eigen vervoer;5;16;2010;2599
106;Beroeps- en eigen vervoer;5;16;2011;2825
107;Beroeps- en eigen vervoer;5;16;2012;2246
108;Beroeps- en eigen vervoer;6;11;2010;13935
109;Beroeps- en eigen vervoer;6;11;2011;12608
110;Beroeps- en eigen vervoer;6;11;2012;10750
111;Beroeps- en eigen vervoer;6;12;2010;2818
112;Beroeps- en eigen vervoer;6;12;2011;2655
113;Beroeps- en eigen vervoer;6;12;2012;2372
114;Beroeps- en eigen vervoer;6;13;2010;4039
115;Beroeps- en eigen vervoer;6;13;2011;3556
116;Beroeps- en eigen vervoer;6;13;2012;3102
117;Beroeps- en eigen vervoer;6;14;2010;3253
118;Beroeps- en eigen vervoer;6;14;2011;3252
119;Beroeps- en eigen vervoer;6;14;2012;2499
120;Beroeps- en eigen vervoer;6;15;2010;2802
121;Beroeps- en eigen vervoer;6;15;2011;2335
122;Beroeps- en eigen vervoer;6;15;2012;2088
123;Beroeps- en eigen vervoer;6;16;2010;1023
124;Beroeps- en eigen vervoer;6;16;2011;810
125;Beroeps- en eigen vervoer;6;16;2012;689
126;Beroepsvervoer;0;11;2010;436860
127;Beroepsvervoer;0;11;2011;428032
128;Beroepsvervoer;0;11;2012;412078
129;Beroepsvervoer;0;12;2010;120004
130;Beroepsvervoer;0;12;2011;116081
131;Beroepsvervoer;0;12;2012;119590
132;Beroepsvervoer;0;13;2010;156355
133;Beroepsvervoer;0;13;2011;157045
134;Beroepsvervoer;0;13;2012;144151
135;Beroepsvervoer;0;14;2010;70447
136;Beroepsvervoer;0;14;2011;67685
137;Beroepsvervoer;0;14;2012;63827
138;Beroepsvervoer;0;15;2010;52507
139;Beroepsvervoer;0;15;2011;47495
140;Beroepsvervoer;0;15;2012;50067
141;Beroepsvervoer;0;16;2010;37547
142;Beroepsvervoer;0;16;2011;39726
143;Beroepsvervoer;0;16;2012;34443
144;Beroepsvervoer;1;11;2010;407936
145;Beroepsvervoer;1;11;2011;400576
146;Beroepsvervoer;1;11;2012;386719
147;Beroepsvervoer;1;12;2010;114055
148;Beroepsvervoer;1;12;2011;110553
149;Beroepsvervoer;1;12;2012;114053
150;Beroepsvervoer;1;13;2010;149110
151;Beroepsvervoer;1;13;2011;149823
152;Beroepsvervoer;1;13;2012;136890
153;Beroepsvervoer;1;14;2010;63698
154;Beroepsvervoer;1;14;2011;60969
155;Beroepsvervoer;1;14;2012;58389
156;Beroepsvervoer;1;15;2010;47134
157;Beroepsvervoer;1;15;2011;43116
158;Beroepsvervoer;1;15;2012;45833
159;Beroepsvervoer;1;16;2010;33938
160;Beroepsvervoer;1;16;2011;36115
161;Beroepsvervoer;1;16;2012;31554
162;Beroepsvervoer;2;11;2010;323115
163;Beroepsvervoer;2;11;2011;314965
164;Beroepsvervoer;2;11;2012;304969
165;Beroepsvervoer;2;12;2010;91182
166;Beroepsvervoer;2;12;2011;87842
167;Beroepsvervoer;2;12;2012;90455
168;Beroepsvervoer;2;13;2010;120446
169;Beroepsvervoer;2;13;2011;119190
170;Beroepsvervoer;2;13;2012;109669
171;Beroepsvervoer;2;14;2010;48751
172;Beroepsvervoer;2;14;2011;46845
173;Beroepsvervoer;2;14;2012;44312
174;Beroepsvervoer;2;15;2010;33045
175;Beroepsvervoer;2;15;2011;30038
176;Beroepsvervoer;2;15;2012;33809
177;Beroepsvervoer;2;16;2010;29691
178;Beroepsvervoer;2;16;2011;31048
179;Beroepsvervoer;2;16;2012;26725
180;Beroepsvervoer;3;11;2010;113746
181;Beroepsvervoer;3;11;2011;113067
182;Beroepsvervoer;3;11;2012;107109
183;Beroepsvervoer;3;12;2010;28822
184;Beroepsvervoer;3;12;2011;28239
185;Beroepsvervoer;3;12;2012;29135
186;Beroepsvervoer;3;13;2010;35910
187;Beroepsvervoer;3;13;2011;37855
188;Beroepsvervoer;3;13;2012;34482
189;Beroepsvervoer;3;14;2010;21697
190;Beroepsvervoer;3;14;2011;20839
191;Beroepsvervoer;3;14;2012;19515
192;Beroepsvervoer;3;15;2010;19462
193;Beroepsvervoer;3;15;2011;17457
194;Beroepsvervoer;3;15;2012;16258
195;Beroepsvervoer;3;16;2010;7856
196;Beroepsvervoer;3;16;2011;8678
197;Beroepsvervoer;3;16;2012;7718
198;Beroepsvervoer;4;11;2010;84821
199;Beroepsvervoer;4;11;2011;85611
200;Beroepsvervoer;4;11;2012;81751
201;Beroepsvervoer;4;12;2010;22873
202;Beroepsvervoer;4;12;2011;22711
203;Beroepsvervoer;4;12;2012;23599
204;Beroepsvervoer;4;13;2010;28665
205;Beroepsvervoer;4;13;2011;30632
206;Beroepsvervoer;4;13;2012;27221
207;Beroepsvervoer;4;14;2010;14947
208;Beroepsvervoer;4;14;2011;14123
209;Beroepsvervoer;4;14;2012;14077
210;Beroepsvervoer;4;15;2010;14089
211;Beroepsvervoer;4;15;2011;13078
212;Beroepsvervoer;4;15;2012;12024
213;Beroepsvervoer;4;16;2010;4247
214;Beroepsvervoer;4;16;2011;5067
215;Beroepsvervoer;4;16;2012;4829
216;Beroepsvervoer;5;11;2010;15117
217;Beroepsvervoer;5;11;2011;15207
218;Beroepsvervoer;5;11;2012;15043
219;Beroepsvervoer;5;12;2010;3189
220;Beroepsvervoer;5;12;2011;2911
221;Beroepsvervoer;5;12;2012;3386
222;Beroepsvervoer;5;13;2010;3237
223;Beroepsvervoer;5;13;2011;3774
224;Beroepsvervoer;5;13;2012;4257
225;Beroepsvervoer;5;14;2010;3518
226;Beroepsvervoer;5;14;2011;3668
227;Beroepsvervoer;5;14;2012;3001
228;Beroepsvervoer;5;15;2010;2585
229;Beroepsvervoer;5;15;2011;2050
230;Beroepsvervoer;5;15;2012;2189
231;Beroepsvervoer;5;16;2010;2588
232;Beroepsvervoer;5;16;2011;2805
233;Beroepsvervoer;5;16;2012;2209
234;Beroepsvervoer;6;11;2010;13808
235;Beroepsvervoer;6;11;2011;12248
236;Beroepsvervoer;6;11;2012;10316
237;Beroepsvervoer;6;12;2010;2760
238;Beroepsvervoer;6;12;2011;2617
239;Beroepsvervoer;6;12;2012;2150
240;Beroepsvervoer;6;13;2010;4008
241;Beroepsvervoer;6;13;2011;3449
242;Beroepsvervoer;6;13;2012;3003
243;Beroepsvervoer;6;14;2010;3231
244;Beroepsvervoer;6;14;2011;3048
245;Beroepsvervoer;6;14;2012;2438
246;Beroepsvervoer;6;15;2010;2788
247;Beroepsvervoer;6;15;2011;2329
248;Beroepsvervoer;6;15;2012;2045
249;Beroepsvervoer;6;16;2010;1021
250;Beroepsvervoer;6;16;2011;805
251;Beroepsvervoer;6;16;2012;680
252;Eigen vervoer;0;11;2010;127929
253;Eigen vervoer;0;11;2011;132966
254;Eigen vervoer;0;11;2012;126340
255;Eigen vervoer;0;12;2010;34503
256;Eigen vervoer;0;12;2011;39587
257;Eigen vervoer;0;12;2012;38979
258;Eigen vervoer;0;13;2010;59706
259;Eigen vervoer;0;13;2011;61209
260;Eigen vervoer;0;13;2012;50932
261;Eigen vervoer;0;14;2010;19225
262;Eigen vervoer;0;14;2011;18154
263;Eigen vervoer;0;14;2012;24242
264;Eigen vervoer;0;15;2010;5342
265;Eigen vervoer;0;15;2011;5769
266;Eigen vervoer;0;15;2012;5311
267;Eigen vervoer;0;16;2010;9153
268;Eigen vervoer;0;16;2011;8245
269;Eigen vervoer;0;16;2012;6876
270;Eigen vervoer;1;11;2010;127058
271;Eigen vervoer;1;11;2011;131777
272;Eigen vervoer;1;11;2012;124694
273;Eigen vervoer;1;12;2010;34121
274;Eigen vervoer;1;12;2011;39230
275;Eigen vervoer;1;12;2012;38137
276;Eigen vervoer;1;13;2010;59456
277;Eigen vervoer;1;13;2011;60928
278;Eigen vervoer;1;13;2012;50514
279;Eigen vervoer;1;14;2010;19051
280;Eigen vervoer;1;14;2011;17698
281;Eigen vervoer;1;14;2012;23972
282;Eigen vervoer;1;15;2010;5290
283;Eigen vervoer;1;15;2011;5699
284;Eigen vervoer;1;15;2012;5240
285;Eigen vervoer;1;16;2010;9140
286;Eigen vervoer;1;16;2011;8221
287;Eigen vervoer;1;16;2012;6830
288;Eigen vervoer;2;11;2010;118161
289;Eigen vervoer;2;11;2011;122015
290;Eigen vervoer;2;11;2012;115692
291;Eigen vervoer;2;12;2010;30279
292;Eigen vervoer;2;12;2011;34409
293;Eigen vervoer;2;12;2012;34572
294;Eigen vervoer;2;13;2010;56868
295;Eigen vervoer;2;13;2011;57775
296;Eigen vervoer;2;13;2012;48156
297;Eigen vervoer;2;14;2010;17627
298;Eigen vervoer;2;14;2011;16755
299;Eigen vervoer;2;14;2012;21852
300;Eigen vervoer;2;15;2010;4665
301;Eigen vervoer;2;15;2011;5232
302;Eigen vervoer;2;15;2012;4537
303;Eigen vervoer;2;16;2010;8723
304;Eigen vervoer;2;16;2011;7845
305;Eigen vervoer;2;16;2012;6575
306;Eigen vervoer;3;11;2010;9768
307;Eigen vervoer;3;11;2011;10951
308;Eigen vervoer;3;11;2012;10648
309;Eigen vervoer;3;12;2010;4224
310;Eigen vervoer;3;12;2011;5178
311;Eigen vervoer;3;12;2012;4406
312;Eigen vervoer;3;13;2010;2839
313;Eigen vervoer;3;13;2011;3435
314;Eigen vervoer;3;13;2012;2776
315;Eigen vervoer;3;14;2010;1598
316;Eigen vervoer;3;14;2011;1400
317;Eigen vervoer;3;14;2012;2390
318;Eigen vervoer;3;15;2010;676
319;Eigen vervoer;3;15;2011;538
320;Eigen vervoer;3;15;2012;775
321;Eigen vervoer;3;16;2010;431
322;Eigen vervoer;3;16;2011;401
323;Eigen vervoer;3;16;2012;301
324;Eigen vervoer;4;11;2010;8897
325;Eigen vervoer;4;11;2011;9762
326;Eigen vervoer;4;11;2012;9001
327;Eigen vervoer;4;12;2010;3842
328;Eigen vervoer;4;12;2011;4821
329;Eigen vervoer;4;12;2012;3565
330;Eigen vervoer;4;13;2010;2588
331;Eigen vervoer;4;13;2011;3153
332;Eigen vervoer;4;13;2012;2358
333;Eigen vervoer;4;14;2010;1424
334;Eigen vervoer;4;14;2011;943
335;Eigen vervoer;4;14;2012;2120
336;Eigen vervoer;4;15;2010;625
337;Eigen vervoer;4;15;2011;468
338;Eigen vervoer;4;15;2012;703
339;Eigen vervoer;4;16;2010;418
340;Eigen vervoer;4;16;2011;376
341;Eigen vervoer;4;16;2012;255
342;Eigen vervoer;5;11;2010;744
343;Eigen vervoer;5;11;2011;830
344;Eigen vervoer;5;11;2012;1213
345;Eigen vervoer;5;12;2010;323
346;Eigen vervoer;5;12;2011;319
347;Eigen vervoer;5;12;2012;619
348;Eigen vervoer;5;13;2010;220
349;Eigen vervoer;5;13;2011;174
350;Eigen vervoer;5;13;2012;320
351;Eigen vervoer;5;14;2010;152
352;Eigen vervoer;5;14;2011;253
353;Eigen vervoer;5;14;2012;209
354;Eigen vervoer;5;15;2010;37
355;Eigen vervoer;5;15;2011;64
356;Eigen vervoer;5;15;2012;28
357;Eigen vervoer;5;16;2010;12
358;Eigen vervoer;5;16;2011;20
359;Eigen vervoer;5;16;2012;36
360;Eigen vervoer;6;11;2010;127
361;Eigen vervoer;6;11;2011;359
362;Eigen vervoer;6;11;2012;434
363;Eigen vervoer;6;12;2010;59
364;Eigen vervoer;6;12;2011;38
365;Eigen vervoer;6;12;2012;222
366;Eigen vervoer;6;13;2010;31
367;Eigen vervoer;6;13;2011;107
368;Eigen vervoer;6;13;2012;98
369;Eigen vervoer;6;14;2010;22
370;Eigen vervoer;6;14;2011;203
371;Eigen vervoer;6;14;2012;61
372;Eigen vervoer;6;15;2010;14
373;Eigen vervoer;6;15;2011;6
374;Eigen vervoer;6;15;2012;43
375;Eigen vervoer;6;16;2010;1
376;Eigen vervoer;6;16;2011;5
377;Eigen vervoer;6;16;2012;9
