ID;Geslacht;Arbeidsmarktpositie;Peilmoment;Studiekenmerken;Persoonskenmerken;Perioden;UitstromersHoTotaal_1;UitstromersHoZonderDiploma_2;UitstromersHoMetDiploma_3
96;Mannen en vrouwen;0;1;0;Nationaliteit: Overig;2006/'07;3420.0;1320.0;2110.0
97;Mannen en vrouwen;0;1;0;Nationaliteit: Overig;2007/'08;3560.0;1260.0;2310.0
98;Mannen en vrouwen;0;1;0;Nationaliteit: Overig;2008/'09;3530.0;1230.0;2290.0
99;Mannen en vrouwen;0;1;0;Nationaliteit: Overig;2009/'10;3540.0;1210.0;2330.0
100;Mannen en vrouwen;0;1;0;Nationaliteit: Overig;2010/'11;3590.0;1190.0;2400.0
101;Mannen en vrouwen;0;1;0;Nationaliteit: Overig;2011/'12;3900.0;1290.0;2610.0
102;Mannen en vrouwen;0;1;0;Nationaliteit: Overig;2012/'13;3620.0;1250.0;2370.0
103;Mannen en vrouwen;0;1;0;Nationaliteit: Overig;2013/'14;3680.0;1270.0;2410.0
104;Mannen en vrouwen;0;1;1;0;2006/'07;21340.0;8680.0;12670.0
105;Mannen en vrouwen;0;1;1;0;2007/'08;20940.0;8080.0;12870.0
106;Mannen en vrouwen;0;1;1;0;2008/'09;18690.0;6990.0;11700.0
107;Mannen en vrouwen;0;1;1;0;2009/'10;19300.0;7710.0;11590.0
108;Mannen en vrouwen;0;1;1;0;2010/'11;20740.0;8150.0;12590.0
109;Mannen en vrouwen;0;1;1;0;2011/'12;20830.0;7880.0;12950.0
110;Mannen en vrouwen;0;1;1;0;2012/'13;16790.0;6140.0;10650.0
111;Mannen en vrouwen;0;1;1;0;2013/'14;17300.0;6900.0;10400.0
112;Mannen en vrouwen;0;1;1;1;2006/'07;610.0;610.0;0.0
113;Mannen en vrouwen;0;1;1;1;2007/'08;600.0;600.0;
114;Mannen en vrouwen;0;1;1;1;2008/'09;460.0;460.0;0.0
115;Mannen en vrouwen;0;1;1;1;2009/'10;490.0;490.0;0.0
116;Mannen en vrouwen;0;1;1;1;2010/'11;520.0;520.0;
117;Mannen en vrouwen;0;1;1;1;2011/'12;490.0;490.0;
118;Mannen en vrouwen;0;1;1;1;2012/'13;390.0;390.0;0.0
119;Mannen en vrouwen;0;1;1;1;2013/'14;410.0;410.0;
120;Mannen en vrouwen;0;1;1;2;2006/'07;6250.0;2300.0;3950.0
121;Mannen en vrouwen;0;1;1;2;2007/'08;6270.0;2310.0;3960.0
122;Mannen en vrouwen;0;1;1;2;2008/'09;5390.0;1900.0;3490.0
123;Mannen en vrouwen;0;1;1;2;2009/'10;5320.0;2000.0;3320.0
124;Mannen en vrouwen;0;1;1;2;2010/'11;5560.0;2230.0;3340.0
125;Mannen en vrouwen;0;1;1;2;2011/'12;5470.0;2190.0;3290.0
126;Mannen en vrouwen;0;1;1;2;2012/'13;4840.0;1810.0;3020.0
127;Mannen en vrouwen;0;1;1;2;2013/'14;4780.0;2050.0;2730.0
128;Mannen en vrouwen;0;1;1;3;2006/'07;4550.0;1470.0;3080.0
129;Mannen en vrouwen;0;1;1;3;2007/'08;4670.0;1470.0;3200.0
130;Mannen en vrouwen;0;1;1;3;2008/'09;4330.0;1280.0;3050.0
131;Mannen en vrouwen;0;1;1;3;2009/'10;4410.0;1330.0;3080.0
132;Mannen en vrouwen;0;1;1;3;2010/'11;4910.0;1510.0;3390.0
133;Mannen en vrouwen;0;1;1;3;2011/'12;5190.0;1560.0;3630.0
134;Mannen en vrouwen;0;1;1;3;2012/'13;4280.0;1260.0;3020.0
135;Mannen en vrouwen;0;1;1;3;2013/'14;4670.0;1430.0;3240.0
136;Mannen en vrouwen;0;1;1;4;2006/'07;1830.0;760.0;1060.0
137;Mannen en vrouwen;0;1;1;4;2007/'08;1860.0;700.0;1160.0
138;Mannen en vrouwen;0;1;1;4;2008/'09;1730.0;640.0;1090.0
139;Mannen en vrouwen;0;1;1;4;2009/'10;1920.0;770.0;1150.0
140;Mannen en vrouwen;0;1;1;4;2010/'11;2050.0;760.0;1290.0
141;Mannen en vrouwen;0;1;1;4;2011/'12;2070.0;730.0;1340.0
142;Mannen en vrouwen;0;1;1;4;2012/'13;1690.0;580.0;1110.0
143;Mannen en vrouwen;0;1;1;4;2013/'14;1720.0;630.0;1090.0
144;Mannen en vrouwen;0;1;1;5;2006/'07;3210.0;1390.0;1820.0
145;Mannen en vrouwen;0;1;1;5;2007/'08;3020.0;1260.0;1770.0
146;Mannen en vrouwen;0;1;1;5;2008/'09;2760.0;1140.0;1620.0
147;Mannen en vrouwen;0;1;1;5;2009/'10;2850.0;1230.0;1620.0
148;Mannen en vrouwen;0;1;1;5;2010/'11;3040.0;1240.0;1800.0
149;Mannen en vrouwen;0;1;1;5;2011/'12;3120.0;1210.0;1920.0
150;Mannen en vrouwen;0;1;1;5;2012/'13;2310.0;880.0;1430.0
151;Mannen en vrouwen;0;1;1;5;2013/'14;2370.0;940.0;1430.0
152;Mannen en vrouwen;0;1;1;6;2006/'07;4890.0;2140.0;2760.0
153;Mannen en vrouwen;0;1;1;6;2007/'08;4520.0;1750.0;2780.0
154;Mannen en vrouwen;0;1;1;6;2008/'09;4030.0;1580.0;2450.0
155;Mannen en vrouwen;0;1;1;6;2009/'10;4310.0;1890.0;2420.0
156;Mannen en vrouwen;0;1;1;6;2010/'11;4660.0;1890.0;2770.0
157;Mannen en vrouwen;0;1;1;6;2011/'12;4480.0;1710.0;2770.0
158;Mannen en vrouwen;0;1;1;6;2012/'13;3290.0;1230.0;2070.0
159;Mannen en vrouwen;0;1;1;6;2013/'14;3360.0;1450.0;1910.0
160;Mannen en vrouwen;0;1;1;7;2006/'07;18310.0;7090.0;11230.0
161;Mannen en vrouwen;0;1;1;7;2007/'08;18040.0;6590.0;11460.0
162;Mannen en vrouwen;0;1;1;7;2008/'09;16000.0;5700.0;10300.0
163;Mannen en vrouwen;0;1;1;7;2009/'10;16570.0;6240.0;10330.0
164;Mannen en vrouwen;0;1;1;7;2010/'11;17680.0;6480.0;11200.0
165;Mannen en vrouwen;0;1;1;7;2011/'12;17640.0;6190.0;11450.0
166;Mannen en vrouwen;0;1;1;7;2012/'13;14120.0;4770.0;9360.0
167;Mannen en vrouwen;0;1;1;7;2013/'14;14460.0;5310.0;9150.0
168;Mannen en vrouwen;0;1;1;8;2006/'07;1530.0;880.0;650.0
169;Mannen en vrouwen;0;1;1;8;2007/'08;1490.0;860.0;630.0
170;Mannen en vrouwen;0;1;1;8;2008/'09;1380.0;740.0;640.0
171;Mannen en vrouwen;0;1;1;8;2009/'10;1390.0;850.0;540.0
172;Mannen en vrouwen;0;1;1;8;2010/'11;1620.0;1000.0;620.0
173;Mannen en vrouwen;0;1;1;8;2011/'12;1690.0;1030.0;670.0
174;Mannen en vrouwen;0;1;1;8;2012/'13;1490.0;860.0;640.0
175;Mannen en vrouwen;0;1;1;8;2013/'14;1660.0;1050.0;600.0
176;Mannen en vrouwen;0;1;1;9;2006/'07;1500.0;710.0;790.0
177;Mannen en vrouwen;0;1;1;9;2007/'08;1420.0;640.0;780.0
178;Mannen en vrouwen;0;1;1;9;2008/'09;1310.0;550.0;770.0
179;Mannen en vrouwen;0;1;1;9;2009/'10;1340.0;610.0;720.0
180;Mannen en vrouwen;0;1;1;9;2010/'11;1440.0;670.0;770.0
181;Mannen en vrouwen;0;1;1;9;2011/'12;1500.0;660.0;840.0
182;Mannen en vrouwen;0;1;1;9;2012/'13;1170.0;520.0;650.0
183;Mannen en vrouwen;0;1;1;9;2013/'14;1180.0;540.0;640.0
184;Mannen en vrouwen;0;1;1;Nationaliteit: Nederlands;2006/'07;21000.0;8500.0;12500.0
185;Mannen en vrouwen;0;1;1;Nationaliteit: Nederlands;2007/'08;20670.0;7940.0;12730.0
186;Mannen en vrouwen;0;1;1;Nationaliteit: Nederlands;2008/'09;18410.0;6870.0;11540.0
187;Mannen en vrouwen;0;1;1;Nationaliteit: Nederlands;2009/'10;19000.0;7560.0;11440.0
188;Mannen en vrouwen;0;1;1;Nationaliteit: Nederlands;2010/'11;20460.0;8010.0;12450.0
189;Mannen en vrouwen;0;1;1;Nationaliteit: Nederlands;2011/'12;20490.0;7690.0;12800.0
190;Mannen en vrouwen;0;1;1;Nationaliteit: Nederlands;2012/'13;16530.0;6010.0;10520.0
191;Mannen en vrouwen;0;1;1;Nationaliteit: Nederlands;2013/'14;17010.0;6750.0;10260.0
192;Mannen en vrouwen;0;1;1;Nationaliteit: EER;2006/'07;200.0;90.0;120.0
193;Mannen en vrouwen;0;1;1;Nationaliteit: EER;2007/'08;190.0;80.0;110.0
194;Mannen en vrouwen;0;1;1;Nationaliteit: EER;2008/'09;190.0;70.0;120.0
195;Mannen en vrouwen;0;1;1;Nationaliteit: EER;2009/'10;200.0;90.0;120.0
196;Mannen en vrouwen;0;1;1;Nationaliteit: EER;2010/'11;210.0;90.0;120.0
197;Mannen en vrouwen;0;1;1;Nationaliteit: EER;2011/'12;240.0;120.0;120.0
198;Mannen en vrouwen;0;1;1;Nationaliteit: EER;2012/'13;170.0;70.0;100.0
199;Mannen en vrouwen;0;1;1;Nationaliteit: EER;2013/'14;200.0;90.0;110.0
200;Mannen en vrouwen;0;1;1;Nationaliteit: Overig;2006/'07;140.0;100.0;50.0
201;Mannen en vrouwen;0;1;1;Nationaliteit: Overig;2007/'08;80.0;60.0;20.0
202;Mannen en vrouwen;0;1;1;Nationaliteit: Overig;2008/'09;90.0;60.0;40.0
203;Mannen en vrouwen;0;1;1;Nationaliteit: Overig;2009/'10;90.0;60.0;30.0
204;Mannen en vrouwen;0;1;1;Nationaliteit: Overig;2010/'11;70.0;50.0;20.0
205;Mannen en vrouwen;0;1;1;Nationaliteit: Overig;2011/'12;100.0;70.0;30.0
206;Mannen en vrouwen;0;1;1;Nationaliteit: Overig;2012/'13;90.0;60.0;30.0
207;Mannen en vrouwen;0;1;1;Nationaliteit: Overig;2013/'14;80.0;50.0;30.0
208;Mannen en vrouwen;0;1;2;0;2006/'07;2990.0;780.0;2210.0
209;Mannen en vrouwen;0;1;2;0;2007/'08;2890.0;850.0;2040.0
210;Mannen en vrouwen;0;1;2;0;2008/'09;2750.0;750.0;2010.0
211;Mannen en vrouwen;0;1;2;0;2009/'10;2880.0;870.0;2010.0
212;Mannen en vrouwen;0;1;2;0;2010/'11;2970.0;1020.0;1950.0
213;Mannen en vrouwen;0;1;2;0;2011/'12;3340.0;1070.0;2270.0
214;Mannen en vrouwen;0;1;2;0;2012/'13;3130.0;950.0;2190.0
215;Mannen en vrouwen;0;1;2;0;2013/'14;3360.0;980.0;2380.0
216;Mannen en vrouwen;0;1;2;1;2006/'07;40.0;40.0;0.0
217;Mannen en vrouwen;0;1;2;1;2007/'08;70.0;70.0;0.0
218;Mannen en vrouwen;0;1;2;1;2008/'09;60.0;60.0;0.0
219;Mannen en vrouwen;0;1;2;1;2009/'10;80.0;80.0;0.0
220;Mannen en vrouwen;0;1;2;1;2010/'11;80.0;80.0;0.0
221;Mannen en vrouwen;0;1;2;1;2011/'12;100.0;100.0;0.0
222;Mannen en vrouwen;0;1;2;1;2012/'13;80.0;80.0;0.0
223;Mannen en vrouwen;0;1;2;1;2013/'14;90.0;90.0;0.0
224;Mannen en vrouwen;0;1;2;2;2006/'07;890.0;290.0;600.0
225;Mannen en vrouwen;0;1;2;2;2007/'08;870.0;300.0;570.0
226;Mannen en vrouwen;0;1;2;2;2008/'09;770.0;260.0;500.0
227;Mannen en vrouwen;0;1;2;2;2009/'10;900.0;350.0;560.0
228;Mannen en vrouwen;0;1;2;2;2010/'11;930.0;400.0;530.0
229;Mannen en vrouwen;0;1;2;2;2011/'12;1060.0;410.0;650.0
230;Mannen en vrouwen;0;1;2;2;2012/'13;980.0;380.0;600.0
231;Mannen en vrouwen;0;1;2;2;2013/'14;1110.0;410.0;700.0
232;Mannen en vrouwen;0;1;2;3;2006/'07;1320.0;210.0;1110.0
233;Mannen en vrouwen;0;1;2;3;2007/'08;1230.0;210.0;1020.0
234;Mannen en vrouwen;0;1;2;3;2008/'09;1240.0;190.0;1060.0
235;Mannen en vrouwen;0;1;2;3;2009/'10;1250.0;220.0;1030.0
236;Mannen en vrouwen;0;1;2;3;2010/'11;1230.0;250.0;980.0
237;Mannen en vrouwen;0;1;2;3;2011/'12;1370.0;240.0;1130.0
238;Mannen en vrouwen;0;1;2;3;2012/'13;1390.0;260.0;1130.0
239;Mannen en vrouwen;0;1;2;3;2013/'14;1510.0;260.0;1250.0
240;Mannen en vrouwen;0;1;2;4;2006/'07;300.0;90.0;210.0
241;Mannen en vrouwen;0;1;2;4;2007/'08;300.0;80.0;220.0
242;Mannen en vrouwen;0;1;2;4;2008/'09;260.0;60.0;200.0
243;Mannen en vrouwen;0;1;2;4;2009/'10;260.0;70.0;190.0
244;Mannen en vrouwen;0;1;2;4;2010/'11;280.0;70.0;200.0
245;Mannen en vrouwen;0;1;2;4;2011/'12;320.0;100.0;220.0
246;Mannen en vrouwen;0;1;2;4;2012/'13;260.0;70.0;190.0
247;Mannen en vrouwen;0;1;2;4;2013/'14;280.0;80.0;200.0
248;Mannen en vrouwen;0;1;2;5;2006/'07;260.0;90.0;170.0
249;Mannen en vrouwen;0;1;2;5;2007/'08;250.0;110.0;150.0
250;Mannen en vrouwen;0;1;2;5;2008/'09;260.0;90.0;170.0
251;Mannen en vrouwen;0;1;2;5;2009/'10;240.0;90.0;160.0
252;Mannen en vrouwen;0;1;2;5;2010/'11;250.0;100.0;150.0
253;Mannen en vrouwen;0;1;2;5;2011/'12;290.0;110.0;180.0
254;Mannen en vrouwen;0;1;2;5;2012/'13;230.0;90.0;140.0
255;Mannen en vrouwen;0;1;2;5;2013/'14;180.0;60.0;120.0
256;Mannen en vrouwen;0;1;2;6;2006/'07;180.0;70.0;110.0
257;Mannen en vrouwen;0;1;2;6;2007/'08;170.0;90.0;80.0
258;Mannen en vrouwen;0;1;2;6;2008/'09;180.0;90.0;90.0
259;Mannen en vrouwen;0;1;2;6;2009/'10;150.0;80.0;80.0
260;Mannen en vrouwen;0;1;2;6;2010/'11;210.0;120.0;90.0
261;Mannen en vrouwen;0;1;2;6;2011/'12;200.0;120.0;90.0
262;Mannen en vrouwen;0;1;2;6;2012/'13;190.0;70.0;110.0
263;Mannen en vrouwen;0;1;2;6;2013/'14;190.0;70.0;120.0
264;Mannen en vrouwen;0;1;2;7;2006/'07;2380.0;640.0;1730.0
265;Mannen en vrouwen;0;1;2;7;2007/'08;2290.0;720.0;1560.0
266;Mannen en vrouwen;0;1;2;7;2008/'09;2130.0;610.0;1520.0
267;Mannen en vrouwen;0;1;2;7;2009/'10;2320.0;740.0;1580.0
268;Mannen en vrouwen;0;1;2;7;2010/'11;2320.0;860.0;1460.0
269;Mannen en vrouwen;0;1;2;7;2011/'12;2650.0;890.0;1760.0
270;Mannen en vrouwen;0;1;2;7;2012/'13;2440.0;760.0;1670.0
271;Mannen en vrouwen;0;1;2;7;2013/'14;2670.0;790.0;1880.0
272;Mannen en vrouwen;0;1;2;8;2006/'07;320.0;80.0;240.0
273;Mannen en vrouwen;0;1;2;8;2007/'08;320.0;70.0;240.0
274;Mannen en vrouwen;0;1;2;8;2008/'09;330.0;60.0;260.0
275;Mannen en vrouwen;0;1;2;8;2009/'10;300.0;70.0;240.0
276;Mannen en vrouwen;0;1;2;8;2010/'11;350.0;60.0;290.0
277;Mannen en vrouwen;0;1;2;8;2011/'12;350.0;80.0;260.0
278;Mannen en vrouwen;0;1;2;8;2012/'13;350.0;90.0;260.0
279;Mannen en vrouwen;0;1;2;8;2013/'14;370.0;110.0;260.0
280;Mannen en vrouwen;0;1;2;9;2006/'07;290.0;60.0;230.0
281;Mannen en vrouwen;0;1;2;9;2007/'08;290.0;60.0;230.0
282;Mannen en vrouwen;0;1;2;9;2008/'09;300.0;70.0;230.0
283;Mannen en vrouwen;0;1;2;9;2009/'10;270.0;70.0;190.0
284;Mannen en vrouwen;0;1;2;9;2010/'11;310.0;100.0;210.0
285;Mannen en vrouwen;0;1;2;9;2011/'12;340.0;90.0;250.0
286;Mannen en vrouwen;0;1;2;9;2012/'13;350.0;100.0;250.0
287;Mannen en vrouwen;0;1;2;9;2013/'14;320.0;80.0;240.0
288;Mannen en vrouwen;0;1;2;Nationaliteit: Nederlands;2006/'07;2540.0;700.0;1840.0
289;Mannen en vrouwen;0;1;2;Nationaliteit: Nederlands;2007/'08;2440.0;780.0;1660.0
290;Mannen en vrouwen;0;1;2;Nationaliteit: Nederlands;2008/'09;2300.0;660.0;1630.0
291;Mannen en vrouwen;0;1;2;Nationaliteit: Nederlands;2009/'10;2500.0;800.0;1700.0
292;Mannen en vrouwen;0;1;2;Nationaliteit: Nederlands;2010/'11;2480.0;930.0;1560.0
293;Mannen en vrouwen;0;1;2;Nationaliteit: Nederlands;2011/'12;2870.0;990.0;1880.0
294;Mannen en vrouwen;0;1;2;Nationaliteit: Nederlands;2012/'13;2620.0;840.0;1780.0
295;Mannen en vrouwen;0;1;2;Nationaliteit: Nederlands;2013/'14;2910.0;890.0;2020.0
296;Mannen en vrouwen;0;1;2;Nationaliteit: EER;2006/'07;150.0;20.0;130.0
297;Mannen en vrouwen;0;1;2;Nationaliteit: EER;2007/'08;150.0;20.0;140.0
298;Mannen en vrouwen;0;1;2;Nationaliteit: EER;2008/'09;170.0;40.0;130.0
299;Mannen en vrouwen;0;1;2;Nationaliteit: EER;2009/'10;140.0;30.0;110.0
300;Mannen en vrouwen;0;1;2;Nationaliteit: EER;2010/'11;160.0;50.0;110.0
301;Mannen en vrouwen;0;1;2;Nationaliteit: EER;2011/'12;190.0;40.0;150.0
302;Mannen en vrouwen;0;1;2;Nationaliteit: EER;2012/'13;210.0;50.0;160.0
303;Mannen en vrouwen;0;1;2;Nationaliteit: EER;2013/'14;160.0;30.0;130.0
304;Mannen en vrouwen;0;1;2;Nationaliteit: Overig;2006/'07;300.0;60.0;240.0
305;Mannen en vrouwen;0;1;2;Nationaliteit: Overig;2007/'08;300.0;50.0;240.0
306;Mannen en vrouwen;0;1;2;Nationaliteit: Overig;2008/'09;290.0;50.0;240.0
307;Mannen en vrouwen;0;1;2;Nationaliteit: Overig;2009/'10;250.0;50.0;200.0
308;Mannen en vrouwen;0;1;2;Nationaliteit: Overig;2010/'11;320.0;40.0;290.0
309;Mannen en vrouwen;0;1;2;Nationaliteit: Overig;2011/'12;280.0;40.0;240.0
310;Mannen en vrouwen;0;1;2;Nationaliteit: Overig;2012/'13;310.0;70.0;240.0
311;Mannen en vrouwen;0;1;2;Nationaliteit: Overig;2013/'14;290.0;60.0;240.0
312;Mannen en vrouwen;0;1;3;0;2006/'07;2560.0;800.0;1760.0
313;Mannen en vrouwen;0;1;3;0;2007/'08;2550.0;830.0;1730.0
314;Mannen en vrouwen;0;1;3;0;2008/'09;2590.0;830.0;1760.0
315;Mannen en vrouwen;0;1;3;0;2009/'10;2760.0;880.0;1880.0
316;Mannen en vrouwen;0;1;3;0;2010/'11;2970.0;940.0;2030.0
317;Mannen en vrouwen;0;1;3;0;2011/'12;3430.0;990.0;2440.0
318;Mannen en vrouwen;0;1;3;0;2012/'13;3080.0;820.0;2260.0
319;Mannen en vrouwen;0;1;3;0;2013/'14;3330.0;920.0;2400.0
