ID;Sales;SBI2008;Periods;WeightFactor_1;IndexNumbers_2;MonthOnMonthDevelopment_3;YearOnYearDevelopment_4
5658;Total sales;19 Manufacture of coke and petroleum;2000 April;23483;60.2;-5.8;81.5
5659;Total sales;19 Manufacture of coke and petroleum;2000 May;23483;67.3;11.9;100.0
5660;Total sales;19 Manufacture of coke and petroleum;2000 June;23483;69.8;3.7;99.1
5661;Total sales;19 Manufacture of coke and petroleum;2000 July;23483;69.3;-0.8;69.9
5662;Total sales;19 Manufacture of coke and petroleum;2000 August;23483;72.9;5.2;65.5
5663;Total sales;19 Manufacture of coke and petroleum;2000 September;23483;83.4;14.5;77.7
5664;Total sales;19 Manufacture of coke and petroleum;2000 October;23483;83.0;-0.4;76.1
5665;Total sales;19 Manufacture of coke and petroleum;2000 November;23483;81.7;-1.6;60.2
5666;Total sales;19 Manufacture of coke and petroleum;2000 December;23483;70.3;-14.0;28.5
5667;Total sales;19 Manufacture of coke and petroleum;2000;23483;69.7;;79.8
5668;Total sales;19 Manufacture of coke and petroleum;2001 January;23483;64.9;-7.7;17.3
5669;Total sales;19 Manufacture of coke and petroleum;2001 February;23483;67.4;3.8;13.3
5670;Total sales;19 Manufacture of coke and petroleum;2001 March;23483;66.0;-2.0;3.4
5671;Total sales;19 Manufacture of coke and petroleum;2001 April;23483;69.6;5.4;15.7
5672;Total sales;19 Manufacture of coke and petroleum;2001 May;23483;74.7;7.4;11.0
5673;Total sales;19 Manufacture of coke and petroleum;2001 June;23483;71.6;-4.2;2.6
5674;Total sales;19 Manufacture of coke and petroleum;2001 July;23483;66.0;-7.9;-4.8
5675;Total sales;19 Manufacture of coke and petroleum;2001 August;23483;64.3;-2.5;-11.7
5676;Total sales;19 Manufacture of coke and petroleum;2001 September;23483;65.7;2.0;-21.3
5677;Total sales;19 Manufacture of coke and petroleum;2001 October;23483;58.4;-11.0;-29.6
5678;Total sales;19 Manufacture of coke and petroleum;2001 November;23483;54.0;-7.7;-33.9
5679;Total sales;19 Manufacture of coke and petroleum;2001 December;23483;51.5;-4.6;-26.7
5680;Total sales;19 Manufacture of coke and petroleum;2001;23483;64.5;;-7.5
5681;Total sales;19 Manufacture of coke and petroleum;2002 January;23483;51.9;0.8;-20.0
5682;Total sales;19 Manufacture of coke and petroleum;2002 February;23483;52.7;1.5;-21.8
5683;Total sales;19 Manufacture of coke and petroleum;2002 March;23483;57.9;9.9;-12.3
5684;Total sales;19 Manufacture of coke and petroleum;2002 April;23483;63.1;9.1;-9.3
5685;Total sales;19 Manufacture of coke and petroleum;2002 May;23483;60.9;-3.5;-18.4
5686;Total sales;19 Manufacture of coke and petroleum;2002 June;23483;59.0;-3.2;-17.6
5687;Total sales;19 Manufacture of coke and petroleum;2002 July;23483;60.3;2.2;-8.7
5688;Total sales;19 Manufacture of coke and petroleum;2002 August;23483;62.2;3.2;-3.3
5689;Total sales;19 Manufacture of coke and petroleum;2002 September;23483;66.5;6.9;1.3
5690;Total sales;19 Manufacture of coke and petroleum;2002 October;23483;66.8;0.4;14.2
5691;Total sales;19 Manufacture of coke and petroleum;2002 November;23483;59.9;-10.3;11.0
5692;Total sales;19 Manufacture of coke and petroleum;2002 December;23483;63.5;6.1;23.4
5693;Total sales;19 Manufacture of coke and petroleum;2002;23483;60.4;;-6.4
5694;Total sales;19 Manufacture of coke and petroleum;2003 January;23483;68.4;7.7;31.9
5695;Total sales;19 Manufacture of coke and petroleum;2003 February;23483;74.6;9.0;41.7
5696;Total sales;19 Manufacture of coke and petroleum;2003 March;23483;72.1;-3.4;24.5
5697;Total sales;19 Manufacture of coke and petroleum;2003 April;23483;59.1;-18.0;-6.4
5698;Total sales;19 Manufacture of coke and petroleum;2003 May;23483;54.7;-7.4;-10.2
5699;Total sales;19 Manufacture of coke and petroleum;2003 June;23483;56.3;2.8;-4.6
5700;Total sales;19 Manufacture of coke and petroleum;2003 July;23483;57.9;2.9;-3.9
5701;Total sales;19 Manufacture of coke and petroleum;2003 August;23483;62.0;7.0;-0.4
5702;Total sales;19 Manufacture of coke and petroleum;2003 September;23483;58.3;-6.0;-12.4
5703;Total sales;19 Manufacture of coke and petroleum;2003 October;23483;59.7;2.5;-10.6
5704;Total sales;19 Manufacture of coke and petroleum;2003 November;23483;59.8;0.1;-0.2
5705;Total sales;19 Manufacture of coke and petroleum;2003 December;23483;58.3;-2.6;-8.3
5706;Total sales;19 Manufacture of coke and petroleum;2003;23483;61.8;;2.3
5707;Total sales;19 Manufacture of coke and petroleum;2004 January;23483;59.8;2.6;-12.6
5708;Total sales;19 Manufacture of coke and petroleum;2004 February;23483;58.0;-3.1;-22.3
5709;Total sales;19 Manufacture of coke and petroleum;2004 March;23483;64.5;11.2;-10.5
5710;Total sales;19 Manufacture of coke and petroleum;2004 April;23483;67.1;4.1;13.7
5711;Total sales;19 Manufacture of coke and petroleum;2004 May;23483;74.4;10.8;36.0
5712;Total sales;19 Manufacture of coke and petroleum;2004 June;23483;70.6;-5.0;25.6
5713;Total sales;19 Manufacture of coke and petroleum;2004 July;23483;75.3;6.7;30.1
5714;Total sales;19 Manufacture of coke and petroleum;2004 August;23483;80.4;6.7;29.8
5715;Total sales;19 Manufacture of coke and petroleum;2004 September;23483;82.4;2.5;41.5
5716;Total sales;19 Manufacture of coke and petroleum;2004 October;23483;91.1;10.6;52.6
5717;Total sales;19 Manufacture of coke and petroleum;2004 November;23483;82.3;-9.6;37.7
5718;Total sales;19 Manufacture of coke and petroleum;2004 December;23483;72.2;-12.3;23.9
5719;Total sales;19 Manufacture of coke and petroleum;2004;23483;73.2;;18.5
5720;Total sales;19 Manufacture of coke and petroleum;2005 January;23483;74.3;2.9;24.2
5721;Total sales;19 Manufacture of coke and petroleum;2005 February;23483;78.9;6.1;36.0
5722;Total sales;19 Manufacture of coke and petroleum;2005 March;23483;89.3;13.2;38.5
5723;Total sales;19 Manufacture of coke and petroleum;2005 April;23483;94.2;5.5;40.2
5724;Total sales;19 Manufacture of coke and petroleum;2005 May;23483;89.9;-4.5;20.9
5725;Total sales;19 Manufacture of coke and petroleum;2005 June;23483;101.2;12.6;43.3
5726;Total sales;19 Manufacture of coke and petroleum;2005 July;23483;107.8;6.5;43.1
5727;Total sales;19 Manufacture of coke and petroleum;2005 August;23483;114.2;5.9;42.0
5728;Total sales;19 Manufacture of coke and petroleum;2005 September;23483;121.5;6.4;47.5
5729;Total sales;19 Manufacture of coke and petroleum;2005 October;23483;117.7;-3.2;29.2
5730;Total sales;19 Manufacture of coke and petroleum;2005 November;23483;106.1;-9.8;28.9
5731;Total sales;19 Manufacture of coke and petroleum;2005 December;23483;105.0;-1.1;45.3
5732;Total sales;19 Manufacture of coke and petroleum;2005;23483;100.0;;36.6
5733;Total sales;19 Manufacture of coke and petroleum;2006 January;23483;110.8;5.5;49.1
5734;Total sales;19 Manufacture of coke and petroleum;2006 February;23483;109.3;-1.4;38.5
5735;Total sales;19 Manufacture of coke and petroleum;2006 March;23483;114.1;4.4;27.8
5736;Total sales;19 Manufacture of coke and petroleum;2006 April;23483;124.0;8.7;31.7
5737;Total sales;19 Manufacture of coke and petroleum;2006 May;23483;121.9;-1.7;35.6
5738;Total sales;19 Manufacture of coke and petroleum;2006 June;23483;123.4;1.2;21.9
5739;Total sales;19 Manufacture of coke and petroleum;2006 July;23483;126.4;2.5;17.3
5740;Total sales;19 Manufacture of coke and petroleum;2006 August;23483;123.3;-2.5;8.0
5741;Total sales;19 Manufacture of coke and petroleum;2006 September;23483;108.0;-12.4;-11.1
5742;Total sales;19 Manufacture of coke and petroleum;2006 October;23483;102.7;-4.9;-12.7
5743;Total sales;19 Manufacture of coke and petroleum;2006 November;23483;100.8;-1.8;-5.0
5744;Total sales;19 Manufacture of coke and petroleum;2006 December;23483;101.8;1.0;-3.0
5745;Total sales;19 Manufacture of coke and petroleum;2006;23483;113.9;;13.9
5746;Total sales;19 Manufacture of coke and petroleum;2007 January;23483;95.7;-6.0;-13.6
5747;Total sales;19 Manufacture of coke and petroleum;2007 February;23483;99.8;4.2;-8.7
5748;Total sales;19 Manufacture of coke and petroleum;2007 March;23483;105.1;5.4;-7.9
5749;Total sales;19 Manufacture of coke and petroleum;2007 April;23483;111.9;6.4;-9.8
5750;Total sales;19 Manufacture of coke and petroleum;2007 May;23483;117.1;4.7;-4.0
5751;Total sales;19 Manufacture of coke and petroleum;2007 June;23483;119.7;2.3;-3.0
5752;Total sales;19 Manufacture of coke and petroleum;2007 July;23483;121.6;1.6;-3.8
5753;Total sales;19 Manufacture of coke and petroleum;2007 August;23483;117.5;-3.4;-4.7
5754;Total sales;19 Manufacture of coke and petroleum;2007 September;23483;122.9;4.6;13.8
5755;Total sales;19 Manufacture of coke and petroleum;2007 October;23483;125.9;2.4;22.6
5756;Total sales;19 Manufacture of coke and petroleum;2007 November;23483;138.5;10.0;37.4
5757;Total sales;19 Manufacture of coke and petroleum;2007 December;23483;135.0;-2.6;32.6
5758;Total sales;19 Manufacture of coke and petroleum;2007;23483;117.6;;3.2
5759;Total sales;19 Manufacture of coke and petroleum;2008 January;23483;134.1;-0.6;40.1
5760;Total sales;19 Manufacture of coke and petroleum;2008 February;23483;134.8;0.5;35.1
5761;Total sales;19 Manufacture of coke and petroleum;2008 March;23483;145.0;7.6;37.9
5762;Total sales;19 Manufacture of coke and petroleum;2008 April;23483;150.4;3.7;34.5
5763;Total sales;19 Manufacture of coke and petroleum;2008 May;23483;169.9;12.9;45.1
5764;Total sales;19 Manufacture of coke and petroleum;2008 June;23483;178.9;5.3;49.4
5765;Total sales;19 Manufacture of coke and petroleum;2008 July;23483;179.8;0.5;47.8
5766;Total sales;19 Manufacture of coke and petroleum;2008 August;23483;160.0;-11.0;36.2
5767;Total sales;19 Manufacture of coke and petroleum;2008 September;23483;154.0;-3.8;25.3
5768;Total sales;19 Manufacture of coke and petroleum;2008 October;23483;128.3;-16.6;1.9
5769;Total sales;19 Manufacture of coke and petroleum;2008 November;23483;101.7;-20.7;-26.6
5770;Total sales;19 Manufacture of coke and petroleum;2008 December;23483;76.0;-25.3;-43.7
5771;Total sales;19 Manufacture of coke and petroleum;2008;23483;142.7;;21.4
5772;Total sales;19 Manufacture of coke and petroleum;2009 January;23483;81.7;7.5;-39.1
5773;Total sales;19 Manufacture of coke and petroleum;2009 February;23483;81.7;0.0;-39.4
5774;Total sales;19 Manufacture of coke and petroleum;2009 March;23483;82.7;1.2;-43.0
5775;Total sales;19 Manufacture of coke and petroleum;2009 April;23483;86.9;5.1;-42.3
5776;Total sales;19 Manufacture of coke and petroleum;2009 May;23483;95.2;9.6;-43.9
5777;Total sales;19 Manufacture of coke and petroleum;2009 June;23483;106.4;11.7;-40.5
5778;Total sales;19 Manufacture of coke and petroleum;2009 July;23483;101.5;-4.6;-43.5
5779;Total sales;19 Manufacture of coke and petroleum;2009 August;23483;110.1;8.5;-31.2
5780;Total sales;19 Manufacture of coke and petroleum;2009 September;23483;102.1;-7.3;-33.7
5781;Total sales;19 Manufacture of coke and petroleum;2009 October;23483;107.2;5.0;-16.4
5782;Total sales;19 Manufacture of coke and petroleum;2009 November;23483;111.0;3.5;9.1
5783;Total sales;19 Manufacture of coke and petroleum;2009 December;23483;110.2;-0.7;45.0
5784;Total sales;19 Manufacture of coke and petroleum;2009;23483;98.1;;-31.3
5785;Total sales;19 Manufacture of coke and petroleum;2010 January;23483;116.0;5.3;41.9
5786;Total sales;19 Manufacture of coke and petroleum;2010 February;23483;117.8;1.6;44.2
5787;Total sales;19 Manufacture of coke and petroleum;2010 March;23483;126.5;7.4;53.0
5788;Total sales;19 Manufacture of coke and petroleum;2010 April;23483;134.2;6.1;54.5
5789;Total sales;19 Manufacture of coke and petroleum;2010 May;23483;133.2;-0.7;39.9
5790;Total sales;19 Manufacture of coke and petroleum;2010 June;23483;134.3;0.8;26.3
5791;Total sales;19 Manufacture of coke and petroleum;2010 July;23483;128.3;-4.5;26.3
5792;Total sales;19 Manufacture of coke and petroleum;2010 August;23483;127.2;-0.8;15.5
5793;Total sales;19 Manufacture of coke and petroleum;2010 September;23483;128.0;0.6;25.4
5794;Total sales;19 Manufacture of coke and petroleum;2010 October;23483;131.5;2.7;22.7
5795;Total sales;19 Manufacture of coke and petroleum;2010 November;23483;134.9;2.6;21.5
5796;Total sales;19 Manufacture of coke and petroleum;2010 December;23483;143.1;6.1;29.9
5797;Total sales;19 Manufacture of coke and petroleum;2010;23483;129.6;;32.2
5798;Total sales;19 Manufacture of coke and petroleum;2011 January;23483;146.8;2.5;26.5
5799;Total sales;19 Manufacture of coke and petroleum;2011 February;23483;157.2;7.1;33.4
5800;Total sales;19 Manufacture of coke and petroleum;2011 March;23483;165.3;5.2;30.7
5801;Total sales;19 Manufacture of coke and petroleum;2011 April;23483;171.2;3.6;27.5
5802;Total sales;19 Manufacture of coke and petroleum;2011 May;23483;165.1;-3.5;23.9
5803;Total sales;19 Manufacture of coke and petroleum;2011 June;23483;159.6;-3.4;18.8
5804;Total sales;19 Manufacture of coke and petroleum;2011 July;23483;165.1;3.5;28.7
5805;Total sales;19 Manufacture of coke and petroleum;2011 August;23483;161.0;-2.5;26.5
5806;Total sales;19 Manufacture of coke and petroleum;2011 September;23483;167.4;4.0;30.7
5807;Total sales;19 Manufacture of coke and petroleum;2011 October;23483;163.3;-2.4;24.1
5808;Total sales;19 Manufacture of coke and petroleum;2011 November;23483;168.2;3.0;24.7
5809;Total sales;19 Manufacture of coke and petroleum;2011 December;23483;167.2;-0.6;16.8
5810;Total sales;19 Manufacture of coke and petroleum;2011;23483;163.1;;25.9
5811;Total sales;19 Manufacture of coke and petroleum;2012 January;23483;177.9;6.4;21.2
5812;Total sales;19 Manufacture of coke and petroleum;2012 February;23483;184.7;3.8;17.5
5813;Total sales;19 Manufacture of coke and petroleum;2012 March;23483;190.4;3.1;15.2
5814;Total sales;19 Manufacture of coke and petroleum;2012 April;23483;187.5;-1.5;9.6
5815;Total sales;19 Manufacture of coke and petroleum;2012 May;23483;177.4;-5.4;7.4
5816;Total sales;19 Manufacture of coke and petroleum;2012 June;23483;162.9;-8.2;2.1
5817;Total sales;19 Manufacture of coke and petroleum;2012 July;23483;176.1;8.1;6.6
5818;Total sales;19 Manufacture of coke and petroleum;2012 August;23483;188.9;7.3;17.3
5819;Total sales;19 Manufacture of coke and petroleum;2012 September;23483;188.6;-0.2;12.7
5820;Total sales;19 Manufacture of coke and petroleum;2012 October;23483;183.2;-2.9;12.2
5821;Total sales;19 Manufacture of coke and petroleum;2012 November;23483;175.5;-4.2;4.3
5822;Total sales;19 Manufacture of coke and petroleum;2012 December;23483;169.8;-3.2;1.6
5823;Total sales;19 Manufacture of coke and petroleum;2012;23483;180.2;;10.5
5824;Total sales;20 Manufacture of chemicals;1981 January;0;73.6;;
5825;Total sales;20 Manufacture of chemicals;1981 February;0;74.5;1.3;
5826;Total sales;20 Manufacture of chemicals;1981 March ;0;76.8;3.0;
5827;Total sales;20 Manufacture of chemicals;1981 April;0;78.1;1.7;
5828;Total sales;20 Manufacture of chemicals;1981 May;0;78.8;0.9;
5829;Total sales;20 Manufacture of chemicals;1981 June;0;80.1;1.6;
5830;Total sales;20 Manufacture of chemicals;1981 July;0;80.7;0.8;
5831;Total sales;20 Manufacture of chemicals;1981 August;0;81.6;1.2;
5832;Total sales;20 Manufacture of chemicals;1981 September;0;82.2;0.7;
5833;Total sales;20 Manufacture of chemicals;1981 October;0;81.3;-1.2;
5834;Total sales;20 Manufacture of chemicals;1981 November;0;81.3;0.0;
5835;Total sales;20 Manufacture of chemicals;1981 December;0;79.8;-1.8;
5836;Total sales;20 Manufacture of chemicals;1981;0;79.1;;
5837;Total sales;20 Manufacture of chemicals;1982 January;0;79.9;0.1;8.6
5838;Total sales;20 Manufacture of chemicals;1982 February;0;80.2;0.3;7.6
5839;Total sales;20 Manufacture of chemicals;1982 March ;0;79.9;-0.3;4.1
5840;Total sales;20 Manufacture of chemicals;1982 April;0;79.8;-0.1;2.2
5841;Total sales;20 Manufacture of chemicals;1982 May;0;79.9;0.1;1.5
5842;Total sales;20 Manufacture of chemicals;1982 June;0;79.7;-0.3;-0.5
5843;Total sales;20 Manufacture of chemicals;1982 July;0;79.8;0.2;-1.1
5844;Total sales;20 Manufacture of chemicals;1982 August;0;79.9;0.1;-2.2
5845;Total sales;20 Manufacture of chemicals;1982 September;0;80.1;0.3;-2.6
5846;Total sales;20 Manufacture of chemicals;1982 October;0;79.9;-0.2;-1.7
5847;Total sales;20 Manufacture of chemicals;1982 November;0;78.9;-1.3;-2.9
5848;Total sales;20 Manufacture of chemicals;1982 December;0;78.5;-0.5;-1.7
5849;Total sales;20 Manufacture of chemicals;1982;0;79.7;;0.8
5850;Total sales;20 Manufacture of chemicals;1983 January;0;78.2;-0.4;-2.2
5851;Total sales;20 Manufacture of chemicals;1983 February;0;78.1;-0.1;-2.6
5852;Total sales;20 Manufacture of chemicals;1983 March ;0;77.6;-0.6;-2.9
5853;Total sales;20 Manufacture of chemicals;1983 April;0;78.2;0.8;-2.0
5854;Total sales;20 Manufacture of chemicals;1983 May;0;78.2;-0.1;-2.2
5855;Total sales;20 Manufacture of chemicals;1983 June;0;78.7;0.7;-1.2
5856;Total sales;20 Manufacture of chemicals;1983 July;0;79.0;0.4;-1.0
5857;Total sales;20 Manufacture of chemicals;1983 August;0;79.3;0.4;-0.7
5858;Total sales;20 Manufacture of chemicals;1983 September;0;81.3;2.5;1.6
5859;Total sales;20 Manufacture of chemicals;1983 October;0;81.4;0.2;1.9
5860;Total sales;20 Manufacture of chemicals;1983 November;0;82.2;1.0;4.2
5861;Total sales;20 Manufacture of chemicals;1983 December;0;82.9;0.8;5.7
5862;Total sales;20 Manufacture of chemicals;1983;0;79.6;;-0.1
5863;Total sales;20 Manufacture of chemicals;1984 January;0;84.0;1.4;7.5
5864;Total sales;20 Manufacture of chemicals;1984 February;0;83.7;-0.4;7.2
5865;Total sales;20 Manufacture of chemicals;1984 March ;0;84.3;0.6;8.6
5866;Total sales;20 Manufacture of chemicals;1984 April;0;84.4;0.2;7.9
5867;Total sales;20 Manufacture of chemicals;1984 May;0;84.9;0.6;8.7
5868;Total sales;20 Manufacture of chemicals;1984 June;0;84.8;-0.2;7.7
5869;Total sales;20 Manufacture of chemicals;1984 July;0;85.1;0.4;7.7
5870;Total sales;20 Manufacture of chemicals;1984 August;0;85.2;0.1;7.3
5871;Total sales;20 Manufacture of chemicals;1984 September;0;85.5;0.4;5.1
5872;Total sales;20 Manufacture of chemicals;1984 October;0;86.0;0.7;5.6
5873;Total sales;20 Manufacture of chemicals;1984 November;0;86.0;0.0;4.6
5874;Total sales;20 Manufacture of chemicals;1984 December;0;85.9;-0.2;3.6
5875;Total sales;20 Manufacture of chemicals;1984;0;85.0;;6.8
5876;Total sales;20 Manufacture of chemicals;1985 January;0;86.4;0.6;2.8
5877;Total sales;20 Manufacture of chemicals;1985 February;0;87.1;0.8;4.0
5878;Total sales;20 Manufacture of chemicals;1985 March ;0;87.6;0.7;4.0
5879;Total sales;20 Manufacture of chemicals;1985 April;0;88.5;0.9;4.8
5880;Total sales;20 Manufacture of chemicals;1985 May;0;88.9;0.5;4.6
5881;Total sales;20 Manufacture of chemicals;1985 June;0;89.4;0.6;5.4
5882;Total sales;20 Manufacture of chemicals;1985 July;0;89.3;-0.1;5.0
5883;Total sales;20 Manufacture of chemicals;1985 August;0;89.0;-0.3;4.5
