ID;BalansstandenEnTransacties;VorderingenEnSchulden;Sectoren;Perioden;Totaal_1;MonetairGoudEnBijzTrekkingsrechten_2;TotaalChartaalGeldEnDepositoS_3;ChartaalGeld_4;GiraleDepositoS_5;TotaalSpaartegoedenEnOvgDepositoS_6;Spaartegoeden_7;OverigeDepositoS_8;TotaalEffectenMUVAandelen_9;KortlopendeWaardepapieren_10;Obligaties_11;FinancieleDerivaten_12;TotaalLeningen_13;KortlopendeLeningen_14;LanglopendeLeningen_15;AandelenEnOverigeDeelnemingen_16;TotaalVerzekeringstechVoorzieningen_17;VoorzieningPensioenEnLevensverz_18;OverigeVerzekeringstechVoorzieningen_19;HandelskredEnTransitPosten_20
26;Beginbalans;Vorderingen;Totale economie NL;2006 2e kwartaal;7154279.0;10163.0;1103879.0;23555.0;299810.0;780514.0;215861.0;564653.0;766750.0;33869.0;735198.0;-2317.0;2072952.0;544943.0;1528009.0;1947548.0;918045.0;883207.0;34838.0;334942.0
27;Beginbalans;Vorderingen;Totale economie NL;2006 3e kwartaal;7277590.0;9925.0;1087641.0;24641.0;288048.0;774952.0;220609.0;554343.0;772644.0;30484.0;742172.0;-12.0;2114222.0;562628.0;1551594.0;2036462.0;894668.0;862132.0;32536.0;362028.0
28;Beginbalans;Vorderingen;Totale economie NL;2006 4e kwartaal;7481527.0;10050.0;1130211.0;25111.0;298450.0;806650.0;221446.0;585204.0;789255.0;34962.0;757177.0;-2884.0;2149572.0;589523.0;1560049.0;2114773.0;927800.0;895217.0;32583.0;359866.0
29;Beginbalans;Vorderingen;Totale economie NL;2006;6925655.0;9680.0;1005098.0;23280.0;248796.0;733022.0;210686.0;522336.0;755296.0;30425.0;730436.0;-5565.0;2027210.0;516783.0;1510427.0;1879289.0;887475.0;851558.0;35917.0;361607.0
30;Beginbalans;Vorderingen;Totale economie NL;2007 1e kwartaal;7665549.0;9937.0;1162617.0;27007.0;330848.0;804762.0;221708.0;583054.0;794183.0;30851.0;758450.0;4882.0;2209572.0;594877.0;1614695.0;2173342.0;939414.0;906231.0;33183.0;376484.0
31;Beginbalans;Vorderingen;Totale economie NL;2007 2e kwartaal;7947600.0;10280.0;1260220.0;27135.0;384802.0;848283.0;226958.0;621325.0;808095.0;32459.0;762485.0;13151.0;2313947.0;638236.0;1675711.0;2206731.0;963120.0;929190.0;33930.0;385207.0
32;Beginbalans;Vorderingen;Totale economie NL;2007 3e kwartaal;8128031.0;9923.0;1293375.0;29534.0;366306.0;897535.0;235895.0;661640.0;826355.0;35002.0;782839.0;8514.0;2352083.0;646113.0;1705970.0;2286352.0;973773.0;941010.0;32763.0;386170.0
33;Beginbalans;Vorderingen;Totale economie NL;2007 4e kwartaal;8330578.0;10752.0;1333310.0;29212.0;378672.0;925426.0;237613.0;687813.0;843367.0;36530.0;799584.0;7253.0;2497995.0;653875.0;1844120.0;2268984.0;994220.0;962587.0;31633.0;381950.0
34;Beginbalans;Vorderingen;Totale economie NL;2007;7665549.0;9937.0;1162617.0;27007.0;330848.0;804762.0;221708.0;583054.0;794183.0;30851.0;758450.0;4882.0;2209572.0;594877.0;1614695.0;2173342.0;939414.0;906231.0;33183.0;376484.0
35;Beginbalans;Vorderingen;Totale economie NL;2008 1e kwartaal;8653677.0;11451.0;1347981.0;31228.0;357916.0;958837.0;239266.0;719571.0;924298.0;31684.0;866352.0;26262.0;2602395.0;670280.0;1932115.0;2390640.0;983915.0;952980.0;30935.0;392997.0
36;Beginbalans;Vorderingen;Totale economie NL;2008 2e kwartaal;8649708.0;11830.0;1376281.0;31302.0;361824.0;983155.0;245329.0;737826.0;902361.0;30207.0;835767.0;36387.0;2662958.0;697400.0;1965558.0;2360930.0;951721.0;919246.0;32475.0;383627.0
37;Beginbalans;Vorderingen;Totale economie NL;2008 3e kwartaal;8788950.0;11808.0;1379516.0;33146.0;428872.0;917498.0;254247.0;663251.0;928975.0;33282.0;850612.0;45081.0;2760070.0;748946.0;2011124.0;2384887.0;937871.0;903615.0;34256.0;385823.0
38;Beginbalans;Vorderingen;Totale economie NL;2008 4e kwartaal;8803721.0;12668.0;1383307.0;33853.0;399340.0;950114.0;254762.0;695352.0;944633.0;33245.0;860110.0;51278.0;2779635.0;759103.0;2020532.0;2385765.0;915075.0;880837.0;34238.0;382638.0
39;Beginbalans;Vorderingen;Totale economie NL;2008;8653677.0;11451.0;1347981.0;31228.0;357916.0;958837.0;239266.0;719571.0;924298.0;31684.0;866352.0;26262.0;2602395.0;670280.0;1932115.0;2390640.0;983915.0;952980.0;30935.0;392997.0
40;Beginbalans;Vorderingen;Totale economie NL;2009 1e kwartaal;8501533.0;12385.0;1319611.0;35674.0;330717.0;953220.0;259027.0;694193.0;953734.0;30562.0;883795.0;39377.0;2731247.0;717286.0;2013961.0;2232060.0;868469.0;832729.0;35740.0;384027.0
41;Beginbalans;Vorderingen;Totale economie NL;2009 2e kwartaal;8596749.0;13768.0;1315616.0;34419.0;340135.0;941062.0;270606.0;670456.0;974802.0;35806.0;915342.0;23654.0;2781908.0;711558.0;2070350.0;2253966.0;862024.0;823672.0;38352.0;394665.0
42;Beginbalans;Vorderingen;Totale economie NL;2009 3e kwartaal;8797915.0;13181.0;1317154.0;35894.0;355750.0;925510.0;278967.0;646543.0;1019351.0;40540.0;963401.0;15410.0;2701534.0;728976.0;1972558.0;2438788.0;905903.0;867912.0;37991.0;402004.0
43;Beginbalans;Vorderingen;Totale economie NL;2009 4e kwartaal;9031081.0;18782.0;1294258.0;36147.0;353923.0;904188.0;281110.0;623078.0;1036401.0;43265.0;975857.0;17279.0;2695191.0;698747.0;1996444.0;2628542.0;957312.0;919820.0;37492.0;400595.0
44;Beginbalans;Vorderingen;Totale economie NL;2009;8501533.0;12385.0;1319611.0;35674.0;330717.0;953220.0;259027.0;694193.0;953734.0;30562.0;883795.0;39377.0;2731247.0;717286.0;2013961.0;2232060.0;868469.0;832729.0;35740.0;384027.0
45;Beginbalans;Vorderingen;Totale economie NL;2010 1e kwartaal;9213253.0;20409.0;1286821.0;37317.0;352753.0;896751.0;276866.0;619885.0;1037125.0;32458.0;990331.0;14336.0;2706771.0;728089.0;1978682.0;2768784.0;978437.0;942391.0;36046.0;414906.0
46;Beginbalans;Vorderingen;Totale economie NL;2010 2e kwartaal;9437875.0;21612.0;1334047.0;36498.0;384026.0;913523.0;283482.0;630041.0;1073900.0;38212.0;1012974.0;22714.0;2712871.0;736688.0;1976183.0;2861417.0;1029084.0;991688.0;37396.0;404944.0
47;Beginbalans;Vorderingen;Totale economie NL;2010 3e kwartaal;9602092.0;25399.0;1338570.0;37542.0;372182.0;928846.0;289725.0;639121.0;1061339.0;30170.0;1006089.0;25080.0;2793806.0;775563.0;2018243.0;2925025.0;1031127.0;993695.0;37432.0;426826.0
48;Beginbalans;Vorderingen;Totale economie NL;2010 4e kwartaal;9727746.0;24489.0;1333687.0;38066.0;370715.0;924906.0;288915.0;635991.0;1090838.0;32696.0;1025568.0;32574.0;2785445.0;748309.0;2037136.0;3002659.0;1081167.0;1043534.0;37633.0;409461.0
49;Beginbalans;Vorderingen;Totale economie NL;2010;9213253.0;20409.0;1286821.0;37317.0;352753.0;896751.0;276866.0;619885.0;1037125.0;32458.0;990331.0;14336.0;2706771.0;728089.0;1978682.0;2768784.0;978437.0;942391.0;36046.0;414906.0
50;Beginbalans;Vorderingen;Totale economie NL;2011 1e kwartaal;9760430.0;26419.0;1285631.0;39826.0;363053.0;882752.0;287925.0;594827.0;1050806.0;31740.0;1001751.0;17315.0;2871060.0;767766.0;2103294.0;3042373.0;1085824.0;1048252.0;37572.0;398317.0
51;Beginbalans;Vorderingen;Totale economie NL;2011 2e kwartaal;9833646.0;25468.0;1303988.0;38907.0;357011.0;908070.0;293242.0;614828.0;1018207.0;32268.0;971027.0;14912.0;2929350.0;828434.0;2100916.0;3082260.0;1079054.0;1038398.0;40656.0;395319.0
52;Beginbalans;Vorderingen;Totale economie NL;2011 3e kwartaal;9901926.0;26107.0;1330065.0;39902.0;364391.0;925772.0;299518.0;626254.0;1019945.0;33886.0;973660.0;12399.0;2953518.0;849038.0;2104480.0;3095992.0;1085405.0;1044773.0;40632.0;390894.0
53;Beginbalans;Vorderingen;Totale economie NL;2011 4e kwartaal;10093252.0;29237.0;1390859.0;40461.0;357215.0;993183.0;300563.0;692620.0;1070275.0;31480.0;999824.0;38971.0;3052794.0;931362.0;2121432.0;3058771.0;1111333.0;1070679.0;40654.0;379983.0
54;Beginbalans;Vorderingen;Totale economie NL;2011;9760430.0;26419.0;1285631.0;39826.0;363053.0;882752.0;287925.0;594827.0;1050806.0;31740.0;1001751.0;17315.0;2871060.0;767766.0;2103294.0;3042373.0;1085824.0;1048252.0;37572.0;398317.0
55;Beginbalans;Vorderingen;Totale economie NL;2012 1e kwartaal;10272957.0;29585.0;1379270.0;41889.0;358197.0;979184.0;302453.0;676731.0;1101304.0;29187.0;1017803.0;54314.0;3113157.0;987338.0;2125819.0;3104412.0;1157393.0;1116580.0;40813.0;387836.0
56;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2001 1e kwartaal;;;;;;;;;;;;;;;;;;;;
57;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2001 2e kwartaal;;;;;;;;;;;;;;;;;;;;
58;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2001 3e kwartaal;;;;;;;;;;;;;;;;;;;;
59;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2001 4e kwartaal;;;;;;;;;;;;;;;;;;;;
60;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2001;;;;;;;;;;;;;;;;;;;;
61;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2002 1e kwartaal;;;;;;;;;;;;;;;;;;;;
62;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2002 2e kwartaal;;;;;;;;;;;;;;;;;;;;
63;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2002 3e kwartaal;;;;;;;;;;;;;;;;;;;;
64;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2002 4e kwartaal;;;;;;;;;;;;;;;;;;;;
65;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2002;;;;;;;;;;;;;;;;;;;;
66;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2003 1e kwartaal;;;;;;;;;;;;;;;;;;;;
67;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2003 2e kwartaal;;;;;;;;;;;;;;;;;;;;
68;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2003 3e kwartaal;;;;;;;;;;;;;;;;;;;;
69;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2003 4e kwartaal;;;;;;;;;;;;;;;;;;;;
70;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2003;;;;;;;;;;;;;;;;;;;;
71;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2004 1e kwartaal;;;;;;;;;;;;;;;;;;;;
72;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2004 2e kwartaal;;;;;;;;;;;;;;;;;;;;
73;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2004 3e kwartaal;;;;;;;;;;;;;;;;;;;;
74;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2004 4e kwartaal;;;;;;;;;;;;;;;;;;;;
75;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2004;;;;;;;;;;;;;;;;;;;;
76;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2005 1e kwartaal;731864.0;0.0;169347.0;1727.0;91932.0;75688.0;0.0;75688.0;22769.0;9201.0;13520.0;48.0;189744.0;55294.0;134450.0;188221.0;6117.0;0.0;6117.0;155666.0
77;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2005 2e kwartaal;738316.0;0.0;163866.0;1511.0;87117.0;75238.0;0.0;75238.0;23113.0;9712.0;13456.0;-55.0;197430.0;62030.0;135400.0;193769.0;6054.0;0.0;6054.0;154084.0
78;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2005 3e kwartaal;750936.0;0.0;166907.0;1570.0;88973.0;76364.0;0.0;76364.0;23639.0;10133.0;13339.0;167.0;200392.0;63016.0;137376.0;197757.0;6141.0;0.0;6141.0;156100.0
79;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2005 4e kwartaal;819403.0;0.0;169269.0;1925.0;90495.0;76849.0;0.0;76849.0;24584.0;10701.0;13739.0;144.0;215840.0;70997.0;144843.0;246257.0;6156.0;0.0;6156.0;157297.0
80;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2005;731864.0;0.0;169347.0;1727.0;91932.0;75688.0;0.0;75688.0;22769.0;9201.0;13520.0;48.0;189744.0;55294.0;134450.0;188221.0;6117.0;0.0;6117.0;155666.0
81;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2006 1e kwartaal;795770.0;0.0;172177.0;1785.0;93998.0;76394.0;0.0;76394.0;25239.0;10610.0;14363.0;266.0;218129.0;69888.0;148241.0;212044.0;6117.0;0.0;6117.0;162064.0
82;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2006 2e kwartaal;822182.0;0.0;174116.0;1714.0;93274.0;79128.0;0.0;79128.0;26673.0;10608.0;15865.0;200.0;225473.0;66331.0;159142.0;220485.0;6103.0;0.0;6103.0;169332.0
83;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2006 3e kwartaal;834971.0;0.0;176659.0;1732.0;95576.0;79351.0;0.0;79351.0;23890.0;10604.0;13366.0;-80.0;224424.0;68980.0;155444.0;236978.0;6145.0;0.0;6145.0;166875.0
84;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2006 4e kwartaal;849568.0;0.0;189682.0;1749.0;98645.0;89288.0;0.0;89288.0;22669.0;10599.0;12640.0;-570.0;223244.0;65738.0;157506.0;242598.0;6176.0;0.0;6176.0;165199.0
85;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2006;795770.0;0.0;172177.0;1785.0;93998.0;76394.0;0.0;76394.0;25239.0;10610.0;14363.0;266.0;218129.0;69888.0;148241.0;212044.0;6117.0;0.0;6117.0;162064.0
86;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2007 1e kwartaal;889556.0;0.0;203017.0;1785.0;102680.0;98552.0;0.0;98552.0;22915.0;10596.0;13321.0;-1002.0;222232.0;66291.0;155941.0;260822.0;6117.0;0.0;6117.0;174453.0
87;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2007 2e kwartaal;926993.0;0.0;212113.0;1892.0;110302.0;99919.0;0.0;99919.0;12949.0;10621.0;9567.0;-7239.0;244654.0;67017.0;177637.0;269031.0;6552.0;0.0;6552.0;181694.0
88;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2007 3e kwartaal;938592.0;0.0;210706.0;1765.0;102996.0;105945.0;0.0;105945.0;13798.0;10589.0;10340.0;-7131.0;255186.0;69784.0;185402.0;269472.0;6360.0;0.0;6360.0;183070.0
89;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2007 4e kwartaal;956235.0;0.0;216384.0;1924.0;102798.0;111662.0;0.0;111662.0;12831.0;10654.0;9168.0;-6991.0;265465.0;78335.0;187130.0;272393.0;6220.0;0.0;6220.0;182942.0
90;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2007;889556.0;0.0;203017.0;1785.0;102680.0;98552.0;0.0;98552.0;22915.0;10596.0;13321.0;-1002.0;222232.0;66291.0;155941.0;260822.0;6117.0;0.0;6117.0;174453.0
91;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2008 1e kwartaal;966050.0;0.0;216288.0;1936.0;97528.0;116824.0;0.0;116824.0;25019.0;10386.0;15660.0;-1027.0;243507.0;75394.0;168113.0;283666.0;5985.0;0.0;5985.0;191585.0
92;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2008 2e kwartaal;995565.0;0.0;214898.0;1953.0;94564.0;118381.0;0.0;118381.0;20572.0;10696.0;10729.0;-853.0;256262.0;81464.0;174798.0;304215.0;8156.0;0.0;8156.0;191462.0
93;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2008 3e kwartaal;1004272.0;0.0;218810.0;1972.0;93630.0;123208.0;0.0;123208.0;22831.0;11768.0;11969.0;-906.0;262345.0;82018.0;180327.0;302176.0;7516.0;0.0;7516.0;190594.0
94;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2008 4e kwartaal;1013834.0;0.0;219198.0;2018.0;94413.0;122767.0;0.0;122767.0;21410.0;11071.0;11674.0;-1335.0;255352.0;70436.0;184916.0;316799.0;7073.0;0.0;7073.0;194002.0
95;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2008;966050.0;0.0;216288.0;1936.0;97528.0;116824.0;0.0;116824.0;25019.0;10386.0;15660.0;-1027.0;243507.0;75394.0;168113.0;283666.0;5985.0;0.0;5985.0;191585.0
96;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2009 1e kwartaal;1022688.0;0.0;226480.0;2056.0;95356.0;129068.0;0.0;129068.0;19527.0;10129.0;12871.0;-3473.0;258931.0;70299.0;188632.0;312904.0;7294.0;0.0;7294.0;197552.0
97;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2009 2e kwartaal;1049822.0;0.0;233546.0;2041.0;103349.0;128156.0;0.0;128156.0;21009.0;10203.0;13431.0;-2625.0;268620.0;66732.0;201888.0;324084.0;7223.0;0.0;7223.0;195340.0
98;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2009 3e kwartaal;1052937.0;0.0;233057.0;2058.0;104948.0;126051.0;0.0;126051.0;22407.0;10555.0;13597.0;-1745.0;265178.0;67270.0;197908.0;332398.0;7438.0;0.0;7438.0;192459.0
99;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2009 4e kwartaal;1066932.0;0.0;233261.0;2108.0;106305.0;124848.0;0.0;124848.0;23490.0;10690.0;13696.0;-896.0;261206.0;61621.0;199585.0;351493.0;7767.0;0.0;7767.0;189715.0
100;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2009;1022688.0;0.0;226480.0;2056.0;95356.0;129068.0;0.0;129068.0;19527.0;10129.0;12871.0;-3473.0;258931.0;70299.0;188632.0;312904.0;7294.0;0.0;7294.0;197552.0
101;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2010 1e kwartaal;1098067.0;0.0;238280.0;2016.0;112728.0;123536.0;0.0;123536.0;24402.0;10701.0;13859.0;-158.0;273506.0;70528.0;202978.0;362851.0;7577.0;0.0;7577.0;191451.0
102;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2010 2e kwartaal;1111984.0;0.0;239095.0;2000.0;118385.0;118710.0;0.0;118710.0;22483.0;10741.0;12612.0;-870.0;280424.0;73385.0;207039.0;369586.0;7455.0;0.0;7455.0;192941.0
103;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2010 3e kwartaal;1142228.0;0.0;233446.0;1983.0;112936.0;118527.0;0.0;118527.0;16165.0;10529.0;11598.0;-5962.0;286818.0;82186.0;204632.0;402545.0;7404.0;0.0;7404.0;195850.0
104;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2010 4e kwartaal;1160707.0;0.0;235493.0;2010.0;113701.0;119782.0;0.0;119782.0;16497.0;10469.0;14208.0;-8180.0;282276.0;81881.0;200395.0;427126.0;7331.0;0.0;7331.0;191984.0
105;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2010;1098067.0;0.0;238280.0;2016.0;112728.0;123536.0;0.0;123536.0;24402.0;10701.0;13859.0;-158.0;273506.0;70528.0;202978.0;362851.0;7577.0;0.0;7577.0;191451.0
106;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2011 1e kwartaal;1186319.0;0.0;241927.0;1970.0;118841.0;121116.0;0.0;121116.0;21186.0;10471.0;13874.0;-3159.0;279358.0;88279.0;191079.0;439331.0;7135.0;0.0;7135.0;197382.0
107;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2011 2e kwartaal;1220093.0;0.0;246281.0;1901.0;111878.0;132502.0;0.0;132502.0;21741.0;10662.0;13766.0;-2687.0;293650.0;93791.0;199859.0;453260.0;7414.0;0.0;7414.0;197747.0
108;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2011 3e kwartaal;1215654.0;0.0;241081.0;1760.0;110597.0;128724.0;0.0;128724.0;22015.0;10708.0;13694.0;-2387.0;283606.0;90621.0;192985.0;469120.0;7423.0;0.0;7423.0;192409.0
109;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2011 4e kwartaal;1220192.0;0.0;233395.0;1672.0;109730.0;121993.0;0.0;121993.0;19191.0;10702.0;13286.0;-4797.0;288294.0;98964.0;189330.0;473713.0;7617.0;0.0;7617.0;197982.0
110;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2011;1186319.0;0.0;241927.0;1970.0;118841.0;121116.0;0.0;121116.0;21186.0;10471.0;13874.0;-3159.0;279358.0;88279.0;191079.0;439331.0;7135.0;0.0;7135.0;197382.0
111;Beginbalans;Vorderingen;Niet-financiële vennootschappen;2012 1e kwartaal;1266502.0;0.0;236436.0;1499.0;111206.0;123731.0;0.0;123731.0;18996.0;10633.0;13622.0;-5259.0;297347.0;100185.0;197162.0;493156.0;7813.0;0.0;7813.0;212754.0
112;Beginbalans;Vorderingen;Financiële instellingen;2001 1e kwartaal;;;;;;;;;;;;;;;;;;;;
113;Beginbalans;Vorderingen;Financiële instellingen;2001 2e kwartaal;;;;;;;;;;;;;;;;;;;;
114;Beginbalans;Vorderingen;Financiële instellingen;2001 3e kwartaal;;;;;;;;;;;;;;;;;;;;
115;Beginbalans;Vorderingen;Financiële instellingen;2001 4e kwartaal;;;;;;;;;;;;;;;;;;;;
116;Beginbalans;Vorderingen;Financiële instellingen;2001;;;;;;;;;;;;;;;;;;;;
117;Beginbalans;Vorderingen;Financiële instellingen;2002 1e kwartaal;;;;;;;;;;;;;;;;;;;;
118;Beginbalans;Vorderingen;Financiële instellingen;2002 2e kwartaal;;;;;;;;;;;;;;;;;;;;
119;Beginbalans;Vorderingen;Financiële instellingen;2002 3e kwartaal;;;;;;;;;;;;;;;;;;;;
120;Beginbalans;Vorderingen;Financiële instellingen;2002 4e kwartaal;;;;;;;;;;;;;;;;;;;;
121;Beginbalans;Vorderingen;Financiële instellingen;2002;;;;;;;;;;;;;;;;;;;;
122;Beginbalans;Vorderingen;Financiële instellingen;2003 1e kwartaal;;;;;;;;;;;;;;;;;;;;
123;Beginbalans;Vorderingen;Financiële instellingen;2003 2e kwartaal;;;;;;;;;;;;;;;;;;;;
124;Beginbalans;Vorderingen;Financiële instellingen;2003 3e kwartaal;;;;;;;;;;;;;;;;;;;;
125;Beginbalans;Vorderingen;Financiële instellingen;2003 4e kwartaal;;;;;;;;;;;;;;;;;;;;
126;Beginbalans;Vorderingen;Financiële instellingen;2003;;;;;;;;;;;;;;;;;;;;
127;Beginbalans;Vorderingen;Financiële instellingen;2004 1e kwartaal;;;;;;;;;;;;;;;;;;;;
128;Beginbalans;Vorderingen;Financiële instellingen;2004 2e kwartaal;;;;;;;;;;;;;;;;;;;;
129;Beginbalans;Vorderingen;Financiële instellingen;2004 3e kwartaal;;;;;;;;;;;;;;;;;;;;
130;Beginbalans;Vorderingen;Financiële instellingen;2004 4e kwartaal;;;;;;;;;;;;;;;;;;;;
