ID;ProvincialeHeffingen;RegioS;Perioden;ProvincialeHeffingenInMlnEuro_1
2278;Grondwaterbelasting;Groningen (PV);2010;0.3
2279;Grondwaterbelasting;Groningen (PV);2011;0.3
2280;Grondwaterbelasting;Groningen (PV);2012;0.3
2281;Grondwaterbelasting;Groningen (PV);2013;0.4
2282;Grondwaterbelasting;Groningen (PV);2014;0.4
2283;Grondwaterbelasting;Groningen (PV);2015;0.4
2284;Grondwaterbelasting;Groningen (PV);2016;0.4
2285;Grondwaterbelasting;Groningen (PV);2017;0.4
2286;Grondwaterbelasting;Groningen (PV);2018;0.4
2287;Grondwaterbelasting;Groningen (PV);2019;0.4
2288;Grondwaterbelasting;Groningen (PV);2020;0.4
2289;Grondwaterbelasting;Groningen (PV);2021;0.4
2290;Grondwaterbelasting;Groningen (PV);2022;0.4
2291;Grondwaterbelasting;Groningen (PV);2023;0.4
2292;Grondwaterbelasting;Groningen (PV);2024;0.4
2293;Grondwaterbelasting;Groningen (PV);2025;0.4
2294;Grondwaterbelasting;Fryslân (PV);1995;
2295;Grondwaterbelasting;Fryslân (PV);1996;
2296;Grondwaterbelasting;Fryslân (PV);1997;
2297;Grondwaterbelasting;Fryslân (PV);1998;
2298;Grondwaterbelasting;Fryslân (PV);1999;0.7
2299;Grondwaterbelasting;Fryslân (PV);2000;0.7
2300;Grondwaterbelasting;Fryslân (PV);2001;0.7
2301;Grondwaterbelasting;Fryslân (PV);2002;0.7
2302;Grondwaterbelasting;Fryslân (PV);2003;0.7
2303;Grondwaterbelasting;Fryslân (PV);2004;0.7
2304;Grondwaterbelasting;Fryslân (PV);2005;0.7
2305;Grondwaterbelasting;Fryslân (PV);2006;0.7
2306;Grondwaterbelasting;Fryslân (PV);2007;0.7
2307;Grondwaterbelasting;Fryslân (PV);2008;0.7
2308;Grondwaterbelasting;Fryslân (PV);2009;0.7
2309;Grondwaterbelasting;Fryslân (PV);2010;0.8
2310;Grondwaterbelasting;Fryslân (PV);2011;0.6
2311;Grondwaterbelasting;Fryslân (PV);2012;0.6
2312;Grondwaterbelasting;Fryslân (PV);2013;0.6
2313;Grondwaterbelasting;Fryslân (PV);2014;0.6
2314;Grondwaterbelasting;Fryslân (PV);2015;0.6
2315;Grondwaterbelasting;Fryslân (PV);2016;0.6
2316;Grondwaterbelasting;Fryslân (PV);2017;0.6
2317;Grondwaterbelasting;Fryslân (PV);2018;0.6
2318;Grondwaterbelasting;Fryslân (PV);2019;0.6
2319;Grondwaterbelasting;Fryslân (PV);2020;0.6
2320;Grondwaterbelasting;Fryslân (PV);2021;0.7
2321;Grondwaterbelasting;Fryslân (PV);2022;0.7
2322;Grondwaterbelasting;Fryslân (PV);2023;0.7
2323;Grondwaterbelasting;Fryslân (PV);2024;0.7
2324;Grondwaterbelasting;Fryslân (PV);2025;0.7
2325;Grondwaterbelasting;Drenthe (PV);1995;
2326;Grondwaterbelasting;Drenthe (PV);1996;
2327;Grondwaterbelasting;Drenthe (PV);1997;
2328;Grondwaterbelasting;Drenthe (PV);1998;
2329;Grondwaterbelasting;Drenthe (PV);1999;0.5
2330;Grondwaterbelasting;Drenthe (PV);2000;0.5
2331;Grondwaterbelasting;Drenthe (PV);2001;0.5
2332;Grondwaterbelasting;Drenthe (PV);2002;0.5
2333;Grondwaterbelasting;Drenthe (PV);2003;0.6
2334;Grondwaterbelasting;Drenthe (PV);2004;0.7
2335;Grondwaterbelasting;Drenthe (PV);2005;0.7
2336;Grondwaterbelasting;Drenthe (PV);2006;0.7
2337;Grondwaterbelasting;Drenthe (PV);2007;0.7
2338;Grondwaterbelasting;Drenthe (PV);2008;0.7
2339;Grondwaterbelasting;Drenthe (PV);2009;0.7
2340;Grondwaterbelasting;Drenthe (PV);2010;0.7
2341;Grondwaterbelasting;Drenthe (PV);2011;0.7
2342;Grondwaterbelasting;Drenthe (PV);2012;0.7
2343;Grondwaterbelasting;Drenthe (PV);2013;0.7
2344;Grondwaterbelasting;Drenthe (PV);2014;0.7
2345;Grondwaterbelasting;Drenthe (PV);2015;0.7
2346;Grondwaterbelasting;Drenthe (PV);2016;0.7
2347;Grondwaterbelasting;Drenthe (PV);2017;0.7
2348;Grondwaterbelasting;Drenthe (PV);2018;0.7
2349;Grondwaterbelasting;Drenthe (PV);2019;0.7
2350;Grondwaterbelasting;Drenthe (PV);2020;0.7
2351;Grondwaterbelasting;Drenthe (PV);2021;0.7
2352;Grondwaterbelasting;Drenthe (PV);2022;0.7
2353;Grondwaterbelasting;Drenthe (PV);2023;0.7
2354;Grondwaterbelasting;Drenthe (PV);2024;0.8
2355;Grondwaterbelasting;Drenthe (PV);2025;0.8
2356;Grondwaterbelasting;Overijssel (PV);1995;
2357;Grondwaterbelasting;Overijssel (PV);1996;
2358;Grondwaterbelasting;Overijssel (PV);1997;
2359;Grondwaterbelasting;Overijssel (PV);1998;
2360;Grondwaterbelasting;Overijssel (PV);1999;0.5
2361;Grondwaterbelasting;Overijssel (PV);2000;0.5
2362;Grondwaterbelasting;Overijssel (PV);2001;0.4
2363;Grondwaterbelasting;Overijssel (PV);2002;0.4
2364;Grondwaterbelasting;Overijssel (PV);2003;1.3
2365;Grondwaterbelasting;Overijssel (PV);2004;1.3
2366;Grondwaterbelasting;Overijssel (PV);2005;1.3
2367;Grondwaterbelasting;Overijssel (PV);2006;1.3
2368;Grondwaterbelasting;Overijssel (PV);2007;1.1
2369;Grondwaterbelasting;Overijssel (PV);2008;1.1
2370;Grondwaterbelasting;Overijssel (PV);2009;1.2
2371;Grondwaterbelasting;Overijssel (PV);2010;1.2
2372;Grondwaterbelasting;Overijssel (PV);2011;1.1
2373;Grondwaterbelasting;Overijssel (PV);2012;1.1
2374;Grondwaterbelasting;Overijssel (PV);2013;1.1
2375;Grondwaterbelasting;Overijssel (PV);2014;1.1
2376;Grondwaterbelasting;Overijssel (PV);2015;1.1
2377;Grondwaterbelasting;Overijssel (PV);2016;1.0
2378;Grondwaterbelasting;Overijssel (PV);2017;1.0
2379;Grondwaterbelasting;Overijssel (PV);2018;1.0
2380;Grondwaterbelasting;Overijssel (PV);2019;1.0
2381;Grondwaterbelasting;Overijssel (PV);2020;1.0
2382;Grondwaterbelasting;Overijssel (PV);2021;1.0
2383;Grondwaterbelasting;Overijssel (PV);2022;1.0
2384;Grondwaterbelasting;Overijssel (PV);2023;1.1
2385;Grondwaterbelasting;Overijssel (PV);2024;1.1
2386;Grondwaterbelasting;Overijssel (PV);2025;1.1
2387;Grondwaterbelasting;Flevoland (PV);1995;
2388;Grondwaterbelasting;Flevoland (PV);1996;
2389;Grondwaterbelasting;Flevoland (PV);1997;
2390;Grondwaterbelasting;Flevoland (PV);1998;
2391;Grondwaterbelasting;Flevoland (PV);1999;0.3
2392;Grondwaterbelasting;Flevoland (PV);2000;0.4
2393;Grondwaterbelasting;Flevoland (PV);2001;0.4
2394;Grondwaterbelasting;Flevoland (PV);2002;0.4
2395;Grondwaterbelasting;Flevoland (PV);2003;0.5
2396;Grondwaterbelasting;Flevoland (PV);2004;0.5
2397;Grondwaterbelasting;Flevoland (PV);2005;0.5
2398;Grondwaterbelasting;Flevoland (PV);2006;0.5
2399;Grondwaterbelasting;Flevoland (PV);2007;0.5
2400;Grondwaterbelasting;Flevoland (PV);2008;0.5
2401;Grondwaterbelasting;Flevoland (PV);2009;0.5
2402;Grondwaterbelasting;Flevoland (PV);2010;0.5
2403;Grondwaterbelasting;Flevoland (PV);2011;0.5
2404;Grondwaterbelasting;Flevoland (PV);2012;0.5
2405;Grondwaterbelasting;Flevoland (PV);2013;0.5
2406;Grondwaterbelasting;Flevoland (PV);2014;0.5
2407;Grondwaterbelasting;Flevoland (PV);2015;0.5
2408;Grondwaterbelasting;Flevoland (PV);2016;0.5
2409;Grondwaterbelasting;Flevoland (PV);2017;0.5
2410;Grondwaterbelasting;Flevoland (PV);2018;0.5
2411;Grondwaterbelasting;Flevoland (PV);2019;0.5
2412;Grondwaterbelasting;Flevoland (PV);2020;0.5
2413;Grondwaterbelasting;Flevoland (PV);2021;0.5
2414;Grondwaterbelasting;Flevoland (PV);2022;0.5
2415;Grondwaterbelasting;Flevoland (PV);2023;0.5
2416;Grondwaterbelasting;Flevoland (PV);2024;0.5
2417;Grondwaterbelasting;Flevoland (PV);2025;0.5
2418;Grondwaterbelasting;Gelderland (PV);1995;
2419;Grondwaterbelasting;Gelderland (PV);1996;
2420;Grondwaterbelasting;Gelderland (PV);1997;
2421;Grondwaterbelasting;Gelderland (PV);1998;
2422;Grondwaterbelasting;Gelderland (PV);1999;4.8
2423;Grondwaterbelasting;Gelderland (PV);2000;4.8
2424;Grondwaterbelasting;Gelderland (PV);2001;5.9
2425;Grondwaterbelasting;Gelderland (PV);2002;5.9
2426;Grondwaterbelasting;Gelderland (PV);2003;2.9
2427;Grondwaterbelasting;Gelderland (PV);2004;2.9
2428;Grondwaterbelasting;Gelderland (PV);2005;2.7
2429;Grondwaterbelasting;Gelderland (PV);2006;2.6
2430;Grondwaterbelasting;Gelderland (PV);2007;2.3
2431;Grondwaterbelasting;Gelderland (PV);2008;2.3
2432;Grondwaterbelasting;Gelderland (PV);2009;2.3
2433;Grondwaterbelasting;Gelderland (PV);2010;2.4
2434;Grondwaterbelasting;Gelderland (PV);2011;2.4
2435;Grondwaterbelasting;Gelderland (PV);2012;2.2
2436;Grondwaterbelasting;Gelderland (PV);2013;2.2
2437;Grondwaterbelasting;Gelderland (PV);2014;2.2
2438;Grondwaterbelasting;Gelderland (PV);2015;2.2
2439;Grondwaterbelasting;Gelderland (PV);2016;2.2
2440;Grondwaterbelasting;Gelderland (PV);2017;2.0
2441;Grondwaterbelasting;Gelderland (PV);2018;2.0
2442;Grondwaterbelasting;Gelderland (PV);2019;2.0
2443;Grondwaterbelasting;Gelderland (PV);2020;2.0
2444;Grondwaterbelasting;Gelderland (PV);2021;2.2
2445;Grondwaterbelasting;Gelderland (PV);2022;2.2
2446;Grondwaterbelasting;Gelderland (PV);2023;2.2
2447;Grondwaterbelasting;Gelderland (PV);2024;2.8
2448;Grondwaterbelasting;Gelderland (PV);2025;2.8
2449;Grondwaterbelasting;Utrecht (PV);1995;
2450;Grondwaterbelasting;Utrecht (PV);1996;
2451;Grondwaterbelasting;Utrecht (PV);1997;
2452;Grondwaterbelasting;Utrecht (PV);1998;
2453;Grondwaterbelasting;Utrecht (PV);1999;0.8
2454;Grondwaterbelasting;Utrecht (PV);2000;0.8
2455;Grondwaterbelasting;Utrecht (PV);2001;1.7
2456;Grondwaterbelasting;Utrecht (PV);2002;1.7
2457;Grondwaterbelasting;Utrecht (PV);2003;0.8
2458;Grondwaterbelasting;Utrecht (PV);2004;0.8
2459;Grondwaterbelasting;Utrecht (PV);2005;0.8
2460;Grondwaterbelasting;Utrecht (PV);2006;1.3
2461;Grondwaterbelasting;Utrecht (PV);2007;1.3
2462;Grondwaterbelasting;Utrecht (PV);2008;1.3
2463;Grondwaterbelasting;Utrecht (PV);2009;1.3
2464;Grondwaterbelasting;Utrecht (PV);2010;1.3
2465;Grondwaterbelasting;Utrecht (PV);2011;1.3
2466;Grondwaterbelasting;Utrecht (PV);2012;1.3
2467;Grondwaterbelasting;Utrecht (PV);2013;1.2
2468;Grondwaterbelasting;Utrecht (PV);2014;1.2
2469;Grondwaterbelasting;Utrecht (PV);2015;1.2
2470;Grondwaterbelasting;Utrecht (PV);2016;1.2
2471;Grondwaterbelasting;Utrecht (PV);2017;1.2
2472;Grondwaterbelasting;Utrecht (PV);2018;1.2
2473;Grondwaterbelasting;Utrecht (PV);2019;1.2
2474;Grondwaterbelasting;Utrecht (PV);2020;1.3
2475;Grondwaterbelasting;Utrecht (PV);2021;1.3
2476;Grondwaterbelasting;Utrecht (PV);2022;1.3
2477;Grondwaterbelasting;Utrecht (PV);2023;1.3
2478;Grondwaterbelasting;Utrecht (PV);2024;1.3
2479;Grondwaterbelasting;Utrecht (PV);2025;1.3
2480;Grondwaterbelasting;Noord-Holland (PV);1995;
2481;Grondwaterbelasting;Noord-Holland (PV);1996;
2482;Grondwaterbelasting;Noord-Holland (PV);1997;
2483;Grondwaterbelasting;Noord-Holland (PV);1998;
2484;Grondwaterbelasting;Noord-Holland (PV);1999;0.8
2485;Grondwaterbelasting;Noord-Holland (PV);2000;0.6
2486;Grondwaterbelasting;Noord-Holland (PV);2001;0.6
2487;Grondwaterbelasting;Noord-Holland (PV);2002;0.8
2488;Grondwaterbelasting;Noord-Holland (PV);2003;0.8
2489;Grondwaterbelasting;Noord-Holland (PV);2004;0.8
2490;Grondwaterbelasting;Noord-Holland (PV);2005;0.8
2491;Grondwaterbelasting;Noord-Holland (PV);2006;0.8
2492;Grondwaterbelasting;Noord-Holland (PV);2007;0.8
2493;Grondwaterbelasting;Noord-Holland (PV);2008;0.8
2494;Grondwaterbelasting;Noord-Holland (PV);2009;0.8
2495;Grondwaterbelasting;Noord-Holland (PV);2010;1.0
2496;Grondwaterbelasting;Noord-Holland (PV);2011;0.8
2497;Grondwaterbelasting;Noord-Holland (PV);2012;0.8
2498;Grondwaterbelasting;Noord-Holland (PV);2013;0.9
2499;Grondwaterbelasting;Noord-Holland (PV);2014;0.8
2500;Grondwaterbelasting;Noord-Holland (PV);2015;0.8
2501;Grondwaterbelasting;Noord-Holland (PV);2016;0.8
2502;Grondwaterbelasting;Noord-Holland (PV);2017;0.7
2503;Grondwaterbelasting;Noord-Holland (PV);2018;0.7
2504;Grondwaterbelasting;Noord-Holland (PV);2019;0.8
2505;Grondwaterbelasting;Noord-Holland (PV);2020;0.8
2506;Grondwaterbelasting;Noord-Holland (PV);2021;0.8
2507;Grondwaterbelasting;Noord-Holland (PV);2022;0.8
2508;Grondwaterbelasting;Noord-Holland (PV);2023;0.8
2509;Grondwaterbelasting;Noord-Holland (PV);2024;0.8
2510;Grondwaterbelasting;Noord-Holland (PV);2025;0.8
2511;Grondwaterbelasting;Zuid-Holland (PV);1995;
2512;Grondwaterbelasting;Zuid-Holland (PV);1996;
2513;Grondwaterbelasting;Zuid-Holland (PV);1997;
2514;Grondwaterbelasting;Zuid-Holland (PV);1998;
2515;Grondwaterbelasting;Zuid-Holland (PV);1999;1.3
2516;Grondwaterbelasting;Zuid-Holland (PV);2000;1.3
2517;Grondwaterbelasting;Zuid-Holland (PV);2001;1.2
2518;Grondwaterbelasting;Zuid-Holland (PV);2002;1.1
2519;Grondwaterbelasting;Zuid-Holland (PV);2003;1.1
2520;Grondwaterbelasting;Zuid-Holland (PV);2004;1.1
2521;Grondwaterbelasting;Zuid-Holland (PV);2005;1.6
2522;Grondwaterbelasting;Zuid-Holland (PV);2006;1.3
2523;Grondwaterbelasting;Zuid-Holland (PV);2007;1.2
2524;Grondwaterbelasting;Zuid-Holland (PV);2008;1.2
2525;Grondwaterbelasting;Zuid-Holland (PV);2009;1.4
2526;Grondwaterbelasting;Zuid-Holland (PV);2010;1.4
2527;Grondwaterbelasting;Zuid-Holland (PV);2011;1.4
2528;Grondwaterbelasting;Zuid-Holland (PV);2012;1.4
2529;Grondwaterbelasting;Zuid-Holland (PV);2013;1.4
2530;Grondwaterbelasting;Zuid-Holland (PV);2014;1.4
2531;Grondwaterbelasting;Zuid-Holland (PV);2015;1.4
2532;Grondwaterbelasting;Zuid-Holland (PV);2016;1.4
2533;Grondwaterbelasting;Zuid-Holland (PV);2017;1.4
2534;Grondwaterbelasting;Zuid-Holland (PV);2018;0.5
2535;Grondwaterbelasting;Zuid-Holland (PV);2019;0.5
2536;Grondwaterbelasting;Zuid-Holland (PV);2020;0.4
2537;Grondwaterbelasting;Zuid-Holland (PV);2021;0.4
2538;Grondwaterbelasting;Zuid-Holland (PV);2022;0.4
2539;Grondwaterbelasting;Zuid-Holland (PV);2023;0.4
2540;Grondwaterbelasting;Zuid-Holland (PV);2024;0.4
2541;Grondwaterbelasting;Zuid-Holland (PV);2025;0.4
2542;Grondwaterbelasting;Zeeland (PV);1995;
2543;Grondwaterbelasting;Zeeland (PV);1996;
2544;Grondwaterbelasting;Zeeland (PV);1997;
2545;Grondwaterbelasting;Zeeland (PV);1998;
2546;Grondwaterbelasting;Zeeland (PV);1999;0.2
2547;Grondwaterbelasting;Zeeland (PV);2000;0.2
2548;Grondwaterbelasting;Zeeland (PV);2001;0.2
2549;Grondwaterbelasting;Zeeland (PV);2002;0.2
2550;Grondwaterbelasting;Zeeland (PV);2003;0.2
2551;Grondwaterbelasting;Zeeland (PV);2004;0.2
2552;Grondwaterbelasting;Zeeland (PV);2005;0.2
2553;Grondwaterbelasting;Zeeland (PV);2006;0.2
2554;Grondwaterbelasting;Zeeland (PV);2007;0.2
2555;Grondwaterbelasting;Zeeland (PV);2008;0.2
2556;Grondwaterbelasting;Zeeland (PV);2009;0.2
2557;Grondwaterbelasting;Zeeland (PV);2010;0.2
2558;Grondwaterbelasting;Zeeland (PV);2011;0.2
2559;Grondwaterbelasting;Zeeland (PV);2012;0.2
2560;Grondwaterbelasting;Zeeland (PV);2013;0.2
2561;Grondwaterbelasting;Zeeland (PV);2014;0.2
2562;Grondwaterbelasting;Zeeland (PV);2015;0.2
2563;Grondwaterbelasting;Zeeland (PV);2016;0.2
2564;Grondwaterbelasting;Zeeland (PV);2017;0.2
2565;Grondwaterbelasting;Zeeland (PV);2018;0.2
2566;Grondwaterbelasting;Zeeland (PV);2019;0.2
2567;Grondwaterbelasting;Zeeland (PV);2020;0.2
2568;Grondwaterbelasting;Zeeland (PV);2021;0.2
2569;Grondwaterbelasting;Zeeland (PV);2022;0.2
2570;Grondwaterbelasting;Zeeland (PV);2023;0.2
2571;Grondwaterbelasting;Zeeland (PV);2024;0.2
2572;Grondwaterbelasting;Zeeland (PV);2025;0.2
2573;Grondwaterbelasting;Noord-Brabant (PV);1995;
2574;Grondwaterbelasting;Noord-Brabant (PV);1996;
2575;Grondwaterbelasting;Noord-Brabant (PV);1997;
2576;Grondwaterbelasting;Noord-Brabant (PV);1998;
2577;Grondwaterbelasting;Noord-Brabant (PV);1999;0.3
2578;Grondwaterbelasting;Noord-Brabant (PV);2000;2.6
2579;Grondwaterbelasting;Noord-Brabant (PV);2001;2.5
2580;Grondwaterbelasting;Noord-Brabant (PV);2002;3.4
2581;Grondwaterbelasting;Noord-Brabant (PV);2003;3.5
2582;Grondwaterbelasting;Noord-Brabant (PV);2004;3.4
2583;Grondwaterbelasting;Noord-Brabant (PV);2005;5.2
2584;Grondwaterbelasting;Noord-Brabant (PV);2006;5.2
2585;Grondwaterbelasting;Noord-Brabant (PV);2007;5.2
2586;Grondwaterbelasting;Noord-Brabant (PV);2008;5.2
2587;Grondwaterbelasting;Noord-Brabant (PV);2009;1.8
2588;Grondwaterbelasting;Noord-Brabant (PV);2010;5.3
2589;Grondwaterbelasting;Noord-Brabant (PV);2011;5.3
2590;Grondwaterbelasting;Noord-Brabant (PV);2012;5.2
2591;Grondwaterbelasting;Noord-Brabant (PV);2013;4.7
2592;Grondwaterbelasting;Noord-Brabant (PV);2014;4.7
2593;Grondwaterbelasting;Noord-Brabant (PV);2015;3.8
2594;Grondwaterbelasting;Noord-Brabant (PV);2016;3.8
2595;Grondwaterbelasting;Noord-Brabant (PV);2017;3.8
2596;Grondwaterbelasting;Noord-Brabant (PV);2018;3.8
2597;Grondwaterbelasting;Noord-Brabant (PV);2019;3.8
2598;Grondwaterbelasting;Noord-Brabant (PV);2020;3.8
2599;Grondwaterbelasting;Noord-Brabant (PV);2021;3.8
2600;Grondwaterbelasting;Noord-Brabant (PV);2022;3.8
2601;Grondwaterbelasting;Noord-Brabant (PV);2023;3.8
2602;Grondwaterbelasting;Noord-Brabant (PV);2024;7.6
2603;Grondwaterbelasting;Noord-Brabant (PV);2025;8.1
2604;Grondwaterbelasting;Limburg (PV);1995;
2605;Grondwaterbelasting;Limburg (PV);1996;
2606;Grondwaterbelasting;Limburg (PV);1997;
2607;Grondwaterbelasting;Limburg (PV);1998;
2608;Grondwaterbelasting;Limburg (PV);1999;0.6
2609;Grondwaterbelasting;Limburg (PV);2000;1.1
2610;Grondwaterbelasting;Limburg (PV);2001;1.0
2611;Grondwaterbelasting;Limburg (PV);2002;1.1
2612;Grondwaterbelasting;Limburg (PV);2003;1.1
2613;Grondwaterbelasting;Limburg (PV);2004;1.1
2614;Grondwaterbelasting;Limburg (PV);2005;1.1
2615;Grondwaterbelasting;Limburg (PV);2006;1.2
2616;Grondwaterbelasting;Limburg (PV);2007;1.0
2617;Grondwaterbelasting;Limburg (PV);2008;0.8
2618;Grondwaterbelasting;Limburg (PV);2009;0.8
2619;Grondwaterbelasting;Limburg (PV);2010;0.9
2620;Grondwaterbelasting;Limburg (PV);2011;0.9
2621;Grondwaterbelasting;Limburg (PV);2012;0.9
2622;Grondwaterbelasting;Limburg (PV);2013;0.9
2623;Grondwaterbelasting;Limburg (PV);2014;0.9
2624;Grondwaterbelasting;Limburg (PV);2015;0.9
2625;Grondwaterbelasting;Limburg (PV);2016;1.0
2626;Grondwaterbelasting;Limburg (PV);2017;1.0
2627;Grondwaterbelasting;Limburg (PV);2018;0.9
2628;Grondwaterbelasting;Limburg (PV);2019;1.0
2629;Grondwaterbelasting;Limburg (PV);2020;1.0
2630;Grondwaterbelasting;Limburg (PV);2021;1.0
2631;Grondwaterbelasting;Limburg (PV);2022;1.0
2632;Grondwaterbelasting;Limburg (PV);2023;1.1
2633;Grondwaterbelasting;Limburg (PV);2024;1.1
2634;Grondwaterbelasting;Limburg (PV);2025;1.1
2635;Heffing nazorg stortplaatsen;Nederland;1995;
2636;Heffing nazorg stortplaatsen;Nederland;1996;
2637;Heffing nazorg stortplaatsen;Nederland;1997;
2638;Heffing nazorg stortplaatsen;Nederland;1998;
2639;Heffing nazorg stortplaatsen;Nederland;1999;6.2
2640;Heffing nazorg stortplaatsen;Nederland;2000;14.3
2641;Heffing nazorg stortplaatsen;Nederland;2001;23.4
2642;Heffing nazorg stortplaatsen;Nederland;2002;22.4
2643;Heffing nazorg stortplaatsen;Nederland;2003;20.0
2644;Heffing nazorg stortplaatsen;Nederland;2004;20.0
2645;Heffing nazorg stortplaatsen;Nederland;2005;20.3
2646;Heffing nazorg stortplaatsen;Nederland;2006;19.3
2647;Heffing nazorg stortplaatsen;Nederland;2007;18.6
2648;Heffing nazorg stortplaatsen;Nederland;2008;5.5
2649;Heffing nazorg stortplaatsen;Nederland;2009;5.2
2650;Heffing nazorg stortplaatsen;Nederland;2010;5.3
2651;Heffing nazorg stortplaatsen;Nederland;2011;5.1
2652;Heffing nazorg stortplaatsen;Nederland;2012;4.1
2653;Heffing nazorg stortplaatsen;Nederland;2013;3.0
2654;Heffing nazorg stortplaatsen;Nederland;2014;2.1
2655;Heffing nazorg stortplaatsen;Nederland;2015;1.0
2656;Heffing nazorg stortplaatsen;Nederland;2016;0.9
2657;Heffing nazorg stortplaatsen;Nederland;2017;0.9
2658;Heffing nazorg stortplaatsen;Nederland;2018;0.9
2659;Heffing nazorg stortplaatsen;Nederland;2019;0.4
2660;Heffing nazorg stortplaatsen;Nederland;2020;0.4
2661;Heffing nazorg stortplaatsen;Nederland;2021;0.4
2662;Heffing nazorg stortplaatsen;Nederland;2022;0.4
2663;Heffing nazorg stortplaatsen;Nederland;2023;0.4
2664;Heffing nazorg stortplaatsen;Nederland;2024;0.4
2665;Heffing nazorg stortplaatsen;Nederland;2025;0.4
2666;Heffing nazorg stortplaatsen;Noord-Nederland (LD);1995;
2667;Heffing nazorg stortplaatsen;Noord-Nederland (LD);1996;
2668;Heffing nazorg stortplaatsen;Noord-Nederland (LD);1997;
2669;Heffing nazorg stortplaatsen;Noord-Nederland (LD);1998;
2670;Heffing nazorg stortplaatsen;Noord-Nederland (LD);1999;0.0
2671;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2000;0.0
2672;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2001;2.5
2673;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2002;2.5
2674;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2003;1.3
2675;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2004;1.4
2676;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2005;1.4
2677;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2006;1.4
2678;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2007;1.3
2679;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2008;0.0
2680;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2009;0.2
2681;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2010;0.2
2682;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2011;0.2
2683;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2012;0.0
2684;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2013;0.0
2685;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2014;0.0
2686;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2015;0.0
2687;Heffing nazorg stortplaatsen;Noord-Nederland (LD);2016;0.0
